,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
2116,HOLY ROSARY HEALTHCARE (271347),2015,Critical Access,Voluntary non-profit - Church,109.0,46.397355,-105.827837,MT,,,60.0,13630.0,119.0,12571.0
2117,BRYAN MEDICAL CENTER (280003),2015,Acute Care,Voluntary non-profit - Private,569.0,40.796598,-96.653661,NE,430.0,24337.0,529.0,16833.0,665.0,14842.0
2118,CHI HEALTH GOOD SAMARITAN (280009),2015,Acute Care,Voluntary non-profit - Church,250.0,,,NE,233.0,25117.0,259.0,17148.0,331.0,13744.0
2119,THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE (280013),2015,Acute Care,Voluntary non-profit - Private,542.0,,,NE,183.0,24676.0,361.0,17640.0,229.0,14717.0
2120,CHI HEALTH ST ELIZABETH (280020),2015,Acute Care,Voluntary non-profit - Private,244.0,40.807609,-96.625179,NE,113.0,22857.0,312.0,16387.0,514.0,13904.0
2121,CHI HEALTH ST FRANCIS (280023),2015,Acute Care,Voluntary non-profit - Church,184.0,40.924267,-98.370887,NE,121.0,22707.0,255.0,15593.0,372.0,13057.0
2122,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER (280030),2015,Acute Care,Voluntary non-profit - Other,213.0,,,NE,253.0,22086.0,193.0,16676.0,99.0,13600.0
2123,MARY LANNING HEALTHCARE (280032),2015,Acute Care,Voluntary non-profit - Other,138.0,40.592416,-98.387474,NE,34.0,21430.0,172.0,13782.0,224.0,14245.0
2124,THE NEBRASKA METHODIST HOSPITAL (280040),2015,Acute Care,Voluntary non-profit - Private,369.0,41.259682,-96.041771,NE,199.0,21441.0,386.0,16650.0,458.0,14973.0
2125,CHI HEALTH BERGAN MERCY (280060),2015,Acute Care,Voluntary non-profit - Private,358.0,41.237904,-96.028717,NE,174.0,21851.0,331.0,16568.0,281.0,14938.0
2126,REGIONAL WEST MEDICAL CENTER (280061),2015,Acute Care,Voluntary non-profit - Private,164.0,41.885055,-103.665837,NE,78.0,20993.0,164.0,13472.0,270.0,13833.0
2127,GREAT PLAINS HEALTH (280065),2015,Acute Care,Voluntary non-profit - Private,105.0,41.120746,-100.770199,NE,96.0,23621.0,168.0,14757.0,264.0,12730.0
2128,FREMONT HEALTH MEDICAL CENTER (280077),2015,Acute Care,Government - Local,187.0,41.451464,-96.492473,NE,52.0,21573.0,167.0,15513.0,183.0,15197.0
2129,CHI HEALTH IMMANUEL (280081),2015,Acute Care,Voluntary non-profit - Private,308.0,41.321839,-96.023788,NE,77.0,20901.0,125.0,15455.0,192.0,16180.0
2130,CHI HEALTH MIDLANDS (280105),2015,Acute Care,Voluntary non-profit - Church,46.0,41.136866,-96.042825,NE,49.0,23907.0,88.0,16680.0,106.0,14439.0
2131,COLUMBUS COMMUNITY HOSPITAL (280111),2015,Acute Care,Voluntary non-profit - Other,51.0,41.453273,-97.3849,NE,,,114.0,13045.0,107.0,13136.0
2132,FAITH REGIONAL HEALTH SERVICES (280125),2015,Acute Care,Voluntary non-profit - Private,127.0,42.032526,-97.450942,NE,152.0,23597.0,189.0,19707.0,211.0,14183.0
2133,CHI HEALTH NEBRASKA HEART (280128),2015,Acute Care,Voluntary non-profit - Private,54.0,40.735476,-96.594607,NE,221.0,25528.0,210.0,18025.0,,
2134,CHI HEALTH LAKESIDE (280130),2015,Acute Care,Voluntary non-profit - Church,121.0,41.23904,-96.180532,NE,134.0,23000.0,202.0,16514.0,249.0,15948.0
2135,BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL (280132),2015,Acute Care,Proprietary,62.0,41.13639,-95.94586,NE,98.0,24789.0,126.0,17583.0,174.0,14437.0
2136,PAWNEE COUNTY MEMORIAL HOSPITAL (281302),2015,Critical Access,Government - Local,17.0,,,NE,,,,,27.0,12705.0
2137,THAYER COUNTY HEALTH SERVICES (281304),2015,Critical Access,Government - Local,19.0,40.160123,-97.593267,NE,,,26.0,15486.0,41.0,14616.0
2138,KEARNEY COUNTY HEALTH SERVICES HOSPITAL (281306),2015,Critical Access,Government - Local,35.0,40.495778,-98.943203,NE,,,,,27.0,14186.0
2139,SAUNDERS MEDICAL CENTER (281307),2015,Critical Access,Government - Local,76.0,41.191555,-96.635312,NE,,,,,53.0,14727.0
2140,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER (281314),2015,Critical Access,Government - Local,16.0,,,NE,,,,,26.0,14029.0
2141,BRODSTONE MEMORIAL HOSP (281315),2015,Critical Access,Voluntary non-profit - Private,25.0,,,NE,,,35.0,14175.0,50.0,14851.0
2142,WEBSTER COUNTY COMMUNITY HOSPITAL (281316),2015,Critical Access,Government - Local,14.0,,,NE,,,,,37.0,15392.0
2143,JEFFERSON COMMUNITY HEALTH CENTER (281319),2015,Critical Access,Voluntary non-profit - Private,60.0,,,NE,,,,,43.0,13157.0
2144,MEMORIAL HOSPITAL (281320),2015,Critical Access,Voluntary non-profit - Private,62.0,40.871812,-98.009531,NE,,,,,53.0,15505.0
2145,OAKLAND MERCY HOSPITAL (281321),2015,Critical Access,Voluntary non-profit - Private,17.0,41.834571,-96.459197,NE,,,,,37.0,13782.0
2146,ST FRANCIS MEMORIAL HOSPITAL (281322),2015,Critical Access,Voluntary non-profit - Private,25.0,41.842945,-96.706763,NE,,,60.0,15443.0,68.0,13017.0
2147,NEMAHA COUNTY HOSPITAL (281324),2015,Critical Access,Government - Local,17.0,40.392033,-95.85302,NE,,,,,62.0,15819.0
2148,BROWN COUNTY HOSPITAL (281325),2015,Critical Access,Government - Local,23.0,42.544934,-99.850045,NE,,,,,28.0,15660.0
2149,LITZENBERG MEMORIAL COUNTY HOSPITAL (281328),2015,Critical Access,Government - Local,47.0,41.10661,-98.002652,NE,,,,,94.0,12624.0
2150,AVERA ST ANTHONY'S HOSPITAL (281329),2015,Critical Access,Voluntary non-profit - Church,25.0,42.460338,-98.651118,NE,,,29.0,14386.0,128.0,14442.0
2151,AVERA CREIGHTON HOSPITAL (281331),2015,Critical Access,Voluntary non-profit - Private,66.0,,,NE,,,,,74.0,15531.0
2152,BUTLER COUNTY HEALTH CARE CENTER (281332),2015,Critical Access,Government - Local,20.0,41.246471,-97.123038,NE,,,39.0,13477.0,54.0,13569.0
2153,BOONE COUNTY HEALTH CENTER (281334),2015,Critical Access,Government - Local,25.0,,,NE,,,39.0,15607.0,163.0,15084.0
2154,CALLAWAY DISTRICT HOSPITAL (281335),2015,Critical Access,Government - Hospital District or Authority,12.0,,,NE,,,,,55.0,12093.0
2155,HOWARD COUNTY MEDICAL CENTER (281338),2015,Critical Access,Voluntary non-profit - Other,18.0,,,NE,,,27.0,16700.0,73.0,13581.0
2156,MEMORIAL HEALTH CARE SYSTEMS (281339),2015,Critical Access,Voluntary non-profit - Private,24.0,40.909217,-97.091916,NE,,,29.0,15608.0,88.0,15610.0
2157,DUNDY COUNTY HOSPITAL (281340),2015,Critical Access,Government - Local,14.0,,,NE,,,,,36.0,15674.0
2158,CHI HEALTH ST MARY'S (281342),2015,Critical Access,Voluntary non-profit - Church,18.0,40.658152,-95.862109,NE,,,,,59.0,16312.0
2159,PROVIDENCE MEDICAL CENTER (281345),2015,Critical Access,Voluntary non-profit - Private,23.0,42.241705,-97.008061,NE,,,26.0,14687.0,56.0,13348.0
2160,CHI HEALTH PLAINVIEW (281346),2015,Critical Access,Voluntary non-profit - Church,15.0,,,NE,,,,,29.0,17019.0
2161,OSMOND GENERAL HOSPITAL (281347),2015,Critical Access,Voluntary non-profit - Private,22.0,,,NE,,,,,32.0,15727.0
2162,TRI VALLEY HEALTH SYSTEM (281348),2015,Critical Access,Voluntary non-profit - Private,51.0,40.279904,-100.179667,NE,,,40.0,13588.0,105.0,14888.0
2163,PENDER COMMUNITY HOSPITAL (281349),2015,Critical Access,Government - Hospital District or Authority,21.0,,,NE,,,28.0,15447.0,94.0,14801.0
2164,JOHNSON COUNTY HOSPITAL (281350),2015,Critical Access,Government - Local,18.0,40.379192,-96.197342,NE,,,,,50.0,14855.0
2165,CRETE AREA MEDICAL CENTER (281354),2015,Critical Access,Voluntary non-profit - Private,24.0,,,NE,,,,,47.0,15247.0
2166,OGALLALA COMMUNITY HOSPITAL (281355),2015,Critical Access,Government - Hospital District or Authority,18.0,41.150177,-101.720447,NE,,,46.0,13692.0,38.0,12229.0
2167,MEMORIAL COMMUNITY HOSPITAL (281359),2015,Critical Access,Voluntary non-profit - Private,23.0,41.551152,-96.145519,NE,,,25.0,15373.0,61.0,17013.0
2168,LEXINGTON REGIONAL HEALTH CENTER (281361),2015,Critical Access,Government - Hospital District or Authority,25.0,,,NE,,,39.0,14030.0,77.0,15436.0
2169,PHELPS MEMORIAL HEALTH CENTER (281362),2015,Critical Access,Voluntary non-profit - Private,25.0,40.447655,-99.382005,NE,,,34.0,16330.0,135.0,15074.0
2170,COMMUNITY HOSPITAL (281363),2015,Critical Access,Voluntary non-profit - Other,25.0,,,NE,,,60.0,14912.0,85.0,15727.0
2171,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC (281364)",2015,Critical Access,Voluntary non-profit - Private,25.0,,,NE,,,48.0,15864.0,114.0,14911.0
2172,JENNIE M MELHAM MEMORIAL MEDICAL CENTER (281365),2015,Critical Access,Voluntary non-profit - Private,52.0,41.409054,-99.632262,NE,,,37.0,13888.0,145.0,12357.0
2173,RENOWN REGIONAL MEDICAL CENTER (290001),2015,Acute Care,Voluntary non-profit - Other,604.0,39.524747,-119.796721,NV,475.0,20646.0,461.0,16651.0,548.0,14560.0
2174,SUNRISE HOSPITAL AND MEDICAL CENTER (290003),2015,Acute Care,Proprietary,645.0,36.134586,-115.136883,NV,294.0,25412.0,353.0,20494.0,297.0,17611.0
2175,NORTH VISTA HOSPITAL (290005),2015,Acute Care,Voluntary non-profit - Private,178.0,36.195739,-115.122986,NV,39.0,24388.0,122.0,16247.0,89.0,16963.0
2176,BANNER CHURCHILL COMMUNITY HOSPITAL (290006),2015,Acute Care,Voluntary non-profit - Private,37.0,,,NV,,,60.0,14104.0,135.0,13203.0
2177,UNIVERSITY MEDICAL CENTER (290007),2015,Acute Care,Government - Local,502.0,36.158941,-115.165945,NV,52.0,24536.0,116.0,16046.0,114.0,15694.0
2178,NORTHEASTERN NEVADA REGIONAL HOSPITAL (290008),2015,Acute Care,Voluntary non-profit - Private,65.0,40.822508,-115.729026,NV,34.0,21771.0,76.0,13291.0,196.0,13349.0
2179,SAINT MARY'S REGIONAL MEDICAL CENTER (290009),2015,Acute Care,Voluntary non-profit - Private,282.0,39.531619,-119.818243,NV,188.0,20239.0,288.0,14535.0,269.0,14200.0
2180,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS (290012),2015,Acute Care,Voluntary non-profit - Church,86.0,36.038829,-114.983192,NV,60.0,25221.0,130.0,20016.0,136.0,17685.0
2181,CARSON TAHOE REGIONAL MEDICAL CENTER (290019),2015,Acute Care,Voluntary non-profit - Private,202.0,39.201899,-119.781729,NV,371.0,21109.0,385.0,15092.0,500.0,14426.0
2182,VALLEY HOSPITAL MEDICAL CENTER (290021),2015,Acute Care,Proprietary,286.0,36.163914,-115.165463,NV,160.0,24286.0,191.0,19009.0,195.0,18875.0
2183,DESERT SPRINGS HOSPITAL (290022),2015,Acute Care,Proprietary,271.0,36.114561,-115.125548,NV,209.0,26327.0,210.0,19782.0,204.0,18925.0
2184,NORTHERN NEVADA MEDICAL CENTER (290032),2015,Acute Care,Proprietary,113.0,39.542488,-119.697974,NV,69.0,22112.0,63.0,16373.0,103.0,13034.0
2185,MOUNTAINVIEW HOSPITAL (290039),2015,Acute Care,Proprietary,346.0,36.2156,-115.250795,NV,296.0,24655.0,492.0,21175.0,467.0,18036.0
2186,SUMMERLIN HOSPITAL MEDICAL CENTER (290041),2015,Acute Care,Proprietary,432.0,36.179638,-115.315776,NV,185.0,23378.0,325.0,18209.0,300.0,16730.0
2187,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS (290045),2015,Acute Care,Voluntary non-profit - Private,283.0,,,NV,224.0,23069.0,344.0,20684.0,317.0,18567.0
2188,SPRING VALLEY HOSPITAL MEDICAL CENTER (290046),2015,Acute Care,Proprietary,287.0,36.089714,-115.242882,NV,138.0,22644.0,156.0,18402.0,183.0,18033.0
2189,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER (290047),2015,Acute Care,Voluntary non-profit - Private,182.0,36.070256,-115.295512,NV,45.0,25709.0,103.0,20382.0,193.0,16870.0
2190,RENOWN SOUTH MEADOWS MEDICAL CENTER (290049),2015,Acute Care,Voluntary non-profit - Private,138.0,39.435894,-119.758393,NV,,,73.0,12894.0,152.0,12553.0
2191,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS (290053),2015,Acute Care,Voluntary non-profit - Church,140.0,36.055545,-115.271323,NV,68.0,25037.0,160.0,20369.0,178.0,16778.0
2192,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER (290054),2015,Acute Care,Proprietary,228.0,36.286014,-115.28773,NV,113.0,23587.0,135.0,16031.0,139.0,16604.0
2193,WILLIAM BEE RIRIE HOSPITAL (291302),2015,Critical Access,Government - Hospital District or Authority,25.0,39.256065,-114.860086,NV,,,27.0,12798.0,44.0,14771.0
2194,CARSON VALLEY MEDICAL CENTER (291306),2015,Critical Access,Voluntary non-profit - Private,23.0,,,NV,,,33.0,12957.0,99.0,12379.0
2195,MESA VIEW REGIONAL HOSPITAL (291307),2015,Critical Access,Voluntary non-profit - Private,25.0,36.808859,-114.114456,NV,,,34.0,13229.0,61.0,13097.0
2196,DESERT VIEW REGIONAL MEDICAL CENTER (291311),2015,Critical Access,Proprietary,25.0,36.214376,-116.023381,NV,28.0,23301.0,45.0,13964.0,67.0,12986.0
2197,CONCORD HOSPITAL (300001),2015,Acute Care,Voluntary non-profit - Private,212.0,43.196329,-71.562366,NH,300.0,24281.0,472.0,15643.0,502.0,13810.0
2198,MARY HITCHCOCK MEMORIAL HOSPITAL (300003),2015,Acute Care,Voluntary non-profit - Other,405.0,43.67797,-72.273746,NH,808.0,21481.0,431.0,16783.0,318.0,15376.0
2199,LAKES REGION GENERAL HOSPITAL (300005),2015,Acute Care,Voluntary non-profit - Private,94.0,43.528103,-71.460771,NH,61.0,20792.0,199.0,15159.0,195.0,15399.0
2200,ST JOSEPH HOSPITAL (300011),2015,Acute Care,Voluntary non-profit - Other,208.0,42.750441,-71.479886,NH,168.0,21876.0,351.0,15230.0,296.0,14386.0
2201,ELLIOT HOSPITAL (300012),2015,Acute Care,Voluntary non-profit - Private,243.0,42.982795,-71.435739,NH,182.0,23483.0,387.0,16145.0,418.0,15200.0
2202,FRISBIE MEMORIAL HOSPITAL (300014),2015,Acute Care,Voluntary non-profit - Private,77.0,43.298189,-70.961194,NH,40.0,19830.0,197.0,14409.0,249.0,12416.0
2203,PARKLAND MEDICAL CENTER (300017),2015,Acute Care,Proprietary,159.0,42.875825,-71.317578,NH,116.0,21728.0,226.0,15287.0,187.0,16263.0
2204,WENTWORTH-DOUGLASS HOSPITAL (300018),2015,Acute Care,Voluntary non-profit - Private,116.0,43.212442,-70.875139,NH,160.0,22362.0,323.0,14153.0,299.0,14426.0
2205,CHESHIRE MEDICAL CENTER (300019),2015,Acute Care,Voluntary non-profit - Private,124.0,42.949854,-72.290725,NH,70.0,20387.0,180.0,13911.0,260.0,13920.0
2206,SOUTHERN NH MEDICAL CENTER (300020),2015,Acute Care,Voluntary non-profit - Private,163.0,42.756061,-71.461229,NH,161.0,22430.0,305.0,15457.0,359.0,14690.0
2207,EXETER HOSPITAL INC (300023),2015,Acute Care,Voluntary non-profit - Private,98.0,42.983066,-70.934319,NH,190.0,23441.0,337.0,15557.0,269.0,15059.0
2208,PORTSMOUTH REGIONAL HOSPITAL (300029),2015,Acute Care,Proprietary,168.0,43.064093,-70.787774,NH,241.0,24940.0,290.0,16423.0,137.0,14033.0
2209,CATHOLIC MEDICAL CENTER (300034),2015,Acute Care,Voluntary non-profit - Private,246.0,42.991211,-71.47379,NH,442.0,21472.0,518.0,15775.0,464.0,14217.0
2210,UPPER CONNECTICUT VALLEY HOSPITAL (301300),2015,Critical Access,Voluntary non-profit - Private,16.0,44.904412,-71.481489,NH,,,29.0,14583.0,29.0,16317.0
2211,COTTAGE HOSPITAL (301301),2015,Critical Access,Voluntary non-profit - Private,30.0,44.136234,-72.022291,NH,,,,,75.0,14377.0
2212,LITTLETON REGIONAL HEALTHCARE (301302),2015,Critical Access,Voluntary non-profit - Private,25.0,44.316234,-71.825316,NH,,,54.0,14274.0,90.0,14898.0
2213,WEEKS MEDICAL CENTER (301303),2015,Critical Access,Voluntary non-profit - Private,27.0,44.48699,-71.554156,NH,59.0,23085.0,38.0,14837.0,76.0,14519.0
2214,NEW LONDON HOSPITAL (301304),2015,Critical Access,Voluntary non-profit - Private,59.0,43.420929,-72.001493,NH,,,71.0,15027.0,89.0,14337.0
2215,ALICE PECK DAY MEMORIAL HOSPITAL (301305),2015,Critical Access,Voluntary non-profit - Private,24.0,43.640293,-72.264366,NH,,,,,49.0,17311.0
2216,FRANKLIN REGIONAL HOSPITAL (301306),2015,Critical Access,Voluntary non-profit - Private,33.0,43.448071,-71.643684,NH,26.0,20220.0,50.0,17831.0,94.0,17387.0
2217,"MEMORIAL HOSPITAL, THE (301307)",2015,Critical Access,Voluntary non-profit - Private,56.0,44.060519,-71.13851,NH,51.0,21720.0,86.0,14364.0,154.0,14287.0
2218,VALLEY REGIONAL HOSPITAL (301308),2015,Critical Access,Voluntary non-profit - Private,25.0,43.385143,-72.342465,NH,,,58.0,16350.0,92.0,16253.0
2219,MONADNOCK COMMUNITY HOSPITAL (301309),2015,Critical Access,Voluntary non-profit - Private,25.0,42.893461,-71.937471,NH,40.0,21561.0,86.0,16558.0,161.0,13372.0
2220,ANDROSCOGGIN VALLEY HOSPITAL (301310),2015,Critical Access,Voluntary non-profit - Private,25.0,44.487099,-71.156548,NH,,,59.0,13684.0,95.0,16948.0
2221,SPEARE MEMORIAL HOSPITAL (301311),2015,Critical Access,Voluntary non-profit - Private,25.0,43.757886,-71.694837,NH,,,65.0,13872.0,126.0,12651.0
2222,HUGGINS HOSPITAL (301312),2015,Critical Access,Voluntary non-profit - Private,27.0,43.580944,-71.201575,NH,30.0,20597.0,71.0,15898.0,115.0,16556.0
2223,HACKENSACK UNIVERSITY MEDICAL CENTER (310001),2015,Acute Care,Voluntary non-profit - Private,710.0,40.884032,-74.057954,NJ,610.0,25041.0,,20052.0,827.0,16502.0
2224,NEWARK BETH ISRAEL MEDICAL CENTER (310002),2015,Acute Care,Voluntary non-profit - Private,486.0,40.710054,-74.213787,NJ,237.0,24572.0,522.0,18498.0,224.0,14755.0
2225,PALISADES MEDICAL CENTER (310003),2015,Acute Care,Voluntary non-profit - Private,192.0,40.794166,-73.995765,NJ,173.0,24433.0,369.0,17137.0,307.0,15471.0
2226,HUNTERDON MEDICAL CENTER (310005),2015,Acute Care,Voluntary non-profit - Private,184.0,40.532524,-74.86041,NJ,240.0,22577.0,299.0,15760.0,348.0,13849.0
2227,ST MARY'S GENERAL HOSPITAL (310006),2015,Acute Care,Proprietary,185.0,40.85828,-74.13721,NJ,89.0,25483.0,617.0,19324.0,364.0,16749.0
2228,HOLY NAME MEDICAL CENTER (310008),2015,Acute Care,Voluntary non-profit - Private,309.0,40.882377,-74.008629,NJ,331.0,23835.0,673.0,17115.0,588.0,15448.0
2229,CLARA MAASS MEDICAL CENTER (310009),2015,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,318.0,23650.0,652.0,18557.0,353.0,16597.0
2230,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO (310010),2015,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,192.0,22318.0,500.0,16148.0,388.0,15699.0
2231,CAPE REGIONAL MEDICAL CENTER INC (310011),2015,Acute Care,Voluntary non-profit - Private,157.0,,,NJ,143.0,24999.0,419.0,15863.0,371.0,13920.0
2232,VALLEY HOSPITAL (310012),2015,Acute Care,Voluntary non-profit - Private,387.0,40.983204,-74.101761,NJ,815.0,23915.0,,17913.0,,15066.0
2233,COOPER UNIVERSITY HOSPITAL (310014),2015,Acute Care,Voluntary non-profit - Private,545.0,39.940802,-75.115757,NJ,253.0,24570.0,364.0,17746.0,176.0,16600.0
2234,MORRISTOWN MEDICAL CENTER (310015),2015,Acute Care,Voluntary non-profit - Private,700.0,40.787896,-74.464855,NJ,815.0,24285.0,,18789.0,773.0,15160.0
2235,CAREPOINT HEALTH-CHRIST HOSPITAL (310016),2015,Acute Care,Voluntary non-profit - Church,186.0,40.734876,-74.050142,NJ,134.0,23300.0,305.0,16407.0,199.0,15908.0
2236,CHILTON MEDICAL CENTER (310017),2015,Acute Care,Voluntary non-profit - Private,207.0,40.959237,-74.308102,NJ,283.0,23444.0,525.0,15803.0,606.0,14772.0
2237,ST JOSEPH'S REGIONAL MEDICAL CENTER (310019),2015,Acute Care,Voluntary non-profit - Church,705.0,40.902456,-74.166751,NJ,423.0,24071.0,940.0,18399.0,478.0,14933.0
2238,ST FRANCIS MEDICAL CENTER (310021),2015,Acute Care,Voluntary non-profit - Private,157.0,40.217126,-74.742576,NJ,118.0,22372.0,162.0,16686.0,112.0,13865.0
2239,VIRTUA WEST JERSEY HOSPITALS BERLIN (310022),2015,Acute Care,Voluntary non-profit - Private,611.0,39.842327,-74.927892,NJ,629.0,21236.0,,15892.0,,14611.0
2240,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY (310024),2015,Acute Care,Voluntary non-profit - Private,144.0,40.612237,-74.291688,NJ,185.0,23893.0,494.0,18132.0,277.0,17091.0
2241,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER (310025),2015,Acute Care,Voluntary non-profit - Private,189.0,40.667531,-74.112371,NJ,274.0,22859.0,308.0,16538.0,178.0,14842.0
2242,TRINITAS REGIONAL MEDICAL CENTER (310027),2015,Acute Care,Voluntary non-profit - Private,442.0,40.65892,-74.214355,NJ,132.0,24477.0,357.0,16503.0,260.0,16410.0
2243,NEWTON MEDICAL CENTER (310028),2015,Acute Care,Voluntary non-profit - Private,1620.0,41.055649,-74.76494,NJ,156.0,25017.0,454.0,14897.0,388.0,14353.0
2244,OUR LADY OF LOURDES MEDICAL CENTER (310029),2015,Acute Care,Voluntary non-profit - Private,328.0,39.927033,-75.095704,NJ,424.0,22305.0,536.0,17163.0,265.0,14829.0
2245,DEBORAH HEART AND LUNG CENTER (310031),2015,Acute Care,Voluntary non-profit - Private,85.0,39.977274,-74.58621,NJ,178.0,24391.0,323.0,19553.0,77.0,14354.0
2246,INSPIRA MEDICAL CENTER VINELAND (310032),2015,Acute Care,Voluntary non-profit - Private,332.0,39.447444,-75.057329,NJ,259.0,24481.0,788.0,16511.0,488.0,15855.0
2247,RIVERVIEW MEDICAL CENTER (310034),2015,Acute Care,Proprietary,289.0,,,NJ,254.0,21702.0,460.0,15766.0,394.0,14360.0
2248,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL (310038),2015,Acute Care,Voluntary non-profit - Private,617.0,,,NJ,529.0,25280.0,,20039.0,726.0,15158.0
2249,RARITAN BAY MEDICAL CENTER (310039),2015,Acute Care,Voluntary non-profit - Private,292.0,40.518346,-74.28075,NJ,354.0,24909.0,603.0,17165.0,438.0,15847.0
2250,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER (310040),2015,Acute Care,Voluntary non-profit - Church,190.0,40.741213,-74.033559,NJ,55.0,21549.0,168.0,16126.0,176.0,16539.0
2251,COMMUNITY MEDICAL CENTER (310041),2015,Acute Care,Voluntary non-profit - Private,462.0,39.965083,-74.21449,NJ,839.0,23868.0,,17528.0,,15580.0
2252,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL (310044),2015,Acute Care,Voluntary non-profit - Private,179.0,,,NJ,102.0,24425.0,245.0,15950.0,247.0,15526.0
2253,ENGLEWOOD HOSPITAL AND MEDICAL CENTER (310045),2015,Acute Care,Voluntary non-profit - Private,302.0,40.902855,-73.967993,NJ,360.0,22599.0,656.0,17594.0,429.0,15142.0
2254,SHORE MEDICAL CENTER (310047),2015,Acute Care,Voluntary non-profit - Private,252.0,39.314673,-74.592772,NJ,154.0,21892.0,452.0,15246.0,257.0,13984.0
2255,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET (310048),2015,Acute Care,Voluntary non-profit - Private,279.0,40.568854,-74.595695,NJ,458.0,23836.0,790.0,17464.0,535.0,16630.0
2256,SAINT CLARE'S HOSPITAL (310050),2015,Acute Care,Proprietary,362.0,40.894376,-74.464479,NJ,320.0,24457.0,705.0,17195.0,497.0,14529.0
2257,OVERLOOK MEDICAL CENTER (310051),2015,Acute Care,Voluntary non-profit - Other,484.0,40.71241,-74.354023,NJ,416.0,22609.0,957.0,16672.0,844.0,15322.0
2258,OCEAN MEDICAL CENTER (310052),2015,Acute Care,Voluntary non-profit - Other,302.0,40.078327,-74.129748,NJ,375.0,24424.0,,17678.0,856.0,16251.0
2259,HACKENSACK-UMC MOUNTAINSIDE (310054),2015,Acute Care,Voluntary non-profit - Private,229.0,,,NJ,250.0,24778.0,483.0,17703.0,397.0,15597.0
