,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
2103,LINCOLN MEDICAL & MENTAL HEALTH CENTER (330080),2023,Acute Care,Government - Local,344.0,40.817681,-73.924072,NY,,,55.0,18428.0,,,49.0,19269.0
2104,ALICE HYDE MEDICAL CENTER (330084),2023,Acute Care,Voluntary non-profit - Other,198.0,44.856658,-74.29193,NY,,,60.0,17298.0,,,53.0,15732.0
2105,AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085),2023,Acute Care,Voluntary non-profit - Other,198.0,,,NY,,,92.0,18539.0,39.0,23811.0,108.0,17937.0
2106,MONTEFIORE MOUNT VERNON HOSPITAL (330086),2023,Acute Care,Voluntary non-profit - Private,94.0,40.912754,-73.840011,NY,,,25.0,19214.0,,,,
2107,ARNOT OGDEN MEDICAL CENTER (330090),2023,Acute Care,Voluntary non-profit - Private,256.0,42.099256,-76.826668,NY,147.0,25611.0,220.0,17279.0,121.0,19854.0,212.0,18434.0
2108,COLUMBIA MEMORIAL HOSPITAL (330094),2023,Acute Care,Voluntary non-profit - Private,194.0,42.246254,-73.776128,NY,,,120.0,17682.0,93.0,20390.0,108.0,18794.0
2109,JONES MEMORIAL HOSPITAL (330096),2023,Acute Care,Voluntary non-profit - Private,60.0,42.122878,-77.949784,NY,,,64.0,17784.0,,,103.0,17559.0
2110,NEW YORK-PRESBYTERIAN HOSPITAL (330101),2023,Acute Care,Voluntary non-profit - Private,2546.0,40.76415,-73.954335,NY,502.0,31498.0,1628.0,20857.0,454.0,20330.0,1483.0,21904.0
2111,KENMORE MERCY HOSPITAL (330102),2023,Acute Care,Voluntary non-profit - Church,344.0,42.9779,-78.878678,NY,34.0,25106.0,115.0,18363.0,66.0,21564.0,90.0,20038.0
2112,OLEAN GENERAL HOSPITAL (330103),2023,Acute Care,Proprietary,260.0,42.089448,-78.426977,NY,83.0,26535.0,224.0,16748.0,84.0,21097.0,357.0,20175.0
2113,NYACK HOSPITAL (330104),2023,Acute Care,Voluntary non-profit - Other,249.0,41.095251,-73.925253,NY,61.0,29623.0,180.0,20457.0,111.0,17930.0,586.0,22959.0
2114,NORTH SHORE UNIVERSITY HOSPITAL (330106),2023,Acute Care,Voluntary non-profit - Private,984.0,40.779269,-73.703029,NY,324.0,28020.0,1163.0,20910.0,941.0,20969.0,928.0,22594.0
2115,PECONIC BAY MEDICAL CENTER (330107),2023,Acute Care,Voluntary non-profit - Private,181.0,40.933577,-72.674317,NY,102.0,31730.0,372.0,21837.0,852.0,20490.0,345.0,22124.0
2116,BERTRAND CHAFFEE HOSPITAL (330111),2023,Acute Care,Voluntary non-profit - Private,103.0,42.508484,-78.659235,NY,,,26.0,17367.0,,,55.0,15967.0
2117,ONEIDA HEALTH HOSPITAL (330115),2023,Acute Care,Voluntary non-profit - Other,261.0,43.078755,-75.654264,NY,,,65.0,17842.0,,,94.0,17664.0
2118,LENOX HILL HOSPITAL (330119),2023,Acute Care,Voluntary non-profit - Private,457.0,40.773964,-73.960611,NY,89.0,28035.0,340.0,22395.0,292.0,21605.0,281.0,23100.0
2119,ROCHESTER GENERAL HOSPITAL (330125),2023,Acute Care,Voluntary non-profit - Private,517.0,43.192542,-77.584424,NY,149.0,26930.0,351.0,17375.0,125.0,20822.0,142.0,17837.0
2120,GARNET HEALTH MEDICAL CENTER (330126),2023,Acute Care,Voluntary non-profit - Private,382.0,41.439962,-74.369415,NY,293.0,27542.0,512.0,19452.0,217.0,23395.0,621.0,19722.0
2121,JACOBI MEDICAL CENTER (330127),2023,Acute Care,Government - Local,477.0,40.857455,-73.84721,NY,,,113.0,18109.0,,,123.0,22416.0
2122,ELMHURST HOSPITAL CENTER (330128),2023,Acute Care,Government - Local,528.0,40.74434,-73.88598,NY,53.0,24351.0,113.0,18067.0,,,68.0,20315.0
2123,BON SECOURS COMMUNITY HOSPITAL (330135),2023,Acute Care,Voluntary non-profit - Church,181.0,41.367766,-74.682593,NY,,,111.0,20530.0,,,81.0,20236.0
2124,BASSETT HEALTHCARE (330136),2023,Acute Care,Voluntary non-profit - Private,180.0,,,NY,175.0,25965.0,213.0,17735.0,113.0,22021.0,177.0,19619.0
2125,ST JOSEPH'S HOSPITAL HEALTH CENTER (330140),2023,Acute Care,Voluntary non-profit - Private,437.0,43.055589,-76.149176,NY,430.0,28889.0,573.0,19834.0,406.0,17534.0,538.0,18701.0
2126,LONG ISLAND COMMUNITY HOSPITAL (330141),2023,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,132.0,27769.0,304.0,21612.0,65.0,24558.0,623.0,23024.0
2127,ST JAMES MERCY HOSPITAL (330151),2023,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,,,38.0,17200.0,,,65.0,20802.0
2128,ELLIS HOSPITAL (330153),2023,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,208.0,25801.0,365.0,18774.0,52.0,21997.0,288.0,21366.0
2129,SAMARITAN MEDICAL CENTER (330157),2023,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,,,203.0,16662.0,92.0,19787.0,165.0,18948.0
2130,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2023,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,224.0,28926.0,440.0,21682.0,282.0,19207.0,525.0,24311.0
2131,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2023,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,200.0,27948.0,751.0,19995.0,112.0,20847.0,552.0,21139.0
2132,NORTHERN WESTCHESTER HOSPITAL (330162),2023,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,123.0,30299.0,231.0,18133.0,102.0,21734.0,179.0,20594.0
2133,EASTERN NIAGARA HOSPITAL - LOCKPORT DIVISION (330163),2023,Acute Care,Voluntary non-profit - Private,132.0,43.17638,-78.671075,NY,,,41.0,19639.0,,,40.0,20901.0
2134,HIGHLAND HOSPITAL (330164),2023,Acute Care,Voluntary non-profit - Private,243.0,43.135955,-77.607556,NY,,,247.0,15787.0,156.0,18915.0,181.0,17508.0
2135,MOUNT SINAI BETH ISRAEL (330169),2023,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,176.0,26078.0,500.0,19840.0,,,402.0,21782.0
2136,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER (330175),2023,Acute Care,Voluntary non-profit - Private,195.0,42.608997,-76.186117,NY,,,122.0,17627.0,,,151.0,17239.0
2137,"SAMARITAN HOSPITAL OF TROY, NEW YORK (330180)",2023,Acute Care,Voluntary non-profit - Private,248.0,42.733395,-73.671434,NY,129.0,26683.0,275.0,18192.0,,,226.0,19885.0
2138,NORTHWELL HOSPITAL GLEN COVE (330181),2023,Acute Care,Voluntary non-profit - Private,152.0,,,NY,48.0,28120.0,144.0,19827.0,,,140.0,21699.0
2139,ST FRANCIS HOSPITAL - THE HEART CENTER (330182),2023,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,407.0,31442.0,1372.0,21865.0,822.0,22124.0,689.0,19152.0
2140,MONTEFIORE NEW ROCHELLE HOSPITAL (330184),2023,Acute Care,Voluntary non-profit - Private,320.0,40.912968,-73.786997,NY,29.0,27161.0,153.0,19995.0,305.0,23522.0,178.0,22062.0
2141,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON (330185),2023,Acute Care,Voluntary non-profit - Private,248.0,40.938249,-73.052951,NY,103.0,27645.0,364.0,20093.0,127.0,20658.0,505.0,21655.0
2142,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER (330188),2023,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,,,91.0,18352.0,,,78.0,20101.0
2143,GLENS FALLS HOSPITAL (330191),2023,Acute Care,Voluntary non-profit - Private,392.0,43.308335,-73.644551,NY,119.0,23100.0,311.0,17614.0,,,287.0,18451.0
2144,FLUSHING HOSPITAL MEDICAL CENTER (330193),2023,Acute Care,Voluntary non-profit - Private,288.0,40.755636,-73.815645,NY,,,110.0,19682.0,,,233.0,24535.0
2145,MAIMONIDES MEDICAL CENTER (330194),2023,Acute Care,Voluntary non-profit - Private,711.0,40.63908,-73.998668,NY,358.0,25793.0,946.0,20533.0,125.0,22130.0,699.0,22556.0
2146,LONG ISLAND JEWISH MEDICAL CENTER (330195),2023,Acute Care,Voluntary non-profit - Private,1233.0,,,NY,191.0,29845.0,853.0,20922.0,360.0,22677.0,862.0,22039.0
2147,NYC HEALTH + HOSPITALS/CONEY ISLAND (330196),2023,Acute Care,Government - Local,354.0,40.58494,-73.966285,NY,65.0,29149.0,304.0,17790.0,,,348.0,21311.0
2148,CANTON-POTSDAM HOSPITAL (330197),2023,Acute Care,Voluntary non-profit - Private,94.0,44.676085,-74.981451,NY,34.0,26207.0,127.0,17953.0,33.0,23097.0,168.0,17560.0
2149,MOUNT SINAI SOUTH NASSAU (330198),2023,Acute Care,Voluntary non-profit - Private,385.0,,,NY,241.0,29186.0,568.0,20964.0,112.0,21940.0,943.0,22994.0
2150,METROPOLITAN HOSPITAL CENTER (330199),2023,Acute Care,Government - Local,342.0,40.78472,-73.943636,NY,,,25.0,18500.0,,,,
2151,KINGS COUNTY HOSPITAL CENTER (330202),2023,Acute Care,Government - Local,633.0,40.655773,-73.944039,NY,,,85.0,16556.0,,,72.0,20598.0
2152,CROUSE HOSPITAL (330203),2023,Acute Care,Voluntary non-profit - Private,498.0,43.041666,-76.137853,NY,120.0,24166.0,393.0,18051.0,220.0,19170.0,418.0,18682.0
2153,BELLEVUE HOSPITAL CENTER (330204),2023,Acute Care,Government - Local,904.0,40.740079,-73.97625,NY,54.0,26542.0,42.0,17576.0,,,42.0,19140.0
2154,ST ANTHONY COMMUNITY HOSPITAL (330205),2023,Acute Care,Voluntary non-profit - Church,64.0,41.261094,-74.356945,NY,29.0,30146.0,89.0,18824.0,68.0,19904.0,107.0,19569.0
2155,ST JOHN'S RIVERSIDE HOSPITAL (330208),2023,Acute Care,Voluntary non-profit - Private,346.0,40.96784,-73.885107,NY,37.0,28123.0,291.0,20728.0,104.0,23771.0,241.0,21550.0
2156,CLAXTON-HEPBURN MEDICAL CENTER (330211),2023,Acute Care,Voluntary non-profit - Private,110.0,44.692091,-75.499934,NY,,,61.0,17273.0,,,102.0,20720.0
2157,NYU Langone Hospitals (330214),2023,Acute Care,Voluntary non-profit - Private,1085.0,40.74226,-73.974661,NY,553.0,28277.0,2107.0,21594.0,1564.0,21710.0,1881.0,21100.0
2158,"ROME MEMORIAL HOSPITAL, INC (330215)",2023,Acute Care,Voluntary non-profit - Private,176.0,43.228954,-75.444248,NY,,,89.0,19039.0,,,94.0,20067.0
2159,OSWEGO HOSPITAL (330218),2023,Acute Care,Voluntary non-profit - Private,164.0,43.454141,-76.516001,NY,,,137.0,18687.0,,,147.0,20180.0
2160,ERIE COUNTY MEDICAL CENTER (330219),2023,Acute Care,Voluntary non-profit - Private,931.0,42.927236,-78.829151,NY,,,92.0,18429.0,133.0,20111.0,92.0,19520.0
2161,WYCKOFF HEIGHTS MEDICAL CENTER (330221),2023,Acute Care,Voluntary non-profit - Private,260.0,40.704699,-73.917648,NY,46.0,27765.0,74.0,17541.0,,,113.0,21577.0
2162,SARATOGA HOSPITAL (330222),2023,Acute Care,Voluntary non-profit - Private,189.0,43.084794,-73.796223,NY,71.0,25743.0,252.0,17790.0,216.0,18331.0,248.0,16831.0
2163,MASSENA HOSPITAL INC (330223),2023,Acute Care,Government - Local,42.0,44.936344,-74.907828,NY,,,51.0,17346.0,,,82.0,20561.0
2164,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS (330224),2023,Acute Care,Voluntary non-profit - Church,120.0,41.922453,-73.999335,NY,38.0,26693.0,172.0,20129.0,50.0,20627.0,156.0,20800.0
2165,UNITY HOSPITAL (330226),2023,Acute Care,Voluntary non-profit - Private,470.0,43.191544,-77.701464,NY,61.0,28220.0,237.0,17325.0,204.0,20163.0,169.0,18871.0
2166,"BROOKS-TLC HOSPITAL SYSTEM, INC (330229)",2023,Acute Care,Voluntary non-profit - Private,65.0,42.480106,-79.333617,NY,,,35.0,19918.0,36.0,21716.0,59.0,19484.0
2167,QUEENS HOSPITAL CENTER (330231),2023,Acute Care,Government - Local,262.0,40.71698,-73.803431,NY,,,83.0,19171.0,,,119.0,22019.0
2168,BROOKDALE HOSPITAL MEDICAL CENTER (330233),2023,Acute Care,Voluntary non-profit - Private,863.0,40.6545,-73.91275,NY,50.0,25493.0,146.0,16892.0,,,139.0,20292.0
2169,WESTCHESTER MEDICAL CENTER (330234),2023,Acute Care,Government - Hospital District or Authority,830.0,41.08768,-73.803897,NY,183.0,33627.0,236.0,21147.0,169.0,22193.0,255.0,22289.0
2170,AUBURN  COMMUNITY  HOSPITAL (330235),2023,Acute Care,Voluntary non-profit - Private,179.0,42.940761,-76.564607,NY,26.0,26561.0,196.0,16133.0,45.0,21427.0,216.0,17170.0
2171,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL (330236),2023,Acute Care,Voluntary non-profit - Private,586.0,40.668263,-73.979141,NY,106.0,32118.0,500.0,20484.0,118.0,23238.0,368.0,20891.0
2172,NICHOLAS H NOYES MEMORIAL HOSPITAL (330238),2023,Acute Care,Voluntary non-profit - Private,68.0,42.55213,-77.700356,NY,,,34.0,16337.0,45.0,18364.0,110.0,15822.0
2173,UPMC CHAUTAUQUA AT WCA (330239),2023,Acute Care,Voluntary non-profit - Private,217.0,42.091237,-79.23295,NY,43.0,26090.0,159.0,18258.0,82.0,21922.0,169.0,18802.0
2174,HARLEM HOSPITAL CENTER (330240),2023,Acute Care,Government - Local,280.0,40.814482,-73.940495,NY,,,40.0,19381.0,,,67.0,24699.0
2175,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER (330241),2023,Acute Care,Government - State,734.0,43.042677,-76.139323,NY,117.0,27596.0,354.0,18448.0,195.0,19117.0,303.0,19695.0
2176,ST ELIZABETH MEDICAL CENTER (330245),2023,Acute Care,Voluntary non-profit - Private,201.0,43.083646,-75.267158,NY,264.0,26277.0,398.0,19399.0,127.0,17761.0,271.0,18868.0
2177,ST CHARLES HOSPITAL (330246),2023,Acute Care,Voluntary non-profit - Church,239.0,40.947392,-73.059832,NY,,,125.0,19937.0,288.0,23408.0,119.0,20290.0
2178,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR (330250),2023,Acute Care,Voluntary non-profit - Private,375.0,44.700122,-73.466647,NY,227.0,26570.0,375.0,17687.0,64.0,21241.0,273.0,17778.0
2179,MERCY MEDICAL CENTER (330259),2023,Acute Care,Voluntary non-profit - Private,375.0,40.688191,-73.633236,NY,55.0,29707.0,184.0,21758.0,29.0,24304.0,213.0,24018.0
2180,PHELPS MEMORIAL HOSPITAL CENTER (330261),2023,Acute Care,Voluntary non-profit - Other,205.0,41.107555,-73.859639,NY,31.0,29175.0,200.0,20370.0,241.0,21403.0,202.0,22221.0
2181,ST LUKE'S CORNWALL HOSPITAL (330264),2023,Acute Care,Voluntary non-profit - Other,192.0,41.503744,-74.015176,NY,128.0,28362.0,337.0,19375.0,101.0,19844.0,287.0,20268.0
2182,CLIFTON SPRINGS HOSPITAL AND CLINIC (330265),2023,Acute Care,Voluntary non-profit - Private,208.0,42.960473,-77.139252,NY,,,39.0,18266.0,,,34.0,19907.0
2183,HUDSON VALLEY HOSPITAL CENTER (330267),2023,Acute Care,Voluntary non-profit - Private,127.0,41.291457,-73.893601,NY,56.0,28080.0,320.0,18987.0,179.0,21049.0,281.0,20388.0
2184,HOSPITAL FOR SPECIAL SURGERY (330270),2023,Acute Care,Voluntary non-profit - Private,202.0,40.764866,-73.953128,NY,,,,,4874.0,19587.0,,
2185,PUTNAM HOSPITAL CENTER (330273),2023,Acute Care,Voluntary non-profit - Private,144.0,41.384844,-73.664475,NY,25.0,28257.0,213.0,19083.0,134.0,21339.0,168.0,21566.0
2186,NATHAN LITTAUER HOSPITAL (330276),2023,Acute Care,Voluntary non-profit - Private,149.0,43.068029,-74.330817,NY,,,38.0,17312.0,,,79.0,19240.0
2187,CORNING HOSPITAL (330277),2023,Acute Care,Voluntary non-profit - Private,72.0,42.136107,-76.969841,NY,,,154.0,17561.0,70.0,21359.0,147.0,17470.0
2188,MERCY HOSPITAL OF BUFFALO (330279),2023,Acute Care,Voluntary non-profit - Private,470.0,42.847875,-78.811876,NY,214.0,28095.0,233.0,17805.0,,,199.0,18178.0
2189,STRONG MEMORIAL HOSPITAL (330285),2023,Acute Care,Voluntary non-profit - Private,822.0,43.124394,-77.623692,NY,191.0,25306.0,362.0,17650.0,,,171.0,19831.0
2190,GOOD SAMARITAN HOSPITAL MEDICAL CENTER (330286),2023,Acute Care,Voluntary non-profit - Church,437.0,40.696807,-73.286321,NY,285.0,30407.0,596.0,22168.0,123.0,21914.0,538.0,21831.0
2191,WHITE PLAINS HOSPITAL CENTER (330304),2023,Acute Care,Voluntary non-profit - Private,292.0,,,NY,197.0,28551.0,434.0,20349.0,227.0,22554.0,874.0,21408.0
2192,CAYUGA MEDICAL CENTER AT ITHACA (330307),2023,Acute Care,Voluntary non-profit - Private,174.0,42.467096,-76.538808,NY,79.0,24269.0,127.0,19520.0,133.0,20252.0,161.0,19419.0
2193,PLAINVIEW HOSPITAL (330331),2023,Acute Care,Voluntary non-profit - Private,169.0,40.774456,-73.478063,NY,53.0,26960.0,372.0,21396.0,125.0,23575.0,401.0,22330.0
2194,CHSLI ST JOSEPH HOSPITAL (330332),2023,Acute Care,Voluntary non-profit - Private,201.0,40.725795,-73.478755,NY,56.0,28875.0,354.0,20897.0,30.0,21601.0,279.0,22159.0
2195,SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN (330350),2023,Acute Care,Government - State,450.0,40.654457,-73.94516,NY,47.0,27520.0,95.0,20191.0,27.0,27681.0,38.0,22235.0
2196,GARNET HEALTH  MEDICAL CENTER CATSKILLS - (CSK) (330386),2023,Acute Care,Voluntary non-profit - Private,167.0,41.70642,-74.736752,NY,40.0,31703.0,97.0,18814.0,,,164.0,20154.0
2197,SUNY/STONY BROOK UNIVERSITY HOSPITAL (330393),2023,Acute Care,Government - State,662.0,,,NY,443.0,27675.0,1024.0,20092.0,702.0,21420.0,1050.0,20794.0
2198,"UNITED HEALTH SERVICES HOSPITALS, INC (330394)",2023,Acute Care,Voluntary non-profit - Private,485.0,42.088097,-75.914166,NY,236.0,23846.0,352.0,16691.0,83.0,21168.0,393.0,19121.0
2199,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE (330395),2023,Acute Care,Voluntary non-profit - Private,268.0,40.598675,-73.75268,NY,,,58.0,18787.0,,,235.0,24503.0
2200,WOODHULL MEDICAL & MENTAL HEALTH CENTER (330396),2023,Acute Care,Government - Local,371.0,40.700512,-73.941557,NY,,,48.0,18001.0,,,30.0,21418.0
2201,ST BARNABAS HOSPITAL (330399),2023,Acute Care,Voluntary non-profit - Private,445.0,40.85277,-73.892168,NY,,,49.0,17463.0,,,49.0,20336.0
2202,ST CATHERINE OF SIENA HOSPITAL (330401),2023,Acute Care,Voluntary non-profit - Private,548.0,40.867592,-73.220142,NY,105.0,27915.0,363.0,19124.0,46.0,22510.0,283.0,20945.0
2203,ELLENVILLE REGIONAL HOSPITAL (331310),2023,Critical Access,Voluntary non-profit - Private,18.0,41.732351,-74.380624,NY,,,,,,,25.0,21789.0
2204,LITTLE FALLS HOSPITAL (331311),2023,Critical Access,Voluntary non-profit - Private,25.0,43.043946,-74.847733,NY,,,,,,,70.0,19672.0
2205,"COMMUNITY MEMORIAL HOSPITAL, INC (331316)",2023,Critical Access,Voluntary non-profit - Private,25.0,42.813906,-75.541908,NY,,,33.0,18658.0,176.0,20097.0,46.0,19681.0
2206,COBLESKILL REGIONAL HOSPITAL (331320),2023,Critical Access,Voluntary non-profit - Private,25.0,42.686224,-74.482987,NY,,,34.0,17262.0,,,45.0,18325.0
2207,CAROLINAS MEDICAL CENTER-NORTHEAST (340001),2023,Acute Care,Government - Hospital District or Authority,457.0,35.434313,-80.603088,NC,224.0,27864.0,513.0,16767.0,128.0,19745.0,607.0,17669.0
2208,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE (340002),2023,Acute Care,Voluntary non-profit - Private,753.0,35.577942,-82.54837,NC,747.0,26002.0,997.0,19752.0,508.0,21252.0,683.0,20567.0
2209,NORTHERN REGIONAL HOSPITAL (340003),2023,Acute Care,Government - Hospital District or Authority,133.0,36.488418,-80.611181,NC,,,155.0,16232.0,28.0,20589.0,172.0,17060.0
2210,HIGH POINT REGIONAL HEALTH SYSTEM (340004),2023,Acute Care,Voluntary non-profit - Private,317.0,35.962486,-80.012027,NC,123.0,25489.0,281.0,17345.0,47.0,21304.0,155.0,18351.0
2211,SCOTLAND MEMORIAL HOSPITAL (340008),2023,Acute Care,Voluntary non-profit - Private,125.0,34.7517,-79.47042,NC,37.0,26083.0,175.0,15830.0,87.0,18999.0,139.0,17863.0
2212,WAYNE MEMORIAL HOSPITAL (340010),2023,Acute Care,Voluntary non-profit - Private,258.0,35.400831,-77.953342,NC,122.0,25550.0,318.0,18619.0,55.0,20573.0,307.0,18695.0
2213,RUTHERFORD REGIONAL MEDICAL CENTER (340013),2023,Acute Care,Proprietary,137.0,35.363396,-81.964842,NC,29.0,28504.0,70.0,17816.0,94.0,21450.0,91.0,20551.0
2214,NOVANT HEALTH FORSYTH MEDICAL CENTER (340014),2023,Acute Care,Voluntary non-profit - Private,890.0,36.073942,-80.298565,NC,331.0,27620.0,623.0,18316.0,749.0,17914.0,844.0,19379.0
2215,NOVANT HEALTH ROWAN MEDICAL CENTER (340015),2023,Acute Care,Voluntary non-profit - Private,208.0,35.681766,-80.471456,NC,80.0,24729.0,176.0,18075.0,110.0,21514.0,208.0,20637.0
2216,HARRIS REGIONAL HOSPITAL (340016),2023,Acute Care,Voluntary non-profit - Private,83.0,35.383923,-83.20279,NC,,,65.0,20294.0,120.0,22731.0,148.0,21825.0
2217,MARGARET R PARDEE MEMORIAL HOSPITAL (340017),2023,Acute Care,Government - Local,188.0,35.320814,-82.468153,NC,127.0,26364.0,197.0,19109.0,468.0,19693.0,183.0,19891.0
2218,CENTRAL CAROLINA HOSPITAL (340020),2023,Acute Care,Voluntary non-profit - Private,127.0,35.469093,-79.1888,NC,32.0,28091.0,144.0,17007.0,,,92.0,18525.0
2219,ATRIUM HEALTH CLEVELAND (340021),2023,Acute Care,Government - Hospital District or Authority,301.0,35.301837,-81.535343,NC,58.0,27777.0,346.0,17065.0,79.0,19987.0,354.0,18700.0
2220,ADVENTHEALTH HENDERSONVILLE (340023),2023,Acute Care,Voluntary non-profit - Private,98.0,35.391907,-82.488056,NC,,,91.0,18373.0,93.0,20086.0,145.0,20105.0
2221,SAMPSON REGIONAL MEDICAL CENTER (340024),2023,Acute Care,Government - Local,78.0,35.007783,-78.323635,NC,,,87.0,18931.0,,,132.0,19383.0
2222,UNC LENOIR HEALTH CARE (340027),2023,Acute Care,Voluntary non-profit - Private,180.0,35.290955,-77.581407,NC,75.0,25362.0,321.0,18284.0,,,221.0,20213.0
2223,CAPE FEAR VALLEY MEDICAL CENTER (340028),2023,Acute Care,Voluntary non-profit - Private,617.0,35.032412,-78.931096,NC,293.0,26253.0,651.0,16733.0,93.0,24300.0,626.0,19318.0
2224,DUKE UNIVERSITY HOSPITAL (340030),2023,Acute Care,Proprietary,924.0,,,NC,283.0,27626.0,635.0,18820.0,376.0,18995.0,353.0,18902.0
2225,CAROMONT REGIONAL MEDICAL CENTER (340032),2023,Acute Care,Government - Local,377.0,35.274593,-81.143023,NC,223.0,26730.0,595.0,17565.0,186.0,17113.0,454.0,20276.0
2226,IREDELL MEMORIAL HOSPITAL INC (340039),2023,Acute Care,Voluntary non-profit - Private,204.0,35.79986,-80.876817,NC,50.0,25780.0,177.0,17309.0,151.0,22562.0,312.0,19152.0
2227,ECU HEALTH MEDICAL CENTER (340040),2023,Acute Care,Voluntary non-profit - Private,933.0,35.60581,-77.400952,NC,780.0,26048.0,1040.0,17938.0,283.0,20125.0,482.0,18907.0
2228,CALDWELL MEMORIAL HOSPITAL (340041),2023,Acute Care,Voluntary non-profit - Other,114.0,35.910633,-81.536239,NC,36.0,27585.0,80.0,17019.0,75.0,21879.0,103.0,19764.0
2229,ONSLOW MEMORIAL HOSPITAL (340042),2023,Acute Care,Government - Hospital District or Authority,162.0,34.762285,-77.382571,NC,28.0,24700.0,156.0,15772.0,,,218.0,19717.0
2230,NORTH CAROLINA BAPTIST HOSPITAL (340047),2023,Acute Care,Voluntary non-profit - Private,863.0,,,NC,258.0,27250.0,432.0,17401.0,62.0,21870.0,220.0,18600.0
2231,NORTH CAROLINA SPECIALTY HOSPITAL (340049),2023,Acute Care,Proprietary,18.0,36.042865,-78.897548,NC,,,,,256.0,17536.0,,
2232,SOUTHEASTERN REGIONAL MEDICAL CENTER (340050),2023,Acute Care,Voluntary non-profit - Private,380.0,34.636452,-79.010553,NC,98.0,28151.0,267.0,16908.0,,,234.0,17802.0
2233,WATAUGA MEDICAL CENTER (340051),2023,Acute Care,Government - Local,94.0,36.198753,-81.652423,NC,90.0,26013.0,116.0,18170.0,92.0,22191.0,76.0,22607.0
2234,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER (340053),2023,Acute Care,Voluntary non-profit - Private,622.0,35.212879,-80.825614,NC,149.0,28511.0,308.0,18177.0,642.0,18864.0,194.0,19114.0
2235,UNC ROCKINGHAM (340060),2023,Acute Care,Voluntary non-profit - Private,229.0,36.49321,-79.740112,NC,,,60.0,17811.0,,,65.0,17424.0
2236,UNIVERSITY OF NORTH CAROLINA HOSPITAL (340061),2023,Acute Care,Government - State,876.0,35.903551,-79.051894,NC,153.0,26172.0,348.0,16622.0,178.0,21950.0,255.0,18573.0
2237,WILKES REGIONAL MEDICAL CENTER (340064),2023,Acute Care,Government - Local,103.0,36.158465,-81.157013,NC,,,75.0,17865.0,,,56.0,20842.0
2238,COLUMBUS REGIONAL HEALTHCARE SYSTEM (340068),2023,Acute Care,Voluntary non-profit - Other,154.0,34.338657,-78.693644,NC,,,136.0,18669.0,,,125.0,19245.0
