,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
2425,MEDINA MEMORIAL HOSPITAL (331319),2016,Critical Access,Voluntary non-profit - Private,61.0,43.223707,-78.397073,NY,36.0,21383.0,72.0,14376.0,73.0,12737.0
2426,CAROLINAS HEALTHCARE SYSTEM NORTHEAST (340001),2016,Acute Care,Government - Hospital District or Authority,457.0,35.434313,-80.603088,NC,429.0,21380.0,844.0,15233.0,736.0,14935.0
2427,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE (340002),2016,Acute Care,Voluntary non-profit - Private,753.0,35.577942,-82.54837,NC,,21671.0,,15964.0,,15472.0
2428,NORTHERN HOSPITAL OF SURRY COUNTY (340003),2016,Acute Care,Government - Hospital District or Authority,133.0,36.488418,-80.611181,NC,,,117.0,15064.0,211.0,13523.0
2429,HIGH POINT REGIONAL HOSPITAL (340004),2016,Acute Care,Voluntary non-profit - Private,317.0,35.962486,-80.012027,NC,224.0,21267.0,539.0,15844.0,457.0,14649.0
2430,SCOTLAND MEMORIAL HOSPITAL (340008),2016,Acute Care,Voluntary non-profit - Private,125.0,34.7517,-79.47042,NC,112.0,22272.0,355.0,13694.0,201.0,13615.0
2431,WAYNE MEMORIAL HOSPITAL (340010),2016,Acute Care,Voluntary non-profit - Private,258.0,35.400831,-77.953342,NC,114.0,21299.0,437.0,15191.0,362.0,14002.0
2432,RUTHERFORD REGIONAL MEDICAL CENTER (340013),2016,Acute Care,Proprietary,137.0,35.363396,-81.964842,NC,52.0,22233.0,235.0,13826.0,283.0,14322.0
2433,NOVANT HEALTH FORSYTH MEDICAL CENTER (340014),2016,Acute Care,Voluntary non-profit - Private,890.0,36.073942,-80.298565,NC,471.0,21065.0,816.0,15506.0,893.0,14161.0
2434,NOVANT HEALTH ROWAN MEDICAL CENTER (340015),2016,Acute Care,Voluntary non-profit - Private,208.0,35.681766,-80.471456,NC,217.0,20162.0,261.0,15027.0,442.0,15269.0
2435,HARRIS REGIONAL HOSPITAL (340016),2016,Acute Care,Voluntary non-profit - Private,83.0,35.383923,-83.20279,NC,,,156.0,15579.0,141.0,13305.0
2436,MARGARET R PARDEE MEMORIAL HOSPITAL (340017),2016,Acute Care,Government - Local,188.0,35.320814,-82.468153,NC,136.0,24120.0,356.0,16316.0,353.0,14420.0
2437,CENTRAL CAROLINA HOSPITAL (340020),2016,Acute Care,Voluntary non-profit - Private,127.0,35.469093,-79.1888,NC,60.0,23166.0,279.0,14594.0,285.0,13477.0
2438,CAROLINAS HEALTHCARE SYSTEM CLEVELAND (340021),2016,Acute Care,Government - Hospital District or Authority,301.0,35.301837,-81.535343,NC,127.0,22601.0,429.0,16446.0,390.0,14961.0
2439,PARK RIDGE HEALTH (340023),2016,Acute Care,Voluntary non-profit - Private,98.0,35.391907,-82.488056,NC,37.0,22668.0,145.0,16131.0,118.0,16172.0
2440,SAMPSON REGIONAL MEDICAL CENTER (340024),2016,Acute Care,Government - Local,78.0,35.007783,-78.323635,NC,34.0,21592.0,215.0,14993.0,196.0,14233.0
2441,LENOIR MEMORIAL HOSPITAL (340027),2016,Acute Care,Voluntary non-profit - Private,180.0,35.290955,-77.581407,NC,203.0,20738.0,453.0,14652.0,317.0,14178.0
2442,CAPE FEAR VALLEY MEDICAL CENTER (340028),2016,Acute Care,Voluntary non-profit - Private,617.0,35.032412,-78.931096,NC,675.0,21577.0,959.0,14319.0,658.0,13883.0
2443,DUKE UNIVERSITY HOSPITAL (340030),2016,Acute Care,Proprietary,924.0,,,NC,519.0,21315.0,807.0,15565.0,246.0,14545.0
2444,CAROMONT REGIONAL MEDICAL CENTER (340032),2016,Acute Care,Government - Local,377.0,35.274593,-81.143023,NC,394.0,22527.0,736.0,15748.0,764.0,15876.0
2445,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN (340037),2016,Acute Care,Government - Local,67.0,35.240871,-81.356017,NC,,,79.0,16122.0,89.0,14842.0
2446,IREDELL MEMORIAL HOSPITAL INC (340039),2016,Acute Care,Voluntary non-profit - Private,204.0,35.79986,-80.876817,NC,132.0,21884.0,340.0,15265.0,494.0,14853.0
2447,VIDANT MEDICAL CENTER (340040),2016,Acute Care,Voluntary non-profit - Private,933.0,35.60581,-77.400952,NC,,23001.0,,15858.0,609.0,14437.0
2448,CALDWELL MEMORIAL HOSPITAL (340041),2016,Acute Care,Voluntary non-profit - Other,114.0,35.910633,-81.536239,NC,50.0,21414.0,98.0,16363.0,289.0,14879.0
2449,ONSLOW MEMORIAL HOSPITAL (340042),2016,Acute Care,Government - Hospital District or Authority,162.0,34.762285,-77.382571,NC,72.0,23268.0,272.0,15009.0,374.0,14898.0
2450,NORTH CAROLINA BAPTIST HOSPITAL (340047),2016,Acute Care,Voluntary non-profit - Private,863.0,,,NC,489.0,20968.0,547.0,15952.0,399.0,13719.0
2451,SOUTHEASTERN REGIONAL MEDICAL CENTER (340050),2016,Acute Care,Voluntary non-profit - Private,380.0,34.636452,-79.010553,NC,297.0,21421.0,611.0,13755.0,526.0,14026.0
2452,WATAUGA MEDICAL CENTER (340051),2016,Acute Care,Government - Local,94.0,36.198753,-81.652423,NC,139.0,20590.0,184.0,15974.0,280.0,14778.0
2453,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER (340053),2016,Acute Care,Voluntary non-profit - Private,622.0,35.212879,-80.825614,NC,288.0,22323.0,589.0,15586.0,418.0,14892.0
2454,MOREHEAD MEMORIAL HOSPITAL (340060),2016,Acute Care,Voluntary non-profit - Private,229.0,36.49321,-79.740112,NC,68.0,21366.0,245.0,14914.0,269.0,13804.0
2455,UNIVERSITY OF NORTH CAROLINA HOSPITAL (340061),2016,Acute Care,Government - State,876.0,35.903551,-79.051894,NC,275.0,22248.0,463.0,16594.0,216.0,14771.0
2456,WILKES REGIONAL MEDICAL CENTER (340064),2016,Acute Care,Government - Local,103.0,36.158465,-81.157013,NC,,,148.0,16485.0,273.0,17429.0
2457,COLUMBUS REGIONAL HEALTHCARE SYSTEM (340068),2016,Acute Care,Voluntary non-profit - Other,154.0,34.338657,-78.693644,NC,58.0,21712.0,213.0,15305.0,196.0,14403.0
2458,"WAKEMED, RALEIGH CAMPUS (340069)",2016,Acute Care,Voluntary non-profit - Private,682.0,35.786139,-78.589067,NC,,21808.0,,15766.0,496.0,14000.0
2459,ALAMANCE REGIONAL MEDICAL CENTER (340070),2016,Acute Care,Voluntary non-profit - Private,216.0,36.063749,-79.502528,NC,177.0,21539.0,382.0,16500.0,267.0,15374.0
2460,BETSY JOHNSON REGIONAL  HOSPITAL (340071),2016,Acute Care,Voluntary non-profit - Private,134.0,35.306555,-78.633088,NC,43.0,23297.0,370.0,15723.0,346.0,12829.0
2461,DUKE HEALTH RALEIGH HOSPITAL (340073),2016,Acute Care,Voluntary non-profit - Private,162.0,35.828998,-78.619549,NC,79.0,21893.0,178.0,15962.0,234.0,14164.0
2462,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE (340075),2016,Acute Care,Proprietary,157.0,35.723793,-81.658223,NC,103.0,21815.0,220.0,15027.0,383.0,15107.0
2463,CAROLINAS HEALTH CARE SYSTEM ANSON (340084),2016,Acute Care,Government - Hospital District or Authority,48.0,34.978532,-80.109679,NC,,,25.0,15555.0,35.0,16936.0
2464,NOVANT HEALTH THOMASVILLE MEDICAL CENTER (340085),2016,Acute Care,Voluntary non-profit - Private,128.0,35.882029,-80.11138,NC,,,84.0,16063.0,103.0,16134.0
2465,THE MCDOWELL HOSPITAL (340087),2016,Acute Care,Voluntary non-profit - Private,44.0,35.665187,-82.021772,NC,,,123.0,15365.0,199.0,15086.0
2466,JOHNSTON HEALTH (340090),2016,Acute Care,Government - Hospital District or Authority,201.0,35.513161,-78.333659,NC,127.0,22936.0,458.0,15434.0,330.0,14790.0
2467,"MOSES H CONE MEMORIAL HOSPITAL, THE (340091)",2016,Acute Care,Voluntary non-profit - Private,882.0,36.090652,-79.788815,NC,623.0,19549.0,,15079.0,,14343.0
2468,LEXINGTON MEMORIAL HOSPITAL INC (340096),2016,Acute Care,Voluntary non-profit - Private,77.0,35.802754,-80.287224,NC,25.0,21776.0,78.0,14828.0,120.0,14300.0
2469,HUGH CHATHAM MEMORIAL HOSPITAL (340097),2016,Acute Care,Voluntary non-profit - Private,116.0,36.266391,-80.835793,NC,57.0,22494.0,191.0,15107.0,258.0,15017.0
2470,CAROLINAS HEALTHCARE SYSTEM PINEVILLE (340098),2016,Acute Care,Government - Hospital District or Authority,291.0,35.09135,-80.869529,NC,305.0,19493.0,547.0,14877.0,566.0,15416.0
2471,VIDANT ROANOKE CHOWAN HOSPITAL (340099),2016,Acute Care,Voluntary non-profit - Private,103.0,36.285149,-76.993924,NC,43.0,21240.0,211.0,15326.0,149.0,14517.0
2472,SANDHILLS REGIONAL MEDICAL CENTER (340106),2016,Acute Care,Proprietary,64.0,,,NC,27.0,22730.0,105.0,13672.0,68.0,13365.0
2473,VIDANT EDGECOMBE HOSPITAL (340107),2016,Acute Care,Government - Local,116.0,35.921885,-77.556994,NC,44.0,21745.0,342.0,15409.0,160.0,15463.0
2474,SENTARA ALBEMARLE MEDICAL CENTER (340109),2016,Acute Care,Government - Hospital District or Authority,122.0,36.32153,-76.22002,NC,194.0,21122.0,360.0,16692.0,237.0,15244.0
2475,CAROLINAS MEDICAL CENTER/BEHAV HEALTH (340113),2016,Acute Care,Government - Hospital District or Authority,1148.0,35.204983,-80.839845,NC,483.0,22556.0,723.0,15140.0,490.0,14484.0
2476,REX HOSPITAL (340114),2016,Acute Care,Government - State,560.0,35.815458,-78.705032,NC,748.0,20430.0,961.0,15070.0,488.0,14325.0
2477,FIRSTHEALTH MOORE REGIONAL HOSPITAL (340115),2016,Acute Care,Voluntary non-profit - Private,456.0,35.206599,-79.458109,NC,632.0,19818.0,,15019.0,798.0,12976.0
2478,FRYE REGIONAL MEDICAL CENTER (340116),2016,Acute Care,Proprietary,355.0,35.737175,-81.337778,NC,362.0,21087.0,284.0,14784.0,508.0,13955.0
2479,CAROLINAS HEALTHCARE SYSTEM STANLY (340119),2016,Acute Care,Voluntary non-profit - Private,111.0,35.362606,-80.194398,NC,122.0,23437.0,338.0,15104.0,228.0,14752.0
2480,VIDANT DUPLIN  HOSPITAL (340120),2016,Acute Care,Government - Local,70.0,34.964769,-77.960479,NC,35.0,22203.0,139.0,13748.0,82.0,13561.0
2481,RANDOLPH HOSPITAL (340123),2016,Acute Care,Voluntary non-profit - Private,145.0,35.711958,-79.814825,NC,51.0,23099.0,194.0,16462.0,335.0,16662.0
2482,WILSON MEDICAL CENTER (340126),2016,Acute Care,Voluntary non-profit - Private,269.0,35.720524,-77.944047,NC,166.0,21851.0,445.0,15403.0,423.0,16051.0
2483,GRANVILLE HEALTH SYSTEMS (340127),2016,Acute Care,Government - Local,122.0,36.326338,-78.594407,NC,28.0,21564.0,118.0,14631.0,120.0,13125.0
2484,LAKE NORMAN REGIONAL MEDICAL CENTER (340129),2016,Acute Care,Proprietary,938.0,35.547748,-80.852939,NC,76.0,19589.0,195.0,15105.0,164.0,16155.0
2485,CAROLINAS HEALTHCARE SYSTEM UNION (340130),2016,Acute Care,Government - Hospital District or Authority,230.0,34.975111,-80.522853,NC,90.0,21920.0,470.0,15355.0,373.0,14806.0
2486,CAROLINA EAST MEDICAL CENTER (340131),2016,Acute Care,Government - Hospital District or Authority,304.0,35.111893,-77.066216,NC,501.0,22373.0,596.0,14899.0,501.0,13603.0
2487,MARIA PARHAM MEDICAL CENTER (340132),2016,Acute Care,Proprietary,111.0,,,NC,52.0,23166.0,254.0,14003.0,224.0,13203.0
2488,MARTIN GENERAL HOSPITAL (340133),2016,Acute Care,Government - Local,44.0,35.840477,-77.071178,NC,,,134.0,14609.0,85.0,14012.0
2489,NEW HANOVER REGIONAL MEDICAL CENTER (340141),2016,Acute Care,Government - Local,761.0,34.206183,-77.924182,NC,801.0,22584.0,,16613.0,,15017.0
2490,CARTERET GENERAL HOSPITAL (340142),2016,Acute Care,Proprietary,104.0,34.724814,-76.75413,NC,273.0,22539.0,349.0,15083.0,319.0,13870.0
2491,CATAWBA VALLEY MEDICAL CENTER (340143),2016,Acute Care,Voluntary non-profit - Other,258.0,35.711195,-81.264779,NC,117.0,22223.0,169.0,16412.0,255.0,17554.0
2492,DAVIS REGIONAL MEDICAL CENTER (340144),2016,Acute Care,Proprietary,136.0,,,NC,40.0,22816.0,109.0,15018.0,116.0,14328.0
2493,CAROLINAS HEALTHCARE SYSTEM LINCOLN (340145),2016,Acute Care,Government - Hospital District or Authority,101.0,35.488387,-81.201314,NC,31.0,21176.0,236.0,15604.0,260.0,14812.0
2494,NASH GENERAL HOSPITAL (340147),2016,Acute Care,Government - Hospital District or Authority,341.0,35.973443,-77.848919,NC,277.0,21617.0,574.0,15392.0,607.0,15170.0
2495,HALIFAX REGIONAL MEDICAL CENTER INC (340151),2016,Acute Care,Voluntary non-profit - Private,124.0,36.435313,-77.647046,NC,50.0,22513.0,332.0,15453.0,335.0,13519.0
2496,DUKE REGIONAL HOSPITAL (340155),2016,Acute Care,Government - Local,350.0,36.037439,-78.897037,NC,227.0,20777.0,454.0,14707.0,380.0,13599.0
2497,CHEROKEE INDIAN HOSPITAL AUTHORITY (340156),2016,Acute Care,Government - Federal,21.0,,,NC,,,,,26.0,13186.0
2498,NOVANT HEALTH BRUNSWICK MEDICAL CENTER (340158),2016,Acute Care,Voluntary non-profit - Other,63.0,34.009092,-78.289923,NC,43.0,21681.0,215.0,16080.0,268.0,14087.0
2499,PERSON MEMORIAL HOSPITAL (340159),2016,Acute Care,Proprietary,100.0,36.407549,-78.984763,NC,26.0,22337.0,89.0,14264.0,159.0,13591.0
2500,CAROLINAS MED CTR-UNIVERSITY (340166),2016,Acute Care,Government - Hospital District or Authority,102.0,35.307836,-80.747985,NC,34.0,21375.0,135.0,16085.0,124.0,16158.0
2501,NOVANT HEALTH MATTHEWS MEDICAL CENTER (340171),2016,Acute Care,Voluntary non-profit - Other,126.0,,,NC,180.0,20904.0,384.0,15280.0,318.0,14744.0
2502,"WAKEMED, CARY HOSPITAL (340173)",2016,Acute Care,Voluntary non-profit - Private,179.0,35.740188,-78.779918,NC,136.0,22032.0,419.0,15239.0,372.0,14336.0
2503,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER (340183),2016,Acute Care,Voluntary non-profit - Private,99.0,35.407899,-80.860744,NC,27.0,22113.0,200.0,15247.0,147.0,15284.0
2504,HAYWOOD REGIONAL MEDICAL CENTER (340184),2016,Acute Care,Government - Hospital District or Authority,138.0,35.527856,-82.945437,NC,69.0,20342.0,244.0,15148.0,278.0,13630.0
2505,VIDANT BEAUFORT HOSPITAL (340186),2016,Acute Care,Voluntary non-profit - Private,90.0,35.548662,-77.038833,NC,,,163.0,13031.0,184.0,12293.0
2506,VIDANT BERTIE  HOSPITAL (341304),2016,Critical Access,Voluntary non-profit - Private,6.0,35.989355,-76.928183,NC,,,55.0,16139.0,75.0,14047.0
2507,SWAIN COUNTY HOSPITAL (341305),2016,Critical Access,Voluntary non-profit - Private,24.0,35.435123,-83.444688,NC,,,43.0,13877.0,87.0,13888.0
2508,PENDER MEMORIAL HOSPITAL (341307),2016,Critical Access,Government - Local,68.0,34.551263,-77.920423,NC,,,47.0,16624.0,90.0,13785.0
2509,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL (341315),2016,Critical Access,Voluntary non-profit - Private,25.0,34.623474,-78.608298,NC,,,32.0,14844.0,125.0,13980.0
2510,HIGHLANDS CASHIERS HOSPITAL INC (341316),2016,Critical Access,Voluntary non-profit - Private,55.0,35.085652,-83.18611,NC,,,29.0,14876.0,62.0,15526.0
2511,VIDANT CHOWAN HOSPITAL (341318),2016,Critical Access,Government - Local,29.0,36.070774,-76.609093,NC,,,155.0,13056.0,122.0,12303.0
2512,"TRANSYLVANIA REGIONAL HOSPITAL, INC (341319)",2016,Critical Access,Voluntary non-profit - Private,35.0,35.256324,-82.715196,NC,,,96.0,15838.0,147.0,13951.0
2513,ST LUKES HOSPITAL (341322),2016,Critical Access,Voluntary non-profit - Private,32.0,35.241833,-82.213646,NC,,,53.0,16396.0,156.0,15858.0
2514,CHARLES A CANNON JR MEMORIAL HOSPITAL (341323),2016,Critical Access,Voluntary non-profit - Private,33.0,36.06748,-81.885678,NC,,,79.0,14574.0,192.0,13925.0
2515,"THE OUTER BANKS HOSPITAL, INC (341324)",2016,Critical Access,Voluntary non-profit - Private,21.0,35.940862,-75.616923,NC,,,25.0,15755.0,109.0,13910.0
2516,ANGEL MEDICAL CENTER (341326),2016,Critical Access,Voluntary non-profit - Private,25.0,35.184634,-83.37764,NC,40.0,21428.0,113.0,13402.0,237.0,13069.0
2517,J ARTHUR DOSHER MEMORIAL HOSPITAL (341327),2016,Critical Access,Voluntary non-profit - Other,57.0,33.929038,-78.022194,NC,,,59.0,13969.0,102.0,12905.0
2518,MURPHY MEDICAL CENTER INC (341328),2016,Critical Access,Voluntary non-profit - Private,92.0,35.07316,-83.965424,NC,35.0,22567.0,99.0,16836.0,120.0,15123.0
2519,"BLUE RIDGE REGIONAL HOSPITAL, INC (341329)",2016,Critical Access,Voluntary non-profit - Private,25.0,35.91103,-82.064593,NC,,,,,26.0,15488.0
2520,ST ALEXIUS MEDICAL CENTER (350002),2016,Acute Care,Voluntary non-profit - Private,237.0,46.806369,-100.777075,ND,249.0,22016.0,331.0,15715.0,280.0,14591.0
2521,TRINITY HOSPITALS (350006),2016,Acute Care,Voluntary non-profit - Private,490.0,48.232479,-101.288452,ND,280.0,22339.0,251.0,18086.0,407.0,15343.0
2522,SANFORD MEDICAL CENTER FARGO (350011),2016,Acute Care,Voluntary non-profit - Private,485.0,46.88468,-96.78773,ND,546.0,23582.0,593.0,16039.0,343.0,14475.0
2523,SANFORD MEDICAL CENTER BISMARCK (350015),2016,Acute Care,Voluntary non-profit - Private,223.0,46.807457,-100.781563,ND,150.0,21302.0,289.0,15799.0,262.0,13870.0
2524,ALTRU HOSPITAL (350019),2016,Acute Care,Government - Local,282.0,,,ND,238.0,23697.0,382.0,15851.0,358.0,16147.0
2525,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK (350063),2016,Acute Care,Government - Federal,27.0,,,ND,,,,,37.0,12650.0
2526,ESSENTIA HEALTH-FARGO (350070),2016,Acute Care,Voluntary non-profit - Private,126.0,46.8325,-96.828106,ND,198.0,23762.0,189.0,14233.0,187.0,14002.0
2527,GARRISON MEMORIAL HOSPITAL (351303),2016,Critical Access,Voluntary non-profit - Church,50.0,47.648342,-101.411301,ND,,,,,42.0,15499.0
2528,COOPERSTOWN MEDICAL CENTER (351306),2016,Critical Access,Voluntary non-profit - Private,22.0,47.445624,-98.11855,ND,,,,,54.0,14741.0
2529,SANFORD MAYVILLE (351309),2016,Critical Access,Voluntary non-profit - Private,25.0,47.500684,-97.317368,ND,,,37.0,15623.0,29.0,13763.0
2530,SAKAKAWEA MEDICAL CENTER - CAH (351310),2016,Critical Access,Voluntary non-profit - Private,21.0,47.298286,-101.61156,ND,,,29.0,17143.0,39.0,15321.0
2531,LISBON AREA HEALTH SERVICES (351311),2016,Critical Access,Voluntary non-profit - Private,25.0,46.437002,-97.681427,ND,,,56.0,18211.0,93.0,15483.0
2532,OAKES COMMUNITY HOSPITAL (351315),2016,Critical Access,Voluntary non-profit - Private,20.0,46.150796,-98.090433,ND,,,46.0,15892.0,56.0,17293.0
2533,PRESENTATION MEDICAL CENTER (351316),2016,Critical Access,Voluntary non-profit - Private,25.0,48.861562,-99.615515,ND,,,,,44.0,19064.0
2534,CARRINGTON HEALTH CENTER (351318),2016,Critical Access,Voluntary non-profit - Private,25.0,,,ND,,,48.0,15633.0,61.0,15321.0
2535,PEMBINA COUNTY MEMORIAL HOSPITAL (351319),2016,Critical Access,Voluntary non-profit - Private,68.0,,,ND,,,,,68.0,12117.0
2536,UNITY MEDICAL CENTER (351320),2016,Critical Access,Voluntary non-profit - Other,15.0,48.411484,-97.413829,ND,,,,,41.0,14371.0
2537,WISHEK COMMUNITY HOSPITAL (351321),2016,Critical Access,Voluntary non-profit - Private,24.0,46.255123,-99.551538,ND,,,28.0,16398.0,59.0,14140.0
2538,MERCY HOSPITAL OF VALLEY CITY (351324),2016,Critical Access,Voluntary non-profit - Church,25.0,46.928492,-97.994908,ND,,,36.0,16512.0,49.0,15492.0
2539,ST ALOISIUS MEDICAL CENTER (351327),2016,Critical Access,Voluntary non-profit - Private,112.0,47.767687,-99.933089,ND,,,32.0,16473.0,72.0,13622.0
2540,LINTON HOSPITAL - CAH (351328),2016,Critical Access,Voluntary non-profit - Private,14.0,46.271063,-100.232871,ND,,,,,34.0,12605.0
2541,TOWNER COUNTY MEDICAL CENTER (351331),2016,Critical Access,Voluntary non-profit - Private,58.0,,,ND,,,,,42.0,14477.0
2542,CHI ST ALEXIUS HEALTH DEVILS LAKE (351333),2016,Critical Access,Voluntary non-profit - Private,25.0,48.114774,-98.850345,ND,,,49.0,15892.0,100.0,16584.0
2543,CHI ST ALEXIUS HEALTH WILLISTON (351334),2016,Critical Access,Voluntary non-profit - Church,25.0,48.154332,-103.645437,ND,,,45.0,15369.0,130.0,13919.0
2544,JAMESTOWN REGIONAL MEDICAL CENTER (351335),2016,Critical Access,Voluntary non-profit - Other,25.0,46.88794,-98.749377,ND,,,79.0,14488.0,100.0,15132.0
2545,CHI ST ALEXIUS HEALTH DICKINSON (351336),2016,Critical Access,Voluntary non-profit - Church,25.0,46.887267,-102.820598,ND,39.0,20732.0,86.0,15052.0,104.0,14245.0
2546,MERCY HOSPITAL ANDERSON (360001),2016,Acute Care,Voluntary non-profit - Private,231.0,39.084376,-84.349243,OH,217.0,23468.0,351.0,16638.0,426.0,15430.0
2547,SAMARITAN REGIONAL HEALTH SYSTEM (360002),2016,Acute Care,Voluntary non-profit - Other,43.0,40.858702,-82.310413,OH,30.0,22579.0,79.0,16423.0,135.0,14297.0
2548,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC (360003)",2016,Acute Care,Voluntary non-profit - Private,528.0,39.136728,-84.502562,OH,86.0,23043.0,166.0,17119.0,132.0,14963.0
2549,RIVERSIDE METHODIST HOSPITAL (360006),2016,Acute Care,Voluntary non-profit - Private,743.0,40.031962,-83.031294,OH,513.0,22673.0,814.0,16526.0,462.0,15709.0
2550,SOUTHERN OHIO MEDICAL CENTER (360008),2016,Acute Care,Voluntary non-profit - Other,222.0,38.753913,-82.977832,OH,322.0,25907.0,421.0,16935.0,436.0,14631.0
2551,LIMA MEMORIAL HEALTH SYSTEM (360009),2016,Acute Care,Voluntary non-profit - Other,173.0,40.735602,-84.087713,OH,217.0,24804.0,280.0,16218.0,202.0,15785.0
2552,UNION HOSPITAL (360010),2016,Acute Care,Voluntary non-profit - Other,132.0,40.513879,-81.456583,OH,85.0,22733.0,303.0,16989.0,272.0,16109.0
2553,MARION GENERAL HOSPITAL (360011),2016,Acute Care,Voluntary non-profit - Private,190.0,40.571602,-83.128048,OH,197.0,23946.0,290.0,15434.0,238.0,14066.0
2554,MOUNT CARMEL ST ANN'S (360012),2016,Acute Care,Voluntary non-profit - Church,269.0,40.114374,-82.948909,OH,113.0,21571.0,269.0,15836.0,362.0,14359.0
2555,WILSON MEMORIAL HOSPITAL (360013),2016,Acute Care,Voluntary non-profit - Other,70.0,40.287932,-84.169035,OH,27.0,22721.0,114.0,16268.0,149.0,16278.0
2556,OHIOHEALTH O'BLENESS HOSPITAL (360014),2016,Acute Care,Voluntary non-profit - Other,63.0,39.327741,-82.114189,OH,,,91.0,15380.0,87.0,16103.0
2557,"JEWISH HOSPITAL, LLC (360016)",2016,Acute Care,Voluntary non-profit - Private,189.0,39.20677,-84.380372,OH,172.0,22375.0,382.0,18307.0,216.0,14954.0
2558,GRANT MEDICAL CENTER (360017),2016,Acute Care,Voluntary non-profit - Church,402.0,39.960866,-82.990621,OH,151.0,22503.0,317.0,17642.0,165.0,14695.0
2559,SUMMA HEALTH SYSTEM (360020),2016,Acute Care,Voluntary non-profit - Private,617.0,41.078335,-81.500069,OH,343.0,22436.0,687.0,16565.0,588.0,15175.0
2560,FIRELANDS REGIONAL MEDICAL CENTER (360025),2016,Acute Care,Voluntary non-profit - Private,211.0,41.446222,-82.708764,OH,149.0,23133.0,362.0,16917.0,391.0,14997.0
2561,GREENE MEMORIAL HOSPITAL (360026),2016,Acute Care,Voluntary non-profit - Private,47.0,39.700288,-83.928781,OH,,,77.0,16255.0,91.0,15755.0
2562,AKRON GENERAL MEDICAL CENTER (360027),2016,Acute Care,Voluntary non-profit - Private,435.0,41.077859,-81.532787,OH,309.0,21926.0,597.0,15809.0,612.0,15113.0
2563,WOOD COUNTY HOSPITAL (360029),2016,Acute Care,Voluntary non-profit - Private,98.0,41.373887,-83.665634,OH,,,98.0,15318.0,122.0,14146.0
2564,GRAND LAKE HEALTH SYSTEM (360032),2016,Acute Care,Voluntary non-profit - Private,62.0,40.545139,-84.369836,OH,41.0,23210.0,137.0,14898.0,113.0,12974.0
2565,MOUNT CARMEL WEST (360035),2016,Acute Care,Voluntary non-profit - Other,664.0,39.957782,-83.020824,OH,441.0,22079.0,856.0,16351.0,747.0,15436.0
