,Facility ID,Facility Name,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State
368575,380002,ASANTE THREE RIVERS MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,114.0,42.420437,-123.341495,OR
368701,380002,THREE RIVERS COMMUNITY HOSPITAL,Acute Care,Voluntary non-profit - Other,114.0,42.420437,-123.341495,OR
368703,380004,PROVIDENCE ST VINCENT MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,499.0,45.50882,-122.770657,OR
368829,380005,ASANTE ASHLAND COMMUNITY HOSPITAL,Acute Care,Government - Local,38.0,42.206445,-122.725129,OR
368944,380005,ASHLAND COMMUNITY HOSPITAL,Acute Care,Government - Local,38.0,42.206445,-122.725129,OR
368949,380007,LEGACY EMANUEL MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,445.0,45.54405,-122.669445,OR
369073,380009,OHSU HOSPITAL AND CLINICS,Acute Care,Voluntary non-profit - Other,549.0,45.499201,-122.687974,OR
369199,380009,OHSU HOSPITAL,Acute Care,Voluntary non-profit - Other,549.0,45.499201,-122.687974,OR
369214,380014,GOOD SAMARITAN REGIONAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,179.0,44.604624,-123.251104,OR
369340,380017,LEGACY GOOD SAMARITAN MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,214.0,45.530551,-122.696589,OR
369466,380018,ASANTE ROGUE REGIONAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,334.0,42.316483,-122.830443,OR
369592,380018,ROGUE VALLEY MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,334.0,42.316483,-122.830443,OR
369594,380020,MCKENZIE-WILLAMETTE MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,113.0,44.0524,-123.002589,OR
369720,380021,TUALITY COMMUNITY HOSPITAL,Acute Care,Voluntary non-profit - Private,184.0,45.519623,-122.97731,OR
369846,380022,SAMARITAN ALBANY GENERAL HOSPITAL,Acute Care,Voluntary non-profit - Church,69.0,44.632067,-123.116771,OR
369972,380025,LEGACY MOUNT HOOD MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,98.0,45.519053,-122.408279,OR
370098,380027,MERCY MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,136.0,43.236824,-123.371604,OR
370224,380029,LEGACY SILVERTON MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,40.0,45.004564,-122.790746,OR
370307,380029,SILVERTON HOSPITAL,Acute Care,Voluntary non-profit - Private,40.0,45.004564,-122.790746,OR
370353,380033,SACRED HEART UNIVERSITY DISTRICT,Acute Care,Voluntary non-profit - Private,92.0,44.046056,-123.082105,OR
370477,380037,PROVIDENCE NEWBERG MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,41.0,45.308552,-122.933913,OR
370603,380038,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,106.0,45.356647,-122.588371,OR
370729,38003F,PORTLAND VA MEDICAL CENTER,Acute Care (VA),Government - Federal,,,,
370798,380040,ST CHARLES REDMOND,Acute Care,Voluntary non-profit - Private,45.0,44.288703,-121.168558,OR
370867,380040,ST CHARLES MEDICAL CENTER - REDMOND,Acute Care,Voluntary non-profit - Private,45.0,44.288703,-121.168558,OR
370919,380040,ST CHARLES REDMOND MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,45.0,44.288703,-121.168558,OR
370925,380047,ST CHARLES MEDICAL CENTER - BEND,Acute Care,Voluntary non-profit - Private,268.0,44.065757,-121.266661,OR
370973,380047,ST CHARLES BEND,Acute Care,Voluntary non-profit - Private,268.0,44.065757,-121.266661,OR
371065,38004F,VA ROSEBURG HEALTHCARE SYSTEM,Acute Care (VA),Government - Federal,,,,
371130,380050,SKY LAKES MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,99.0,42.252655,-121.787391,OR
371256,380051,SALEM HOSPITAL,Acute Care,Voluntary non-profit - Other,442.0,44.932887,-123.033146,OR
371382,380052,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",Acute Care,Voluntary non-profit - Church,44.0,44.025448,-116.975133,OR
371479,380052,"ST ALPHONSUS MEDICAL CENTER - ONTARIO, INC",Acute Care,Voluntary non-profit - Church,44.0,44.025448,-116.975133,OR
371513,380056,SANTIAM HOSPITAL,Acute Care,Voluntary non-profit - Private,40.0,44.80524,-122.784124,OR
371594,380056,SANTIAM MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,40.0,44.80524,-122.784124,OR
371640,380060,ADVENTIST HEALTH PORTLAND,Acute Care,Voluntary non-profit - Church,212.0,45.511537,-122.559093,OR
371709,380060,ADVENTIST MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,212.0,45.511537,-122.559093,OR
371768,380061,PROVIDENCE PORTLAND MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,399.0,45.526518,-122.614058,OR
371894,380071,WILLAMETTE VALLEY MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,78.0,45.20031,-123.16523,OR
372020,380075,PROVIDENCE MEDFORD MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,130.0,42.339971,-122.861,OR
372146,380082,PROVIDENCE MILWAUKIE HOSPITAL,Acute Care,Voluntary non-profit - Church,57.0,45.449714,-122.629791,OR
372272,380089,LEGACY MERIDIAN PARK MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,116.0,45.377481,-122.743931,OR
372398,380090,BAY AREA HOSPITAL,Acute Care,Government - Hospital District or Authority,146.0,43.385854,-124.232463,OR
372524,380091,KAISER SUNNYSIDE MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,295.0,45.433462,-122.558525,OR
372642,380102,SACRED HEART MEDICAL CENTER - RIVERBEND,Acute Care,Voluntary non-profit - Private,382.0,44.081312,-123.028655,OR
372768,380103,KAISER FOUNDATION HOSPITAL - WESTSIDE,Acute Care,Voluntary non-profit - Private,112.0,45.539713,-122.875667,OR
372842,381301,PEACEHEALTH COTTAGE GROVE COMMUNITY MEDICAL CENTER,Critical Access,Voluntary non-profit - Private,14.0,43.803837,-123.038676,OR
372912,381302,SAMARITAN NORTH LINCOLN HOSPITAL,Critical Access,Voluntary non-profit - Private,24.0,44.985179,-123.995454,OR
373014,381303,PROVIDENCE SEASIDE HOSPITAL,Critical Access,Voluntary non-profit - Church,32.0,45.989367,-123.914805,OR
373115,381304,SOUTHERN COOS HOSPITAL & HEALTH CENTER,Critical Access,Government - Hospital District or Authority,19.0,43.113244,-124.402426,OR
373195,381305,BLUE MOUNTAIN HOSPITAL,Critical Access,Government - Hospital District or Authority,20.0,44.417651,-118.95922,OR
373271,381306,WALLOWA MEMORIAL HOSPITAL,Critical Access,Government - Hospital District or Authority,32.0,45.431755,-117.281385,OR
373351,381307,HARNEY DISTRICT HOSPITAL,Critical Access,Government - Hospital District or Authority,20.0,43.588723,-119.06057,OR
373425,381308,WEST VALLEY HOSPITAL,Critical Access,Voluntary non-profit - Private,18.0,44.919404,-123.310383,OR
373441,381308,SALEM HEALTH WEST VALLEY,Critical Access,Voluntary non-profit - Private,18.0,44.919404,-123.310383,OR
373470,381309,LAKE DISTRICT HOSPITAL,Critical Access,Government - Hospital District or Authority,43.0,42.181583,-120.351437,OR
373544,381310,PIONEER MEMORIAL HOSPITAL (HEPPNER),Critical Access,Government - Hospital District or Authority,21.0,45.356268,-119.54763,OR
373560,381310,PIONEER MEMORIAL HOSPITAL,Critical Access,Government - Hospital District or Authority,21.0,45.356268,-119.54763,OR
373593,381311,LOWER UMPQUA HOSPITAL DISTRICT,Critical Access,Government - Hospital District or Authority,17.0,43.695324,-124.135571,OR
373673,381312,COQUILLE VALLEY HOSPITAL DISTRICT,Critical Access,Government - Hospital District or Authority,21.0,43.178982,-124.179143,OR
373790,381313,ST CHARLES PRINEVILLE,Critical Access,Voluntary non-profit - Private,19.0,44.298093,-120.826968,OR
373850,381313,PIONEER MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,19.0,44.298093,-120.826968,OR
373870,381314,SAMARITAN PACIFIC COMMUNITY HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,44.629858,-124.059164,OR
373952,381314,SAMARITAN PACIFIC COMMUNITIES HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,44.629858,-124.059164,OR
373958,381315,ST. ALPHONSUS MEDICAL CENTER - BAKER CITY,Critical Access,Voluntary non-profit - Church,43.0,44.79612,-117.846285,OR
374004,381315,"SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY, INC",Critical Access,Voluntary non-profit - Church,43.0,44.79612,-117.846285,OR
374047,381315,"ST ALPHONSUS MEDICAL CENTER - BAKER CITY, INC",Critical Access,Voluntary non-profit - Church,43.0,44.79612,-117.846285,OR
374077,381316,PEACE HARBOR MEDICAL CENTER,Critical Access,Voluntary non-profit - Church,34.0,43.974589,-124.117464,OR
374198,381317,ADVENTIST HEALTH TILLAMOOK,Critical Access,Voluntary non-profit - Church,33.0,45.456322,-123.854951,OR
374261,381317,TILLAMOOK REGIONAL MEDICAL CENTER,Critical Access,Voluntary non-profit - Church,33.0,45.456322,-123.854951,OR
374319,381318,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Church,25.0,45.704561,-121.523224,OR
374438,381319,ST ANTHONY HOSPITAL,Critical Access,Voluntary non-profit - Church,24.0,,,OR
374557,381320,COLUMBIA MEMORIAL HOSPITAL,Critical Access,Proprietary,25.0,46.188503,-123.818502,OR
374658,381321,GRANDE RONDE HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,45.319464,-118.104828,OR
374779,381322,CURRY GENERAL HOSPITAL,Critical Access,Government - Hospital District or Authority,18.0,42.411659,-124.418658,OR
374859,381323,SAMARITAN LEBANON COMMUNITY HOSPITAL,Critical Access,Voluntary non-profit - Church,25.0,44.550528,-122.908414,OR
374939,381324,ST CHARLES MADRAS,Critical Access,Voluntary non-profit - Private,25.0,44.637362,-121.121358,OR
374983,381324,ST CHARLES - MADRAS,Critical Access,Voluntary non-profit - Private,25.0,44.637362,-121.121358,OR
375015,381325,GOOD SHEPHERD MEDICAL CENTER,Critical Access,Voluntary non-profit - Private,25.0,45.846135,-119.31095,OR
375136,383300,SHRINERS HOSPITAL FOR CHILDREN-PORTLAND,Childrens,Voluntary non-profit - Private,,45.500105,-122.684603,OR
375166,390001,GEISINGER-COMMUNITY MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,282.0,41.400717,-75.64589,PA
375241,390001,GEISINGER - COMMUNITY MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,282.0,41.400717,-75.64589,PA
375298,390002,UPMC MCKEESPORT HOSPITAL,Acute Care,Voluntary non-profit - Private,219.0,40.3523,-79.849218,PA
375344,390002,UPMC MCKEESPORT,Acute Care,Voluntary non-profit - Private,219.0,40.3523,-79.849218,PA
375446,390003,GEISINGER-BLOOMSBURG HOSPITAL,Acute Care,Voluntary non-profit - Private,69.0,41.008431,-76.453193,PA
375519,390003,GEISINGER - BLOOMSBURG HOSPITAL,Acute Care,Voluntary non-profit - Private,69.0,41.008431,-76.453193,PA
375570,390003,BLOOMSBURG HOSPITAL,Acute Care,Voluntary non-profit - Private,69.0,41.008431,-76.453193,PA
375576,390004,PENN STATE HEALTH HOLY SPIRIT MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,310.0,40.25141,-76.923468,PA
375600,390004,HOLY SPIRIT HOSPITAL,Acute Care,Voluntary non-profit - Private,310.0,40.25141,-76.923468,PA
375706,390006,GEISINGER MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,545.0,40.969585,-76.60622,PA
375832,390009,SAINT VINCENT HOSPITAL,Acute Care,Voluntary non-profit - Private,349.0,42.110708,-80.079932,PA
375953,390009,SAINT VINCENT HEALTH CENTER,Acute Care,Voluntary non-profit - Private,349.0,42.110708,-80.079932,PA
375961,390012,ABINGTON HEALTH LANSDALE HOSPITAL,Acute Care,Voluntary non-profit - Other,133.0,40.2512,-75.271523,PA
375964,390012,LANSDALE HOSPITAL,Acute Care,Voluntary non-profit - Other,133.0,40.2512,-75.271523,PA
376114,390013,EVANGELICAL COMMUNITY HOSPITAL,Acute Care,Voluntary non-profit - Other,131.0,,,PA
376240,390016,UPMC JAMESON,Acute Care,Voluntary non-profit - Other,202.0,41.013452,-80.351116,PA
376309,390016,JAMESON MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Other,202.0,41.013452,-80.351116,PA
376368,39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),Acute Care (VA),Government - Federal,,,,
376406,39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,Acute Care (VA),Government - Federal,,,,
376435,390025,KENSINGTON HOSPITAL,Acute Care,Voluntary non-profit - Other,27.0,,,PA
376516,390026,CHESTNUT HILL HOSPITAL,Acute Care,Proprietary,140.0,40.078791,-75.212752,PA
376642,390027,TEMPLE UNIVERSITY HOSPITAL,Acute Care,Voluntary non-profit - Private,764.0,40.004667,-75.1522,PA
376768,390028,UPMC MERCY,Acute Care,Voluntary non-profit - Private,464.0,40.436831,-79.985623,PA
376894,390030,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,Acute Care,Voluntary non-profit - Private,176.0,40.683749,-76.188858,PA
376942,390030,LEHIGH VALLEY HOSPITAL-SCHUYLKILL S. JACKSON STREE,Acute Care,Voluntary non-profit - Private,176.0,40.683749,-76.188858,PA
377015,390030,LEHIGH VALLEY HOSPITAL-SCHUYLKILL,Acute Care,Voluntary non-profit - Private,176.0,40.683749,-76.188858,PA
377031,390030,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON ST.,Acute Care,Voluntary non-profit - Private,176.0,40.683749,-76.188858,PA
377037,390032,ALLEGHENY VALLEY HOSPITAL,Acute Care,Voluntary non-profit - Other,211.0,40.617378,-79.737106,PA
377142,390032,ALLE KISKI MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,211.0,40.617378,-79.737106,PA
377165,390035,ST LUKES QUAKERTOWN HOSPITAL,Acute Care,Voluntary non-profit - Private,64.0,40.437795,-75.348774,PA
377213,390035,ST LUKE'S QUAKERTOWN HOSPITAL,Acute Care,Voluntary non-profit - Private,64.0,40.437795,-75.348774,PA
377315,390036,HERITAGE VALLEY BEAVER,Acute Care,Voluntary non-profit - Private,244.0,40.710345,-80.324352,PA
377441,390037,HERITAGE VALLEY SEWICKLEY,Acute Care,Voluntary non-profit - Private,162.0,40.543523,-80.178756,PA
377567,390039,UPMC SOMERSET,Acute Care,Voluntary non-profit - Private,107.0,40.007081,-79.078598,PA
377624,390039,SOMERSET HOSPITAL,Acute Care,Voluntary non-profit - Private,107.0,40.007081,-79.078598,PA
377695,390039,SOMERSET COMMUNITY HOSPITAL,Acute Care,Voluntary non-profit - Private,107.0,40.007081,-79.078598,PA
377703,390041,UNIONTOWN HOSPITAL,Acute Care,Voluntary non-profit - Other,178.0,39.901996,-79.737619,PA
377829,390042,"WASHINGTON HOSPITAL, THE",Acute Care,Voluntary non-profit - Private,258.0,40.183244,-80.247471,PA
377955,390042,WASHINGTON HOSPITAL THE,Acute Care,Voluntary non-profit - Private,258.0,40.183244,-80.247471,PA
377963,390044,READING HOSPITAL,Acute Care,Voluntary non-profit - Other,689.0,40.329863,-75.948059,PA
378086,390044,READING HOSPITAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,689.0,40.329863,-75.948059,PA
378090,390044,READING HOSPITAL AND MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,689.0,40.329863,-75.948059,PA
378092,390045,UPMC WILLIAMSPORT,Acute Care,Voluntary non-profit - Other,232.0,41.24547,-77.014432,PA
378104,390045,WILLIAMSPORT HOSPITAL & MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,232.0,41.24547,-77.014432,PA
378116,390045,WILLIAMSPORT REGIONAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,232.0,41.24547,-77.014432,PA
378221,390045,WILLIAMSPORT HOSPITAL AND MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,232.0,41.24547,-77.014432,PA
378223,390046,WELLSPAN YORK HOSPITAL,Acute Care,Voluntary non-profit - Private,579.0,39.946668,-76.720535,PA
378245,390046,YORK HOSPITAL,Acute Care,Voluntary non-profit - Private,579.0,39.946668,-76.720535,PA
378349,390048,GEISINGER-LEWISTOWN HOSPITAL,Acute Care,Voluntary non-profit - Private,126.0,40.617853,-77.567402,PA
378442,390048,LEWISTOWN HOSPITAL,Acute Care,Voluntary non-profit - Private,126.0,40.617853,-77.567402,PA
378475,390049,ST LUKE'S HOSPITAL BETHLEHEM,Acute Care,Voluntary non-profit - Private,581.0,40.608697,-75.392507,PA
378601,390049,ST LUKES HOSPITAL BETHLEHEM,Acute Care,Voluntary non-profit - Private,581.0,40.608697,-75.392507,PA
378603,39004F,COATESVILLE VA MEDICAL CENTER,Acute Care (VA),Government - Federal,,,,
378635,390050,ALLEGHENY GENERAL HOSPITAL,Acute Care,Voluntary non-profit - Other,539.0,40.456149,-80.003249,PA
378761,390056,PENN HIGHLANDS HUNTINGDON,Acute Care,Voluntary non-profit - Other,70.0,40.493656,-78.013908,PA
378801,390056,PENN HIGHLANDS HUNTINDON,Acute Care,Voluntary non-profit - Other,70.0,40.493656,-78.013908,PA
378813,390056,J C BLAIR MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Other,70.0,40.493656,-78.013908,PA
378893,390057,GRAND VIEW HEALTH,Acute Care,Voluntary non-profit - Other,186.0,40.362567,-75.324169,PA
378917,390057,GRAND VIEW HOSPITAL,Acute Care,Voluntary non-profit - Other,186.0,40.362567,-75.324169,PA
379023,390058,UPMC CARLISLE,Acute Care,Proprietary,137.0,40.184767,-77.223007,PA
379047,390058,CARLISLE REGIONAL MEDICAL CENTER,Acute Care,Proprietary,137.0,40.184767,-77.223007,PA
379153,39005F,ERIE VA MEDICAL CENTER,Acute Care (VA),Government - Federal,,,,
379218,390062,CONEMAUGH NASON MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,45.0,40.338067,-78.388945,PA
379230,390062,"NASON MEDICAL CENTER, LLC",Acute Care,Voluntary non-profit - Private,45.0,40.338067,-78.388945,PA
379284,390062,NASON HOSPITAL,Acute Care,Voluntary non-profit - Private,45.0,40.338067,-78.388945,PA
379354,390063,UPMC HAMOT,Acute Care,Voluntary non-profit - Private,412.0,42.133331,-80.087825,PA
379366,390063,HAMOT MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,412.0,42.133331,-80.087825,PA
379378,390063,UPMC HAMOT HOSPITAL,Acute Care,Voluntary non-profit - Private,412.0,42.133331,-80.087825,PA
379506,390065,GETTYSBURG HOSPITAL,Acute Care,Voluntary non-profit - Other,75.0,39.823317,-77.234044,PA
379632,390066,WELLSPAN GOOD SAMARITAN HOSPITAL,Acute Care,Voluntary non-profit - Other,155.0,40.146353,-77.128598,PA
379656,390066,GOOD SAMARITAN HOSPITAL,Acute Care,Voluntary non-profit - Other,155.0,40.146353,-77.128598,PA
379760,390067,UPMC PINNACLE HOSPITALS,Acute Care,Voluntary non-profit - Other,600.0,40.256258,-76.875329,PA
379772,390067,HELEN M SIMPSON REHAB / PINNACLE HEALTH SYSTEM,Acute Care,Voluntary non-profit - Other,600.0,40.256258,-76.875329,PA
379778,390067,UPMC PINNACLE,Acute Care,Voluntary non-profit - Other,600.0,40.256258,-76.875329,PA
379784,390067,PINNACLE HEALTH HOSPITALS,Acute Care,Voluntary non-profit - Other,600.0,40.256258,-76.875329,PA
379892,390068,UPMC LITITZ,Acute Care,Proprietary,86.0,40.134257,-76.309414,PA
379904,390068,HEART OF LANCASTER REGIONAL MEDICAL CENTER,Acute Care,Proprietary,86.0,40.134257,-76.309414,PA
379943,390068,UPMC PINNACLE LITITZ,Acute Care,Proprietary,86.0,40.134257,-76.309414,PA
379946,390068,HEART OF LANCASTER MEDICAL CENTER,Acute Care,Proprietary,86.0,40.134257,-76.309414,PA
380032,39006F,LEBANON VA MEDICAL CENTER,Acute Care (VA),Government - Federal,,,,
380101,390070,LOWER BUCKS HOSPITAL,Acute Care,Proprietary,157.0,40.104065,-74.864626,PA
380113,390070,TEMPLE LOWER BUCKS HOSPITAL,Acute Care,Proprietary,157.0,40.104065,-74.864626,PA
380228,390071,UPMC LOCK HAVEN,Acute Care,Proprietary,127.0,41.132812,-77.470183,PA
380250,390071,LOCK HAVEN HOSPITAL,Acute Care,Proprietary,127.0,41.132812,-77.470183,PA
380354,390072,BERWICK HOSPITAL CENTER,Acute Care,Proprietary,283.0,41.070159,-76.230804,PA
380480,390073,UPMC ALTOONA,Acute Care,Voluntary non-profit - Private,368.0,40.521142,-78.398184,PA
380603,390073,ALTOONA REGIONAL HEALTH SYSTEM,Acute Care,Voluntary non-profit - Private,368.0,40.521142,-78.398184,PA
380607,390076,BRANDYWINE HOSPITAL,Acute Care,Proprietary,173.0,40.009586,-75.790263,PA
380721,390079,ROBERT PACKER HOSPITAL,Acute Care,Voluntary non-profit - Other,261.0,,,PA
380847,390081,DELAWARE COUNTY MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,170.0,39.953877,-75.283921,PA
380973,390086,PENN HIGHLANDS DUBOIS,Acute Care,Voluntary non-profit - Other,220.0,41.114349,-78.775736,PA
380997,390086,PENN HIGHLAND DUBOIS,Acute Care,Voluntary non-profit - Other,220.0,41.114349,-78.775736,PA
381102,390086,DUBOIS REGIONAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,220.0,41.114349,-78.775736,PA
381122,390090,WEST PENN HOSPITAL,Acute Care,Voluntary non-profit - Private,299.0,40.462419,-79.946435,PA
381205,390090,WESTERN PENNSYLVANIA HOSPITAL,Acute Care,Voluntary non-profit - Private,299.0,40.462419,-79.946435,PA
381257,390091,UPMC NORTHWEST,Acute Care,Voluntary non-profit - Other,174.0,41.360026,-79.707926,PA
381383,390093,CLARION HOSPITAL,Acute Care,Voluntary non-profit - Other,69.0,,,PA
381507,390096,PENN STATE HEALTH ST. JOSEPH,Acute Care,Voluntary non-profit - Church,178.0,40.376717,-75.977661,PA
381531,390096,ST JOSEPH MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,178.0,40.376717,-75.977661,PA
381635,390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,253.0,40.108944,-75.081101,PA
381761,39009F,PHILADELPHIA VA MEDICAL CENTER,Acute Care (VA),Government - Federal,,,,
381830,390100,LANCASTER GENERAL HOSPITAL,Acute Care,Voluntary non-profit - Other,612.0,40.046975,-76.305328,PA
