,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
1892,CARRIS HEALTH LLC (240088),2020,Acute Care,Government - Local,164.0,45.120514,-95.046366,MN,,,9.0,13.2,14.7,15.1
1893,MAYO CLINIC HEALTH SYSTEM - MANKATO (240093),2020,Acute Care,Voluntary non-profit - Private,168.0,44.165047,-93.983738,MN,11.9,,7.9,15.3,10.6,14.3
1894,SANFORD BEMIDJI MEDICAL CENTER (240100),2020,Acute Care,Voluntary non-profit - Private,192.0,47.505009,-94.898125,MN,11.6,,8.6,12.6,11.8,15.4
1895,ESSENTIA HEALTH ST MARYS - DETROIT LAKES (240101),2020,Acute Care,Voluntary non-profit - Church,133.0,46.815307,-95.845453,MN,,,8.6,,9.2,12.4
1896,ST FRANCIS REGIONAL MEDICAL CENTER (240104),2020,Acute Care,Voluntary non-profit - Church,85.0,44.770075,-93.503569,MN,,,8.1,13.4,9.2,13.4
1897,REGIONS HOSPITAL (240106),2020,Acute Care,Voluntary non-profit - Private,450.0,44.955338,-93.096277,MN,12.7,3.3,6.6,15.0,11.8,15.8
1898,MERCY HOSPITAL (240115),2020,Acute Care,Voluntary non-profit - Private,360.0,45.183842,-93.368221,MN,12.7,3.4,7.9,13.3,11.4,12.3
1899,FAIRVIEW NORTHLAND REGIONAL HOSPITAL (240141),2020,Acute Care,Voluntary non-profit - Other,38.0,45.55888,-93.588931,MN,,,8.4,,12.4,13.3
1900,MAYO CLINIC HEALTH SYSTEM - FAIRMONT (240166),2020,Acute Care,Voluntary non-profit - Private,78.0,43.637688,-94.451728,MN,,,7.6,,12.9,15.1
1901,HUTCHINSON HEALTH (240187),2020,Acute Care,Voluntary non-profit - Private,119.0,44.875105,-94.375533,MN,,,,,11.4,14.5
1902,FAIRVIEW RIDGES HOSPITAL (240207),2020,Acute Care,Voluntary non-profit - Church,170.0,44.749947,-93.274858,MN,12.6,,6.9,12.0,9.9,13.9
1903,HEALTHEAST ST JOHN'S HOSPITAL (240210),2020,Acute Care,Voluntary non-profit - Private,184.0,45.028131,-93.033508,MN,12.2,,7.6,11.8,9.2,14.9
1904,HEALTHEAST WOODWINDS HOSPITAL (240213),2020,Acute Care,Voluntary non-profit - Private,86.0,44.92351,-92.975353,MN,,,7.8,,9.6,12.5
1905,MAPLE GROVE HOSPITAL (240214),2020,Acute Care,Voluntary non-profit - Private,121.0,45.133377,-93.479488,MN,,,8.2,,9.8,12.8
1906,RIVERWOOD HEALTHCARE CENTER (241305),2020,Critical Access,Voluntary non-profit - Private,25.0,46.529202,-93.696808,MN,,,8.7,,11.1,14.3
1907,OLIVIA HOSPITAL & CLINIC (241306),2020,Critical Access,Government - Local,26.0,,,MN,,,,,,16.7
1908,JOHNSON MEMORIAL HOSPITAL (241314),2020,Critical Access,Government - Hospital District or Authority,78.0,44.930971,-96.067063,MN,,,,,,18.4
1909,SANFORD JACKSON MEDICAL CENTER (241315),2020,Critical Access,Voluntary non-profit - Private,15.0,43.623723,-95.004516,MN,,,,,,15.0
1910,MURRAY COUNTY MEMORIAL HOSPITAL (241319),2020,Critical Access,Government - Local,23.0,43.992795,-95.759226,MN,,,,,,14.3
1911,RIVERVIEW HOSPITAL (241320),2020,Critical Access,Voluntary non-profit - Private,56.0,47.772083,-96.618106,MN,,,,,,15.9
1912,RAINY LAKE MEDICAL CENTER (241322),2020,Critical Access,Voluntary non-profit - Private,20.0,48.593984,-93.430774,MN,,,,,,17.4
1913,CHIPPEWA COUNTY HOSPITAL (241325),2020,Critical Access,Government - Local,25.0,44.953989,-95.713586,MN,,,,,,14.3
1914,SLEEPY EYE MEDICAL CENTER (241327),2020,Critical Access,Government - Local,18.0,44.299319,-94.727315,MN,,,,,,15.5
1915,LAKEWOOD HEALTH SYSTEM (241329),2020,Critical Access,Voluntary non-profit - Other,135.0,46.350869,-94.748393,MN,,,,,,15.3
1916,CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL (241330),2020,Critical Access,Voluntary non-profit - Private,95.0,45.674916,-94.823435,MN,,,,,,14.9
1917,WINDOM AREA HEALTH (241332),2020,Critical Access,Government - Local,20.0,43.878587,-95.113659,MN,,,,,,14.6
1918,ST ELIZABETH MEDICAL CENTER (241335),2020,Critical Access,Voluntary non-profit - Private,116.0,44.386416,-92.04914,MN,,,,,,14.7
1919,ORTONVILLE AREA HEALTH SERVICES (241342),2020,Critical Access,Government - Local,82.0,45.314769,-96.446563,MN,,,,,,13.9
1920,AVERA GRANITE FALLS (241343),2020,Critical Access,Government - Local,76.0,44.808737,-95.542467,MN,,,,,,14.9
1921,LIFECARE MEDICAL CENTER (241344),2020,Critical Access,Voluntary non-profit - Private,79.0,48.839822,-95.759947,MN,,,,,,14.7
1922,"CARRIS HEALTH - REDWOOD, LLC (241351)",2020,Critical Access,Government - Local,25.0,44.53703,-95.107268,MN,,,,,12.4,16.9
1923,CUYUNA REGIONAL MEDICAL CENTER (241353),2020,Critical Access,Government - Hospital District or Authority,130.0,46.482408,-93.94525,MN,,,,,10.8,15.1
1924,TRI COUNTY HOSPITAL (241354),2020,Critical Access,Voluntary non-profit - Other,25.0,46.446565,-95.132748,MN,,,,,10.7,14.2
1925,GLENCOE REGIONAL HEALTH SERVICES (241355),2020,Critical Access,Voluntary non-profit - Private,132.0,44.77755,-94.151714,MN,,,,,10.6,14.4
1926,MILLE LACS HEALTH SYSTEM (241356),2020,Critical Access,Voluntary non-profit - Private,89.0,46.072467,-93.661823,MN,,,,,10.3,15.9
1927,ESSENTIA HEALTH FOSSTON (241357),2020,Critical Access,Voluntary non-profit - Private,75.0,47.572149,-95.740607,MN,,,,,,15.8
1928,AVERA MARSHALL REGIONAL MEDICAL CTR (241359),2020,Critical Access,Voluntary non-profit - Private,111.0,44.447634,-95.776185,MN,,,8.0,,12.5,18.6
1929,MAYO CLINIC HEALTH SYSTEM-NEW PRAGUE (241361),2020,Critical Access,Voluntary non-profit - Private,20.0,44.545926,-93.574903,MN,,,,,,14.2
1930,CENTRACARE HEALTH - MONTICELLO (241362),2020,Critical Access,Government - Hospital District or Authority,124.0,45.30017,-93.779107,MN,,,,,,14.3
1931,COMMUNITY MEMORIAL HOSPITAL (241364),2020,Critical Access,Voluntary non-profit - Private,76.0,46.731844,-92.462459,MN,,,7.8,,11.7,18.1
1932,FIRSTLIGHT HEALTH SYSTEM (241367),2020,Critical Access,Government - Local,25.0,45.87339,-93.289955,MN,,,7.5,,11.1,12.2
1933,ST GABRIELS HOSPITAL (241370),2020,Critical Access,Voluntary non-profit - Private,25.0,45.967711,-94.362651,MN,,,7.7,,,15.0
1934,SANFORD LUVERNE MEDICAL CENTER (241371),2020,Critical Access,Voluntary non-profit - Private,25.0,43.671605,-96.212523,MN,,,,,,16.1
1935,PERHAM HEALTH (241373),2020,Critical Access,Government - Hospital District or Authority,120.0,46.592685,-95.595165,MN,,,,,,13.7
1936,PIPESTONE COUNTY  MEDICAL CENTER (241374),2020,Critical Access,Government - Local,22.0,43.991082,-96.322107,MN,,,,,,14.6
1937,GLACIAL RIDGE HOSPITAL (241376),2020,Critical Access,Government - Hospital District or Authority,19.0,45.646757,-95.38987,MN,,,,,,14.7
1938,ST FRANCIS MEDICAL CENTER (241377),2020,Critical Access,Voluntary non-profit - Church,122.0,46.291314,-96.590433,MN,,,9.6,,10.8,17.5
1939,NEW ULM MEDICAL CENTER (241378),2020,Critical Access,Voluntary non-profit - Private,33.0,44.312504,-94.475174,MN,,,8.2,,14.0,18.3
1940,ST JOSEPHS AREA  HEALTH SERVICES (241380),2020,Critical Access,Voluntary non-profit - Private,25.0,46.9157,-95.061504,MN,,,8.2,,10.8,18.8
1941,SANFORD MEDICAL CENTER THIEF RIVER FALLS (241381),2020,Critical Access,Voluntary non-profit - Private,30.0,48.088654,-96.197788,MN,,,9.0,,,17.2
1942,UNIVERSITY OF MISSISSIPPI MED CENTER (250001),2020,Acute Care,Government - State,685.0,32.328783,-90.17558,MS,14.7,2.9,10.3,15.8,13.3,15.8
1943,TISHOMINGO HEALTH SERVICES INC (250002),2020,Acute Care,Voluntary non-profit - Private,48.0,34.803686,-88.209218,MS,,,7.9,,10.2,11.8
1944,NORTH MISSISSIPPI MEDICAL CENTER (250004),2020,Acute Care,Voluntary non-profit - Private,627.0,34.242203,-88.717758,MS,13.9,2.9,10.6,15.5,14.2,15.9
1945,BAPTIST MEMORIAL HOSPITAL UNION COUNTY (250006),2020,Acute Care,Voluntary non-profit - Other,98.0,,,MS,,,9.2,13.6,10.8,17.3
1946,MERIT HEALTH BILOXI (250007),2020,Acute Care,Proprietary,190.0,30.396112,-88.890438,MS,12.8,,8.8,15.6,10.8,14.8
1947,MAGNOLIA REGIONAL HEALTH CENTER (250009),2020,Acute Care,Voluntary non-profit - Other,193.0,34.935867,-88.558648,MS,15.9,4.1,7.8,15.1,12.7,18.8
1948,ALLIANCE HEALTHCARE SYSTEM (250012),2020,Acute Care,Physician,40.0,34.786835,-89.415027,MS,,,8.9,,10.5,17.0
1949,TRACE REGIONAL HOSPITAL AND SWING BED (250017),2020,Acute Care,Proprietary,119.0,33.89479,-88.985085,MS,,,,,,13.5
1950,MEMORIAL HOSPITAL AT GULFPORT (250019),2020,Acute Care,Government - Local,431.0,30.366928,-89.114907,MS,13.8,4.5,7.6,15.6,12.5,15.6
1951,WEBSTER GENERAL HOSPITAL/ SWING BED (250020),2020,Acute Care,Voluntary non-profit - Other,38.0,33.534736,-89.266943,MS,,,7.8,11.5,10.5,17.7
1952,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY (250025),2020,Acute Care,Proprietary,95.0,33.977551,-88.477625,MS,,,8.9,13.7,12.5,19.3
1953,WINSTON MEDICAL CENTER & SWINGBED (250027),2020,Acute Care,Voluntary non-profit - Private,136.0,33.124291,-89.036671,MS,,,10.3,,,18.2
1954,MERIT HEALTH RIVER REGION (250031),2020,Acute Care,Proprietary,298.0,32.374802,-90.827497,MS,11.9,,9.3,12.0,12.5,18.9
1955,BAPTIST MEMORIAL HOSPITAL NORTH MS (250034),2020,Acute Care,Voluntary non-profit - Private,209.0,34.346609,-89.5212,MS,12.3,5.1,9.5,13.6,11.9,16.1
1956,GEORGE REGIONAL HEALTH SYSTEM (250036),2020,Acute Care,Government - Local,41.0,30.922235,-88.592853,MS,,,8.6,,15.4,20.3
1957,MERIT HEALTH MADISON (250038),2020,Acute Care,Proprietary,67.0,32.582157,-90.081677,MS,,,8.9,,12.4,15.0
1958,SINGING RIVER HEALTH SYSTEM (250040),2020,Acute Care,Government - Local,393.0,30.374871,-88.532404,MS,14.3,3.5,10.3,15.0,13.3,18.2
1959,NORTHWEST MISSISSIPPI MEDICAL CENTER (250042),2020,Acute Care,Proprietary,181.0,34.197133,-90.552764,MS,12.7,,10.5,13.1,11.8,17.6
1960,NESHOBA COUNTY GENERAL HOSPITAL (250043),2020,Acute Care,Government - Local,207.0,32.757816,-89.105415,MS,,,9.6,,16.0,18.8
1961,BAPTIST MEMORIAL HOSPITAL BOONEVILLE (250044),2020,Acute Care,Voluntary non-profit - Church,55.0,34.656337,-88.565763,MS,,,8.4,,12.2,15.5
1962,ST DOMINIC-JACKSON MEMORIAL HOSPITAL (250048),2020,Acute Care,Voluntary non-profit - Church,548.0,32.333691,-90.165103,MS,12.8,4.2,8.6,14.8,11.3,16.4
1963,BEACHAM MEMORIAL HOSPITAL (250049),2020,Acute Care,Proprietary,34.0,31.145626,-90.45929,MS,,,7.5,,9.7,13.7
1964,OCH REGIONAL MEDICAL CENTER (250050),2020,Acute Care,Government - Local,90.0,33.474957,-88.820554,MS,,,11.5,15.1,12.7,20.7
1965,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN (250057),2020,Acute Care,Voluntary non-profit - Other,96.0,,,MS,,,8.1,,13.8,17.3
1966,SOUTH CENTRAL REG MED CTR (250058),2020,Acute Care,Government - Local,267.0,31.685911,-89.14135,MS,12.8,,12.0,11.7,10.7,16.6
1967,YALOBUSHA GENERAL HOSPITAL (250061),2020,Acute Care,Government - Local,148.0,34.1307,-89.641013,MS,,,7.1,,12.2,14.4
1968,CLAY COUNTY MEDICAL CORPORATION (250067),2020,Acute Care,Voluntary non-profit - Private,54.0,33.618616,-88.661549,MS,,,8.1,13.3,13.6,13.3
1969,RUSH FOUNDATION HOSPITAL (250069),2020,Acute Care,Voluntary non-profit - Private,183.0,32.370664,-88.697779,MS,13.8,,10.7,13.2,12.9,19.5
1970,MERIT HEALTH CENTRAL (250072),2020,Acute Care,Proprietary,336.0,32.286929,-90.255755,MS,12.5,,8.3,13.5,10.0,17.6
1971,WAYNE GENERAL HOSPITAL (250077),2020,Acute Care,Government - Local,61.0,31.673601,-88.633312,MS,,,8.1,13.3,11.6,21.2
1972,FORREST GENERAL HOSPITAL (250078),2020,Acute Care,Government - Local,458.0,,,MS,13.5,3.9,9.7,14.5,15.2,19.6
1973,DELTA REGIONAL MEDICAL CENTER (250082),2020,Acute Care,Government - Local,200.0,33.409907,-91.035243,MS,14.8,,12.3,12.3,12.0,18.8
1974,MERIT HEALTH NATCHEZ (250084),2020,Acute Care,Proprietary,179.0,,,MS,13.3,,10.1,11.7,10.8,19.7
1975,MARION GENERAL HOSPITAL (250085),2020,Acute Care,Voluntary non-profit - Other,47.0,31.256354,-89.806273,MS,,,8.1,,10.8,15.6
1976,BOLIVAR MEDICAL CENTER (250093),2020,Acute Care,Proprietary,199.0,33.747471,-90.708128,MS,,,8.5,,10.0,14.2
1977,MERIT HEALTH WESLEY (250094),2020,Acute Care,Voluntary non-profit - Private,187.0,31.323058,-89.3669,MS,13.5,2.9,8.3,14.6,13.7,15.5
1978,SOUTH SUNFLOWER COUNTY HOSPITAL (250095),2020,Acute Care,Government - Local,48.0,33.457234,-90.65024,MS,,,9.0,,12.6,17.3
1979,CROSSGATES RIVER OAKS HOSPITAL (250096),2020,Acute Care,Proprietary,122.0,32.286214,-90.03596,MS,,,8.8,,13.1,16.2
1980,SOUTHWEST MS REGIONAL MEDICAL CENTER (250097),2020,Acute Care,Government - Local,148.0,,,MS,12.6,3.6,9.6,13.1,14.4,18.8
1981,GREENWOOD LEFLORE HOSPITAL (250099),2020,Acute Care,Government - Local,207.0,33.518254,-90.200189,MS,14.4,,8.8,13.0,11.8,15.7
1982,BAPTIST MEMORIAL HOSPITAL GOLDEN TRIANGLE INC (250100),2020,Acute Care,Voluntary non-profit - Private,272.0,33.526488,-88.429071,MS,12.5,4.2,8.7,13.4,16.5,19.8
1983,MISSISSIPPI BAPTIST MEDICAL CENTER (250102),2020,Acute Care,Voluntary non-profit - Private,527.0,32.314278,-90.178228,MS,12.3,3.9,9.0,10.5,10.5,15.2
1984,ANDERSON REGIONAL MEDICAL CTR (250104),2020,Acute Care,Voluntary non-profit - Private,261.0,32.370775,-88.699858,MS,16.2,6.8,10.7,15.3,13.2,18.1
1985,HIGHLAND COMMUNITY  HOSPITAL (250117),2020,Acute Care,Government - Hospital District or Authority,54.0,30.552471,-89.665422,MS,,,7.6,14.4,12.5,15.3
1986,GARDEN PARK MEDICAL CENTER (250123),2020,Acute Care,Proprietary,129.0,30.44201,-89.092766,MS,,,8.4,,10.4,17.3
1987,MAGEE GENERAL HOSPITAL (250124),2020,Acute Care,Voluntary non-profit - Private,50.0,31.870585,-89.728389,MS,,,8.1,,11.2,14.0
1988,PANOLA MEDICAL CENTER (250128),2020,Acute Care,Proprietary,98.0,34.306319,-89.916488,MS,,,7.4,,11.9,14.0
1989,WHITFIELD MEDICAL SURGICAL HOSPITAL (250134),2020,Acute Care,Government - State,32.0,,,MS,,,,,,19.7
1990,MERIT HEALTH RIVER OAKS (250138),2020,Acute Care,Proprietary,158.0,32.32614,-90.106447,MS,12.5,,8.6,,11.4,16.2
1991,BAPTIST MEMORIAL HOSPITAL DESOTO (250141),2020,Acute Care,Voluntary non-profit - Private,336.0,34.968348,-89.995535,MS,13.3,4.2,9.0,12.1,11.0,15.8
1992,OCHSNER MEDICAL CENTER-HANCOCK (250162),2020,Acute Care,Government - Local,68.0,30.31304,-89.355657,MS,,,7.8,,10.2,14.6
1993,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL (250167),2020,Acute Care,Voluntary non-profit - Private,51.0,34.922615,-89.794873,MS,11.9,,8.4,15.3,13.4,17.8
1994,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA (250168),2020,Acute Care,Government - State,80.0,33.763307,-89.817532,MS,,,8.4,13.8,10.1,21.6
1995,VA GULF COAST HEALTHCARE SYSTEM (25042F),2020,Acute Care (VA),Government - Federal,,,,,,,8.6,,11.6,17.0
1996,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON) (25043F),2020,Acute Care (VA),Government - Federal,,,,,13.6,,8.0,,12.3,13.6
1997,S E LACKEY MEMORIAL HOSPITAL (251300),2020,Critical Access,Voluntary non-profit - Private,94.0,32.365907,-89.470963,MS,,,8.4,,,16.8
1998,TALLAHATCHIE CRITICAL ACCESS HOSPITAL (251304),2020,Critical Access,Government - Local,11.0,34.005079,-90.058165,MS,,,,,,15.5
1999,LAWRENCE COUNTY HOSPITAL CAH (251305),2020,Critical Access,Government - Local,25.0,31.553419,-90.100262,MS,,,,,11.1,15.9
2000,PONTOTOC HEALTH SERVICE INC CAH (251308),2020,Critical Access,Voluntary non-profit - Private,25.0,34.242827,-88.9968,MS,,,7.9,,,14.9
2001,FIELD HEALTH SYSTEM (251309),2020,Critical Access,Government - Local,20.0,,,MS,,,,,12.1,15.6
2002,TYLER HOLMES MEMORIAL HOSPITAL CAH (251312),2020,Critical Access,Voluntary non-profit - Private,25.0,33.490652,-89.737748,MS,,,9.2,,12.1,16.3
2003,BAPTIST MEDICAL CENTER-YAZOO (251313),2020,Critical Access,Voluntary non-profit - Private,27.0,32.85873,-90.403321,MS,,,8.1,,11.1,12.9
2004,BAPTIST MEDICAL CENTER-LEAKE (251315),2020,Critical Access,Voluntary non-profit - Private,43.0,32.738533,-89.51641,MS,,,9.7,,12.8,15.6
2005,H C WATKINS MEMORIAL HOSPITAL INC (251316),2020,Critical Access,Voluntary non-profit - Other,25.0,32.031259,-88.727955,MS,,,,,12.5,14.6
2006,SIMPSON GENERAL HOSPITAL CAH (251317),2020,Critical Access,Voluntary non-profit - Private,35.0,31.968094,-89.886996,MS,,,8.0,,,16.7
2007,NORTH SUNFLOWER MEDICAL CENTER CAH (251318),2020,Critical Access,Government - Local,70.0,33.734839,-90.546823,MS,,,8.0,,10.4,14.3
2008,HOLMES COUNTY HOSPITAL AND CLINICS (251319),2020,Critical Access,Government - State,25.0,33.111077,-90.029741,MS,,,,,12.3,16.2
2009,CLAIBORNE COUNTY HOSPITAL (251320),2020,Critical Access,Government - Local,32.0,31.945992,-90.985395,MS,,,7.7,,9.9,15.0
2010,LAIRD HOSPITAL INC (251322),2020,Critical Access,Voluntary non-profit - Private,25.0,32.559207,-89.102561,MS,,,,,,14.2
2011,SCOTT REGIONAL HOSPITAL CAH (251323),2020,Critical Access,Voluntary non-profit - Private,25.0,32.344625,-89.671295,MS,,,,,11.0,14.9
2012,WALTHALL COUNTY GENERAL HOSPITAL CAH (251324),2020,Critical Access,Government - Local,25.0,31.119583,-90.155618,MS,,,8.8,,,16.5
2013,COVINGTON COUNTY HOSPITAL CAH (251325),2020,Critical Access,Government - Local,30.0,31.638236,-89.554424,MS,,,8.2,,14.5,17.3
2014,JEFFERSON DAVIS GENERAL HOSPITAL (251326),2020,Critical Access,Government - Local,89.0,31.593991,-89.872381,MS,,,,,,17.1
2015,FRANKLIN COUNTY MEMORIAL HOSPITAL (251330),2020,Critical Access,Voluntary non-profit - Other,28.0,31.473248,-90.884924,MS,,,,,12.8,16.0
2016,"BAPTIST MEMORIAL HOSPITAL - CALHOUN, INC. (251331)",2020,Critical Access,Government - Local,56.0,33.869665,-89.317176,MS,,,7.6,,,16.9
2017,CHOCTAW REGIONAL MEDICAL CENTER (251334),2020,Critical Access,Government - Local,52.0,33.318465,-89.182304,MS,,,,,,15.9
2018,JOHN C STENNIS MEMORIAL HOSPITAL (251335),2020,Critical Access,Voluntary non-profit - Private,25.0,32.776819,-88.679122,MS,,,,,,15.9
2019,BAPTIST MEDICAL CENTER ATTALA (251336),2020,Critical Access,Voluntary non-profit - Other,25.0,33.065592,-89.596721,MS,,,8.8,,11.4,18.9
2020,TIPPAH COUNTY HOSPITAL (251337),2020,Critical Access,Government - Local,69.0,34.739322,-88.949512,MS,,,7.7,,13.5,15.4
2021,MERCY HOSPITAL JOPLIN (260001),2020,Acute Care,Voluntary non-profit - Church,222.0,37.034697,-94.511799,MO,12.9,2.5,8.4,13.7,11.7,18.1
2022,COOPER COUNTY COMMUNITY  HOSPITAL (260004),2020,Acute Care,Voluntary non-profit - Other,65.0,38.943533,-92.742075,MO,,,8.7,,12.6,16.7
2023,SSM ST JOSEPH HEALTH CENTER (260005),2020,Acute Care,Voluntary non-profit - Private,394.0,38.780377,-90.484508,MO,12.7,3.0,7.6,13.5,10.8,16.1
2024,MOSAIC LIFE CARE AT ST JOSEPH (260006),2020,Acute Care,Voluntary non-profit - Private,352.0,39.770201,-94.770247,MO,12.6,3.0,7.7,13.4,11.6,13.3
2025,BOTHWELL REGIONAL HEALTH CENTER (260009),2020,Acute Care,Government - Local,127.0,38.699051,-93.222089,MO,12.1,,8.7,13.1,10.8,16.1
2026,SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY (260011),2020,Acute Care,Proprietary,167.0,38.560142,-92.220285,MO,12.9,2.9,9.1,13.5,11.7,17.4
2027,PHELPS COUNTY REGIONAL MEDICAL CENTER (260017),2020,Acute Care,Government - Local,242.0,37.951442,-91.784993,MO,15.0,,10.0,14.6,13.6,19.1
2028,MERCY HOSPITAL ST LOUIS (260020),2020,Acute Care,Voluntary non-profit - Private,902.0,,,MO,11.4,2.4,7.3,13.4,9.1,11.9
2029,NORTHEAST REGIONAL MEDICAL CENTER (260022),2020,Acute Care,Proprietary,83.0,40.192523,-92.590849,MO,12.9,,8.8,,13.6,12.4
2030,MERCY HOSPITAL JEFFERSON (260023),2020,Acute Care,Voluntary non-profit - Private,303.0,38.195962,-90.395423,MO,13.6,,8.8,12.1,10.4,13.5
2031,TEXAS COUNTY MEMORIAL HOSPITAL (260024),2020,Acute Care,Voluntary non-profit - Other,47.0,37.315756,-91.959559,MO,,,8.3,14.4,15.8,15.0
2032,HANNIBAL REGIONAL HOSPITAL (260025),2020,Acute Care,Voluntary non-profit - Private,98.0,39.710595,-91.443967,MO,11.7,,8.8,14.4,14.2,19.3
2033,RESEARCH MEDICAL CENTER (260027),2020,Acute Care,Proprietary,430.0,39.007169,-94.558731,MO,12.5,2.7,7.9,18.0,10.5,18.7
2034,BARNES JEWISH HOSPITAL (260032),2020,Acute Care,Voluntary non-profit - Other,1334.0,,,MO,11.0,1.9,6.8,13.6,10.5,17.1
2035,BATES COUNTY MEMORIAL HOSPITAL (260034),2020,Acute Care,Government - Local,45.0,38.249611,-94.343391,MO,,,7.2,,9.4,14.3
2036,COX MEDICAL CENTERS (260040),2020,Acute Care,Voluntary non-profit - Private,713.0,37.144966,-93.27808,MO,14.6,3.2,8.4,18.6,14.2,15.2
2037,CAPITAL REGION MEDICAL CENTER (260047),2020,Acute Care,Voluntary non-profit - Private,114.0,38.567018,-92.181588,MO,11.7,3.5,9.4,13.2,15.4,16.9
2038,TRUMAN MEDICAL CENTER HOSPITAL HILL (260048),2020,Acute Care,Voluntary non-profit - Private,241.0,39.084815,-94.575799,MO,,,7.4,,11.1,15.5
2039,KANSAS CITY VA MEDICAL CENTER (26004F),2020,Acute Care (VA),Government - Federal,,,,,13.6,,6.7,,9.3,11.6
2040,SSM HEALTH ST. FRANCIS HOSPITAL- MARYVILLE (260050),2020,Acute Care,Voluntary non-profit - Church,55.0,40.326053,-94.874038,MO,,,9.9,,12.6,18.1
2041,MERCY HOSPITAL WASHINGTON (260052),2020,Acute Care,Voluntary non-profit - Private,160.0,38.5522,-91.002023,MO,11.8,,8.1,13.6,13.2,17.4
2042,CAMERON REGIONAL MEDICAL CENTER (260057),2020,Acute Care,Voluntary non-profit - Private,54.0,39.731504,-94.218308,MO,,,8.8,,14.3,20.6
2043,MERCY HOSPITAL LEBANON (260059),2020,Acute Care,Voluntary non-profit - Church,49.0,37.681437,-92.635875,MO,,,8.4,,9.8,15.2
2044,NEVADA REGIONAL MEDICAL CENTER (260061),2020,Acute Care,Government - Local,70.0,37.830534,-94.359703,MO,,,9.0,,11.1,16.4
2045,SAINT LUKES NORTH HOSPITAL (260062),2020,Acute Care,Voluntary non-profit - Private,133.0,39.246883,-94.647898,MO,11.8,,8.6,11.8,11.7,17.4
2046,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN (260064),2020,Acute Care,Voluntary non-profit - Private,56.0,39.172921,-91.877238,MO,13.0,,9.5,,10.9,20.5
2047,MERCY HOSPITAL SPRINGFIELD (260065),2020,Acute Care,Voluntary non-profit - Church,690.0,37.177969,-93.275276,MO,11.4,2.5,8.0,14.0,10.3,14.2
2048,BOONE HOSPITAL CENTER (260068),2020,Acute Care,Voluntary non-profit - Other,328.0,38.950669,-92.317039,MO,10.5,2.2,8.6,15.5,11.6,15.9
2049,PEMISCOT COUNTY MEMORIAL HOSPITAL (260070),2020,Acute Care,Government - Hospital District or Authority,198.0,36.236855,-89.739975,MO,,,9.3,,9.7,17.5
2050,MOBERLY REGIONAL MEDICAL CENTER (260074),2020,Acute Care,Proprietary,75.0,39.423879,-92.414216,MO,12.2,,8.8,,10.0,13.5
2051,MERCY HOSPITAL SOUTH (260077),2020,Acute Care,Voluntary non-profit - Private,746.0,38.509739,-90.37775,MO,11.7,3.2,6.3,13.3,12.1,15.9
2052,OZARKS MEDICAL CENTER (260078),2020,Acute Care,Voluntary non-profit - Other,104.0,36.737992,-91.875552,MO,13.1,3.1,9.7,16.9,14.0,18.6
2053,POPLAR BLUFF VA MEDICAL CENTER (26007F),2020,Acute Care (VA),Government - Federal,,,,,,,6.7,,10.4,11.1
2054,SSM ST CLARE HEALTH CENTER (260081),2020,Acute Care,Voluntary non-profit - Private,180.0,38.529043,-90.473625,MO,11.6,3.2,7.9,14.4,10.8,15.8
2055,ST JOSEPH MEDICAL CENTER (260085),2020,Acute Care,Voluntary non-profit - Private,183.0,38.934471,-94.605342,MO,10.9,2.4,6.1,10.9,8.8,13.7
2056,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS (260091),2020,Acute Care,Voluntary non-profit - Private,609.0,38.633943,-90.310138,MO,12.9,,7.3,11.8,10.5,14.4
2057,COX MEDICAL CENTER BRANSON (260094),2020,Acute Care,Voluntary non-profit - Private,139.0,36.650541,-93.220376,MO,12.2,,7.6,13.7,11.2,14.0
2058,CENTERPOINT MEDICAL CENTER (260095),2020,Acute Care,Voluntary non-profit - Private,246.0,39.047771,-94.349313,MO,12.7,2.5,6.7,14.2,12.2,17.9
2059,NORTH KANSAS CITY HOSPITAL (260096),2020,Acute Care,Government - Local,417.0,39.15081,-94.551852,MO,12.2,2.4,8.3,10.9,11.6,17.5
2060,WESTERN MISSOURI MEDICAL CENTER (260097),2020,Acute Care,Government - Hospital District or Authority,64.0,38.766474,-93.723701,MO,,,9.8,,10.6,16.9
