,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Abdominopelvic accidental puncture or laceration rate (PSI 15),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Iatrogenic pneumothorax rate (PSI 6),Infections from a large venous catheter (PSI 7),Patient safety and adverse events composite (PSI 90),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
1836,MIDMICHIGAN MEDICAL CENTER-GLADWIN (231325),2017,Critical Access,Voluntary non-profit - Private,25.0,43.975731,-84.495354,MI,,,,7.1,,12.2,,,,15.2
1837,SPARROW CLINTON HOSPITAL (231326),2017,Critical Access,Proprietary,25.0,42.993435,-84.555808,MI,,,,8.6,,16.9,,,,12.9
1838,HAYES GREEN BEACH MEMORIAL HOSPITAL (231327),2017,Critical Access,Voluntary non-profit - Other,25.0,42.564928,-84.831826,MI,,,,8.8,,12.1,,,,14.4
1839,ALLEGAN GENERAL HOSPITAL (231328),2017,Critical Access,Voluntary non-profit - Other,25.0,42.520259,-85.856939,MI,,,,9.0,,14.2,,,,13.7
1840,CARO COMMUNITY HOSPITAL (231329),2017,Critical Access,Voluntary non-profit - Private,25.0,43.493151,-83.407157,MI,,,,,,,,,,17.3
1841,MARLETTE REGIONAL HOSPITAL (231330),2017,Critical Access,Voluntary non-profit - Private,70.0,43.332579,-83.08016,MI,,,,7.6,,12.0,,,,14.4
1842,SPARROW IONIA HOSPITAL (231331),2017,Critical Access,Voluntary non-profit - Private,24.0,42.935608,-85.07478,MI,,,,6.8,,13.7,,,,14.9
1843,BRONSON LAKEVIEW HOSPITAL (231332),2017,Critical Access,Government - Hospital District or Authority,33.0,42.221036,-85.898014,MI,,,,7.3,,11.9,,,,14.2
1844,ASPIRUS IRONWOOD HOSPITAL (231333),2017,Critical Access,Voluntary non-profit - Private,25.0,46.478193,-90.104689,MI,,,,7.4,14.1,13.1,,,,17.8
1845,PROMEDICA HERRICK HOSPITAL (231334),2017,Critical Access,Government - Federal,35.0,42.002909,-83.93755,MI,,,,8.0,15.2,11.6,,,,14.9
1846,ST FRANCIS HOSPITAL (231337),2017,Critical Access,Voluntary non-profit - Church,25.0,45.74576,-87.094853,MI,13.9,,,7.0,14.9,13.6,,,,17.2
1847,SPECTRUM HEALTH GERBER MEMORIAL (231338),2017,Critical Access,Voluntary non-profit - Private,25.0,43.464383,-85.950763,MI,,,,9.9,13.0,10.9,,,,14.4
1848,NORTH MEMORIAL MEDICAL CENTER (240001),2017,Acute Care,Voluntary non-profit - Private,398.0,45.014214,-93.321172,MN,14.3,,3.7,8.5,15.6,10.9,,,,15.8
1849,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER (240002),2017,Acute Care,Voluntary non-profit - Private,335.0,46.792843,-92.096395,MN,12.2,,2.7,9.5,15.8,13.4,,,,14.3
1850,HENNEPIN COUNTY MEDICAL CENTER 1 (240004),2017,Acute Care,Government - Local,469.0,44.97285,-93.262707,MN,12.9,,,6.9,15.7,10.2,,,,13.7
1851,OLMSTED MEDICAL CENTER (240006),2017,Acute Care,Voluntary non-profit - Private,61.0,44.020994,-92.439958,MN,,,,,,11.0,,,,16.7
1852,MAYO CLINIC HOSPITAL ROCHESTER (240010),2017,Acute Care,Voluntary non-profit - Church,1151.0,44.021643,-92.481355,MN,11.7,,2.0,7.0,15.9,8.1,,,,13.2
1853,NORTHFIELD HOSPITAL (240014),2017,Acute Care,Government - Local,77.0,44.471386,-93.191159,MN,,,,7.1,,12.2,,,,14.6
1854,MAYO CLINIC HEALTH SYSTEM IN RED WING (240018),2017,Acute Care,Voluntary non-profit - Private,62.0,44.560274,-92.575197,MN,,,,7.6,14.3,11.5,,,,17.6
1855,ESSENTIA HEALTH DULUTH (240019),2017,Acute Care,Voluntary non-profit - Private,141.0,46.793074,-92.094155,MN,,,,,,,,,,16.4
1856,CAMBRIDGE MEDICAL CENTER (240020),2017,Acute Care,Voluntary non-profit - Private,72.0,45.56657,-93.229319,MN,,,,7.4,,11.5,,,,14.3
1857,SANFORD WORTHINGTON MEDICAL CENTER (240022),2017,Acute Care,Voluntary non-profit - Private,48.0,43.621858,-95.599179,MN,,,,7.4,,10.4,,,,13.8
1858,DOUGLAS COUNTY HOSPITAL (240030),2017,Acute Care,Government - Local,99.0,45.872669,-95.37638,MN,,,,8.0,,13.7,,,,13.0
1859,ST CLOUD HOSPITAL (240036),2017,Acute Care,Voluntary non-profit - Private,482.0,45.575325,-94.17045,MN,12.7,,3.6,7.5,9.9,8.9,,,,13.5
1860,UNITED HOSPITAL (240038),2017,Acute Care,Voluntary non-profit - Private,372.0,44.94185,-93.108302,MN,12.1,,2.6,7.8,14.6,13.5,,,,14.4
1861,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS (240040),2017,Acute Care,Voluntary non-profit - Other,78.0,47.411053,-92.929534,MN,,,,8.4,13.4,12.5,,,,19.5
1862,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA (240043),2017,Acute Care,Voluntary non-profit - Private,126.0,43.651558,-93.372469,MN,16.0,,,7.8,13.2,11.1,,,,14.4
1863,WINONA HEALTH SERVICES (240044),2017,Acute Care,Voluntary non-profit - Private,54.0,44.033016,-91.622136,MN,12.8,,,9.0,14.7,10.1,,,,14.0
1864,ST LUKES HOSPITAL (240047),2017,Acute Care,Voluntary non-profit - Private,267.0,46.797027,-92.087038,MN,12.2,,2.3,8.6,14.1,13.0,,,,16.7
1865,FAIRVIEW LAKES MEDICAL CENTER (240050),2017,Acute Care,Voluntary non-profit - Private,54.0,45.322267,-92.998466,MN,,,,8.0,14.0,10.9,,,,15.4
1866,LAKE REGION HEALTHCARE CORPORATION (240052),2017,Acute Care,Voluntary non-profit - Private,103.0,46.277138,-96.072407,MN,14.5,,,8.6,16.2,11.8,,,,17.1
1867,PARK NICOLLET METHODIST HOSPITAL (240053),2017,Acute Care,Voluntary non-profit - Private,374.0,44.927054,-93.362391,MN,13.0,,2.9,7.3,14.1,11.7,,,,12.8
1868,RIDGEVIEW MEDICAL CENTER (240056),2017,Acute Care,Voluntary non-profit - Private,118.0,44.843306,-93.790772,MN,13.8,,,8.3,12.5,13.0,,,,17.3
1869,ABBOTT NORTHWESTERN HOSPITAL (240057),2017,Acute Care,Voluntary non-profit - Private,670.0,44.951954,-93.262248,MN,12.8,,3.3,9.6,13.2,11.7,,,,13.6
1870,REGINA HOSPITAL (240059),2017,Acute Care,Voluntary non-profit - Church,61.0,44.747131,-92.871399,MN,,,,8.2,,14.2,,,,14.8
1871,ST JOSEPH'S HOSPITAL (240063),2017,Acute Care,Voluntary non-profit - Private,210.0,44.949062,-93.100127,MN,14.1,,2.9,9.1,15.6,10.5,,,,12.6
1872,GRAND ITASCA CLINIC AND HOSPITAL (240064),2017,Acute Care,Voluntary non-profit - Private,38.0,47.221039,-93.554716,MN,,,,8.6,15.1,13.3,,,,15.8
1873,LAKEVIEW MEMORIAL HOSPITAL (240066),2017,Acute Care,Voluntary non-profit - Private,68.0,45.048126,-92.818489,MN,,,,7.5,14.0,11.6,,,,15.2
1874,OWATONNA HOSPITAL (240069),2017,Acute Care,Voluntary non-profit - Other,40.0,44.109798,-93.236301,MN,,,,7.4,14.0,15.2,,,,15.5
1875,DISTRICT ONE HOSPITAL (240071),2017,Acute Care,Voluntary non-profit - Private,34.0,44.288715,-93.256022,MN,,,,7.7,,11.1,,,,14.4
1876,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER (240075),2017,Acute Care,Voluntary non-profit - Private,144.0,46.362509,-94.205143,MN,11.4,,,7.1,12.8,11.7,,,,14.8
1877,BUFFALO HOSPITAL (240076),2017,Acute Care,Voluntary non-profit - Other,42.0,45.1932,-93.87053,MN,,,,7.7,,11.0,,,,14.5
1878,FAIRVIEW SOUTHDALE HOSPITAL (240078),2017,Acute Care,Voluntary non-profit - Other,333.0,44.886279,-93.328857,MN,11.4,,2.9,7.2,16.7,11.0,,,,15.5
1879,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW (240080)",2017,Acute Care,Voluntary non-profit - Private,832.0,44.966335,-93.23812,MN,14.5,,2.6,7.7,13.3,11.5,,,,15.3
1880,ESSENTIA HEALTH VIRGINIA (240084),2017,Acute Care,Government - Local,146.0,47.530711,-92.548797,MN,,,,7.8,,12.0,,,,16.5
1881,RICE MEMORIAL HOSPITAL (240088),2017,Acute Care,Government - Local,164.0,45.120514,-95.046366,MN,,,,9.2,14.5,12.5,,,,13.7
1882,MAYO CLINIC HEALTH SYSTEM - MANKATO (240093),2017,Acute Care,Voluntary non-profit - Private,168.0,44.165047,-93.983738,MN,12.2,,,8.2,13.2,10.3,,,,16.4
1883,SANFORD BEMIDJI MEDICAL CENTER (240100),2017,Acute Care,Voluntary non-profit - Private,192.0,47.505009,-94.898125,MN,13.0,,,8.6,14.9,9.5,,,,14.4
1884,ESSENTIA HEALTH ST MARYS - DETROIT LAKES (240101),2017,Acute Care,Voluntary non-profit - Church,133.0,46.815307,-95.845453,MN,,,,8.0,,10.8,,,,14.6
1885,ST FRANCIS REGIONAL MEDICAL CENTER (240104),2017,Acute Care,Voluntary non-profit - Church,85.0,44.770075,-93.503569,MN,,,,7.6,13.9,14.3,,,,14.9
1886,REGIONS HOSPITAL (240106),2017,Acute Care,Voluntary non-profit - Private,450.0,44.955338,-93.096277,MN,15.5,,3.7,8.6,14.5,12.6,,,,19.5
1887,MERCY HOSPITAL (240115),2017,Acute Care,Voluntary non-profit - Private,360.0,45.183842,-93.368221,MN,12.7,,3.8,7.4,14.7,10.6,,,,12.5
1888,UNITY HOSPITAL (240132),2017,Acute Care,Voluntary non-profit - Other,194.0,,,MN,12.4,,,6.5,16.6,11.5,,,,15.1
1889,FAIRVIEW NORTHLAND REGIONAL HOSPITAL (240141),2017,Acute Care,Voluntary non-profit - Other,38.0,45.55888,-93.588931,MN,,,,7.8,14.4,12.4,,,,16.8
1890,MAYO CLINIC HEALTH SYSTEM - FAIRMONT (240166),2017,Acute Care,Voluntary non-profit - Private,78.0,43.637688,-94.451728,MN,13.5,,,8.5,,13.1,,,,17.7
1891,HUTCHINSON HEALTH (240187),2017,Acute Care,Voluntary non-profit - Private,119.0,44.875105,-94.375533,MN,,,,7.7,,11.6,,,,13.5
1892,FAIRVIEW RIDGES HOSPITAL (240207),2017,Acute Care,Voluntary non-profit - Church,170.0,44.749947,-93.274858,MN,14.4,,,8.7,14.1,10.7,,,,14.3
1893,HEALTHEAST ST JOHN'S HOSPITAL (240210),2017,Acute Care,Voluntary non-profit - Private,184.0,45.028131,-93.033508,MN,12.9,,,8.8,13.3,11.1,,,,14.7
1894,HEALTHEAST WOODWINDS HOSPITAL (240213),2017,Acute Care,Voluntary non-profit - Private,86.0,44.92351,-92.975353,MN,,,,9.7,13.1,11.8,,,,13.4
1895,MAPLE GROVE HOSPITAL (240214),2017,Acute Care,Voluntary non-profit - Private,121.0,45.133377,-93.479488,MN,,,,7.1,,10.1,,,,13.6
1896,SANFORD TRACY MEDICAL CENTER (241303),2017,Critical Access,Voluntary non-profit - Private,25.0,44.232237,-95.60675,MN,,,,,,11.7,,,,
1897,RIVERWOOD HEALTHCARE CENTER (241305),2017,Critical Access,Voluntary non-profit - Private,25.0,46.529202,-93.696808,MN,,,,7.3,,10.2,,,,15.0
1898,RENVILLE COUNTY HOSPITAL AND CLINICS (241306),2017,Critical Access,Government - Local,26.0,,,MN,,,,,,,,,,15.6
1899,COOK HOSPITAL (241312),2017,Critical Access,Government - Hospital District or Authority,42.0,47.853468,-92.680032,MN,,,,,,,,,,14.4
1900,SANFORD JACKSON MEDICAL CENTER (241315),2017,Critical Access,Voluntary non-profit - Private,15.0,43.623723,-95.004516,MN,,,,,,,,,,16.7
1901,MURRAY COUNTY MEMORIAL HOSPITAL (241319),2017,Critical Access,Government - Local,23.0,43.992795,-95.759226,MN,,,,,,12.4,,,,15.0
1902,RIVERVIEW HOSPITAL (241320),2017,Critical Access,Voluntary non-profit - Private,56.0,47.772083,-96.618106,MN,,,,,,11.9,,,,17.1
1903,RAINY LAKE MEDICAL CENTER (241322),2017,Critical Access,Voluntary non-profit - Private,20.0,48.593984,-93.430774,MN,,,,,,12.1,,,,
1904,CHIPPEWA COUNTY HOSPITAL (241325),2017,Critical Access,Government - Local,25.0,44.953989,-95.713586,MN,,,,,,13.5,,,,16.4
1905,SLEEPY EYE MUNICIPAL HOSPITAL (241327),2017,Critical Access,Government - Local,18.0,44.299319,-94.727315,MN,,,,,,12.8,,,,14.2
1906,LAKEWOOD HEALTH SYSTEM (241329),2017,Critical Access,Voluntary non-profit - Other,135.0,46.350869,-94.748393,MN,,,,,,,,,,15.5
1907,CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL (241330),2017,Critical Access,Voluntary non-profit - Private,95.0,45.674916,-94.823435,MN,,,,,,,,,,15.0
1908,WINDOM AREA HOSPITAL (241332),2017,Critical Access,Government - Local,20.0,43.878587,-95.113659,MN,,,,,,,,,,16.4
1909,ST ELIZABETH MEDICAL CENTER (241335),2017,Critical Access,Voluntary non-profit - Private,116.0,44.386416,-92.04914,MN,,,,,,,,,,17.3
1910,ORTONVILLE AREA HEALTH SERVICES (241342),2017,Critical Access,Government - Local,82.0,45.314769,-96.446563,MN,,,,,,,,,,16.2
1911,MUNICIPAL HOSPITAL AND GRANITE MANOR (241343),2017,Critical Access,Government - Local,76.0,44.808737,-95.542467,MN,,,,7.6,,,,,,15.1
1912,LIFECARE MEDICAL CENTER (241344),2017,Critical Access,Voluntary non-profit - Private,79.0,48.839822,-95.759947,MN,,,,,,,,,,14.6
1913,MAYO CLINIC HEALTH SYSTEM - CANNON FALLS (241346),2017,Critical Access,Voluntary non-profit - Private,16.0,44.4859,-92.90325,MN,,,,,,,,,,15.5
1914,SANFORD CANBY MEDICAL CENTER (241347),2017,Critical Access,Government - Hospital District or Authority,84.0,44.707899,-96.277555,MN,,,,,,,,,,14.4
1915,CENTRA CARE HEALTH PAYNESVILLE (241349),2017,Critical Access,Voluntary non-profit - Private,66.0,45.374893,-94.716253,MN,,,,,,,,,,15.3
1916,MERCY HOSPITAL (241350),2017,Critical Access,Government - Hospital District or Authority,25.0,46.442545,-92.775725,MN,,,,,,,,,,16.8
1917,REDWOOD AREA HOSPITAL (241351),2017,Critical Access,Government - Local,25.0,44.53703,-95.107268,MN,,,,,,13.9,,,,17.0
1918,MAYO CLINIC HEALTH SYSTEM - SPRINGFIELD (241352),2017,Critical Access,Voluntary non-profit - Private,24.0,44.245747,-94.971649,MN,,,,,,,,,,14.1
1919,CUYUNA REGIONAL MEDICAL CENTER (241353),2017,Critical Access,Government - Hospital District or Authority,130.0,46.482408,-93.94525,MN,,,,8.1,,14.0,,,,15.8
1920,TRI COUNTY HOSPITAL (241354),2017,Critical Access,Voluntary non-profit - Other,25.0,46.446565,-95.132748,MN,,,,,,13.1,,,,14.2
1921,GLENCOE REGIONAL HEALTH SERVICES (241355),2017,Critical Access,Voluntary non-profit - Private,132.0,44.77755,-94.151714,MN,,,,,,10.8,,,,15.3
1922,MILLE LACS HEALTH SYSTEM (241356),2017,Critical Access,Voluntary non-profit - Private,89.0,46.072467,-93.661823,MN,,,,,,11.3,,,,15.6
1923,ESSENTIA HEALTH FOSSTON (241357),2017,Critical Access,Voluntary non-profit - Private,75.0,47.572149,-95.740607,MN,,,,,,,,,,15.2
1924,AVERA MARSHALL REGIONAL MEDICAL CTR (241359),2017,Critical Access,Voluntary non-profit - Private,111.0,44.447634,-95.776185,MN,,,,,,12.3,,,,16.2
1925,DEER RIVER HEALTHCARE CENTER (241360),2017,Critical Access,Voluntary non-profit - Private,52.0,47.343503,-93.791299,MN,,,,,,,,,,15.4
1926,MAYO CLINIC HEALTH SYSTEM - NEW PRAGUE (241361),2017,Critical Access,Voluntary non-profit - Private,20.0,44.545926,-93.574903,MN,,,,,,11.8,,,,15.5
1927,CENTRACARE HEALTH - MONTICELLO (241362),2017,Critical Access,Government - Hospital District or Authority,124.0,45.30017,-93.779107,MN,,,,,,13.4,,,,13.9
1928,COMMUNITY MEMORIAL HOSPITAL (241364),2017,Critical Access,Voluntary non-profit - Private,76.0,46.731844,-92.462459,MN,,,,8.6,,13.4,,,,16.8
1929,MEEKER MEMORIAL HOSPITAL (241366),2017,Critical Access,Proprietary,32.0,45.120003,-94.528031,MN,,,,,,,,,,17.1
1930,FIRSTLIGHT HEALTH SYSTEM (241367),2017,Critical Access,Government - Local,25.0,45.87339,-93.289955,MN,,,,7.6,,12.1,,,,15.5
1931,UNITED HOSPITAL DISTRICT (241369),2017,Critical Access,Government - Hospital District or Authority,25.0,43.63429,-94.100884,MN,,,,,,12.9,,,,16.7
1932,ST GABRIELS HOSPITAL (241370),2017,Critical Access,Voluntary non-profit - Private,25.0,45.967711,-94.362651,MN,,,,,,,,,,16.0
1933,SANFORD LUVERNE MEDICAL CENTER (241371),2017,Critical Access,Voluntary non-profit - Private,25.0,43.671605,-96.212523,MN,,,,,,14.7,,,,17.9
1934,PERHAM HEALTH (241373),2017,Critical Access,Government - Hospital District or Authority,120.0,46.592685,-95.595165,MN,,,,,,10.9,,,,14.8
1935,PIPESTONE COUNTY  MEDICAL CENTER (241374),2017,Critical Access,Government - Local,22.0,43.991082,-96.322107,MN,,,,,,,,,,17.8
1936,GLACIAL RIDGE HOSPITAL (241376),2017,Critical Access,Government - Hospital District or Authority,19.0,45.646757,-95.38987,MN,,,,,,13.7,,,,16.9
1937,ST FRANCIS MEDICAL CENTER (241377),2017,Critical Access,Voluntary non-profit - Church,122.0,46.291314,-96.590433,MN,,,,8.7,,15.3,,,,18.3
1938,NEW ULM MEDICAL CENTER (241378),2017,Critical Access,Voluntary non-profit - Private,33.0,44.312504,-94.475174,MN,,,,7.1,14.4,12.4,,,,14.2
1939,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES (241379),2017,Critical Access,Voluntary non-profit - Private,12.0,45.992223,-95.957777,MN,,,,,,,,,,15.2
1940,ST JOSEPHS AREA  HEALTH SERVICES (241380),2017,Critical Access,Voluntary non-profit - Private,25.0,46.9157,-95.061504,MN,,,,9.3,,14.2,,,,17.9
1941,SANFORD MEDICAL CENTER THIEF RIVER FALLS (241381),2017,Critical Access,Voluntary non-profit - Private,30.0,48.088654,-96.197788,MN,,,,,,,,,,15.3
1942,UNIVERSITY OF MISSISSIPPI MED CENTER (250001),2017,Acute Care,Government - State,685.0,32.328783,-90.17558,MS,15.0,,3.0,11.7,16.7,13.4,,,,17.5
1943,TISHOMINGO HEALTH SERVICES INC (250002),2017,Acute Care,Voluntary non-profit - Private,48.0,34.803686,-88.209218,MS,,,,6.3,,12.2,,,,15.2
1944,NORTH MISSISSIPPI MEDICAL CENTER (250004),2017,Acute Care,Voluntary non-profit - Private,627.0,34.242203,-88.717758,MS,14.0,,3.9,8.7,16.9,13.0,,,,19.0
1945,BAPTIST MEMORIAL HOSPITAL UNION COUNTY (250006),2017,Acute Care,Voluntary non-profit - Other,98.0,,,MS,16.0,,,7.0,14.3,14.3,,,,16.4
1946,MERIT HEALTH BILOXI (250007),2017,Acute Care,Proprietary,190.0,30.396112,-88.890438,MS,14.6,,,6.6,13.6,10.7,,,,15.4
1947,MAGNOLIA REGIONAL HEALTH CENTER (250009),2017,Acute Care,Voluntary non-profit - Other,193.0,34.935867,-88.558648,MS,18.0,,7.1,8.2,15.6,11.5,,,,21.7
1948,ALLIANCE HEALTHCARE SYSTEM (250012),2017,Acute Care,Physician,40.0,34.786835,-89.415027,MS,,,,7.8,,12.1,,,,16.5
1949,TRACE REGIONAL HOSP AND SWING BED (250017),2017,Acute Care,Proprietary,119.0,33.89479,-88.985085,MS,,,,7.1,,11.7,,,,16.7
1950,MEMORIAL HOSPITAL AT GULFPORT (250019),2017,Acute Care,Government - Local,431.0,30.366928,-89.114907,MS,15.0,,4.2,8.5,14.9,11.9,,,,16.9
1951,WEBSTER GENERAL HOSPITAL/ SWING BED (250020),2017,Acute Care,Voluntary non-profit - Other,38.0,33.534736,-89.266943,MS,,,,7.4,11.6,12.3,,,,16.1
1952,MERIT HEALTH GILMORE MEMORIAL (250025),2017,Acute Care,Proprietary,95.0,33.977551,-88.477625,MS,,,,7.8,12.4,11.8,,,,18.4
1953,WINSTON MEDICAL CENTER & SWINGBED (250027),2017,Acute Care,Voluntary non-profit - Private,136.0,33.124291,-89.036671,MS,,,,,,,,,,20.5
1954,MERIT HEALTH RIVER REGION (250031),2017,Acute Care,Proprietary,298.0,32.374802,-90.827497,MS,16.0,,4.8,11.3,13.4,10.1,,,,14.6
1955,BAPTIST MEMORIAL HOSPITAL NORTH MS (250034),2017,Acute Care,Voluntary non-profit - Private,209.0,34.346609,-89.5212,MS,14.2,,3.3,7.5,12.6,13.0,,,,17.5
1956,GEORGE REGIONAL HEALTH SYSTEM (250036),2017,Acute Care,Government - Local,41.0,30.922235,-88.592853,MS,,,,8.5,15.5,13.9,,,,15.3
1957,MERIT HEALTH MADISON (250038),2017,Acute Care,Proprietary,67.0,32.582157,-90.081677,MS,,,,8.2,,11.4,,,,15.3
1958,SINGING RIVER HOSPITAL (250040),2017,Acute Care,Government - Local,393.0,30.374871,-88.532404,MS,13.3,,3.1,9.2,13.6,13.7,,,,19.0
1959,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER (250042),2017,Acute Care,Proprietary,181.0,34.197133,-90.552764,MS,14.3,,,9.0,14.1,12.9,,,,14.9
1960,NESHOBA COUNTY GENERAL HOSPITAL (250043),2017,Acute Care,Government - Local,207.0,32.757816,-89.105415,MS,,,,8.8,14.6,12.4,,,,16.1
1961,BAPTIST MEMORIAL HOSPITAL BOONEVILLE (250044),2017,Acute Care,Voluntary non-profit - Church,55.0,34.656337,-88.565763,MS,,,,8.7,,13.0,,,,22.2
1962,ST DOMINIC-JACKSON MEMORIAL HOSPITAL (250048),2017,Acute Care,Voluntary non-profit - Church,548.0,32.333691,-90.165103,MS,13.8,,3.6,8.0,12.1,10.9,,,,16.9
1963,BEACHAM MEMORIAL HOSPITAL (250049),2017,Acute Care,Proprietary,34.0,31.145626,-90.45929,MS,,,,7.0,12.9,10.3,,,,13.7
1964,OCH REGIONAL MEDICAL CENTER (250050),2017,Acute Care,Government - Local,90.0,33.474957,-88.820554,MS,,,,8.2,14.8,11.3,,,,18.8
1965,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN (250057),2017,Acute Care,Voluntary non-profit - Other,96.0,,,MS,,,,6.8,15.6,13.6,,,,19.1
1966,SOUTH CENTRAL REG MED CTR (250058),2017,Acute Care,Government - Local,267.0,31.685911,-89.14135,MS,12.4,,,8.8,15.4,12.9,,,,16.5
1967,YALOBUSHA GENERAL HOSPITAL (250061),2017,Acute Care,Government - Local,148.0,34.1307,-89.641013,MS,,,,7.1,,12.2,,,,17.0
1968,CLAY COUNTY MEDICAL CENTER (250067),2017,Acute Care,Voluntary non-profit - Private,54.0,33.618616,-88.661549,MS,,,,7.2,13.6,11.1,,,,16.6
1969,RUSH FOUNDATION HOSPITAL (250069),2017,Acute Care,Voluntary non-profit - Private,183.0,32.370664,-88.697779,MS,14.7,,3.3,7.8,14.2,12.5,,,,20.6
1970,MERIT HEALTH CENTRAL (250072),2017,Acute Care,Proprietary,336.0,32.286929,-90.255755,MS,14.5,,3.8,8.4,12.4,10.9,,,,17.0
1971,WAYNE GENERAL HOSPITAL (250077),2017,Acute Care,Government - Local,61.0,31.673601,-88.633312,MS,,,,7.1,15.3,13.1,,,,16.7
1972,FORREST GENERAL HOSPITAL (250078),2017,Acute Care,Government - Local,458.0,,,MS,12.9,,5.0,8.0,17.6,12.5,,,,20.3
1973,DELTA REGIONAL MEDICAL CENTER (250082),2017,Acute Care,Government - Local,200.0,33.409907,-91.035243,MS,12.7,,,9.0,15.5,11.6,,,,20.7
1974,MERIT HEALTH NATCHEZ (250084),2017,Acute Care,Proprietary,179.0,,,MS,15.5,,,8.3,14.0,13.4,,,,19.6
1975,MARION GENERAL HOSPITAL (250085),2017,Acute Care,Voluntary non-profit - Other,47.0,31.256354,-89.806273,MS,,,,7.0,,10.0,,,,16.9
1976,BOLIVAR MEDICAL CENTER (250093),2017,Acute Care,Proprietary,199.0,33.747471,-90.708128,MS,,,,10.4,14.4,13.0,,,,18.0
1977,MERIT HEALTH WESLEY (250094),2017,Acute Care,Voluntary non-profit - Private,187.0,31.323058,-89.3669,MS,14.0,,3.8,7.2,14.4,11.6,,,,15.5
1978,SOUTH SUNFLOWER COUNTY HOSPITAL (250095),2017,Acute Care,Government - Local,48.0,33.457234,-90.65024,MS,,,,7.0,14.8,10.6,,,,13.9
1979,MERIT HEALTH RANKIN (250096),2017,Acute Care,Proprietary,122.0,32.286214,-90.03596,MS,,,,7.5,,9.4,,,,16.2
1980,SOUTHWEST MS REGIONAL MEDICAL CENTER (250097),2017,Acute Care,Government - Local,148.0,,,MS,13.4,,3.8,9.0,15.1,13.4,,,,18.0
1981,GREENWOOD LEFLORE HOSPITAL (250099),2017,Acute Care,Government - Local,207.0,33.518254,-90.200189,MS,14.0,,,8.2,16.2,13.0,,,,17.1
1982,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC (250100),2017,Acute Care,Voluntary non-profit - Private,272.0,33.526488,-88.429071,MS,14.6,,4.1,9.0,14.7,15.7,,,,18.3
1983,MISSISSIPPI BAPTIST MEDICAL CENTER (250102),2017,Acute Care,Voluntary non-profit - Private,527.0,32.314278,-90.178228,MS,13.6,,3.0,8.1,12.1,11.7,,,,14.8
1984,ANDERSON REGIONAL MEDICAL CTR (250104),2017,Acute Care,Voluntary non-profit - Private,261.0,32.370775,-88.699858,MS,14.1,,4.1,8.5,14.8,11.1,,,,17.7
1985,HIGHLAND COMMUNITY  HOSPITAL (250117),2017,Acute Care,Government - Hospital District or Authority,54.0,30.552471,-89.665422,MS,,,,8.5,17.4,13.3,,,,17.2
1986,GARDEN PARK MEDICAL CENTER (250123),2017,Acute Care,Proprietary,129.0,30.44201,-89.092766,MS,,,,7.6,14.1,14.3,,,,16.6
1987,MAGEE GENERAL HOSPITAL (250124),2017,Acute Care,Voluntary non-profit - Private,50.0,31.870585,-89.728389,MS,,,,7.7,,13.3,,,,17.2
1988,NORTH OAK REGIONAL MEDICAL CENTER (250126),2017,Acute Care,Proprietary,41.0,,,MS,,,,7.2,,12.1,,,,13.9
1989,MERIT HEALTH BATESVILLE (250128),2017,Acute Care,Proprietary,98.0,34.306319,-89.916488,MS,,,,7.6,,11.7,,,,15.5
1990,MERIT HEALTH RIVER OAKS (250138),2017,Acute Care,Proprietary,158.0,32.32614,-90.106447,MS,,,,8.3,14.0,14.4,,,,18.1
1991,BAPTIST MEMORIAL HOSPITAL DESOTO (250141),2017,Acute Care,Voluntary non-profit - Private,336.0,34.968348,-89.995535,MS,14.1,,4.5,9.5,11.6,11.0,,,,14.8
1992,HANCOCK MEDICAL CENTER (250162),2017,Acute Care,Government - Local,68.0,30.31304,-89.355657,MS,,,,8.1,,11.0,,,,13.3
1993,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL (250167),2017,Acute Care,Voluntary non-profit - Private,51.0,34.922615,-89.794873,MS,,,,8.4,13.9,13.6,,,,17.1
1994,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA (250168),2017,Acute Care,Government - State,80.0,33.763307,-89.817532,MS,13.4,,,8.0,13.5,14.6,,,,18.2
1995,LACKEY MEMORIAL HOSPITAL (251300),2017,Critical Access,Voluntary non-profit - Private,94.0,32.365907,-89.470963,MS,,,,7.2,,11.0,,,,17.7
