,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Acute Myocardial Infarction 30-Day Readmission Rate (READM 30 AMI),Heart failure 30-Day Mortality Rate (MORT 30 HF),Heart failure 30-Day Readmission Rate (READM 30 HF),Hospital-wide readmission rate after discharge (READM 30 HOSP WIDE),Pneumonia 30-Day Mortality Rate (MORT 30 PN),Pneumonia 30-Day Readmission Rate (READM 30 PN),Rate of readmission after hip/knee surgery (READM 30 HIP KNEE)
2527,SOUTHSIDE HOSPITAL (330043),2014,Acute Care,Voluntary non-profit - Private,294.0,40.724858,-73.240889,NY,12.0,18.0,12.9,22.0,,12.4,17.2,5.2
2528,FAXTON-ST LUKE'S HEALTHCARE (330044),2014,Acute Care,Voluntary non-profit - Private,271.0,,,NY,17.5,18.3,12.8,24.3,,11.0,19.7,6.2
2529,HUNTINGTON HOSPITAL (330045),2014,Acute Care,Voluntary non-profit - Private,287.0,40.879201,-73.417488,NY,16.6,17.5,10.8,23.5,,11.8,20.2,6.4
2530,ST LUKE'S ROOSEVELT HOSPITAL (330046),2014,Acute Care,Voluntary non-profit - Private,814.0,40.770129,-73.987846,NY,13.0,20.0,9.9,29.6,,9.6,20.5,4.7
2531,ST MARY'S HOSPITAL AT AMSTERDAM (330047),2014,Acute Care,Voluntary non-profit - Private,290.0,42.953648,-74.216041,NY,15.5,16.7,11.3,22.1,,11.5,15.6,4.7
2532,NORTHERN DUTCHESS HOSPITAL (330049),2014,Acute Care,Voluntary non-profit - Private,76.0,,,NY,13.5,18.2,11.6,22.0,,12.0,18.1,5.6
2533,MEDINA MEMORIAL HOSPITAL (330053),2014,Acute Care,Voluntary non-profit - Private,96.0,,,NY,16.0,17.5,13.1,24.0,,12.4,18.2,
2534,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS (330055),2014,Acute Care,Voluntary non-profit - Private,484.0,,,NY,14.6,20.0,10.0,24.9,,12.5,20.1,4.5
2535,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS (330056),2014,Acute Care,Voluntary non-profit - Private,292.0,40.689785,-73.9774,NY,15.5,18.9,10.3,26.1,,12.2,19.1,
2536,ST PETER'S HOSPITAL (330057),2014,Acute Care,Voluntary non-profit - Private,474.0,42.660176,-73.802382,NY,14.9,17.1,10.8,21.8,,8.3,18.3,4.3
2537,GENEVA GENERAL HOSPITAL (330058),2014,Acute Care,Voluntary non-profit - Private,473.0,,,NY,17.1,18.6,16.3,23.0,,14.3,15.8,5.0
2538,MONTEFIORE MEDICAL CENTER (330059),2014,Acute Care,Voluntary non-profit - Private,1501.0,40.879777,-73.879975,NY,11.1,21.1,8.9,26.4,,8.6,19.0,5.1
2539,LAWRENCE HOSPITAL CENTER (330061),2014,Acute Care,Voluntary non-profit - Private,265.0,,,NY,11.8,18.9,11.6,22.8,,11.8,18.0,5.8
2540,NIAGARA FALLS MEMORIAL MEDICAL CENTER (330065),2014,Acute Care,Voluntary non-profit - Other,134.0,43.093433,-79.050429,NY,17.2,18.6,11.9,24.6,,11.2,18.1,
2541,ST FRANCIS HOSPITAL (330067),2014,Acute Care,Voluntary non-profit - Private,288.0,,,NY,14.6,19.0,11.8,26.7,,12.9,21.3,6.0
2542,UNITED MEMORIAL MEDICAL CENTER (330073),2014,Acute Care,Voluntary non-profit - Private,131.0,43.003997,-78.177592,NY,16.0,17.6,12.2,24.6,,11.5,19.1,5.8
2543,F F THOMPSON HOSPITAL (330074),2014,Acute Care,Voluntary non-profit - Private,277.0,42.875591,-77.288198,NY,15.6,18.5,12.9,23.5,,13.5,18.7,5.1
2544,SISTERS OF CHARITY HOSPITAL (330078),2014,Acute Care,Voluntary non-profit - Private,462.0,42.92917,-78.849916,NY,16.7,18.0,9.6,24.8,,11.4,17.3,4.9
2545,ADIRONDACK MEDICAL CENTER (330079),2014,Acute Care,Voluntary non-profit - Other,152.0,44.344548,-74.144597,NY,15.4,17.9,11.1,22.6,,12.3,17.9,4.7
2546,LINCOLN MEDICAL & MENTAL HEALTH CENTER (330080),2014,Acute Care,Government - Local,344.0,40.817681,-73.924072,NY,15.9,19.2,9.6,25.4,,12.5,19.6,
2547,ALICE HYDE MEDICAL CENTER (330084),2014,Acute Care,Voluntary non-profit - Other,198.0,44.856658,-74.29193,NY,14.9,19.3,12.0,24.4,,13.7,17.8,5.0
2548,AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085),2014,Acute Care,Voluntary non-profit - Other,198.0,,,NY,16.0,19.3,11.2,26.3,,13.6,17.5,5.0
2549,MONTEFIORE MOUNT VERNON HOSPITAL (330086),2014,Acute Care,Voluntary non-profit - Private,94.0,40.912754,-73.840011,NY,14.1,17.4,12.7,23.8,,11.5,19.1,
2550,EASTERN LONG ISLAND HOSPITAL (330088),2014,Acute Care,Voluntary non-profit - Private,90.0,41.110951,-72.361459,NY,14.0,17.9,11.0,22.7,,11.9,17.1,
2551,ARNOT OGDEN MEDICAL CENTER (330090),2014,Acute Care,Voluntary non-profit - Private,256.0,42.099256,-76.826668,NY,13.0,19.7,12.3,23.1,,9.1,20.4,5.5
2552,COLUMBIA MEMORIAL HOSPITAL (330094),2014,Acute Care,Voluntary non-profit - Private,194.0,42.246254,-73.776128,NY,14.2,18.0,13.5,24.1,,12.4,19.3,5.2
2553,JONES MEMORIAL HOSPITAL (330096),2014,Acute Care,Voluntary non-profit - Private,60.0,42.122878,-77.949784,NY,16.4,,12.5,24.1,,15.2,17.1,
2554,ALBANY VA MEDICAL CENTER (33009F),2014,Acute Care (VA),Government - Federal,,,,,13.8,16.9,11.4,23.3,,13.8,18.4,
2555,NEW YORK-PRESBYTERIAN HOSPITAL (330101),2014,Acute Care,Voluntary non-profit - Private,2546.0,40.76415,-73.954335,NY,10.9,18.3,8.3,24.8,,7.8,19.2,5.8
2556,KENMORE MERCY HOSPITAL (330102),2014,Acute Care,Voluntary non-profit - Church,344.0,42.9779,-78.878678,NY,16.0,19.0,11.3,21.2,,11.9,18.2,4.6
2557,OLEAN GENERAL HOSPITAL (330103),2014,Acute Care,Proprietary,260.0,42.089448,-78.426977,NY,17.3,18.3,11.1,24.9,,11.7,18.1,5.0
2558,NYACK HOSPITAL (330104),2014,Acute Care,Voluntary non-profit - Other,249.0,41.095251,-73.925253,NY,14.7,19.6,11.4,25.1,,13.7,19.8,5.8
2559,NORTH SHORE UNIVERSITY HOSPITAL (330106),2014,Acute Care,Voluntary non-profit - Private,984.0,40.779269,-73.703029,NY,13.0,22.3,13.5,25.3,,9.7,18.1,4.9
2560,PECONIC BAY MEDICAL CENTER (330107),2014,Acute Care,Voluntary non-profit - Private,181.0,40.933577,-72.674317,NY,15.2,19.0,12.8,20.0,,13.5,19.5,4.8
2561,"ST JOSEPH'S HOSPITAL, INC (330108)",2014,Acute Care,Voluntary non-profit - Private,193.0,,,NY,15.5,18.5,10.4,22.1,,10.6,18.6,5.5
2562,BERTRAND CHAFFEE HOSPITAL (330111),2014,Acute Care,Voluntary non-profit - Private,103.0,42.508484,-78.659235,NY,,,11.8,22.1,,10.9,21.0,
2563,ONEIDA HEALTHCARE CENTER (330115),2014,Acute Care,Voluntary non-profit - Other,261.0,43.078755,-75.654264,NY,,,13.5,24.4,,15.3,18.0,5.2
2564,LENOX HILL HOSPITAL (330119),2014,Acute Care,Voluntary non-profit - Private,457.0,40.773964,-73.960611,NY,12.8,17.5,8.6,24.8,,10.6,20.9,5.3
2565,BATH VA MEDICAL CENTER (33011F),2014,Acute Care (VA),Government - Federal,,,,,,,11.8,23.2,,11.9,18.7,
2566,ROCHESTER GENERAL HOSPITAL (330125),2014,Acute Care,Voluntary non-profit - Private,517.0,43.192542,-77.584424,NY,12.9,19.0,10.3,24.2,,10.6,18.7,5.5
2567,ORANGE REGIONAL MEDICAL CENTER (330126),2014,Acute Care,Voluntary non-profit - Private,382.0,41.439962,-74.369415,NY,12.9,20.6,10.7,26.5,,12.4,22.7,5.9
2568,JACOBI MEDICAL CENTER (330127),2014,Acute Care,Government - Local,477.0,40.857455,-73.84721,NY,17.2,20.3,9.9,26.4,,11.8,20.1,
2569,ELMHURST HOSPITAL CENTER (330128),2014,Acute Care,Government - Local,528.0,40.74434,-73.88598,NY,16.7,19.7,13.3,24.7,,11.3,19.1,
2570,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY (33012F),2014,Acute Care (VA),Government - Federal,,,,,14.7,19.8,11.2,24.3,,15.1,21.4,
2571,TLC HEALTH NETWORK (330132),2014,Acute Care,Voluntary non-profit - Private,178.0,,,NY,,,11.8,22.3,,14.5,17.3,5.1
2572,BON SECOURS COMMUNITY HOSPITAL (330135),2014,Acute Care,Voluntary non-profit - Church,181.0,41.367766,-74.682593,NY,13.3,19.0,9.7,21.5,,9.1,17.4,
2573,MARY IMOGENE BASSETT HOSPITAL (330136),2014,Acute Care,Voluntary non-profit - Private,180.0,,,NY,14.5,18.4,13.0,22.0,,10.4,16.3,6.6
2574,ST JOSEPH'S HOSPITAL HEALTH CENTER (330140),2014,Acute Care,Voluntary non-profit - Private,437.0,43.055589,-76.149176,NY,13.8,19.7,12.4,25.1,,10.7,19.6,4.5
2575,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER (330141),2014,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,15.6,19.4,10.1,28.9,,11.4,20.8,5.8
2576,"IRA DAVENPORT MEMORIAL HOSPITAL, INC (330144)",2014,Acute Care,Voluntary non-profit - Other,139.0,42.37297,-77.278553,NY,,,12.8,22.9,,11.7,18.8,
2577,ST JAMES MERCY HOSPITAL (330151),2014,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,14.8,18.7,13.0,20.4,,12.2,18.7,
2578,ELLIS HOSPITAL (330153),2014,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,17.0,16.8,12.6,22.1,,13.3,17.5,5.2
2579,SAMARITAN MEDICAL CENTER (330157),2014,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,15.9,17.3,12.0,21.5,,11.4,16.5,4.2
2580,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2014,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,13.7,20.2,9.8,23.9,,9.9,18.5,4.9
2581,VA HUDSON VALLEY HEALTHCARE SYSTEM (33015F),2014,Acute Care (VA),Government - Federal,,,,,,,10.4,23.8,,10.3,17.7,
2582,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2014,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,16.4,17.5,10.1,21.5,,12.6,18.2,5.3
2583,NORTHERN WESTCHESTER HOSPITAL (330162),2014,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,16.6,19.6,10.9,24.5,,9.2,21.1,5.7
2584,EASTERN NIAGARA HOSPITAL (330163),2014,Acute Care,Voluntary non-profit - Private,132.0,43.17638,-78.671075,NY,15.0,21.0,12.2,25.0,,15.3,20.1,
2585,HIGHLAND HOSPITAL (330164),2014,Acute Care,Voluntary non-profit - Private,243.0,43.135955,-77.607556,NY,16.5,18.3,15.2,20.7,,15.4,18.1,5.2
2586,WINTHROP-UNIVERSITY HOSPITAL (330167),2014,Acute Care,Voluntary non-profit - Private,510.0,40.741648,-73.643532,NY,14.5,19.3,11.1,22.0,,11.9,17.6,6.3
2587,BETH ISRAEL MEDICAL CENTER (330169),2014,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,14.4,20.1,10.4,26.1,,11.2,21.7,6.1
2588,BRONX VA MEDICAL CENTER (33016F),2014,Acute Care (VA),Government - Federal,,,,,14.4,18.7,9.6,26.2,,13.7,21.3,
2589,"CORTLAND REGIONAL MEDICAL CENTER, INC (330175)",2014,Acute Care,Voluntary non-profit - Private,195.0,42.608997,-76.186117,NY,14.1,,9.4,25.6,,9.8,18.0,5.5
2590,SAMARITAN HOSPITAL (330180),2014,Acute Care,Voluntary non-profit - Private,248.0,42.733395,-73.671434,NY,16.0,18.8,11.9,24.1,,9.9,18.0,4.9
2591,GLEN COVE HOSPITAL (330181),2014,Acute Care,Voluntary non-profit - Private,152.0,,,NY,15.9,19.1,12.3,25.3,,10.0,17.2,5.1
2592,"ST FRANCIS HOSPITAL, ROSLYN (330182)",2014,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,12.3,17.4,9.6,22.3,,10.9,13.9,5.1
2593,MONTEFIORE NEW ROCHELLE HOSPITAL (330184),2014,Acute Care,Voluntary non-profit - Private,320.0,40.912968,-73.786997,NY,14.0,18.1,13.9,26.6,,11.1,19.7,5.7
2594,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON (330185),2014,Acute Care,Voluntary non-profit - Private,248.0,40.938249,-73.052951,NY,12.3,17.6,11.2,22.9,,9.8,16.8,5.2
2595,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER (330188),2014,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,16.4,15.4,9.8,21.5,,11.9,16.6,4.6
2596,GLENS FALLS HOSPITAL (330191),2014,Acute Care,Voluntary non-profit - Private,392.0,43.308335,-73.644551,NY,13.9,18.2,11.7,24.6,,10.6,15.8,5.2
2597,FLUSHING HOSPITAL MEDICAL CENTER (330193),2014,Acute Care,Voluntary non-profit - Private,288.0,40.755636,-73.815645,NY,17.3,19.7,13.8,26.6,,13.5,20.2,4.8
2598,MAIMONIDES MEDICAL CENTER (330194),2014,Acute Care,Voluntary non-profit - Private,711.0,40.63908,-73.998668,NY,11.2,19.2,8.2,24.5,,7.7,17.3,4.6
2599,LONG ISLAND JEWISH MEDICAL CENTER (330195),2014,Acute Care,Voluntary non-profit - Private,1233.0,,,NY,14.0,18.5,10.3,23.6,,13.4,18.5,5.3
2600,CONEY ISLAND HOSPITAL (330196),2014,Acute Care,Government - Local,354.0,40.58494,-73.966285,NY,14.3,20.4,9.9,28.5,,10.8,20.3,
2601,CANTON-POTSDAM HOSPITAL (330197),2014,Acute Care,Voluntary non-profit - Private,94.0,44.676085,-74.981451,NY,17.2,,12.1,23.7,,10.3,17.1,4.8
2602,SOUTH NASSAU COMMUNITIES HOSPITAL (330198),2014,Acute Care,Voluntary non-profit - Private,385.0,,,NY,14.4,19.7,11.1,25.6,,12.1,19.8,4.7
2603,METROPOLITAN HOSPITAL CENTER (330199),2014,Acute Care,Government - Local,342.0,40.78472,-73.943636,NY,13.1,,10.1,25.9,,11.1,18.4,
2604,NORTHPORT VA MEDICAL CENTER (33019F),2014,Acute Care (VA),Government - Federal,,,,,15.5,,10.7,24.7,,12.5,21.2,
2605,KINGSBROOK JEWISH MEDICAL CENTER (330201),2014,Acute Care,Voluntary non-profit - Private,970.0,40.658929,-73.934072,NY,14.2,19.0,8.0,25.9,,9.1,19.6,
2606,KINGS COUNTY HOSPITAL CENTER (330202),2014,Acute Care,Government - Local,633.0,40.655773,-73.944039,NY,15.4,,10.7,24.6,,13.3,19.2,
2607,CROUSE HOSPITAL (330203),2014,Acute Care,Voluntary non-profit - Private,498.0,43.041666,-76.137853,NY,15.3,17.9,11.8,25.6,,13.7,19.2,4.8
2608,BELLEVUE HOSPITAL CENTER (330204),2014,Acute Care,Government - Local,904.0,40.740079,-73.97625,NY,14.1,19.9,10.7,25.6,,10.0,18.2,
2609,ST ANTHONY COMMUNITY HOSPITAL (330205),2014,Acute Care,Voluntary non-profit - Church,64.0,41.261094,-74.356945,NY,14.9,18.3,11.2,23.7,,9.0,18.4,5.4
2610,ST JOHN'S RIVERSIDE HOSPITAL (330208),2014,Acute Care,Voluntary non-profit - Private,346.0,40.96784,-73.885107,NY,15.6,19.5,10.6,25.9,,11.0,20.4,5.6
2611,CLAXTON-HEPBURN MEDICAL CENTER (330211),2014,Acute Care,Voluntary non-profit - Private,110.0,44.692091,-75.499934,NY,14.4,18.6,10.8,23.3,,12.4,17.9,4.8
2612,LEWIS COUNTY GENERAL HOSPITAL (330213),2014,Acute Care,Government - Local,214.0,,,NY,16.2,,11.3,21.0,,9.7,16.3,5.1
2613,NYU HOSPITALS CENTER (330214),2014,Acute Care,Voluntary non-profit - Private,1085.0,40.74226,-73.974661,NY,9.4,18.5,7.7,20.9,,7.5,15.7,5.4
2614,"ROME MEMORIAL HOSPITAL, INC (330215)",2014,Acute Care,Voluntary non-profit - Private,176.0,43.228954,-75.444248,NY,15.2,19.2,11.1,22.9,,12.7,19.7,6.6
2615,OSWEGO HOSPITAL (330218),2014,Acute Care,Voluntary non-profit - Private,164.0,43.454141,-76.516001,NY,14.4,19.2,13.7,26.1,,13.1,19.3,5.4
2616,ERIE COUNTY MEDICAL CENTER (330219),2014,Acute Care,Voluntary non-profit - Private,931.0,42.927236,-78.829151,NY,14.4,18.1,11.8,23.7,,12.1,17.8,5.6
2617,WYCKOFF HEIGHTS MEDICAL CENTER (330221),2014,Acute Care,Voluntary non-profit - Private,260.0,40.704699,-73.917648,NY,13.7,19.7,9.4,27.1,,9.8,21.4,
2618,SARATOGA HOSPITAL (330222),2014,Acute Care,Voluntary non-profit - Private,189.0,43.084794,-73.796223,NY,16.5,18.2,13.3,25.6,,10.7,15.7,4.8
2619,MASSENA MEMORIAL HOSPITAL (330223),2014,Acute Care,Government - Local,42.0,44.936344,-74.907828,NY,13.7,,14.3,22.3,,14.7,20.0,5.3
2620,HEALTH ALLIANCE HOSPITAL MARY'S AVENUE CAMPUS (330224),2014,Acute Care,Voluntary non-profit - Church,120.0,41.922453,-73.999335,NY,13.9,,11.5,24.9,,12.2,18.2,5.2
2621,UNITY HOSPITAL OF ROCHESTER (330226),2014,Acute Care,Voluntary non-profit - Private,470.0,43.191544,-77.701464,NY,13.7,19.6,12.5,22.7,,10.0,18.1,4.6
2622,BROOKS MEMORIAL HOSPITAL (330229),2014,Acute Care,Voluntary non-profit - Private,65.0,42.480106,-79.333617,NY,,,10.9,24.5,,12.0,15.5,4.6
2623,QUEENS HOSPITAL CENTER (330231),2014,Acute Care,Government - Local,262.0,40.71698,-73.803431,NY,13.8,,10.3,27.6,,11.9,20.1,
2624,ST MARY'S HOSPITAL ( TROY ) (330232),2014,Acute Care,Voluntary non-profit - Private,130.0,42.743977,-73.676415,NY,14.0,17.9,12.0,23.4,,13.6,18.5,5.9
2625,BROOKDALE HOSPITAL MEDICAL CENTER (330233),2014,Acute Care,Voluntary non-profit - Private,863.0,40.6545,-73.91275,NY,16.6,17.2,10.3,24.2,,12.8,18.7,
2626,WESTCHESTER MEDICAL CENTER (330234),2014,Acute Care,Government - Hospital District or Authority,830.0,41.08768,-73.803897,NY,13.1,20.5,9.8,23.1,,12.9,17.6,4.8
2627,AUBURN COMMUNITY HOSPITAL (330235),2014,Acute Care,Voluntary non-profit - Private,179.0,42.940761,-76.564607,NY,14.5,18.8,14.1,21.4,,12.5,17.2,4.8
2628,NEW YORK METHODIST HOSPITAL (330236),2014,Acute Care,Voluntary non-profit - Private,586.0,40.668263,-73.979141,NY,14.7,20.8,10.0,27.9,,9.8,22.5,6.4
2629,NICHOLAS H NOYES MEMORIAL HOSPITAL (330238),2014,Acute Care,Voluntary non-profit - Private,68.0,42.55213,-77.700356,NY,,,11.6,24.0,,10.5,17.7,5.3
2630,WOMAN'S CHRISTIAN ASSOCIATION (330239),2014,Acute Care,Voluntary non-profit - Private,217.0,42.091237,-79.23295,NY,17.5,18.5,12.2,23.0,,11.8,17.0,5.5
2631,HARLEM HOSPITAL CENTER (330240),2014,Acute Care,Government - Local,280.0,40.814482,-73.940495,NY,,,10.8,26.1,,11.9,19.8,
2632,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER (330241),2014,Acute Care,Government - State,734.0,43.042677,-76.139323,NY,20.0,16.7,12.7,24.4,,10.3,19.8,4.5
2633,ST ELIZABETH MEDICAL CENTER (330245),2014,Acute Care,Voluntary non-profit - Private,201.0,43.083646,-75.267158,NY,16.4,19.6,12.2,24.4,,11.1,19.1,4.6
2634,ST CHARLES HOSPITAL (330246),2014,Acute Care,Voluntary non-profit - Church,239.0,40.947392,-73.059832,NY,14.9,,9.3,26.0,,12.0,18.1,5.5
2635,"COMMUNITY MEMORIAL HOSPITAL, INC (330249)",2014,Acute Care,Voluntary non-profit - Private,76.0,,,NY,,,12.2,22.3,,13.5,17.1,3.6
2636,SYRACUSE VA MEDICAL CENTER (33024F),2014,Acute Care (VA),Government - Federal,,,,,15.2,20.5,11.4,24.6,,12.3,22.7,
2637,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR (330250),2014,Acute Care,Voluntary non-profit - Private,375.0,44.700122,-73.466647,NY,12.3,20.7,9.1,23.8,,9.7,17.6,6.1
2638,MERCY MEDICAL CENTER (330259),2014,Acute Care,Voluntary non-profit - Private,375.0,40.688191,-73.633236,NY,14.3,20.0,12.5,26.6,,15.9,17.1,5.6
2639,PHELPS MEMORIAL HOSPITAL ASSN (330261),2014,Acute Care,Voluntary non-profit - Other,205.0,41.107555,-73.859639,NY,14.4,18.8,12.7,21.7,,10.9,15.1,4.4
2640,"CARTHAGE AREA HOSPITAL, INC (330263)",2014,Acute Care,Voluntary non-profit - Private,68.0,,,NY,,,12.3,23.4,,13.0,17.6,
2641,ST LUKE'S CORNWALL HOSPITAL (330264),2014,Acute Care,Voluntary non-profit - Other,192.0,41.503744,-74.015176,NY,14.7,19.2,10.5,25.5,,11.5,19.0,6.1
2642,CLIFTON SPRINGS HOSPITAL AND CLINIC (330265),2014,Acute Care,Voluntary non-profit - Private,208.0,42.960473,-77.139252,NY,,,13.1,22.8,,10.5,17.9,4.6
2643,HUDSON VALLEY HOSPITAL CENTER (330267),2014,Acute Care,Voluntary non-profit - Private,127.0,41.291457,-73.893601,NY,13.3,20.3,10.8,23.7,,10.5,18.8,5.6
2644,COBLESKILL REGIONAL HOSPITAL (330268),2014,Acute Care,Voluntary non-profit - Private,40.0,,,NY,,,10.1,23.2,,10.1,17.5,
2645,HOSPITAL FOR SPECIAL SURGERY (330270),2014,Acute Care,Voluntary non-profit - Private,202.0,40.764866,-73.953128,NY,,,,,,,,3.8
2646,PUTNAM HOSPITAL CENTER (330273),2014,Acute Care,Voluntary non-profit - Private,144.0,41.384844,-73.664475,NY,14.8,20.7,10.4,26.2,,11.5,16.4,5.1
2647,NATHAN LITTAUER HOSPITAL (330276),2014,Acute Care,Voluntary non-profit - Private,149.0,43.068029,-74.330817,NY,16.0,19.4,16.8,21.3,,14.2,18.6,6.2
2648,CORNING HOSPITAL (330277),2014,Acute Care,Voluntary non-profit - Private,72.0,42.136107,-76.969841,NY,14.6,18.2,12.6,23.8,,8.6,19.1,5.3
2649,MERCY HOSPITAL (330279),2014,Acute Care,Voluntary non-profit - Private,470.0,42.847875,-78.811876,NY,15.5,17.9,10.9,22.1,,11.7,17.2,4.6
2650,STRONG MEMORIAL HOSPITAL (330285),2014,Acute Care,Voluntary non-profit - Private,822.0,43.124394,-77.623692,NY,13.6,18.4,12.6,24.2,,10.5,18.2,
2651,GOOD SAMARITAN HOSPITAL MEDICAL CENTER (330286),2014,Acute Care,Voluntary non-profit - Church,437.0,40.696807,-73.286321,NY,14.3,19.0,9.9,24.0,,12.2,18.5,6.0
2652,WHITE PLAINS HOSPITAL CENTER (330304),2014,Acute Care,Voluntary non-profit - Private,292.0,,,NY,13.0,18.9,10.1,24.8,,11.5,20.6,5.1
2653,LUTHERAN MEDICAL CENTER (330306),2014,Acute Care,Voluntary non-profit - Private,390.0,,,NY,14.1,18.4,10.2,28.3,,10.5,18.9,4.5
2654,CAYUGA MEDICAL CENTER AT ITHACA (330307),2014,Acute Care,Voluntary non-profit - Private,174.0,42.467096,-76.538808,NY,13.4,17.0,17.2,19.7,,12.7,14.5,6.6
2655,PLAINVIEW HOSPITAL (330331),2014,Acute Care,Voluntary non-profit - Private,169.0,40.774456,-73.478063,NY,14.4,19.0,11.6,22.9,,10.6,17.9,6.2
2656,ST JOSEPH HOSPITAL (330332),2014,Acute Care,Voluntary non-profit - Private,201.0,40.725795,-73.478755,NY,18.2,19.7,12.6,22.3,,12.3,16.8,5.2
2657,SOUTHAMPTON HOSPITAL (330340),2014,Acute Care,Voluntary non-profit - Private,94.0,,,NY,14.1,18.4,11.9,24.3,,9.3,18.0,5.2
2658,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ) (330350),2014,Acute Care,Government - State,450.0,40.654457,-73.94516,NY,13.0,20.5,8.2,29.2,,11.5,19.2,5.0
2659,FOREST HILLS HOSPITAL (330353),2014,Acute Care,Voluntary non-profit - Other,228.0,,,NY,13.4,20.0,12.2,25.7,,11.8,20.8,5.2
2660,FRANKLIN HOSPITAL (330372),2014,Acute Care,Voluntary non-profit - Private,349.0,,,NY,14.2,18.6,12.7,23.7,,12.1,18.5,5.1
2661,NORTH CENTRAL BRONX HOSPITAL (330385),2014,Acute Care,Government - Local,205.0,,,NY,,,11.5,24.7,,10.4,19.3,
2662,CATSKILL REGIONAL MEDICAL CENTER (330386),2014,Acute Care,Voluntary non-profit - Private,167.0,41.70642,-74.736752,NY,15.6,18.6,10.2,22.4,,11.7,19.4,5.6
2663,UNIVERSITY HOSPITAL ( STONY BROOK ) (330393),2014,Acute Care,Government - State,662.0,,,NY,13.2,21.1,10.1,23.7,,10.3,21.5,6.8
2664,"UNITED HEALTH SERVICES HOSPITALS, INC (330394)",2014,Acute Care,Voluntary non-profit - Private,485.0,42.088097,-75.914166,NY,16.1,16.7,15.7,23.0,,14.2,17.4,3.9
2665,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE (330395),2014,Acute Care,Voluntary non-profit - Private,268.0,40.598675,-73.75268,NY,15.0,18.9,10.7,27.4,,11.6,20.2,
2666,WOODHULL MEDICAL AND MENTAL HEALTH CENTER (330396),2014,Acute Care,Government - Local,371.0,40.700512,-73.941557,NY,16.0,,9.6,26.3,,12.5,19.5,
2667,INTERFAITH MEDICAL CENTER (330397),2014,Acute Care,Voluntary non-profit - Private,256.0,40.677866,-73.937154,NY,16.7,,11.5,27.5,,11.3,19.7,
2668,ST BARNABAS HOSPITAL (330399),2014,Acute Care,Voluntary non-profit - Private,445.0,40.85277,-73.892168,NY,16.4,19.2,9.8,24.7,,12.2,18.6,
2669,ST CATHERINE OF SIENA HOSPITAL (330401),2014,Acute Care,Voluntary non-profit - Private,548.0,40.867592,-73.220142,NY,13.4,17.0,12.0,27.8,,14.2,21.2,7.3
2670,MARGARETVILLE MEMORIAL HOSPITAL (331304),2014,Critical Access,Voluntary non-profit - Private,97.0,42.147654,-74.642629,NY,,,,23.2,,9.1,16.7,
2671,O'CONNOR HOSPITAL (331305),2014,Critical Access,Voluntary non-profit - Private,16.0,42.26687,-74.91685,NY,,,11.3,23.8,,12.7,16.3,
2672,"RIVER HOSPITAL, INC (331309)",2014,Critical Access,Voluntary non-profit - Private,24.0,44.337217,-75.920022,NY,,,,,,11.0,16.8,
2673,ELLENVILLE REGIONAL HOSPITAL (331310),2014,Critical Access,Voluntary non-profit - Private,18.0,41.732351,-74.380624,NY,,,10.5,23.4,,11.8,17.4,
2674,LITTLE FALLS HOSPITAL (331311),2014,Critical Access,Voluntary non-profit - Private,25.0,43.043946,-74.847733,NY,,,12.7,23.9,,14.3,17.5,
2675,"DELAWARE VALLEY HOSPITAL, INC (331312)",2014,Critical Access,Voluntary non-profit - Private,25.0,42.165522,-75.128087,NY,,,10.2,23.6,,11.3,16.8,
2676,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES (331314),2014,Critical Access,Voluntary non-profit - Other,171.0,42.670468,-77.059591,NY,,,14.6,24.3,,14.8,17.5,
