,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
1783,MCLAREN BAY REGION (230041),2019,Acute Care,Voluntary non-profit - Private,521.0,43.589392,-83.868089,MI,11.7,2.5,7.5,15.4,9.8,14.3
1784,UNIVERSITY OF MICHIGAN HEALTH SYSTEM (230046),2019,Acute Care,Voluntary non-profit - Private,973.0,42.28534,-83.72904,MI,10.6,2.8,6.7,14.7,9.4,11.8
1785,HENRY FORD MACOMB HOSPITAL (230047),2019,Acute Care,Proprietary,455.0,42.612671,-82.963405,MI,10.7,2.4,8.8,13.2,11.3,14.9
1786,HENRY FORD HOSPITAL (230053),2019,Acute Care,Voluntary non-profit - Private,698.0,42.366114,-83.084592,MI,12.3,3.3,8.0,12.3,9.2,12.8
1787,UP HEALTH SYSTEM - MARQUETTE (230054),2019,Acute Care,Government - Local,268.0,46.543081,-87.411036,MI,13.1,4.1,10.7,16.2,14.2,16.5
1788,DICKINSON COUNTY MEMORIAL HOSPITAL (230055),2019,Acute Care,Government - Local,73.0,45.808572,-88.044268,MI,13.1,,8.8,14.1,9.9,16.3
1789,MUNSON HEALTHCARE GRAYLING HOSPITAL (230058),2019,Acute Care,Voluntary non-profit - Church,92.0,44.667251,-84.707939,MI,12.6,,8.9,13.0,13.8,15.2
1790,SAINT MARY'S HEALTH CARE (230059),2019,Acute Care,Voluntary non-profit - Church,334.0,42.958252,-85.664114,MI,15.0,,7.9,17.2,10.9,14.8
1791,IRON MOUNTAIN MI VA MEDICAL CENTER (23005F),2019,Acute Care (VA),Government - Federal,,,,,,,,,10.7,13.8
1792,MERCY HEALTH MUSKEGON (230066),2019,Acute Care,Voluntary non-profit - Private,298.0,43.221939,-86.243075,MI,13.0,1.7,7.8,13.7,12.0,16.1
1793,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL (230069),2019,Acute Care,Voluntary non-profit - Other,52.0,42.615372,-83.939355,MI,,,8.3,14.4,10.6,15.2
1794,COVENANT MEDICAL CENTER (230070),2019,Acute Care,Voluntary non-profit - Other,529.0,43.428097,-83.955548,MI,15.0,3.0,7.4,13.0,11.7,15.5
1795,HOLLAND COMMUNITY HOSPITAL (230072),2019,Acute Care,Voluntary non-profit - Private,189.0,42.774581,-86.112772,MI,13.3,,9.7,13.1,10.0,15.2
1796,BRONSON BATTLE CREEK HOSPITAL (230075),2019,Acute Care,Proprietary,204.0,42.330618,-85.180404,MI,14.0,,7.3,11.2,13.7,16.0
1797,ST MARY'S OF MICHIGAN MEDICAL CENTER (230077),2019,Acute Care,Voluntary non-profit - Church,220.0,43.426012,-83.941936,MI,12.9,2.7,8.3,13.4,12.2,18.3
1798,MCLAREN CENTRAL MICHIGAN (230080),2019,Acute Care,Voluntary non-profit - Private,72.0,43.598528,-84.761389,MI,12.4,,8.1,14.7,11.1,14.1
1799,MUNSON HEALTHCARE CADILLAC HOSPITAL (230081),2019,Acute Care,Voluntary non-profit - Church,67.0,44.246148,-85.390456,MI,12.0,,7.9,13.6,10.1,15.4
1800,BRONSON SOUTH HAVEN HOSPITAL (230085),2019,Acute Care,Government - Hospital District or Authority,32.0,42.391252,-86.26413,MI,,,9.6,,13.1,14.9
1801,"BEAUMONT HOSPITAL, GROSSE POINTE (230089)",2019,Acute Care,Voluntary non-profit - Private,241.0,42.384197,-82.915386,MI,11.8,,5.6,11.7,7.6,12.5
1802,HENRY FORD ALLEGIANCE HEALTH (230092),2019,Acute Care,Voluntary non-profit - Other,367.0,42.250356,-84.393603,MI,11.1,2.5,7.6,12.2,10.9,16.2
1803,SPECTRUM HEALTH BIG RAPIDS HOSPITAL (230093),2019,Acute Care,Government - Local,50.0,43.693126,-85.475763,MI,,,9.0,13.9,10.3,16.3
1804,MIDMICHIGAN MEDICAL CENTER - WEST BRANCH (230095),2019,Acute Care,Government - Local,88.0,44.26283,-84.24623,MI,12.1,,8.2,15.5,12.3,16.8
1805,STURGIS HOSPITAL (230096),2019,Acute Care,Government - Local,49.0,41.794193,-85.407308,MI,,,9.5,,13.1,18.8
1806,MUNSON MEDICAL CENTER (230097),2019,Acute Care,Voluntary non-profit - Other,416.0,44.761645,-85.641588,MI,10.9,2.3,11.0,15.6,9.0,15.0
1807,PROMEDICA MONROE REGIONAL HOSPITAL (230099),2019,Acute Care,Voluntary non-profit - Other,172.0,41.925143,-83.389075,MI,12.9,,8.0,12.3,10.2,17.5
1808,TAWAS ST JOSEPH HOSPITAL (230100),2019,Acute Care,Government - Hospital District or Authority,48.0,44.274911,-83.511002,MI,,,8.7,,14.0,13.7
1809,HARPER UNIVERSITY HOSPITAL (230104),2019,Acute Care,Proprietary,363.0,42.351375,-83.057892,MI,11.4,,6.5,10.6,8.7,13.5
1810,MCLAREN NORTHERN MICHIGAN (230105),2019,Acute Care,Voluntary non-profit - Other,197.0,45.373477,-84.969152,MI,12.0,3.1,8.6,14.9,11.4,14.2
1811,UP HEALTH SYSTEM PORTAGE (230108),2019,Acute Care,Voluntary non-profit - Other,96.0,47.141346,-88.585643,MI,,,8.9,14.6,14.8,13.7
1812,SPECTRUM HEALTH LUDINGTON HOSPITAL (230110),2019,Acute Care,Voluntary non-profit - Other,59.0,,,MI,,,7.9,14.3,13.1,16.0
1813,ASCENSION BORGESS HOSPITAL (230117),2019,Acute Care,Voluntary non-profit - Other,355.0,42.304759,-85.561425,MI,12.8,3.3,10.1,15.6,14.2,18.2
1814,MCLAREN THUMB REGION (230118),2019,Acute Care,Voluntary non-profit - Other,50.0,43.802234,-83.030815,MI,12.5,,9.1,13.1,9.7,14.0
1815,VA ANN ARBOR HEALTHCARE SYSTEM (23011F),2019,Acute Care (VA),Government - Federal,,,,,11.2,,,,9.7,13.4
1816,MEMORIAL HEALTHCARE (230121),2019,Acute Care,Voluntary non-profit - Other,156.0,43.005075,-84.182076,MI,13.1,,9.1,13.5,11.0,14.6
1817,BATTLE CREEK VA MEDICAL CENTER (23012F),2019,Acute Care (VA),Government - Federal,,,,,,,,,11.1,15.3
1818,"BEAUMONT HOSPITAL, ROYAL OAK (230130)",2019,Acute Care,Voluntary non-profit - Private,1088.0,42.517687,-83.192142,MI,10.1,2.5,7.1,11.8,7.2,12.2
1819,HURLEY MEDICAL CENTER (230132),2019,Acute Care,Voluntary non-profit - Other,418.0,,,MI,13.7,,7.9,13.5,9.5,15.3
1820,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL (230133),2019,Acute Care,Voluntary non-profit - Private,80.0,45.035332,-84.673887,MI,,,9.3,12.8,11.4,14.4
1821,MCLAREN FLINT (230141),2019,Acute Care,Voluntary non-profit - Private,337.0,43.014187,-83.733578,MI,11.8,3.6,8.7,14.5,11.1,16.3
1822,BEAUMONT HOSPITAL - WAYNE (230142),2019,Acute Care,Voluntary non-profit - Private,152.0,42.274275,-83.365625,MI,12.0,,7.6,13.1,9.8,17.4
1823,HENRY FORD WYANDOTTE HOSPITAL (230146),2019,Acute Care,Voluntary non-profit - Private,355.0,42.209694,-83.148776,MI,13.5,,7.5,12.6,12.8,16.6
1824,BEAUMONT HOSPITAL - FARMINGTON HILLS (230151),2019,Acute Care,Voluntary non-profit - Private,298.0,42.44363,-83.324789,MI,12.4,,7.7,14.0,8.1,14.1
1825,ST JOSEPH MERCY HOSPITAL (230156),2019,Acute Care,Voluntary non-profit - Church,505.0,42.261803,-83.659819,MI,10.2,2.4,7.4,14.4,9.8,13.7
1826,ASCENSION ST JOHN HOSPITAL (230165),2019,Acute Care,Voluntary non-profit - Church,650.0,42.419011,-82.915008,MI,12.3,3.9,8.2,13.0,9.8,17.2
1827,MCLAREN GREATER LANSING (230167),2019,Acute Care,Voluntary non-profit - Private,282.0,42.704799,-84.555111,MI,12.9,2.7,7.9,12.4,11.3,15.8
1828,NORTH OTTAWA COMMUNITY HEALTH SYSTEM (230174),2019,Acute Care,Government - Hospital District or Authority,70.0,43.05161,-86.227963,MI,,,,12.8,10.4,15.3
1829,BEAUMONT HOSPITAL - TRENTON (230176),2019,Acute Care,Voluntary non-profit - Private,192.0,42.115786,-83.211814,MI,11.8,,7.1,13.7,10.2,11.8
1830,MIDMICHIGAN MEDICAL CENTER-CLARE (230180),2019,Acute Care,Voluntary non-profit - Other,49.0,43.820724,-84.768349,MI,,,7.2,,13.2,15.3
1831,MCLAREN LAPEER REGION (230193),2019,Acute Care,Voluntary non-profit - Private,193.0,43.06271,-83.319345,MI,14.4,,8.8,16.3,10.9,16.2
1832,ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS (230195),2019,Acute Care,Voluntary non-profit - Private,518.0,42.507178,-83.003535,MI,12.9,2.9,9.9,13.8,9.6,16.7
1833,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK (230197),2019,Acute Care,Voluntary non-profit - Church,373.0,,,MI,11.7,2.8,7.7,12.2,11.8,13.1
1834,MCLAREN OAKLAND (230207),2019,Acute Care,Voluntary non-profit - Private,166.0,42.638394,-83.291095,MI,13.0,,10.8,12.7,10.1,15.7
1835,SPARROW CARSON HOSPITAL (230208),2019,Acute Care,Voluntary non-profit - Other,52.0,43.175989,-84.843788,MI,,,9.2,,12.1,21.6
1836,MCLAREN PORT HURON (230216),2019,Acute Care,Voluntary non-profit - Private,185.0,42.986743,-82.427839,MI,13.4,3.7,9.5,13.5,13.5,15.1
1837,OAKLAWN HOSPITAL (230217),2019,Acute Care,Voluntary non-profit - Other,78.0,42.273533,-84.957796,MI,,,7.2,14.5,10.6,14.0
1838,MIDMICHIGAN MEDICAL CENTER-MIDLAND (230222),2019,Acute Care,Voluntary non-profit - Other,290.0,43.635617,-84.261689,MI,12.3,2.7,8.5,15.2,15.8,19.1
1839,MCLAREN MACOMB (230227),2019,Acute Care,Proprietary,282.0,42.586795,-82.896918,MI,13.5,2.3,7.4,14.3,11.6,15.3
1840,EDWARD W SPARROW HOSPITAL (230230),2019,Acute Care,Voluntary non-profit - Other,616.0,42.733609,-84.534816,MI,11.8,3.0,7.6,14.1,11.3,18.9
1841,METRO HEALTH HOSPITAL (230236),2019,Acute Care,Voluntary non-profit - Private,208.0,42.858067,-85.722937,MI,14.3,,11.4,13.9,12.5,18.6
1842,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL (230239),2019,Acute Care,Voluntary non-profit - Private,138.0,46.498099,-84.349513,MI,14.1,,9.9,16.0,12.5,19.1
1843,ASCENSION RIVER DISTRICT HOSPITAL (230241),2019,Acute Care,Government - Hospital District or Authority,68.0,42.786505,-82.478208,MI,,,7.8,,13.7,17.5
1844,GARDEN CITY HOSPITAL (230244),2019,Acute Care,Voluntary non-profit - Private,168.0,42.332356,-83.311771,MI,12.0,,8.2,12.4,9.1,15.6
1845,ASCENSION CRITTENTON HOSPITAL (230254),2019,Acute Care,Voluntary non-profit - Private,230.0,42.680882,-83.149228,MI,13.5,2.5,7.0,11.5,12.0,18.4
1846,ST JOSEPH MERCY CHELSEA (230259),2019,Acute Care,Voluntary non-profit - Private,126.0,42.310594,-84.016571,MI,,,8.2,14.1,12.0,13.7
1847,"BEAUMONT HOSPITAL, TROY (230269)",2019,Acute Care,Voluntary non-profit - Private,484.0,,,MI,11.9,3.2,7.5,10.6,8.5,12.6
1848,BEAUMONT HOSPITAL - TAYLOR (230270),2019,Acute Care,Voluntary non-profit - Private,184.0,42.233501,-83.269667,MI,12.0,,9.3,12.8,9.8,15.5
1849,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER (230273),2019,Acute Care,Proprietary,229.0,,,MI,12.7,,7.6,14.4,9.2,16.5
1850,HURON VALLEY-SINAI HOSPITAL (230277),2019,Acute Care,Proprietary,142.0,,,MI,13.4,,6.9,12.2,10.8,14.0
1851,KARMANOS CANCER CENTER (230297),2019,Acute Care,Proprietary,122.0,42.35189,-83.058192,MI,,,,,,13.4
1852,HENRY FORD WEST BLOOMFIELD HOSPITAL (230302),2019,Acute Care,Voluntary non-profit - Private,191.0,42.541451,-83.409433,MI,12.5,,8.8,12.7,9.9,12.7
1853,MUNSON HEALTHCARE MANISTEE HOSPITAL (230303),2019,Acute Care,Voluntary non-profit - Other,40.0,44.272355,-86.273439,MI,12.0,,9.3,15.8,12.8,13.1
1854,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER (23037F),2019,Acute Care (VA),Government - Federal,,,,,12.8,,,,10.0,12.5
1855,KALKASKA MEMORIAL HEALTH CENTER (231301),2019,Critical Access,Government - Hospital District or Authority,104.0,44.730897,-85.183837,MI,,,7.6,,,15.2
1856,SCHOOLCRAFT MEMORIAL HOSPITAL (231303),2019,Critical Access,Government - Local,13.0,45.944963,-86.275716,MI,,,8.0,,,15.4
1857,HELEN NEWBERRY JOY HOSPITAL (231304),2019,Critical Access,Government - Local,67.0,46.352761,-85.515687,MI,,,7.6,,12.6,15.9
1858,SAINT MARY'S STANDISH COMMUNITY HOSPITAL (231305),2019,Critical Access,Voluntary non-profit - Church,57.0,43.98283,-83.969352,MI,,,7.4,,10.8,14.3
1859,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER (231306),2019,Critical Access,Voluntary non-profit - Private,63.0,45.891024,-84.727569,MI,,,8.5,,,13.7
1860,SCHEURER HOSPITAL (231310),2019,Critical Access,Voluntary non-profit - Other,44.0,43.834329,-83.279517,MI,,,8.5,,,13.9
1861,HARBOR BEACH COMMUNITY HOSPITAL (231313),2019,Critical Access,Voluntary non-profit - Private,48.0,43.842429,-82.652527,MI,,,,,,14.4
1862,MCKENZIE HEALTH SYSTEM (231314),2019,Critical Access,Voluntary non-profit - Private,25.0,43.423426,-82.832937,MI,,,8.4,,,13.9
1863,ASCENSION BORGESS LEE HOSPITAL (231315),2019,Critical Access,Voluntary non-profit - Private,25.0,41.982665,-86.115499,MI,,,8.2,,,15.1
1864,HILLS & DALES GENERAL HOSPITAL (231316),2019,Critical Access,Voluntary non-profit - Private,25.0,43.604308,-83.181126,MI,,,8.4,,11.0,14.8
1865,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC (231318)",2019,Critical Access,Voluntary non-profit - Other,25.0,46.09972,-88.620281,MI,,,8.8,,11.8,14.1
1866,ASPIRUS KEWEENAW HOSPITAL (231319),2019,Critical Access,Voluntary non-profit - Private,25.0,47.237538,-88.444038,MI,13.7,,9.5,,11.5,17.2
1867,BELL HOSPITAL (231321),2019,Critical Access,Proprietary,25.0,46.498665,-87.682993,MI,,,7.9,,11.9,14.6
1868,MUNSON HEALTHCARE CHARLEVOIX HOSPITAL (231322),2019,Critical Access,Voluntary non-profit - Other,25.0,,,MI,,,10.0,,12.6,19.1
1869,SPECTRUM HEALTH REED CITY HOSPITAL (231323),2019,Critical Access,Voluntary non-profit - Private,74.0,,,MI,,,7.7,,13.1,17.3
1870,EATON RAPIDS MEDICAL CENTER (231324),2019,Critical Access,Voluntary non-profit - Private,20.0,42.496021,-84.657539,MI,,,7.7,,,13.1
1871,MIDMICHIGAN MEDICAL CENTER-GLADWIN (231325),2019,Critical Access,Voluntary non-profit - Private,25.0,43.975731,-84.495354,MI,,,8.0,,13.0,15.2
1872,SPARROW CLINTON HOSPITAL (231326),2019,Critical Access,Proprietary,25.0,42.993435,-84.555808,MI,,,8.9,,13.2,12.9
1873,HAYES GREEN BEACH MEMORIAL HOSPITAL (231327),2019,Critical Access,Voluntary non-profit - Other,25.0,42.564928,-84.831826,MI,,,9.7,,11.6,13.2
1874,ALLEGAN GENERAL HOSPITAL (231328),2019,Critical Access,Voluntary non-profit - Other,25.0,42.520259,-85.856939,MI,,,8.5,,13.3,13.5
1875,MCLAREN CARO REGION (231329),2019,Critical Access,Voluntary non-profit - Private,25.0,43.493151,-83.407157,MI,,,,,,15.4
1876,MARLETTE REGIONAL HOSPITAL (231330),2019,Critical Access,Voluntary non-profit - Private,70.0,43.332579,-83.08016,MI,,,8.8,,11.5,12.6
1877,SPARROW IONIA HOSPITAL (231331),2019,Critical Access,Voluntary non-profit - Private,24.0,42.935608,-85.07478,MI,,,8.3,,13.8,16.7
1878,BRONSON LAKEVIEW HOSPITAL (231332),2019,Critical Access,Government - Hospital District or Authority,33.0,42.221036,-85.898014,MI,,,9.0,,10.8,14.5
1879,ASPIRUS IRONWOOD HOSPITAL (231333),2019,Critical Access,Voluntary non-profit - Private,25.0,46.478193,-90.104689,MI,,,7.3,13.6,11.9,16.0
1880,ST FRANCIS HOSPITAL (231337),2019,Critical Access,Voluntary non-profit - Church,25.0,45.74576,-87.094853,MI,,,8.5,13.8,12.5,16.4
1881,SPECTRUM HEALTH GERBER MEMORIAL (231338),2019,Critical Access,Voluntary non-profit - Private,25.0,43.464383,-85.950763,MI,,,9.9,13.2,10.7,13.3
1882,NORTH MEMORIAL HEALTH (240001),2019,Acute Care,Voluntary non-profit - Private,398.0,45.014214,-93.321172,MN,12.1,4.0,8.8,13.7,10.5,17.4
1883,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER (240002),2019,Acute Care,Voluntary non-profit - Private,335.0,46.792843,-92.096395,MN,11.6,2.7,10.5,14.2,12.9,14.4
1884,HENNEPIN COUNTY MEDICAL CENTER 1 (240004),2019,Acute Care,Government - Local,469.0,44.97285,-93.262707,MN,12.6,,7.7,14.7,10.3,16.7
1885,OLMSTED MEDICAL CENTER (240006),2019,Acute Care,Voluntary non-profit - Private,61.0,44.020994,-92.439958,MN,,,,,11.5,14.9
1886,MAYO CLINIC HOSPITAL ROCHESTER (240010),2019,Acute Care,Voluntary non-profit - Church,1151.0,44.021643,-92.481355,MN,10.7,2.7,6.5,14.4,8.2,13.1
1887,NORTHFIELD HOSPITAL (240014),2019,Acute Care,Government - Local,77.0,44.471386,-93.191159,MN,,,,,10.6,17.6
1888,MAYO CLINIC HEALTH SYSTEM - RED WING (240018),2019,Acute Care,Voluntary non-profit - Private,62.0,44.560274,-92.575197,MN,,,8.2,,11.6,16.5
1889,ESSENTIA HEALTH DULUTH (240019),2019,Acute Care,Voluntary non-profit - Private,141.0,46.793074,-92.094155,MN,,,,,,14.9
1890,CAMBRIDGE MEDICAL CENTER (240020),2019,Acute Care,Voluntary non-profit - Private,72.0,45.56657,-93.229319,MN,,,7.4,13.7,13.4,13.4
1891,SANFORD WORTHINGTON MEDICAL CENTER (240022),2019,Acute Care,Voluntary non-profit - Private,48.0,43.621858,-95.599179,MN,,,8.4,,10.3,15.3
1892,ALOMERE HEALTH (240030),2019,Acute Care,Government - Local,99.0,45.872669,-95.37638,MN,,,7.7,,12.7,14.3
1893,ST CLOUD HOSPITAL (240036),2019,Acute Care,Voluntary non-profit - Private,482.0,45.575325,-94.17045,MN,12.4,3.5,8.6,10.8,8.8,12.6
1894,UNITED HOSPITAL (240038),2019,Acute Care,Voluntary non-profit - Private,372.0,44.94185,-93.108302,MN,11.8,3.0,9.6,13.5,10.8,14.3
1895,MINNEAPOLIS VA MEDICAL CENTER (24003F),2019,Acute Care (VA),Government - Federal,,,,,10.7,,,,8.8,12.5
1896,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS (240040),2019,Acute Care,Voluntary non-profit - Other,78.0,47.411053,-92.929534,MN,,,8.3,,12.0,17.1
1897,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN (240043),2019,Acute Care,Voluntary non-profit - Private,126.0,43.651558,-93.372469,MN,14.3,,6.9,12.1,10.4,13.6
1898,WINONA HEALTH SERVICES (240044),2019,Acute Care,Voluntary non-profit - Private,54.0,44.033016,-91.622136,MN,,,8.3,13.8,9.8,12.3
1899,ST LUKES HOSPITAL (240047),2019,Acute Care,Voluntary non-profit - Private,267.0,46.797027,-92.087038,MN,11.6,2.6,9.1,13.6,12.9,15.9
1900,FAIRVIEW LAKES MEDICAL CENTER (240050),2019,Acute Care,Voluntary non-profit - Private,54.0,45.322267,-92.998466,MN,,,7.2,,12.2,14.3
1901,LAKE REGION HEALTHCARE CORPORATION (240052),2019,Acute Care,Voluntary non-profit - Private,103.0,46.277138,-96.072407,MN,,,8.2,,11.4,15.1
1902,PARK NICOLLET METHODIST HOSPITAL (240053),2019,Acute Care,Voluntary non-profit - Private,374.0,44.927054,-93.362391,MN,12.4,3.5,7.8,13.9,11.9,12.8
1903,RIDGEVIEW MEDICAL CENTER (240056),2019,Acute Care,Voluntary non-profit - Private,118.0,44.843306,-93.790772,MN,13.9,,9.0,13.3,11.5,15.9
1904,ABBOTT NORTHWESTERN HOSPITAL (240057),2019,Acute Care,Voluntary non-profit - Private,670.0,44.951954,-93.262248,MN,11.2,3.2,9.9,12.0,12.0,13.4
1905,REGINA HOSPITAL (240059),2019,Acute Care,Voluntary non-profit - Church,61.0,44.747131,-92.871399,MN,,,7.8,,11.0,15.8
1906,ST JOSEPH'S HOSPITAL (240063),2019,Acute Care,Voluntary non-profit - Private,210.0,44.949062,-93.100127,MN,14.2,2.6,8.0,14.4,10.4,13.4
1907,GRAND ITASCA CLINIC AND HOSPITAL (240064),2019,Acute Care,Voluntary non-profit - Private,38.0,47.221039,-93.554716,MN,,,8.4,13.8,13.5,16.0
1908,LAKEVIEW MEMORIAL HOSPITAL (240066),2019,Acute Care,Voluntary non-profit - Private,68.0,45.048126,-92.818489,MN,,,9.0,13.3,11.0,14.8
1909,OWATONNA HOSPITAL (240069),2019,Acute Care,Voluntary non-profit - Other,40.0,44.109798,-93.236301,MN,,,7.5,14.7,15.5,14.3
1910,DISTRICT ONE HOSPITAL (240071),2019,Acute Care,Voluntary non-profit - Private,34.0,44.288715,-93.256022,MN,,,7.8,,11.9,13.6
1911,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER (240075),2019,Acute Care,Voluntary non-profit - Private,144.0,46.362509,-94.205143,MN,11.9,,7.9,12.7,11.4,14.8
1912,BUFFALO HOSPITAL (240076),2019,Acute Care,Voluntary non-profit - Other,42.0,45.1932,-93.87053,MN,,,8.7,,10.1,12.9
1913,FAIRVIEW SOUTHDALE HOSPITAL (240078),2019,Acute Care,Voluntary non-profit - Other,333.0,44.886279,-93.328857,MN,11.0,2.7,7.7,15.2,9.5,15.0
1914,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW (240080)",2019,Acute Care,Voluntary non-profit - Private,832.0,44.966335,-93.23812,MN,13.6,2.5,7.6,13.7,12.1,12.9
1915,ESSENTIA HEALTH VIRGINIA (240084),2019,Acute Care,Government - Local,146.0,47.530711,-92.548797,MN,,,7.8,,12.3,15.8
1916,CARRIS HEALTH LLC (240088),2019,Acute Care,Government - Local,164.0,45.120514,-95.046366,MN,,,10.4,13.1,13.5,14.1
1917,MAYO CLINIC HEALTH SYSTEM - MANKATO (240093),2019,Acute Care,Voluntary non-profit - Private,168.0,44.165047,-93.983738,MN,12.4,,8.3,14.1,11.0,14.6
1918,SANFORD BEMIDJI MEDICAL CENTER (240100),2019,Acute Care,Voluntary non-profit - Private,192.0,47.505009,-94.898125,MN,11.5,,9.3,13.3,10.5,14.5
1919,ESSENTIA HEALTH ST MARYS - DETROIT LAKES (240101),2019,Acute Care,Voluntary non-profit - Church,133.0,46.815307,-95.845453,MN,,,8.3,,9.2,12.2
1920,ST FRANCIS REGIONAL MEDICAL CENTER (240104),2019,Acute Care,Voluntary non-profit - Church,85.0,44.770075,-93.503569,MN,,,7.7,13.3,11.0,14.3
1921,REGIONS HOSPITAL (240106),2019,Acute Care,Voluntary non-profit - Private,450.0,44.955338,-93.096277,MN,12.9,4.0,7.8,14.8,11.3,16.3
1922,MERCY HOSPITAL (240115),2019,Acute Care,Voluntary non-profit - Private,360.0,45.183842,-93.368221,MN,12.4,3.3,8.6,12.4,10.9,12.8
1923,FAIRVIEW NORTHLAND REGIONAL HOSPITAL (240141),2019,Acute Care,Voluntary non-profit - Other,38.0,45.55888,-93.588931,MN,,,8.6,,,14.4
1924,MAYO CLINIC HEALTH SYSTEM - FAIRMONT (240166),2019,Acute Care,Voluntary non-profit - Private,78.0,43.637688,-94.451728,MN,,,7.7,,13.5,15.6
1925,HUTCHINSON HEALTH (240187),2019,Acute Care,Voluntary non-profit - Private,119.0,44.875105,-94.375533,MN,,,8.5,,12.4,13.8
1926,FAIRVIEW RIDGES HOSPITAL (240207),2019,Acute Care,Voluntary non-profit - Church,170.0,44.749947,-93.274858,MN,12.2,,7.0,13.2,10.7,13.0
1927,HEALTHEAST ST JOHN'S HOSPITAL (240210),2019,Acute Care,Voluntary non-profit - Private,184.0,45.028131,-93.033508,MN,12.1,,9.3,11.9,9.1,14.9
1928,HEALTHEAST WOODWINDS HOSPITAL (240213),2019,Acute Care,Voluntary non-profit - Private,86.0,44.92351,-92.975353,MN,,,9.1,13.1,11.0,12.8
1929,MAPLE GROVE HOSPITAL (240214),2019,Acute Care,Voluntary non-profit - Private,121.0,45.133377,-93.479488,MN,,,8.3,,9.1,13.5
1930,RIVERWOOD HEALTHCARE CENTER (241305),2019,Critical Access,Voluntary non-profit - Private,25.0,46.529202,-93.696808,MN,,,8.1,,10.6,14.6
1931,RENVILLE COUNTY HOSPITAL AND CLINICS (241306),2019,Critical Access,Government - Local,26.0,,,MN,,,,,15.2,18.2
1932,SANFORD JACKSON MEDICAL CENTER (241315),2019,Critical Access,Voluntary non-profit - Private,15.0,43.623723,-95.004516,MN,,,,,,14.4
1933,MURRAY COUNTY MEMORIAL HOSPITAL (241319),2019,Critical Access,Government - Local,23.0,43.992795,-95.759226,MN,,,,,,13.8
1934,RIVERVIEW HOSPITAL (241320),2019,Critical Access,Voluntary non-profit - Private,56.0,47.772083,-96.618106,MN,,,,,,16.6
1935,CHIPPEWA COUNTY HOSPITAL (241325),2019,Critical Access,Government - Local,25.0,44.953989,-95.713586,MN,,,,,11.8,15.3
1936,SLEEPY EYE MUNICIPAL HOSPITAL (241327),2019,Critical Access,Government - Local,18.0,44.299319,-94.727315,MN,,,,,12.0,14.8
1937,LAKEWOOD HEALTH SYSTEM (241329),2019,Critical Access,Voluntary non-profit - Other,135.0,46.350869,-94.748393,MN,,,,,,15.2
1938,CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL (241330),2019,Critical Access,Voluntary non-profit - Private,95.0,45.674916,-94.823435,MN,,,,,,13.8
1939,WINDOM AREA HOSPITAL (241332),2019,Critical Access,Government - Local,20.0,43.878587,-95.113659,MN,,,,,,14.7
1940,ST ELIZABETH MEDICAL CENTER (241335),2019,Critical Access,Voluntary non-profit - Private,116.0,44.386416,-92.04914,MN,,,,,,15.5
1941,ORTONVILLE AREA HEALTH SERVICES (241342),2019,Critical Access,Government - Local,82.0,45.314769,-96.446563,MN,,,,,,14.3
1942,MUNICIPAL HOSPITAL AND GRANITE MANOR (241343),2019,Critical Access,Government - Local,76.0,44.808737,-95.542467,MN,,,,,,15.1
1943,LIFECARE MEDICAL CENTER (241344),2019,Critical Access,Voluntary non-profit - Private,79.0,48.839822,-95.759947,MN,,,,,,14.1
1944,SANFORD CANBY MEDICAL CENTER (241347),2019,Critical Access,Government - Hospital District or Authority,84.0,44.707899,-96.277555,MN,,,,,,14.9
1945,CENTRA CARE HEALTH PAYNESVILLE (241349),2019,Critical Access,Voluntary non-profit - Private,66.0,45.374893,-94.716253,MN,,,,,,15.6
1946,"CARRIS HEALTH - REDWOOD, LLC (241351)",2019,Critical Access,Government - Local,25.0,44.53703,-95.107268,MN,,,,,12.5,16.0
1947,CUYUNA REGIONAL MEDICAL CENTER (241353),2019,Critical Access,Government - Hospital District or Authority,130.0,46.482408,-93.94525,MN,,,,,,14.1
