,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdominopelvic accidental puncture or laceration rate (PSI 15),Death rate for surgical inpatients w/ serious treatable complications (PSI 4),Iatrogenic pneumothorax rate (PSI 6),In-hospital fall with hip fracture rate (PSI 8),Infections from a large venous catheter (PSI 7),Patient safety and adverse events composite (PSI 90),Perioperative pulmonary embolism or deep vein thrombosis rate (PSI 12),Postoperative sepsis rate (PSI 13),Postoperative wound dehiscence rate (PSI 14),Pressure ulcer rate (PSI 3)
1540,UNIVERSITY OF MISSISSIPPI MED CENTER (250001),2016,Acute Care,Government - State,685.0,32.328783,-90.17558,MS,3.07,165.55,0.53,0.06,0.44,2.14,16.44,15.44,2.63,1.29
1541,TISHOMINGO HEALTH SERVICES INC (250002),2016,Acute Care,Voluntary non-profit - Private,48.0,34.803686,-88.209218,MS,1.39,,0.4,,0.17,0.89,,,,0.44
1542,NORTH MISSISSIPPI MEDICAL CENTER (250004),2016,Acute Care,Voluntary non-profit - Private,627.0,34.242203,-88.717758,MS,1.56,150.84,0.54,0.06,0.05,0.75,2.76,9.2,1.69,0.05
1543,BAPTIST MEMORIAL HOSPITAL UNION COUNTY (250006),2016,Acute Care,Voluntary non-profit - Other,98.0,,,MS,0.93,,0.38,0.06,0.15,0.68,3.93,9.61,2.24,0.29
1544,MERIT HEALTH BILOXI (250007),2016,Acute Care,Proprietary,190.0,30.396112,-88.890438,MS,1.67,134.0,0.38,0.06,0.47,0.93,3.62,13.53,2.23,0.59
1545,MAGNOLIA REGIONAL HEALTH CENTER (250009),2016,Acute Care,Voluntary non-profit - Other,193.0,34.935867,-88.558648,MS,2.19,167.84,0.55,0.06,0.11,1.03,3.69,14.47,2.1,0.41
1546,ALLIANCE HEALTHCARE SYSTEM (250012),2016,Acute Care,Physician,40.0,34.786835,-89.415027,MS,1.41,,0.4,,0.17,0.9,,,,0.43
1547,TRACE REGIONAL HOSP AND SWING BED (250017),2016,Acute Care,Proprietary,119.0,33.89479,-88.985085,MS,1.41,,0.41,,0.17,0.9,,,,0.44
1548,JASPER GENERAL HOSPITAL (250018),2016,Acute Care,Government - Local,20.0,31.976688,-89.290555,MS,,,,,,0.9,,,,
1549,MEMORIAL HOSPITAL AT GULFPORT (250019),2016,Acute Care,Government - Local,431.0,30.366928,-89.114907,MS,1.56,161.32,0.32,0.06,0.15,0.94,6.16,8.72,2.47,0.26
1550,WEBSTER GENERAL HOSPITAL/ SWING BED (250020),2016,Acute Care,Voluntary non-profit - Other,38.0,33.534736,-89.266943,MS,1.39,,0.4,,0.17,0.88,,,,0.32
1551,MERIT HEALTH GILMORE MEMORIAL (250025),2016,Acute Care,Proprietary,95.0,33.977551,-88.477625,MS,1.1,,0.38,0.06,0.15,0.77,4.77,9.26,2.2,0.3
1552,WINSTON MEDICAL CENTER & SWINGBED (250027),2016,Acute Care,Voluntary non-profit - Private,136.0,33.124291,-89.036671,MS,1.42,,0.41,,0.17,0.9,,,,0.46
1553,MERIT HEALTH RIVER REGION (250031),2016,Acute Care,Proprietary,298.0,32.374802,-90.827497,MS,1.08,167.3,0.35,0.06,0.1,0.98,8.29,9.34,2.65,0.43
1554,BAPTIST MEMORIAL HOSPITAL NORTH MS (250034),2016,Acute Care,Voluntary non-profit - Private,209.0,34.346609,-89.5212,MS,0.45,122.17,0.31,0.06,0.1,0.49,3.13,10.15,2.89,0.1
1555,GEORGE REGIONAL HEALTH SYSTEM (250036),2016,Acute Care,Government - Local,41.0,30.922235,-88.592853,MS,1.41,,0.38,0.06,0.16,0.86,4.92,,,0.36
1556,MERIT HEALTH MADISON (250038),2016,Acute Care,Proprietary,67.0,32.582157,-90.081677,MS,1.6,,0.4,0.06,0.16,0.98,6.11,,,0.37
1557,SINGING RIVER HOSPITAL (250040),2016,Acute Care,Government - Local,393.0,30.374871,-88.532404,MS,1.39,149.29,0.51,0.06,0.1,0.88,5.49,8.7,2.49,0.09
1558,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER (250042),2016,Acute Care,Proprietary,181.0,34.197133,-90.552764,MS,0.97,,0.52,0.06,0.14,0.74,4.51,9.33,2.25,0.23
1559,NESHOBA COUNTY GENERAL HOSPITAL (250043),2016,Acute Care,Government - Local,207.0,32.757816,-89.105415,MS,1.39,,0.4,,0.17,0.89,,,,0.42
1560,BAPTIST MEMORIAL HOSPITAL BOONEVILLE (250044),2016,Acute Care,Voluntary non-profit - Church,55.0,34.656337,-88.565763,MS,1.37,,0.4,,0.17,0.88,,,,0.37
1561,ST DOMINIC-JACKSON MEMORIAL HOSPITAL (250048),2016,Acute Care,Voluntary non-profit - Church,548.0,32.333691,-90.165103,MS,0.75,140.63,0.37,0.06,0.16,0.89,7.14,13.48,1.71,0.73
1562,BEACHAM MEMORIAL HOSPITAL (250049),2016,Acute Care,Proprietary,34.0,31.145626,-90.45929,MS,1.41,,0.4,,0.17,0.89,,,,0.42
1563,OCH REGIONAL MEDICAL CENTER (250050),2016,Acute Care,Government - Local,90.0,33.474957,-88.820554,MS,0.86,,0.39,0.06,0.15,0.74,5.05,10.01,2.22,0.29
1564,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN (250057),2016,Acute Care,Voluntary non-profit - Other,96.0,,,MS,1.17,,0.37,0.06,0.15,0.79,4.9,9.69,2.27,0.28
1565,SOUTH CENTRAL REG MED CTR (250058),2016,Acute Care,Government - Local,267.0,31.685911,-89.14135,MS,2.66,120.17,0.39,0.06,0.11,1.14,4.97,12.46,2.13,0.13
1566,JEFFERSON COUNTY HOSPITAL (250060),2016,Acute Care,Government - Local,30.0,,,MS,1.42,,0.41,,0.17,0.9,,,,0.47
1567,YALOBUSHA GENERAL HOSPITAL (250061),2016,Acute Care,Government - Local,148.0,34.1307,-89.641013,MS,1.39,,0.4,,0.17,0.89,,,,0.44
1568,CLAY COUNTY MEDICAL CENTER (250067),2016,Acute Care,Voluntary non-profit - Private,54.0,33.618616,-88.661549,MS,1.47,,0.39,0.06,0.16,0.87,4.94,,,0.35
1569,RUSH FOUNDATION HOSPITAL (250069),2016,Acute Care,Voluntary non-profit - Private,183.0,32.370664,-88.697779,MS,0.95,161.02,0.36,0.06,0.12,0.97,9.15,7.77,2.02,0.15
1570,MERIT HEALTH CENTRAL (250072),2016,Acute Care,Proprietary,336.0,32.286929,-90.255755,MS,1.22,152.8,0.42,0.06,0.11,0.75,3.64,10.15,2.2,0.6
1571,WAYNE GENERAL HOSPITAL (250077),2016,Acute Care,Government - Local,61.0,31.673601,-88.633312,MS,1.23,,0.39,0.06,0.16,0.82,4.9,,2.29,0.35
1572,FORREST GENERAL HOSPITAL (250078),2016,Acute Care,Government - Local,458.0,,,MS,1.23,179.79,0.39,0.06,0.14,0.82,4.34,13.62,3.15,0.4
1573,ANDERSON RMC SOUTH (250081),2016,Acute Care,Proprietary,75.0,32.36779,-88.699315,MS,,,,,,0.9,,,,
1574,DELTA REGIONAL MEDICAL CENTER (250082),2016,Acute Care,Government - Local,200.0,33.409907,-91.035243,MS,1.2,157.71,0.34,0.06,0.29,0.82,4.85,9.92,2.17,0.45
1575,MERIT HEALTH NATCHEZ (250084),2016,Acute Care,Proprietary,179.0,,,MS,1.43,,0.43,0.06,0.15,0.85,4.67,9.73,2.24,0.26
1576,MARION GENERAL HOSPITAL (250085),2016,Acute Care,Voluntary non-profit - Other,47.0,31.256354,-89.806273,MS,1.36,,0.4,,0.17,0.88,,,,0.38
1577,BOLIVAR MEDICAL CENTER (250093),2016,Acute Care,Proprietary,199.0,33.747471,-90.708128,MS,2.1,,0.37,0.06,0.15,1.0,4.9,9.26,2.19,0.27
1578,MERIT HEALTH WESLEY (250094),2016,Acute Care,Voluntary non-profit - Private,187.0,31.323058,-89.3669,MS,2.05,165.3,0.55,0.06,0.2,0.91,2.85,10.92,2.54,0.14
1579,SOUTH SUNFLOWER COUNTY HOSPITAL (250095),2016,Acute Care,Government - Local,48.0,33.457234,-90.65024,MS,1.36,,0.4,,0.17,0.94,,,,1.37
1580,MERIT HEALTH RANKIN (250096),2016,Acute Care,Proprietary,122.0,32.286214,-90.03596,MS,3.27,,0.45,0.06,0.28,1.36,5.75,,2.25,0.26
1581,SOUTHWEST MS REGIONAL MEDICAL CENTER (250097),2016,Acute Care,Government - Local,148.0,,,MS,1.98,119.91,0.36,0.06,0.22,1.11,6.98,9.56,2.67,0.16
1582,GREENWOOD LEFLORE HOSPITAL (250099),2016,Acute Care,Government - Local,207.0,33.518254,-90.200189,MS,0.64,147.07,0.36,0.06,0.13,0.63,3.92,9.5,2.16,0.71
1583,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC (250100),2016,Acute Care,Voluntary non-profit - Private,272.0,33.526488,-88.429071,MS,1.62,126.34,0.34,0.06,0.11,0.8,3.54,11.98,2.03,0.16
1584,MISSISSIPPI BAPTIST MEDICAL CENTER (250102),2016,Acute Care,Voluntary non-profit - Private,527.0,32.314278,-90.178228,MS,1.01,125.15,0.39,0.06,0.31,0.86,6.36,6.74,2.27,0.42
1585,ANDERSON REGIONAL MEDICAL CTR (250104),2016,Acute Care,Voluntary non-profit - Private,261.0,32.370775,-88.699858,MS,0.87,129.56,0.36,0.06,0.16,0.75,4.66,8.71,3.4,0.89
1586,HIGHLAND COMMUNITY  HOSPITAL (250117),2016,Acute Care,Government - Hospital District or Authority,54.0,30.552471,-89.665422,MS,2.15,,0.39,0.06,0.16,1.09,5.71,10.86,2.23,0.38
1587,GARDEN PARK MEDICAL CENTER (250123),2016,Acute Care,Proprietary,129.0,30.44201,-89.092766,MS,1.23,185.16,0.37,0.06,0.14,0.88,4.34,11.63,2.2,1.51
1588,MAGEE GENERAL HOSPITAL (250124),2016,Acute Care,Voluntary non-profit - Private,50.0,31.870585,-89.728389,MS,1.4,,0.41,,0.17,0.89,,,,0.42
1589,NORTH OAK REGIONAL MEDICAL CENTER (250126),2016,Acute Care,Proprietary,41.0,,,MS,1.28,,0.4,0.06,0.16,0.85,5.17,,,0.37
1590,CHOCTAW HEALTH CENTER (250127),2016,Acute Care,Government - Federal,20.0,,,MS,1.42,,0.41,,,0.9,,,,
1591,MERIT HEALTH BATESVILLE (250128),2016,Acute Care,Proprietary,98.0,34.306319,-89.916488,MS,1.2,,0.45,0.06,0.14,0.84,5.13,,,0.34
1592,WHITFIELD MEDICAL SURGICAL HOSPITAL (250134),2016,Acute Care,Government - State,32.0,,,MS,1.42,,0.41,,0.17,0.9,,,,0.47
1593,MERIT HEALTH WOMEN'S HOSPITAL (250136),2016,Acute Care,Proprietary,59.0,32.32583,-90.106656,MS,1.38,,0.41,,,0.89,,,,
1594,MERIT HEALTH RIVER OAKS (250138),2016,Acute Care,Proprietary,158.0,32.32614,-90.106447,MS,1.8,125.81,0.37,0.06,0.15,0.98,5.39,10.83,2.25,0.31
1595,BAPTIST MEMORIAL HOSPITAL DESOTO (250141),2016,Acute Care,Voluntary non-profit - Private,336.0,34.968348,-89.995535,MS,0.71,141.49,0.37,0.06,0.36,0.88,7.39,12.69,2.48,0.07
1596,ALLIANCE HEALTH CENTER (250151),2016,Acute Care,Proprietary,195.0,32.409988,-88.678811,MS,1.23,,0.4,,0.14,0.84,,,,0.37
1597,HANCOCK MEDICAL CENTER (250162),2016,Acute Care,Government - Local,68.0,30.31304,-89.355657,MS,1.47,,0.39,0.06,0.16,0.86,4.69,,,0.36
1598,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL (250167),2016,Acute Care,Voluntary non-profit - Private,51.0,34.922615,-89.794873,MS,1.25,,0.39,0.06,0.16,0.83,4.96,,,0.36
1599,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA (250168),2016,Acute Care,Government - State,80.0,33.763307,-89.817532,MS,2.38,,0.45,0.06,0.15,1.06,4.26,11.05,2.79,0.3
1600,MERCY HOSPITAL JOPLIN (260001),2016,Acute Care,Voluntary non-profit - Church,222.0,37.034697,-94.511799,MO,1.05,145.91,0.28,0.06,0.1,0.68,3.58,13.74,2.61,0.15
1601,COOPER COUNTY MEMORIAL HOSPITAL (260004),2016,Acute Care,Voluntary non-profit - Other,65.0,38.943533,-92.742075,MO,1.42,,0.41,,0.17,0.9,,,,0.47
1602,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES (260005),2016,Acute Care,Voluntary non-profit - Private,394.0,38.780377,-90.484508,MO,1.31,139.25,0.54,0.06,0.12,0.82,4.1,9.16,2.16,0.5
1603,MOSAIC LIFE CARE AT ST JOSEPH (260006),2016,Acute Care,Voluntary non-profit - Private,352.0,39.770201,-94.770247,MO,1.39,112.73,0.37,0.06,0.14,0.64,1.82,10.52,2.7,0.08
1604,BOTHWELL REGIONAL HEALTH CENTER (260009),2016,Acute Care,Government - Local,127.0,38.699051,-93.222089,MO,2.97,146.26,0.42,0.06,0.14,1.13,3.5,11.84,2.11,0.19
1605,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY (260011),2016,Acute Care,Proprietary,167.0,38.560142,-92.220285,MO,0.6,146.85,0.43,0.06,0.13,0.75,5.53,7.69,2.67,1.05
1606,TWIN RIVERS REGIONAL MEDICAL CENTER (260015),2016,Acute Care,Proprietary,116.0,,,MO,1.19,,0.39,0.06,0.16,0.79,4.54,,,0.42
1607,PHELPS COUNTY REGIONAL MEDICAL CENTER (260017),2016,Acute Care,Government - Local,242.0,37.951442,-91.784993,MO,1.79,139.68,0.49,0.06,0.13,0.8,2.69,8.23,2.1,0.2
1608,MERCY HOSPITAL ST LOUIS (260020),2016,Acute Care,Voluntary non-profit - Private,902.0,,,MO,0.92,129.01,0.33,0.06,0.07,0.76,5.6,12.31,2.19,0.09
1609,NORTHEAST REGIONAL MEDICAL CENTER (260022),2016,Acute Care,Proprietary,83.0,40.192523,-92.590849,MO,1.12,116.82,0.34,0.06,0.14,0.71,3.97,9.8,2.68,0.22
1610,MERCY HOSPITAL JEFFERSON (260023),2016,Acute Care,Voluntary non-profit - Private,303.0,38.195962,-90.395423,MO,1.05,97.63,0.39,0.06,0.11,0.66,3.44,9.28,2.15,0.18
1611,TEXAS COUNTY MEMORIAL HOSPITAL (260024),2016,Acute Care,Voluntary non-profit - Other,47.0,37.315756,-91.959559,MO,1.21,,0.39,0.06,0.29,0.84,4.95,,2.29,0.38
1612,HANNIBAL REGIONAL HOSPITAL (260025),2016,Acute Care,Voluntary non-profit - Private,98.0,39.710595,-91.443967,MO,1.43,120.65,0.38,0.06,0.14,0.89,5.59,10.38,2.17,0.2
1613,RESEARCH MEDICAL CENTER (260027),2016,Acute Care,Proprietary,430.0,39.007169,-94.558731,MO,1.28,142.6,0.37,0.06,0.1,0.82,4.76,14.1,1.98,0.1
1614,BARNES JEWISH HOSPITAL (260032),2016,Acute Care,Voluntary non-profit - Other,1334.0,,,MO,1.22,129.56,0.32,0.06,0.18,1.24,11.81,12.24,2.17,0.2
1615,BATES COUNTY MEMORIAL HOSPITAL (260034),2016,Acute Care,Government - Local,45.0,38.249611,-94.343391,MO,1.7,,0.4,,0.17,0.99,5.91,,,0.41
1616,COX MEDICAL CENTERS (260040),2016,Acute Care,Voluntary non-profit - Private,713.0,37.144966,-93.27808,MO,0.95,150.5,0.27,0.06,0.06,0.55,2.52,8.7,2.88,0.2
1617,CAPITAL REGION MEDICAL CENTER (260047),2016,Acute Care,Voluntary non-profit - Private,114.0,38.567018,-92.181588,MO,1.14,180.12,0.43,0.06,0.14,0.85,5.33,9.75,2.14,0.7
1618,TRUMAN MEDICAL CENTER HOSPITAL HILL (260048),2016,Acute Care,Voluntary non-profit - Private,241.0,39.084815,-94.575799,MO,1.6,161.04,0.36,0.06,0.24,1.03,6.97,10.08,2.19,0.23
1619,SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE (260050),2016,Acute Care,Voluntary non-profit - Church,55.0,40.326053,-94.874038,MO,1.66,,0.4,,0.17,0.91,4.69,9.9,,0.43
1620,MERCY HOSPITAL WASHINGTON (260052),2016,Acute Care,Voluntary non-profit - Private,160.0,38.5522,-91.002023,MO,0.96,133.89,0.32,0.06,0.13,0.64,2.82,9.47,2.11,0.91
1621,CAMERON REGIONAL MEDICAL CENTER (260057),2016,Acute Care,Voluntary non-profit - Private,54.0,39.731504,-94.218308,MO,1.36,,0.38,0.06,0.28,0.87,5.06,9.74,2.27,0.35
1622,MERCY HOSPITAL LEBANON (260059),2016,Acute Care,Voluntary non-profit - Church,49.0,37.681437,-92.635875,MO,1.37,,0.39,0.06,0.16,0.8,4.03,,2.29,0.37
1623,NEVADA REGIONAL MEDICAL CENTER (260061),2016,Acute Care,Government - Local,70.0,37.830534,-94.359703,MO,1.64,,0.4,,0.17,0.93,5.03,,,0.44
1624,SAINT LUKES NORTHLAND HOSPITAL (260062),2016,Acute Care,Voluntary non-profit - Private,133.0,39.246883,-94.647898,MO,1.7,118.06,0.36,0.06,0.14,0.86,3.91,11.15,2.75,0.24
1625,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN (260064),2016,Acute Care,Voluntary non-profit - Private,56.0,39.172921,-91.877238,MO,0.99,,0.54,0.06,0.15,0.72,3.76,9.71,2.28,0.28
1626,MERCY HOSPITAL SPRINGFIELD (260065),2016,Acute Care,Voluntary non-profit - Church,690.0,37.177969,-93.275276,MO,1.26,133.89,0.41,0.06,0.06,0.91,5.76,18.41,2.47,0.07
1627,BOONE HOSPITAL CENTER (260068),2016,Acute Care,Voluntary non-profit - Other,328.0,38.950669,-92.317039,MO,1.26,117.52,0.46,0.06,0.08,0.76,4.42,7.84,2.22,0.09
1628,PEMISCOT COUNTY MEMORIAL HOSPITAL (260070),2016,Acute Care,Government - Hospital District or Authority,198.0,36.236855,-89.739975,MO,1.24,,0.39,0.06,0.16,0.83,4.95,,,0.38
1629,MOBERLY REGIONAL MEDICAL CENTER (260074),2016,Acute Care,Proprietary,75.0,39.423879,-92.414216,MO,2.07,,0.38,0.06,0.16,1.06,5.52,11.61,,0.35
1630,ST ANTHONY'S MEDICAL CENTER (260077),2016,Acute Care,Voluntary non-profit - Private,746.0,38.509739,-90.37775,MO,1.97,161.82,0.7,0.06,0.39,1.19,6.55,7.17,1.76,0.73
1631,OZARKS MEDICAL CENTER (260078),2016,Acute Care,Voluntary non-profit - Other,104.0,36.737992,-91.875552,MO,1.07,132.02,0.33,0.06,0.14,0.67,3.54,9.46,2.22,0.21
1632,SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY (260080),2016,Acute Care,Voluntary non-profit - Private,22.0,,,MO,1.41,,0.41,,0.17,0.9,,,,0.46
1633,SSM HEALTH ST CLARE HOSPITAL - FENTON (260081),2016,Acute Care,Voluntary non-profit - Private,180.0,38.529043,-90.473625,MO,1.54,151.76,0.35,0.06,0.39,0.79,3.3,8.99,2.21,0.14
1634,ST JOSEPH MEDICAL CENTER (260085),2016,Acute Care,Voluntary non-profit - Private,183.0,38.934471,-94.605342,MO,0.97,135.36,0.57,0.06,0.18,0.83,5.02,10.18,2.05,0.62
1635,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS (260091),2016,Acute Care,Voluntary non-profit - Private,609.0,38.633943,-90.310138,MO,1.32,143.17,0.59,0.06,0.1,0.95,5.99,13.91,2.13,0.1
1636,COX MEDICAL CENTER BRANSON (260094),2016,Acute Care,Voluntary non-profit - Private,139.0,36.650541,-93.220376,MO,0.97,128.32,0.55,0.06,0.12,0.86,5.5,9.76,2.25,0.81
1637,CENTERPOINT MEDICAL CENTER (260095),2016,Acute Care,Voluntary non-profit - Private,246.0,39.047771,-94.349313,MO,1.19,126.79,0.36,0.06,0.1,0.68,3.66,7.08,2.54,0.1
1638,NORTH KANSAS CITY HOSPITAL (260096),2016,Acute Care,Government - Local,417.0,39.15081,-94.551852,MO,0.92,101.23,0.51,0.06,0.08,0.72,4.77,8.84,1.77,0.09
1639,WESTERN MISSOURI MEDICAL CENTER (260097),2016,Acute Care,Government - Hospital District or Authority,64.0,38.766474,-93.723701,MO,1.08,,0.39,0.06,0.16,0.84,5.82,9.51,2.82,0.34
1640,TRUMAN MEDICAL CENTER LAKEWOOD (260102),2016,Acute Care,Voluntary non-profit - Private,305.0,38.973583,-94.390407,MO,2.15,,0.4,0.06,0.16,1.0,4.37,,,0.4
1641,SSM HEALTH DEPAUL HOSPITAL ST LOUIS (260104),2016,Acute Care,Voluntary non-profit - Private,490.0,38.748965,-90.432379,MO,1.04,152.78,0.47,0.06,0.15,0.93,7.18,10.98,2.39,0.27
1642,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL (260105),2016,Acute Care,Proprietary,316.0,38.622459,-90.239052,MO,1.82,129.29,0.57,0.06,0.15,1.84,18.64,9.66,2.01,0.34
1643,MISSOURI BAPTIST MEDICAL CENTER (260108),2016,Acute Care,Voluntary non-profit - Private,433.0,38.635532,-90.443636,MO,1.44,136.19,0.47,0.06,0.18,0.91,5.48,9.19,2.01,0.26
1644,SOUTHEASTHEALTH (260110),2016,Acute Care,Voluntary non-profit - Private,224.0,37.311273,-89.540936,MO,2.45,138.68,0.58,0.06,0.19,1.07,2.96,14.32,2.92,0.43
1645,MISSOURI DELTA MEDICAL CENTER (260113),2016,Acute Care,Voluntary non-profit - Other,147.0,36.889048,-89.584346,MO,1.74,126.05,0.42,0.06,0.14,0.9,4.27,11.26,2.17,0.2
1646,POPLAR BLUFF REGIONAL MEDICAL CENTER (260119),2016,Acute Care,Proprietary,287.0,36.788987,-90.443287,MO,1.19,129.83,0.41,0.06,0.19,0.87,5.94,10.28,2.6,0.12
1647,FREEMAN HEALTH SYSTEM - FREEMAN WEST (260137),2016,Acute Care,Voluntary non-profit - Other,393.0,37.054408,-94.526884,MO,1.45,156.38,0.4,0.06,0.18,0.82,2.99,13.45,2.16,0.83
1648,ST LUKES HOSPITAL OF KANSAS CITY (260138),2016,Acute Care,Government - Hospital District or Authority,470.0,39.046134,-94.59015,MO,1.43,109.63,0.38,0.06,0.18,0.87,5.46,9.53,2.27,0.09
1649,UNIVERSITY OF MISSOURI HEALTH CARE (260141),2016,Acute Care,Government - State,529.0,,,MO,2.61,184.68,0.62,0.06,0.15,1.12,3.83,12.68,1.74,0.1
1650,FITZGIBBON HOSPITAL (260142),2016,Acute Care,Voluntary non-profit - Private,51.0,,,MO,1.26,,0.39,0.06,0.16,0.87,5.6,,,0.41
1651,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY (260160),2016,Acute Care,Proprietary,47.0,36.807432,-89.969973,MO,1.68,,0.47,,0.17,0.97,5.17,,,0.46
1652,BARNES-JEWISH WEST COUNTY HOSPITAL (260162),2016,Acute Care,Voluntary non-profit - Private,75.0,38.676997,-90.466227,MO,1.41,,0.37,0.06,0.27,0.73,2.88,8.39,2.07,0.36
1653,PARKLAND HEALTH CENTER (260163),2016,Acute Care,Voluntary non-profit - Private,105.0,37.780624,-90.438195,MO,1.7,,0.38,0.06,0.15,0.92,4.74,11.38,,0.32
1654,GOLDEN VALLEY MEMORIAL HOSPITAL (260175),2016,Acute Care,Government - Hospital District or Authority,49.0,38.391389,-93.770506,MO,0.93,,0.39,0.06,0.16,0.65,3.42,,2.22,0.36
1655,DES PERES HOSPITAL (260176),2016,Acute Care,Proprietary,109.0,38.581081,-90.450408,MO,1.8,138.97,0.63,0.06,0.12,0.98,4.81,,2.08,0.26
1656,LIBERTY HOSPITAL (260177),2016,Acute Care,Government - Hospital District or Authority,215.0,39.276757,-94.424343,MO,1.14,124.1,0.28,0.06,0.12,0.78,5.16,9.35,2.02,0.42
1657,ST LUKES HOSPITAL (260179),2016,Acute Care,Voluntary non-profit - Private,538.0,38.653066,-90.50592,MO,2.03,126.44,0.3,0.06,0.09,1.27,9.96,10.35,1.95,0.09
1658,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST (260180),2016,Acute Care,Voluntary non-profit - Private,385.0,38.775759,-90.239054,MO,1.3,156.21,0.67,0.06,0.15,0.93,5.97,8.85,1.95,0.1
1659,SAINT FRANCIS MEDICAL CENTER (260183),2016,Acute Care,Voluntary non-profit - Church,290.0,,,MO,1.75,137.71,0.46,0.06,0.2,0.95,1.99,10.92,1.84,2.61
1660,LAKE REGIONAL HEALTH SYSTEM (260186),2016,Acute Care,Voluntary non-profit - Other,116.0,38.118486,-92.681085,MO,0.95,146.13,0.47,0.06,0.13,0.65,3.37,8.88,2.1,0.17
1661,LEE'S SUMMIT MEDICAL CENTER (260190),2016,Acute Care,Proprietary,71.0,38.902285,-94.332151,MO,0.9,,0.36,0.06,0.15,0.75,4.88,12.67,2.25,0.27
1662,BARNES-JEWISH ST PETERS HOSPITAL (260191),2016,Acute Care,Voluntary non-profit - Other,115.0,38.792719,-90.579377,MO,1.39,133.21,0.56,0.06,0.24,1.12,8.68,10.32,2.12,0.19
1663,ST MARY'S MEDICAL CENTER (260193),2016,Acute Care,Voluntary non-profit - Church,98.0,39.023528,-94.266042,MO,1.12,,0.4,0.06,0.15,0.89,5.9,9.65,,0.79
1664,CITIZENS MEMORIAL HOSPITAL (260195),2016,Acute Care,Government - Hospital District or Authority,70.0,37.625971,-93.420915,MO,1.01,,0.49,0.06,0.15,0.73,3.98,,2.25,0.33
1665,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS (260200),2016,Acute Care,Voluntary non-profit - Church,157.0,38.803742,-90.774423,MO,1.33,122.2,0.47,0.06,0.12,0.73,3.1,9.95,2.18,0.16
1666,OZARKS COMMUNITY HOSPITAL (260207),2016,Acute Care,Proprietary,31.0,,,MO,1.34,,0.4,,0.17,0.93,6.2,9.79,,0.41
1667,FULTON MEDICAL CENTER LLC (260209),2016,Acute Care,Voluntary non-profit - Private,35.0,38.842247,-91.966202,MO,1.42,,0.41,,0.17,0.9,,,,
1668,ST ALEXIUS HOSPITAL (260210),2016,Acute Care,Proprietary,172.0,38.583359,-90.227557,MO,1.75,,0.5,0.06,0.13,0.97,4.99,8.89,4.44,0.31
1669,BELTON REGIONAL MEDICAL CENTER (260214),2016,Acute Care,Voluntary non-profit - Private,71.0,,,MO,1.33,,0.39,0.06,0.16,0.73,3.22,9.17,2.27,0.32
1670,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL (260216),2016,Acute Care,Voluntary non-profit - Private,168.0,38.940551,-94.378443,MO,0.87,120.5,0.54,0.06,0.13,0.73,4.76,8.88,2.12,0.17
1671,PROGRESS WEST HOSPITAL (260219),2016,Acute Care,Voluntary non-profit - Private,71.0,38.715097,-90.696597,MO,1.3,,0.37,0.06,0.15,0.9,6.02,,2.25,0.33
1672,BLACK RIVER COMMUNITY MEDICAL CENTER (260227),2016,Acute Care,Voluntary non-profit - Private,5.0,36.770882,-90.456445,MO,1.41,,0.41,,0.17,0.9,,,,0.46
1673,ST PETER'S HOSPITAL (270003),2016,Acute Care,Voluntary non-profit - Private,125.0,,,MT,1.01,132.06,0.39,0.06,0.14,0.88,6.51,13.78,2.68,0.2
1674,BILLINGS CLINIC HOSPITAL (270004),2016,Acute Care,Voluntary non-profit - Private,288.0,45.790452,-108.51415,MT,1.71,122.88,0.38,0.06,0.15,0.87,4.6,5.62,1.79,0.41
1675,BENEFIS HOSPITALS INC (270012),2016,Acute Care,Voluntary non-profit - Private,488.0,47.491848,-111.262615,MT,1.78,162.21,0.59,0.06,0.1,0.87,3.37,10.46,2.79,0.13
1676,ST PATRICK HOSPITAL (270014),2016,Acute Care,Voluntary non-profit - Church,200.0,46.873905,-113.999891,MT,2.16,99.18,0.39,0.06,0.1,0.84,2.29,8.82,2.5,0.13
1677,ST JAMES HEALTHCARE (270017),2016,Acute Care,Voluntary non-profit - Private,73.0,46.00928,-112.546068,MT,2.91,166.47,0.4,0.06,0.25,1.26,5.48,11.62,2.17,0.21
