,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI SIR,CDI SIR,CLABSI SIR,MRSA SIR,SSI SIR,Total HAC Score
1782,HACKENSACKUMC MOUNTAINSIDE (310054),2023,Acute Care,Voluntary non-profit - Private,229.0,,,NJ,1.405,0.599,0.555,1.865,2.002,0.0
1783,VIRTUA MOUNT HOLLY HOSPITAL (310057),2023,Acute Care,Voluntary non-profit - Private,334.0,39.985698,-74.795832,NJ,0.204,0.485,0.656,0.469,1.103,0.0
1784,BERGEN NEW BRIDGE MEDICAL CENTER (310058),2023,Acute Care,Government - Local,1004.0,40.958602,-74.062151,NJ,,0.0,,0.0,,0.0
1785,ST LUKE'S WARREN HOSPITAL (310060),2023,Acute Care,Voluntary non-profit - Other,110.0,40.701628,-75.179608,NJ,0.327,0.0,0.975,1.53,,0.0
1786,VIRTUA WILLINGBORO HOSPITAL (310061),2023,Acute Care,Voluntary non-profit - Private,147.0,40.048632,-74.881982,NJ,0.0,0.572,0.615,,,0.0
1787,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS (310064),2023,Acute Care,Voluntary non-profit - Other,537.0,39.357791,-74.433942,NJ,0.618,0.585,1.256,1.855,0.584,0.0
1788,INSPIRA MEDICAL CENTER ELMER (310069),2023,Acute Care,Voluntary non-profit - Private,133.0,39.588142,-75.179457,NJ,0.392,0.314,0.704,0.59,0.377,0.0
1789,SAINT PETER'S UNIVERSITY HOSPITAL (310070),2023,Acute Care,Voluntary non-profit - Church,359.0,40.501846,-74.45913,NJ,0.792,0.553,1.291,0.999,1.181,0.0
1790,JERSEY SHORE UNIVERSITY MEDICAL CENTER (310073),2023,Acute Care,Voluntary non-profit - Private,577.0,,,NJ,0.808,0.421,1.224,1.231,0.615,0.0
1791,JERSEY CITY MEDICAL CENTER (310074),2023,Acute Care,Voluntary non-profit - Private,311.0,40.716666,-74.049952,NJ,0.459,0.593,0.815,0.309,0.997,0.0
1792,MONMOUTH MEDICAL CENTER (310075),2023,Acute Care,Voluntary non-profit - Private,329.0,40.295448,-73.983598,NJ,0.505,0.55,0.548,0.892,0.0,0.0
1793,SAINT BARNABAS MEDICAL CENTER (310076),2023,Acute Care,Voluntary non-profit - Other,571.0,40.764045,-74.302334,NJ,0.501,0.861,0.333,0.538,1.202,0.0
1794,EAST ORANGE GENERAL HOSPITAL (310083),2023,Acute Care,Voluntary non-profit - Private,196.0,40.753707,-74.213333,NJ,2.985,0.091,0.942,0.78,,0.0
1795,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS (310084),2023,Acute Care,Voluntary non-profit - Private,237.0,40.074178,-74.21735,NJ,1.569,0.405,0.297,2.522,,0.0
1796,JEFFERSON STRATFORD HOSPITAL (310086),2023,Acute Care,Voluntary non-profit - Private,520.0,39.828853,-75.008799,NJ,0.946,0.935,0.532,1.356,0.585,0.0
1797,SALEM MEDICAL CENTER (310091),2023,Acute Care,Voluntary non-profit - Private,119.0,39.593404,-75.445855,NJ,,0.0,,,0.0,0.0
1798,CAPITAL HEALTH REGIONAL MEDICAL CENTER (310092),2023,Acute Care,Voluntary non-profit - Private,185.0,40.235987,-74.752776,NJ,0.599,0.255,0.446,1.437,0.0,0.0
1799,SAINT MICHAEL'S MEDICAL CENTER (310096),2023,Acute Care,Voluntary non-profit - Private,152.0,40.743034,-74.174503,NJ,0.652,0.745,0.0,1.2,0.0,0.0
1800,JFK MEDICAL CENTER (310108),2023,Acute Care,Voluntary non-profit - Private,446.0,40.55787,-74.349499,NJ,0.976,0.116,0.451,1.15,0.69,0.0
1801,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON (310110),2023,Acute Care,Voluntary non-profit - Private,184.0,,,NJ,0.0,0.775,0.379,0.693,0.274,0.0
1802,CENTRASTATE MEDICAL CENTER (310111),2023,Acute Care,Voluntary non-profit - Private,259.0,40.23566,-74.312025,NJ,1.604,0.394,0.93,0.0,1.078,0.0
1803,BAYSHORE MEDICAL CENTER (310112),2023,Acute Care,Proprietary,161.0,40.404203,-74.193354,NJ,0.772,0.144,0.734,1.59,1.677,0.0
1804,SOUTHERN OCEAN MEDICAL CENTER (310113),2023,Acute Care,Voluntary non-profit - Private,156.0,39.721499,-74.287136,NJ,0.501,0.255,4.433,2.52,1.421,0.0
1805,HACKETTSTOWN MEDICAL CENTER (310115),2023,Acute Care,Voluntary non-profit - Church,83.0,40.861646,-74.81378,NJ,0.86,0.176,0.972,,0.0,0.0
1806,HUDSON REGIONAL HOSPITAL (310118),2023,Acute Care,Proprietary,116.0,40.791805,-74.072099,NJ,,0.0,,,,0.0
1807,THE UNIVERSITY HOSPITAL (310119),2023,Acute Care,Government - State,372.0,40.74095,-74.19213,NJ,1.526,0.507,2.199,1.511,0.734,0.0
1808,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL (310130),2023,Acute Care,Proprietary,78.0,40.983658,-74.014195,NJ,1.132,0.0,,,0.0,0.0
1809,UNM HOSPITAL (320001),2023,Acute Care,Voluntary non-profit - Other,557.0,35.087483,-106.618148,NM,0.936,0.983,1.007,1.262,0.931,0.0
1810,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER (320002),2023,Acute Care,Voluntary non-profit - Private,201.0,35.657789,-105.946946,NM,2.791,0.724,1.62,0.914,1.479,0.0
1811,ALTA VISTA REGIONAL HOSPITAL (320003),2023,Acute Care,Government - Hospital District or Authority,46.0,35.62215,-105.209851,NM,,0.901,,,,0.0
1812,GERALD CHAMPION REGIONAL MEDICAL CENTER (320004),2023,Acute Care,Voluntary non-profit - Private,106.0,32.926862,-105.933917,NM,0.636,0.446,0.559,,0.0,0.0
1813,SAN JUAN REGIONAL MEDICAL CENTER INC (320005),2023,Acute Care,Voluntary non-profit - Private,188.0,36.724323,-108.215501,NM,3.663,0.294,0.0,0.822,1.241,0.0
1814,EASTERN NEW MEXICO MEDICAL CENTER (320006),2023,Acute Care,Proprietary,162.0,33.4233,-104.527405,NM,0.25,0.886,0.411,,,0.0
1815,LOVELACE MEDICAL CENTER (320009),2023,Acute Care,Voluntary non-profit - Private,287.0,35.085622,-106.639765,NM,0.647,0.57,0.478,0.206,0.125,0.0
1816,PRESBYTERIAN ESPANOLA HOSPITAL (320011),2023,Acute Care,Voluntary non-profit - Private,60.0,35.997101,-106.086683,NM,,0.299,,,,0.0
1817,LOVELACE WOMEN'S HOSPITAL (320017),2023,Acute Care,Government - State,164.0,35.131005,-106.591037,NM,3.058,0.468,1.355,0.896,0.569,0.0
1818,MEMORIAL MEDICAL CENTER (320018),2023,Acute Care,Proprietary,235.0,32.291993,-106.735018,NM,1.025,0.115,0.526,1.985,0.0,0.0
1819,PRESBYTERIAN HOSPITAL (320021),2023,Acute Care,Government - Hospital District or Authority,777.0,35.082295,-106.63453,NM,2.994,0.734,2.986,1.554,1.41,0.0
1820,PLAINS REGIONAL MEDICAL CENTER (320022),2023,Acute Care,Government - Federal,106.0,34.42049,-103.231763,NM,1.657,0.38,,,0.0,0.0
1821,ARTESIA GENERAL HOSPITAL (320030),2023,Acute Care,Government - Hospital District or Authority,45.0,32.848603,-104.412752,NM,,,,,,0.0
1822,LOS ALAMOS MEDICAL CENTER (320033),2023,Acute Care,Proprietary,44.0,35.882165,-106.319765,NM,,0.0,,,,0.0
1823,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES (320038),2023,Acute Care,Voluntary non-profit - Private,56.0,35.5075,-108.727248,NM,,0.564,,,,0.0
1824,SANTA FE PHS INDIAN HOSPITAL (320057),2023,Acute Care,Government - Federal,4.0,35.66695,-105.969665,NM,,,,,,0.0
1825,MESCALERO PHS INDIAN HOSPITAL (320058),2023,Acute Care,Government - Federal,8.0,,,NM,,,,,,0.0
1826,NORTHERN NAVAJO MEDICAL CENTER (320059),2023,Acute Care,Government - Federal,60.0,,,NM,,0.0,,,,0.0
1827,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER (320060),2023,Acute Care,Government - Federal,27.0,,,NM,,,,,,0.0
1828,GALLUP INDIAN MEDICAL CENTER (320061),2023,Acute Care,Government - Federal,76.0,35.508444,-108.730226,NM,0.0,2.746,,,,0.0
1829,CROWNPOINT PHS INDIAN HOSPITAL (320062),2023,Acute Care,Government - Federal,20.0,,,NM,,,,,,0.0
1830,CARLSBAD MEDICAL CENTER (320063),2023,Acute Care,Proprietary,102.0,32.44184,-104.258642,NM,1.705,0.993,,,,0.0
1831,COVENANT HEALTH HOBBS HOSPITAL (320065),2023,Acute Care,Proprietary,133.0,32.765988,-103.186034,NM,,0.0,,,,0.0
1832,GUADALUPE COUNTY HOSPITAL (320067),2023,Acute Care,Government - Local,10.0,34.929504,-104.694224,NM,,,,,,0.0
1833,DHHS USPHS INDIAN HEALTH SERVICES (320070),2023,Acute Care,Government - Federal,6.0,,,NM,,,,,,0.0
1834,LOVELACE WESTSIDE HOSPITAL (320074),2023,Acute Care,Government - Federal,74.0,35.207508,-106.675974,NM,,0.0,,,,0.0
1835,ROOSEVELT GENERAL HOSPITAL (320084),2023,Acute Care,Government - State,22.0,34.165665,-103.368199,NM,,,,,,0.0
1836,MOUNTAIN VIEW REGIONAL MEDICAL CENTER (320085),2023,Acute Care,Proprietary,162.0,32.322639,-106.728297,NM,0.679,0.227,0.809,0.359,0.882,0.0
1837,LOVELACE REGIONAL HOSPITAL - ROSWELL (320086),2023,Acute Care,Proprietary,26.0,33.415976,-104.521754,NM,,0.711,,,,0.0
1838,UNM SANDOVAL REGIONAL MEDICAL CENTER (320089),2023,Acute Care,Voluntary non-profit - Private,66.0,35.307351,-106.677003,NM,5.445,0.369,2.182,,,0.0
1839,PRESBYTERIAN SANTA FE MEDICAL CENTER (320090),2023,Acute Care,Voluntary non-profit - Private,36.0,,,NM,,0.511,,,0.0,0.0
1840,THREE CROSSES REGIONAL HOSPITAL LLC (320091),2023,Acute Care,Proprietary,46.0,,,NM,,,,,,0.0
1841,KALEIDA HEALTH (330005),2023,Acute Care,Voluntary non-profit - Private,1089.0,42.900329,-78.864937,NY,0.667,0.773,0.817,1.351,0.6,0.0
1842,ST JOSEPH'S MEDICAL CENTER (330006),2023,Acute Care,Voluntary non-profit - Private,411.0,40.929614,-73.897003,NY,0.0,2.926,0.0,,,0.0
1843,WYOMING COUNTY COMMUNITY HOSPITAL (330008),2023,Acute Care,Government - Local,214.0,42.753447,-78.132533,NY,,0.0,,,,0.0
1844,BRONX HEALTH SYSTEM (330009),2023,Acute Care,Proprietary,570.0,40.83175,-73.903756,NY,0.682,0.111,0.961,1.148,1.195,0.0
1845,OUR LADY OF LOURDES MEMORIAL HOSPITAL (330011),2023,Acute Care,Voluntary non-profit - Private,158.0,42.09264,-75.935558,NY,0.337,0.945,0.217,0.0,1.342,0.0
1846,ALBANY MEDICAL CENTER HOSPITAL (330013),2023,Acute Care,Voluntary non-profit - Private,736.0,42.653254,-73.77386,NY,0.59,0.242,0.491,0.458,1.085,0.0
1847,JAMAICA HOSPITAL MEDICAL CENTER (330014),2023,Acute Care,Voluntary non-profit - Private,608.0,40.701412,-73.816302,NY,0.603,0.598,1.011,1.842,0.871,0.0
1848,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC. (330019)",2023,Acute Care,Voluntary non-profit - Private,134.0,40.613783,-73.948321,NY,0.0,0.899,,3.47,,0.0
1849,VASSAR BROTHERS MEDICAL CENTER (330023),2023,Acute Care,Voluntary non-profit - Private,361.0,41.694567,-73.935723,NY,0.778,0.293,0.946,0.499,0.322,0.0
1850,MOUNT SINAI HOSPITAL (330024),2023,Acute Care,Voluntary non-profit - Private,1166.0,,,NY,0.321,0.504,1.108,0.908,0.96,0.0
1851,NASSAU UNIVERSITY MEDICAL CENTER (330027),2023,Acute Care,Government - Local,710.0,40.725298,-73.554413,NY,0.619,0.314,1.22,0.709,,0.0
1852,RICHMOND UNIVERSITY MEDICAL CENTER (330028),2023,Acute Care,Voluntary non-profit - Private,315.0,40.63551,-74.106693,NY,0.572,0.625,1.751,1.153,1.012,0.0
1853,NEWARK-WAYNE COMMUNITY HOSPITAL (330030),2023,Acute Care,Voluntary non-profit - Private,300.0,43.059959,-77.100736,NY,0.714,0.891,0.0,,0.704,0.0
1854,CHENANGO MEMORIAL HOSPITAL (330033),2023,Acute Care,Voluntary non-profit - Private,138.0,42.542038,-75.524724,NY,,0.6,,,,0.0
1855,NS/LIJ HS SOUTHSIDE HOSPITAL (330043),2023,Acute Care,Voluntary non-profit - Private,294.0,40.724858,-73.240889,NY,0.508,0.19,1.087,0.959,0.24,0.0
1856,FAXTON-ST LUKE'S HEALTHCARE (330044),2023,Acute Care,Voluntary non-profit - Private,271.0,,,NY,0.962,1.131,1.697,0.745,0.816,0.0
1857,NS/LIJ HS HUNTINGTON HOSPITAL (330045),2023,Acute Care,Voluntary non-profit - Private,287.0,40.879201,-73.417488,NY,0.0,0.529,0.788,0.519,0.843,0.0
1858,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL (330046),2023,Acute Care,Voluntary non-profit - Private,814.0,40.770129,-73.987846,NY,0.272,0.159,1.419,0.995,1.428,0.0
1859,ST MARY'S HEALTHCARE (330047),2023,Acute Care,Voluntary non-profit - Private,290.0,42.953648,-74.216041,NY,1.446,1.074,0.985,0.0,,0.0
1860,NORTHERN DUTCHESS HOSPITAL (330049),2023,Acute Care,Voluntary non-profit - Private,76.0,,,NY,3.594,0.406,,,,0.0
1861,NEW YORK-PRESBYTERIAN/QUEENS (330055),2023,Acute Care,Voluntary non-profit - Private,484.0,,,NY,0.465,0.274,0.16,0.647,0.454,0.0
1862,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS (330056),2023,Acute Care,Voluntary non-profit - Private,292.0,40.689785,-73.9774,NY,0.156,0.115,0.139,0.585,0.859,0.0
1863,ST PETER'S HOSPITAL (330057),2023,Acute Care,Voluntary non-profit - Private,474.0,42.660176,-73.802382,NY,1.05,0.337,0.623,0.395,1.271,0.0
1864,FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL (330058),2023,Acute Care,Voluntary non-profit - Private,473.0,,,NY,0.996,0.762,0.0,,0.664,0.0
1865,MONTEFIORE MEDICAL CENTER (330059),2023,Acute Care,Voluntary non-profit - Private,1501.0,40.879777,-73.879975,NY,1.086,0.661,1.609,0.923,1.655,0.0
1866,NIAGARA FALLS MEMORIAL MEDICAL CENTER (330065),2023,Acute Care,Voluntary non-profit - Other,134.0,43.093433,-79.050429,NY,1.404,0.379,2.818,0.583,,0.0
1867,UNITED MEMORIAL MEDICAL CENTER (330073),2023,Acute Care,Voluntary non-profit - Private,131.0,43.003997,-78.177592,NY,0.71,0.818,0.0,,,0.0
1868,F F THOMPSON HOSPITAL (330074),2023,Acute Care,Voluntary non-profit - Private,277.0,42.875591,-77.288198,NY,2.539,0.425,2.31,1.695,1.344,0.0
1869,SISTERS OF CHARITY HOSPITAL (330078),2023,Acute Care,Voluntary non-profit - Private,462.0,42.92917,-78.849916,NY,0.124,0.544,1.18,0.74,0.684,0.0
1870,ADIRONDACK MEDICAL CENTER - SARANAC LAKE (330079),2023,Acute Care,Voluntary non-profit - Other,152.0,44.344548,-74.144597,NY,,3.788,,,0.0,0.0
1871,LINCOLN MEDICAL & MENTAL HEALTH CENTER (330080),2023,Acute Care,Government - Local,344.0,40.817681,-73.924072,NY,0.653,0.465,1.017,1.914,0.78,0.0
1872,ALICE HYDE MEDICAL CENTER (330084),2023,Acute Care,Voluntary non-profit - Other,198.0,44.856658,-74.29193,NY,,1.212,,,,0.0
1873,AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085),2023,Acute Care,Voluntary non-profit - Other,198.0,,,NY,,0.0,,,,0.0
1874,MONTEFIORE MOUNT VERNON HOSPITAL (330086),2023,Acute Care,Voluntary non-profit - Private,94.0,40.912754,-73.840011,NY,,0.0,,,,0.0
1875,ARNOT OGDEN MEDICAL CENTER (330090),2023,Acute Care,Voluntary non-profit - Private,256.0,42.099256,-76.826668,NY,0.448,0.214,1.317,0.274,0.745,0.0
1876,COLUMBIA MEMORIAL HOSPITAL (330094),2023,Acute Care,Voluntary non-profit - Private,194.0,42.246254,-73.776128,NY,0.727,2.538,0.0,1.634,1.577,0.0
1877,JONES MEMORIAL HOSPITAL (330096),2023,Acute Care,Voluntary non-profit - Private,60.0,42.122878,-77.949784,NY,,0.284,,,,0.0
1878,NY EYE AND EAR INFIRMARY OF MOUNT SINAI (330100),2023,Acute Care,Voluntary non-profit - Private,23.0,40.732559,-73.984816,NY,,,,,,0.0
1879,NEW YORK-PRESBYTERIAN HOSPITAL (330101),2023,Acute Care,Voluntary non-profit - Private,2546.0,40.76415,-73.954335,NY,1.116,0.677,1.346,0.998,1.011,0.0
1880,KENMORE MERCY HOSPITAL (330102),2023,Acute Care,Voluntary non-profit - Church,344.0,42.9779,-78.878678,NY,0.191,0.635,0.301,0.563,1.222,0.0
1881,OLEAN GENERAL HOSPITAL (330103),2023,Acute Care,Proprietary,260.0,42.089448,-78.426977,NY,0.844,1.359,1.135,0.739,0.0,0.0
1882,NYACK HOSPITAL (330104),2023,Acute Care,Voluntary non-profit - Other,249.0,41.095251,-73.925253,NY,1.846,0.336,1.597,1.587,1.37,0.0
1883,NORTH SHORE UNIVERSITY HOSPITAL (330106),2023,Acute Care,Voluntary non-profit - Private,984.0,40.779269,-73.703029,NY,0.603,0.389,0.286,0.863,0.78,0.0
1884,PECONIC BAY MEDICAL CENTER (330107),2023,Acute Care,Voluntary non-profit - Private,181.0,40.933577,-72.674317,NY,0.549,0.927,0.0,1.319,0.0,0.0
1885,BERTRAND CHAFFEE HOSPITAL (330111),2023,Acute Care,Voluntary non-profit - Private,103.0,42.508484,-78.659235,NY,,0.0,,,,0.0
1886,ONEIDA HEALTH HOSPITAL (330115),2023,Acute Care,Voluntary non-profit - Other,261.0,43.078755,-75.654264,NY,1.14,1.153,,,1.386,0.0
1887,LENOX HILL HOSPITAL (330119),2023,Acute Care,Voluntary non-profit - Private,457.0,40.773964,-73.960611,NY,1.221,0.394,1.203,1.086,0.409,0.0
1888,ROCHESTER GENERAL HOSPITAL (330125),2023,Acute Care,Voluntary non-profit - Private,517.0,43.192542,-77.584424,NY,1.48,0.838,1.867,0.735,1.299,0.0
1889,GARNET HEALTH MEDICAL CENTER (330126),2023,Acute Care,Voluntary non-profit - Private,382.0,41.439962,-74.369415,NY,1.912,0.907,1.048,1.435,0.476,0.0
1890,JACOBI MEDICAL CENTER (330127),2023,Acute Care,Government - Local,477.0,40.857455,-73.84721,NY,1.293,0.364,1.306,0.565,1.394,0.0
1891,ELMHURST HOSPITAL CENTER (330128),2023,Acute Care,Government - Local,528.0,40.74434,-73.88598,NY,0.79,0.357,0.887,0.546,2.654,0.0
1892,BON SECOURS COMMUNITY HOSPITAL (330135),2023,Acute Care,Voluntary non-profit - Church,181.0,41.367766,-74.682593,NY,0.0,0.239,,,,0.0
1893,BASSETT HEALTHCARE (330136),2023,Acute Care,Voluntary non-profit - Private,180.0,,,NY,2.035,0.472,1.215,0.737,0.174,0.0
1894,ST JOSEPH'S HOSPITAL HEALTH CENTER (330140),2023,Acute Care,Voluntary non-profit - Private,437.0,43.055589,-76.149176,NY,0.642,0.295,0.379,0.449,0.829,0.0
1895,LONG ISLAND COMMUNITY HOSPITAL (330141),2023,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,0.234,0.676,1.308,1.737,1.187,0.0
1896,IRA DAVENPORT MEMORIAL HOSPITAL (330144),2023,Acute Care,Voluntary non-profit - Other,139.0,42.37297,-77.278553,NY,,,,,,0.0
1897,ST JAMES MERCY HOSPITAL (330151),2023,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,,,,,,0.0
1898,ELLIS HOSPITAL (330153),2023,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,0.533,0.372,0.673,0.924,0.476,0.0
1899,SAMARITAN MEDICAL CENTER (330157),2023,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,0.613,0.599,1.181,0.0,1.24,0.0
1900,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2023,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,1.344,0.339,0.525,0.346,0.388,0.0
1901,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2023,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,0.667,0.934,0.339,1.56,0.598,0.0
1902,NORTHERN WESTCHESTER HOSPITAL (330162),2023,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,0.0,0.162,0.773,0.683,1.253,0.0
1903,EASTERN NIAGARA HOSPITAL - LOCKPORT DIVISION (330163),2023,Acute Care,Voluntary non-profit - Private,132.0,43.17638,-78.671075,NY,,0.0,,,,0.0
1904,HIGHLAND HOSPITAL (330164),2023,Acute Care,Voluntary non-profit - Private,243.0,43.135955,-77.607556,NY,1.194,0.669,1.521,0.656,1.387,0.0
1905,"WESTFIELD MEMORIAL HOSPITAL, INC (330166)",2023,Acute Care,Voluntary non-profit - Private,5.0,42.327901,-79.569397,NY,,,,,,0.0
1906,MOUNT SINAI BETH ISRAEL (330169),2023,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,0.206,0.161,1.054,2.121,0.342,0.0
1907,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER (330175),2023,Acute Care,Voluntary non-profit - Private,195.0,42.608997,-76.186117,NY,0.615,1.041,,,,0.0
1908,"SAMARITAN HOSPITAL OF TROY, NEW YORK (330180)",2023,Acute Care,Voluntary non-profit - Private,248.0,42.733395,-73.671434,NY,1.218,0.494,1.179,1.081,1.298,0.0
1909,NORTHWELL HOSPITAL GLEN COVE (330181),2023,Acute Care,Voluntary non-profit - Private,152.0,,,NY,0.685,0.252,,,,0.0
1910,ST FRANCIS HOSPITAL - THE HEART CENTER (330182),2023,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,0.524,0.311,0.733,1.15,0.903,0.0
1911,MONTEFIORE NEW ROCHELLE HOSPITAL (330184),2023,Acute Care,Voluntary non-profit - Private,320.0,40.912968,-73.786997,NY,0.478,0.938,4.635,2.319,,0.0
1912,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON (330185),2023,Acute Care,Voluntary non-profit - Private,248.0,40.938249,-73.052951,NY,0.466,0.217,0.213,0.0,0.202,0.0
1913,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER (330188),2023,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,0.438,0.0,1.4,0.968,2.177,0.0
1914,GLENS FALLS HOSPITAL (330191),2023,Acute Care,Voluntary non-profit - Private,392.0,43.308335,-73.644551,NY,0.169,0.368,0.829,0.0,0.658,0.0
1915,FLUSHING HOSPITAL MEDICAL CENTER (330193),2023,Acute Care,Voluntary non-profit - Private,288.0,40.755636,-73.815645,NY,0.27,0.553,1.362,1.355,0.0,0.0
1916,MAIMONIDES MEDICAL CENTER (330194),2023,Acute Care,Voluntary non-profit - Private,711.0,40.63908,-73.998668,NY,0.546,0.681,1.588,2.24,0.974,0.0
1917,LONG ISLAND JEWISH MEDICAL CENTER (330195),2023,Acute Care,Voluntary non-profit - Private,1233.0,,,NY,0.7,0.4,0.819,1.29,0.647,0.0
1918,NYC HEALTH + HOSPITALS/CONEY ISLAND (330196),2023,Acute Care,Government - Local,354.0,40.58494,-73.966285,NY,1.372,0.557,2.115,1.896,0.502,0.0
1919,CANTON-POTSDAM HOSPITAL (330197),2023,Acute Care,Voluntary non-profit - Private,94.0,44.676085,-74.981451,NY,0.854,1.259,3.978,,2.543,0.0
1920,MOUNT SINAI SOUTH NASSAU (330198),2023,Acute Care,Voluntary non-profit - Private,385.0,,,NY,0.43,0.465,1.209,0.374,1.788,0.0
1921,METROPOLITAN HOSPITAL CENTER (330199),2023,Acute Care,Government - Local,342.0,40.78472,-73.943636,NY,0.404,0.356,0.301,1.398,0.0,0.0
1922,KINGS COUNTY HOSPITAL CENTER (330202),2023,Acute Care,Government - Local,633.0,40.655773,-73.944039,NY,1.642,0.42,0.503,1.561,1.897,0.0
1923,CROUSE HOSPITAL (330203),2023,Acute Care,Voluntary non-profit - Private,498.0,43.041666,-76.137853,NY,0.163,0.274,0.766,0.639,0.879,0.0
1924,BELLEVUE HOSPITAL CENTER (330204),2023,Acute Care,Government - Local,904.0,40.740079,-73.97625,NY,2.49,0.72,1.873,0.623,0.499,0.0
1925,ST ANTHONY COMMUNITY HOSPITAL (330205),2023,Acute Care,Voluntary non-profit - Church,64.0,41.261094,-74.356945,NY,,0.361,,,,0.0
1926,ST JOHN'S RIVERSIDE HOSPITAL (330208),2023,Acute Care,Voluntary non-profit - Private,346.0,40.96784,-73.885107,NY,1.004,0.46,1.587,0.969,1.446,0.0
1927,CLAXTON-HEPBURN MEDICAL CENTER (330211),2023,Acute Care,Voluntary non-profit - Private,110.0,44.692091,-75.499934,NY,3.041,1.042,1.24,,,0.0
1928,NYU  LANGONE HOSPITALS (330214),2023,Acute Care,Voluntary non-profit - Private,1085.0,40.74226,-73.974661,NY,0.391,0.515,0.867,0.856,0.665,0.0
1929,"ROME MEMORIAL HOSPITAL, INC (330215)",2023,Acute Care,Voluntary non-profit - Private,176.0,43.228954,-75.444248,NY,,0.382,,,,0.0
1930,OSWEGO HOSPITAL (330218),2023,Acute Care,Voluntary non-profit - Private,164.0,43.454141,-76.516001,NY,0.593,0.776,,,,0.0
1931,ERIE COUNTY MEDICAL CENTER (330219),2023,Acute Care,Voluntary non-profit - Private,931.0,42.927236,-78.829151,NY,0.377,0.76,0.657,1.223,1.531,0.0
1932,WYCKOFF HEIGHTS MEDICAL CENTER (330221),2023,Acute Care,Voluntary non-profit - Private,260.0,40.704699,-73.917648,NY,0.196,0.314,1.069,0.364,2.254,0.0
1933,SARATOGA HOSPITAL (330222),2023,Acute Care,Voluntary non-profit - Private,189.0,43.084794,-73.796223,NY,1.032,0.466,1.019,0.962,0.448,0.0
1934,MASSENA HOSPITAL INC (330223),2023,Acute Care,Government - Local,42.0,44.936344,-74.907828,NY,,0.759,,,,0.0
1935,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS (330224),2023,Acute Care,Voluntary non-profit - Church,120.0,41.922453,-73.999335,NY,1.312,0.293,1.535,1.967,,0.0
1936,UNITY HOSPITAL (330226),2023,Acute Care,Voluntary non-profit - Private,470.0,43.191544,-77.701464,NY,0.837,0.639,0.169,0.663,0.463,0.0
1937,"BROOKS-TLC HOSPITAL SYSTEM, INC (330229)",2023,Acute Care,Voluntary non-profit - Private,65.0,42.480106,-79.333617,NY,1.555,0.661,,,,0.0
1938,QUEENS HOSPITAL CENTER (330231),2023,Acute Care,Government - Local,262.0,40.71698,-73.803431,NY,0.49,0.626,0.0,0.342,1.357,0.0
1939,BROOKDALE HOSPITAL MEDICAL CENTER (330233),2023,Acute Care,Voluntary non-profit - Private,863.0,40.6545,-73.91275,NY,0.319,0.123,0.924,1.19,0.905,0.0
