,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Total HAC Score,Payment Reduction
1807,BERGEN NEW BRIDGE MEDICAL CENTER (310058),2020,Acute Care,Government - Local,1004.0,40.958602,-74.062151,NJ,-1.5354,-1.9626,-1.4459,-1.4453,,-0.5305,-1.384,No
1808,ST LUKE'S WARREN HOSPITAL (310060),2020,Acute Care,Voluntary non-profit - Other,110.0,40.701628,-75.179608,NJ,0.3022,0.1649,-0.2386,1.1901,-1.5,-1.2862,-0.2279,No
1809,VIRTUA WILLINGBORO HOSPITAL (310061),2020,Acute Care,Voluntary non-profit - Private,147.0,40.048632,-74.881982,NJ,0.3497,-0.6464,-0.151,-1.4453,-0.9124,0.4017,-0.4006,No
1810,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS (310064),2020,Acute Care,Voluntary non-profit - Other,537.0,39.357791,-74.433942,NJ,-0.3135,-0.3309,0.0399,-0.5019,0.1764,-0.5309,-0.2435,No
1811,INSPIRA MEDICAL CENTER ELMER (310069),2020,Acute Care,Voluntary non-profit - Private,133.0,39.588142,-75.179457,NJ,0.7735,1.3069,,,,0.2684,0.7829,Yes
1812,SAINT PETER'S UNIVERSITY HOSPITAL (310070),2020,Acute Care,Voluntary non-profit - Church,359.0,40.501846,-74.45913,NJ,-0.1235,-0.8027,-0.4812,-0.7161,1.4475,2.3575,0.2802,No
1813,JERSEY SHORE UNIVERSITY MEDICAL CENTER (310073),2020,Acute Care,Voluntary non-profit - Private,577.0,,,NJ,-0.6175,0.0237,-0.4792,-0.1533,-0.3505,-1.073,-0.4416,No
1814,JERSEY CITY MEDICAL CENTER (310074),2020,Acute Care,Voluntary non-profit - Private,311.0,40.716666,-74.049952,NJ,-0.6916,0.8381,0.5889,0.2202,-0.5292,-0.3516,0.0125,No
1815,MONMOUTH MEDICAL CENTER (310075),2020,Acute Care,Voluntary non-profit - Private,329.0,40.295448,-73.983598,NJ,-0.971,0.1439,-1.4459,-1.0595,-1.1979,-0.7043,-0.8724,No
1816,SAINT BARNABAS MEDICAL CENTER (310076),2020,Acute Care,Voluntary non-profit - Other,571.0,40.764045,-74.302334,NJ,-0.5415,1.5082,-0.7716,-0.6453,0.0419,1.7191,0.2185,No
1817,INSPIRA MEDICAL CENTER WOODBURY (310081),2020,Acute Care,Voluntary non-profit - Private,256.0,39.843556,-75.149023,NJ,0.7032,1.0695,0.0101,0.3299,0.3274,1.2656,0.6176,Yes
1818,EAST ORANGE GENERAL HOSPITAL (310083),2020,Acute Care,Voluntary non-profit - Private,196.0,40.753707,-74.213333,NJ,0.3763,0.5346,1.7465,2.2502,0.3256,-0.772,0.7435,Yes
1819,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS (310084),2020,Acute Care,Voluntary non-profit - Private,237.0,40.074178,-74.21735,NJ,-0.4104,1.971,-1.4459,1.5387,1.5119,0.8787,0.674,Yes
1820,JEFFERSON STRATFORD HOSPITAL (310086),2020,Acute Care,Voluntary non-profit - Private,520.0,39.828853,-75.008799,NJ,-0.4009,-0.0454,-0.2246,0.6255,1.0846,-0.0393,0.1666,No
1821,SALEM MEDICAL CENTER (310091),2020,Acute Care,Voluntary non-profit - Private,119.0,39.593404,-75.445855,NJ,-1.5354,-0.995,0.3343,,,-0.3493,-0.6364,No
1822,CAPITAL HEALTH SYSTEM-FULD CAMPUS (310092),2020,Acute Care,Voluntary non-profit - Private,185.0,40.235987,-74.752776,NJ,1.5963,-0.2738,-0.7915,2.0909,-0.9732,-0.4193,0.2049,No
1823,SAINT MICHAEL'S MEDICAL CENTER (310096),2020,Acute Care,Voluntary non-profit - Private,152.0,40.743034,-74.174503,NJ,-0.6707,-0.0003,-0.3022,0.1441,-1.5,-1.5258,-0.6425,No
1824,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY (310108),2020,Acute Care,Voluntary non-profit - Private,446.0,40.55787,-74.349499,NJ,0.4086,1.4451,0.0399,0.0432,-0.531,0.5875,0.3322,Yes
1825,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON (310110),2020,Acute Care,Voluntary non-profit - Private,184.0,,,NJ,-1.1743,1.6645,-1.1138,-0.9285,-1.1518,0.0066,-0.4496,No
1826,CENTRASTATE MEDICAL CENTER (310111),2020,Acute Care,Voluntary non-profit - Private,259.0,40.23566,-74.312025,NJ,0.9141,0.0628,-0.4375,-0.286,0.6222,0.572,0.2413,No
1827,BAYSHORE MEDICAL CENTER (310112),2020,Acute Care,Proprietary,161.0,40.404203,-74.193354,NJ,-0.0341,0.8561,-0.4991,1.8148,-0.6305,-0.276,0.2052,No
1828,SOUTHERN OCEAN MEDICAL CENTER (310113),2020,Acute Care,Voluntary non-profit - Private,156.0,39.721499,-74.287136,NJ,-0.6992,0.0988,-0.8154,0.7936,-0.7558,2.3575,0.1632,No
1829,HACKETTSTOWN MEDICAL CENTER (310115),2020,Acute Care,Voluntary non-profit - Church,83.0,40.861646,-74.81378,NJ,0.2319,0.2581,,1.7405,0.5319,2.3575,1.024,Yes
1830,HUDSON REGIONAL HOSPITAL (310118),2020,Acute Care,Proprietary,116.0,40.791805,-74.072099,NJ,0.574,-0.1927,,,,0.1968,0.1927,No
1831,UNIVERSITY HOSPITAL (310119),2020,Acute Care,Government - State,372.0,40.74095,-74.19213,NJ,2.1854,1.971,2.1941,0.4821,2.0996,2.3575,1.8816,Yes
1832,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL (310130),2020,Acute Care,Proprietary,78.0,40.983658,-74.014195,NJ,0.2927,-0.0364,-0.2624,-1.4453,-0.8368,1.0579,-0.2051,No
1833,UNM HOSPITAL (320001),2020,Acute Care,Voluntary non-profit - Other,557.0,35.087483,-106.618148,NM,0.553,1.8087,-0.34,-0.2329,2.0996,2.3575,1.041,Yes
1834,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER (320002),2020,Acute Care,Voluntary non-profit - Private,201.0,35.657789,-105.946946,NM,1.6438,-0.2257,1.2075,-0.4205,0.0603,-0.8692,0.2327,No
1835,ALTA VISTA REGIONAL HOSPITAL (320003),2020,Acute Care,Government - Hospital District or Authority,46.0,35.62215,-105.209851,NM,,-0.0214,,,,-0.2952,-0.1583,No
1836,GERALD CHAMPION REGIONAL MEDICAL CENTER (320004),2020,Acute Care,Voluntary non-profit - Private,106.0,32.926862,-105.933917,NM,0.84,1.971,0.4576,0.2715,1.3572,-0.6378,0.7099,Yes
1837,SAN JUAN REGIONAL MEDICAL CENTER (320005),2020,Acute Care,Voluntary non-profit - Private,188.0,36.724323,-108.215501,NM,1.8909,0.5406,-1.0282,-1.4453,0.4416,0.2408,0.1067,No
1838,EASTERN NEW MEXICO MEDICAL CENTER (320006),2020,Acute Care,Proprietary,162.0,33.4233,-104.527405,NM,-1.1952,-0.7426,0.9071,-0.4559,-1.5,-0.6098,-0.5994,No
1839,LOVELACE MEDICAL CENTER (320009),2020,Acute Care,Voluntary non-profit - Private,287.0,35.085622,-106.639765,NM,-0.3952,0.7088,-0.9308,-1.171,-0.0042,0.2296,-0.2604,No
1840,PRESBYTERIAN ESPANOLA HOSPITAL (320011),2020,Acute Care,Voluntary non-profit - Private,60.0,35.997101,-106.086683,NM,-1.5354,1.9289,0.1175,,-1.5,-0.4687,-0.2915,No
1841,GILA REGIONAL MEDICAL CENTER (320016),2020,Acute Care,Government - Hospital District or Authority,58.0,32.795524,-108.260908,NM,-1.5354,1.971,,,-1.5,-0.2202,-0.3212,No
1842,LOVELACE WOMEN'S HOSPITAL (320017),2020,Acute Care,Government - State,164.0,35.131005,-106.591037,NM,-1.1116,-0.3309,-0.5429,0.006,-0.2031,0.4773,-0.2842,No
1843,MEMORIAL MEDICAL CENTER (320018),2020,Acute Care,Proprietary,235.0,32.291993,-106.735018,NM,-0.3401,0.0748,-0.7756,-0.0524,-0.3947,-0.432,-0.32,No
1844,PRESBYTERIAN HOSPITAL (320021),2020,Acute Care,Government - Hospital District or Authority,777.0,35.082295,-106.63453,NM,1.3702,0.8681,0.3363,-0.594,0.5595,0.2131,0.4589,Yes
1845,PLAINS REGIONAL MEDICAL CENTER (320022),2020,Acute Care,Government - Federal,106.0,34.42049,-103.231763,NM,-0.1178,-0.1085,2.1941,-1.4453,-0.24,0.7247,0.1679,No
1846,ARTESIA GENERAL HOSPITAL (320030),2020,Acute Care,Government - Hospital District or Authority,45.0,32.848603,-104.412752,NM,,-1.9626,,,,-0.5651,-1.2638,No
1847,LOS ALAMOS MEDICAL CENTER (320033),2020,Acute Care,Proprietary,44.0,35.882165,-106.319765,NM,,0.802,,,,0.1555,0.4787,Yes
1848,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES (320038),2020,Acute Care,Voluntary non-profit - Private,56.0,35.5075,-108.727248,NM,-1.5354,-0.6254,,,,-0.6904,-0.9504,No
1849,SANTA FE PHS INDIAN HOSPITAL (320057),2020,Acute Care,Government - Federal,4.0,35.66695,-105.969665,NM,,,,,,0.0881,0.0881,No
1850,MESCALERO PHS INDIAN HOSPITAL (320058),2020,Acute Care,Government - Federal,8.0,,,NM,,,,,,0.0883,0.0883,No
1851,NORTHERN NAVAJO MEDICAL CENTER (320059),2020,Acute Care,Government - Federal,60.0,,,NM,,-0.5112,,,,-0.2327,-0.3719,No
1852,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER (320060),2020,Acute Care,Government - Federal,27.0,,,NM,,,,,,0.034,0.034,No
1853,GALLUP INDIAN MEDICAL CENTER (320061),2020,Acute Care,Government - Federal,76.0,35.508444,-108.730226,NM,2.1854,0.189,-1.4459,,,1.3383,0.5667,Yes
1854,CROWNPOINT HEALTHCARE FACILITY (320062),2020,Acute Care,Government - Federal,20.0,,,NM,,,,,,0.036,0.036,No
1855,CARLSBAD MEDICAL CENTER (320063),2020,Acute Care,Proprietary,102.0,32.44184,-104.258642,NM,0.7184,-0.8508,,,-1.5,0.5967,-0.2589,No
1856,LEA REGIONAL MEDICAL CENTER (320065),2020,Acute Care,Proprietary,133.0,32.765988,-103.186034,NM,-1.5354,-1.9626,,,,-0.6695,-1.3892,No
1857,GUADALUPE COUNTY HOSPITAL (320067),2020,Acute Care,Government - Local,10.0,34.929504,-104.694224,NM,,,,,,0.0328,0.0328,No
1858,DHHS USPHS INDIAN HEALTH SERVICES (320070),2020,Acute Care,Government - Federal,6.0,,,NM,,,,,,0.0874,0.0874,No
1859,LOVELACE WESTSIDE HOSPITAL (320074),2020,Acute Care,Government - Federal,74.0,35.207508,-106.675974,NM,-1.5354,-0.983,,,,-0.6185,-1.0456,No
1860,ROOSEVELT GENERAL HOSPITAL (320084),2020,Acute Care,Government - State,22.0,34.165665,-103.368199,NM,,,,,,-0.0447,-0.0447,No
1861,MOUNTAIN VIEW REGIONAL MEDICAL CENTER (320085),2020,Acute Care,Proprietary,162.0,32.322639,-106.728297,NM,-0.0931,0.4324,-0.4136,-0.3674,-0.5992,2.3575,0.2194,No
1862,LOVELACE REGIONAL HOSPITAL - ROSWELL (320086),2020,Acute Care,Proprietary,26.0,33.415976,-104.521754,NM,-0.4218,0.0748,,,-0.3173,-0.8712,-0.3839,No
1863,UNM SANDOVAL REGIONAL MEDICAL CENTER (320089),2020,Acute Care,Voluntary non-profit - Private,66.0,35.307351,-106.677003,NM,-0.38,-0.8718,-0.8293,,0.0953,-0.8716,-0.5715,No
1864,PRESBYTERIAN SANTA FE MEDICAL CENTER (320090),2020,Acute Care,Voluntary non-profit - Private,36.0,,,NM,,,,,,,,No
1865,ALBANY MEMORIAL HOSPITAL (330003),2020,Acute Care,Voluntary non-profit - Private,110.0,42.674685,-73.748861,NY,-1.5354,0.0748,1.7266,,0.683,-0.5085,0.0881,No
1866,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS (330004),2020,Acute Care,Voluntary non-profit - Private,146.0,41.92635,-73.995402,NY,-0.0018,0.799,1.1657,2.2502,-1.5,0.3001,0.5022,Yes
1867,KALEIDA HEALTH (330005),2020,Acute Care,Voluntary non-profit - Private,1089.0,42.900329,-78.864937,NY,-0.2793,0.3212,-0.4753,0.56,-0.1589,1.1675,0.1892,No
1868,ST JOSEPH'S MEDICAL CENTER (330006),2020,Acute Care,Voluntary non-profit - Private,411.0,40.929614,-73.897003,NY,1.3531,-0.0184,1.3348,1.0237,,2.3575,1.2101,Yes
1869,WYOMING COUNTY COMMUNITY HOSPITAL (330008),2020,Acute Care,Government - Local,214.0,42.753447,-78.132533,NY,-1.5354,-1.3947,,,,0.141,-0.9297,No
1870,BRONX-LEBANON HOSPITAL CENTER (330009),2020,Acute Care,Proprietary,570.0,40.83175,-73.903756,NY,-0.7297,-0.2498,0.6088,1.2272,-1.5,1.3442,0.1168,No
1871,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC (330011)",2020,Acute Care,Voluntary non-profit - Private,158.0,42.09264,-75.935558,NY,-0.9254,-0.0184,-0.2167,-0.302,-0.2658,-0.5326,-0.3768,No
1872,ALBANY MEDICAL CENTER HOSPITAL (330013),2020,Acute Care,Voluntary non-profit - Private,736.0,42.653254,-73.77386,NY,0.401,0.0327,0.2229,-0.4842,0.6516,-0.0971,0.1212,No
1873,JAMAICA HOSPITAL MEDICAL CENTER (330014),2020,Acute Care,Voluntary non-profit - Private,608.0,40.701412,-73.816302,NY,1.4386,-0.2918,1.7963,0.5334,0.403,2.3575,1.0395,Yes
1874,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC. (330019)",2020,Acute Care,Voluntary non-profit - Private,134.0,40.613783,-73.948321,NY,-0.2584,1.971,0.024,0.1848,0.1837,-0.4111,0.2823,No
1875,VASSAR BROTHERS MEDICAL CENTER (330023),2020,Acute Care,Voluntary non-profit - Private,361.0,41.694567,-73.935723,NY,-0.2717,0.778,-0.5688,-0.3674,-1.1647,0.6378,-0.1595,No
1876,MOUNT SINAI HOSPITAL (330024),2020,Acute Care,Voluntary non-profit - Private,1166.0,,,NY,-0.4902,-0.5142,1.3248,1.2644,0.3514,-1.0054,0.1551,No
1877,NASSAU UNIVERSITY MEDICAL CENTER (330027),2020,Acute Care,Government - Local,710.0,40.725298,-73.554413,NY,-0.5662,-0.1656,0.1493,0.098,-0.3726,1.2484,0.0652,No
1878,RICHMOND UNIVERSITY MEDICAL CENTER (330028),2020,Acute Care,Voluntary non-profit - Private,315.0,40.63551,-74.106693,NY,-0.1292,0.805,0.75,0.3476,2.0996,2.3575,1.0384,Yes
1879,NEWARK-WAYNE COMMUNITY HOSPITAL (330030),2020,Acute Care,Voluntary non-profit - Private,300.0,43.059959,-77.100736,NY,0.7659,0.3062,-0.34,-1.4453,-0.9566,0.7838,-0.1477,No
1880,CHENANGO MEMORIAL HOSPITAL (330033),2020,Acute Care,Voluntary non-profit - Private,138.0,42.542038,-75.524724,NY,0.3383,-0.8418,,,,0.2766,-0.0756,No
1881,SOUTHSIDE HOSPITAL (330043),2020,Acute Care,Voluntary non-profit - Private,294.0,40.724858,-73.240889,NY,0.935,0.1048,0.8773,0.5246,-0.8939,-0.518,0.1716,No
1882,FAXTON-ST LUKE'S HEALTHCARE (330044),2020,Acute Care,Voluntary non-profit - Private,271.0,,,NY,2.1854,1.2047,0.0936,0.8007,2.0996,1.7981,1.3637,Yes
1883,HUNTINGTON HOSPITAL (330045),2020,Acute Care,Voluntary non-profit - Private,287.0,40.879201,-73.417488,NY,-1.1458,-0.2197,-0.4454,-0.8028,-0.8442,-1.1001,-0.7597,No
1884,MOUNT SINAI WEST (330046),2020,Acute Care,Voluntary non-profit - Private,814.0,40.770129,-73.987846,NY,-0.6137,-1.6591,-0.0536,-0.5444,-0.0134,-0.7294,-0.6023,No
1885,ST MARY'S HEALTHCARE (330047),2020,Acute Care,Voluntary non-profit - Private,290.0,42.953648,-74.216041,NY,-1.0641,0.5436,-0.3838,-0.7232,-0.6508,-0.4239,-0.4504,No
1886,NORTHERN DUTCHESS HOSPITAL (330049),2020,Acute Care,Voluntary non-profit - Private,76.0,,,NY,2.1626,1.971,-0.3818,-1.4453,-0.3689,-1.2041,0.1222,No
1887,NEW YORK-PRESBYTERIAN/QUEENS (330055),2020,Acute Care,Voluntary non-profit - Private,484.0,,,NY,-0.6327,-0.7847,-0.533,-0.4701,-0.2805,-0.2984,-0.4999,No
1888,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS (330056),2020,Acute Care,Voluntary non-profit - Private,292.0,40.689785,-73.9774,NY,-1.294,-1.7132,-1.1595,0.4414,0.4859,0.3495,-0.4817,No
1889,ST PETER'S HOSPITAL (330057),2020,Acute Care,Voluntary non-profit - Private,474.0,42.660176,-73.802382,NY,0.4447,-0.5202,-0.5409,-0.9993,0.5061,2.3575,0.208,No
1890,GENEVA GENERAL HOSPITAL (330058),2020,Acute Care,Voluntary non-profit - Private,473.0,,,NY,-0.1634,-0.5683,-1.4459,0.2379,-1.5,1.2504,-0.3649,No
1891,MONTEFIORE MEDICAL CENTER (330059),2020,Acute Care,Voluntary non-profit - Private,1501.0,40.879777,-73.879975,NY,0.8761,0.8831,0.577,0.5954,1.5027,2.3575,1.132,Yes
1892,NIAGARA FALLS MEMORIAL MEDICAL CENTER (330065),2020,Acute Care,Voluntary non-profit - Other,134.0,43.093433,-79.050429,NY,1.908,-0.4932,1.4442,-0.6542,1.7662,1.3014,0.8787,Yes
1893,UNITED MEMORIAL MEDICAL CENTER (330073),2020,Acute Care,Voluntary non-profit - Private,131.0,43.003997,-78.177592,NY,0.9122,-1.0581,-1.4459,-1.4453,,-0.7888,-0.7652,No
1894,F F THOMPSON HOSPITAL (330074),2020,Acute Care,Voluntary non-profit - Private,277.0,42.875591,-77.288198,NY,1.2923,0.781,0.4178,-1.4453,2.0333,-1.0229,0.3427,Yes
1895,SISTERS OF CHARITY HOSPITAL (330078),2020,Acute Care,Voluntary non-profit - Private,462.0,42.92917,-78.849916,NY,-0.6194,-0.0634,0.0339,1.4148,1.0311,1.6114,0.5681,Yes
1896,ADIRONDACK MEDICAL CENTER - SARANAC LAKE (330079),2020,Acute Care,Voluntary non-profit - Other,152.0,44.344548,-74.144597,NY,2.1854,0.4144,2.1941,,-0.4795,-0.7519,0.7125,Yes
1897,LINCOLN MEDICAL & MENTAL HEALTH CENTER (330080),2020,Acute Care,Government - Local,344.0,40.817681,-73.924072,NY,-0.7259,-0.8387,0.4377,0.9759,0.718,2.0565,0.4372,Yes
1898,ALICE HYDE MEDICAL CENTER (330084),2020,Acute Care,Voluntary non-profit - Other,198.0,44.856658,-74.29193,NY,,-1.9626,,,,2.3575,0.1974,No
1899,AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085),2020,Acute Care,Voluntary non-profit - Other,198.0,,,NY,1.4538,1.5863,-1.4459,,-1.5,-0.1155,-0.0043,No
1900,MONTEFIORE MOUNT VERNON HOSPITAL (330086),2020,Acute Care,Voluntary non-profit - Private,94.0,40.912754,-73.840011,NY,,1.971,2.1941,,1.429,-0.2664,1.3319,Yes
1901,STONY BROOK EASTERN LONG ISLAND HOSPITAL (330088),2020,Acute Care,Voluntary non-profit - Private,90.0,41.110951,-72.361459,NY,,-0.8057,,,,0.987,0.0907,No
1902,ARNOT OGDEN MEDICAL CENTER (330090),2020,Acute Care,Voluntary non-profit - Private,256.0,42.099256,-76.826668,NY,-0.5966,0.3993,-0.1192,-0.2081,-1.0616,1.2954,-0.0485,No
1903,COLUMBIA MEMORIAL HOSPITAL (330094),2020,Acute Care,Voluntary non-profit - Private,194.0,42.246254,-73.776128,NY,0.9806,1.971,2.1941,0.3352,1.7864,1.6279,1.4825,Yes
1904,JONES MEMORIAL HOSPITAL (330096),2020,Acute Care,Voluntary non-profit - Private,60.0,42.122878,-77.949784,NY,-1.5354,-1.4247,-1.4459,,,0.7032,-0.9257,No
1905,N Y EYE AND EAR INFIRMARY (330100),2020,Acute Care,Voluntary non-profit - Private,23.0,40.732559,-73.984816,NY,,,,,,0.0102,0.0102,No
1906,NEW YORK-PRESBYTERIAN HOSPITAL-NEW YORK WEILL CORN (330101),2020,Acute Care,Voluntary non-profit - Private,2546.0,40.76415,-73.954335,NY,0.173,1.0905,0.6645,0.0078,-0.0705,1.7465,0.6019,Yes
1907,KENMORE MERCY HOSPITAL (330102),2020,Acute Care,Voluntary non-profit - Church,344.0,42.9779,-78.878678,NY,0.2186,0.213,-0.4295,2.2502,0.9096,0.0675,0.5382,Yes
1908,OLEAN GENERAL HOSPITAL (330103),2020,Acute Care,Proprietary,260.0,42.089448,-78.426977,NY,-0.0588,0.195,0.0061,-0.8241,0.4545,-1.1739,-0.2335,No
1909,NYACK HOSPITAL (330104),2020,Acute Care,Voluntary non-profit - Other,249.0,41.095251,-73.925253,NY,-0.589,-0.9439,-0.7716,0.0839,-0.2068,0.5305,-0.3162,No
1910,NORTH SHORE UNIVERSITY HOSPITAL (330106),2020,Acute Care,Voluntary non-profit - Private,984.0,40.779269,-73.703029,NY,0.1331,-0.4451,-0.1888,0.3264,-0.5071,0.6329,-0.0081,No
1911,PECONIC BAY MEDICAL CENTER (330107),2020,Acute Care,Voluntary non-profit - Private,181.0,40.933577,-72.674317,NY,-0.9748,-0.367,-1.068,0.1812,-0.8995,-1.0354,-0.6939,No
1912,ST JOSEPH'S HOSPITAL (330108),2020,Acute Care,Voluntary non-profit - Private,193.0,,,NY,,-0.1055,,,,-0.005,-0.0553,No
1913,BERTRAND CHAFFEE HOSPITAL (330111),2020,Acute Care,Voluntary non-profit - Private,103.0,42.508484,-78.659235,NY,,-0.5443,,,,-0.1029,-0.3236,No
1914,ONEIDA HEALTH HOSPITAL (330115),2020,Acute Care,Voluntary non-profit - Other,261.0,43.078755,-75.654264,NY,-1.5354,-1.0371,,,0.04,0.4133,-0.5298,No
1915,LENOX HILL HOSPITAL (330119),2020,Acute Care,Voluntary non-profit - Private,457.0,40.773964,-73.960611,NY,0.3744,-0.8327,-0.4574,-0.4011,0.764,0.2409,-0.052,No
1916,ROCHESTER GENERAL HOSPITAL (330125),2020,Acute Care,Voluntary non-profit - Private,517.0,43.192542,-77.584424,NY,0.8324,-0.3459,-0.3619,-0.4612,0.5319,1.9953,0.3651,Yes
1917,ORANGE REGIONAL MEDICAL CENTER (330126),2020,Acute Care,Voluntary non-profit - Private,382.0,41.439962,-74.369415,NY,1.2087,0.5526,1.1438,0.7564,0.3385,-1.0041,0.4993,Yes
1918,JACOBI MEDICAL CENTER (330127),2020,Acute Care,Government - Local,477.0,40.857455,-73.84721,NY,0.059,0.222,0.7699,-0.2365,2.0996,1.6802,0.7657,Yes
1919,ELMHURST HOSPITAL CENTER (330128),2020,Acute Care,Government - Local,528.0,40.74434,-73.88598,NY,2.1854,-1.0701,2.1941,-0.2754,1.3867,1.2504,0.9452,Yes
1920,BON SECOURS COMMUNITY HOSPITAL (330135),2020,Acute Care,Voluntary non-profit - Church,181.0,41.367766,-74.682593,NY,0.6785,-0.3099,,,2.0996,-0.973,0.3738,Yes
1921,MARY IMOGENE BASSETT HOSPITAL (330136),2020,Acute Care,Voluntary non-profit - Private,180.0,,,NY,0.6329,-0.364,-0.0635,1.6679,1.7606,2.1363,0.9617,Yes
1922,ST JOSEPH'S HOSPITAL HEALTH CENTER (330140),2020,Acute Care,Voluntary non-profit - Private,437.0,43.055589,-76.149176,NY,0.4143,0.222,-0.9467,-1.3055,-0.1626,0.5786,-0.2,No
1923,LONG ISLAND COMMUNITY HOSPITAL (330141),2020,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,0.9141,0.775,2.1941,1.3547,-0.7705,0.223,0.7817,Yes
1924,"IRA DAVENPORT MEMORIAL HOSPITAL, INC (330144)",2020,Acute Care,Voluntary non-profit - Other,139.0,42.37297,-77.278553,NY,,,,,,0.0417,0.0417,No
1925,ST JAMES MERCY HOSPITAL (330151),2020,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,,-1.9626,,,,-0.226,-1.0943,No
1926,ELLIS HOSPITAL (330153),2020,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,0.8153,1.0695,-0.6722,-0.7002,-0.1515,2.3575,0.4531,Yes
1927,SAMARITAN MEDICAL CENTER (330157),2020,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,0.097,0.1199,0.0459,-0.7303,0.0879,-1.167,-0.2578,No
1928,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2020,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,0.5321,1.7065,0.382,0.3175,-0.0134,2.3575,0.8804,Yes
1929,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2020,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,-0.0588,0.2881,-0.3659,0.9688,-0.1902,2.3575,0.4999,Yes
1930,NORTHERN WESTCHESTER HOSPITAL (330162),2020,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,1.9023,0.0177,2.1941,-0.8011,0.5964,2.3575,1.0445,Yes
1931,EASTERN NIAGARA HOSPITAL (330163),2020,Acute Care,Voluntary non-profit - Private,132.0,43.17638,-78.671075,NY,-0.762,-0.4391,,1.0803,1.3977,-0.4691,0.1616,No
1932,HIGHLAND HOSPITAL (330164),2020,Acute Care,Voluntary non-profit - Private,243.0,43.135955,-77.607556,NY,-0.1615,-0.8718,-0.1312,-0.8205,-0.7337,-0.1774,-0.4827,No
1933,"WESTFIELD MEMORIAL HOSPITAL, INC (330166)",2020,Acute Care,Voluntary non-profit - Private,5.0,42.327901,-79.569397,NY,,,,,,0.088,0.088,No
1934,NYU WINTHROP HOSPITAL (330167),2020,Acute Care,Voluntary non-profit - Private,510.0,40.741648,-73.643532,NY,0.8419,0.222,0.2647,-0.5958,0.5485,1.317,0.4331,Yes
1935,MOUNT SINAI BETH ISRAEL (330169),2020,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,-0.7278,-1.7162,1.0205,0.8909,1.3443,0.3511,0.1938,No
1936,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER (330175),2020,Acute Care,Voluntary non-profit - Private,195.0,42.608997,-76.186117,NY,-0.6498,-0.4331,-1.4459,,-1.5,-0.0662,-0.819,No
1937,SAMARITAN HOSPITAL (330180),2020,Acute Care,Voluntary non-profit - Private,248.0,42.733395,-73.671434,NY,-0.0056,-0.3309,0.0439,-0.8418,1.3038,0.1239,0.0489,No
1938,GLEN COVE HOSPITAL (330181),2020,Acute Care,Voluntary non-profit - Private,152.0,,,NY,0.3592,-0.2708,0.018,-1.4453,0.8432,-0.532,-0.1713,No
1939,"ST FRANCIS HOSPITAL, ROSLYN (330182)",2020,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,-0.095,-0.8177,-0.7458,0.5564,0.1893,0.9115,-0.0002,No
1940,MONTEFIORE NEW ROCHELLE HOSPITAL (330184),2020,Acute Care,Voluntary non-profit - Private,320.0,40.912968,-73.786997,NY,1.9498,0.2791,1.2473,1.8927,-0.5347,0.3617,0.866,Yes
1941,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON (330185),2020,Acute Care,Voluntary non-profit - Private,248.0,40.938249,-73.052951,NY,1.0376,1.3038,-0.8273,-0.2028,1.6317,1.4386,0.7303,Yes
1942,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER (330188),2020,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,-0.2356,-0.1746,-1.4459,0.2078,1.4806,-0.781,-0.1581,No
