,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI Score,CDI Score,CLABSI Score,MRSA Score,SSI Score,PSI-90 Score,Domain 1 Score,Domain 2 Score,Total HAC Score,Payment Reduction
1720,ST MARY'S MEDICAL CENTER (260193),2016,Acute Care,Voluntary non-profit - Church,98.0,39.023528,-94.266042,MO,4.0,10.0,4.0,7.0,4.0,6.0,6.0,5.8,5.83,No
1721,CITIZENS MEMORIAL HOSPITAL (260195),2016,Acute Care,Government - Hospital District or Authority,70.0,37.625971,-93.420915,MO,8.0,9.0,1.0,,1.0,2.0,2.0,4.75,4.3375,No
1722,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS (260200),2016,Acute Care,Voluntary non-profit - Church,157.0,38.803742,-90.774423,MO,7.0,4.0,9.0,9.0,3.0,2.0,2.0,6.4,5.74,No
1723,OZARKS COMMUNITY HOSPITAL (260207),2016,Acute Care,Proprietary,31.0,,,MO,,10.0,,,,7.0,7.0,10.0,9.55,Yes
1724,FULTON MEDICAL CENTER LLC (260209),2016,Acute Care,Voluntary non-profit - Private,35.0,38.842247,-91.966202,MO,,2.0,,,,7.0,7.0,2.0,2.75,No
1725,ST ALEXIUS HOSPITAL (260210),2016,Acute Care,Proprietary,172.0,38.583359,-90.227557,MO,9.0,2.0,10.0,3.0,1.0,8.0,8.0,5.0,5.45,No
1726,BELTON REGIONAL MEDICAL CENTER (260214),2016,Acute Care,Voluntary non-profit - Private,71.0,,,MO,1.0,4.0,,,1.0,2.0,2.0,2.0,2.0,No
1727,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL (260216),2016,Acute Care,Voluntary non-profit - Private,168.0,38.940551,-94.378443,MO,10.0,9.0,3.0,1.0,6.0,2.0,2.0,5.8,5.23,No
1728,PROGRESS WEST HOSPITAL (260219),2016,Acute Care,Voluntary non-profit - Private,71.0,38.715097,-90.696597,MO,10.0,2.0,10.0,1.0,6.0,6.0,6.0,5.8,5.83,No
1729,BLACK RIVER COMMUNITY MEDICAL CENTER (260227),2016,Acute Care,Voluntary non-profit - Private,5.0,36.770882,-90.456445,MO,,,,,,6.0,6.0,,6.0,No
1730,ST PETER'S HOSPITAL (270003),2016,Acute Care,Voluntary non-profit - Private,125.0,,,MT,3.0,3.0,6.0,7.0,2.0,6.0,6.0,4.2,4.47,No
1731,BILLINGS CLINIC HOSPITAL (270004),2016,Acute Care,Voluntary non-profit - Private,288.0,45.790452,-108.51415,MT,4.0,6.0,9.0,8.0,5.0,5.0,5.0,6.4,6.19,No
1732,BENEFIS HOSPITALS INC (270012),2016,Acute Care,Voluntary non-profit - Private,488.0,47.491848,-111.262615,MT,6.0,9.0,9.0,4.0,5.0,5.0,5.0,6.6,6.36,No
1733,ST PATRICK HOSPITAL (270014),2016,Acute Care,Voluntary non-profit - Church,200.0,46.873905,-113.999891,MT,7.0,6.0,8.0,7.0,2.0,4.0,4.0,6.0,5.7,No
1734,ST JAMES HEALTHCARE (270017),2016,Acute Care,Voluntary non-profit - Private,73.0,46.00928,-112.546068,MT,5.0,8.0,8.0,3.0,1.0,10.0,10.0,5.0,5.75,No
1735,COMMUNITY MEDICAL CENTER (270023),2016,Acute Care,Voluntary non-profit - Private,145.0,46.842062,-114.055919,MT,9.0,10.0,1.0,4.0,1.0,6.0,6.0,5.0,5.15,No
1736,NORTHERN MONTANA HOSPITAL (270032),2016,Acute Care,Voluntary non-profit - Private,198.0,48.539326,-109.686363,MT,,1.0,,,,8.0,8.0,1.0,2.05,No
1737,ST VINCENT HEALTHCARE (270049),2016,Acute Care,Voluntary non-profit - Church,248.0,45.793166,-108.520281,MT,7.0,3.0,7.0,5.0,7.0,9.0,9.0,5.8,6.28,No
1738,KALISPELL REGIONAL MEDICAL CENTER (270051),2016,Acute Care,Voluntary non-profit - Private,292.0,48.215685,-114.324753,MT,9.0,5.0,1.0,3.0,6.0,8.0,8.0,4.8,5.28,No
1739,BOZEMAN HEALTH DEACONESS HOSPITAL (270057),2016,Acute Care,Voluntary non-profit - Private,89.0,45.670278,-111.017239,MT,7.0,9.0,4.0,1.0,8.0,10.0,10.0,5.8,6.43,No
1740,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET (270074),2016,Acute Care,Government - Federal,26.0,,,MT,,1.0,,,,6.0,6.0,1.0,1.75,No
1741,GREAT FALLS CLINIC HOSPITAL (270086),2016,Acute Care,Proprietary,20.0,47.487737,-111.254561,MT,,1.0,,,,2.0,2.0,1.0,1.15,No
1742,THE HEALTHCENTER (270087),2016,Acute Care,Proprietary,30.0,48.216208,-114.324047,MT,,2.0,,,9.0,5.0,5.0,5.5,5.425,No
1743,BRYAN MEDICAL CENTER (280003),2016,Acute Care,Voluntary non-profit - Private,569.0,40.796598,-96.653661,NE,7.0,3.0,6.0,3.0,6.0,6.0,6.0,5.0,5.15,No
1744,CHI HEALTH GOOD SAMARITAN (280009),2016,Acute Care,Voluntary non-profit - Church,250.0,,,NE,10.0,10.0,5.0,1.0,2.0,7.0,7.0,5.6,5.81,No
1745,THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE (280013),2016,Acute Care,Voluntary non-profit - Private,542.0,,,NE,9.0,8.0,10.0,7.0,9.0,10.0,10.0,8.6,8.81,Yes
1746,CHI HEALTH ST ELIZABETH (280020),2016,Acute Care,Voluntary non-profit - Private,244.0,40.807609,-96.625179,NE,5.0,4.0,8.0,8.0,5.0,9.0,9.0,6.0,6.45,No
1747,CHI HEALTH ST FRANCIS (280023),2016,Acute Care,Voluntary non-profit - Church,184.0,40.924267,-98.370887,NE,7.0,4.0,3.0,3.0,3.0,10.0,10.0,4.0,4.9,No
1748,CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY (280030),2016,Acute Care,Voluntary non-profit - Other,213.0,,,NE,9.0,3.0,8.0,8.0,6.0,1.0,1.0,6.8,5.93,No
1749,MARY LANNING HEALTHCARE (280032),2016,Acute Care,Voluntary non-profit - Other,138.0,40.592416,-98.387474,NE,1.0,3.0,1.0,1.0,1.0,9.0,9.0,1.4,2.54,No
1750,METHODIST HOSPITAL (280040),2016,Acute Care,Voluntary non-profit - Private,369.0,41.259682,-96.041771,NE,3.0,3.0,4.0,3.0,7.0,9.0,9.0,4.0,4.75,No
1751,CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY (280060),2016,Acute Care,Voluntary non-profit - Private,358.0,41.237904,-96.028717,NE,6.0,6.0,7.0,2.0,10.0,3.0,3.0,6.2,5.72,No
1752,REGIONAL WEST MEDICAL CENTER (280061),2016,Acute Care,Voluntary non-profit - Private,164.0,41.885055,-103.665837,NE,5.0,5.0,6.0,4.0,8.0,1.0,1.0,5.6,4.91,No
1753,GREAT PLAINS HEALTH (280065),2016,Acute Care,Voluntary non-profit - Private,105.0,41.120746,-100.770199,NE,8.0,10.0,1.0,8.0,9.0,4.0,4.0,7.2,6.72,Yes
1754,FREMONT HEALTH MEDICAL CENTER (280077),2016,Acute Care,Government - Local,187.0,41.451464,-96.492473,NE,1.0,9.0,8.0,,9.0,10.0,10.0,6.75,7.2375,Yes
1755,CHI HEALTH IMMANUEL (280081),2016,Acute Care,Voluntary non-profit - Private,308.0,41.321839,-96.023788,NE,2.0,1.0,3.0,2.0,2.0,6.0,6.0,2.0,2.6,No
1756,CHI HEALTH MIDLANDS (280105),2016,Acute Care,Voluntary non-profit - Church,46.0,41.136866,-96.042825,NE,1.0,6.0,1.0,,1.0,8.0,8.0,2.25,3.1125,No
1757,COLUMBUS COMMUNITY HOSPITAL (280111),2016,Acute Care,Voluntary non-profit - Other,51.0,41.453273,-97.3849,NE,,1.0,,,3.0,1.0,1.0,2.0,1.85,No
1758,FAITH REGIONAL HEALTH SERVICES (280125),2016,Acute Care,Voluntary non-profit - Private,127.0,42.032526,-97.450942,NE,9.0,4.0,1.0,1.0,7.0,1.0,1.0,4.4,3.89,No
1759,LINCOLN SURGICAL HOSPITAL (280127),2016,Acute Care,Proprietary,21.0,40.794718,-96.624974,NE,,1.0,,,,1.0,1.0,1.0,1.0,No
1760,CHI HEALTH NEBRASKA HEART (280128),2016,Acute Care,Voluntary non-profit - Private,54.0,40.735476,-96.594607,NE,,5.0,,,,1.0,1.0,5.0,4.4,No
1761,NEBRASKA ORTHOPAEDIC HOSPITAL (280129),2016,Acute Care,Physician,24.0,41.232001,-96.135396,NE,,1.0,,,,1.0,1.0,1.0,1.0,No
1762,CHI HEALTH LAKESIDE (280130),2016,Acute Care,Voluntary non-profit - Church,121.0,41.23904,-96.180532,NE,2.0,3.0,7.0,3.0,7.0,8.0,8.0,4.4,4.94,No
1763,MIDWEST SURGICAL HOSPITAL LLC (280131),2016,Acute Care,Physician,19.0,41.258155,-96.036891,NE,,1.0,,,,2.0,2.0,1.0,1.15,No
1764,BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL (280132),2016,Acute Care,Proprietary,62.0,41.13639,-95.94586,NE,4.0,4.0,10.0,10.0,9.0,5.0,5.0,7.4,7.04,Yes
1765,"NEBRASKA SPINE HOSPITAL, LLC (280133)",2016,Acute Care,Proprietary,34.0,,,NE,,1.0,,,,5.0,5.0,1.0,1.6,No
1766,KEARNEY REGIONAL MEDICAL CENTER (280134),2016,Acute Care,Proprietary,70.0,40.6975,-99.0931,NE,1.0,3.0,,,1.0,4.0,4.0,1.6667,2.0167,No
1767,RENOWN REGIONAL MEDICAL CENTER (290001),2016,Acute Care,Voluntary non-profit - Other,604.0,39.524747,-119.796721,NV,3.0,7.0,4.0,3.0,8.0,10.0,10.0,5.0,5.75,No
1768,SUNRISE HOSPITAL AND MEDICAL CENTER (290003),2016,Acute Care,Proprietary,645.0,36.134586,-115.136883,NV,7.0,8.0,6.0,7.0,7.0,8.0,8.0,7.0,7.15,Yes
1769,NORTH VISTA HOSPITAL (290005),2016,Acute Care,Voluntary non-profit - Private,178.0,36.195739,-115.122986,NV,7.0,10.0,10.0,10.0,1.0,8.0,8.0,7.6,7.66,Yes
1770,BANNER CHURCHILL COMMUNITY HOSPITAL (290006),2016,Acute Care,Voluntary non-profit - Private,37.0,,,NV,,10.0,,,10.0,7.0,7.0,10.0,9.55,Yes
1771,UNIVERSITY MEDICAL CENTER (290007),2016,Acute Care,Government - Local,502.0,36.158941,-115.165945,NV,8.0,5.0,9.0,10.0,10.0,10.0,10.0,8.4,8.64,Yes
1772,NORTHEASTERN NEVADA REGIONAL HOSPITAL (290008),2016,Acute Care,Voluntary non-profit - Private,65.0,40.822508,-115.729026,NV,1.0,2.0,,,,3.0,3.0,1.5,1.725,No
1773,SAINT MARY'S REGIONAL MEDICAL CENTER (290009),2016,Acute Care,Voluntary non-profit - Private,282.0,39.531619,-119.818243,NV,10.0,10.0,5.0,4.0,10.0,1.0,1.0,7.8,6.78,Yes
1774,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS (290012),2016,Acute Care,Voluntary non-profit - Church,86.0,36.038829,-114.983192,NV,4.0,10.0,2.0,1.0,1.0,1.0,1.0,3.6,3.21,No
1775,CARSON TAHOE REGIONAL MEDICAL CENTER (290019),2016,Acute Care,Voluntary non-profit - Private,202.0,39.201899,-119.781729,NV,8.0,5.0,3.0,3.0,10.0,3.0,3.0,5.8,5.38,No
1776,VALLEY HOSPITAL MEDICAL CENTER (290021),2016,Acute Care,Proprietary,286.0,36.163914,-115.165463,NV,5.0,7.0,8.0,10.0,4.0,8.0,8.0,6.8,6.98,Yes
1777,DESERT SPRINGS HOSPITAL (290022),2016,Acute Care,Proprietary,271.0,36.114561,-115.125548,NV,1.0,7.0,5.0,6.0,1.0,8.0,8.0,4.0,4.6,No
1778,NORTHERN NEVADA MEDICAL CENTER (290032),2016,Acute Care,Proprietary,113.0,39.542488,-119.697974,NV,,9.0,,1.0,4.0,4.0,4.0,4.6667,4.5667,No
1779,MOUNTAINVIEW HOSPITAL (290039),2016,Acute Care,Proprietary,346.0,36.2156,-115.250795,NV,5.0,9.0,6.0,7.0,5.0,8.0,8.0,6.4,6.64,Yes
1780,SUMMERLIN HOSPITAL MEDICAL CENTER (290041),2016,Acute Care,Proprietary,432.0,36.179638,-115.315776,NV,8.0,6.0,6.0,8.0,8.0,8.0,8.0,7.2,7.32,Yes
1781,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS (290045),2016,Acute Care,Voluntary non-profit - Private,283.0,,,NV,7.0,10.0,2.0,2.0,7.0,10.0,10.0,5.6,6.26,No
1782,SPRING VALLEY HOSPITAL MEDICAL CENTER (290046),2016,Acute Care,Proprietary,287.0,36.089714,-115.242882,NV,9.0,5.0,7.0,5.0,4.0,9.0,9.0,6.0,6.45,No
1783,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER (290047),2016,Acute Care,Voluntary non-profit - Private,182.0,36.070256,-115.295512,NV,1.0,10.0,2.0,5.0,7.0,3.0,3.0,5.0,4.7,No
1784,RENOWN SOUTH MEADOWS MEDICAL CENTER (290049),2016,Acute Care,Voluntary non-profit - Private,138.0,39.435894,-119.758393,NV,1.0,6.0,1.0,,8.0,6.0,6.0,4.0,4.3,No
1785,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS (290053),2016,Acute Care,Voluntary non-profit - Church,140.0,36.055545,-115.271323,NV,5.0,10.0,3.0,1.0,10.0,8.0,8.0,5.8,6.13,No
1786,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER (290054),2016,Acute Care,Proprietary,228.0,36.286014,-115.28773,NV,1.0,2.0,7.0,9.0,1.0,9.0,9.0,4.0,4.75,No
1787,MOUNTAIN'S EDGE HOSPITAL (290056),2016,Acute Care,Voluntary non-profit - Private,130.0,36.077811,-115.281036,NV,,,,,,,,,,No
1788,CONCORD HOSPITAL (300001),2016,Acute Care,Voluntary non-profit - Private,212.0,43.196329,-71.562366,NH,10.0,5.0,1.0,4.0,3.0,5.0,5.0,4.6,4.66,No
1789,MARY HITCHCOCK MEMORIAL HOSPITAL (300003),2016,Acute Care,Voluntary non-profit - Other,405.0,43.67797,-72.273746,NH,6.0,6.0,9.0,6.0,4.0,10.0,10.0,6.2,6.77,Yes
1790,LAKES REGION GENERAL HOSPITAL (300005),2016,Acute Care,Voluntary non-profit - Private,94.0,43.528103,-71.460771,NH,3.0,9.0,1.0,1.0,2.0,8.0,8.0,3.2,3.92,No
1791,ST JOSEPH HOSPITAL (300011),2016,Acute Care,Voluntary non-profit - Other,208.0,42.750441,-71.479886,NH,7.0,9.0,8.0,3.0,4.0,8.0,8.0,6.2,6.47,No
1792,ELLIOT HOSPITAL (300012),2016,Acute Care,Voluntary non-profit - Private,243.0,42.982795,-71.435739,NH,10.0,6.0,6.0,7.0,7.0,5.0,5.0,7.2,6.87,Yes
1793,FRISBIE MEMORIAL HOSPITAL (300014),2016,Acute Care,Voluntary non-profit - Private,77.0,43.298189,-70.961194,NH,1.0,8.0,1.0,1.0,7.0,4.0,4.0,3.6,3.66,No
1794,PARKLAND MEDICAL CENTER (300017),2016,Acute Care,Proprietary,159.0,42.875825,-71.317578,NH,1.0,3.0,1.0,,1.0,5.0,5.0,1.5,2.025,No
1795,WENTWORTH-DOUGLASS HOSPITAL (300018),2016,Acute Care,Voluntary non-profit - Private,116.0,43.212442,-70.875139,NH,6.0,8.0,1.0,9.0,4.0,9.0,9.0,5.6,6.11,No
1796,CHESHIRE MEDICAL CENTER (300019),2016,Acute Care,Voluntary non-profit - Private,124.0,42.949854,-72.290725,NH,3.0,3.0,1.0,8.0,4.0,1.0,1.0,3.8,3.38,No
1797,SOUTHERN NH MEDICAL CENTER (300020),2016,Acute Care,Voluntary non-profit - Private,163.0,42.756061,-71.461229,NH,6.0,8.0,5.0,8.0,6.0,2.0,2.0,6.6,5.91,No
1798,EXETER HOSPITAL INC (300023),2016,Acute Care,Voluntary non-profit - Private,98.0,42.983066,-70.934319,NH,10.0,8.0,7.0,1.0,8.0,7.0,7.0,6.8,6.83,Yes
1799,PORTSMOUTH REGIONAL HOSPITAL (300029),2016,Acute Care,Proprietary,168.0,43.064093,-70.787774,NH,3.0,9.0,6.0,3.0,8.0,2.0,2.0,5.8,5.23,No
1800,CATHOLIC MEDICAL CENTER (300034),2016,Acute Care,Voluntary non-profit - Private,246.0,42.991211,-71.47379,NH,7.0,10.0,8.0,2.0,9.0,6.0,6.0,7.2,7.02,Yes
1801,HACKENSACK UNIVERSITY MEDICAL CENTER (310001),2016,Acute Care,Voluntary non-profit - Private,710.0,40.884032,-74.057954,NJ,6.0,8.0,8.0,9.0,3.0,10.0,10.0,6.8,7.28,Yes
1802,NEWARK BETH ISRAEL MEDICAL CENTER (310002),2016,Acute Care,Voluntary non-profit - Private,486.0,40.710054,-74.213787,NJ,7.0,5.0,3.0,7.0,9.0,10.0,10.0,6.2,6.77,Yes
1803,PALISADES MEDICAL CENTER (310003),2016,Acute Care,Voluntary non-profit - Private,192.0,40.794166,-73.995765,NJ,1.0,10.0,5.0,10.0,3.0,10.0,10.0,5.8,6.43,No
1804,HUNTERDON MEDICAL CENTER (310005),2016,Acute Care,Voluntary non-profit - Private,184.0,40.532524,-74.86041,NJ,8.0,9.0,8.0,6.0,7.0,8.0,8.0,7.6,7.66,Yes
1805,ST MARY'S GENERAL HOSPITAL (310006),2016,Acute Care,Proprietary,185.0,40.85828,-74.13721,NJ,6.0,8.0,10.0,10.0,3.0,1.0,1.0,7.4,6.44,No
1806,HOLY NAME MEDICAL CENTER (310008),2016,Acute Care,Voluntary non-profit - Private,309.0,40.882377,-74.008629,NJ,2.0,9.0,8.0,5.0,3.0,4.0,4.0,5.4,5.19,No
1807,CLARA MAASS MEDICAL CENTER (310009),2016,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,2.0,8.0,4.0,10.0,10.0,1.0,1.0,6.8,5.93,No
1808,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO (310010),2016,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,2.0,6.0,3.0,4.0,5.0,3.0,3.0,4.0,3.85,No
1809,CAPE REGIONAL MEDICAL CENTER INC (310011),2016,Acute Care,Voluntary non-profit - Private,157.0,,,NJ,5.0,9.0,5.0,10.0,8.0,4.0,4.0,7.4,6.89,Yes
1810,VALLEY HOSPITAL (310012),2016,Acute Care,Voluntary non-profit - Private,387.0,40.983204,-74.101761,NJ,8.0,7.0,10.0,7.0,8.0,9.0,9.0,8.0,8.15,Yes
1811,COOPER UNIVERSITY HOSPITAL (310014),2016,Acute Care,Voluntary non-profit - Private,545.0,39.940802,-75.115757,NJ,9.0,6.0,10.0,9.0,8.0,8.0,8.0,8.4,8.34,Yes
1812,MORRISTOWN MEDICAL CENTER (310015),2016,Acute Care,Voluntary non-profit - Private,700.0,40.787896,-74.464855,NJ,9.0,7.0,7.0,4.0,2.0,8.0,8.0,5.8,6.13,No
1813,CAREPOINT HEALTH-CHRIST HOSPITAL (310016),2016,Acute Care,Voluntary non-profit - Church,186.0,40.734876,-74.050142,NJ,5.0,2.0,9.0,8.0,2.0,9.0,9.0,5.2,5.77,No
1814,CHILTON MEDICAL CENTER (310017),2016,Acute Care,Voluntary non-profit - Private,207.0,40.959237,-74.308102,NJ,10.0,9.0,6.0,10.0,5.0,9.0,9.0,8.0,8.15,Yes
1815,ST JOSEPH'S REGIONAL MEDICAL CENTER (310019),2016,Acute Care,Voluntary non-profit - Church,705.0,40.902456,-74.166751,NJ,6.0,6.0,9.0,6.0,2.0,9.0,9.0,5.8,6.28,No
1816,ST FRANCIS MEDICAL CENTER (310021),2016,Acute Care,Voluntary non-profit - Private,157.0,40.217126,-74.742576,NJ,3.0,4.0,2.0,9.0,4.0,10.0,10.0,4.4,5.24,No
1817,VIRTUA WEST JERSEY HOSPITALS BERLIN (310022),2016,Acute Care,Voluntary non-profit - Private,611.0,39.842327,-74.927892,NJ,3.0,8.0,5.0,4.0,4.0,1.0,1.0,4.8,4.23,No
1818,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY (310024),2016,Acute Care,Voluntary non-profit - Private,144.0,40.612237,-74.291688,NJ,2.0,10.0,4.0,9.0,1.0,4.0,4.0,5.2,5.02,No
1819,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER (310025),2016,Acute Care,Voluntary non-profit - Private,189.0,40.667531,-74.112371,NJ,3.0,5.0,1.0,6.0,5.0,5.0,5.0,4.0,4.15,No
1820,TRINITAS REGIONAL MEDICAL CENTER (310027),2016,Acute Care,Voluntary non-profit - Private,442.0,40.65892,-74.214355,NJ,10.0,3.0,10.0,10.0,4.0,8.0,8.0,7.4,7.49,Yes
1821,NEWTON MEDICAL CENTER (310028),2016,Acute Care,Voluntary non-profit - Private,1620.0,41.055649,-74.76494,NJ,3.0,10.0,8.0,5.0,5.0,8.0,8.0,6.2,6.47,No
1822,OUR LADY OF LOURDES MEDICAL CENTER (310029),2016,Acute Care,Voluntary non-profit - Private,328.0,39.927033,-75.095704,NJ,8.0,8.0,5.0,8.0,7.0,1.0,1.0,7.2,6.27,No
1823,DEBORAH HEART AND LUNG CENTER (310031),2016,Acute Care,Voluntary non-profit - Private,85.0,39.977274,-74.58621,NJ,2.0,10.0,7.0,4.0,,1.0,1.0,5.75,5.0375,No
1824,INSPIRA MEDICAL CENTER VINELAND (310032),2016,Acute Care,Voluntary non-profit - Private,332.0,39.447444,-75.057329,NJ,4.0,2.0,8.0,9.0,7.0,9.0,9.0,6.0,6.45,No
1825,RIVERVIEW MEDICAL CENTER (310034),2016,Acute Care,Proprietary,289.0,,,NJ,5.0,6.0,10.0,10.0,3.0,6.0,6.0,6.8,6.68,Yes
1826,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL (310038),2016,Acute Care,Voluntary non-profit - Private,617.0,,,NJ,10.0,7.0,9.0,9.0,9.0,10.0,10.0,8.8,8.98,Yes
1827,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION (310039),2016,Acute Care,Voluntary non-profit - Private,292.0,40.518346,-74.28075,NJ,10.0,8.0,7.0,8.0,5.0,2.0,2.0,7.6,6.76,Yes
1828,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER (310040),2016,Acute Care,Voluntary non-profit - Church,190.0,40.741213,-74.033559,NJ,4.0,2.0,1.0,3.0,9.0,4.0,4.0,3.8,3.83,No
1829,COMMUNITY MEDICAL CENTER (310041),2016,Acute Care,Voluntary non-profit - Private,462.0,39.965083,-74.21449,NJ,3.0,9.0,5.0,9.0,10.0,2.0,2.0,7.2,6.42,No
1830,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL (310044),2016,Acute Care,Voluntary non-profit - Private,179.0,,,NJ,10.0,9.0,6.0,3.0,10.0,10.0,10.0,7.6,7.96,Yes
1831,ENGLEWOOD HOSPITAL AND MEDICAL CENTER (310045),2016,Acute Care,Voluntary non-profit - Private,302.0,40.902855,-73.967993,NJ,5.0,7.0,1.0,9.0,6.0,1.0,1.0,5.6,4.91,No
1832,SHORE MEDICAL CENTER (310047),2016,Acute Care,Voluntary non-profit - Private,252.0,39.314673,-74.592772,NJ,9.0,7.0,3.0,3.0,5.0,1.0,1.0,5.4,4.74,No
1833,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET (310048),2016,Acute Care,Voluntary non-profit - Private,279.0,40.568854,-74.595695,NJ,10.0,5.0,3.0,8.0,6.0,6.0,6.0,6.4,6.34,No
1834,SAINT CLARE'S HOSPITAL (310050),2016,Acute Care,Proprietary,362.0,40.894376,-74.464479,NJ,5.0,8.0,6.0,5.0,2.0,1.0,1.0,5.2,4.57,No
1835,OVERLOOK MEDICAL CENTER (310051),2016,Acute Care,Voluntary non-profit - Other,484.0,40.71241,-74.354023,NJ,10.0,8.0,6.0,4.0,4.0,8.0,8.0,6.4,6.64,Yes
1836,OCEAN MEDICAL CENTER (310052),2016,Acute Care,Voluntary non-profit - Other,302.0,40.078327,-74.129748,NJ,8.0,5.0,8.0,7.0,2.0,3.0,3.0,6.0,5.55,No
1837,HACKENSACK-UMC MOUNTAINSIDE (310054),2016,Acute Care,Voluntary non-profit - Private,229.0,,,NJ,9.0,5.0,9.0,3.0,7.0,9.0,9.0,6.6,6.96,Yes
1838,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY (310057),2016,Acute Care,Voluntary non-profit - Private,334.0,39.985698,-74.795832,NJ,6.0,4.0,1.0,4.0,5.0,7.0,7.0,4.0,4.45,No
1839,BERGEN REGIONAL MEDICAL CENTER (310058),2016,Acute Care,Government - Local,1004.0,40.958602,-74.062151,NJ,1.0,2.0,1.0,3.0,,7.0,7.0,1.75,2.5375,No
1840,ST LUKE'S WARREN HOSPITAL (310060),2016,Acute Care,Voluntary non-profit - Other,110.0,40.701628,-75.179608,NJ,6.0,6.0,5.0,1.0,5.0,4.0,4.0,4.6,4.51,No
1841,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY (310061),2016,Acute Care,Voluntary non-profit - Private,147.0,40.048632,-74.881982,NJ,7.0,8.0,7.0,9.0,9.0,8.0,8.0,8.0,8.0,Yes
1842,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS (310064),2016,Acute Care,Voluntary non-profit - Other,537.0,39.357791,-74.433942,NJ,8.0,5.0,9.0,6.0,3.0,8.0,8.0,6.2,6.47,No
1843,INSPIRA MEDICAL CENTER ELMER (310069),2016,Acute Care,Voluntary non-profit - Private,133.0,39.588142,-75.179457,NJ,10.0,3.0,9.0,6.0,6.0,7.0,7.0,6.8,6.83,Yes
1844,SAINT PETER'S UNIVERSITY HOSPITAL (310070),2016,Acute Care,Voluntary non-profit - Church,359.0,40.501846,-74.45913,NJ,8.0,3.0,3.0,4.0,6.0,10.0,10.0,4.8,5.58,No
1845,JERSEY SHORE UNIVERSITY MEDICAL CENTER (310073),2016,Acute Care,Voluntary non-profit - Private,577.0,,,NJ,8.0,5.0,6.0,9.0,6.0,8.0,8.0,6.8,6.98,Yes
1846,JERSEY CITY MEDICAL CENTER (310074),2016,Acute Care,Voluntary non-profit - Private,311.0,40.716666,-74.049952,NJ,2.0,8.0,4.0,6.0,2.0,5.0,5.0,4.4,4.49,No
1847,MONMOUTH MEDICAL CENTER (310075),2016,Acute Care,Voluntary non-profit - Private,329.0,40.295448,-73.983598,NJ,9.0,4.0,8.0,5.0,7.0,5.0,5.0,6.6,6.36,No
1848,SAINT BARNABAS MEDICAL CENTER (310076),2016,Acute Care,Voluntary non-profit - Other,571.0,40.764045,-74.302334,NJ,4.0,7.0,4.0,4.0,6.0,10.0,10.0,5.0,5.75,No
1849,INSPIRA MEDICAL CENTER WOODBURY (310081),2016,Acute Care,Voluntary non-profit - Private,256.0,39.843556,-75.149023,NJ,4.0,7.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,No
1850,EAST ORANGE GENERAL HOSPITAL (310083),2016,Acute Care,Voluntary non-profit - Private,196.0,40.753707,-74.213333,NJ,2.0,6.0,6.0,8.0,6.0,1.0,1.0,5.6,4.91,No
1851,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS (310084),2016,Acute Care,Voluntary non-profit - Private,237.0,40.074178,-74.21735,NJ,10.0,9.0,8.0,6.0,5.0,3.0,3.0,7.6,6.91,Yes
1852,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV (310086),2016,Acute Care,Voluntary non-profit - Private,520.0,39.828853,-75.008799,NJ,6.0,8.0,6.0,4.0,8.0,7.0,7.0,6.4,6.49,No
1853,MEMORIAL HOSPITAL OF SALEM COUNTY (310091),2016,Acute Care,Voluntary non-profit - Private,119.0,39.593404,-75.445855,NJ,3.0,4.0,7.0,1.0,6.0,8.0,8.0,4.2,4.77,No
