,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Domain 1 Score,Domain 2 Score,Total HAC Score,Payment Reduction
1610,JEFFERSON COUNTY HOSPITAL (250060),2019,Acute Care,Government - Local,30.0,,,MS,,,,,,0.0343,0.0343,,0.0343,No
1611,YALOBUSHA GENERAL HOSPITAL (250061),2019,Acute Care,Government - Local,148.0,34.1307,-89.641013,MS,,,,,,-0.0411,-0.0411,,-0.0411,No
1612,CLAY COUNTY MEDICAL CENTER (250067),2019,Acute Care,Voluntary non-profit - Private,54.0,33.618616,-88.661549,MS,,0.0619,,,2.1365,0.8501,0.8501,1.0992,1.0618,Yes
1613,RUSH FOUNDATION HOSPITAL (250069),2019,Acute Care,Voluntary non-profit - Private,183.0,32.370664,-88.697779,MS,0.8609,-0.6952,2.2018,2.196,1.4723,1.1961,1.1961,1.2072,1.2055,Yes
1614,MERIT HEALTH CENTRAL (250072),2019,Acute Care,Proprietary,336.0,32.286929,-90.255755,MS,1.1418,-1.0433,1.7106,1.8198,-0.0342,1.2564,1.2564,0.7189,0.7996,Yes
1615,WAYNE GENERAL HOSPITAL (250077),2019,Acute Care,Government - Local,61.0,31.673601,-88.633312,MS,-1.5202,0.2,,,,-0.2898,-0.2898,-0.6601,-0.6046,No
1616,FORREST GENERAL HOSPITAL (250078),2019,Acute Care,Government - Local,458.0,,,MS,-0.3078,-0.7477,0.5066,-0.1431,-0.0929,2.347,2.347,-0.157,0.2186,No
1617,ANDERSON RMC SOUTH (250081),2019,Acute Care,Proprietary,75.0,32.36779,-88.699315,MS,,1.9711,,,,,,1.9711,1.9711,Yes
1618,DELTA REGIONAL MEDICAL CENTER (250082),2019,Acute Care,Government - Local,200.0,33.409907,-91.035243,MS,0.28,-0.861,2.2018,2.196,-0.9627,-0.513,-0.513,0.5708,0.4083,Yes
1619,MERIT HEALTH NATCHEZ (250084),2019,Acute Care,Proprietary,179.0,,,MS,-0.88,-1.7037,0.3589,1.4821,-1.4966,-0.4667,-0.4667,-0.4479,-0.4507,No
1620,MARION GENERAL HOSPITAL (250085),2019,Acute Care,Voluntary non-profit - Other,47.0,31.256354,-89.806273,MS,2.1658,1.0206,,,,-0.104,-0.104,1.5932,1.3386,Yes
1621,BOLIVAR MEDICAL CENTER (250093),2019,Acute Care,Proprietary,199.0,33.747471,-90.708128,MS,-1.5202,-1.9247,-1.4878,,-0.5737,-1.5577,-1.5577,-1.3766,-1.4038,No
1622,MERIT HEALTH WESLEY (250094),2019,Acute Care,Voluntary non-profit - Private,187.0,31.323058,-89.3669,MS,-0.4073,-1.2561,-0.0105,0.4989,0.4924,1.0129,1.0129,-0.1365,0.0359,No
1623,SOUTH SUNFLOWER COUNTY HOSPITAL (250095),2019,Acute Care,Government - Local,48.0,33.457234,-90.65024,MS,,0.4293,,,,1.1381,1.1381,0.4293,0.5357,Yes
1624,MERIT HEALTH RANKIN (250096),2019,Acute Care,Proprietary,122.0,32.286214,-90.03596,MS,0.4458,1.3522,-0.2949,,,-1.1712,-1.1712,0.501,0.2502,No
1625,SOUTHWEST MS REGIONAL MEDICAL CENTER (250097),2019,Acute Care,Government - Local,148.0,,,MS,-0.3166,-1.5379,0.634,-1.4406,-0.2214,0.0299,0.0299,-0.5765,-0.4855,No
1626,GREENWOOD LEFLORE HOSPITAL (250099),2019,Acute Care,Government - Local,207.0,33.518254,-90.200189,MS,0.2399,-0.4631,-0.3613,1.1911,-0.8948,1.3386,1.3386,-0.0576,0.1518,No
1627,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC (250100),2019,Acute Care,Voluntary non-profit - Private,272.0,33.526488,-88.429071,MS,-0.6794,-0.4935,-1.0114,0.091,0.6374,-1.0913,-1.0913,-0.2912,-0.4112,No
1628,MISSISSIPPI BAPTIST MEDICAL CENTER (250102),2019,Acute Care,Voluntary non-profit - Private,527.0,32.314278,-90.178228,MS,-0.5433,0.1448,0.4697,-0.2317,0.7493,0.1428,0.1428,0.1177,0.1215,No
1629,ANDERSON REGIONAL MEDICAL CTR (250104),2019,Acute Care,Voluntary non-profit - Private,261.0,32.370775,-88.699858,MS,-0.0706,-0.7063,0.4826,0.4036,1.32,1.7907,1.7907,0.2859,0.5116,Yes
1630,HIGHLAND COMMUNITY  HOSPITAL (250117),2019,Acute Care,Government - Hospital District or Authority,54.0,30.552471,-89.665422,MS,-1.5202,-1.9247,,,-1.4966,0.0111,0.0111,-1.6472,-1.3985,No
1631,GARDEN PARK MEDICAL CENTER (250123),2019,Acute Care,Proprietary,129.0,30.44201,-89.092766,MS,-0.3218,-1.2395,0.261,1.7713,-0.6452,-0.5113,-0.5113,-0.0348,-0.1063,No
1632,MAGEE GENERAL HOSPITAL (250124),2019,Acute Care,Voluntary non-profit - Private,50.0,31.870585,-89.728389,MS,,-0.325,,,,1.2949,1.2949,-0.325,-0.082,No
1633,NORTH OAK REGIONAL MEDICAL CENTER (250126),2019,Acute Care,Proprietary,41.0,,,MS,,,,,,-0.1432,-0.1432,,-0.1432,No
1634,CHOCTAW HEALTH CENTER (250127),2019,Acute Care,Government - Federal,20.0,,,MS,,,,,,0.0584,0.0584,,0.0584,No
1635,PANOLA MEDICAL CENTER (250128),2019,Acute Care,Proprietary,98.0,34.306319,-89.916488,MS,,-1.5407,,,,0.5192,0.5192,-1.5407,-1.2317,No
1636,WHITFIELD MEDICAL SURGICAL HOSPITAL (250134),2019,Acute Care,Government - State,32.0,,,MS,,,,,,0.0096,0.0096,,0.0096,No
1637,MERIT HEALTH WOMEN'S HOSPITAL (250136),2019,Acute Care,Proprietary,59.0,32.32583,-90.106656,MS,,,,,-1.4966,0.0065,0.0065,-1.4966,-1.2712,No
1638,MERIT HEALTH RIVER OAKS (250138),2019,Acute Care,Proprietary,158.0,32.32614,-90.106447,MS,-1.5202,-0.6013,0.3552,0.0826,0.4355,0.1819,0.1819,-0.2496,-0.1849,No
1639,BAPTIST MEMORIAL HOSPITAL DESOTO (250141),2019,Acute Care,Voluntary non-profit - Private,336.0,34.968348,-89.995535,MS,0.8191,1.0013,1.55,1.2881,1.8337,1.506,1.506,1.2984,1.3296,Yes
1640,ALLIANCE HEALTH CENTER (250151),2019,Acute Care,Proprietary,195.0,32.409988,-88.678811,MS,,-1.9247,,-1.4406,,0.007,0.007,-1.6827,-1.4292,No
1641,MISSISSIPPI METHODIST REHAB CTR (250152),2019,Acute Care,Voluntary non-profit - Private,184.0,32.32683,-90.17218,MS,,,,,,,,,,No
1642,OCHSNER MEDICAL CENTER-HANCOCK (250162),2019,Acute Care,Government - Local,68.0,30.31304,-89.355657,MS,1.2936,-1.9247,,,-1.4966,-1.346,-1.346,-0.7093,-0.8048,No
1643,PATIENTS CHOICE MEDICAL CENTER (250163),2019,Acute Care,Proprietary,24.0,32.000998,-89.520667,MS,,1.9711,,2.196,,,,2.0836,2.0836,Yes
1644,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL (250167),2019,Acute Care,Voluntary non-profit - Private,51.0,34.922615,-89.794873,MS,-1.5202,-0.2172,-0.6716,,,-0.3814,-0.3814,-0.803,-0.7398,No
1645,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA (250168),2019,Acute Care,Government - State,80.0,33.763307,-89.817532,MS,-0.6201,-0.919,-0.3835,,0.0153,-0.8991,-0.8991,-0.4768,-0.5402,No
1646,MERCY HOSPITAL JOPLIN (260001),2019,Acute Care,Voluntary non-profit - Church,222.0,37.034697,-94.511799,MO,0.8749,0.4183,0.2628,-0.6615,-0.9645,-1.5577,-1.5577,-0.014,-0.2455,No
1647,COOPER COUNTY COMMUNITY HOSPITAL (260004),2019,Acute Care,Voluntary non-profit - Other,65.0,38.943533,-92.742075,MO,,,,,,0.0451,0.0451,,0.0451,No
1648,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES (260005),2019,Acute Care,Voluntary non-profit - Private,394.0,38.780377,-90.484508,MO,0.2661,-0.7947,0.3589,0.7932,2.1365,0.5354,0.5354,0.552,0.5495,Yes
1649,MOSAIC LIFE CARE AT ST JOSEPH (260006),2019,Acute Care,Voluntary non-profit - Private,352.0,39.770201,-94.770247,MO,0.1108,0.8079,-0.4758,0.1896,-0.4764,-1.3828,-1.3828,0.0312,-0.1809,No
1650,BOTHWELL REGIONAL HEALTH CENTER (260009),2019,Acute Care,Government - Local,127.0,38.699051,-93.222089,MO,0.5487,-1.4191,,-0.4307,-0.4397,-0.1728,-0.1728,-0.4352,-0.3958,No
1651,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY (260011),2019,Acute Care,Proprietary,167.0,38.560142,-92.220285,MO,-0.2311,-0.6648,2.2018,-0.2,1.8704,-0.1357,-0.1357,0.5953,0.4856,Yes
1652,TWIN RIVERS REGIONAL MEDICAL CENTER (260015),2019,Acute Care,Proprietary,116.0,,,MO,1.6756,-1.8612,,,,-0.0328,-0.0328,-0.0928,-0.0838,No
1653,PHELPS COUNTY REGIONAL MEDICAL CENTER (260017),2019,Acute Care,Government - Local,242.0,37.951442,-91.784993,MO,-0.348,-1.1428,0.2056,1.2965,-0.0067,-1.3528,-1.3528,0.0009,-0.2021,No
1654,MERCY HOSPITAL ST LOUIS (260020),2019,Acute Care,Voluntary non-profit - Private,902.0,,,MO,0.2626,-0.1868,-0.6088,-1.0025,-1.1241,-1.5577,-1.5577,-0.5319,-0.6858,No
1655,NORTHEAST REGIONAL MEDICAL CENTER (260022),2019,Acute Care,Proprietary,83.0,40.192523,-92.590849,MO,1.6477,1.1422,-1.4878,-1.4406,0.7585,-0.201,-0.201,0.124,0.0752,No
1656,MERCY HOSPITAL JEFFERSON (260023),2019,Acute Care,Voluntary non-profit - Private,303.0,38.195962,-90.395423,MO,-0.5712,1.4489,-0.1416,-0.0344,0.0062,-1.216,-1.216,0.1416,-0.0621,No
1657,TEXAS COUNTY MEMORIAL HOSPITAL (260024),2019,Acute Care,Voluntary non-profit - Other,47.0,37.315756,-91.959559,MO,,1.0013,,,,-0.1101,-0.1101,1.0013,0.8346,Yes
1658,HANNIBAL REGIONAL HOSPITAL (260025),2019,Acute Care,Voluntary non-profit - Private,98.0,39.710595,-91.443967,MO,0.0114,1.8026,-1.4878,1.0457,-0.5553,-0.7584,-0.7584,0.1633,0.025,No
1659,RESEARCH MEDICAL CENTER (260027),2019,Acute Care,Proprietary,430.0,39.007169,-94.558731,MO,0.7423,1.4903,-0.2819,-0.0211,0.6887,-0.6459,-0.6459,0.5237,0.3482,Yes
1660,BARNES JEWISH HOSPITAL (260032),2019,Acute Care,Voluntary non-profit - Other,1334.0,,,MO,0.0079,-0.4078,0.6137,0.0575,0.5346,1.3021,1.3021,0.1612,0.3323,No
1661,BATES COUNTY MEMORIAL HOSPITAL (260034),2019,Acute Care,Government - Local,45.0,38.249611,-94.343391,MO,,-1.245,,,,-0.2882,-0.2882,-1.245,-1.1015,No
1662,COX MEDICAL CENTERS (260040),2019,Acute Care,Voluntary non-profit - Private,713.0,37.144966,-93.27808,MO,-0.0462,0.1586,-0.2376,-0.6564,-0.2819,-0.7294,-0.7294,-0.2127,-0.2902,No
1663,CAPITAL REGION MEDICAL CENTER (260047),2019,Acute Care,Voluntary non-profit - Private,114.0,38.567018,-92.181588,MO,-1.0597,-0.3553,1.4336,-1.4406,-0.0434,-0.0757,-0.0757,-0.2931,-0.2605,No
1664,TRUMAN MEDICAL CENTER HOSPITAL HILL (260048),2019,Acute Care,Voluntary non-profit - Private,241.0,39.084815,-94.575799,MO,0.3114,0.7001,0.9812,0.2164,1.2924,0.3443,0.3443,0.7003,0.6469,Yes
1665,SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE (260050),2019,Acute Care,Voluntary non-profit - Church,55.0,40.326053,-94.874038,MO,,0.1724,,,,-0.0367,-0.0367,0.1724,0.141,No
1666,MERCY HOSPITAL WASHINGTON (260052),2019,Acute Care,Voluntary non-profit - Private,160.0,38.5522,-91.002023,MO,0.1213,-0.7339,-1.4878,-0.5595,1.353,-0.9646,-0.9646,-0.2614,-0.3669,No
1667,CAMERON REGIONAL MEDICAL CENTER (260057),2019,Acute Care,Voluntary non-profit - Private,54.0,39.731504,-94.218308,MO,-1.5202,-1.9247,-1.4878,,,0.0366,0.0366,-1.6443,-1.3921,No
1668,MERCY HOSPITAL LEBANON (260059),2019,Acute Care,Voluntary non-profit - Church,49.0,37.681437,-92.635875,MO,0.0794,0.9543,,,,-0.3042,-0.3042,0.5169,0.3937,Yes
1669,NEVADA REGIONAL MEDICAL CENTER (260061),2019,Acute Care,Government - Local,70.0,37.830534,-94.359703,MO,,,,,,-0.0731,-0.0731,,-0.0731,No
1670,SAINT LUKES NORTH HOSPITAL (260062),2019,Acute Care,Voluntary non-profit - Private,133.0,39.246883,-94.647898,MO,-0.8085,-0.1619,-0.6993,-1.4406,-1.4966,0.1422,0.1422,-0.9214,-0.7619,No
1671,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN (260064),2019,Acute Care,Voluntary non-profit - Private,56.0,39.172921,-91.877238,MO,-1.5202,-1.7313,,,0.0043,-0.554,-0.554,-1.0824,-1.0031,No
1672,MERCY HOSPITAL SPRINGFIELD (260065),2019,Acute Care,Voluntary non-profit - Church,690.0,37.177969,-93.275276,MO,0.369,0.8687,-0.3189,-0.1164,0.063,-1.5577,-1.5577,0.1731,-0.0865,No
1673,BOONE HOSPITAL CENTER (260068),2019,Acute Care,Voluntary non-profit - Other,328.0,38.950669,-92.317039,MO,-0.3166,-0.0763,1.0107,0.4488,-0.17,-0.5505,-0.5505,0.1793,0.0699,No
1674,PEMISCOT COUNTY MEMORIAL HOSPITAL (260070),2019,Acute Care,Government - Hospital District or Authority,198.0,36.236855,-89.739975,MO,-1.5202,-0.9604,,,,-0.2829,-0.2829,-1.2403,-1.0967,No
1675,MOBERLY REGIONAL MEDICAL CENTER (260074),2019,Acute Care,Proprietary,75.0,39.423879,-92.414216,MO,-0.6968,-1.5352,,,,0.2851,0.2851,-1.116,-0.9058,No
1676,ST ANTHONY'S MEDICAL CENTER (260077),2019,Acute Care,Voluntary non-profit - Private,746.0,38.509739,-90.37775,MO,0.7196,0.399,-1.2477,0.0391,0.5163,1.522,1.522,0.0852,0.3008,No
1677,OZARKS MEDICAL CENTER (260078),2019,Acute Care,Voluntary non-profit - Other,104.0,36.737992,-91.875552,MO,-1.5202,-1.1511,,-1.4406,0.5383,-0.4384,-0.4384,-0.8934,-0.8252,No
1678,SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY (260080),2019,Acute Care,Voluntary non-profit - Private,22.0,,,MO,,,,,,0.0587,0.0587,,0.0587,No
1679,SSM HEALTH ST CLARE HOSPITAL - FENTON (260081),2019,Acute Care,Voluntary non-profit - Private,180.0,38.529043,-90.473625,MO,0.3376,-0.9024,0.477,0.4722,-1.1058,1.531,1.531,-0.1443,0.107,No
1680,ST JOSEPH MEDICAL CENTER (260085),2019,Acute Care,Voluntary non-profit - Private,183.0,38.934471,-94.605342,MO,-0.9446,0.3022,-1.4878,-0.0395,-0.9884,-1.5577,-1.5577,-0.6316,-0.7705,No
1681,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS (260091),2019,Acute Care,Voluntary non-profit - Private,609.0,38.633943,-90.310138,MO,-0.1212,-0.6731,-0.1028,0.509,0.0465,2.347,2.347,-0.0683,0.294,No
1682,COX MEDICAL CENTER BRANSON (260094),2019,Acute Care,Voluntary non-profit - Private,139.0,36.650541,-93.220376,MO,0.0428,0.9654,-0.7233,2.196,-1.4966,0.1766,0.1766,0.1969,0.1938,No
1683,CENTERPOINT MEDICAL CENTER (260095),2019,Acute Care,Voluntary non-profit - Private,246.0,39.047771,-94.349313,MO,-0.0619,0.6034,-0.0031,0.5758,-0.6287,-1.2601,-1.2601,0.0971,-0.1065,No
1684,NORTH KANSAS CITY HOSPITAL (260096),2019,Acute Care,Government - Local,417.0,39.15081,-94.551852,MO,-0.02,0.4349,0.0265,-0.4056,-0.3003,-0.0355,-0.0355,-0.0529,-0.0503,No
1685,WESTERN MISSOURI MEDICAL CENTER (260097),2019,Acute Care,Government - Hospital District or Authority,64.0,38.766474,-93.723701,MO,,1.4876,,,-1.4966,-0.5091,-0.5091,-0.0045,-0.0802,No
1686,TRUMAN MEDICAL CENTER LAKEWOOD (260102),2019,Acute Care,Voluntary non-profit - Private,305.0,38.973583,-94.390407,MO,0.0742,-0.8886,,-0.4658,,-0.4616,-0.4616,-0.4267,-0.432,No
1687,SSM HEALTH DEPAUL HOSPITAL ST LOUIS (260104),2019,Acute Care,Voluntary non-profit - Private,490.0,38.748965,-90.432379,MO,0.7615,-0.8416,-0.2949,1.1544,-1.1774,0.0593,0.0593,-0.0796,-0.0588,No
1688,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL (260105),2019,Acute Care,Proprietary,316.0,38.622459,-90.239052,MO,0.5731,0.7885,1.1935,0.6176,0.3933,2.347,2.347,0.7132,0.9583,Yes
1689,MISSOURI BAPTIST MEDICAL CENTER (260108),2019,Acute Care,Voluntary non-profit - Private,433.0,38.635532,-90.443636,MO,0.2661,-1.0129,-0.3004,-0.1966,0.3621,-0.031,-0.031,-0.1764,-0.1545,No
1690,SOUTHEASTHEALTH (260110),2019,Acute Care,Voluntary non-profit - Private,224.0,37.311273,-89.540936,MO,-0.2381,-0.0376,1.1104,-0.2016,0.0997,2.2742,2.2742,0.1466,0.4657,Yes
1691,MISSOURI DELTA MEDICAL CENTER (260113),2019,Acute Care,Voluntary non-profit - Other,147.0,36.889048,-89.584346,MO,-1.5202,-0.021,1.2526,1.0557,-1.4966,2.347,2.347,-0.1459,0.228,No
1692,POPLAR BLUFF REGIONAL MEDICAL CENTER (260119),2019,Acute Care,Proprietary,287.0,36.788987,-90.443287,MO,-1.1609,-0.3913,-0.8415,-1.0025,1.3658,-0.7468,-0.7468,-0.4061,-0.4572,No
1693,FREEMAN HEALTH SYSTEM - FREEMAN WEST (260137),2019,Acute Care,Voluntary non-profit - Other,393.0,37.054408,-94.526884,MO,-0.9498,-0.4714,-0.9855,-1.0276,-0.5957,0.4908,0.4908,-0.806,-0.6115,No
1694,ST LUKES HOSPITAL OF KANSAS CITY (260138),2019,Acute Care,Government - Hospital District or Authority,470.0,39.046134,-94.59015,MO,0.5766,0.9681,-0.4204,-0.725,-0.5828,0.6428,0.6428,-0.0367,0.0652,No
1695,UNIVERSITY OF MISSOURI HEALTH CARE (260141),2019,Acute Care,Government - State,529.0,,,MO,0.0899,0.3161,-0.1527,0.927,0.041,2.347,2.347,0.2443,0.5597,Yes
1696,FITZGIBBON HOSPITAL (260142),2019,Acute Care,Voluntary non-profit - Private,51.0,,,MO,,0.9212,,,,-0.2121,-0.2121,0.9212,0.7512,Yes
1697,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY (260160),2019,Acute Care,Proprietary,47.0,36.807432,-89.969973,MO,,-0.0652,,,,-0.0417,-0.0417,-0.0652,-0.0617,No
1698,BARNES-JEWISH WEST COUNTY HOSPITAL (260162),2019,Acute Care,Voluntary non-profit - Private,75.0,38.676997,-90.466227,MO,-1.5202,-1.5987,-0.4371,,-0.403,-1.4679,-1.4679,-0.9898,-1.0615,No
1699,PARKLAND HEALTH CENTER (260163),2019,Acute Care,Voluntary non-profit - Private,105.0,37.780624,-90.438195,MO,-0.6829,-1.3445,,-0.215,2.1365,-1.1993,-1.1993,-0.0265,-0.2024,No
1700,GOLDEN VALLEY MEMORIAL HOSPITAL (260175),2019,Acute Care,Government - Hospital District or Authority,49.0,38.391389,-93.770506,MO,,0.2746,,,,-0.2067,-0.2067,0.2746,0.2024,No
1701,ST LUKE'S DES PERES HOSPITAL (260176),2019,Acute Care,Proprietary,109.0,38.581081,-90.450408,MO,-1.5202,-0.6731,1.7106,,-1.4966,-0.6846,-0.6846,-0.4948,-0.5233,No
1702,LIBERTY HOSPITAL (260177),2019,Acute Care,Government - Hospital District or Authority,215.0,39.276757,-94.424343,MO,0.1946,-0.383,-0.0234,-0.9775,1.2484,-1.4104,-1.4104,0.0118,-0.2015,No
1703,ST LUKES HOSPITAL (260179),2019,Acute Care,Voluntary non-profit - Private,538.0,38.653066,-90.50592,MO,-0.6811,-0.4161,-0.8895,-1.056,-0.0966,-0.5327,-0.5327,-0.6279,-0.6136,No
1704,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST (260180),2019,Acute Care,Voluntary non-profit - Private,385.0,38.775759,-90.239054,MO,-0.0915,0.2055,0.2296,0.2816,0.6025,2.347,2.347,0.2455,0.5607,Yes
1705,SAINT FRANCIS MEDICAL CENTER (260183),2019,Acute Care,Voluntary non-profit - Church,290.0,,,MO,0.1318,-0.9218,1.1529,-0.2936,-0.759,-0.865,-0.865,-0.1379,-0.247,No
1706,LAKE REGIONAL HEALTH SYSTEM (260186),2019,Acute Care,Voluntary non-profit - Other,116.0,38.118486,-92.681085,MO,1.0441,0.1448,-0.1361,0.0291,0.564,-0.7067,-0.7067,0.3292,0.1738,No
1707,LEE'S SUMMIT MEDICAL CENTER (260190),2019,Acute Care,Proprietary,71.0,38.902285,-94.332151,MO,0.0445,1.4323,-1.4878,-1.4406,-0.2434,-0.2265,-0.2265,-0.339,-0.3221,No
1708,BARNES-JEWISH ST PETERS HOSPITAL (260191),2019,Acute Care,Voluntary non-profit - Other,115.0,38.792719,-90.579377,MO,0.6272,-0.6593,1.7974,0.5691,-0.2782,2.347,2.347,0.4112,0.7016,Yes
1709,ST MARY'S MEDICAL CENTER (260193),2019,Acute Care,Voluntary non-profit - Church,98.0,39.023528,-94.266042,MO,0.9185,0.3686,-1.4878,1.0256,0.0319,-1.5577,-1.5577,0.1713,-0.088,No
1710,CITIZENS MEMORIAL HOSPITAL (260195),2019,Acute Care,Government - Hospital District or Authority,70.0,37.625971,-93.420915,MO,1.4261,1.9711,,,-0.6471,-0.42,-0.42,0.9167,0.7162,Yes
1711,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS (260200),2019,Acute Care,Voluntary non-profit - Church,157.0,38.803742,-90.774423,MO,0.5417,-1.0599,1.7993,2.196,-0.803,-0.3641,-0.3641,0.5348,0.4,Yes
1712,FULTON MEDICAL CENTER LLC (260209),2019,Acute Care,Voluntary non-profit - Private,35.0,38.842247,-91.966202,MO,,,,,,0.062,0.062,,0.062,No
1713,ST ALEXIUS HOSPITAL (260210),2019,Acute Care,Proprietary,172.0,38.583359,-90.227557,MO,1.3267,-1.4688,2.2018,-0.7066,,2.2475,2.2475,0.3383,0.6247,Yes
1714,BELTON REGIONAL MEDICAL CENTER (260214),2019,Acute Care,Voluntary non-profit - Private,71.0,,,MO,2.1658,-0.0404,-1.4878,,2.0246,-0.7192,-0.7192,0.6655,0.4578,Yes
1715,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL (260216),2019,Acute Care,Voluntary non-profit - Private,168.0,38.940551,-94.378443,MO,-0.6323,0.5288,-1.4878,-1.0443,-1.2911,-0.6279,-0.6279,-0.7854,-0.7617,No
1716,PROGRESS WEST HOSPITAL (260219),2019,Acute Care,Voluntary non-profit - Private,71.0,38.715097,-90.696597,MO,-0.6026,0.0287,1.4151,,2.1365,-0.3932,-0.3932,0.7444,0.5738,Yes
1717,BLACK RIVER COMMUNITY MEDICAL CENTER (260227),2019,Acute Care,Voluntary non-profit - Private,5.0,36.770882,-90.456445,MO,,,,,,-0.0045,-0.0045,,-0.0045,No
1718,ST PETERS HOSPITAL (270003),2019,Acute Care,Voluntary non-profit - Private,125.0,,,MT,-1.283,-0.3056,-1.4878,-1.4406,-1.4966,2.347,2.347,-1.2027,-0.6703,No
1719,BILLINGS CLINIC HOSPITAL (270004),2019,Acute Care,Voluntary non-profit - Private,288.0,45.790452,-108.51415,MT,1.6459,0.0978,-0.919,-0.2368,0.8227,0.0702,0.0702,0.2821,0.2503,No
1720,BENEFIS HOSPITALS INC (270012),2019,Acute Care,Voluntary non-profit - Private,488.0,47.491848,-111.262615,MT,-0.9568,-0.0652,-0.6845,-1.4406,1.8337,0.3566,0.3566,-0.2627,-0.1698,No
1721,ST PATRICK HOSPITAL (270014),2019,Acute Care,Voluntary non-profit - Church,200.0,46.873905,-113.999891,MT,0.1736,0.352,-0.8156,-1.4406,-1.1663,-1.5503,-1.5503,-0.5794,-0.725,No
1722,ST JAMES HEALTHCARE (270017),2019,Acute Care,Voluntary non-profit - Private,73.0,46.00928,-112.546068,MT,-1.5202,0.399,-0.1342,,-1.4966,0.0343,0.0343,-0.688,-0.5797,No
1723,COMMUNITY MEDICAL CENTER (270023),2019,Acute Care,Voluntary non-profit - Private,145.0,46.842062,-114.055919,MT,-1.5202,1.9711,0.8741,-1.4406,0.3254,-0.8637,-0.8637,0.042,-0.0939,No
1724,NORTHERN MONTANA HOSPITAL (270032),2019,Acute Care,Voluntary non-profit - Private,198.0,48.539326,-109.686363,MT,,-0.6427,,,,-0.4553,-0.4553,-0.6427,-0.6146,No
1725,ST VINCENT HEALTHCARE (270049),2019,Acute Care,Voluntary non-profit - Church,248.0,45.793166,-108.520281,MT,-1.3615,-0.2863,-0.679,0.0425,-0.3535,-1.4822,-1.4822,-0.5275,-0.6708,No
1726,KALISPELL REGIONAL MEDICAL CENTER (270051),2019,Acute Care,Voluntary non-profit - Private,292.0,48.215685,-114.324753,MT,0.308,0.0204,-0.9375,-0.2719,2.0191,-1.5577,-1.5577,0.2276,-0.0402,No
1727,BOZEMAN HEALTH DEACONESS HOSPITAL (270057),2019,Acute Care,Voluntary non-profit - Private,89.0,45.670278,-111.017239,MT,2.1658,1.7169,0.3976,-1.4406,-0.9388,0.9587,0.9587,0.3802,0.467,Yes
1728,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET (270074),2019,Acute Care,Government - Federal,26.0,,,MT,,,,,,0.0358,0.0358,,0.0358,No
1729,GREAT FALLS CLINIC HOSPITAL (270086),2019,Acute Care,Proprietary,20.0,47.487737,-111.254561,MT,,1.0704,,,-0.5498,-0.9004,-0.9004,0.2603,0.0862,No
1730,THE HEALTHCENTER (270087),2019,Acute Care,Proprietary,30.0,48.216208,-114.324047,MT,,,,,1.0025,-0.4638,-0.4638,1.0025,0.7826,Yes
1731,BIG SKY MEDICAL CENTER (270089),2019,Acute Care,Voluntary non-profit - Private,4.0,,,MT,,,,,,,,,,No
1732,BRYAN MEDICAL CENTER (280003),2019,Acute Care,Voluntary non-profit - Private,569.0,40.796598,-96.653661,NE,-0.1055,-0.3029,-0.4758,-0.4056,-0.137,1.0223,1.0223,-0.2854,-0.0892,No
1733,CHI HEALTH GOOD SAMARITAN (280009),2019,Acute Care,Voluntary non-profit - Church,250.0,,,NE,2.1658,1.9711,-0.4149,-1.4406,-0.1773,2.347,2.347,0.4208,0.7097,Yes
1734,THE NEBRASKA MEDICAL CENTER (280013),2019,Acute Care,Voluntary non-profit - Private,542.0,,,NE,0.3149,0.5537,0.3718,0.0341,2.1365,-0.48,-0.48,0.6822,0.5079,Yes
1735,CHI HEALTH ST ELIZABETH (280020),2019,Acute Care,Voluntary non-profit - Private,244.0,40.807609,-96.625179,NE,0.1684,0.5564,-0.3226,-0.7367,0.3053,-0.4734,-0.4734,-0.0058,-0.076,No
1736,CHI HEALTH ST FRANCIS (280023),2019,Acute Care,Voluntary non-profit - Church,184.0,40.924267,-98.370887,NE,-0.2468,0.258,-1.1923,-0.7718,0.2906,1.4899,1.4899,-0.3325,-0.0591,No
