,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Total HAC Score,Payment Reduction
1479,NORTH OTTAWA COMMUNITY HEALTH SYSTEM (230174),2021,Acute Care,Government - Hospital District or Authority,70.0,43.05161,-86.227963,MI,,-1.3236,,,,-0.3163,-0.8199,No
1480,BEAUMONT HOSPITAL - TRENTON (230176),2021,Acute Care,Voluntary non-profit - Private,192.0,42.115786,-83.211814,MI,-0.6265,0.4051,0.684,0.1052,0.922,-0.6789,0.1352,No
1481,MIDMICHIGAN MEDICAL CENTER-CLARE (230180),2021,Acute Care,Voluntary non-profit - Other,49.0,43.820724,-84.768349,MI,,0.1407,,,1.0921,-0.3368,0.2987,No
1482,MCLAREN LAPEER REGION (230193),2021,Acute Care,Voluntary non-profit - Private,193.0,43.06271,-83.319345,MI,0.2045,-0.8269,-1.3958,-0.3789,0.5337,0.0052,-0.3097,No
1483,ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS (230195),2021,Acute Care,Voluntary non-profit - Private,518.0,42.507178,-83.003535,MI,0.5666,0.2407,1.2476,0.4609,-0.6331,1.0988,0.4969,Yes
1484,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK (230197),2021,Acute Care,Voluntary non-profit - Church,373.0,,,MI,0.8387,1.6598,-0.7407,-0.0028,-0.4297,0.3349,0.2767,No
1485,MCLAREN OAKLAND (230207),2021,Acute Care,Voluntary non-profit - Private,166.0,42.638394,-83.291095,MI,-0.0865,0.4084,0.0122,2.2,0.8166,-0.54,0.4684,Yes
1486,SPARROW CARSON HOSPITAL (230208),2021,Acute Care,Voluntary non-profit - Other,52.0,43.175989,-84.843788,MI,,-1.946,,,,-0.1537,-1.0499,No
1487,MCLAREN PORT HURON (230216),2021,Acute Care,Voluntary non-profit - Private,185.0,42.986743,-82.427839,MI,-0.5009,-0.7495,0.5342,0.8686,-0.6016,-1.2693,-0.2864,No
1488,OAKLAWN HOSPITAL (230217),2021,Acute Care,Voluntary non-profit - Other,78.0,42.273533,-84.957796,MI,0.0977,-0.0754,,,1.3954,-1.4893,-0.0179,No
1489,MIDMICHIGAN MEDICAL CENTER-MIDLAND (230222),2021,Acute Care,Voluntary non-profit - Other,290.0,43.635617,-84.261689,MI,-0.1681,0.3697,-0.9424,0.3789,-1.2081,-0.1171,-0.2812,No
1490,MCLAREN MACOMB (230227),2021,Acute Care,Proprietary,282.0,42.586795,-82.896918,MI,-0.8944,-0.6463,-0.8114,-0.5819,0.2231,-0.1192,-0.4717,No
1491,EDWARD W SPARROW HOSPITAL (230230),2021,Acute Care,Voluntary non-profit - Other,616.0,42.733609,-84.534816,MI,-0.8191,0.3858,0.1016,-0.3845,0.8462,-0.3296,-0.0333,No
1492,METRO HEALTH HOSPITAL (230236),2021,Acute Care,Voluntary non-profit - Private,208.0,42.858067,-85.722937,MI,1.1296,0.8341,-0.4578,-0.8686,1.7504,1.353,0.6235,Yes
1493,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL (230239),2021,Acute Care,Voluntary non-profit - Private,138.0,46.498099,-84.349513,MI,-1.5517,2.0113,,,-1.4855,1.8934,0.2169,No
1494,ASCENSION RIVER DISTRICT HOSPITAL (230241),2021,Acute Care,Government - Hospital District or Authority,68.0,42.786505,-82.478208,MI,,1.2501,,,,-0.2403,0.5049,Yes
1495,GARDEN CITY HOSPITAL (230244),2021,Acute Care,Voluntary non-profit - Private,168.0,42.332356,-83.311771,MI,0.487,0.6761,1.7488,2.2,-1.4855,-1.5047,0.3536,Yes
1496,ASCENSION PROVIDENCE - CRITTENTON HOSPITAL MEDICAL CENTER (230254),2021,Acute Care,Voluntary non-profit - Private,230.0,42.680882,-83.149228,MI,-0.3146,1.2824,0.4344,0.4404,-1.1231,-0.2924,0.0712,No
1497,ST JOSEPH MERCY CHELSEA (230259),2021,Acute Care,Voluntary non-profit - Private,126.0,42.310594,-84.016571,MI,-0.4842,-1.5751,,,-1.4855,-1.0627,-1.1519,No
1498,SOUTHEAST MICHIGAN SURGICAL HOSPITAL LLC (230264),2021,Acute Care,Voluntary non-profit - Private,13.0,42.451395,-83.08356,MI,,,,,,0.0328,0.0328,No
1499,"BEAUMONT HOSPITAL, TROY (230269)",2021,Acute Care,Voluntary non-profit - Private,484.0,,,MI,-0.3063,0.331,0.5114,-0.0754,0.9664,-1.5047,-0.0129,No
1500,BEAUMONT HOSPITAL - TAYLOR (230270),2021,Acute Care,Voluntary non-profit - Private,184.0,42.233501,-83.269667,MI,-0.0216,0.5987,2.2542,0.122,1.7929,-1.1102,0.606,Yes
1501,DETROIT RECEIVING HOSPITAL (230273),2021,Acute Care,Proprietary,229.0,,,MI,-0.457,0.6083,0.6611,2.2,0.2656,2.2843,0.9271,Yes
1502,HEALTHSOURCE SAGINAW (230275),2021,Acute Care,Voluntary non-profit - Other,335.0,43.456418,-84.052048,MI,,,,,,0.0961,0.0961,No
1503,HURON VALLEY-SINAI HOSPITAL (230277),2021,Acute Care,Proprietary,142.0,,,MI,-0.6956,0.8825,1.0147,-1.4868,2.0795,0.0018,0.2993,No
1504,ASCENSION BRIGHTON CENTER FOR RECOVERY (230279),2021,Acute Care,Voluntary non-profit - Private,99.0,42.51766,-83.694523,MI,,-1.946,,,,0.0676,-0.9392,No
1505,KARMANOS CANCER CENTER (230297),2021,Acute Care,Proprietary,122.0,42.35189,-83.058192,MI,-1.5517,1.7952,0.32,0.9431,,1.7734,0.656,Yes
1506,SURGEONS CHOICE MEDICAL CENTER (230301),2021,Acute Care,Proprietary,61.0,42.457316,-83.202675,MI,,,,,,-0.4514,-0.4514,No
1507,HENRY FORD WEST BLOOMFIELD HOSPITAL (230302),2021,Acute Care,Voluntary non-profit - Private,191.0,42.541451,-83.409433,MI,-0.3502,0.2149,1.676,0.608,-0.3668,0.8377,0.4366,Yes
1508,MUNSON HEALTHCARE MANISTEE HOSPITAL (230303),2021,Acute Care,Voluntary non-profit - Other,40.0,44.272355,-86.273439,MI,,2.0113,,,-0.1301,-0.2023,0.5596,Yes
1509,NORTH MEMORIAL HEALTH (240001),2021,Acute Care,Voluntary non-profit - Private,398.0,45.014214,-93.321172,MN,-0.3732,1.1211,-0.2956,-0.2151,-0.4759,-0.0426,-0.0469,No
1510,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER (240002),2021,Acute Care,Voluntary non-profit - Private,335.0,46.792843,-92.096395,MN,0.15,1.1373,-0.8842,0.189,0.1195,-0.8326,-0.0201,No
1511,HENNEPIN COUNTY MEDICAL CENTER 1 (240004),2021,Acute Care,Government - Local,469.0,44.97285,-93.262707,MN,-0.5156,0.3568,-0.4745,-0.567,1.7245,1.6761,0.3667,Yes
1512,OLMSTED MEDICAL CENTER (240006),2021,Acute Care,Voluntary non-profit - Private,61.0,44.020994,-92.439958,MN,,-0.8398,,,-0.1005,-0.2248,-0.3884,No
1513,MAYO CLINIC HOSPITAL ROCHESTER (240010),2021,Acute Care,Voluntary non-profit - Church,1151.0,44.021643,-92.481355,MN,-0.4967,-0.0657,0.2306,-0.634,0.1713,-0.4469,-0.2069,No
1514,NORTHFIELD HOSPITAL (240014),2021,Acute Care,Government - Local,77.0,44.471386,-93.191159,MN,,0.0536,,,-1.4855,-0.3435,-0.5918,No
1515,MAYO CLINIC HEALTH SYSTEM IN RED WING (240018),2021,Acute Care,Voluntary non-profit - Private,62.0,44.560274,-92.575197,MN,,1.234,,,,-0.3377,0.4482,Yes
1516,ESSENTIA HEALTH DULUTH (240019),2021,Acute Care,Voluntary non-profit - Private,141.0,46.793074,-92.094155,MN,1.8246,-0.1593,-1.3958,1.0008,,-0.5237,0.1493,No
1517,CAMBRIDGE MEDICAL CENTER (240020),2021,Acute Care,Voluntary non-profit - Private,72.0,45.56657,-93.229319,MN,,-0.6624,,,-1.4855,0.0538,-0.698,No
1518,SANFORD MEDICAL CENTER WORTHINGTON (240022),2021,Acute Care,Voluntary non-profit - Private,48.0,43.621858,-95.599179,MN,,2.0113,,,,-0.1551,0.9281,Yes
1519,ALOMERE HEALTH (240030),2021,Acute Care,Government - Local,99.0,45.872669,-95.37638,MN,2.1532,0.3761,,-1.4868,0.4727,-0.8527,0.1325,No
1520,ST CLOUD HOSPITAL (240036),2021,Acute Care,Voluntary non-profit - Private,482.0,45.575325,-94.17045,MN,1.1255,2.0113,-0.123,-0.1071,0.4708,-1.3561,0.3369,No
1521,ALLINA UNITED HOSPITAL (240038),2021,Acute Care,Voluntary non-profit - Private,372.0,44.94185,-93.108302,MN,-0.5009,0.5954,-0.4911,-0.4366,0.1066,-1.5047,-0.3719,No
1522,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS (240040),2021,Acute Care,Voluntary non-profit - Other,78.0,47.411053,-92.929534,MN,,0.3632,,,2.0795,-0.4046,0.6794,Yes
1523,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN (240043),2021,Acute Care,Voluntary non-profit - Private,126.0,43.651558,-93.372469,MN,-1.5517,0.2955,,-1.4868,2.0795,0.9003,0.0474,No
1524,WINONA HEALTH SERVICES (240044),2021,Acute Care,Voluntary non-profit - Private,54.0,44.033016,-91.622136,MN,-0.0258,2.0113,,,0.3359,0.2283,0.6374,Yes
1525,ST LUKES HOSPITAL (240047),2021,Acute Care,Voluntary non-profit - Private,267.0,46.797027,-92.087038,MN,-0.4088,0.9728,0.0975,0.148,-0.9104,1.0053,0.1507,No
1526,FAIRVIEW LAKES HEALTH SERVICES (240050),2021,Acute Care,Voluntary non-profit - Private,54.0,45.322267,-92.998466,MN,,-1.4397,,,1.9446,0.9333,0.4794,Yes
1527,LAKE REGION HEALTHCARE CORPORATION (240052),2021,Acute Care,Voluntary non-profit - Private,103.0,46.277138,-96.072407,MN,2.1532,-0.6398,,,-0.0192,-0.3,0.2986,No
1528,PARK NICOLLET METHODIST HOSPITAL (240053),2021,Acute Care,Voluntary non-profit - Private,374.0,44.927054,-93.362391,MN,-0.7626,-0.5108,-0.672,-0.7643,-0.2725,-0.7787,-0.6268,No
1529,RIDGEVIEW MEDICAL CENTER (240056),2021,Acute Care,Voluntary non-profit - Private,118.0,44.843306,-93.790772,MN,0.8094,0.6793,-1.3958,-1.4868,1.5156,-1.0198,-0.1497,No
1530,ABBOTT NORTHWESTERN HOSPITAL (240057),2021,Acute Care,Voluntary non-profit - Private,670.0,44.951954,-93.262248,MN,0.9078,0.2568,0.1516,-0.7923,0.6816,0.2889,0.2491,No
1531,REGINA HOSPITAL (240059),2021,Acute Care,Voluntary non-profit - Church,61.0,44.747131,-92.871399,MN,,1.5114,,,,-0.2353,0.638,Yes
1532,ST JOSEPH'S HOSPITAL (240063),2021,Acute Care,Voluntary non-profit - Private,210.0,44.949062,-93.100127,MN,0.6943,-0.3818,-1.3958,-0.4944,-0.1338,-0.426,-0.3563,No
1533,GRAND ITASCA CLINIC AND HOSPITAL (240064),2021,Acute Care,Voluntary non-profit - Private,38.0,47.221039,-93.554716,MN,,-0.7979,,,,0.0761,-0.3609,No
1534,LAKEVIEW MEMORIAL HOSPITAL (240066),2021,Acute Care,Voluntary non-profit - Private,68.0,45.048126,-92.818489,MN,-0.5742,-0.0883,,,-1.4855,-0.1171,-0.5663,No
1535,OWATONNA HOSPITAL (240069),2021,Acute Care,Voluntary non-profit - Other,40.0,44.109798,-93.236301,MN,,-0.0432,,,-1.4855,-0.4004,-0.643,No
1536,DISTRICT ONE HOSPITAL (240071),2021,Acute Care,Voluntary non-profit - Private,34.0,44.288715,-93.256022,MN,,0.8567,,,,-0.1879,0.3344,No
1537,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER (240075),2021,Acute Care,Voluntary non-profit - Private,144.0,46.362509,-94.205143,MN,-0.8421,-0.556,-0.489,-1.4868,0.4949,-0.6081,-0.5812,No
1538,BUFFALO HOSPITAL (240076),2021,Acute Care,Voluntary non-profit - Other,42.0,45.1932,-93.87053,MN,,0.4019,,,-1.4855,-0.1149,-0.3995,No
1539,FAIRVIEW SOUTHDALE HOSPITAL (240078),2021,Acute Care,Voluntary non-profit - Other,333.0,44.886279,-93.328857,MN,0.4598,0.1536,-0.8758,-0.4478,0.0049,-1.5047,-0.3684,No
1540,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW (240080)",2021,Acute Care,Voluntary non-profit - Private,832.0,44.966335,-93.23812,MN,0.8366,1.9403,1.0334,0.0158,1.5156,0.4623,0.9673,Yes
1541,ESSENTIA HEALTH VIRGINIA (240084),2021,Acute Care,Government - Local,146.0,47.530711,-92.548797,MN,,0.2052,,,1.7781,0.8004,0.9279,Yes
1542,CARRIS HEALTH LLC (240088),2021,Acute Care,Government - Local,164.0,45.120514,-95.046366,MN,,0.8889,,,1.1568,-0.4779,0.5226,Yes
1543,MAYO CLINIC HEALTH SYSTEM - MANKATO (240093),2021,Acute Care,Voluntary non-profit - Private,168.0,44.165047,-93.983738,MN,-0.2476,-0.0012,0.2763,-1.0139,1.3658,0.1312,0.0851,No
1544,SANFORD BEMIDJI MEDICAL CENTER (240100),2021,Acute Care,Voluntary non-profit - Private,192.0,47.505009,-94.898125,MN,1.4352,-0.1431,-0.5493,-0.8128,-0.2873,0.812,0.0758,No
1545,ESSENTIA HEALTH ST MARYS - DETROIT LAKES (240101),2021,Acute Care,Voluntary non-profit - Church,133.0,46.815307,-95.845453,MN,,1.7372,,,-0.45,-0.5378,0.2498,No
1546,ST FRANCIS REGIONAL MEDICAL CENTER (240104),2021,Acute Care,Voluntary non-profit - Church,85.0,44.770075,-93.503569,MN,1.7471,0.3148,-1.3958,-1.4868,1.0496,1.1367,0.2276,No
1547,REGIONS HOSPITAL (240106),2021,Acute Care,Voluntary non-profit - Private,450.0,44.955338,-93.096277,MN,-0.0948,-0.9849,-0.3434,-0.4701,-0.9215,-0.5053,-0.5534,No
1548,MERCY HOSPITAL (240115),2021,Acute Care,Voluntary non-profit - Private,360.0,45.183842,-93.368221,MN,-0.3377,0.2245,0.501,-0.6806,0.0252,-1.1791,-0.2411,No
1549,FAIRVIEW NORTHLAND REGIONAL HOSPITAL (240141),2021,Acute Care,Voluntary non-profit - Other,38.0,45.55888,-93.588931,MN,,0.6212,,,2.0795,-0.3413,0.7865,Yes
1550,MAYO CLINIC HEALTH SYSTEM - FAIRMONT (240166),2021,Acute Care,Voluntary non-profit - Private,78.0,43.637688,-94.451728,MN,,0.5729,,,,-0.1351,0.2189,No
1551,HUTCHINSON HEALTH (240187),2021,Acute Care,Voluntary non-profit - Private,119.0,44.875105,-94.375533,MN,,-0.743,,,,-0.249,-0.496,No
1552,RED LAKE HOSPITAL A (240206),2021,Acute Care,Government - Federal,23.0,,,MN,,,,,,0.1097,0.1097,No
1553,FAIRVIEW RIDGES HOSPITAL (240207),2021,Acute Care,Voluntary non-profit - Church,170.0,44.749947,-93.274858,MN,0.6629,0.7438,1.2102,0.1369,-0.5554,-1.5047,0.1156,No
1554,HEALTHEAST ST JOHN'S HOSPITAL (240210),2021,Acute Care,Voluntary non-profit - Private,184.0,45.028131,-93.033508,MN,1.0103,-0.5753,0.1536,-1.4868,0.5744,-0.9556,-0.2132,No
1555,HEALTHEAST WOODWINDS HOSPITAL (240213),2021,Acute Care,Voluntary non-profit - Private,86.0,44.92351,-92.975353,MN,0.9434,-1.143,0.5717,-1.4868,0.7482,0.2697,-0.0161,No
1556,MAPLE GROVE HOSPITAL (240214),2021,Acute Care,Voluntary non-profit - Private,121.0,45.133377,-93.479488,MN,0.5477,-0.5495,0.8524,-1.4868,0.6724,-0.2583,-0.037,No
1557,UNIVERSITY OF MISSISSIPPI MED CENTER (250001),2021,Acute Care,Government - State,685.0,32.328783,-90.17558,MS,-0.593,-0.614,0.372,0.9971,-0.1468,2.3824,0.3996,Yes
1558,TISHOMINGO HEALTH SERVICES INC (250002),2021,Acute Care,Voluntary non-profit - Private,48.0,34.803686,-88.209218,MS,,-1.946,,,,-0.1309,-1.0385,No
1559,NORTH MISSISSIPPI MEDICAL CENTER (250004),2021,Acute Care,Voluntary non-profit - Private,627.0,34.242203,-88.717758,MS,0.4703,-0.0593,-0.5264,-0.2709,0.2027,-1.5047,-0.2814,No
1560,BAPTIST MEMORIAL HOSPITAL UNION COUNTY (250006),2021,Acute Care,Voluntary non-profit - Other,98.0,,,MS,-1.5517,-0.7043,2.2542,,-0.5369,-0.3171,-0.1712,No
1561,MERIT HEALTH BILOXI (250007),2021,Acute Care,Proprietary,190.0,30.396112,-88.890438,MS,-1.5517,-0.5463,2.2542,2.2,0.5762,-0.5793,0.3922,Yes
1562,MAGNOLIA REGIONAL HEALTH CENTER (250009),2021,Acute Care,Voluntary non-profit - Other,193.0,34.935867,-88.558648,MS,-0.4946,0.6728,2.2542,1.8257,-0.744,1.6116,0.8543,Yes
1563,ALLIANCE HEALTHCARE SYSTEM (250012),2021,Acute Care,Physician,40.0,34.786835,-89.415027,MS,,,,,,-0.0029,-0.0029,No
1564,TRACE REGIONAL HOSPITAL AND SWING BED (250017),2021,Acute Care,Proprietary,119.0,33.89479,-88.985085,MS,,,,,,0.036,0.036,No
1565,JASPER GENERAL HOSPITAL (250018),2021,Acute Care,Government - Local,20.0,31.976688,-89.290555,MS,,,,,,0.102,0.102,No
1566,MEMORIAL HOSPITAL AT GULFPORT (250019),2021,Acute Care,Government - Local,431.0,30.366928,-89.114907,MS,-0.5491,1.1308,0.7422,-0.1406,2.0426,2.3824,0.9347,Yes
1567,WEBSTER GENERAL HOSPITAL/ SWING BED (250020),2021,Acute Care,Voluntary non-profit - Other,38.0,33.534736,-89.266943,MS,,1.0083,,,,-0.3053,0.3515,Yes
1568,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY (250025),2021,Acute Care,Proprietary,95.0,33.977551,-88.477625,MS,-0.4402,-1.4687,,,-0.9955,-0.0802,-0.7462,No
1569,WINSTON MEDICAL CENTER & SWINGBED (250027),2021,Acute Care,Voluntary non-profit - Private,136.0,33.124291,-89.036671,MS,,2.0113,,,,0.0028,1.0071,Yes
1570,MERIT HEALTH RIVER REGION (250031),2021,Acute Care,Proprietary,298.0,32.374802,-90.827497,MS,-0.5972,-0.685,1.0833,1.9486,0.0234,2.3824,0.6926,Yes
1571,BAPTIST MEMORIAL HOSPITAL NORTH MS (250034),2021,Acute Care,Voluntary non-profit - Private,209.0,34.346609,-89.5212,MS,-0.4863,0.36,-0.0959,1.2336,-0.6904,-1.0053,-0.1141,No
1572,GEORGE REGIONAL HEALTH SYSTEM (250036),2021,Acute Care,Government - Local,41.0,30.922235,-88.592853,MS,,-0.5689,,,,-0.2449,-0.4069,No
1573,MERIT HEALTH MADISON (250038),2021,Acute Care,Proprietary,67.0,32.582157,-90.081677,MS,0.3342,-0.9978,,,,-0.009,-0.2242,No
1574,SINGING RIVER HEALTH SYSTEM (250040),2021,Acute Care,Government - Local,393.0,30.374871,-88.532404,MS,0.0412,0.4406,0.7755,-0.1722,-0.7588,-1.5047,-0.1964,No
1575,NORTHWEST MISSISSIPPI MEDICAL CENTER (250042),2021,Acute Care,Proprietary,181.0,34.197133,-90.552764,MS,-1.5517,-0.7527,-1.3958,0.3342,0.9941,0.7859,-0.2643,No
1576,NESHOBA COUNTY GENERAL HOSPITAL (250043),2021,Acute Care,Government - Local,207.0,32.757816,-89.105415,MS,,-1.946,,,,-0.0958,-1.0209,No
1577,BAPTIST MEMORIAL HOSPITAL BOONEVILLE (250044),2021,Acute Care,Voluntary non-profit - Church,55.0,34.656337,-88.565763,MS,,-1.946,,,,-0.1603,-1.0532,No
1578,ST DOMINIC-JACKSON MEMORIAL HOSPITAL (250048),2021,Acute Care,Voluntary non-profit - Church,548.0,32.333691,-90.165103,MS,-0.5679,0.2697,-0.0959,0.2616,-0.1338,2.3824,0.3527,Yes
1579,BEACHAM MEMORIAL HOSPITAL (250049),2021,Acute Care,Proprietary,34.0,31.145626,-90.45929,MS,,,,,,-0.0203,-0.0203,No
1580,OCH REGIONAL MEDICAL CENTER (250050),2021,Acute Care,Government - Local,90.0,33.474957,-88.820554,MS,-1.5517,-0.5398,,,0.6354,-1.1316,-0.6469,No
1581,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN (250057),2021,Acute Care,Voluntary non-profit - Other,96.0,,,MS,1.0627,0.202,,,1.4656,-1.0213,0.4272,Yes
1582,SOUTH CENTRAL REG MED CTR (250058),2021,Acute Care,Government - Local,267.0,31.685911,-89.14135,MS,-0.7919,-1.1559,-0.7469,1.323,-0.7995,-0.2838,-0.4092,No
1583,JEFFERSON COUNTY HOSPITAL (250060),2021,Acute Care,Government - Local,30.0,,,MS,,,,,,0.0878,0.0878,No
1584,YALOBUSHA GENERAL HOSPITAL (250061),2021,Acute Care,Government - Local,148.0,34.1307,-89.641013,MS,,,,,,-0.1312,-0.1312,No
1585,CLAY COUNTY MEDICAL CORPORATION (250067),2021,Acute Care,Voluntary non-profit - Private,54.0,33.618616,-88.661549,MS,-1.5517,0.4761,,,1.9279,-0.4842,0.092,No
1586,RUSH FOUNDATION HOSPITAL (250069),2021,Acute Care,Voluntary non-profit - Private,183.0,32.370664,-88.697779,MS,1.5483,0.4116,2.2542,-1.4868,0.7353,-0.8825,0.43,Yes
1587,MERIT HEALTH CENTRAL (250072),2021,Acute Care,Proprietary,336.0,32.286929,-90.255755,MS,0.3761,-0.9172,0.6382,0.513,1.8743,-1.2105,0.2123,No
1588,WAYNE GENERAL HOSPITAL (250077),2021,Acute Care,Government - Local,61.0,31.673601,-88.633312,MS,0.0119,-0.5915,,,,-0.2941,-0.2912,No
1589,FORREST GENERAL HOSPITAL (250078),2021,Acute Care,Government - Local,458.0,,,MS,0.1668,0.2149,2.2542,-0.2504,1.4915,0.8095,0.7811,Yes
1590,ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS (250081),2021,Acute Care,Proprietary,75.0,32.36779,-88.699315,MS,,2.0113,,,,,2.0113,Yes
1591,DELTA REGIONAL MEDICAL CENTER (250082),2021,Acute Care,Government - Local,200.0,33.409907,-91.035243,MS,-1.5517,-1.1107,-0.8467,1.1628,-0.6515,0.9343,-0.3439,No
1592,MERIT HEALTH NATCHEZ (250084),2021,Acute Care,Proprietary,179.0,,,MS,-0.8023,-0.9978,1.5492,2.2,0.8037,0.5157,0.5447,Yes
1593,MARION GENERAL HOSPITAL (250085),2021,Acute Care,Voluntary non-profit - Other,47.0,31.256354,-89.806273,MS,2.1532,2.0113,,,,-0.0874,1.359,Yes
1594,BOLIVAR MEDICAL CENTER (250093),2021,Acute Care,Proprietary,199.0,33.747471,-90.708128,MS,-1.5517,0.7728,-1.3958,,-1.4855,-0.7905,-0.8901,No
1595,MERIT HEALTH WESLEY (250094),2021,Acute Care,Voluntary non-profit - Private,187.0,31.323058,-89.3669,MS,0.0433,-0.027,1.1956,0.5167,1.9686,-0.0925,0.6008,Yes
1596,SOUTH SUNFLOWER COUNTY HOSPITAL (250095),2021,Acute Care,Government - Local,48.0,33.457234,-90.65024,MS,0.4243,-1.946,,,,1.1651,-0.1189,No
1597,CROSSGATES RIVER OAKS HOSPITAL (250096),2021,Acute Care,Proprietary,122.0,32.286214,-90.03596,MS,2.1532,0.5148,-0.0086,,,-0.6504,0.5023,Yes
1598,SOUTHWEST MS REGIONAL MEDICAL CENTER (250097),2021,Acute Care,Government - Local,148.0,,,MS,0.0077,0.0762,1.3849,0.4422,-0.9714,0.6774,0.2695,No
1599,GREENWOOD LEFLORE HOSPITAL (250099),2021,Acute Care,Government - Local,207.0,33.518254,-90.200189,MS,-0.8777,0.6632,2.2293,-1.4868,0.8351,-0.2847,0.1797,No
1600,BAPTIST MEMORIAL HOSPITAL GOLDEN TRIANGLE INC (250100),2021,Acute Care,Voluntary non-profit - Private,272.0,33.526488,-88.429071,MS,-1.0828,0.0891,-1.3958,-0.783,1.6006,-0.2807,-0.3088,No
1601,MISSISSIPPI BAPTIST MEDICAL CENTER (250102),2021,Acute Care,Voluntary non-profit - Private,527.0,32.314278,-90.178228,MS,-0.8149,0.747,0.137,0.3957,1.0478,-0.9239,0.0981,No
1602,ANDERSON REGIONAL MEDICAL CTR (250104),2021,Acute Care,Voluntary non-profit - Private,261.0,32.370775,-88.699858,MS,-0.3544,0.7019,-0.7531,0.1387,-0.1634,-0.8952,-0.2209,No
1603,HIGHLAND COMMUNITY  HOSPITAL (250117),2021,Acute Care,Government - Hospital District or Authority,54.0,30.552471,-89.665422,MS,-1.5517,0.7696,,,2.0795,1.098,0.5989,Yes
1604,GARDEN PARK MEDICAL CENTER (250123),2021,Acute Care,Proprietary,129.0,30.44201,-89.092766,MS,1.5001,-0.1496,-0.7968,,-1.4855,-0.5654,-0.2994,No
1605,MAGEE GENERAL HOSPITAL (250124),2021,Acute Care,Voluntary non-profit - Private,50.0,31.870585,-89.728389,MS,,-1.946,,,,2.3824,0.2182,No
1606,CHOCTAW HEALTH CENTER (250127),2021,Acute Care,Government - Federal,20.0,,,MS,,,,,,0.0933,0.0933,No
1607,PANOLA MEDICAL CENTER (250128),2021,Acute Care,Proprietary,98.0,34.306319,-89.916488,MS,,-0.7914,,,,-0.0933,-0.4424,No
1608,WHITFIELD MEDICAL SURGICAL HOSPITAL (250134),2021,Acute Care,Government - State,32.0,,,MS,,,,,,0.0419,0.0419,No
1609,MERIT HEALTH WOMEN'S HOSPITAL (250136),2021,Acute Care,Proprietary,59.0,32.32583,-90.106656,MS,,-1.946,,,-1.4855,-0.0036,-1.145,No
1610,MERIT HEALTH RIVER OAKS (250138),2021,Acute Care,Proprietary,158.0,32.32614,-90.106447,MS,0.0642,-0.9011,1.6615,2.2,0.2989,-0.2705,0.5088,Yes
1611,BAPTIST MEMORIAL HOSPITAL DESOTO (250141),2021,Acute Care,Voluntary non-profit - Private,336.0,34.968348,-89.995535,MS,-0.1681,2.0113,2.2542,2.2,1.1088,2.2893,1.6159,Yes
1612,ALLIANCE HEALTH CENTER (250151),2021,Acute Care,Proprietary,195.0,32.409988,-88.678811,MS,,-1.946,,-1.4868,,-0.0161,-1.1497,No
1613,MISSISSIPPI METHODIST REHAB CTR (250152),2021,Acute Care,Voluntary non-profit - Private,184.0,32.32683,-90.17218,MS,,,,,,,,No
1614,OCHSNER MEDICAL CENTER-HANCOCK (250162),2021,Acute Care,Government - Local,68.0,30.31304,-89.355657,MS,,-0.9849,,,2.0795,-0.2863,0.2694,No
1615,PATIENTS CHOICE MEDICAL CENTER OF SMITH COUNTY (250163),2021,Acute Care,Proprietary,24.0,32.000998,-89.520667,MS,,,,,,,,No
1616,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL (250167),2021,Acute Care,Voluntary non-profit - Private,51.0,34.922615,-89.794873,MS,-1.5517,-1.946,-1.3958,,,-0.9922,-1.4714,No
1617,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA (250168),2021,Acute Care,Government - State,80.0,33.763307,-89.817532,MS,-0.3167,0.818,-0.3205,,2.0333,-0.757,0.2914,No
1618,MERCY HOSPITAL JOPLIN (260001),2021,Acute Care,Voluntary non-profit - Church,222.0,37.034697,-94.511799,MO,0.8701,-0.6753,0.5592,-0.5781,-0.6811,-1.5047,-0.335,No
1619,COOPER COUNTY COMMUNITY  HOSPITAL (260004),2021,Acute Care,Voluntary non-profit - Other,65.0,38.943533,-92.742075,MO,,,,,,0.0519,0.0519,No
1620,SSM ST JOSEPH HEALTH CENTER (260005),2021,Acute Care,Voluntary non-profit - Private,394.0,38.780377,-90.484508,MO,0.464,-0.1399,2.2542,2.2,1.5729,-1.2386,0.8521,Yes
