,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain) (Sample),Door to diagnostic eval (OP_20 - Emergency Department),Door to diagnostic eval (OP_20 - Emergency Department) (Sample),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care) (Sample),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care) (Sample),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain) (Sample),Head CT results (OP_23 - Emergency Department),Head CT results (OP_23 - Emergency Department) (Sample),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care) (Sample),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment) (Sample),Immunization for influenza (IMM_2 - Preventive Care),Immunization for influenza (IMM_2 - Preventive Care) (Sample),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome) (Sample),Left before being seen (OP_22 - Emergency Department),Left before being seen (OP_22 - Emergency Department) (Sample),Median Time to ECG (OP_5 - Heart Attack or Chest Pain),Median Time to ECG (OP_5 - Heart Attack or Chest Pain) (Sample),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain) (Sample),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain) (Sample),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department) (Sample),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department) (Sample),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department) (Sample),Median time to pain med (OP_21 - Emergency Department),Median time to pain med (OP_21 - Emergency Department) (Sample),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care) (Sample),Thrombolytic Therapy (STK_4 - Stroke Care),Thrombolytic Therapy (STK_4 - Stroke Care) (Sample),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment) (Sample)
2045,CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL (241330),2016,Critical Access,Voluntary non-profit - Private,95.0,45.674916,-94.823435,MN,100.0,13.0,12.0,113.0,,,98.0,41.0,,,,,96.0,209.0,,,94.0,145.0,,,0.0,2005.0,54.0,11.0,,,,,11.0,29.0,114.0,124.0,128.0,161.0,36.0,12.0,,,,,,
2046,WINDOM AREA HOSPITAL (241332),2016,Critical Access,Government - Local,20.0,43.878587,-95.113659,MN,91.0,23.0,15.0,213.0,,,,,,,,,,,,,89.0,135.0,,,0.0,3634.0,7.0,23.0,,,,,14.0,42.0,89.0,167.0,116.0,85.0,33.0,20.0,0.0,24.0,,,,
2047,MAYO CLINIC HEALTH SYSTEM - ST JAMES (241333),2016,Critical Access,Voluntary non-profit - Other,25.0,43.96949,-94.621515,MN,,,8.0,273.0,,,,,,,,,87.0,94.0,,,96.0,57.0,,,0.0,3188.0,,,,,,,17.0,21.0,74.0,255.0,143.0,26.0,22.0,15.0,,,,,,
2048,RIVER'S EDGE HOSPITAL & CLINIC (241334),2016,Critical Access,Government - Local,20.0,44.347846,-93.970875,MN,100.0,24.0,19.0,3168.0,,,,,,,,,,,,,98.0,359.0,,,2.0,7492.0,9.0,25.0,,,,,32.0,70.0,103.0,3109.0,198.0,130.0,48.0,17.0,,,,,,
2049,ST ELIZABETH MEDICAL CENTER (241335),2016,Critical Access,Voluntary non-profit - Private,116.0,44.386416,-92.04914,MN,100.0,20.0,,,,,,,,,,,,,,,,,,,,,10.0,18.0,,,,,24.0,53.0,,,155.0,61.0,,,,,,,,
2050,MAYO CLINIC HEALTH SYSTEM - LAKE CITY (241338),2016,Critical Access,Voluntary non-profit - Private,108.0,44.458335,-92.288365,MN,100.0,24.0,9.0,251.0,,,,,,,,,88.0,199.0,,,98.0,177.0,,,0.0,2675.0,7.0,25.0,,,,,29.0,37.0,104.0,240.0,170.0,114.0,34.0,29.0,,,,,,
2051,ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER (241340),2016,Critical Access,Voluntary non-profit - Private,62.0,47.517212,-92.229687,MN,100.0,42.0,12.0,248.0,,,,,,,,,69.0,126.0,,,96.0,45.0,,,0.0,3543.0,6.0,44.0,,,,,18.0,70.0,104.0,225.0,168.0,82.0,35.0,27.0,,,,,,
2052,APPLETON MUNICIPAL HOSPITAL (241341),2016,Critical Access,Government - Local,67.0,45.199658,-96.009224,MN,,,15.0,109.0,,,,,,,,,98.0,150.0,,,31.0,42.0,,,,,,,,,,,29.0,17.0,106.0,91.0,116.0,56.0,,,,,,,,
2053,ORTONVILLE AREA HEALTH SERVICES (241342),2016,Critical Access,Government - Local,82.0,45.314769,-96.446563,MN,,,,,,,,,,,,,80.0,179.0,,,93.0,28.0,,,0.0,1459.0,,,,,,,,,,,,,,,,,,,,
2054,MUNICIPAL HOSPITAL AND GRANITE MANOR (241343),2016,Critical Access,Government - Local,76.0,44.808737,-95.542467,MN,74.0,19.0,18.0,241.0,,,,,,,,,99.0,144.0,,,58.0,128.0,,,1.0,2417.0,10.0,22.0,,,,,10.0,123.0,95.0,201.0,118.0,139.0,,,,,,,,
2055,LIFECARE MEDICAL CENTER (241344),2016,Critical Access,Voluntary non-profit - Private,79.0,48.839822,-95.759947,MN,96.0,53.0,27.0,142.0,,,,,,,,,98.0,421.0,,,80.0,280.0,,,0.0,9295.0,2.0,54.0,,,,,23.0,352.0,111.0,175.0,182.0,352.0,48.0,34.0,0.0,24.0,,,,
2056,MAYO CLINIC HEALTH SYSTEM - WASECA (241345),2016,Critical Access,Voluntary non-profit - Private,15.0,44.081525,-93.507297,MN,97.0,33.0,9.0,366.0,,,,,,,,,90.0,155.0,,,98.0,62.0,,,1.0,4580.0,6.0,34.0,,,,,120.0,27.0,81.0,359.0,212.0,27.0,31.0,21.0,,,,,,
2057,MAYO CLINIC HEALTH SYSTEM - CANNON FALLS (241346),2016,Critical Access,Voluntary non-profit - Private,16.0,44.4859,-92.90325,MN,96.0,23.0,13.0,361.0,,,,,,,,,88.0,199.0,,,100.0,120.0,,,0.0,3987.0,7.0,24.0,,,,,42.0,129.0,108.0,338.0,186.0,180.0,28.0,34.0,,,,,,
2058,SANFORD CANBY MEDICAL CENTER (241347),2016,Critical Access,Government - Hospital District or Authority,84.0,44.707899,-96.277555,MN,,,15.0,120.0,,,,,,,,,99.0,382.0,,,85.0,87.0,,,0.0,1071.0,,,,,,,,,101.0,117.0,96.0,54.0,,,,,,,,
2059,AVERA TYLER HOSPITAL (241348),2016,Critical Access,Voluntary non-profit - Private,56.0,44.272274,-96.130943,MN,,,15.0,149.0,,,,,,,,,98.0,111.0,,,74.0,43.0,,,,,,,,,,,1.0,30.0,91.0,124.0,80.0,31.0,,,,,,,,
2060,CENTRA CARE HEALTH PAYNESVILLE (241349),2016,Critical Access,Voluntary non-profit - Private,66.0,45.374893,-94.716253,MN,100.0,22.0,16.0,207.0,,,,,,,,,98.0,368.0,,,99.0,187.0,,,0.0,3552.0,3.0,21.0,,,,,7.0,176.0,92.0,295.0,134.0,183.0,30.0,15.0,9.0,11.0,,,,
2061,MERCY HOSPITAL (241350),2016,Critical Access,Government - Hospital District or Authority,25.0,46.442545,-92.775725,MN,100.0,20.0,19.0,300.0,,,,,,,,,,,,,91.0,231.0,,,0.0,3455.0,3.0,21.0,,,,,44.0,248.0,87.0,280.0,178.0,264.0,66.0,11.0,0.0,15.0,,,,
2062,REDWOOD AREA HOSPITAL (241351),2016,Critical Access,Government - Local,25.0,44.53703,-95.107268,MN,100.0,26.0,24.0,126.0,,,,,,,,,91.0,297.0,,,96.0,233.0,,,0.0,2292.0,6.0,31.0,,,,,30.0,254.0,127.0,100.0,160.0,254.0,85.0,17.0,0.0,15.0,,,,
2063,MAYO CLINIC HEALTH SYSTEM - SPRINGFIELD (241352),2016,Critical Access,Voluntary non-profit - Private,24.0,44.245747,-94.971649,MN,,,12.0,205.0,,,,,,,,,86.0,109.0,,,86.0,83.0,,,0.0,1592.0,,,,,,,10.0,23.0,106.0,228.0,113.0,39.0,35.0,11.0,,,,,,
2064,CUYUNA REGIONAL MEDICAL CENTER (241353),2016,Critical Access,Government - Hospital District or Authority,130.0,46.482408,-93.94525,MN,94.0,31.0,24.0,94.0,,,,,,,,,84.0,769.0,,,88.0,125.0,,,,,11.0,27.0,,,,,58.0,196.0,120.0,84.0,200.0,208.0,50.0,21.0,0.0,57.0,,,,
2065,TRI COUNTY HOSPITAL (241354),2016,Critical Access,Voluntary non-profit - Other,25.0,46.446565,-95.132748,MN,100.0,42.0,23.0,27.0,,,,,,,,,97.0,533.0,,,98.0,280.0,,,,,6.0,44.0,,,54.0,18.0,42.0,375.0,127.0,96.0,205.0,375.0,36.0,18.0,5.0,20.0,,,,
2066,GLENCOE REGIONAL HEALTH SERVICES (241355),2016,Critical Access,Voluntary non-profit - Private,132.0,44.77755,-94.151714,MN,98.0,40.0,25.0,90.0,,,,,,,,,85.0,561.0,,,87.0,230.0,,,0.0,4385.0,7.0,39.0,,,109.0,18.0,32.0,266.0,155.0,83.0,206.0,267.0,,,0.0,40.0,,,,
2067,MILLE LACS HEALTH SYSTEM (241356),2016,Critical Access,Voluntary non-profit - Private,89.0,46.072467,-93.661823,MN,76.0,90.0,16.0,164.0,,,,,,,,,82.0,342.0,,,89.0,230.0,,,1.0,9055.0,21.0,115.0,,,,,53.0,147.0,130.0,94.0,206.0,147.0,,,,,,,,
2068,ESSENTIA HEALTH FOSSTON (241357),2016,Critical Access,Voluntary non-profit - Private,75.0,47.572149,-95.740607,MN,100.0,14.0,22.0,152.0,,,,,,,,,95.0,131.0,,,86.0,161.0,,,0.0,2916.0,5.0,14.0,,,,,0.0,117.0,74.0,180.0,92.0,129.0,,,6.0,17.0,,,,
2069,CASS LAKE INDIAN HEALTH SERVICES HOSPITAL (241358),2016,Critical Access,Government - Federal,10.0,47.384094,-94.609515,MN,81.0,32.0,0.0,311.0,,,,,,,,,,,,,,,,,,,9.0,29.0,,,,,,,80.0,102.0,,,,,,,,,,
2070,AVERA MARSHALL REGIONAL MEDICAL CTR (241359),2016,Critical Access,Voluntary non-profit - Private,111.0,44.447634,-95.776185,MN,100.0,31.0,12.0,102.0,,,,,,,,,91.0,677.0,,,100.0,253.0,,,0.0,7525.0,8.0,31.0,,,,,52.0,126.0,81.0,93.0,188.0,126.0,58.0,15.0,0.0,37.0,,,,
2071,DEER RIVER HEALTHCARE CENTER (241360),2016,Critical Access,Voluntary non-profit - Private,52.0,47.343503,-93.791299,MN,97.0,32.0,14.0,150.0,,,,,,,,,67.0,214.0,,,95.0,156.0,,,1.0,5103.0,10.0,33.0,,,,,28.0,213.0,101.0,272.0,189.0,228.0,58.0,28.0,6.0,16.0,,,,
2072,MAYO CLINIC HEALTH SYSTEM - NEW PRAGUE (241361),2016,Critical Access,Voluntary non-profit - Private,20.0,44.545926,-93.574903,MN,100.0,16.0,21.0,394.0,,,,,,,,,81.0,353.0,,,99.0,241.0,,,0.0,6619.0,10.0,16.0,,,,,62.0,70.0,114.0,378.0,223.0,77.0,35.0,23.0,0.0,16.0,,,,
2073,CENTRACARE HEALTH - MONTICELLO (241362),2016,Critical Access,Government - Hospital District or Authority,124.0,45.30017,-93.779107,MN,100.0,74.0,13.0,432.0,,,,,,,,,91.0,838.0,,,94.0,260.0,,,0.0,12648.0,8.0,78.0,,,,,51.0,293.0,97.0,420.0,196.0,306.0,38.0,82.0,3.0,39.0,,,,
2074,COMMUNITY MEMORIAL HOSPITAL (241364),2016,Critical Access,Voluntary non-profit - Private,76.0,46.731844,-92.462459,MN,100.0,16.0,,,,,,,,,,,64.0,542.0,,,63.0,151.0,,,4.0,6331.0,10.0,16.0,,,,,46.0,318.0,,,203.0,321.0,,,0.0,23.0,,,,
2075,SWIFT COUNTY BENSON HOSPITAL (241365),2016,Critical Access,Government - Hospital District or Authority,18.0,45.314757,-95.608952,MN,,,,,,,,,,,,,95.0,133.0,,,84.0,32.0,,,,,,,,,,,1.0,33.0,,,162.0,53.0,,,,,,,,
2076,MEEKER MEMORIAL HOSPITAL (241366),2016,Critical Access,Proprietary,32.0,45.120003,-94.528031,MN,100.0,32.0,6.0,80.0,,,,,,,,,87.0,424.0,,,90.0,240.0,,,0.0,4741.0,10.0,34.0,,,,,30.0,126.0,84.0,88.0,158.0,259.0,40.0,12.0,0.0,18.0,,,,
2077,FIRSTLIGHT HEALTH SYSTEM (241367),2016,Critical Access,Government - Local,25.0,45.87339,-93.289955,MN,97.0,32.0,19.0,113.0,,,,,,,,,,,,,89.0,264.0,,,0.0,11493.0,11.0,32.0,,,,,42.0,358.0,137.0,97.0,231.0,381.0,,,,,,,,
2078,CENTRACARE HEALTH SYSTEM - SAUK CENTRE (241368),2016,Critical Access,Voluntary non-profit - Private,83.0,45.74589,-94.954567,MN,100.0,16.0,,,,,,,,,,,96.0,276.0,,,97.0,197.0,,,,,5.0,14.0,,,,,8.0,121.0,88.0,127.0,131.0,223.0,40.0,15.0,,,,,,
2079,UNITED HOSPITAL DISTRICT (241369),2016,Critical Access,Government - Hospital District or Authority,25.0,43.63429,-94.100884,MN,93.0,14.0,27.0,556.0,,,,,,,,,90.0,187.0,,,67.0,164.0,,,1.0,1509.0,14.0,11.0,,,,,10.0,163.0,120.0,453.0,148.0,183.0,31.0,20.0,,,,,,
2080,ST GABRIELS HOSPITAL (241370),2016,Critical Access,Voluntary non-profit - Private,25.0,45.967711,-94.362651,MN,79.0,33.0,22.0,257.0,,,,,,,,,,,,,100.0,266.0,,,,,9.0,33.0,,,53.0,13.0,25.0,255.0,104.0,351.0,171.0,271.0,,,,,,,,
2081,SANFORD LUVERNE MEDICAL CENTER (241371),2016,Critical Access,Voluntary non-profit - Private,25.0,43.671605,-96.212523,MN,93.0,30.0,14.0,131.0,,,,,,,,,98.0,614.0,,,89.0,202.0,,,0.0,3409.0,6.0,30.0,,,,,14.0,166.0,82.0,92.0,132.0,188.0,31.0,23.0,,,,,,
2082,PERHAM HEALTH (241373),2016,Critical Access,Government - Hospital District or Authority,120.0,46.592685,-95.595165,MN,94.0,34.0,15.0,282.0,,,,,,,,,84.0,449.0,,,81.0,253.0,,,0.0,6357.0,8.0,36.0,,,,,23.0,200.0,87.0,255.0,150.0,344.0,42.0,42.0,0.0,119.0,,,,
2083,PIPESTONE COUNTY  MEDICAL CENTER (241374),2016,Critical Access,Government - Local,22.0,43.991082,-96.322107,MN,100.0,17.0,20.0,118.0,,,,,,,,,87.0,233.0,,,82.0,173.0,,,0.0,2512.0,14.0,12.0,,,,,,,95.0,95.0,,,,,10.0,30.0,,,,
2084,MINNESOTA VALLEY HEALTH CENTER  INC (241375),2016,Critical Access,Voluntary non-profit - Private,69.0,44.454198,-93.916267,MN,100.0,11.0,,,,,,,,,,,72.0,141.0,,,77.0,13.0,,,,,,,,,,,48.0,23.0,,,162.0,23.0,,,,,,,,
2085,GLACIAL RIDGE HOSPITAL (241376),2016,Critical Access,Government - Hospital District or Authority,19.0,45.646757,-95.38987,MN,95.0,20.0,16.0,87.0,,,,,,,,,95.0,409.0,,,88.0,251.0,,,0.0,3633.0,4.0,20.0,,,,,27.0,116.0,101.0,86.0,117.0,157.0,52.0,14.0,,,,,,
2086,ST FRANCIS MEDICAL CENTER (241377),2016,Critical Access,Voluntary non-profit - Church,122.0,46.291314,-96.590433,MN,100.0,22.0,18.0,229.0,,,,,,,,,88.0,285.0,,,93.0,215.0,,,0.0,5447.0,9.0,23.0,,,,,27.0,204.0,89.0,259.0,146.0,241.0,45.0,28.0,,,,,,
2087,NEW ULM MEDICAL CENTER (241378),2016,Critical Access,Voluntary non-profit - Private,33.0,44.312504,-94.475174,MN,97.0,58.0,18.0,506.0,100.0,95.0,98.0,97.0,,,,,70.0,671.0,,,92.0,238.0,,,1.0,12113.0,7.0,59.0,,,,,54.0,288.0,107.0,459.0,212.0,298.0,37.0,21.0,5.0,21.0,,,,
2088,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES (241379),2016,Critical Access,Voluntary non-profit - Private,12.0,45.992223,-95.957777,MN,,,,,,,,,,,,,69.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,ST JOSEPHS AREA  HEALTH SERVICES (241380),2016,Critical Access,Voluntary non-profit - Private,25.0,46.9157,-95.061504,MN,100.0,46.0,43.0,380.0,,,,,,,50.0,14.0,84.0,479.0,,,97.0,265.0,,,,,11.0,47.0,,,61.0,11.0,69.0,339.0,133.0,349.0,240.0,341.0,64.0,71.0,,,,,92.0,12.0
2090,SANFORD MEDICAL CENTER THIEF RIVER FALLS (241381),2016,Critical Access,Voluntary non-profit - Private,30.0,48.088654,-96.197788,MN,98.0,49.0,19.0,283.0,,,,,,,,,89.0,681.0,,,87.0,236.0,,,1.0,7278.0,7.0,49.0,,,,,41.0,196.0,102.0,210.0,171.0,207.0,42.0,19.0,14.0,37.0,,,,
2091,UNIVERSITY OF MISSISSIPPI MED CENTER (250001),2016,Acute Care,Government - State,685.0,32.328783,-90.17558,MS,,,28.0,388.0,84.0,58.0,95.0,38.0,,,,,99.0,14588.0,0.0,135.0,95.0,506.0,,,5.0,115228.0,,,,,,,122.0,311.0,173.0,376.0,347.0,316.0,51.0,407.0,16.0,51.0,100.0,16.0,98.0,118.0
2092,TISHOMINGO HEALTH SERVICES INC (250002),2016,Acute Care,Voluntary non-profit - Private,48.0,34.803686,-88.209218,MS,100.0,31.0,34.0,463.0,,,,,,,,,94.0,186.0,,,100.0,290.0,,,2.0,9415.0,5.0,35.0,,,,,33.0,392.0,88.0,437.0,168.0,392.0,46.0,31.0,,,,,,
2093,NORTH MISSISSIPPI MEDICAL CENTER (250004),2016,Acute Care,Voluntary non-profit - Private,627.0,34.242203,-88.717758,MS,,,22.0,466.0,100.0,13.0,,,,,,,96.0,6651.0,0.0,43.0,100.0,635.0,,,2.0,84783.0,,,,,,,58.0,726.0,152.0,455.0,243.0,741.0,65.0,252.0,0.0,43.0,,,100.0,99.0
2094,BAPTIST MEMORIAL HOSPITAL UNION COUNTY (250006),2016,Acute Care,Voluntary non-profit - Other,98.0,,,MS,96.0,122.0,18.0,408.0,74.0,177.0,95.0,38.0,,,,,98.0,537.0,,,99.0,322.0,,,0.0,30427.0,3.0,128.0,,,,,39.0,320.0,108.0,388.0,189.0,321.0,56.0,166.0,1.0,122.0,,,,
2095,MERIT HEALTH BILOXI (250007),2016,Acute Care,Proprietary,190.0,30.396112,-88.890438,MS,98.0,40.0,21.0,419.0,35.0,17.0,34.0,44.0,,,,,62.0,1319.0,,,100.0,548.0,,,3.0,36682.0,3.0,44.0,,,,,81.0,588.0,122.0,384.0,245.0,589.0,54.0,97.0,9.0,55.0,,,89.0,18.0
2096,MAGNOLIA REGIONAL HEALTH CENTER (250009),2016,Acute Care,Voluntary non-profit - Other,193.0,34.935867,-88.558648,MS,,,30.0,581.0,,,,,,,75.0,16.0,99.0,1527.0,0.0,14.0,99.0,755.0,,,3.0,37541.0,6.0,12.0,,,,,53.0,854.0,125.0,565.0,206.0,854.0,69.0,184.0,2.0,125.0,,,97.0,32.0
2097,ALLIANCE HEALTHCARE SYSTEM (250012),2016,Acute Care,Physician,40.0,34.786835,-89.415027,MS,,,18.0,353.0,,,,,,,,,68.0,155.0,,,45.0,84.0,,,3.0,3420.0,,,,,,,90.0,201.0,94.0,317.0,229.0,225.0,,,,,,,,
2098,TRACE REGIONAL HOSP AND SWING BED (250017),2016,Acute Care,Proprietary,119.0,33.89479,-88.985085,MS,,,,,,,,,,,,,98.0,214.0,,,68.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,
2099,MEMORIAL HOSPITAL AT GULFPORT (250019),2016,Acute Care,Government - Local,431.0,30.366928,-89.114907,MS,,,19.0,502.0,85.0,124.0,99.0,128.0,,,,,84.0,4246.0,11.0,19.0,90.0,543.0,,,4.0,76304.0,,,,,,,66.0,780.0,140.0,469.0,268.0,782.0,55.0,105.0,7.0,43.0,79.0,19.0,100.0,22.0
2100,WEBSTER GENERAL HOSPITAL/ SWING BED (250020),2016,Acute Care,Voluntary non-profit - Other,38.0,33.534736,-89.266943,MS,94.0,32.0,20.0,462.0,,,,,,,,,100.0,214.0,,,99.0,348.0,,,0.0,7332.0,9.0,34.0,,,,,31.0,421.0,80.0,426.0,146.0,428.0,53.0,14.0,,,,,,
2101,MERIT HEALTH GILMORE MEMORIAL (250025),2016,Acute Care,Proprietary,95.0,33.977551,-88.477625,MS,95.0,37.0,10.0,429.0,100.0,222.0,99.0,188.0,,,,,95.0,392.0,,,99.0,275.0,,,1.0,22208.0,6.0,37.0,,,,,49.0,339.0,86.0,421.0,154.0,341.0,59.0,64.0,4.0,48.0,,,,
2102,WINSTON MEDICAL CENTER & SWINGBED (250027),2016,Acute Care,Voluntary non-profit - Private,136.0,33.124291,-89.036671,MS,85.0,27.0,50.0,367.0,,,,,,,,,59.0,111.0,,,72.0,118.0,,,1.0,8718.0,8.0,35.0,,,,,60.0,148.0,112.0,341.0,221.0,187.0,60.0,31.0,,,,,,
2103,MERIT HEALTH RIVER REGION (250031),2016,Acute Care,Proprietary,298.0,32.374802,-90.827497,MS,,,9.0,415.0,100.0,16.0,,,,,86.0,29.0,65.0,1053.0,0.0,16.0,99.0,585.0,,,3.0,35269.0,,,,,,,110.0,617.0,111.0,391.0,286.0,618.0,62.0,150.0,4.0,49.0,,,100.0,18.0
2104,BAPTIST MEMORIAL HOSPITAL NORTH MS (250034),2016,Acute Care,Voluntary non-profit - Private,209.0,34.346609,-89.5212,MS,100.0,22.0,12.0,406.0,56.0,129.0,53.0,81.0,,,94.0,17.0,95.0,1284.0,,,95.0,543.0,,,0.0,38801.0,5.0,23.0,,,,,65.0,697.0,108.0,372.0,196.0,697.0,51.0,163.0,1.0,109.0,,,100.0,49.0
2105,GEORGE REGIONAL HEALTH SYSTEM (250036),2016,Acute Care,Government - Local,41.0,30.922235,-88.592853,MS,92.0,100.0,21.0,415.0,83.0,60.0,84.0,63.0,,,,,46.0,376.0,,,94.0,261.0,,,2.0,13999.0,8.0,103.0,,,,,75.0,315.0,106.0,382.0,212.0,317.0,58.0,90.0,0.0,42.0,,,,
2106,MERIT HEALTH MADISON (250038),2016,Acute Care,Proprietary,67.0,32.582157,-90.081677,MS,94.0,66.0,18.0,430.0,,,,,,,44.0,16.0,81.0,388.0,,,97.0,268.0,,,2.0,26729.0,8.0,69.0,,,,,68.0,360.0,85.0,405.0,225.0,360.0,59.0,73.0,4.0,67.0,,,,
2107,SINGING RIVER HOSPITAL (250040),2016,Acute Care,Government - Local,393.0,30.374871,-88.532404,MS,,,27.0,412.0,48.0,31.0,91.0,33.0,,,,,65.0,3703.0,0.0,13.0,98.0,586.0,,,2.0,106837.0,,,,,,,148.0,790.0,109.0,407.0,256.0,792.0,62.0,170.0,8.0,61.0,100.0,37.0,74.0,27.0
2108,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER (250042),2016,Acute Care,Proprietary,181.0,34.197133,-90.552764,MS,100.0,34.0,23.0,428.0,100.0,104.0,95.0,61.0,,,,,72.0,523.0,,,100.0,337.0,,,1.0,26718.0,9.0,36.0,,,,,79.0,448.0,122.0,384.0,244.0,448.0,69.0,81.0,1.0,82.0,,,,
2109,NESHOBA COUNTY GENERAL HOSPITAL (250043),2016,Acute Care,Government - Local,207.0,32.757816,-89.105415,MS,73.0,94.0,7.0,418.0,,,,,,,,,38.0,381.0,,,54.0,224.0,,,1.0,21085.0,16.0,91.0,,,,,50.0,583.0,88.0,136.0,161.0,596.0,51.0,105.0,,,,,,
2110,BAPTIST MEMORIAL HOSPITAL BOONEVILLE (250044),2016,Acute Care,Voluntary non-profit - Church,55.0,34.656337,-88.565763,MS,96.0,110.0,18.0,408.0,70.0,27.0,100.0,66.0,,,,,90.0,247.0,,,100.0,279.0,,,2.0,15928.0,12.0,120.0,,,,,40.0,492.0,93.0,369.0,181.0,492.0,44.0,52.0,,,,,,
2111,ST DOMINIC-JACKSON MEMORIAL HOSPITAL (250048),2016,Acute Care,Voluntary non-profit - Church,548.0,32.333691,-90.165103,MS,,,60.0,405.0,96.0,48.0,84.0,69.0,,,,,88.0,5089.0,5.0,62.0,95.0,565.0,,,4.0,55038.0,,,,,,,84.0,793.0,201.0,383.0,294.0,798.0,91.0,75.0,5.0,60.0,88.0,42.0,88.0,152.0
2112,BEACHAM MEMORIAL HOSPITAL (250049),2016,Acute Care,Proprietary,34.0,31.145626,-90.45929,MS,,,,,,,,,,,,,21.0,94.0,,,35.0,306.0,,,,,,,,,,,,,,,,,,,,,,,,
2113,OCH REGIONAL MEDICAL CENTER (250050),2016,Acute Care,Government - Local,90.0,33.474957,-88.820554,MS,90.0,59.0,44.0,483.0,100.0,207.0,67.0,209.0,,,100.0,14.0,57.0,896.0,,,90.0,234.0,,,2.0,29173.0,23.0,61.0,,,,,52.0,226.0,103.0,471.0,182.0,228.0,60.0,78.0,2.0,57.0,,,94.0,16.0
2114,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN (250057),2016,Acute Care,Voluntary non-profit - Other,96.0,,,MS,99.0,169.0,27.0,378.0,0.0,128.0,96.0,23.0,,,95.0,19.0,91.0,878.0,,,99.0,234.0,,,2.0,25380.0,10.0,179.0,,,,,76.0,296.0,141.0,335.0,255.0,296.0,68.0,97.0,1.0,79.0,,,73.0,11.0
2115,SOUTH CENTRAL REG MED CTR (250058),2016,Acute Care,Government - Local,267.0,31.685911,-89.14135,MS,100.0,67.0,25.0,378.0,67.0,46.0,76.0,29.0,,,59.0,17.0,54.0,2305.0,,,72.0,534.0,,,3.0,42308.0,11.0,68.0,,,37.0,39.0,48.0,785.0,152.0,369.0,202.0,785.0,74.0,198.0,2.0,55.0,0.0,25.0,80.0,35.0
2116,JEFFERSON COUNTY HOSPITAL (250060),2016,Acute Care,Government - Local,30.0,,,MS,,,10.0,305.0,,,,,,,,,16.0,85.0,,,84.0,83.0,,,,,,,,,,,15.0,94.0,100.0,281.0,165.0,97.0,,,,,,,,
2117,YALOBUSHA GENERAL HOSPITAL (250061),2016,Acute Care,Government - Local,148.0,34.1307,-89.641013,MS,,,,,,,,,,,,,31.0,312.0,,,86.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,
