,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Appropriate care for severe sepsis and septic shock (SEP_1 - Sepsis Care),Appropriate care for severe sepsis and septic shock (SEP_1 - Sepsis Care) (Sample),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain) (Sample),Door to diagnostic eval (OP_20 - Emergency Department),Door to diagnostic eval (OP_20 - Emergency Department) (Sample),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care) (Sample),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care) (Sample),External Beam Radiotherapy for Bone Metastases (OP_33 - Cancer care),External Beam Radiotherapy for Bone Metastases (OP_33 - Cancer care) (Sample),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain) (Sample),Head CT results (OP_23 - Emergency Department),Head CT results (OP_23 - Emergency Department) (Sample),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care) (Sample),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment) (Sample),Immunization for influenza (IMM_2 - Preventive Care),Immunization for influenza (IMM_2 - Preventive Care) (Sample),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome) (Sample),Left before being seen (OP_22 - Emergency Department),Left before being seen (OP_22 - Emergency Department) (Sample),Median Time to ECG (OP_5 - Heart Attack or Chest Pain),Median Time to ECG (OP_5 - Heart Attack or Chest Pain) (Sample),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain) (Sample),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain) (Sample),Median time Psychiatric/Mental Health patients spent in the ED before leaving from visit (OP_18c - Emergency Department),Median time Psychiatric/Mental Health patients spent in the ED before leaving from visit (OP_18c - Emergency Department) (Sample),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department) (Sample),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department) (Sample),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department) (Sample),Median time to pain med (OP_21 - Emergency Department),Median time to pain med (OP_21 - Emergency Department) (Sample),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care) (Sample)
4557,MERCY ST FRANCIS HOSPITAL (261335),2018,Critical Access,Voluntary non-profit - Private,24.0,,,MO,,,,,,,,,,,,,,,,,98.0,200.0,,,79.0,68.0,,,,,,,,,,,,,,,,,,,,,,
4558,MERCY ST FRANCIS HOSPITAL (261335),2018,Critical Access,Voluntary non-profit - Private,24.0,,,MO,,,,,,,,,,,,,,,,,92.0,162.0,,,79.0,68.0,,,,,,,,,,,,,,,,,,,,,,
4559,MISSOURI BAPTIST SULLIVAN HOSPITAL (261337),2018,Critical Access,Voluntary non-profit - Private,35.0,38.195574,-91.169288,MO,18.0,45.0,96.0,130.0,26.0,487.0,99.0,70.0,95.0,106.0,,,,,74.0,27.0,88.0,791.0,,,80.0,244.0,,,2.0,20818.0,8.0,131.0,,,,,180.0,18.0,77.0,291.0,141.0,433.0,270.0,292.0,58.0,134.0,8.0,53.0
4560,MISSOURI BAPTIST SULLIVAN HOSPITAL (261337),2018,Critical Access,Voluntary non-profit - Private,35.0,38.195574,-91.169288,MO,21.0,62.0,93.0,130.0,36.0,498.0,99.0,70.0,95.0,106.0,,,,,68.0,25.0,93.0,726.0,,,80.0,244.0,,,2.0,20818.0,8.0,132.0,,,,,226.0,27.0,78.0,293.0,141.0,436.0,278.0,294.0,68.0,135.0,7.0,43.0
4561,MERCY HOSPITAL CARTHAGE (261338),2018,Critical Access,Government - Local,25.0,37.1367,-94.320872,MO,,,,,,,,,,,,,,,,,95.0,496.0,,,96.0,231.0,,,,,,,,,,,,,,,,,,,,,,
4562,MERCY HOSPITAL CARTHAGE (261338),2018,Critical Access,Government - Local,25.0,37.1367,-94.320872,MO,,,,,,,,,,,,,,,,,99.0,395.0,,,96.0,231.0,,,,,,,,,,,,,,,,,,,,,,
4563,ST PETER'S HEALTH (270003),2018,Acute Care,Voluntary non-profit - Private,125.0,,,MT,58.0,161.0,,,30.0,402.0,99.0,80.0,96.0,89.0,83.0,12.0,,,,,83.0,1724.0,,,98.0,480.0,,,1.0,26031.0,,,,,,,216.0,39.0,132.0,607.0,142.0,361.0,255.0,615.0,46.0,137.0,0.0,70.0
4564,ST PETERS HOSPITAL (270003),2018,Acute Care,Voluntary non-profit - Private,125.0,,,MT,60.0,233.0,,,29.0,399.0,99.0,80.0,96.0,89.0,83.0,12.0,,,,,93.0,1713.0,,,98.0,480.0,,,1.0,26031.0,,,,,,,207.0,41.0,134.0,599.0,144.0,357.0,256.0,609.0,48.0,135.0,0.0,69.0
4565,BILLINGS CLINIC HOSPITAL (270004),2018,Acute Care,Voluntary non-profit - Private,288.0,45.790452,-108.51415,MT,33.0,283.0,,,36.0,438.0,80.0,96.0,97.0,97.0,85.0,34.0,,,,,84.0,5027.0,3.0,37.0,95.0,574.0,,,2.0,49285.0,,,,,,,205.0,29.0,164.0,531.0,158.0,405.0,311.0,547.0,53.0,253.0,2.0,146.0
4566,BILLINGS CLINIC HOSPITAL (270004),2018,Acute Care,Voluntary non-profit - Private,288.0,45.790452,-108.51415,MT,41.0,396.0,,,32.0,435.0,80.0,96.0,97.0,97.0,85.0,34.0,,,,,83.0,4791.0,2.0,41.0,95.0,574.0,,,2.0,49285.0,,,,,,,198.0,30.0,165.0,549.0,157.0,400.0,309.0,563.0,50.0,244.0,2.0,139.0
4567,BENEFIS HOSPITALS INC (270012),2018,Acute Care,Voluntary non-profit - Private,488.0,47.491848,-111.262615,MT,32.0,88.0,,,26.0,413.0,97.0,72.0,100.0,72.0,74.0,27.0,,,,,97.0,3606.0,6.0,17.0,98.0,534.0,,,3.0,30498.0,,,,,,,224.0,38.0,99.0,500.0,169.0,370.0,274.0,500.0,79.0,102.0,14.0,29.0
4568,BENEFIS HOSPITALS INC (270012),2018,Acute Care,Voluntary non-profit - Private,488.0,47.491848,-111.262615,MT,35.0,95.0,,,23.0,410.0,97.0,72.0,100.0,72.0,74.0,27.0,,,,,98.0,3207.0,7.0,14.0,98.0,534.0,,,3.0,30498.0,,,,,,,214.0,40.0,81.0,460.0,174.0,364.0,266.0,460.0,80.0,102.0,19.0,31.0
4569,ST PATRICK HOSPITAL (270014),2018,Acute Care,Voluntary non-profit - Church,200.0,46.873905,-113.999891,MT,73.0,62.0,,,27.0,382.0,100.0,63.0,98.0,63.0,88.0,51.0,,,,,89.0,2994.0,,,98.0,551.0,,,2.0,34207.0,,,,,,,157.0,42.0,101.0,638.0,158.0,339.0,236.0,645.0,43.0,176.0,0.0,27.0
4570,ST PATRICK HOSPITAL (270014),2018,Acute Care,Voluntary non-profit - Church,200.0,46.873905,-113.999891,MT,75.0,80.0,,,26.0,382.0,100.0,63.0,98.0,63.0,88.0,51.0,,,,,90.0,2232.0,,,98.0,551.0,,,2.0,34207.0,,,,,,,168.0,39.0,98.0,636.0,152.0,342.0,232.0,642.0,42.0,167.0,0.0,25.0
4571,ST JAMES HEALTHCARE (270017),2018,Acute Care,Voluntary non-profit - Private,73.0,46.00928,-112.546068,MT,30.0,69.0,,,12.0,384.0,89.0,63.0,81.0,59.0,100.0,17.0,,,,,95.0,816.0,,,86.0,314.0,,,0.0,17755.0,,,,,,,170.0,34.0,45.0,465.0,119.0,343.0,205.0,467.0,50.0,66.0,0.0,21.0
4572,ST JAMES HEALTHCARE (270017),2018,Acute Care,Voluntary non-profit - Private,73.0,46.00928,-112.546068,MT,37.0,161.0,,,13.0,384.0,89.0,63.0,81.0,59.0,100.0,17.0,,,,,95.0,864.0,,,86.0,314.0,,,0.0,17755.0,,,,,,,167.0,32.0,57.0,449.0,111.0,347.0,202.0,449.0,49.0,75.0,0.0,27.0
4573,COMMUNITY MEDICAL CENTER (270023),2018,Acute Care,Voluntary non-profit - Private,145.0,46.842062,-114.055919,MT,67.0,102.0,,,20.0,405.0,100.0,66.0,97.0,71.0,100.0,24.0,,,,,96.0,1417.0,,,96.0,468.0,,,1.0,19277.0,,,,,,,171.0,20.0,83.0,384.0,116.0,381.0,217.0,384.0,38.0,137.0,0.0,22.0
4574,COMMUNITY MEDICAL CENTER (270023),2018,Acute Care,Voluntary non-profit - Private,145.0,46.842062,-114.055919,MT,67.0,141.0,,,21.0,404.0,100.0,66.0,97.0,71.0,100.0,24.0,,,,,96.0,1355.0,,,96.0,468.0,,,1.0,19277.0,,,,,,,218.0,17.0,83.0,373.0,117.0,383.0,217.0,373.0,41.0,140.0,0.0,23.0
4575,NORTHERN MONTANA HOSPITAL (270032),2018,Acute Care,Voluntary non-profit - Private,198.0,48.539326,-109.686363,MT,18.0,22.0,100.0,17.0,44.0,321.0,100.0,64.0,98.0,58.0,,,,,,,94.0,416.0,,,87.0,222.0,,,3.0,9934.0,14.0,18.0,,,,,181.0,19.0,32.0,213.0,110.0,368.0,220.0,220.0,54.0,48.0,2.0,95.0
4576,NORTHERN MONTANA HOSPITAL (270032),2018,Acute Care,Voluntary non-profit - Private,198.0,48.539326,-109.686363,MT,16.0,25.0,100.0,22.0,49.0,262.0,100.0,64.0,98.0,58.0,,,,,,,93.0,399.0,,,87.0,222.0,,,3.0,9934.0,12.0,22.0,,,,,176.0,18.0,34.0,231.0,112.0,369.0,220.0,238.0,53.0,43.0,4.0,68.0
4577,ST VINCENT HEALTHCARE (270049),2018,Acute Care,Voluntary non-profit - Church,248.0,45.793166,-108.520281,MT,69.0,370.0,,,19.0,383.0,88.0,64.0,94.0,54.0,71.0,28.0,,,,,54.0,2778.0,,,89.0,522.0,,,0.0,52938.0,,,,,,,151.0,13.0,81.0,560.0,126.0,368.0,229.0,561.0,46.0,150.0,0.0,35.0
4578,ST VINCENT HEALTHCARE (270049),2018,Acute Care,Voluntary non-profit - Church,248.0,45.793166,-108.520281,MT,69.0,483.0,,,20.0,383.0,88.0,64.0,94.0,54.0,71.0,28.0,,,,,61.0,3151.0,0.0,14.0,89.0,522.0,,,0.0,52938.0,,,,,,,152.0,17.0,90.0,560.0,125.0,363.0,228.0,561.0,48.0,140.0,0.0,36.0
4579,KALISPELL REGIONAL MEDICAL CENTER (270051),2018,Acute Care,Voluntary non-profit - Private,292.0,48.215685,-114.324753,MT,65.0,77.0,,,26.0,401.0,97.0,70.0,100.0,59.0,93.0,14.0,,,,,95.0,3359.0,,,96.0,555.0,,,1.0,24619.0,,,,,,,218.0,20.0,75.0,593.0,184.0,374.0,262.0,603.0,54.0,123.0,0.0,58.0
4580,KALISPELL REGIONAL MEDICAL CENTER (270051),2018,Acute Care,Voluntary non-profit - Private,292.0,48.215685,-114.324753,MT,68.0,106.0,,,27.0,401.0,97.0,70.0,100.0,59.0,93.0,14.0,,,,,98.0,4668.0,,,96.0,555.0,,,1.0,24619.0,,,,,,,213.0,21.0,72.0,561.0,184.0,372.0,271.0,571.0,46.0,129.0,0.0,58.0
4581,BOZEMAN HEALTH DEACONESS HOSPITAL (270057),2018,Acute Care,Voluntary non-profit - Private,89.0,45.670278,-111.017239,MT,49.0,65.0,,,11.0,406.0,96.0,69.0,99.0,70.0,85.0,26.0,,,73.0,11.0,92.0,2581.0,,,92.0,484.0,,,0.0,29336.0,,,,,,,265.0,18.0,102.0,514.0,139.0,384.0,253.0,525.0,46.0,160.0,3.0,30.0
4582,BOZEMAN HEALTH DEACONESS HOSPITAL (270057),2018,Acute Care,Voluntary non-profit - Private,89.0,45.670278,-111.017239,MT,49.0,89.0,,,10.0,405.0,96.0,69.0,99.0,70.0,85.0,26.0,,,,,93.0,2558.0,,,92.0,484.0,,,0.0,29336.0,,,,,,,253.0,18.0,104.0,509.0,142.0,386.0,249.0,519.0,46.0,166.0,12.0,26.0
4583,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET (270074),2018,Acute Care,Government - Federal,26.0,,,MT,,,,,,,,,,,,,,,,,93.0,316.0,,,44.0,223.0,,,,,,,,,,,,,59.0,329.0,,,268.0,329.0,,,0.0,17.0
4584,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET (270074),2018,Acute Care,Government - Federal,26.0,,,MT,,,,,,,,,,,,,,,,,91.0,329.0,,,44.0,223.0,,,,,,,,,,,,,61.0,338.0,,,278.0,338.0,,,0.0,17.0
4585,GREAT FALLS CLINIC HOSPITAL (270086),2018,Acute Care,Proprietary,20.0,47.487737,-111.254561,MT,4.0,23.0,92.0,60.0,16.0,392.0,90.0,21.0,,,,,,,,,95.0,420.0,,,65.0,287.0,,,1.0,6946.0,13.0,57.0,,,,,,,58.0,497.0,110.0,351.0,219.0,497.0,,,,
4586,GREAT FALLS CLINIC HOSPITAL (270086),2018,Acute Care,Proprietary,20.0,47.487737,-111.254561,MT,10.0,31.0,92.0,71.0,16.0,393.0,90.0,21.0,,,,,,,,,95.0,442.0,,,65.0,287.0,,,1.0,6946.0,12.0,67.0,,,,,,,63.0,518.0,106.0,337.0,221.0,519.0,,,,
4587,THE HEALTHCENTER (270087),2018,Acute Care,Proprietary,30.0,48.216208,-114.324047,MT,,,,,,,100.0,103.0,100.0,46.0,,,,,,,88.0,459.0,,,92.0,181.0,,,,,,,,,,,,,,,,,,,,,,
4588,THE HEALTHCENTER (270087),2018,Acute Care,Proprietary,30.0,48.216208,-114.324047,MT,,,,,,,100.0,103.0,100.0,46.0,,,,,,,93.0,496.0,,,92.0,181.0,,,,,,,,,,,,,,,,,,,,,,
4589,BIG SKY MEDICAL CENTER (270089),2018,Acute Care,Voluntary non-profit - Private,4.0,,,MT,,,,,21.0,159.0,,,,,,,,,,,100.0,43.0,,,,,,,0.0,2901.0,,,,,,,,,30.0,16.0,92.0,162.0,210.0,16.0,30.0,20.0,,
4590,BIG SKY MEDICAL CENTER (270089),2018,Acute Care,Voluntary non-profit - Private,4.0,,,MT,,,,,20.0,234.0,,,,,,,,,,,98.0,47.0,,,,,,,0.0,2901.0,,,,,,,,,29.0,23.0,87.0,235.0,196.0,23.0,30.0,27.0,,
4591,LIVINGSTON HEALTHCARE (271317),2018,Critical Access,Voluntary non-profit - Private,24.0,45.676043,-110.525425,MT,,,,,,,,,,,,,,,,,74.0,429.0,,,89.0,244.0,,,,,,,,,,,,,,,,,160.0,87.0,,,,
4592,LIVINGSTON HEALTHCARE (271317),2018,Critical Access,Voluntary non-profit - Private,24.0,45.676043,-110.525425,MT,,,,,,,,,,,,,,,,,81.0,445.0,,,89.0,244.0,,,,,,,,,,,,,,,,,160.0,89.0,,,,
4593,BARRETT HOSPITAL & HEALTHCARE (271318),2018,Critical Access,Government - Hospital District or Authority,20.0,45.200654,-112.646003,MT,,,100.0,18.0,8.0,1415.0,100.0,63.0,92.0,63.0,,,,,,,95.0,398.0,,,97.0,202.0,100.0,46.0,0.0,4660.0,9.0,19.0,,,,,302.0,73.0,63.0,93.0,149.0,1285.0,254.0,93.0,27.0,45.0,0.0,15.0
4594,BARRETT HOSPITAL & HEALTHCARE (271318),2018,Critical Access,Government - Hospital District or Authority,20.0,45.200654,-112.646003,MT,42.0,12.0,100.0,18.0,7.0,2300.0,100.0,63.0,92.0,63.0,,,,,,,97.0,390.0,,,97.0,202.0,100.0,46.0,0.0,4660.0,9.0,18.0,,,,,283.0,129.0,56.0,162.0,146.0,2077.0,251.0,162.0,27.0,51.0,0.0,11.0
4595,ST LUKE COMMUNITY HOSPITAL (271325),2018,Critical Access,Voluntary non-profit - Private,100.0,47.528835,-114.106242,MT,,,96.0,23.0,17.0,2324.0,,,,,,,,,,,,,,,95.0,259.0,,,0.0,7222.0,10.0,25.0,,,,,168.0,128.0,135.0,527.0,111.0,2043.0,181.0,527.0,38.0,50.0,,
4596,ST LUKE COMMUNITY HOSPITAL (271325),2018,Critical Access,Voluntary non-profit - Private,100.0,47.528835,-114.106242,MT,,,96.0,24.0,17.0,3177.0,,,,,,,,,,,96.0,424.0,,,95.0,259.0,,,0.0,7222.0,7.0,24.0,,,,,168.0,169.0,144.0,515.0,106.0,2832.0,174.0,516.0,36.0,56.0,,
4597,MINERAL COMMUNITY HOSPITAL (271331),2018,Critical Access,Voluntary non-profit - Private,25.0,47.184726,-114.876579,MT,,,,,,,,,,,,,,,,,91.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4598,GLENDIVE MEDICAL CENTER (271332),2018,Critical Access,Voluntary non-profit - Other,85.0,47.117226,-104.704953,MT,,,,,,,,,,,,,,,,,75.0,418.0,,,75.0,240.0,,,,,,,,,,,,,32.0,13.0,,,141.0,105.0,,,,
4599,GLENDIVE MEDICAL CENTER (271332),2018,Critical Access,Voluntary non-profit - Other,85.0,47.117226,-104.704953,MT,,,,,,,,,,,,,,,,,76.0,456.0,,,75.0,240.0,,,,,,,,,,,,,30.0,50.0,,,146.0,198.0,,,,
4600,COMMUNITY HOSPITAL OF ANACONDA (271335),2018,Critical Access,Voluntary non-profit - Private,87.0,46.133111,-112.956153,MT,80.0,15.0,100.0,23.0,5.0,184.0,,,,,,,,,,,95.0,428.0,,,91.0,289.0,,,,,7.0,24.0,,,,,,,19.0,89.0,112.0,170.0,137.0,91.0,21.0,26.0,,
4601,COMMUNITY HOSPITAL OF ANACONDA (271335),2018,Critical Access,Voluntary non-profit - Private,87.0,46.133111,-112.956153,MT,70.0,23.0,100.0,33.0,6.0,279.0,,,,,,,,,,,95.0,434.0,,,91.0,289.0,,,,,6.0,34.0,,,,,182.0,17.0,18.0,174.0,112.0,252.0,138.0,179.0,21.0,36.0,0.0,22.0
4602,NORTH VALLEY HOSPITAL (271336),2018,Critical Access,Voluntary non-profit - Private,25.0,48.381032,-114.331326,MT,68.0,57.0,98.0,48.0,12.0,5690.0,,,,,,,,,,,98.0,702.0,,,86.0,709.0,,,1.0,8389.0,5.0,47.0,,,,,168.0,254.0,51.0,820.0,112.0,5290.0,171.0,904.0,25.0,90.0,,
4603,NORTH VALLEY HOSPITAL (271336),2018,Critical Access,Voluntary non-profit - Private,25.0,48.381032,-114.331326,MT,69.0,77.0,98.0,49.0,12.0,5637.0,,,,,,,,,,,98.0,693.0,,,86.0,709.0,,,1.0,8389.0,7.0,46.0,,,34.0,12.0,170.0,237.0,52.0,851.0,112.0,5248.0,170.0,925.0,26.0,88.0,,
4604,NORTHERN ROCKIES MEDICAL CENTER (271337),2018,Critical Access,Voluntary non-profit - Private,20.0,48.62878,-112.326345,MT,,,,,,,,,,,,,,,,,71.0,93.0,,,60.0,35.0,,,,,,,,,,,,,1.0,86.0,,,100.0,86.0,,,100.0,12.0
4605,NORTHERN ROCKIES MEDICAL CENTER (271337),2018,Critical Access,Voluntary non-profit - Private,20.0,48.62878,-112.326345,MT,,,,,,,,,,,,,,,,,73.0,93.0,,,60.0,35.0,,,,,,,,,,,,,1.0,105.0,,,106.0,105.0,,,,
4606,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE (271339),2018,Critical Access,Government - Federal,24.0,,,MT,,,,,,,,,,,,,,,,,90.0,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4607,MARCUS DALY MEMORIAL HOSPITAL - CAH (271340),2018,Critical Access,Voluntary non-profit - Private,30.0,46.247158,-114.171365,MT,,,,,,,,,,,,,,,,,97.0,598.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4608,MARCUS DALY MEMORIAL HOSPITAL - CAH (271340),2018,Critical Access,Voluntary non-profit - Private,30.0,46.247158,-114.171365,MT,,,,,,,,,,,,,,,,,96.0,601.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,PROVIDENCE ST JOSEPH MEDICAL CENTER (271343),2018,Critical Access,Voluntary non-profit - Private,22.0,47.683344,-114.163327,MT,95.0,38.0,97.0,39.0,12.0,383.0,,,,,,,,,,,,,,,95.0,224.0,,,0.0,5371.0,18.0,41.0,,,,,151.0,30.0,49.0,318.0,100.0,321.0,172.0,318.0,31.0,90.0,,
4610,PROVIDENCE ST JOSEPH MEDICAL CENTER (271343),2018,Critical Access,Voluntary non-profit - Private,22.0,47.683344,-114.163327,MT,96.0,45.0,98.0,44.0,14.0,383.0,,,,,,,,,,,93.0,238.0,,,95.0,224.0,,,0.0,5371.0,15.0,45.0,,,,,154.0,33.0,50.0,320.0,94.0,316.0,173.0,320.0,32.0,95.0,,
4611,SIDNEY HEALTH CENTER (271344),2018,Critical Access,Voluntary non-profit - Private,115.0,47.715839,-104.174171,MT,,,100.0,25.0,31.0,295.0,,,,,,,,,,,92.0,226.0,,,93.0,297.0,,,1.0,6227.0,8.0,24.0,,,,,127.0,14.0,26.0,72.0,109.0,365.0,174.0,84.0,50.0,48.0,9.0,45.0
4612,SIDNEY HEALTH CENTER (271344),2018,Critical Access,Voluntary non-profit - Private,115.0,47.715839,-104.174171,MT,,,100.0,34.0,28.0,302.0,,,,,,,,,,,93.0,397.0,,,93.0,297.0,,,1.0,6227.0,8.0,34.0,,,,,127.0,12.0,23.0,137.0,107.0,362.0,194.0,164.0,50.0,48.0,9.0,53.0
4613,CENTRAL MONTANA MEDICAL CENTER (271345),2018,Critical Access,Voluntary non-profit - Private,60.0,47.058464,-109.442243,MT,,,100.0,24.0,15.0,373.0,,,,,,,,,,,,,,,81.0,241.0,,,,,7.0,26.0,,,,,,,40.0,385.0,100.0,310.0,165.0,404.0,31.0,58.0,,
4614,CENTRAL MONTANA MEDICAL CENTER (271345),2018,Critical Access,Voluntary non-profit - Private,60.0,47.058464,-109.442243,MT,,,100.0,25.0,15.0,414.0,,,,,,,,,,,91.0,575.0,,,81.0,241.0,,,,,7.0,27.0,,,,,,,40.0,371.0,95.0,354.0,170.0,391.0,35.0,64.0,,
4615,ROUNDUP MEMORIAL HEALTHCARE (271346),2018,Critical Access,Government - Hospital District or Authority,25.0,46.45335,-108.546333,MT,,,,,11.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,17.0,73.0,53.0,115.0,17.0,,,,
4616,ROUNDUP MEMORIAL HEALTHCARE (271346),2018,Critical Access,Government - Hospital District or Authority,25.0,46.45335,-108.546333,MT,,,,,9.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,17.0,67.0,59.0,115.0,17.0,70.0,12.0,,
4617,HOLY ROSARY HEALTHCARE (271347),2018,Critical Access,Voluntary non-profit - Church,109.0,46.397355,-105.827837,MT,76.0,72.0,100.0,32.0,18.0,315.0,14.0,63.0,80.0,45.0,,,,,,,83.0,406.0,,,83.0,212.0,,,0.0,3987.0,16.0,32.0,,,,,92.0,18.0,56.0,238.0,86.0,317.0,228.0,241.0,29.0,31.0,0.0,18.0
4618,HOLY ROSARY HEALTHCARE (271347),2018,Critical Access,Voluntary non-profit - Church,109.0,46.397355,-105.827837,MT,76.0,94.0,100.0,34.0,17.0,333.0,14.0,63.0,80.0,45.0,,,,,,,91.0,444.0,,,83.0,212.0,,,0.0,3987.0,16.0,34.0,,,,,170.0,19.0,70.0,244.0,90.0,346.0,232.0,247.0,26.0,30.0,0.0,19.0
4619,BRYAN MEDICAL CENTER (280003),2018,Acute Care,Voluntary non-profit - Private,569.0,40.796598,-96.653661,NE,31.0,485.0,,,43.0,307.0,96.0,79.0,78.0,220.0,,,,,,,93.0,6330.0,3.0,35.0,96.0,569.0,,,0.0,83594.0,,,,,,,130.0,34.0,112.0,488.0,114.0,347.0,245.0,517.0,47.0,213.0,6.0,181.0
4620,BRYAN MEDICAL CENTER (280003),2018,Acute Care,Voluntary non-profit - Private,569.0,40.796598,-96.653661,NE,33.0,589.0,,,46.0,307.0,96.0,79.0,78.0,220.0,,,,,,,93.0,6543.0,7.0,28.0,96.0,569.0,,,0.0,83594.0,,,,,,,142.0,36.0,121.0,497.0,117.0,346.0,252.0,521.0,53.0,229.0,7.0,187.0
4621,CHI HEALTH GOOD SAMARITAN (280009),2018,Acute Care,Voluntary non-profit - Church,250.0,,,NE,32.0,37.0,,,12.0,380.0,85.0,82.0,87.0,31.0,28.0,32.0,,,,,95.0,1691.0,,,96.0,517.0,,,1.0,14276.0,,,,,,,60.0,11.0,83.0,278.0,98.0,387.0,200.0,298.0,39.0,46.0,3.0,35.0
4622,CHI HEALTH GOOD SAMARITAN (280009),2018,Acute Care,Voluntary non-profit - Church,250.0,,,NE,33.0,49.0,,,12.0,366.0,85.0,82.0,87.0,31.0,28.0,32.0,,,,,96.0,1593.0,,,96.0,517.0,,,1.0,14276.0,,,,,,,87.0,15.0,84.0,270.0,99.0,382.0,200.0,290.0,38.0,51.0,3.0,36.0
4623,THE NEBRASKA MEDICAL CENTER (280013),2018,Acute Care,Voluntary non-profit - Private,542.0,,,NE,46.0,74.0,,,33.0,382.0,88.0,72.0,96.0,73.0,74.0,42.0,,,,,91.0,10942.0,0.0,63.0,94.0,529.0,,,1.0,59454.0,,,,,,,254.0,20.0,103.0,513.0,177.0,353.0,332.0,513.0,53.0,127.0,0.0,19.0
4624,THE NEBRASKA MEDICAL CENTER (280013),2018,Acute Care,Voluntary non-profit - Private,542.0,,,NE,43.0,95.0,,,34.0,382.0,88.0,72.0,96.0,73.0,74.0,42.0,,,,,68.0,13968.0,0.0,53.0,94.0,529.0,,,1.0,59454.0,,,,,,,267.0,25.0,90.0,509.0,185.0,348.0,332.0,509.0,52.0,120.0,0.0,17.0
4625,CHI HEALTH ST ELIZABETH (280020),2018,Acute Care,Voluntary non-profit - Private,244.0,40.807609,-96.625179,NE,64.0,85.0,100.0,15.0,28.0,364.0,94.0,52.0,91.0,80.0,88.0,43.0,,,,,97.0,2206.0,0.0,11.0,97.0,517.0,,,2.0,30537.0,7.0,16.0,,,,,,,149.0,470.0,157.0,395.0,301.0,474.0,54.0,116.0,0.0,40.0
4626,CHI HEALTH ST ELIZABETH (280020),2018,Acute Care,Voluntary non-profit - Private,244.0,40.807609,-96.625179,NE,65.0,113.0,100.0,17.0,27.0,383.0,94.0,52.0,91.0,80.0,88.0,43.0,,,,,98.0,2274.0,,,97.0,517.0,,,2.0,30537.0,7.0,18.0,,,,,,,150.0,490.0,152.0,394.0,301.0,494.0,54.0,108.0,0.0,35.0
