,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain) (Sample),Door to diagnostic eval (OP_20 - Emergency Department),Door to diagnostic eval (OP_20 - Emergency Department) (Sample),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care) (Sample),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care) (Sample),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain) (Sample),Head CT results (OP_23 - Emergency Department),Head CT results (OP_23 - Emergency Department) (Sample),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care) (Sample),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment) (Sample),Immunization for influenza (IMM_2 - Preventive Care),Immunization for influenza (IMM_2 - Preventive Care) (Sample),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome) (Sample),Left before being seen (OP_22 - Emergency Department),Left before being seen (OP_22 - Emergency Department) (Sample),Median Time to ECG (OP_5 - Heart Attack or Chest Pain),Median Time to ECG (OP_5 - Heart Attack or Chest Pain) (Sample),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain) (Sample),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain) (Sample),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department) (Sample),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department) (Sample),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department) (Sample),Median time to pain med (OP_21 - Emergency Department),Median time to pain med (OP_21 - Emergency Department) (Sample),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care) (Sample),Thrombolytic Therapy (STK_4 - Stroke Care),Thrombolytic Therapy (STK_4 - Stroke Care) (Sample),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment) (Sample)
1752,ANNE ARUNDEL MEDICAL CENTER (210023),2017,Acute Care,Voluntary non-profit - Private,376.0,38.991115,-76.536058,MD,97.0,30.0,52.0,1230.0,100.0,48.0,100.0,36.0,,,83.0,24.0,96.0,5819.0,0.0,37.0,98.0,507.0,,,1.0,107826.0,1.0,13.0,,,,,298.0,546.0,201.0,1157.0,525.0,546.0,50.0,442.0,1.0,231.0,100.0,16.0,100.0,91.0
1753,MEDSTAR UNION MEMORIAL HOSPITAL (210024),2017,Acute Care,Voluntary non-profit - Other,208.0,39.330382,-76.61438,MD,,,48.0,398.0,97.0,65.0,68.0,69.0,,,,,99.0,2763.0,6.0,34.0,97.0,577.0,,,1.0,59828.0,7.0,11.0,,,,,154.0,568.0,187.0,383.0,368.0,595.0,100.0,124.0,,,,,95.0,42.0
1754,WESTERN MARYLAND REGIONAL MEDICAL CENTER (210027),2017,Acute Care,Voluntary non-profit - Private,226.0,39.650091,-78.732777,MD,,,34.0,662.0,100.0,54.0,100.0,59.0,,,,,96.0,2690.0,0.0,32.0,100.0,543.0,,,2.0,52079.0,,,,,,,98.0,852.0,192.0,616.0,309.0,853.0,56.0,181.0,4.0,70.0,,,100.0,55.0
1755,MEDSTAR SAINT MARY'S HOSPITAL (210028),2017,Acute Care,Voluntary non-profit - Private,95.0,38.299239,-76.640383,MD,99.0,172.0,52.0,402.0,,,,,,,79.0,19.0,,,,,100.0,502.0,,,,,13.0,176.0,,,58.0,11.0,210.0,633.0,187.0,381.0,448.0,640.0,78.0,168.0,,,,,86.0,22.0
1756,JOHNS HOPKINS BAYVIEW MEDICAL CENTER (210029),2017,Acute Care,Voluntary non-profit - Private,441.0,39.287285,-76.552134,MD,,,57.0,405.0,,,,,,,,,98.0,5371.0,3.0,34.0,95.0,541.0,,,,,,,,,,,197.0,677.0,271.0,368.0,486.0,680.0,74.0,171.0,0.0,19.0,100.0,13.0,99.0,67.0
1757,UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN (210030),2017,Acute Care,Voluntary non-profit - Private,29.0,39.216845,-76.064492,MD,100.0,53.0,12.0,281.0,19.0,74.0,31.0,71.0,,,75.0,12.0,95.0,371.0,,,100.0,306.0,,,1.0,14623.0,6.0,56.0,,,,,98.0,559.0,134.0,399.0,352.0,567.0,47.0,52.0,,,,,,
1758,UNION HOSPITAL OF CECIL COUNTY (210032),2017,Acute Care,Voluntary non-profit - Private,120.0,39.60801,-75.831028,MD,99.0,97.0,38.0,1207.0,84.0,64.0,100.0,100.0,,,69.0,13.0,100.0,1350.0,,,97.0,456.0,,,2.0,40049.0,6.0,101.0,,,,,90.0,2418.0,183.0,1113.0,323.0,2419.0,66.0,142.0,0.0,76.0,100.0,12.0,86.0,14.0
1759,CARROLL HOSPITAL CENTER (210033),2017,Acute Care,Voluntary non-profit - Private,161.0,39.556135,-76.991655,MD,96.0,49.0,28.0,404.0,95.0,66.0,95.0,40.0,,,89.0,19.0,99.0,3369.0,,,99.0,539.0,,,1.0,53196.0,6.0,57.0,,,,,158.0,824.0,198.0,360.0,353.0,825.0,38.0,248.0,0.0,32.0,,,98.0,40.0
1760,MEDSTAR HARBOR HOSPITAL (210034),2017,Acute Care,Voluntary non-profit - Private,144.0,39.251349,-76.615048,MD,100.0,107.0,41.0,377.0,95.0,83.0,67.0,67.0,,,,,98.0,1438.0,,,92.0,466.0,,,3.0,56713.0,16.0,112.0,,,,,151.0,682.0,139.0,363.0,357.0,682.0,75.0,111.0,78.0,113.0,,,97.0,35.0
1761,UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER (210035),2017,Acute Care,Voluntary non-profit - Private,106.0,38.529266,-76.970818,MD,96.0,204.0,33.0,412.0,,,,,,,95.0,38.0,,,,,95.0,510.0,,,3.0,60557.0,10.0,219.0,,,87.0,18.0,91.0,845.0,194.0,380.0,327.0,845.0,54.0,186.0,3.0,35.0,,,96.0,23.0
1762,UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON (210037),2017,Acute Care,Voluntary non-profit - Private,169.0,38.769655,-76.075825,MD,96.0,200.0,22.0,354.0,83.0,18.0,79.0,33.0,,,46.0,13.0,96.0,2101.0,,,100.0,536.0,,,2.0,56321.0,6.0,206.0,,,53.0,38.0,120.0,805.0,120.0,396.0,359.0,810.0,64.0,250.0,0.0,114.0,,,100.0,20.0
1763,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS (210038),2017,Acute Care,Voluntary non-profit - Other,177.0,39.300389,-76.62086,MD,,,79.0,394.0,100.0,172.0,100.0,39.0,,,,,97.0,2074.0,,,98.0,401.0,,,6.0,31515.0,,,,,,,161.0,445.0,224.0,334.0,445.0,445.0,101.0,49.0,,,,,,
1764,CALVERT MEMORIAL HOSPITAL (210039),2017,Acute Care,Voluntary non-profit - Other,92.0,38.558601,-76.597788,MD,99.0,117.0,22.0,439.0,100.0,88.0,89.0,66.0,,,100.0,21.0,99.0,1925.0,,,98.0,518.0,,,1.0,42745.0,7.0,126.0,,,44.0,12.0,175.0,734.0,170.0,394.0,413.0,734.0,53.0,167.0,0.0,43.0,,,92.0,12.0
1765,NORTHWEST HOSPITAL CENTER (210040),2017,Acute Care,Voluntary non-profit - Private,242.0,39.359208,-76.782944,MD,94.0,69.0,34.0,394.0,77.0,106.0,99.0,171.0,,,55.0,11.0,96.0,3236.0,,,99.0,583.0,,,2.0,68331.0,10.0,74.0,,,,,110.0,1126.0,254.0,355.0,362.0,1127.0,44.0,190.0,,,100.0,13.0,100.0,28.0
1766,UNIVERSITY OF MD BALTO WASHINGTON  MEDICAL CENTER (210043),2017,Acute Care,Voluntary non-profit - Other,298.0,39.138784,-76.622247,MD,91.0,46.0,11.0,422.0,88.0,60.0,99.0,77.0,,,40.0,15.0,97.0,5173.0,0.0,16.0,97.0,573.0,,,3.0,96629.0,16.0,47.0,,,,,202.0,938.0,244.0,365.0,431.0,939.0,86.0,272.0,0.0,65.0,,,88.0,95.0
1767,GREATER BALTIMORE MEDICAL CENTER (210044),2017,Acute Care,Voluntary non-profit - Private,329.0,39.393497,-76.628092,MD,98.0,123.0,61.0,44415.0,91.0,863.0,92.0,624.0,,,,,93.0,6036.0,0.0,23.0,98.0,6974.0,,,2.0,55053.0,11.0,134.0,,,54.0,24.0,134.0,8252.0,229.0,40953.0,368.0,8255.0,38.0,217.0,0.0,330.0,,,95.0,59.0
1768,EDWARD MCCREADY MEMORIAL HOSPITAL (210045),2017,Acute Care,Voluntary non-profit - Private,7.0,37.996011,-75.852366,MD,,,10.0,686.0,,,,,,,,,98.0,207.0,,,,,,,,,,,,,,,45.0,23.0,75.0,809.0,215.0,51.0,57.0,20.0,,,,,,
1769,HOWARD COUNTY GENERAL HOSPITAL (210048),2017,Acute Care,Voluntary non-profit - Private,247.0,39.214405,-76.887198,MD,100.0,56.0,51.0,407.0,98.0,128.0,100.0,41.0,,,85.0,27.0,96.0,3070.0,0.0,12.0,100.0,489.0,,,5.0,76369.0,19.0,59.0,,,,,205.0,675.0,236.0,380.0,462.0,676.0,37.0,323.0,0.0,65.0,100.0,20.0,100.0,124.0
1770,UNIVERSITY OF M D UPPER CHESAPEAKE MEDICAL CENTER (210049),2017,Acute Care,Voluntary non-profit - Other,171.0,39.519469,-76.348354,MD,97.0,87.0,66.0,411.0,,,,,,,84.0,32.0,97.0,5196.0,0.0,22.0,99.0,594.0,,,,,9.0,89.0,,,,,114.0,905.0,204.0,383.0,341.0,905.0,53.0,257.0,0.0,34.0,,,96.0,57.0
1771,DOCTORS'  COMMUNITY HOSPITAL (210051),2017,Acute Care,Proprietary,198.0,38.980428,-76.864641,MD,100.0,54.0,52.0,303.0,,,,,,,,,96.0,1757.0,0.0,53.0,100.0,576.0,,,,,0.0,65.0,,,,,176.0,1086.0,218.0,295.0,410.0,1088.0,89.0,123.0,,,,,100.0,78.0
1772,LAUREL REGIONAL MEDICAL CENTER (210055),2017,Acute Care,Voluntary non-profit - Private,137.0,39.084742,-76.881591,MD,83.0,12.0,54.0,394.0,62.0,16.0,100.0,15.0,,,,,80.0,745.0,,,76.0,287.0,,,3.0,32343.0,51.0,13.0,,,,,252.0,580.0,217.0,365.0,499.0,581.0,88.0,85.0,,,,,77.0,13.0
1773,MEDSTAR GOOD SAMARITAN HOSPITAL (210056),2017,Acute Care,Voluntary non-profit - Other,260.0,39.359301,-76.588684,MD,91.0,46.0,51.0,499.0,95.0,85.0,83.0,69.0,,,,,99.0,2493.0,0.0,51.0,99.0,570.0,,,3.0,58345.0,11.0,47.0,,,59.0,13.0,141.0,933.0,188.0,489.0,397.0,936.0,60.0,90.0,,,,,98.0,45.0
1774,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER (210057),2017,Acute Care,Voluntary non-profit - Church,346.0,39.098046,-77.201027,MD,97.0,62.0,16.0,381.0,100.0,98.0,98.0,56.0,,,57.0,14.0,99.0,3433.0,0.0,29.0,98.0,454.0,,,1.0,93738.0,10.0,69.0,,,,,166.0,548.0,170.0,355.0,380.0,550.0,57.0,490.0,0.0,107.0,,,100.0,29.0
1775,FORT WASHINGTON HOSPITAL (210060),2017,Acute Care,Voluntary non-profit - Other,30.0,38.728813,-76.991588,MD,99.0,174.0,43.0,405.0,89.0,89.0,,,,,64.0,11.0,73.0,631.0,,,98.0,281.0,,,2.0,43737.0,16.0,191.0,,,,,86.0,567.0,146.0,384.0,278.0,570.0,64.0,188.0,,,,,,
1776,ATLANTIC GENERAL HOSPITAL (210061),2017,Acute Care,Voluntary non-profit - Private,51.0,38.338604,-75.210472,MD,98.0,49.0,21.0,349.0,99.0,83.0,99.0,100.0,,,,,99.0,1280.0,,,97.0,315.0,,,1.0,39426.0,,,,,,,74.0,616.0,92.0,389.0,222.0,616.0,52.0,151.0,,,,,,
1777,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER (210062),2017,Acute Care,Voluntary non-profit - Private,206.0,38.75025,-76.874997,MD,93.0,125.0,117.0,393.0,84.0,67.0,87.0,67.0,,,70.0,60.0,98.0,1854.0,0.0,25.0,98.0,498.0,,,,,14.0,137.0,,,,,140.0,772.0,252.0,378.0,379.0,773.0,118.0,241.0,2.0,102.0,77.0,22.0,99.0,68.0
1778,UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER (210063),2017,Acute Care,Voluntary non-profit - Private,250.0,39.388123,-76.613278,MD,,,84.0,391.0,93.0,67.0,100.0,72.0,,,79.0,19.0,99.0,3523.0,0.0,16.0,100.0,553.0,,,3.0,44459.0,,,,,,,129.0,551.0,212.0,362.0,396.0,551.0,83.0,76.0,0.0,54.0,95.0,19.0,100.0,20.0
1779,LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL (210064),2017,Acute Care,Voluntary non-profit - Private,330.0,39.353266,-76.665024,MD,,,,,,,,,,,,,94.0,970.0,,,98.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,
1780,HOLY CROSS GERMANTOWN HOSPITAL (210065),2017,Acute Care,Voluntary non-profit - Private,83.0,39.179034,-77.242442,MD,98.0,48.0,35.0,405.0,89.0,18.0,,,,,,,100.0,878.0,0.0,14.0,99.0,389.0,,,4.0,23569.0,12.0,52.0,,,77.0,21.0,218.0,535.0,186.0,363.0,448.0,534.0,73.0,119.0,0.0,27.0,,,100.0,40.0
1781,"HEALTHALLIANCE HOSPITALS, INC (220001)",2017,Acute Care,Voluntary non-profit - Other,125.0,42.541193,-71.763033,MA,92.0,207.0,64.0,201.0,95.0,77.0,81.0,69.0,,,95.0,21.0,79.0,1581.0,,,78.0,503.0,,,1.0,45302.0,9.0,211.0,,,49.0,23.0,95.0,734.0,174.0,297.0,287.0,738.0,63.0,111.0,4.0,28.0,,,82.0,28.0
1782,MOUNT AUBURN HOSPITAL (220002),2017,Acute Care,Voluntary non-profit - Private,202.0,42.374917,-71.134107,MA,,,44.0,441.0,97.0,106.0,92.0,107.0,,,80.0,15.0,92.0,4066.0,0.0,15.0,100.0,524.0,,,2.0,35692.0,,,,,,,112.0,647.0,185.0,405.0,293.0,649.0,52.0,60.0,0.0,39.0,100.0,12.0,100.0,42.0
1783,STURDY MEMORIAL HOSPITAL (220008),2017,Acute Care,Voluntary non-profit - Other,129.0,41.942695,-71.275279,MA,99.0,134.0,32.0,408.0,100.0,72.0,97.0,70.0,,,,,94.0,2448.0,,,100.0,657.0,,,1.0,50839.0,7.0,141.0,,,28.0,15.0,103.0,1016.0,132.0,353.0,271.0,1019.0,58.0,62.0,0.0,30.0,,,100.0,17.0
1784,LAWRENCE GENERAL HOSPITAL (220010),2017,Acute Care,Voluntary non-profit - Private,188.0,,,MA,90.0,31.0,72.0,446.0,95.0,107.0,80.0,90.0,,,68.0,22.0,93.0,2977.0,,,94.0,604.0,,,3.0,70042.0,4.0,31.0,,,,,204.0,971.0,159.0,407.0,391.0,971.0,56.0,240.0,0.0,35.0,81.0,16.0,71.0,24.0
1785,CAMBRIDGE HEALTH ALLIANCE (220011),2017,Acute Care,Government - Local,257.0,42.374186,-71.104455,MA,97.0,109.0,10.0,410.0,100.0,74.0,100.0,52.0,,,69.0,36.0,96.0,4068.0,0.0,14.0,95.0,457.0,,,1.0,99063.0,8.0,115.0,,,85.0,24.0,94.0,719.0,135.0,356.0,297.0,720.0,52.0,164.0,0.0,22.0,,,100.0,25.0
1786,CAPE COD HOSPITAL (220012),2017,Acute Care,Voluntary non-profit - Private,259.0,41.652823,-70.274847,MA,93.0,14.0,18.0,395.0,89.0,73.0,64.0,75.0,,,70.0,30.0,87.0,2649.0,0.0,31.0,99.0,559.0,,,1.0,86504.0,4.0,14.0,,,,,162.0,901.0,152.0,373.0,342.0,901.0,46.0,147.0,0.0,42.0,,,89.0,55.0
1787,"COOLEY DICKINSON HOSPITAL INC,THE (220015)",2017,Acute Care,Voluntary non-profit - Private,140.0,42.331626,-72.653372,MA,100.0,70.0,85.0,400.0,95.0,73.0,95.0,101.0,,,89.0,18.0,95.0,2102.0,0.0,11.0,97.0,531.0,,,4.0,33809.0,6.0,70.0,,,29.0,16.0,96.0,836.0,212.0,338.0,359.0,843.0,49.0,108.0,5.0,21.0,,,100.0,35.0
1788,BAYSTATE FRANKLIN MEDICAL CENTER (220016),2017,Acute Care,Voluntary non-profit - Private,89.0,42.595606,-72.591287,MA,94.0,66.0,36.0,387.0,90.0,72.0,96.0,71.0,,,79.0,19.0,82.0,1255.0,,,96.0,385.0,,,2.0,26494.0,6.0,67.0,,,,,118.0,648.0,157.0,363.0,340.0,648.0,54.0,120.0,6.0,34.0,,,75.0,20.0
1789,CARNEY HOSPITAL (220017),2017,Acute Care,Proprietary,134.0,42.278108,-71.066442,MA,88.0,65.0,13.0,382.0,23.0,83.0,72.0,81.0,,,,,89.0,1368.0,,,95.0,330.0,,,1.0,50685.0,10.0,72.0,,,60.0,13.0,152.0,623.0,113.0,341.0,312.0,623.0,49.0,87.0,,,,,100.0,20.0
1790,HARRINGTON MEMORIAL HOSPITAL-1 (220019),2017,Acute Care,Voluntary non-profit - Private,125.0,42.077182,-72.042065,MA,94.0,182.0,8.0,405.0,100.0,100.0,100.0,100.0,,,96.0,24.0,88.0,1719.0,,,91.0,377.0,,,2.0,41952.0,6.0,193.0,,,39.0,14.0,97.0,618.0,138.0,355.0,272.0,618.0,36.0,92.0,0.0,32.0,,,,
1791,SAINT ANNE'S HOSPITAL (220020),2017,Acute Care,Proprietary,182.0,41.693321,-71.163642,MA,100.0,20.0,43.0,374.0,91.0,102.0,100.0,92.0,,,,,86.0,2402.0,,,96.0,578.0,,,2.0,49848.0,10.0,23.0,,,,,97.0,1006.0,151.0,331.0,276.0,1010.0,48.0,75.0,,,,,100.0,18.0
1792,HOLYOKE MEDICAL CENTER (220024),2017,Acute Care,Voluntary non-profit - Private,191.0,42.199616,-72.627087,MA,94.0,84.0,43.0,479.0,88.0,343.0,99.0,454.0,,,,,80.0,1684.0,,,100.0,623.0,,,3.0,42926.0,6.0,87.0,,,35.0,11.0,182.0,1054.0,151.0,431.0,388.0,1054.0,32.0,60.0,3.0,31.0,100.0,16.0,91.0,23.0
1793,ANNA JAQUES HOSPITAL (220029),2017,Acute Care,Voluntary non-profit - Private,138.0,42.814358,-70.889783,MA,100.0,73.0,44.0,402.0,94.0,78.0,72.0,80.0,,,83.0,18.0,97.0,1418.0,,,98.0,647.0,,,2.0,23979.0,10.0,81.0,,,66.0,28.0,106.0,724.0,136.0,359.0,308.0,726.0,58.0,133.0,5.0,20.0,,,,
1794,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS (220030),2017,Acute Care,Voluntary non-profit - Other,72.0,42.168727,-72.341031,MA,97.0,61.0,48.0,300.0,,,87.0,82.0,,,,,95.0,903.0,,,95.0,293.0,,,3.0,22100.0,10.0,66.0,,,64.0,18.0,69.0,517.0,138.0,344.0,246.0,520.0,37.0,71.0,,,,,,
1795,BOSTON MEDICAL CENTER CORPORATION- (220031),2017,Acute Care,Voluntary non-profit - Private,438.0,42.33481,-71.07448,MA,,,59.0,370.0,99.0,98.0,81.0,69.0,,,,,93.0,10417.0,3.0,75.0,99.0,556.0,,,6.0,127351.0,,,,,,,235.0,693.0,193.0,361.0,334.0,693.0,44.0,206.0,4.0,76.0,100.0,13.0,97.0,78.0
1796,BEVERLY HOSPITAL CORPORATION (220033),2017,Acute Care,Voluntary non-profit - Private,360.0,42.567592,-70.876201,MA,98.0,45.0,55.0,383.0,91.0,43.0,94.0,154.0,,,50.0,28.0,88.0,4730.0,0.0,11.0,76.0,503.0,,,3.0,63252.0,6.0,47.0,,,,,185.0,688.0,201.0,331.0,364.0,689.0,65.0,317.0,0.0,39.0,100.0,23.0,56.0,75.0
1797,NORTH SHORE MEDICAL CENTER - (220035),2017,Acute Care,Voluntary non-profit - Private,376.0,42.511747,-70.907251,MA,,,50.0,357.0,93.0,137.0,87.0,140.0,,,81.0,31.0,95.0,5598.0,8.0,12.0,98.0,547.0,,,3.0,77162.0,14.0,12.0,,,,,172.0,819.0,160.0,331.0,356.0,819.0,20.0,174.0,0.0,22.0,,,95.0,75.0
1798,ST ELIZABETH'S MEDICAL CENTER (220036),2017,Acute Care,Proprietary,270.0,42.349773,-71.14812,MA,,,26.0,373.0,88.0,86.0,87.0,76.0,,,,,86.0,2774.0,0.0,21.0,90.0,524.0,,,1.0,30909.0,,,,,,,141.0,403.0,138.0,336.0,305.0,409.0,33.0,49.0,4.0,78.0,,,,
1799,BERKSHIRE MEDICAL CENTER INC - 1 (220046),2017,Acute Care,Voluntary non-profit - Other,271.0,42.458748,-73.249004,MA,100.0,240.0,26.0,408.0,91.0,64.0,76.0,83.0,87.0,39.0,92.0,13.0,84.0,4133.0,,,97.0,532.0,,,3.0,75043.0,6.0,245.0,21.0,39.0,,,101.0,867.0,146.0,374.0,280.0,867.0,67.0,158.0,0.0,63.0,100.0,14.0,100.0,42.0
1800,MARLBOROUGH HOSPITAL (220049),2017,Acute Care,Voluntary non-profit - Private,67.0,42.354317,-71.553864,MA,95.0,78.0,34.0,357.0,100.0,77.0,96.0,25.0,,,50.0,12.0,96.0,790.0,,,93.0,344.0,,,1.0,25991.0,7.0,77.0,,,38.0,16.0,92.0,454.0,167.0,329.0,296.0,454.0,48.0,111.0,,,,,74.0,19.0
1801,BAYSTATE MARY LANE HOSPITAL (220050),2017,Acute Care,Voluntary non-profit - Private,25.0,,,MA,98.0,53.0,23.0,404.0,100.0,66.0,100.0,62.0,,,100.0,11.0,97.0,211.0,,,97.0,295.0,,,0.0,14666.0,6.0,55.0,,,,,75.0,543.0,96.0,356.0,247.0,544.0,56.0,74.0,,,,,,
1802,SIGNATURE HEALTHCARE BROCKTON HOSPITAL (220052),2017,Acute Care,Voluntary non-profit - Other,214.0,42.08621,-70.991083,MA,100.0,30.0,44.0,406.0,92.0,75.0,91.0,55.0,,,88.0,17.0,93.0,2222.0,,,96.0,628.0,,,3.0,64097.0,5.0,37.0,,,,,196.0,988.0,222.0,364.0,414.0,991.0,51.0,127.0,0.0,41.0,,,100.0,55.0
1803,CLINTON HOSPITAL ASSOCIATION (220058),2017,Acute Care,Voluntary non-profit - Other,41.0,,,MA,89.0,56.0,28.0,378.0,94.0,51.0,25.0,55.0,,,,,81.0,348.0,,,87.0,278.0,,,1.0,13925.0,9.0,58.0,,,,,67.0,333.0,140.0,350.0,252.0,334.0,56.0,50.0,,,,,,
1804,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH (220060),2017,Acute Care,Voluntary non-profit - Private,160.0,41.944246,-70.64472,MA,99.0,142.0,32.0,409.0,73.0,83.0,99.0,105.0,,,85.0,27.0,95.0,1998.0,,,99.0,553.0,,,3.0,46253.0,8.0,146.0,,,,,105.0,890.0,196.0,355.0,352.0,890.0,65.0,157.0,0.0,54.0,,,98.0,43.0
1805,ADCARE HOSPITAL OF WORCESTER INC (220062),2017,Acute Care,Proprietary,114.0,42.276182,-71.795576,MA,,,,,,,,,,,,,88.0,554.0,,,88.0,489.0,,,,,,,,,,,,,,,,,,,,,,,,
1806,LOWELL GENERAL HOSPITAL (220063),2017,Acute Care,Voluntary non-profit - Private,353.0,42.646307,-71.341323,MA,97.0,37.0,75.0,583.0,71.0,125.0,92.0,179.0,,,58.0,26.0,99.0,5832.0,0.0,26.0,99.0,515.0,94.0,378.0,4.0,119879.0,0.0,46.0,,,,,178.0,755.0,196.0,518.0,391.0,755.0,67.0,155.0,2.0,44.0,94.0,17.0,86.0,43.0
1807,NOBLE HOSPITAL (220065),2017,Acute Care,Voluntary non-profit - Private,95.0,42.117789,-72.760397,MA,100.0,51.0,22.0,375.0,90.0,71.0,83.0,76.0,,,62.0,16.0,89.0,1332.0,,,95.0,397.0,,,1.0,26047.0,6.0,52.0,,,,,80.0,508.0,123.0,370.0,286.0,568.0,54.0,109.0,,,,,100.0,21.0
1808,MERCY MEDICAL CTR (220066),2017,Acute Care,Voluntary non-profit - Private,338.0,42.115878,-72.595442,MA,96.0,77.0,51.0,403.0,91.0,117.0,99.0,113.0,,,86.0,14.0,92.0,2689.0,,,99.0,534.0,,,2.0,78566.0,6.0,79.0,,,64.0,13.0,246.0,762.0,146.0,367.0,364.0,762.0,65.0,87.0,0.0,28.0,,,96.0,51.0
1809,HALLMARK HEALTH SYSTEM (220070),2017,Acute Care,Voluntary non-profit - Private,251.0,42.460278,-71.061993,MA,97.0,110.0,47.0,368.0,100.0,119.0,98.0,126.0,,,67.0,18.0,97.0,3644.0,21.0,14.0,97.0,515.0,,,3.0,49609.0,7.0,111.0,,,,,118.0,734.0,184.0,315.0,342.0,734.0,71.0,129.0,0.0,51.0,,,92.0,52.0
1810,MASSACHUSETTS GENERAL HOSPITAL (220071),2017,Acute Care,Voluntary non-profit - Private,1002.0,42.3624,-71.068777,MA,,,19.0,391.0,92.0,121.0,98.0,122.0,,,,,83.0,27742.0,0.0,117.0,96.0,523.0,,,1.0,109234.0,,,,,,,314.0,466.0,219.0,346.0,622.0,466.0,65.0,129.0,2.0,48.0,85.0,27.0,96.0,140.0
1811,MORTON HOSPITAL (220073),2017,Acute Care,Proprietary,124.0,41.905583,-71.09435,MA,100.0,66.0,39.0,359.0,,,100.0,71.0,,,88.0,25.0,90.0,1304.0,,,96.0,442.0,,,1.0,51538.0,6.0,69.0,,,,,116.0,867.0,140.0,334.0,324.0,870.0,42.0,118.0,0.0,28.0,,,100.0,17.0
1812,"SOUTHCOAST HOSPITAL GROUP, INC (220074)",2017,Acute Care,Voluntary non-profit - Private,842.0,41.710522,-71.146439,MA,97.0,30.0,36.0,492.0,99.0,97.0,92.0,96.0,,,81.0,88.0,86.0,7128.0,3.0,33.0,84.0,551.0,,,3.0,211442.0,0.0,30.0,,,,,86.0,839.0,157.0,453.0,282.0,839.0,52.0,217.0,0.0,87.0,78.0,23.0,93.0,103.0
1813,MASSACHUSETTS EYE AND EAR INFIRMARY (220075),2017,Acute Care,Voluntary non-profit - Private,41.0,42.362861,-71.070521,MA,,,71.0,388.0,,,,,,,,,85.0,3152.0,,,84.0,371.0,100.0,45.0,1.0,19102.0,,,,,,,77.0,169.0,130.0,455.0,240.0,180.0,,,,,,,,
