,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
3039,"JEWISH HOSPITAL, LLC (360016)",2019,Acute Care,Voluntary non-profit - Private,189.0,39.20677,-84.380372,OH,1.045,,6.0,5.741,7136.0,0.832,26.0,31.254,50418.0,0.173,7041.0,,1.0,5.796,0.943,3.0,3.18,50418.0,,23.0,0.0,0.193,147.0,5.0,3.935,1.271
3040,GRANT MEDICAL CENTER (360017),2019,Acute Care,Voluntary non-profit - Church,402.0,39.960866,-82.990621,OH,1.027,,18.0,17.52,13271.0,0.663,55.0,82.96,117826.0,0.976,11154.0,,11.0,11.266,0.924,8.0,8.654,122234.0,0.59,180.0,1.0,1.696,227.0,7.0,7.266,0.963
3041,CLEVELAND-WADE PARK VA MEDICAL CENTER (36001F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,SUMMA HEALTH SYSTEM (360020),2019,Acute Care,Voluntary non-profit - Private,617.0,41.078335,-81.500069,OH,1.176,,29.0,24.66,20899.0,0.747,109.0,145.887,173005.0,0.822,12899.0,,11.0,13.377,0.595,8.0,13.442,180353.0,1.718,410.0,6.0,3.493,358.0,12.0,9.146,1.312
3043,FIRELANDS REGIONAL MEDICAL CENTER (360025),2019,Acute Care,Voluntary non-profit - Private,211.0,41.446222,-82.708764,OH,0.358,,2.0,5.589,5747.0,0.89,34.0,38.186,41388.0,0.367,2947.0,,1.0,2.723,0.341,1.0,2.929,43123.0,0.0,136.0,0.0,1.197,60.0,0.0,1.522,0.0
3044,GREENE MEMORIAL HOSPITAL (360026),2019,Acute Care,Voluntary non-profit - Private,47.0,39.700288,-83.928781,OH,,,1.0,0.935,1779.0,0.331,2.0,6.034,11971.0,,1240.0,,2.0,0.788,,0.0,0.518,11971.0,,,,,33.0,2.0,0.825,
3045,AKRON GENERAL MEDICAL CENTER (360027),2019,Acute Care,Voluntary non-profit - Private,435.0,41.077859,-81.532787,OH,0.792,,14.0,17.682,13273.0,0.951,80.0,84.138,117075.0,0.857,11846.0,,10.0,11.668,0.566,4.0,7.062,122019.0,1.645,148.0,2.0,1.216,230.0,3.0,6.379,0.47
3046,WOOD COUNTY HOSPITAL (360029),2019,Acute Care,Voluntary non-profit - Private,98.0,41.373887,-83.665634,OH,0.0,,0.0,1.095,1621.0,0.764,6.0,7.853,11385.0,,1038.0,,0.0,0.712,,0.0,0.439,12042.0,,7.0,0.0,0.053,36.0,1.0,0.917,
3047,GRAND LAKE HEALTH SYSTEM (360032),2019,Acute Care,Voluntary non-profit - Private,62.0,40.545139,-84.369836,OH,,,0.0,0.473,932.0,0.284,1.0,3.518,6482.0,,195.0,,0.0,0.119,,0.0,0.202,7087.0,,9.0,0.0,0.075,37.0,0.0,0.911,
3048,MOUNT CARMEL WEST (360035),2019,Acute Care,Voluntary non-profit - Other,664.0,39.957782,-83.020824,OH,0.917,,30.0,32.726,26250.0,0.521,54.0,103.558,151821.0,0.389,23851.0,,9.0,23.153,0.976,10.0,10.241,164925.0,1.148,412.0,4.0,3.485,435.0,8.0,11.551,0.693
3049,WOOSTER COMMUNITY HOSPITAL (360036),2019,Acute Care,Government - Local,136.0,40.820713,-81.934247,OH,1.423,,3.0,2.108,3006.0,0.388,5.0,12.886,20068.0,0.0,1777.0,,0.0,1.208,,0.0,0.911,22515.0,,24.0,0.0,0.189,53.0,1.0,1.413,0.708
3050,ST VINCENT CHARITY MEDICAL CENTER (360037),2019,Acute Care,Voluntary non-profit - Private,201.0,41.495695,-81.674275,OH,0.769,,2.0,2.602,2523.0,0.851,13.0,15.283,26124.0,0.625,1789.0,,1.0,1.6,0.801,1.0,1.249,26124.0,,3.0,0.0,0.028,25.0,0.0,0.753,
3051,GENESIS HOSPITAL (360039),2019,Acute Care,Voluntary non-profit - Private,297.0,39.975731,-82.014245,OH,1.154,,7.0,6.068,6964.0,0.67,27.0,40.275,55869.0,1.555,4821.0,,6.0,3.859,0.374,1.0,2.677,60382.0,1.496,133.0,2.0,1.337,136.0,2.0,3.609,0.554
3052,CINCINNATI VA MEDICAL CENTER (36003F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,KNOX COMMUNITY HOSPITAL (360040),2019,Acute Care,Voluntary non-profit - Other,67.0,40.402482,-82.447579,OH,0.0,,0.0,1.21,2329.0,0.699,5.0,7.154,12066.0,,1350.0,,0.0,0.851,,0.0,0.42,12742.0,,46.0,1.0,0.505,39.0,2.0,1.103,1.813
3054,PARMA COMMUNITY GENERAL HOSPITAL (360041),2019,Acute Care,Voluntary non-profit - Private,269.0,41.382762,-81.731476,OH,0.123,,1.0,8.134,6390.0,0.648,20.0,30.881,41964.0,1.501,3098.0,,5.0,3.331,0.271,1.0,3.696,42632.0,,31.0,0.0,0.211,68.0,0.0,1.2,0.0
3055,WAYNE HOSPITAL (360044),2019,Acute Care,Voluntary non-profit - Private,57.0,40.088508,-84.635099,OH,,,0.0,0.514,983.0,1.413,3.0,2.123,4134.0,,377.0,,0.0,0.236,,0.0,0.102,4234.0,,15.0,0.0,0.109,12.0,0.0,0.283,
3056,MCCULLOUGH-HYDE MEMORIAL HOSPITAL (360046),2019,Acute Care,Voluntary non-profit - Private,46.0,39.51218,-84.740815,OH,,,0.0,0.58,1140.0,0.299,1.0,3.346,11700.0,,530.0,,0.0,0.319,,1.0,0.243,11925.0,,8.0,0.0,0.073,16.0,2.0,0.463,
3057,UNIVERSITY OF TOLEDO MEDICAL CENTER (360048),2019,Acute Care,Government - State,247.0,41.621215,-83.615382,OH,1.12,,8.0,7.143,5293.0,0.587,21.0,35.8,50073.0,0.646,5831.0,,4.0,6.194,0.775,3.0,3.871,50073.0,,10.0,0.0,0.096,113.0,3.0,3.207,0.935
3058,MIAMI VALLEY HOSPITAL (360051),2019,Acute Care,Voluntary non-profit - Private,862.0,,,OH,0.56,,16.0,28.582,18574.0,0.672,89.0,132.512,169456.0,0.154,23727.0,,4.0,26.035,1.407,21.0,14.927,189782.0,0.97,447.0,4.0,4.125,369.0,10.0,10.939,0.914
3059,GOOD SAMARITAN HOSPITAL (360052),2019,Acute Care,Voluntary non-profit - Church,334.0,,,OH,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,HOLZER MEDICAL CENTER (360054),2019,Acute Care,Voluntary non-profit - Private,251.0,38.84441,-82.236802,OH,0.0,,0.0,2.213,2200.0,0.852,10.0,11.742,18667.0,2.0,1088.0,,2.0,1.0,2.679,3.0,1.12,20062.0,,4.0,0.0,0.03,42.0,1.0,0.999,
3061,TRUMBULL REGIONAL MEDICAL CENTER (360055),2019,Acute Care,Proprietary,261.0,41.236461,-80.798765,OH,1.091,,10.0,9.167,6696.0,0.961,28.0,29.127,38622.0,0.593,4792.0,,3.0,5.057,0.465,1.0,2.151,38623.0,,17.0,1.0,0.151,62.0,2.0,1.566,1.277
3062,MERCY HOSPITAL FAIRFIELD (360056),2019,Acute Care,Voluntary non-profit - Private,210.0,39.310902,-84.519501,OH,0.16,,1.0,6.243,8290.0,0.668,25.0,37.399,53269.0,0.234,5944.0,,1.0,4.281,0.392,1.0,2.548,56540.0,,102.0,0.0,0.854,135.0,2.0,3.633,0.551
3063,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL (360058),2019,Acute Care,Government - Hospital District or Authority,42.0,40.479782,-84.638243,OH,,,1.0,0.408,819.0,0.0,0.0,1.53,5346.0,,278.0,,0.0,0.166,,0.0,0.147,6122.0,,6.0,0.0,0.044,29.0,1.0,0.771,
3064,METROHEALTH SYSTEM (360059),2019,Acute Care,Voluntary non-profit - Other,638.0,41.462239,-81.697928,OH,0.256,,7.0,27.381,16247.0,0.956,71.0,74.234,104139.0,0.39,20428.0,,11.0,28.189,1.594,15.0,9.412,124565.0,1.217,368.0,4.0,3.286,268.0,4.0,8.471,0.472
3065,MH ST ELIZABETH YOUNGSTOWN HOSPITAL (360064),2019,Acute Care,Voluntary non-profit - Church,389.0,41.114321,-80.65571,OH,0.989,,37.0,37.429,25112.0,0.66,25.0,37.878,75182.0,0.299,15790.0,,5.0,16.739,0.708,4.0,5.647,75182.0,,11.0,0.0,0.109,160.0,4.0,5.151,0.777
3066,FISHER-TITUS HOSPITAL (360065),2019,Acute Care,Voluntary non-profit - Private,147.0,41.226034,-82.602008,OH,0.757,,1.0,1.321,1777.0,0.0,0.0,6.88,10122.0,,521.0,,2.0,0.376,,0.0,0.563,11166.0,,11.0,0.0,0.105,19.0,0.0,0.422,
3067,MERCY HEALTH-ST RITA'S MEDICAL CENTER (360066),2019,Acute Care,Voluntary non-profit - Private,367.0,40.739998,-84.11745,OH,0.66,,4.0,6.065,4562.0,0.42,23.0,54.705,66189.0,0.0,2968.0,,0.0,3.272,0.69,3.0,4.35,70271.0,,86.0,0.0,0.707,178.0,7.0,4.676,1.497
3068,ST RITA'S MEDICAL CENTER (360066),2019,Acute Care,Voluntary non-profit - Private,367.0,40.739998,-84.11745,OH,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,TOLEDO HOSPITAL THE (360068),2019,Acute Care,Voluntary non-profit - Private,773.0,41.670821,-83.594834,OH,0.77,,26.0,33.786,19643.0,1.164,115.0,98.835,128870.0,0.44,22141.0,,11.0,25.003,0.869,8.0,9.211,153631.0,0.527,416.0,2.0,3.793,288.0,10.0,8.099,1.235
3070,MERCY MEDICAL CENTER (360070),2019,Acute Care,Voluntary non-profit - Private,317.0,40.812321,-81.397069,OH,0.745,,5.0,6.712,6441.0,1.488,90.0,60.488,72880.0,0.285,7097.0,,2.0,7.018,0.678,3.0,4.428,76037.0,0.0,201.0,0.0,1.625,146.0,4.0,3.863,1.035
3071,VAN WERT COUNTY HOSPITAL (360071),2019,Acute Care,Voluntary non-profit - Private,50.0,40.850314,-84.581367,OH,,,0.0,0.184,352.0,0.0,0.0,2.15,2865.0,,293.0,,0.0,0.188,,0.0,0.064,3210.0,,1.0,0.0,0.01,19.0,0.0,0.445,
3072,FAIRFIELD MEDICAL CENTER (360072),2019,Acute Care,Voluntary non-profit - Other,207.0,39.717197,-82.576653,OH,0.607,,3.0,4.94,5958.0,0.229,5.0,21.797,48620.0,2.37,4619.0,,9.0,3.798,1.388,3.0,2.162,50581.0,,35.0,0.0,0.299,138.0,5.0,3.622,1.38
3073,FLOWER HOSPITAL (360074),2019,Acute Care,Voluntary non-profit - Private,373.0,,,OH,0.434,,2.0,4.608,3756.0,1.227,23.0,18.741,25557.0,0.358,2643.0,,1.0,2.792,0.0,0.0,1.459,27337.0,,82.0,0.0,0.738,103.0,3.0,2.9,1.034
3074,UHHS RICHMOND HEIGHTS HOSPITAL (360075),2019,Acute Care,Proprietary,102.0,41.581043,-81.490272,OH,0.0,,0.0,1.547,2425.0,0.851,11.0,12.92,20866.0,1.235,2170.0,,2.0,1.619,,0.0,0.97,20866.0,,30.0,0.0,0.272,18.0,1.0,0.384,
3075,ATRIUM MEDICAL CENTER (360076),2019,Acute Care,Voluntary non-profit - Private,274.0,,,OH,0.0,,0.0,5.162,5792.0,0.529,13.0,24.579,37745.0,0.0,4805.0,,0.0,3.978,0.585,1.0,1.71,38684.0,,52.0,0.0,0.411,106.0,0.0,2.746,0.0
3076,FAIRVIEW HOSPITAL (360077),2019,Acute Care,Voluntary non-profit - Private,434.0,41.450069,-81.820996,OH,0.262,,6.0,22.908,22694.0,0.713,49.0,68.746,97573.0,0.597,13499.0,,8.0,13.395,1.561,12.0,7.689,116156.0,0.0,169.0,0.0,1.507,406.0,2.0,10.542,0.19
3077,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER (360078),2019,Acute Care,Voluntary non-profit - Private,223.0,41.176723,-81.245887,OH,2.697,,7.0,2.595,3753.0,0.525,12.0,22.841,29668.0,1.775,2429.0,,3.0,1.69,0.889,1.0,1.125,30827.0,,39.0,0.0,0.305,30.0,0.0,0.723,
3078,KETTERING MEDICAL CENTER (360079),2019,Acute Care,Voluntary non-profit - Church,391.0,39.695603,-84.190993,OH,0.81,,13.0,16.055,11346.0,0.398,27.0,67.864,102253.0,0.309,11478.0,,4.0,12.954,1.218,10.0,8.21,114772.0,0.0,399.0,0.0,3.657,310.0,9.0,8.28,1.087
3079,DAYTON VA MEDICAL CENTER (36007F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,EAST OHIO REGIONAL HOSPITAL (360080),2019,Acute Care,Voluntary non-profit - Other,125.0,40.098644,-80.720889,OH,,,1.0,0.781,1509.0,0.533,2.0,3.75,8264.0,,1256.0,,0.0,0.774,,1.0,0.41,8264.0,,,,,7.0,0.0,0.213,
3081,MERCY ST CHARLES HOSPITAL (360081),2019,Acute Care,Voluntary non-profit - Church,236.0,41.636669,-83.486589,OH,1.372,,3.0,2.186,2594.0,0.347,4.0,11.532,24649.0,0.972,2899.0,,3.0,3.086,1.982,2.0,1.009,25416.0,,62.0,1.0,0.54,83.0,0.0,2.285,0.0
3082,EUCLID HOSPITAL (360082),2019,Acute Care,Voluntary non-profit - Other,200.0,41.596734,-81.547421,OH,0.208,,1.0,4.811,5803.0,1.183,17.0,14.367,25258.0,0.426,2932.0,,1.0,2.347,2.575,3.0,1.165,25258.0,,6.0,0.0,0.046,26.0,0.0,0.676,
3083,AULTMAN HOSPITAL (360084),2019,Acute Care,Voluntary non-profit - Other,525.0,40.796852,-81.403575,OH,1.048,,19.0,18.13,13396.0,0.922,86.0,93.276,106503.0,1.402,10444.0,,16.0,11.411,0.762,5.0,6.565,119072.0,0.672,167.0,1.0,1.489,260.0,3.0,6.688,0.449
3084,OHIO STATE UNIVERSITY HOSPITALS (360085),2019,Acute Care,Government - State,1037.0,39.994884,-83.017686,OH,0.45,,30.0,66.69,41176.0,0.711,175.0,245.968,257445.0,0.86,47224.0,,43.0,50.009,0.59,17.0,28.792,264525.0,0.507,224.0,1.0,1.972,593.0,20.0,17.604,1.136
3085,MERCY HEALTH - SPRINGFIELD REGIONAL MEDICAL CENTER (360086),2019,Acute Care,Voluntary non-profit - Private,254.0,39.927624,-83.81574,OH,0.5,,5.0,10.006,11315.0,0.487,21.0,43.121,63849.0,0.139,8863.0,,1.0,7.22,0.303,1.0,3.296,66539.0,,16.0,0.0,0.149,141.0,2.0,3.743,0.534
3086,LUTHERAN HOSPITAL (360087),2019,Acute Care,Voluntary non-profit - Private,202.0,41.487243,-81.705834,OH,0.0,,0.0,1.396,2039.0,0.442,2.0,4.526,15149.0,0.0,1912.0,,0.0,1.245,,0.0,0.491,15149.0,,,,,,,,
3087,MERCY TIFFIN HOSPITAL (360089),2019,Acute Care,Voluntary non-profit - Church,46.0,41.105138,-83.217094,OH,,,0.0,0.455,816.0,0.0,0.0,1.887,6441.0,,190.0,,0.0,0.123,,1.0,0.19,7118.0,,24.0,0.0,0.221,5.0,0.0,0.124,
3088,CHILLICOTHE VA MEDICAL CENTER (36008F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,ST LUKE'S HOSPITAL (360090),2019,Acute Care,Voluntary non-profit - Other,174.0,41.558756,-83.681608,OH,0.635,,4.0,6.297,8011.0,0.732,32.0,43.734,43500.0,0.208,6161.0,,1.0,4.804,1.752,4.0,2.283,44761.0,,83.0,0.0,0.626,141.0,3.0,3.683,0.815
3090,MEDINA HOSPITAL (360091),2019,Acute Care,Voluntary non-profit - Private,145.0,41.138885,-81.836933,OH,0.944,,5.0,5.299,7628.0,0.744,17.0,22.854,25090.0,2.03,3635.0,,5.0,2.463,3.407,4.0,1.174,25090.0,,7.0,0.0,0.057,81.0,6.0,2.044,2.935
3091,MEMORIAL HOSPITAL (360092),2019,Acute Care,Government - Local,57.0,40.231291,-83.368841,OH,,,1.0,0.592,1136.0,0.0,0.0,2.529,6607.0,,165.0,,0.0,0.103,,0.0,0.188,6607.0,,16.0,0.0,0.12,30.0,0.0,0.838,
3092,BLANCHARD VALLEY HOSPITAL (360095),2019,Acute Care,Voluntary non-profit - Other,151.0,41.017241,-83.650339,OH,0.246,,1.0,4.057,5526.0,0.526,9.0,17.123,28229.0,0.411,3491.0,,1.0,2.431,0.0,0.0,1.206,31859.0,0.0,144.0,0.0,1.168,129.0,5.0,3.203,1.561
3093,EAST LIVERPOOL CITY HOSPITAL (360096),2019,Acute Care,Voluntary non-profit - Private,129.0,40.621409,-80.586218,OH,0.0,,0.0,1.348,1754.0,0.377,3.0,7.951,20652.0,0.0,1661.0,,0.0,1.293,,0.0,0.838,20652.0,,,,,5.0,0.0,0.158,
3094,LAKE HEALTH (360098),2019,Acute Care,Voluntary non-profit - Private,324.0,41.664251,-81.24466,OH,0.0,,0.0,5.926,6992.0,0.912,43.0,47.166,61557.0,0.0,3878.0,,0.0,3.188,0.667,2.0,2.999,64877.0,,67.0,1.0,0.617,161.0,1.0,4.151,0.241
3095,BELLEVUE HOSPITAL (360107),2019,Acute Care,Voluntary non-profit - Other,50.0,41.28508,-82.882559,OH,,,0.0,0.511,1003.0,0.512,2.0,3.903,6248.0,,753.0,,0.0,0.457,,0.0,0.304,7157.0,,79.0,0.0,0.67,13.0,0.0,0.33,
3096,COSHOCTON REGIONAL MEDICAL CENTER (360109),2019,Acute Care,Voluntary non-profit - Private,56.0,40.270442,-81.847577,OH,,,0.0,0.67,1292.0,1.395,5.0,3.583,6563.0,,546.0,,0.0,0.342,,0.0,0.243,6563.0,,7.0,0.0,0.051,15.0,0.0,0.422,
3097,MERCY HEALTH ST VINCENT MEDICAL CENTER (360112),2019,Acute Care,Voluntary non-profit - Church,364.0,41.668493,-83.541725,OH,0.792,,7.0,8.837,4937.0,0.178,9.0,50.64,69990.0,0.575,6054.0,,4.0,6.958,0.825,5.0,6.063,77826.0,,112.0,1.0,0.987,114.0,2.0,3.296,0.607
3098,OHIOHEALTH MANSFIELD HOSPITAL (360118),2019,Acute Care,Voluntary non-profit - Private,247.0,40.753365,-82.529517,OH,0.99,,7.0,7.07,7543.0,1.268,39.0,30.755,43826.0,0.274,4504.0,,1.0,3.646,0.0,0.0,1.751,46449.0,,51.0,0.0,0.452,104.0,0.0,2.566,0.0
3099,COMMUNITY HOSPITALS AND WELLNESS CENTERS (360121),2019,Acute Care,Voluntary non-profit - Other,75.0,41.47461,-84.556824,OH,,,0.0,0.555,801.0,0.781,3.0,3.839,6415.0,,229.0,,0.0,0.161,,0.0,0.124,6972.0,,16.0,0.0,0.158,59.0,1.0,1.485,0.673
3100,ST JOHN MEDICAL CENTER (360123),2019,Acute Care,Voluntary non-profit - Private,155.0,41.435854,-81.940704,OH,0.394,,2.0,5.073,6346.0,0.857,17.0,19.846,36036.0,0.465,2647.0,,1.0,2.149,0.0,0.0,1.171,37678.0,,3.0,0.0,0.025,61.0,0.0,1.562,0.0
3101,ASHTABULA COUNTY MEDICAL CENTER (360125),2019,Acute Care,Voluntary non-profit - Private,131.0,41.880148,-80.795674,OH,0.0,,0.0,3.719,5350.0,0.171,2.0,11.72,18263.0,0.0,2539.0,,0.0,1.745,,1.0,0.909,19096.0,,19.0,0.0,0.162,28.0,0.0,0.763,
3102,ALLIANCE COMMUNITY HOSPITAL (360131),2019,Acute Care,Voluntary non-profit - Other,167.0,40.901679,-81.102736,OH,,,0.0,0.72,895.0,0.472,7.0,14.821,9226.0,,335.0,,0.0,0.284,,1.0,0.504,9226.0,,16.0,0.0,0.149,24.0,1.0,0.663,
3103,FORT HAMILTON HUGHES MEMORIAL HOSPITAL (360132),2019,Acute Care,Voluntary non-profit - Private,168.0,39.415153,-84.573822,OH,1.313,,2.0,1.523,2197.0,0.438,8.0,18.277,32508.0,0.0,3639.0,,0.0,2.523,0.0,0.0,1.731,34109.0,,34.0,0.0,0.351,26.0,2.0,0.619,
3104,GRANDVIEW HOSPITAL & MEDICAL CENTER (360133),2019,Acute Care,Voluntary non-profit - Other,288.0,39.768985,-84.202998,OH,0.506,,6.0,11.855,9964.0,0.518,21.0,40.53,68633.0,0.113,8446.0,,1.0,8.865,1.278,7.0,5.479,74036.0,0.0,148.0,0.0,1.337,97.0,1.0,2.621,0.382
3105,GOOD SAMARITAN HOSPITAL (360134),2019,Acute Care,Voluntary non-profit - Church,456.0,39.140612,-84.52227,OH,1.04,,10.0,9.617,7183.0,0.588,36.0,61.199,83646.0,0.138,13689.0,,2.0,14.534,0.36,2.0,5.554,103010.0,,118.0,0.0,0.981,172.0,2.0,5.483,0.365
3106,UH CLEVELAND MEDICAL CENTER (360137),2019,Acute Care,Voluntary non-profit - Private,679.0,41.507309,-81.607239,OH,0.974,,42.0,43.137,23492.0,0.855,125.0,146.256,179108.0,0.988,29260.0,,32.0,32.374,1.018,19.0,18.667,191829.0,0.877,502.0,4.0,4.561,483.0,7.0,14.167,0.494
3107,"STEWARD NORTHSIDE MEDICAL CENTER, INC (360141)",2019,Acute Care,Proprietary,154.0,,,OH,0.0,,0.0,2.082,2018.0,0.654,3.0,4.59,8938.0,0.0,1043.0,,0.0,1.006,,0.0,0.312,9658.0,,21.0,1.0,0.184,29.0,0.0,0.785,
3108,MARYMOUNT HOSPITAL (360143),2019,Acute Care,Voluntary non-profit - Private,283.0,41.422416,-81.598271,OH,1.049,,7.0,6.673,7704.0,0.978,24.0,24.538,30045.0,0.709,3405.0,,2.0,2.821,1.468,3.0,2.043,30045.0,,54.0,1.0,0.439,65.0,2.0,1.724,1.16
3109,SOUTH POINTE HOSPITAL (360144),2019,Acute Care,Voluntary non-profit - Other,164.0,41.449865,-81.537829,OH,0.29,,2.0,6.895,6674.0,1.068,21.0,19.668,30084.0,0.481,4604.0,,2.0,4.161,0.536,1.0,1.864,30084.0,,,,,23.0,0.0,0.635,
3110,UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER (360145),2019,Acute Care,Voluntary non-profit - Private,237.0,41.366935,-82.097791,OH,0.799,,5.0,6.254,8279.0,0.793,27.0,34.066,43080.0,0.211,6775.0,,1.0,4.734,0.539,1.0,1.857,44368.0,,17.0,0.0,0.169,53.0,0.0,1.341,0.0
3111,MARIETTA MEMORIAL HOSPITAL (360147),2019,Acute Care,Voluntary non-profit - Other,186.0,39.431621,-81.464717,OH,1.287,,6.0,4.663,5642.0,1.454,49.0,33.689,47920.0,1.154,6385.0,,6.0,5.201,1.209,3.0,2.482,49491.0,1.938,108.0,2.0,1.032,192.0,4.0,5.296,0.755
3112,POMERENE HOSPITAL (360148),2019,Acute Care,Government - Local,41.0,40.56432,-81.920492,OH,,,0.0,0.231,457.0,,0.0,0.966,5260.0,,108.0,,0.0,0.066,,0.0,0.129,5946.0,,2.0,0.0,0.016,18.0,0.0,0.496,
3113,SUMMA WESTERN RESERVE HOSPITAL (360150),2019,Acute Care,Voluntary non-profit - Other,87.0,41.132948,-81.509907,OH,0.0,,0.0,2.089,3472.0,1.046,14.0,13.387,13125.0,0.697,2006.0,,1.0,1.434,,0.0,0.431,13125.0,,9.0,0.0,0.072,30.0,0.0,0.901,
3114,DOCTORS HOSPITAL (360152),2019,Acute Care,Voluntary non-profit - Church,172.0,39.951968,-83.136709,OH,1.164,,6.0,5.156,4926.0,0.868,30.0,34.56,45488.0,0.681,3268.0,,2.0,2.938,0.767,2.0,2.607,47385.0,,83.0,1.0,0.798,70.0,2.0,1.975,1.013
3115,BELMONT COMMUNITY HOSPITAL (360153),2019,Acute Care,Voluntary non-profit - Private,43.0,,,OH,,,,,,0.0,0.0,1.277,5236.0,,,,,,,0.0,0.135,5236.0,,,,,,,,
3116,SOUTHWEST GENERAL HEALTH CENTER (360155),2019,Acute Care,Voluntary non-profit - Private,278.0,41.37208,-81.83291,OH,0.69,,5.0,7.246,7641.0,1.154,44.0,38.132,51114.0,1.649,5991.0,,8.0,4.851,1.195,3.0,2.511,53834.0,1.754,146.0,2.0,1.14,107.0,1.0,2.65,0.377
3117,MEMORIAL HOSPITAL (360156),2019,Acute Care,Voluntary non-profit - Other,80.0,41.339982,-83.135219,OH,,,0.0,0.453,644.0,0.0,0.0,1.741,3515.0,,203.0,,0.0,0.148,,0.0,0.14,3859.0,,3.0,0.0,0.022,18.0,0.0,0.399,
3118,ADENA REGIONAL MEDICAL CENTER (360159),2019,Acute Care,Voluntary non-profit - Private,191.0,39.394593,-82.969781,OH,0.305,,2.0,6.563,6117.0,0.598,19.0,31.767,45270.0,2.099,4073.0,,7.0,3.335,4.216,10.0,2.372,47517.0,,47.0,0.0,0.458,140.0,3.0,3.669,0.818
3119,MH ST JOSEPH WARREN HOSPITAL (360161),2019,Acute Care,Voluntary non-profit - Church,133.0,41.230955,-80.778347,OH,0.0,,0.0,4.524,4464.0,0.793,12.0,15.141,33038.0,0.793,2722.0,,2.0,2.522,0.549,1.0,1.82,35303.0,,33.0,0.0,0.317,99.0,2.0,2.803,0.714
3120,ST JOSEPH WARREN HOSPITAL (360161),2019,Acute Care,Voluntary non-profit - Church,133.0,41.230955,-80.778347,OH,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,CHRIST HOSPITAL (360163),2019,Acute Care,Voluntary non-profit - Private,484.0,39.121167,-84.508502,OH,0.547,,7.0,12.802,12026.0,1.314,96.0,73.032,91311.0,0.797,13029.0,,10.0,12.547,1.419,9.0,6.342,101479.0,2.105,457.0,8.0,3.801,306.0,7.0,7.984,0.877
3122,BERGER HOSPITAL (360170),2019,Acute Care,Government - Local,82.0,39.610281,-82.937747,OH,,,1.0,0.718,1410.0,0.0,0.0,3.265,10045.0,,584.0,,0.0,0.364,,0.0,0.396,10833.0,,33.0,0.0,0.267,39.0,0.0,0.971,
3123,MERCY HEALTH-LORAIN HOSPITAL (360172),2019,Acute Care,Voluntary non-profit - Private,241.0,41.436002,-82.235212,OH,0.606,,4.0,6.599,7899.0,1.061,17.0,16.026,32999.0,0.169,5728.0,,1.0,5.905,1.484,2.0,1.348,34719.0,,76.0,2.0,0.701,85.0,0.0,2.297,0.0
3124,UPPER VALLEY MEDICAL CENTER (360174),2019,Acute Care,Voluntary non-profit - Private,162.0,40.087789,-84.223537,OH,0.468,,1.0,2.135,3089.0,0.444,6.0,13.509,17475.0,0.0,1842.0,,0.0,1.284,,0.0,0.806,17743.0,,19.0,0.0,0.169,77.0,0.0,2.165,0.0
3125,CLINTON MEMORIAL HOSPITAL (360175),2019,Acute Care,Government - Local,79.0,39.445542,-83.839406,OH,4.902,,5.0,1.02,1476.0,1.288,5.0,3.882,10599.0,,935.0,,0.0,0.657,,0.0,0.345,11510.0,,9.0,0.0,0.068,38.0,0.0,1.046,0.0
3126,BETHESDA NORTH (360179),2019,Acute Care,Voluntary non-profit - Church,369.0,39.251968,-84.343986,OH,0.288,,3.0,10.402,12415.0,1.043,72.0,69.049,94209.0,0.332,11297.0,,3.0,9.038,0.798,4.0,5.01,103129.0,,117.0,1.0,0.876,306.0,10.0,9.876,1.013
