,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
1845,WALDO COUNTY GENERAL HOSPITAL (201312),2014,Critical Access,Voluntary non-profit - Private,28.0,44.412759,-68.995102,ME,,,0.0,0.075,58.0,0.0,0.0,1.41,2257.0,,18.0,,0.0,0.027,,0.0,0.373,4551.0,,,,,,,,
1846,SEBASTICOOK VALLEY HOSPITAL (201313),2014,Critical Access,Voluntary non-profit - Private,25.0,44.790826,-69.371269,ME,,,,,,,0.0,0.298,546.0,,,,,,,,,,,,,,,,,
1847,REDINGTON FAIRVIEW GENERAL HOSPITAL (201314),2014,Critical Access,Voluntary non-profit - Other,25.0,44.758336,-69.713495,ME,,,0.0,0.305,235.0,0.424,1.0,2.359,4597.0,,72.0,,0.0,0.109,,,,,,,,,,,,
1848,STEPHENS MEMORIAL HOSPITAL (201315),2014,Critical Access,Voluntary non-profit - Private,25.0,44.209539,-70.532978,ME,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,MERITUS MEDICAL CENTER (210001),2014,Acute Care,Voluntary non-profit - Private,258.0,39.623764,-77.683344,MD,1.063,,6.0,5.646,4705.0,1.542,18.0,11.674,16530.0,0.349,3816.0,,2.0,5.725,,0.0,0.687,17297.0,1.599,194.0,3.0,1.876,147.0,3.0,4.755,0.631
1850,UNIVERSITY OF MARYLAND MEDICAL CENTER (210002),2014,Acute Care,Voluntary non-profit - Private,764.0,39.28747,-76.623577,MD,3.039,,249.0,81.938,29409.0,1.138,173.0,152.052,161405.0,0.634,32992.0,,52.0,82.067,,,,,,,,,,,,
1851,PRINCE GEORGES  HOSPITAL CENTER (210003),2014,Acute Care,Voluntary non-profit - Private,273.0,38.930923,-76.922638,MD,0.134,,2.0,14.923,6632.0,0.635,18.0,28.363,40410.0,0.357,5243.0,,4.0,11.213,,,,,,,,,4.0,0.0,0.149,
1852,HOLY CROSS HOSPITAL (210004),2014,Acute Care,Voluntary non-profit - Church,443.0,39.016055,-77.034198,MD,0.905,,19.0,20.991,8952.0,0.572,33.0,57.693,77137.0,0.473,9779.0,,11.0,23.232,,,,,1.162,853.0,9.0,7.744,266.0,0.0,8.134,0.0
1853,FREDERICK MEMORIAL HOSPITAL (210005),2014,Acute Care,Voluntary non-profit - Private,277.0,39.423745,-77.41407,MD,2.821,,6.0,2.127,1636.0,1.239,41.0,33.092,53401.0,0.493,1313.0,,1.0,2.028,1.236,3.0,2.428,58964.0,,8.0,0.0,0.081,32.0,1.0,0.954,
1854,HARFORD MEMORIAL HOSPITAL (210006),2014,Acute Care,Voluntary non-profit - Private,87.0,39.54348,-76.091528,MD,0.835,,1.0,1.197,920.0,0.351,1.0,2.851,6154.0,,603.0,,1.0,0.906,,,,,,,,,27.0,1.0,0.885,
1855,MERCY MEDICAL CENTER INC (210008),2014,Acute Care,Voluntary non-profit - Church,254.0,39.29255,-76.61355,MD,,,,,,1.303,55.0,42.199,42624.0,0.484,2625.0,,3.0,6.197,,,,,,,,,159.0,12.0,4.838,2.48
1856,"JOHNS HOPKINS HOSPITAL, THE (210009)",2014,Acute Care,Voluntary non-profit - Private,984.0,39.297502,-76.590807,MD,,,,,,1.15,69.0,59.996,63363.0,0.438,32009.0,,32.0,73.08,,,,,,,,,,,,
1857,SAINT AGNES HOSPITAL (210011),2014,Acute Care,Voluntary non-profit - Church,290.0,39.272628,-76.670816,MD,0.434,,3.0,6.92,4176.0,1.864,21.0,11.266,19719.0,0.392,4351.0,,3.0,7.649,0.969,1.0,1.032,20824.0,,,,,,,,
1858,SINAI HOSPITAL OF BALTIMORE (210012),2014,Acute Care,Voluntary non-profit - Other,440.0,39.354645,-76.66233,MD,3.542,,53.0,14.965,6825.0,1.127,116.0,102.955,120026.0,0.877,7245.0,,13.0,14.818,0.305,1.0,3.279,31754.0,3.157,327.0,10.0,3.168,104.0,11.0,3.257,3.377
1859,BON SECOURS HOSPITAL (210013),2014,Acute Care,Voluntary non-profit - Private,89.0,39.288027,-76.648633,MD,0.718,,1.0,1.393,1072.0,0.344,4.0,11.638,21738.0,0.0,1453.0,,0.0,2.18,1.896,2.0,1.055,7570.0,,,,,18.0,0.0,0.618,
1860,MEDSTAR FRANKLIN SQUARE MEDICAL CENTER (210015),2014,Acute Care,Voluntary non-profit - Private,364.0,39.350335,-76.481012,MD,0.851,,5.0,5.878,4898.0,,,,21114.0,0.0,3745.0,,0.0,6.092,,,,,,,,,121.0,1.0,3.974,0.252
1861,WASHINGTON ADVENTIST HOSPITAL (210016),2014,Acute Care,Voluntary non-profit - Private,216.0,39.0506,-76.956948,MD,0.0,,0.0,4.047,2041.0,1.621,18.0,11.104,14840.0,0.837,3042.0,,5.0,5.974,,,,,,,,,,,,
1862,GARRETT COUNTY MEMORIAL HOSPITAL (210017),2014,Acute Care,Voluntary non-profit - Private,36.0,39.413325,-79.40273,MD,,,0.0,0.539,414.0,,0.0,0.05,135.0,,104.0,,0.0,0.157,,0.0,0.131,1591.0,,21.0,0.0,0.206,17.0,0.0,0.54,
1863,MEDSTAR MONTGOMERY MEDICAL CENTER (210018),2014,Acute Care,Voluntary non-profit - Private,126.0,39.153858,-77.056819,MD,0.766,,1.0,1.306,1004.0,0.559,3.0,5.363,7196.0,0.0,1227.0,,0.0,1.841,,,,,,24.0,0.0,0.22,55.0,2.0,1.689,1.184
1864,PENINSULA REGIONAL MEDICAL CENTER (210019),2014,Acute Care,Voluntary non-profit - Private,298.0,38.363068,-75.599489,MD,2.539,,20.0,7.876,5945.0,1.5,78.0,51.988,56815.0,0.286,4763.0,,2.0,6.996,,,,,,,,,,,,
1865,SUBURBAN HOSPITAL (210022),2014,Acute Care,Voluntary non-profit - Private,229.0,38.997251,-77.10922,MD,,,,,,1.3,16.0,12.305,13913.0,0.47,2834.0,,2.0,4.252,,,,,,,,,,,,
1866,ANNE ARUNDEL MEDICAL CENTER (210023),2014,Acute Care,Voluntary non-profit - Private,376.0,38.991115,-76.536058,MD,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,MEDSTAR UNION MEMORIAL HOSPITAL (210024),2014,Acute Care,Voluntary non-profit - Other,208.0,39.330382,-76.61438,MD,0.452,,6.0,13.279,6012.0,1.269,38.0,29.949,42844.0,0.117,4358.0,,1.0,8.512,0.471,1.0,2.124,42844.0,,21.0,0.0,0.199,36.0,0.0,1.273,0.0
1868,WESTERN MARYLAND REGIONAL MEDICAL CENTER (210027),2014,Acute Care,Voluntary non-profit - Private,226.0,39.650091,-78.732777,MD,0.716,,2.0,2.793,2327.0,0.929,29.0,31.216,41308.0,0.0,1728.0,,0.0,2.592,,,,,,13.0,0.0,0.128,84.0,5.0,2.675,1.869
1869,MEDSTAR SAINT MARY'S HOSPITAL (210028),2014,Acute Care,Voluntary non-profit - Private,95.0,38.299239,-76.640383,MD,2.941,,4.0,1.36,1046.0,0.616,6.0,9.746,15240.0,0.0,711.0,,0.0,1.067,,0.0,0.642,10757.0,,32.0,0.0,0.269,19.0,0.0,0.595,
1870,JOHNS HOPKINS BAYVIEW MEDICAL CENTER (210029),2014,Acute Care,Voluntary non-profit - Private,441.0,39.287285,-76.552134,MD,0.644,,2.0,3.104,1113.0,1.329,28.0,21.062,21964.0,0.217,6600.0,,4.0,18.403,,,,,,,,,,,,
1871,UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN (210030),2014,Acute Care,Voluntary non-profit - Private,29.0,39.216845,-76.064492,MD,,,,,,,3.0,0.904,2074.0,,346.0,,0.0,0.519,,,,,,,,,,,,
1872,UNION HOSPITAL OF CECIL COUNTY (210032),2014,Acute Care,Voluntary non-profit - Private,120.0,39.60801,-75.831028,MD,,,1.0,0.812,625.0,1.359,11.0,8.092,11584.0,0.0,770.0,,0.0,1.156,,,,,,,,,,,,
1873,CARROLL HOSPITAL CENTER (210033),2014,Acute Care,Voluntary non-profit - Private,161.0,39.556135,-76.991655,MD,0.33,,1.0,3.026,2328.0,0.948,7.0,7.385,9071.0,0.449,1484.0,,1.0,2.227,,,,,,,,,68.0,2.0,1.999,1.001
1874,MEDSTAR HARBOR HOSPITAL (210034),2014,Acute Care,Voluntary non-profit - Private,144.0,39.251349,-76.615048,MD,0.0,,0.0,2.687,2239.0,1.028,6.0,5.837,8458.0,0.0,1436.0,,0.0,2.156,,,,,,,,,44.0,0.0,1.408,0.0
1875,UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER (210035),2014,Acute Care,Voluntary non-profit - Private,106.0,38.529266,-76.970818,MD,0.48,,1.0,2.084,1737.0,0.973,7.0,7.194,10180.0,0.835,1597.0,,2.0,2.396,,,,,,,,,,,,
1876,UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON (210037),2014,Acute Care,Voluntary non-profit - Private,169.0,38.769655,-76.075825,MD,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS (210038),2014,Acute Care,Voluntary non-profit - Other,177.0,39.300389,-76.62086,MD,0.0,,0.0,1.321,1101.0,0.0,0.0,2.817,6907.0,0.0,1625.0,,0.0,2.439,,0.0,0.167,4667.0,,1.0,0.0,0.008,7.0,0.0,0.25,
1878,CALVERT MEMORIAL HOSPITAL (210039),2014,Acute Care,Voluntary non-profit - Other,92.0,38.558601,-76.597788,MD,,,0.0,0.98,754.0,0.565,2.0,3.539,6680.0,,501.0,,0.0,0.752,,,,,,57.0,0.0,0.633,15.0,0.0,0.459,
1879,NORTHWEST HOSPITAL CENTER (210040),2014,Acute Care,Voluntary non-profit - Private,242.0,39.359208,-76.782944,MD,2.672,,9.0,3.368,2807.0,1.798,25.0,13.902,18400.0,0.306,2180.0,,1.0,3.271,,,,,,,,,,,,
1880,UNIVERITY OF MD BALTO WASHINGTON  MEDICAL CENTER (210043),2014,Acute Care,Voluntary non-profit - Other,298.0,39.138784,-76.622247,MD,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,GREATER BALTIMORE MEDICAL CENTER (210044),2014,Acute Care,Voluntary non-profit - Private,329.0,39.393497,-76.628092,MD,0.926,,7.0,7.558,3276.0,0.896,34.0,37.963,46916.0,0.308,3007.0,,2.0,6.493,1.414,4.0,2.829,58548.0,,,,,,,,
1882,EDWARD MCCREADY MEMORIAL HOSPITAL (210045),2014,Acute Care,Voluntary non-profit - Private,7.0,37.996011,-75.852366,MD,,,,,,,1.0,0.477,1095.0,,,,,,,0.0,0.039,1095.0,,,,,,,,
1883,HOWARD COUNTY GENERAL HOSPITAL (210048),2014,Acute Care,Voluntary non-profit - Private,247.0,39.214405,-76.887198,MD,,,,,,0.995,14.0,14.064,16120.0,0.545,2271.0,,2.0,3.672,,,,,,,,,,,,
1884,UPPER CHESAPEAKE MEDICAL CENTER (210049),2014,Acute Care,Voluntary non-profit - Other,171.0,39.519469,-76.348354,MD,1.511,,5.0,3.308,2545.0,0.732,6.0,8.193,14843.0,0.357,1866.0,,1.0,2.8,,,,,,,,,107.0,2.0,3.45,0.58
1885,DOCTORS'  COMMUNITY HOSPITAL (210051),2014,Acute Care,Proprietary,198.0,38.980428,-76.864641,MD,0.563,,3.0,5.33,4441.0,0.518,3.0,5.793,12099.0,0.167,3996.0,,1.0,5.995,,,,,,,,,,,,
1886,LAUREL REGIONAL MEDICAL CENTER (210055),2014,Acute Care,Voluntary non-profit - Private,137.0,39.084742,-76.881591,MD,0.84,,2.0,2.382,1832.0,1.181,18.0,15.239,22943.0,1.211,1101.0,,2.0,1.652,,,,,,,,,,,,
1887,MEDSTAR GOOD SAMARITAN HOSPITAL (210056),2014,Acute Care,Voluntary non-profit - Other,260.0,39.359301,-76.588684,MD,0.0,,0.0,3.69,3075.0,2.242,81.0,36.129,47419.0,0.668,2992.0,,3.0,4.488,,,,,,,,,,,,
1888,SHADY GROVE ADVENTIST HOSPITAL (210057),2014,Acute Care,Voluntary non-profit - Church,346.0,39.098046,-77.201027,MD,1.402,,5.0,3.566,1783.0,1.674,27.0,16.13,19844.0,0.572,4009.0,,5.0,8.747,,,,,,,,,,,,
1889,FORT WASHINGTON HOSPITAL (210060),2014,Acute Care,Voluntary non-profit - Other,30.0,38.728813,-76.991588,MD,,,0.0,0.836,643.0,0.0,0.0,1.121,2446.0,,526.0,,0.0,0.79,,,,,,11.0,0.0,0.087,6.0,0.0,0.169,
1890,ATLANTIC GENERAL HOSPITAL (210061),2014,Acute Care,Voluntary non-profit - Private,51.0,38.338604,-75.210472,MD,,,,,,0.0,0.0,1.776,3429.0,1.947,1027.0,,3.0,1.541,,,,,,,,,,,,
1891,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER (210062),2014,Acute Care,Voluntary non-profit - Private,206.0,38.75025,-76.874997,MD,,,0.0,0.896,747.0,1.057,10.0,9.461,13961.0,1.654,806.0,,2.0,1.209,,,,,,,,,,,,
1892,UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER (210063),2014,Acute Care,Voluntary non-profit - Private,250.0,39.388123,-76.613278,MD,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE (21020F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,"HEALTHALLIANCE HOSPITALS, INC (220001)",2014,Acute Care,Voluntary non-profit - Other,125.0,42.541193,-71.763033,MA,0.657,,2.0,3.046,2343.0,0.951,17.0,17.883,22709.0,0.0,1035.0,,0.0,1.554,3.142,4.0,1.273,24625.0,,50.0,0.0,0.504,50.0,3.0,1.586,1.892
1895,MOUNT AUBURN HOSPITAL (220002),2014,Acute Care,Voluntary non-profit - Private,202.0,42.374917,-71.134107,MA,0.591,,5.0,8.463,3476.0,1.306,42.0,32.149,43227.0,0.248,3285.0,,2.0,8.065,0.0,0.0,2.629,48336.0,0.0,176.0,0.0,1.173,71.0,0.0,1.985,0.0
1896,STURDY MEMORIAL HOSPITAL (220008),2014,Acute Care,Voluntary non-profit - Other,129.0,41.942695,-71.275279,MA,1.246,,6.0,4.816,2474.0,0.433,5.0,11.557,19498.0,0.0,1276.0,,0.0,2.392,1.887,2.0,1.06,21039.0,,115.0,2.0,0.975,81.0,4.0,2.436,1.642
1897,LAWRENCE GENERAL HOSPITAL (220010),2014,Acute Care,Voluntary non-profit - Private,188.0,,,MA,0.369,,1.0,2.71,2085.0,1.478,35.0,23.674,33722.0,0.0,976.0,,0.0,1.465,0.0,0.0,2.357,37876.0,,36.0,1.0,0.264,71.0,3.0,2.028,1.479
1898,CAMBRIDGE HEALTH ALLIANCE (220011),2014,Acute Care,Government - Local,257.0,42.374186,-71.104455,MA,1.674,,5.0,2.987,2298.0,1.661,33.0,19.865,24183.0,0.0,1360.0,,0.0,2.041,0.0,0.0,1.432,26052.0,,44.0,0.0,0.337,56.0,2.0,1.745,1.146
1899,CAPE COD HOSPITAL (220012),2014,Acute Care,Voluntary non-profit - Private,259.0,41.652823,-70.274847,MA,1.969,,12.0,6.094,4299.0,1.021,43.0,42.101,52310.0,0.0,2277.0,,0.0,3.296,0.0,0.0,2.503,53639.0,,41.0,1.0,0.329,171.0,5.0,5.057,0.989
1900,"COOLEY DICKINSON HOSPITAL INC,THE (220015)",2014,Acute Care,Voluntary non-profit - Private,140.0,42.331626,-72.653372,MA,2.679,,4.0,1.493,1148.0,1.521,26.0,17.091,23258.0,0.0,969.0,,0.0,1.455,,0.0,0.915,24802.0,,83.0,0.0,0.61,94.0,6.0,2.863,2.096
1901,BAYSTATE FRANKLIN MEDICAL CENTER (220016),2014,Acute Care,Voluntary non-profit - Private,89.0,42.595606,-72.591287,MA,,,3.0,0.606,383.0,0.491,3.0,6.116,11405.0,,126.0,,1.0,0.225,,0.0,0.574,12247.0,,22.0,0.0,0.158,34.0,1.0,1.012,0.988
1902,CARNEY HOSPITAL (220017),2014,Acute Care,Proprietary,134.0,42.278108,-71.066442,MA,0.0,,0.0,1.295,1079.0,0.872,16.0,18.356,18791.0,,539.0,,0.0,0.81,0.948,1.0,1.055,18791.0,,46.0,0.0,0.339,33.0,0.0,0.791,
1903,HARRINGTON MEMORIAL HOSPITAL (220019),2014,Acute Care,Voluntary non-profit - Private,125.0,42.077182,-72.042065,MA,0.999,,1.0,1.001,770.0,0.623,6.0,9.628,12435.0,,492.0,,0.0,0.739,,2.0,0.641,13030.0,,18.0,0.0,0.148,21.0,0.0,0.566,
1904,SAINT ANNE'S HOSPITAL (220020),2014,Acute Care,Proprietary,182.0,41.693321,-71.163642,MA,0.402,,1.0,2.486,1911.0,1.307,26.0,19.899,23834.0,0.593,1123.0,,1.0,1.685,1.535,2.0,1.303,23834.0,,17.0,0.0,0.12,35.0,0.0,1.047,0.0
1905,HOLYOKE MEDICAL CENTER (220024),2014,Acute Care,Voluntary non-profit - Private,191.0,42.199616,-72.627087,MA,0.0,,0.0,1.272,978.0,0.389,4.0,10.287,20434.0,1.944,685.0,,2.0,1.029,,1.0,0.987,21362.0,,9.0,0.0,0.093,44.0,2.0,1.199,1.668
1906,ANNA JAQUES HOSPITAL (220029),2014,Acute Care,Voluntary non-profit - Private,138.0,42.814358,-70.889783,MA,1.26,,2.0,1.587,1220.0,0.822,13.0,15.823,22979.0,,605.0,,0.0,0.908,0.0,0.0,1.02,24320.0,,52.0,1.0,0.403,43.0,3.0,1.151,2.606
1907,WING MEMORIAL HOSPITAL AND MEDICAL CENTER (220030),2014,Acute Care,Voluntary non-profit - Other,72.0,42.168727,-72.341031,MA,,,0.0,0.742,571.0,1.214,9.0,7.411,13400.0,,314.0,,0.0,0.472,,0.0,0.48,13400.0,,,,,17.0,0.0,0.512,
1908,BOSTON MEDICAL CENTER CORPORATION (220031),2014,Acute Care,Voluntary non-profit - Private,438.0,42.33481,-71.07448,MA,1.292,,33.0,25.547,10151.0,1.533,100.0,65.233,90632.0,0.42,9509.0,,10.0,23.792,0.624,6.0,9.621,99254.0,0.603,194.0,1.0,1.659,162.0,3.0,5.325,0.563
1909,BEVERLY HOSPITAL CORPORATION (220033),2014,Acute Care,Voluntary non-profit - Private,360.0,42.567592,-70.876201,MA,0.0,,0.0,3.185,2450.0,0.948,32.0,33.757,46183.0,,530.0,,1.0,0.796,0.0,0.0,1.877,52384.0,,67.0,0.0,0.587,82.0,0.0,2.427,0.0
1910,NORTH SHORE MEDICAL CENTER (220035),2014,Acute Care,Voluntary non-profit - Private,376.0,42.511747,-70.907251,MA,2.577,,11.0,4.268,3273.0,1.293,36.0,27.85,47300.0,0.731,2783.0,,3.0,4.102,0.0,0.0,2.261,53275.0,,108.0,2.0,0.809,109.0,4.0,3.192,1.253
1911,ST ELIZABETH'S MEDICAL CENTER (220036),2014,Acute Care,Proprietary,270.0,42.349773,-71.14812,MA,1.477,,14.0,9.48,4046.0,0.818,32.0,39.112,41756.0,0.416,3150.0,,3.0,7.215,0.763,2.0,2.621,46922.0,0.73,183.0,1.0,1.369,95.0,2.0,2.776,0.72
1912,BERKSHIRE MEDICAL CENTER INC (220046),2014,Acute Care,Voluntary non-profit - Other,271.0,42.458748,-73.249004,MA,0.423,,3.0,7.1,3087.0,0.864,24.0,27.788,42870.0,0.0,2051.0,,0.0,4.307,0.724,2.0,2.761,43925.0,,18.0,1.0,0.162,141.0,6.0,4.429,1.355
1913,MARLBOROUGH HOSPITAL (220049),2014,Acute Care,Voluntary non-profit - Private,67.0,42.354317,-71.553864,MA,0.611,,1.0,1.638,1260.0,1.345,12.0,8.922,11775.0,,578.0,,1.0,0.869,,0.0,0.503,11775.0,,,,,20.0,0.0,0.559,
1914,BAYSTATE MARY LANE HOSPITAL (220050),2014,Acute Care,Voluntary non-profit - Private,25.0,,,MA,,,,,,1.846,3.0,1.625,2318.0,,,,,,,0.0,0.083,2318.0,,13.0,0.0,0.137,11.0,0.0,0.315,
1915,NORTH ADAMS REGIONAL HOSPITAL (220051),2014,Acute Care,Voluntary non-profit - Private,90.0,,,MA,,,1.0,0.876,438.0,0.479,2.0,4.179,6456.0,,211.0,,0.0,0.401,,0.0,0.339,7001.0,,10.0,0.0,0.075,14.0,0.0,0.431,
1916,SIGNATURE HEALTHCARE BROCKTON HOSPITAL (220052),2014,Acute Care,Voluntary non-profit - Other,214.0,42.08621,-70.991083,MA,0.0,,0.0,2.574,2145.0,0.65,15.0,23.083,32166.0,0.0,1527.0,,0.0,2.291,0.78,1.0,1.282,34877.0,,57.0,0.0,0.537,62.0,1.0,1.908,0.524
1917,CLINTON HOSPITAL ASSOCIATION (220058),2014,Acute Care,Voluntary non-profit - Other,41.0,,,MA,,,,,,0.0,0.0,2.51,6759.0,,,,,,,0.0,0.243,6759.0,,,,,,,,
1918,JORDAN HOSPITAL INC (220060),2014,Acute Care,Voluntary non-profit - Private,160.0,41.944246,-70.64472,MA,1.368,,3.0,2.193,1686.0,1.222,26.0,21.274,26825.0,1.255,1061.0,,2.0,1.593,0.785,1.0,1.274,29059.0,,52.0,0.0,0.449,89.0,0.0,2.832,0.0
1919,ADCARE HOSPITAL OF WORCESTER INC (220062),2014,Acute Care,Proprietary,114.0,42.276182,-71.795576,MA,,,,,,0.0,0.0,13.339,27858.0,,,,,,,0.0,0.999,27858.0,,,,,,,,
1920,LOWELL GENERAL HOSPITAL (220063),2014,Acute Care,Voluntary non-profit - Private,353.0,42.646307,-71.341323,MA,0.0,,0.0,2.529,1945.0,0.75,19.0,25.322,47303.0,0.32,2081.0,,1.0,3.122,0.862,2.0,2.32,52603.0,,40.0,1.0,0.309,130.0,2.0,3.674,0.544
1921,NOBLE HOSPITAL (220065),2014,Acute Care,Voluntary non-profit - Private,95.0,42.117789,-72.760397,MA,,,2.0,0.501,385.0,0.464,4.0,8.625,13767.0,,154.0,,0.0,0.232,,1.0,0.788,13767.0,,,,,7.0,0.0,0.213,
1922,MERCY MEDICAL CENTER (220066),2014,Acute Care,Voluntary non-profit - Private,338.0,42.115878,-72.595442,MA,2.847,,7.0,2.459,1891.0,1.455,37.0,25.423,35888.0,0.569,1171.0,,1.0,1.757,0.0,0.0,2.639,38181.0,,100.0,0.0,0.73,142.0,2.0,3.928,0.509
1923,QUINCY MEDICAL CENTER (220067),2014,Acute Care,Proprietary,196.0,,,MA,,,1.0,0.921,708.0,0.444,5.0,11.27,16540.0,,524.0,,0.0,0.787,,0.0,0.783,16540.0,,7.0,0.0,0.063,60.0,0.0,1.868,0.0
1924,HALLMARK HEALTH SYSTEM (220070),2014,Acute Care,Voluntary non-profit - Private,251.0,42.460278,-71.061993,MA,1.374,,4.0,2.912,2239.0,1.554,51.0,32.811,45107.0,0.0,1369.0,,0.0,2.054,0.541,1.0,1.847,48108.0,,100.0,0.0,0.806,99.0,6.0,2.986,2.009
1925,MASSACHUSETTS GENERAL HOSPITAL (220071),2014,Acute Care,Voluntary non-profit - Private,1002.0,42.3624,-71.068777,MA,2.188,,186.0,85.01,30667.0,1.033,216.0,209.179,217651.0,0.654,29597.0,,45.0,68.824,0.823,17.0,20.663,231097.0,1.804,575.0,8.0,4.435,610.0,30.0,18.655,1.608
1926,MORTON HOSPITAL (220073),2014,Acute Care,Proprietary,124.0,41.905583,-71.09435,MA,1.057,,2.0,1.893,1456.0,2.619,25.0,9.547,19637.0,0.0,826.0,,0.0,1.24,,1.0,0.812,20562.0,,20.0,0.0,0.17,38.0,1.0,1.131,0.884
1927,"SOUTHCOAST HOSPITAL GROUP, INC (220074)",2014,Acute Care,Voluntary non-profit - Private,842.0,41.710522,-71.146439,MA,1.514,,29.0,19.153,10942.0,1.057,99.0,93.652,154871.0,0.482,8370.0,,7.0,14.535,0.872,8.0,9.171,158349.0,1.404,321.0,4.0,2.848,239.0,5.0,7.199,0.695
1928,MASSACHUSETTS EYE AND EAR INFIRMARY (220075),2014,Acute Care,Voluntary non-profit - Private,41.0,42.362861,-71.070521,MA,,,,,,0.958,3.0,3.13,5955.0,,,,,,,0.0,0.295,5955.0,,,,,,,,
1929,BAYSTATE MEDICAL CENTER (220077),2014,Acute Care,Voluntary non-profit - Private,715.0,42.121712,-72.605956,MA,3.487,,79.0,22.656,10023.0,0.824,95.0,115.223,126371.0,0.413,8709.0,,8.0,19.376,0.459,7.0,15.241,141802.0,1.948,531.0,9.0,4.62,316.0,20.0,10.257,1.95
1930,HOLY FAMILY HOSPITAL (220080),2014,Acute Care,Proprietary,304.0,42.725829,-71.169618,MA,0.0,,0.0,3.562,2740.0,0.822,21.0,25.542,32939.0,0.0,836.0,,0.0,1.255,0.65,1.0,1.538,34818.0,,45.0,0.0,0.365,64.0,0.0,1.934,0.0
1931,SAINTS  MEDICAL CENTER INC (220082),2014,Acute Care,Voluntary non-profit - Church,157.0,,,MA,0.668,,1.0,1.498,1152.0,1.23,10.0,8.129,16729.0,0.627,1062.0,,1.0,1.594,0.951,1.0,1.051,16729.0,,4.0,0.0,0.031,17.0,0.0,0.496,
1932,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM (220083),2014,Acute Care,Voluntary non-profit - Private,58.0,42.277574,-71.237358,MA,0.986,,1.0,1.014,780.0,0.513,2.0,3.896,6556.0,,348.0,,0.0,0.523,,0.0,0.236,6556.0,,5.0,0.0,0.034,12.0,0.0,0.316,
1933,EMERSON HOSPITAL (220084),2014,Acute Care,Voluntary non-profit - Private,164.0,42.452628,-71.377231,MA,0.0,,0.0,1.702,1309.0,1.113,12.0,10.78,16338.0,0.0,1116.0,,0.0,1.676,0.951,1.0,1.051,26813.0,,37.0,0.0,0.216,68.0,2.0,1.867,1.071
1934,BETH ISRAEL DEACONESS MEDICAL CENTER (220086),2014,Acute Care,Voluntary non-profit - Private,677.0,42.340575,-71.105504,MA,2.494,,96.0,38.5,16106.0,0.931,115.0,123.54,135659.0,0.192,13174.0,,6.0,31.173,0.359,5.0,13.944,159921.0,1.361,350.0,4.0,2.939,457.0,18.0,14.48,1.243
1935,NEW ENGLAND BAPTIST HOSPITAL (220088),2014,Acute Care,Voluntary non-profit - Private,94.0,42.330098,-71.106566,MA,0.686,,1.0,1.457,1120.0,0.456,6.0,13.155,20026.0,,655.0,,0.0,0.983,,0.0,0.717,20026.0,,,,,,,,
1936,MILFORD REGIONAL MEDICAL CENTER (220090),2014,Acute Care,Voluntary non-profit - Other,139.0,42.132835,-71.529014,MA,0.355,,1.0,2.814,1783.0,1.848,40.0,21.65,21476.0,0.0,909.0,,0.0,1.526,0.0,0.0,1.003,23327.0,,34.0,0.0,0.261,52.0,1.0,1.625,0.615
1937,HEYWOOD HOSPITAL (220095),2014,Acute Care,Voluntary non-profit - Private,138.0,42.586565,-71.986165,MA,0.787,,1.0,1.271,977.0,0.396,4.0,10.097,18873.0,,502.0,,0.0,0.754,,1.0,0.951,22118.0,,11.0,0.0,0.118,30.0,0.0,0.916,
1938,NASHOBA VALLEY MEDICAL CENTER (220098),2014,Acute Care,Proprietary,70.0,42.576412,-71.573053,MA,,,0.0,0.622,479.0,0.722,2.0,2.77,4119.0,,150.0,,1.0,0.226,,0.0,0.181,4119.0,,3.0,0.0,0.046,13.0,0.0,0.433,
