,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
2998,BAPTIST HEALTH RICHMOND (180049),2018,Acute Care,Voluntary non-profit - Private,66.0,37.73176,-84.293078,KY,,0.0,0.635,1215.0,0.738,4.0,5.42,16954.0,,839.0,0.0,0.523,,0.0,0.788,18202.0,,49.0,2.0,0.48,34.0,3.0,0.925,
2999,BAPTIST HEALTH RICHMOND (180049),2018,Acute Care,Voluntary non-profit - Private,66.0,37.73176,-84.293078,KY,,0.0,0.59,1125.0,1.71,10.0,5.849,17832.0,,684.0,0.0,0.431,,0.0,0.851,18964.0,,40.0,2.0,0.377,40.0,4.0,1.05,3.81
3000,HARLAN ARH HOSPITAL (180050),2018,Acute Care,Voluntary non-profit - Other,105.0,36.810183,-83.313105,KY,0.0,0.0,2.288,3356.0,0.468,2.0,4.274,13028.0,0.0,1659.0,0.0,1.142,,0.0,0.661,13544.0,,17.0,0.0,0.171,14.0,0.0,0.357,
3001,HARLAN ARH HOSPITAL (180050),2018,Acute Care,Voluntary non-profit - Other,105.0,36.810183,-83.313105,KY,0.0,0.0,2.324,3411.0,0.215,1.0,4.644,13060.0,0.0,1593.0,0.0,1.071,,0.0,0.752,13575.0,,15.0,0.0,0.149,15.0,0.0,0.368,
3002,JENNIE STUART MEDICAL CENTER (180051),2018,Acute Care,Voluntary non-profit - Private,171.0,36.860443,-87.495668,KY,2.053,6.0,2.922,4206.0,0.693,5.0,7.211,16979.0,1.284,2265.0,2.0,1.558,,1.0,0.725,16979.0,,60.0,1.0,0.612,38.0,0.0,0.999,
3003,JENNIE STUART MEDICAL CENTER (180051),2018,Acute Care,Voluntary non-profit - Private,171.0,36.860443,-87.495668,KY,1.346,4.0,2.971,4271.0,0.708,5.0,7.065,16799.0,1.46,1988.0,2.0,1.37,,1.0,0.701,16799.0,,47.0,1.0,0.482,37.0,0.0,0.995,
3004,FLEMING COUNTY HOSPITAL (180053),2018,Acute Care,Voluntary non-profit - Other,52.0,38.421539,-83.753094,KY,,0.0,0.119,231.0,,0.0,0.591,3221.0,,101.0,0.0,0.062,,0.0,0.064,3221.0,,1.0,0.0,0.006,2.0,0.0,0.067,
3005,FLEMING COUNTY HOSPITAL (180053),2018,Acute Care,Voluntary non-profit - Other,52.0,38.421539,-83.753094,KY,,0.0,0.107,207.0,,0.0,0.532,2903.0,,81.0,0.0,0.049,,0.0,0.051,2903.0,,1.0,0.0,0.006,,,,
3006,METHODIST HOSPITAL (180056),2018,Acute Care,Voluntary non-profit - Church,132.0,37.853858,-87.581257,KY,0.342,1.0,2.921,2833.0,0.65,9.0,13.851,22144.0,1.283,2633.0,3.0,2.339,0.686,1.0,1.458,24757.0,,48.0,0.0,0.47,37.0,2.0,0.988,
3007,METHODIST HOSPITAL (180056),2018,Acute Care,Voluntary non-profit - Church,132.0,37.853858,-87.581257,KY,0.377,1.0,2.65,2568.0,1.016,13.0,12.8,20404.0,0.471,2453.0,1.0,2.123,0.762,1.0,1.313,23115.0,,48.0,0.0,0.451,29.0,1.0,0.793,
3008,SAINT JOSEPH MOUNT STERLING (180064),2018,Acute Care,Voluntary non-profit - Private,44.0,38.07591,-83.94692,KY,,1.0,0.67,1302.0,0.783,1.0,1.277,6189.0,,494.0,1.0,0.3,,0.0,0.176,6658.0,,10.0,1.0,0.124,13.0,0.0,0.394,
3009,SAINT JOSEPH MOUNT STERLING (180064),2018,Acute Care,Voluntary non-profit - Private,44.0,38.07591,-83.94692,KY,,1.0,0.675,1310.0,0.734,1.0,1.362,6304.0,,516.0,1.0,0.314,,0.0,0.199,6788.0,,9.0,2.0,0.107,14.0,1.0,0.381,
3010,LOGAN MEMORIAL HOSPITAL (180066),2018,Acute Care,Proprietary,72.0,36.815437,-86.882593,KY,,0.0,0.5,992.0,0.595,1.0,1.68,4046.0,,440.0,0.0,0.263,,0.0,0.113,4046.0,,,,,1.0,0.0,0.038,
3011,LOGAN MEMORIAL HOSPITAL (180066),2018,Acute Care,Proprietary,72.0,36.815437,-86.882593,KY,,0.0,0.503,994.0,0.805,1.0,1.242,3970.0,,541.0,0.0,0.326,,0.0,0.103,3970.0,,,,,2.0,0.0,0.069,
3012,UNIVERSITY OF KENTUCKY HOSPITAL (180067),2018,Acute Care,Government - State,843.0,38.032448,-84.507381,KY,0.598,30.0,50.179,29802.0,0.714,168.0,235.153,281025.0,0.976,45840.0,52.0,53.289,1.006,35.0,34.789,319625.0,1.26,344.0,4.0,3.174,578.0,13.0,17.201,0.756
3013,UNIVERSITY OF KENTUCKY HOSPITAL (180067),2018,Acute Care,Government - State,843.0,38.032448,-84.507381,KY,0.618,32.0,51.755,30720.0,0.628,154.0,245.368,298014.0,0.884,45715.0,47.0,53.18,1.116,41.0,36.75,337644.0,0.921,357.0,3.0,3.258,586.0,12.0,17.499,0.686
3014,TUG VALLEY ARH REGIONAL MEDICAL CENTER (180069),2018,Acute Care,Proprietary,123.0,37.676373,-82.296581,KY,0.0,0.0,1.363,2006.0,0.369,1.0,2.713,9913.0,,764.0,0.0,0.52,,0.0,0.192,9913.0,,11.0,0.0,0.111,16.0,0.0,0.45,
3015,TUG VALLEY ARH REGIONAL MEDICAL CENTER (180069),2018,Acute Care,Proprietary,123.0,37.676373,-82.296581,KY,0.753,1.0,1.328,1952.0,0.397,1.0,2.519,9166.0,,629.0,0.0,0.428,,0.0,0.179,9166.0,,10.0,0.0,0.102,21.0,0.0,0.6,
3016,TWIN LAKES REGIONAL MEDICAL CENTER (180070),2018,Acute Care,Voluntary non-profit - Other,69.0,37.471947,-86.287038,KY,,2.0,0.903,1780.0,0.8,3.0,3.749,7335.0,,793.0,0.0,0.471,,0.0,0.189,8502.0,,27.0,0.0,0.258,12.0,1.0,0.31,
3017,TWIN LAKES REGIONAL MEDICAL CENTER (180070),2018,Acute Care,Voluntary non-profit - Other,69.0,37.471947,-86.287038,KY,,2.0,0.88,1740.0,0.51,2.0,3.919,7385.0,,842.0,0.0,0.498,,0.0,0.206,8562.0,,27.0,0.0,0.252,17.0,1.0,0.497,
3018,PAUL B HALL REGIONAL MEDICAL CENTER (180078),2018,Acute Care,Proprietary,70.0,37.815015,-82.812803,KY,0.0,0.0,1.046,2517.0,0.0,0.0,2.061,6566.0,,751.0,0.0,0.461,,0.0,0.213,6566.0,,,,,6.0,0.0,0.163,
3019,PAUL B HALL REGIONAL MEDICAL CENTER (180078),2018,Acute Care,Proprietary,70.0,37.815015,-82.812803,KY,0.0,0.0,1.025,2441.0,0.0,0.0,2.07,6600.0,,775.0,0.0,0.476,,0.0,0.215,6600.0,,,,,6.0,0.0,0.162,
3020,HARRISON MEMORIAL HOSPITAL (180079),2018,Acute Care,Voluntary non-profit - Other,54.0,38.384822,-84.276797,KY,,0.0,0.381,772.0,0.0,0.0,3.212,5205.0,,403.0,0.0,0.235,,0.0,0.119,5349.0,,10.0,1.0,0.09,12.0,0.0,0.31,
3021,HARRISON MEMORIAL HOSPITAL (180079),2018,Acute Care,Voluntary non-profit - Other,54.0,38.384822,-84.276797,KY,,0.0,0.406,821.0,0.0,0.0,4.241,5004.0,,457.0,0.0,0.266,,0.0,0.105,5299.0,,10.0,1.0,0.09,10.0,0.0,0.283,
3022,BAPTIST HEALTH CORBIN (180080),2018,Acute Care,Voluntary non-profit - Private,250.0,,,KY,0.0,0.0,5.331,6306.0,0.911,28.0,30.734,42980.0,0.629,4008.0,2.0,3.179,0.416,1.0,2.404,46974.0,0.0,151.0,0.0,1.52,48.0,2.0,1.306,1.531
3023,BAPTIST HEALTH CORBIN (180080),2018,Acute Care,Voluntary non-profit - Private,250.0,,,KY,0.0,0.0,5.206,6143.0,0.879,24.0,27.303,40845.0,0.962,3933.0,3.0,3.12,0.93,2.0,2.151,44033.0,0.0,160.0,0.0,1.582,48.0,3.0,1.33,2.256
3024,TAYLOR REGIONAL HOSPITAL (180087),2018,Acute Care,Government - Hospital District or Authority,90.0,37.366216,-85.339179,KY,0.0,0.0,1.178,1640.0,0.945,3.0,3.173,9526.0,,771.0,0.0,0.473,,0.0,0.32,10226.0,,34.0,0.0,0.324,56.0,1.0,1.581,0.633
3025,TAYLOR REGIONAL HOSPITAL (180087),2018,Acute Care,Government - Hospital District or Authority,90.0,37.366216,-85.339179,KY,0.0,0.0,1.226,1701.0,0.296,1.0,3.38,9629.0,,783.0,0.0,0.483,,0.0,0.293,10355.0,,32.0,0.0,0.303,36.0,1.0,0.962,
3026,NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR (180088),2018,Acute Care,Voluntary non-profit - Private,1369.0,38.248213,-85.751133,KY,0.913,35.0,38.345,34349.0,0.761,190.0,249.834,324541.0,0.801,44327.0,41.0,51.217,1.002,29.0,28.944,385794.0,1.739,1254.0,19.0,10.928,761.0,38.0,21.217,1.791
3027,NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR (180088),2018,Acute Care,Voluntary non-profit - Private,1369.0,38.248213,-85.751133,KY,0.627,23.0,36.692,32769.0,0.714,172.0,240.924,322679.0,0.864,42190.0,43.0,49.753,1.026,30.0,29.232,384508.0,1.829,1219.0,20.0,10.932,793.0,37.0,22.273,1.661
3028,CLARK REGIONAL MEDICAL CENTER (180092),2018,Acute Care,Proprietary,78.0,38.010511,-84.21459,KY,,0.0,0.9,1751.0,0.621,2.0,3.222,9808.0,,489.0,0.0,0.305,,0.0,0.472,9808.0,,49.0,0.0,0.458,6.0,0.0,0.123,
3029,CLARK REGIONAL MEDICAL CENTER (180092),2018,Acute Care,Proprietary,78.0,38.010511,-84.21459,KY,,0.0,0.928,1807.0,0.608,2.0,3.291,9994.0,,501.0,0.0,0.312,,0.0,0.478,9994.0,,38.0,0.0,0.367,5.0,0.0,0.117,
3030,BAPTIST HEALTH MADISONVILLE (180093),2018,Acute Care,Voluntary non-profit - Private,213.0,37.339177,-87.493845,KY,0.536,3.0,5.601,5427.0,0.817,24.0,29.385,35788.0,0.198,5648.0,1.0,5.063,0.598,2.0,3.346,38477.0,,52.0,0.0,0.559,91.0,2.0,2.502,0.799
3031,BAPTIST HEALTH MADISONVILLE (180093),2018,Acute Care,Voluntary non-profit - Private,213.0,37.339177,-87.493845,KY,0.571,3.0,5.257,5104.0,0.735,22.0,29.946,34901.0,0.416,5344.0,2.0,4.806,0.321,1.0,3.116,37714.0,,52.0,0.0,0.563,90.0,1.0,2.499,0.4
3032,CRITTENDEN HEALTH SYSTEM (180095),2018,Acute Care,Proprietary,48.0,37.329616,-88.091945,KY,,0.0,0.013,24.0,,1.0,0.94,2911.0,,6.0,0.0,0.004,,0.0,0.057,2911.0,,1.0,0.0,0.008,7.0,1.0,0.209,
3033,CRITTENDEN HEALTH SYSTEM (180095),2018,Acute Care,Proprietary,48.0,37.329616,-88.091945,KY,,0.0,0.008,14.0,,1.0,0.692,2916.0,,4.0,0.0,0.003,,0.0,0.057,2916.0,,2.0,0.0,0.016,4.0,0.0,0.113,
3034,GEORGETOWN COMMUNITY HOSPITAL (180101),2018,Acute Care,Proprietary,75.0,38.186223,-84.562445,KY,,0.0,0.933,1798.0,0.977,3.0,3.072,6526.0,,653.0,0.0,0.402,,0.0,0.183,7548.0,,4.0,0.0,0.036,6.0,0.0,0.15,
3035,GEORGETOWN COMMUNITY HOSPITAL (180101),2018,Acute Care,Proprietary,75.0,38.186223,-84.562445,KY,,0.0,0.954,1833.0,0.8,3.0,3.748,6520.0,,632.0,0.0,0.391,,0.0,0.2,7656.0,,3.0,0.0,0.033,4.0,0.0,0.093,
3036,LOURDES HOSPITAL (180102),2018,Acute Care,Voluntary non-profit - Church,307.0,37.052989,-88.647857,KY,1.875,11.0,5.867,6747.0,0.747,22.0,29.463,46035.0,0.468,5348.0,2.0,4.27,0.0,0.0,2.476,46889.0,,5.0,0.0,0.046,67.0,2.0,1.678,1.192
3037,LOURDES HOSPITAL (180102),2018,Acute Care,Voluntary non-profit - Church,307.0,37.052989,-88.647857,KY,2.427,11.0,4.533,5358.0,0.786,22.0,27.982,44405.0,0.535,4825.0,2.0,3.736,0.386,1.0,2.589,45221.0,,4.0,0.0,0.035,70.0,3.0,1.747,1.717
3038,BAPTIST HEALTH LEXINGTON (180103),2018,Acute Care,Voluntary non-profit - Other,378.0,38.018842,-84.513948,KY,0.966,10.0,10.353,11990.0,0.891,76.0,85.312,96902.0,0.46,13000.0,5.0,10.872,0.0,0.0,5.957,111765.0,0.641,369.0,2.0,3.122,419.0,11.0,10.874,1.012
3039,BAPTIST HEALTH LEXINGTON (180103),2018,Acute Care,Voluntary non-profit - Other,378.0,38.018842,-84.513948,KY,0.92,9.0,9.782,11303.0,0.875,73.0,83.453,98393.0,0.605,11743.0,6.0,9.912,0.307,2.0,6.523,113134.0,0.989,356.0,3.0,3.034,420.0,13.0,10.9,1.193
3040,BAPTIST HEALTH PADUCAH (180104),2018,Acute Care,Voluntary non-profit - Church,271.0,37.073255,-88.628215,KY,1.006,5.0,4.971,5890.0,0.516,21.0,40.674,54877.0,1.174,5309.0,5.0,4.258,0.75,3.0,3.998,58868.0,0.978,114.0,1.0,1.022,94.0,1.0,2.315,0.432
3041,BAPTIST HEALTH PADUCAH (180104),2018,Acute Care,Voluntary non-profit - Church,271.0,37.073255,-88.628215,KY,0.839,4.0,4.77,5657.0,0.419,17.0,40.565,53376.0,0.788,4736.0,3.0,3.805,0.246,1.0,4.06,57129.0,,110.0,1.0,0.939,93.0,0.0,2.414,0.0
3042,MONROE COUNTY MEDICAL CENTER (180105),2018,Acute Care,Voluntary non-profit - Other,49.0,36.698506,-85.67712,KY,,2.0,0.291,535.0,0.884,2.0,2.262,8284.0,,689.0,0.0,0.4,,0.0,0.18,8284.0,,,,,,,,
3043,MONROE COUNTY MEDICAL CENTER (180105),2018,Acute Care,Voluntary non-profit - Other,49.0,36.698506,-85.67712,KY,,2.0,0.287,527.0,0.907,2.0,2.204,8190.0,,610.0,0.0,0.354,,0.0,0.178,8190.0,,,,,,,,
3044,THE MEDICAL CENTER AT ALBANY (180106),2018,Acute Care,Voluntary non-profit - Private,38.0,36.698335,-85.146554,KY,,1.0,0.511,1042.0,1.375,2.0,1.455,4453.0,,494.0,0.0,0.287,,0.0,0.104,4453.0,,,,,,,,
3045,THE MEDICAL CENTER AT ALBANY (180106),2018,Acute Care,Voluntary non-profit - Private,38.0,36.698335,-85.146554,KY,,0.0,0.479,975.0,1.4,2.0,1.429,4635.0,,446.0,0.0,0.259,,0.0,0.105,4635.0,,,,,,,,
3046,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT (180115),2018,Acute Care,Voluntary non-profit - Private,142.0,37.358006,-84.337001,KY,,0.0,0.371,757.0,,2.0,0.979,3346.0,,135.0,0.0,0.078,,0.0,0.105,3346.0,,,,,,,,
3047,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT (180115),2018,Acute Care,Voluntary non-profit - Private,142.0,37.358006,-84.337001,KY,,0.0,0.414,844.0,2.921,3.0,1.027,3618.0,,189.0,0.0,0.11,,0.0,0.12,3618.0,,,,,,,,
3048,JACKSON PURCHASE MEDICAL CENTER (180116),2018,Acute Care,Government - Hospital District or Authority,109.0,36.757411,-88.650981,KY,0.867,2.0,2.308,3352.0,0.839,8.0,9.54,16183.0,0.652,2206.0,1.0,1.533,,2.0,0.83,16799.0,,3.0,1.0,0.029,25.0,0.0,0.646,
3049,JACKSON PURCHASE MEDICAL CENTER (180116),2018,Acute Care,Government - Hospital District or Authority,109.0,36.757411,-88.650981,KY,0.0,0.0,2.361,3432.0,0.741,7.0,9.45,16307.0,1.334,2153.0,2.0,1.499,,3.0,0.748,16918.0,,4.0,1.0,0.036,25.0,0.0,0.636,
3050,TRISTAR GREENVIEW REGIONAL HOSPITAL (180124),2018,Acute Care,Proprietary,158.0,36.965672,-86.435599,KY,0.527,1.0,1.897,2696.0,0.134,1.0,7.478,19250.0,0.0,1906.0,0.0,1.33,,0.0,0.746,19250.0,,7.0,0.0,0.069,57.0,0.0,1.491,0.0
3051,TRISTAR GREENVIEW REGIONAL HOSPITAL (180124),2018,Acute Care,Proprietary,158.0,36.965672,-86.435599,KY,0.504,1.0,1.984,2808.0,0.0,0.0,7.862,20704.0,0.667,2162.0,1.0,1.5,,3.0,0.757,20704.0,,5.0,0.0,0.043,69.0,3.0,1.83,1.639
3052,FRANKFORT REGIONAL MEDICAL CENTER (180127),2018,Acute Care,Proprietary,123.0,38.159774,-84.905753,KY,0.592,2.0,3.379,4967.0,0.891,12.0,13.468,25851.0,0.0,3817.0,0.0,2.644,0.673,1.0,1.486,28355.0,,72.0,0.0,0.638,75.0,2.0,2.126,0.941
3053,FRANKFORT REGIONAL MEDICAL CENTER (180127),2018,Acute Care,Proprietary,123.0,38.159774,-84.905753,KY,0.598,2.0,3.342,4907.0,1.086,14.0,12.896,26534.0,0.0,3870.0,0.0,2.685,0.726,1.0,1.377,29043.0,,80.0,0.0,0.736,68.0,1.0,1.907,0.524
3054,THREE RIVERS MEDICAL CENTER (180128),2018,Acute Care,Proprietary,85.0,38.0933,-82.60474,KY,,0.0,0.954,1375.0,0.322,1.0,3.109,5403.0,,320.0,0.0,0.202,,0.0,0.168,5403.0,,,,,6.0,1.0,0.157,
3055,THREE RIVERS MEDICAL CENTER (180128),2018,Acute Care,Proprietary,85.0,38.0933,-82.60474,KY,0.0,0.0,1.031,1489.0,0.0,0.0,4.413,5497.0,,361.0,0.0,0.227,,0.0,0.146,5497.0,,,,,3.0,0.0,0.103,
3056,BAPTIST HEALTH LOUISVILLE (180130),2018,Acute Care,Voluntary non-profit - Private,511.0,38.239235,-85.639048,KY,0.75,6.0,8.003,9481.0,0.764,83.0,108.667,128523.0,0.631,5733.0,3.0,4.758,0.448,3.0,6.696,139370.0,1.066,323.0,3.0,2.814,422.0,13.0,10.806,1.203
3057,BAPTIST HEALTH LOUISVILLE (180130),2018,Acute Care,Voluntary non-profit - Private,511.0,38.239235,-85.639048,KY,0.524,4.0,7.63,9042.0,0.711,74.0,104.149,127106.0,0.93,5150.0,4.0,4.3,0.28,2.0,7.134,137838.0,0.78,299.0,2.0,2.564,436.0,16.0,11.264,1.42
3058,LAKE CUMBERLAND REGIONAL HOSPITAL (180132),2018,Acute Care,Proprietary,269.0,37.086576,-84.617956,KY,0.743,9.0,12.114,9034.0,0.744,13.0,17.466,37978.0,0.169,6000.0,1.0,5.917,2.08,6.0,2.884,41070.0,,31.0,1.0,0.263,82.0,3.0,2.278,1.317
3059,LAKE CUMBERLAND REGIONAL HOSPITAL (180132),2018,Acute Care,Proprietary,269.0,37.086576,-84.617956,KY,0.899,11.0,12.23,9085.0,0.63,11.0,17.463,36790.0,0.17,5944.0,1.0,5.868,1.614,5.0,3.098,39782.0,,34.0,1.0,0.304,80.0,5.0,2.195,2.278
3060,BAPTIST HEALTH LA GRANGE (180138),2018,Acute Care,Voluntary non-profit - Private,105.0,38.396238,-85.375927,KY,,1.0,0.567,819.0,0.798,4.0,5.011,8765.0,,713.0,0.0,0.441,,1.0,0.448,9779.0,,83.0,1.0,0.697,31.0,1.0,0.754,
3061,BAPTIST HEALTH LA GRANGE (180138),2018,Acute Care,Voluntary non-profit - Private,105.0,38.396238,-85.375927,KY,,1.0,0.538,777.0,1.087,5.0,4.601,8664.0,,720.0,1.0,0.447,,1.0,0.42,9702.0,,82.0,1.0,0.652,29.0,0.0,0.717,
3062,KENTUCKY RIVER MEDICAL CENTER (180139),2018,Acute Care,Voluntary non-profit - Other,50.0,37.565434,-83.370111,KY,,0.0,0.54,1228.0,0.0,0.0,1.71,5779.0,,146.0,0.0,0.092,,0.0,0.165,5779.0,,9.0,0.0,0.101,9.0,0.0,0.22,
3063,KENTUCKY RIVER MEDICAL CENTER (180139),2018,Acute Care,Voluntary non-profit - Other,50.0,37.565434,-83.370111,KY,,0.0,0.538,1215.0,0.0,0.0,1.65,5784.0,,167.0,0.0,0.105,,0.0,0.15,5784.0,,7.0,0.0,0.083,9.0,0.0,0.235,
3064,UNIVERSITY OF LOUISVILLE HOSPITAL (180141),2018,Acute Care,Voluntary non-profit - Private,340.0,38.248446,-85.74507,KY,1.101,37.0,33.613,13345.0,1.234,73.0,59.137,86136.0,1.116,8655.0,14.0,12.545,1.938,20.0,10.32,94821.0,0.923,453.0,4.0,4.333,310.0,9.0,9.421,0.955
3065,UNIVERSITY OF LOUISVILLE HOSPITAL (180141),2018,Acute Care,Voluntary non-profit - Private,340.0,38.248446,-85.74507,KY,1.301,44.0,33.809,13389.0,1.028,62.0,60.298,86705.0,0.812,8706.0,10.0,12.316,1.838,19.0,10.337,94972.0,0.643,483.0,3.0,4.665,340.0,13.0,10.563,1.231
3066,SAINT JOSEPH EAST (180143),2018,Acute Care,Voluntary non-profit - Church,158.0,38.000199,-84.440371,KY,0.361,1.0,2.771,3273.0,1.047,21.0,20.048,27653.0,1.347,1720.0,2.0,1.485,0.0,0.0,1.718,37588.0,0.0,146.0,0.0,1.29,38.0,0.0,1.063,0.0
3067,SAINT JOSEPH EAST (180143),2018,Acute Care,Voluntary non-profit - Church,158.0,38.000199,-84.440371,KY,0.351,1.0,2.85,3156.0,1.052,22.0,20.919,26482.0,0.665,1685.0,1.0,1.504,0.0,0.0,1.628,35587.0,0.0,205.0,0.0,1.803,40.0,0.0,1.169,0.0
3068,T J HEALTH COLUMBIA (180149),2018,Acute Care,Government - Hospital District or Authority,55.0,37.096289,-85.29494,KY,,,,,,0.0,0.011,47.0,,,,,,0.0,0.001,47.0,,,,,,,,
3069,T J HEALTH COLUMBIA (180149),2018,Acute Care,Government - Hospital District or Authority,55.0,37.096289,-85.29494,KY,,,,,,0.0,0.119,115.0,,,,,,0.0,0.002,115.0,,,,,,,,
3070,SAINT JOSEPH MARTIN (181305),2018,Critical Access,Voluntary non-profit - Private,25.0,37.579105,-82.750351,KY,,0.0,0.296,294.0,,0.0,0.633,1755.0,,77.0,0.0,0.021,,0.0,0.037,1755.0,,,,,2.0,0.0,0.059,
3071,SAINT JOSEPH MARTIN (181305),2018,Critical Access,Voluntary non-profit - Private,25.0,37.579105,-82.750351,KY,,0.0,0.421,313.0,,0.0,0.79,2030.0,,68.0,0.0,0.019,,0.0,0.043,2030.0,,,,,5.0,0.0,0.157,
3072,METHODIST HOSPITAL UNION COUNTY (181306),2018,Critical Access,Voluntary non-profit - Church,25.0,37.626114,-87.943918,KY,,,,,2.281,4.0,1.754,4406.0,,,,,,0.0,0.092,4406.0,,,,,,,,
3073,METHODIST HOSPITAL UNION COUNTY (181306),2018,Critical Access,Voluntary non-profit - Church,25.0,37.626114,-87.943918,KY,,,,,2.057,4.0,1.945,4284.0,,,,,,0.0,0.089,4284.0,,,,,,,,
3074,BLUEGRASS COMMUNITY HOSPITAL (181308),2018,Critical Access,Proprietary,25.0,38.055343,-84.723415,KY,,0.0,0.036,55.0,,0.0,0.338,1530.0,,125.0,0.0,0.034,,0.0,0.032,1530.0,,,,,,,,
3075,BLUEGRASS COMMUNITY HOSPITAL (181308),2018,Critical Access,Proprietary,25.0,38.055343,-84.723415,KY,,0.0,0.038,59.0,,0.0,0.329,1488.0,,162.0,0.0,0.044,,0.0,0.031,1488.0,,,,,,,,
3076,CARROLL COUNTY MEMORIAL HOSPITAL (181310),2018,Critical Access,Voluntary non-profit - Private,25.0,38.679904,-85.169314,KY,,,,,,1.0,0.486,1629.0,,,,,,0.0,0.034,1629.0,,,,,,,,
3077,CARROLL COUNTY MEMORIAL HOSPITAL (181310),2018,Critical Access,Voluntary non-profit - Private,25.0,38.679904,-85.169314,KY,,,,,,1.0,0.592,2111.0,,,,,,0.0,0.044,2111.0,,,,,,,,
3078,ST ELIZABETH GRANT (181311),2018,Critical Access,Voluntary non-profit - Church,15.0,38.647862,-84.578264,KY,,,,,,1.0,0.252,706.0,,,,,,0.0,0.014,706.0,,,,,,,,
3079,ST ELIZABETH GRANT (181311),2018,Critical Access,Voluntary non-profit - Church,15.0,38.647862,-84.578264,KY,,,,,,1.0,0.314,765.0,,,,,,0.0,0.015,765.0,,,,,,,,
3080,THE MEDICAL CENTER AT CAVERNA (181314),2018,Critical Access,Voluntary non-profit - Private,25.0,37.160336,-85.923172,KY,,,,,,0.0,0.738,1968.0,,,,,,0.0,0.041,1968.0,,,,,,,,
3081,THE MEDICAL CENTER AT CAVERNA (181314),2018,Critical Access,Voluntary non-profit - Private,25.0,37.160336,-85.923172,KY,,,,,,0.0,0.917,2779.0,,,,,,0.0,0.058,2779.0,,,,,,,,
3082,CUMBERLAND COUNTY HOSPITAL (181317),2018,Critical Access,Voluntary non-profit - Other,25.0,36.796868,-85.37244,KY,,0.0,0.244,374.0,,0.0,0.832,2180.0,,272.0,0.0,0.074,,0.0,0.046,2180.0,,,,,,,,
3083,CUMBERLAND COUNTY HOSPITAL (181317),2018,Critical Access,Voluntary non-profit - Other,25.0,36.796868,-85.37244,KY,,0.0,0.306,469.0,,0.0,0.946,2697.0,,310.0,0.0,0.084,,0.0,0.057,2697.0,,,,,,,,
3084,THE MEDICAL CENTER AT FRANKLIN (181318),2018,Critical Access,Voluntary non-profit - Private,24.0,36.699997,-86.575563,KY,,1.0,0.39,597.0,3.236,4.0,1.236,5595.0,,485.0,0.0,0.132,,0.0,0.117,5595.0,,,,,,,,
3085,THE MEDICAL CENTER AT FRANKLIN (181318),2018,Critical Access,Voluntary non-profit - Private,24.0,36.699997,-86.575563,KY,,1.0,0.623,953.0,3.027,5.0,1.652,7479.0,,730.0,0.0,0.199,,0.0,0.156,7479.0,,,,,,,,
3086,CALDWELL MEDICAL CENTER (181322),2018,Critical Access,Government - Hospital District or Authority,25.0,37.114215,-87.907658,KY,,0.0,0.115,178.0,,0.0,0.608,2128.0,,102.0,0.0,0.028,,0.0,0.044,2128.0,,,,,,,,
3087,CALDWELL MEDICAL CENTER (181322),2018,Critical Access,Government - Hospital District or Authority,25.0,37.114215,-87.907658,KY,,0.0,0.192,295.0,,0.0,0.638,2263.0,,115.0,1.0,0.032,,1.0,0.047,2263.0,,,,,,,,
3088,THE MEDICAL CENTER AT SCOTTSVILLE (181324),2018,Critical Access,Voluntary non-profit - Private,135.0,36.759765,-86.216212,KY,,1.0,0.543,831.0,0.0,0.0,1.52,5149.0,,490.0,0.0,0.133,,0.0,0.107,5149.0,,,,,,,,
3089,THE MEDICAL CENTER AT SCOTTSVILLE (181324),2018,Critical Access,Voluntary non-profit - Private,135.0,36.759765,-86.216212,KY,,1.0,0.73,1118.0,0.0,0.0,1.939,7045.0,,749.0,0.0,0.204,,0.0,0.146,7045.0,,,,,,,,
3090,MARSHALL COUNTY HOSPITAL (181327),2018,Critical Access,Government - Hospital District or Authority,25.0,36.868182,-88.368072,KY,,0.0,0.024,37.0,,,,,,5.0,0.0,0.001,,,,,,,,,1.0,0.0,0.019,
3091,BARBOURVILLE ARH HOSPITAL (181328),2018,Critical Access,Government - Local,28.0,36.85231,-83.87152,KY,,2.0,0.932,1427.0,,0.0,0.839,3801.0,,86.0,0.0,0.023,,0.0,0.079,3801.0,,,,,14.0,0.0,0.39,
