,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13)
1654,SCHEURER HOSPITAL (231310),2021,Critical Access,Voluntary non-profit - Other,44.0,43.834329,-83.279517,MI,0.0,,2.2
1655,MCKENZIE HEALTH SYSTEM (231314),2021,Critical Access,Voluntary non-profit - Private,25.0,43.423426,-82.832937,MI,2.1,,
1656,ASCENSION BORGESS LEE HOSPITAL (231315),2021,Critical Access,Voluntary non-profit - Private,25.0,41.982665,-86.115499,MI,0.0,,
1657,HILLS & DALES GENERAL HOSPITAL (231316),2021,Critical Access,Voluntary non-profit - Private,25.0,43.604308,-83.181126,MI,2.9,,
1658,SPECTRUM HEALTH KELSEY HOSPITAL (231317),2021,Critical Access,Voluntary non-profit - Private,45.0,43.4411,-85.278516,MI,1.2,,
1659,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC (231318)",2021,Critical Access,Voluntary non-profit - Other,25.0,46.09972,-88.620281,MI,2.5,,
1660,ASPIRUS KEWEENAW HOSPITAL AND CLINICS (231319),2021,Critical Access,Voluntary non-profit - Private,25.0,47.237538,-88.444038,MI,0.9,,4.4
1661,BELL HOSPITAL (231321),2021,Critical Access,Proprietary,25.0,46.498665,-87.682993,MI,3.4,,
1662,CHARLEVOIX AREA HOSPITAL (231322),2021,Critical Access,Voluntary non-profit - Other,25.0,,,MI,0.0,,
1663,SPECTRUM HEALTH REED CITY HOSPITAL (231323),2021,Critical Access,Voluntary non-profit - Private,74.0,,,MI,1.3,,
1664,EATON RAPIDS MEDICAL CENTER (231324),2021,Critical Access,Voluntary non-profit - Private,20.0,42.496021,-84.657539,MI,0.0,,
1665,MIDMICHIGAN MEDICAL CENTER-GLADWIN (231325),2021,Critical Access,Voluntary non-profit - Private,25.0,43.975731,-84.495354,MI,2.5,,
1666,SPARROW CLINTON HOSPITAL (231326),2021,Critical Access,Proprietary,25.0,42.993435,-84.555808,MI,0.4,,
1667,SPARROW EATON HOSPITAL (231327),2021,Critical Access,Voluntary non-profit - Other,25.0,42.564928,-84.831826,MI,1.9,,
1668,ALLEGAN GENERAL HOSPITAL (231328),2021,Critical Access,Voluntary non-profit - Other,25.0,42.520259,-85.856939,MI,0.0,,
1669,MCLAREN CARO REGION (231329),2021,Critical Access,Voluntary non-profit - Private,25.0,43.493151,-83.407157,MI,0.0,,
1670,MARLETTE REGIONAL HOSPITAL (231330),2021,Critical Access,Voluntary non-profit - Private,70.0,43.332579,-83.08016,MI,1.1,,
1671,SPARROW IONIA HOSPITAL (231331),2021,Critical Access,Voluntary non-profit - Private,24.0,42.935608,-85.07478,MI,0.5,,
1672,BRONSON LAKEVIEW HOSPITAL (231332),2021,Critical Access,Government - Hospital District or Authority,33.0,42.221036,-85.898014,MI,0.9,,
1673,ASPIRUS IRONWOOD HOSPITAL (231333),2021,Critical Access,Voluntary non-profit - Private,25.0,46.478193,-90.104689,MI,3.2,,
1674,OSF ST FRANCIS HOSPITAL AND MEDICAL GROUP (231337),2021,Critical Access,Voluntary non-profit - Church,25.0,45.74576,-87.094853,MI,2.9,,1.6
1675,SPECTRUM HEALTH GERBER MEMORIAL (231338),2021,Critical Access,Voluntary non-profit - Private,25.0,43.464383,-85.950763,MI,1.1,,4.1
1676,SPECTRUM HEALTH PENNOCK (231339),2021,Critical Access,Voluntary non-profit - Other,25.0,42.6442,-85.3021,MI,2.6,,
1677,NORTH MEMORIAL HEALTH HOSPITAL (240001),2021,Acute Care,Voluntary non-profit - Private,398.0,45.014214,-93.321172,MN,0.6,,4.5
1678,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER (240002),2021,Acute Care,Voluntary non-profit - Private,335.0,46.792843,-92.096395,MN,0.3,,2.6
1679,HENNEPIN COUNTY MEDICAL CENTER (240004),2021,Acute Care,Government - Local,469.0,44.97285,-93.262707,MN,1.2,,1.7
1680,OLMSTED MEDICAL CENTER (240006),2021,Acute Care,Voluntary non-profit - Private,61.0,44.020994,-92.439958,MN,0.7,,2.5
1681,MAYO CLINIC HOSPITAL ROCHESTER (240010),2021,Acute Care,Voluntary non-profit - Church,1151.0,44.021643,-92.481355,MN,0.5,,9.7
1682,NORTHFIELD HOSPITAL (240014),2021,Acute Care,Government - Local,77.0,44.471386,-93.191159,MN,0.0,,
1683,MAYO CLINIC HEALTH SYSTEM IN RED WING (240018),2021,Acute Care,Voluntary non-profit - Private,62.0,44.560274,-92.575197,MN,0.0,,
1684,ESSENTIA HEALTH DULUTH (240019),2021,Acute Care,Voluntary non-profit - Private,141.0,46.793074,-92.094155,MN,0.5,,
1685,CAMBRIDGE MEDICAL CENTER (240020),2021,Acute Care,Voluntary non-profit - Private,72.0,45.56657,-93.229319,MN,1.0,,3.4
1686,SANFORD WORTHINGTON MEDICAL CENTER (240022),2021,Acute Care,Voluntary non-profit - Private,48.0,43.621858,-95.599179,MN,0.0,,
1687,ALOMERE HEALTH (240030),2021,Acute Care,Government - Local,99.0,45.872669,-95.37638,MN,1.3,29.8,2.7
1688,ST CLOUD HOSPITAL (240036),2021,Acute Care,Voluntary non-profit - Private,482.0,45.575325,-94.17045,MN,1.4,32.1,4.1
1689,ALLINA UNITED HOSPITAL (240038),2021,Acute Care,Voluntary non-profit - Private,372.0,44.94185,-93.108302,MN,0.8,,2.6
1690,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS (240040),2021,Acute Care,Voluntary non-profit - Other,78.0,47.411053,-92.929534,MN,3.3,,3.5
1691,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN (240043),2021,Acute Care,Voluntary non-profit - Private,126.0,43.651558,-93.372469,MN,1.1,,6.7
1692,WINONA HEALTH SERVICES (240044),2021,Acute Care,Voluntary non-profit - Private,54.0,44.033016,-91.622136,MN,1.8,,
1693,ST LUKES HOSPITAL (240047),2021,Acute Care,Voluntary non-profit - Private,267.0,46.797027,-92.087038,MN,1.0,38.6,3.7
1694,FAIRVIEW LAKES HEALTH SERVICES (240050),2021,Acute Care,Voluntary non-profit - Private,54.0,45.322267,-92.998466,MN,0.3,,5.3
1695,LAKE REGION HEALTHCARE CORPORATION (240052),2021,Acute Care,Voluntary non-profit - Private,103.0,46.277138,-96.072407,MN,1.3,,4.6
1696,PARK NICOLLET METHODIST HOSPITAL (240053),2021,Acute Care,Voluntary non-profit - Private,374.0,44.927054,-93.362391,MN,1.2,,6.3
1697,RIDGEVIEW MEDICAL CENTER (240056),2021,Acute Care,Voluntary non-profit - Private,118.0,44.843306,-93.790772,MN,0.6,,6.0
1698,ABBOTT NORTHWESTERN HOSPITAL (240057),2021,Acute Care,Voluntary non-profit - Private,670.0,44.951954,-93.262248,MN,1.6,,6.1
1699,REGINA HOSPITAL (240059),2021,Acute Care,Voluntary non-profit - Church,61.0,44.747131,-92.871399,MN,1.3,,4.3
1700,ST JOSEPH'S HOSPITAL (240063),2021,Acute Care,Voluntary non-profit - Private,210.0,44.949062,-93.100127,MN,0.3,,4.1
1701,GRAND ITASCA CLINIC AND HOSPITAL (240064),2021,Acute Care,Voluntary non-profit - Private,38.0,47.221039,-93.554716,MN,1.3,,
1702,LAKEVIEW MEMORIAL HOSPITAL (240066),2021,Acute Care,Voluntary non-profit - Private,68.0,45.048126,-92.818489,MN,2.6,,4.1
1703,OWATONNA HOSPITAL (240069),2021,Acute Care,Voluntary non-profit - Other,40.0,44.109798,-93.236301,MN,0.0,,
1704,DISTRICT ONE HOSPITAL (240071),2021,Acute Care,Voluntary non-profit - Private,34.0,44.288715,-93.256022,MN,0.0,,
1705,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER (240075),2021,Acute Care,Voluntary non-profit - Private,144.0,46.362509,-94.205143,MN,2.2,,1.4
1706,BUFFALO HOSPITAL (240076),2021,Acute Care,Voluntary non-profit - Other,42.0,45.1932,-93.87053,MN,1.6,,
1707,FAIRVIEW SOUTHDALE HOSPITAL (240078),2021,Acute Care,Voluntary non-profit - Other,333.0,44.886279,-93.328857,MN,0.8,,5.9
1708,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW (240080)",2021,Acute Care,Voluntary non-profit - Private,832.0,44.966335,-93.23812,MN,0.6,,5.9
1709,ESSENTIA HEALTH VIRGINIA (240084),2021,Acute Care,Government - Local,146.0,47.530711,-92.548797,MN,1.2,,
1710,CARRIS HEALTH LLC (240088),2021,Acute Care,Government - Local,164.0,45.120514,-95.046366,MN,0.0,,
1711,MAYO CLINIC HEALTH SYSTEM - MANKATO (240093),2021,Acute Care,Voluntary non-profit - Private,168.0,44.165047,-93.983738,MN,2.8,,3.9
1712,SANFORD BEMIDJI MEDICAL CENTER (240100),2021,Acute Care,Voluntary non-profit - Private,192.0,47.505009,-94.898125,MN,2.9,,1.6
1713,ESSENTIA HEALTH ST MARYS - DETROIT LAKES (240101),2021,Acute Care,Voluntary non-profit - Church,133.0,46.815307,-95.845453,MN,2.5,,
1714,ST FRANCIS REGIONAL MEDICAL CENTER (240104),2021,Acute Care,Voluntary non-profit - Church,85.0,44.770075,-93.503569,MN,0.6,,4.3
1715,REGIONS HOSPITAL (240106),2021,Acute Care,Voluntary non-profit - Private,450.0,44.955338,-93.096277,MN,1.3,46.2,3.0
1716,MERCY HOSPITAL (240115),2021,Acute Care,Voluntary non-profit - Private,360.0,45.183842,-93.368221,MN,0.3,,4.0
1717,FAIRVIEW NORTHLAND REGIONAL HOSPITAL (240141),2021,Acute Care,Voluntary non-profit - Other,38.0,45.55888,-93.588931,MN,0.0,,
1718,MAYO CLINIC HEALTH SYSTEM - FAIRMONT (240166),2021,Acute Care,Voluntary non-profit - Private,78.0,43.637688,-94.451728,MN,0.0,,
1719,HUTCHINSON HEALTH (240187),2021,Acute Care,Voluntary non-profit - Private,119.0,44.875105,-94.375533,MN,0.0,,
1720,FAIRVIEW RIDGES HOSPITAL (240207),2021,Acute Care,Voluntary non-profit - Church,170.0,44.749947,-93.274858,MN,0.8,,3.4
1721,HEALTHEAST ST JOHN'S HOSPITAL (240210),2021,Acute Care,Voluntary non-profit - Private,184.0,45.028131,-93.033508,MN,0.7,,3.6
1722,HEALTHEAST WOODWINDS HOSPITAL (240213),2021,Acute Care,Voluntary non-profit - Private,86.0,44.92351,-92.975353,MN,0.8,,4.8
1723,MAPLE GROVE HOSPITAL (240214),2021,Acute Care,Voluntary non-profit - Private,121.0,45.133377,-93.479488,MN,0.0,,
1724,RIVERWOOD HEALTHCARE CENTER (241305),2021,Critical Access,Voluntary non-profit - Private,25.0,46.529202,-93.696808,MN,1.5,,
1725,OLIVIA HOSPITAL & CLINIC (241306),2021,Critical Access,Government - Local,26.0,,,MN,0.0,,
1726,RIVERVIEW HOSPITAL (241320),2021,Critical Access,Voluntary non-profit - Private,56.0,47.772083,-96.618106,MN,2.8,,
1727,RAINY LAKE MEDICAL CENTER (241322),2021,Critical Access,Voluntary non-profit - Private,20.0,48.593984,-93.430774,MN,0.0,,
1728,CHIPPEWA COUNTY HOSPITAL (241325),2021,Critical Access,Government - Local,25.0,44.953989,-95.713586,MN,0.0,,
1729,CENTRACARE HEALTH SYSTEM - LONG PRAIRIE (241326),2021,Critical Access,Voluntary non-profit - Private,96.0,,,MN,0.0,,
1730,LAKEWOOD HEALTH SYSTEM (241329),2021,Critical Access,Voluntary non-profit - Other,135.0,46.350869,-94.748393,MN,3.0,,
1731,CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL (241330),2021,Critical Access,Voluntary non-profit - Private,95.0,45.674916,-94.823435,MN,0.0,,
1732,WINDOM AREA HEALTH (241332),2021,Critical Access,Government - Local,20.0,43.878587,-95.113659,MN,1.7,,
1733,MAYO CLINIC HEALTH SYSTEM - ST JAMES (241333),2021,Critical Access,Voluntary non-profit - Other,25.0,43.96949,-94.621515,MN,2.2,,
1734,ST ELIZABETH MEDICAL CENTER (241335),2021,Critical Access,Voluntary non-profit - Private,116.0,44.386416,-92.04914,MN,0.0,,
1735,MAYO CLINIC HEALTH SYSTEM - LAKE CITY (241338),2021,Critical Access,Voluntary non-profit - Private,108.0,44.458335,-92.288365,MN,0.0,,
1736,LIFECARE MEDICAL CENTER (241344),2021,Critical Access,Voluntary non-profit - Private,79.0,48.839822,-95.759947,MN,4.5,,
1737,MAYO CLINIC HEALTH SYSTEM - WASECA (241345),2021,Critical Access,Voluntary non-profit - Private,15.0,44.081525,-93.507297,MN,2.1,,
1738,CENTRACARE HEALTH PAYNESVILLE HOSPITAL (241349),2021,Critical Access,Voluntary non-profit - Private,66.0,45.374893,-94.716253,MN,0.0,,
1739,"CARRIS HEALTH - REDWOOD, LLC (241351)",2021,Critical Access,Government - Local,25.0,44.53703,-95.107268,MN,2.4,,
1740,CUYUNA REGIONAL MEDICAL CENTER (241353),2021,Critical Access,Government - Hospital District or Authority,130.0,46.482408,-93.94525,MN,0.5,,
1741,TRI COUNTY HOSPITAL (241354),2021,Critical Access,Voluntary non-profit - Other,25.0,46.446565,-95.132748,MN,5.6,,
1742,GLENCOE REGIONAL HEALTH SERVICES (241355),2021,Critical Access,Voluntary non-profit - Private,132.0,44.77755,-94.151714,MN,2.0,,
1743,AVERA MARSHALL REGIONAL MEDICAL CTR (241359),2021,Critical Access,Voluntary non-profit - Private,111.0,44.447634,-95.776185,MN,2.0,,
1744,ESSENTIA HEALTH DEER RIVER (241360),2021,Critical Access,Voluntary non-profit - Private,52.0,47.343503,-93.791299,MN,1.8,,
1745,MAYO CLINIC HEALTH SYSTEM-NEW PRAGUE (241361),2021,Critical Access,Voluntary non-profit - Private,20.0,44.545926,-93.574903,MN,1.4,,
1746,CENTRACARE HEALTH - MONTICELLO (241362),2021,Critical Access,Government - Hospital District or Authority,124.0,45.30017,-93.779107,MN,0.9,,
1747,COMMUNITY MEMORIAL HOSPITAL (241364),2021,Critical Access,Voluntary non-profit - Private,76.0,46.731844,-92.462459,MN,0.0,,
1748,WELIA HEALTH (241367),2021,Critical Access,Government - Local,25.0,45.87339,-93.289955,MN,0.0,,
1749,CENTRACARE HEALTH SYSTEM - SAUK CENTRE (241368),2021,Critical Access,Voluntary non-profit - Private,83.0,45.74589,-94.954567,MN,0.0,,
1750,UNITED HOSPITAL DISTRICT (241369),2021,Critical Access,Government - Hospital District or Authority,25.0,43.63429,-94.100884,MN,1.5,,
1751,ST GABRIELS HOSPITAL (241370),2021,Critical Access,Voluntary non-profit - Private,25.0,45.967711,-94.362651,MN,1.3,,
1752,SANFORD LUVERNE MEDICAL CENTER (241371),2021,Critical Access,Voluntary non-profit - Private,25.0,43.671605,-96.212523,MN,0.0,,
1753,PERHAM HEALTH (241373),2021,Critical Access,Government - Hospital District or Authority,120.0,46.592685,-95.595165,MN,1.1,,
1754,PIPESTONE COUNTY  MEDICAL CENTER (241374),2021,Critical Access,Government - Local,22.0,43.991082,-96.322107,MN,2.0,,
1755,GLACIAL RIDGE HOSPITAL (241376),2021,Critical Access,Government - Hospital District or Authority,19.0,45.646757,-95.38987,MN,0.0,,
1756,ST FRANCIS MEDICAL CENTER (241377),2021,Critical Access,Voluntary non-profit - Church,122.0,46.291314,-96.590433,MN,1.5,,
1757,NEW ULM MEDICAL CENTER (241378),2021,Critical Access,Voluntary non-profit - Private,33.0,44.312504,-94.475174,MN,2.4,,4.1
1758,ST JOSEPHS AREA  HEALTH SERVICES (241380),2021,Critical Access,Voluntary non-profit - Private,25.0,46.9157,-95.061504,MN,1.9,,
1759,SANFORD THIEF RIVER FALLS MEDICAL CENTER (241381),2021,Critical Access,Voluntary non-profit - Private,30.0,48.088654,-96.197788,MN,2.0,,
1760,UNIVERSITY OF MISSISSIPPI MED CENTER (250001),2021,Acute Care,Government - State,685.0,32.328783,-90.17558,MS,5.4,,3.9
1761,TISHOMINGO HEALTH SERVICES INC (250002),2021,Acute Care,Voluntary non-profit - Private,48.0,34.803686,-88.209218,MS,6.6,,
1762,NORTH MISSISSIPPI MEDICAL CENTER (250004),2021,Acute Care,Voluntary non-profit - Private,627.0,34.242203,-88.717758,MS,1.3,,
1763,BAPTIST MEMORIAL HOSPITAL UNION COUNTY (250006),2021,Acute Care,Voluntary non-profit - Other,98.0,,,MS,3.2,41.5,3.8
1764,MERIT HEALTH BILOXI (250007),2021,Acute Care,Proprietary,190.0,30.396112,-88.890438,MS,4.1,,
1765,MAGNOLIA REGIONAL HEALTH CENTER (250009),2021,Acute Care,Voluntary non-profit - Other,193.0,34.935867,-88.558648,MS,1.5,44.2,4.8
1766,MEMORIAL HOSPITAL AT GULFPORT (250019),2021,Acute Care,Government - Local,431.0,30.366928,-89.114907,MS,5.1,36.4,2.6
1767,WEBSTER GENERAL HOSPITAL/ SWING BED (250020),2021,Acute Care,Voluntary non-profit - Other,38.0,33.534736,-89.266943,MS,1.8,,
1768,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY (250025),2021,Acute Care,Proprietary,95.0,33.977551,-88.477625,MS,1.0,,
1769,WINSTON MEDICAL CENTER & SWINGBED (250027),2021,Acute Care,Voluntary non-profit - Private,136.0,33.124291,-89.036671,MS,0.0,,
1770,MERIT HEALTH RIVER REGION (250031),2021,Acute Care,Proprietary,298.0,32.374802,-90.827497,MS,1.4,,4.4
1771,BAPTIST MEMORIAL HOSPITAL NORTH MS (250034),2021,Acute Care,Voluntary non-profit - Private,209.0,34.346609,-89.5212,MS,2.8,,5.1
1772,GEORGE REGIONAL HEALTH SYSTEM (250036),2021,Acute Care,Government - Local,41.0,30.922235,-88.592853,MS,0.0,,
1773,MERIT HEALTH MADISON (250038),2021,Acute Care,Proprietary,67.0,32.582157,-90.081677,MS,1.8,,
1774,SINGING RIVER HEALTH SYSTEM (250040),2021,Acute Care,Government - Local,393.0,30.374871,-88.532404,MS,3.0,40.4,6.5
1775,DELTA HEALTH-NORTHWEST REGIONAL (250042),2021,Acute Care,Proprietary,181.0,34.197133,-90.552764,MS,2.6,,
1776,NESHOBA COUNTY GENERAL HOSPITAL (250043),2021,Acute Care,Government - Local,207.0,32.757816,-89.105415,MS,0.8,,
1777,BAPTIST MEMORIAL HOSPITAL BOONEVILLE (250044),2021,Acute Care,Voluntary non-profit - Church,55.0,34.656337,-88.565763,MS,0.5,,
1778,ST DOMINIC-JACKSON MEMORIAL HOSPITAL (250048),2021,Acute Care,Voluntary non-profit - Church,548.0,32.333691,-90.165103,MS,1.0,46.1,
1779,OCH REGIONAL MEDICAL CENTER (250050),2021,Acute Care,Government - Local,90.0,33.474957,-88.820554,MS,4.1,,
1780,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN (250057),2021,Acute Care,Voluntary non-profit - Other,96.0,,,MS,2.3,40.0,3.6
1781,SOUTH CENTRAL REG MED CTR (250058),2021,Acute Care,Government - Local,267.0,31.685911,-89.14135,MS,0.8,,2.0
1782,CLAY COUNTY MEDICAL CORPORATION (250067),2021,Acute Care,Voluntary non-profit - Private,54.0,33.618616,-88.661549,MS,0.7,,
1783,RUSH FOUNDATION HOSPITAL (250069),2021,Acute Care,Voluntary non-profit - Private,183.0,32.370664,-88.697779,MS,3.7,,1.9
1784,MERIT HEALTH CENTRAL (250072),2021,Acute Care,Proprietary,336.0,32.286929,-90.255755,MS,0.0,,
1785,WAYNE GENERAL HOSPITAL (250077),2021,Acute Care,Government - Local,61.0,31.673601,-88.633312,MS,1.5,,
1786,FORREST GENERAL HOSPITAL (250078),2021,Acute Care,Government - Local,458.0,,,MS,0.1,,4.8
1787,DELTA HEALTH- THE MEDICAL CENTER (250082),2021,Acute Care,Government - Local,200.0,33.409907,-91.035243,MS,3.4,,4.9
1788,MERIT HEALTH NATCHEZ (250084),2021,Acute Care,Proprietary,179.0,,,MS,0.3,,6.9
1789,MARION GENERAL HOSPITAL (250085),2021,Acute Care,Voluntary non-profit - Other,47.0,31.256354,-89.806273,MS,0.8,,
1790,BOLIVAR MEDICAL CENTER (250093),2021,Acute Care,Proprietary,199.0,33.747471,-90.708128,MS,2.3,,
1791,MERIT HEALTH WESLEY (250094),2021,Acute Care,Voluntary non-profit - Private,187.0,31.323058,-89.3669,MS,1.0,,7.2
1792,SOUTH SUNFLOWER COUNTY HOSPITAL (250095),2021,Acute Care,Government - Local,48.0,33.457234,-90.65024,MS,0.0,,
1793,CROSSGATES RIVER OAKS HOSPITAL (250096),2021,Acute Care,Proprietary,122.0,32.286214,-90.03596,MS,0.0,,
1794,SOUTHWEST MS REGIONAL MEDICAL CENTER (250097),2021,Acute Care,Government - Local,148.0,,,MS,3.3,,1.5
1795,GREENWOOD LEFLORE HOSPITAL (250099),2021,Acute Care,Government - Local,207.0,33.518254,-90.200189,MS,2.3,38.1,2.4
1796,BMH-GOLDEN TRIANGLE (250100),2021,Acute Care,Voluntary non-profit - Private,272.0,33.526488,-88.429071,MS,2.5,,4.1
1797,MISSISSIPPI BAPTIST MEDICAL CENTER (250102),2021,Acute Care,Voluntary non-profit - Private,527.0,32.314278,-90.178228,MS,1.6,43.0,3.2
1798,ANDERSON REGIONAL MEDICAL CTR (250104),2021,Acute Care,Voluntary non-profit - Private,261.0,32.370775,-88.699858,MS,2.0,46.8,
1799,HIGHLAND COMMUNITY  HOSPITAL (250117),2021,Acute Care,Government - Hospital District or Authority,54.0,30.552471,-89.665422,MS,1.4,,3.8
1800,SINGING RIVER GULFPORT (250123),2021,Acute Care,Proprietary,129.0,30.44201,-89.092766,MS,3.1,,
1801,MAGEE GENERAL HOSPITAL (250124),2021,Acute Care,Voluntary non-profit - Private,50.0,31.870585,-89.728389,MS,1.2,,
1802,PANOLA MEDICAL CENTER (250128),2021,Acute Care,Proprietary,98.0,34.306319,-89.916488,MS,5.7,,
1803,MERIT HEALTH RIVER OAKS (250138),2021,Acute Care,Proprietary,158.0,32.32614,-90.106447,MS,4.2,,
1804,BAPTIST MEMORIAL HOSPITAL DESOTO (250141),2021,Acute Care,Voluntary non-profit - Private,336.0,34.968348,-89.995535,MS,0.6,,2.8
1805,OCHSNER MEDICAL CENTER-HANCOCK (250162),2021,Acute Care,Government - Local,68.0,30.31304,-89.355657,MS,4.1,,
1806,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL (250167),2021,Acute Care,Voluntary non-profit - Private,51.0,34.922615,-89.794873,MS,1.4,,4.3
1807,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA (250168),2021,Acute Care,Government - State,80.0,33.763307,-89.817532,MS,4.4,51.4,
1808,S E LACKEY MEMORIAL HOSPITAL (251300),2021,Critical Access,Voluntary non-profit - Private,94.0,32.365907,-89.470963,MS,12.0,,
1809,TALLAHATCHIE GENERAL HOSPITAL-CAH (251304),2021,Critical Access,Government - Local,11.0,34.005079,-90.058165,MS,2.4,,
1810,LAWRENCE COUNTY HOSPITAL CAH (251305),2021,Critical Access,Government - Local,25.0,31.553419,-90.100262,MS,0.0,,
1811,PONTOTOC HEALTH SERVICE INC CAH (251308),2021,Critical Access,Voluntary non-profit - Private,25.0,34.242827,-88.9968,MS,0.0,,
1812,FIELD HEALTH SYSTEM (251309),2021,Critical Access,Government - Local,20.0,,,MS,0.0,,
1813,TYLER HOLMES MEMORIAL HOSPITAL CAH (251312),2021,Critical Access,Voluntary non-profit - Private,25.0,33.490652,-89.737748,MS,0.0,,
1814,BAPTIST MEDICAL CENTER-YAZOO (251313),2021,Critical Access,Voluntary non-profit - Private,27.0,32.85873,-90.403321,MS,0.0,,
1815,BAPTIST MEDICAL CENTER-LEAKE (251315),2021,Critical Access,Voluntary non-profit - Private,43.0,32.738533,-89.51641,MS,1.9,,
1816,SIMPSON GENERAL HOSPITAL CAH (251317),2021,Critical Access,Voluntary non-profit - Private,35.0,31.968094,-89.886996,MS,0.0,,
1817,NORTH SUNFLOWER MEDICAL CENTER CAH (251318),2021,Critical Access,Government - Local,70.0,33.734839,-90.546823,MS,18.5,,5.6
1818,HOLMES COUNTY HOSPITAL AND CLINICS (251319),2021,Critical Access,Government - State,25.0,33.111077,-90.029741,MS,1.7,,
1819,LAIRD HOSPITAL INC (251322),2021,Critical Access,Voluntary non-profit - Private,25.0,32.559207,-89.102561,MS,3.4,,
1820,WALTHALL COUNTY GENERAL HOSPITAL CAH (251324),2021,Critical Access,Government - Local,25.0,31.119583,-90.155618,MS,0.0,,
1821,COVINGTON COUNTY HOSPITAL CAH (251325),2021,Critical Access,Government - Local,30.0,31.638236,-89.554424,MS,0.0,,
1822,"BAPTIST MEMORIAL HOSPITAL - CALHOUN, INC. (251331)",2021,Critical Access,Government - Local,56.0,33.869665,-89.317176,MS,2.4,,
1823,CHOCTAW REGIONAL MEDICAL CENTER (251334),2021,Critical Access,Government - Local,52.0,33.318465,-89.182304,MS,1.3,,
1824,BAPTIST MEDICAL CENTER ATTALA (251336),2021,Critical Access,Voluntary non-profit - Other,25.0,33.065592,-89.596721,MS,1.7,,
1825,TIPPAH COUNTY HOSPITAL (251337),2021,Critical Access,Government - Local,69.0,34.739322,-88.949512,MS,2.0,,
1826,MERCY HOSPITAL JOPLIN (260001),2021,Acute Care,Voluntary non-profit - Church,222.0,37.034697,-94.511799,MO,3.5,42.5,3.4
1827,SSM ST JOSEPH HEALTH CENTER (260005),2021,Acute Care,Voluntary non-profit - Private,394.0,38.780377,-90.484508,MO,1.1,,2.5
1828,MOSAIC LIFE CARE AT ST JOSEPH (260006),2021,Acute Care,Voluntary non-profit - Private,352.0,39.770201,-94.770247,MO,0.6,44.3,5.7
1829,BOTHWELL REGIONAL HEALTH CENTER (260009),2021,Acute Care,Government - Local,127.0,38.699051,-93.222089,MO,1.4,,3.0
1830,SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY (260011),2021,Acute Care,Proprietary,167.0,38.560142,-92.220285,MO,1.6,,13.4
