,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),Breast Cancer Screening Recall Rates (OP-39),MRI Lumbar Spine for Low Back Pain (OP-8),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13)
2198,CATHOLIC MEDICAL CENTER (300034),2022,Acute Care,Voluntary non-profit - Private,246.0,42.991211,-71.47379,NH,6.6,6.2,,3.0
2199,UPPER CONNECTICUT VALLEY HOSPITAL (301300),2022,Critical Access,Voluntary non-profit - Private,16.0,44.904412,-71.481489,NH,4.5,6.0,,
2200,COTTAGE HOSPITAL (301301),2022,Critical Access,Voluntary non-profit - Private,30.0,44.136234,-72.022291,NH,0.5,2.9,,
2201,LITTLETON REGIONAL HEALTHCARE (301302),2022,Critical Access,Voluntary non-profit - Private,25.0,44.316234,-71.825316,NH,3.0,9.0,51.9,3.1
2202,WEEKS MEDICAL CENTER (301303),2022,Critical Access,Voluntary non-profit - Private,27.0,44.48699,-71.554156,NH,2.3,7.3,,
2203,NEW LONDON HOSPITAL (301304),2022,Critical Access,Voluntary non-profit - Private,59.0,43.420929,-72.001493,NH,4.9,8.1,,4.5
2204,ALICE PECK DAY MEMORIAL HOSPITAL (301305),2022,Critical Access,Voluntary non-profit - Private,24.0,43.640293,-72.264366,NH,1.7,7.8,,
2205,CONCORD HOSPITAL- FRANKLIN (301306),2022,Critical Access,Voluntary non-profit - Private,33.0,43.448071,-71.643684,NH,3.1,2.6,,
2206,"MEMORIAL HOSPITAL, THE (301307)",2022,Critical Access,Voluntary non-profit - Private,56.0,44.060519,-71.13851,NH,5.6,4.9,,3.6
2207,VALLEY REGIONAL HOSPITAL (301308),2022,Critical Access,Voluntary non-profit - Private,25.0,43.385143,-72.342465,NH,3.2,4.0,,
2208,MONADNOCK COMMUNITY HOSPITAL (301309),2022,Critical Access,Voluntary non-profit - Private,25.0,42.893461,-71.937471,NH,1.3,9.0,,2.9
2209,ANDROSCOGGIN VALLEY HOSPITAL (301310),2022,Critical Access,Voluntary non-profit - Private,25.0,44.487099,-71.156548,NH,5.8,4.2,,5.7
2210,SPEARE MEMORIAL HOSPITAL (301311),2022,Critical Access,Voluntary non-profit - Private,25.0,43.757886,-71.694837,NH,2.3,7.3,,3.7
2211,HUGGINS HOSPITAL (301312),2022,Critical Access,Voluntary non-profit - Private,27.0,43.580944,-71.201575,NH,2.3,10.1,,5.4
2212,HACKENSACK UNIVERSITY MEDICAL CENTER (310001),2022,Acute Care,Voluntary non-profit - Private,710.0,40.884032,-74.057954,NJ,5.0,12.8,50.0,4.9
2213,NEWARK BETH ISRAEL MEDICAL CENTER (310002),2022,Acute Care,Voluntary non-profit - Private,486.0,40.710054,-74.213787,NJ,7.5,9.6,,3.6
2214,PALISADES MEDICAL CENTER (310003),2022,Acute Care,Voluntary non-profit - Private,192.0,40.794166,-73.995765,NJ,4.6,13.9,,5.3
2215,HUNTERDON MEDICAL CENTER (310005),2022,Acute Care,Voluntary non-profit - Private,184.0,40.532524,-74.86041,NJ,6.0,12.0,,3.2
2216,ST MARY'S GENERAL HOSPITAL (310006),2022,Acute Care,Proprietary,185.0,40.85828,-74.13721,NJ,8.3,21.8,,5.1
2217,HOLY NAME MEDICAL CENTER (310008),2022,Acute Care,Voluntary non-profit - Private,309.0,40.882377,-74.008629,NJ,6.2,67.0,39.7,5.6
2218,CLARA MAASS MEDICAL CENTER (310009),2022,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,5.1,,,2.8
2219,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO (310010),2022,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,5.7,11.8,,6.0
2220,CAPE REGIONAL MEDICAL CENTER INC (310011),2022,Acute Care,Voluntary non-profit - Private,157.0,,,NJ,5.3,,,7.7
2221,VALLEY HOSPITAL (310012),2022,Acute Care,Voluntary non-profit - Private,387.0,40.983204,-74.101761,NJ,4.3,13.5,42.5,1.7
2222,COOPER UNIVERSITY HOSPITAL (310014),2022,Acute Care,Voluntary non-profit - Private,545.0,39.940802,-75.115757,NJ,4.2,13.5,34.8,
2223,MORRISTOWN MEDICAL CENTER (310015),2022,Acute Care,Voluntary non-profit - Private,700.0,40.787896,-74.464855,NJ,5.1,37.0,28.4,4.0
2224,CAREPOINT HEALTH-CHRIST HOSPITAL (310016),2022,Acute Care,Voluntary non-profit - Church,186.0,40.734876,-74.050142,NJ,7.7,6.9,,
2225,CHILTON MEDICAL CENTER (310017),2022,Acute Care,Voluntary non-profit - Private,207.0,40.959237,-74.308102,NJ,6.0,33.9,,4.3
2226,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER (310019),2022,Acute Care,Voluntary non-profit - Church,705.0,40.902456,-74.166751,NJ,7.1,17.3,,3.6
2227,ST FRANCIS MEDICAL CENTER (310021),2022,Acute Care,Voluntary non-profit - Private,157.0,40.217126,-74.742576,NJ,8.0,6.4,,
2228,VIRTUA WEST JERSEY HOSPITALS (310022),2022,Acute Care,Voluntary non-profit - Private,611.0,39.842327,-74.927892,NJ,0.9,,,2.9
2229,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY (310024),2022,Acute Care,Voluntary non-profit - Private,144.0,40.612237,-74.291688,NJ,4.4,9.9,,6.3
2230,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER (310025),2022,Acute Care,Voluntary non-profit - Private,189.0,40.667531,-74.112371,NJ,2.5,9.6,,4.0
2231,TRINITAS REGIONAL MEDICAL CENTER (310027),2022,Acute Care,Voluntary non-profit - Private,442.0,40.65892,-74.214355,NJ,1.1,7.3,,
2232,NEWTON MEDICAL CENTER (310028),2022,Acute Care,Voluntary non-profit - Private,1620.0,41.055649,-74.76494,NJ,2.3,20.9,,1.6
2233,VIRTUA OUR LADY OF LOURDES HOSPITAL (310029),2022,Acute Care,Voluntary non-profit - Private,328.0,39.927033,-75.095704,NJ,2.5,10.6,,5.4
2234,DEBORAH HEART AND LUNG CENTER (310031),2022,Acute Care,Voluntary non-profit - Private,85.0,39.977274,-74.58621,NJ,,,,4.4
2235,INSPIRA MEDICAL CENTER VINELAND (310032),2022,Acute Care,Voluntary non-profit - Private,332.0,39.447444,-75.057329,NJ,4.0,12.1,43.6,7.4
2236,RIVERVIEW MEDICAL CENTER (310034),2022,Acute Care,Proprietary,289.0,,,NJ,5.6,20.0,,4.7
2237,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL (310038),2022,Acute Care,Voluntary non-profit - Private,617.0,,,NJ,1.8,,,3.3
2238,RARITAN BAY MEDICAL CENTER (310039),2022,Acute Care,Voluntary non-profit - Private,292.0,40.518346,-74.28075,NJ,3.1,9.2,,7.0
2239,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER (310040),2022,Acute Care,Voluntary non-profit - Church,190.0,40.741213,-74.033559,NJ,1.9,5.6,,
2240,COMMUNITY MEDICAL CENTER (310041),2022,Acute Care,Voluntary non-profit - Private,462.0,39.965083,-74.21449,NJ,3.1,14.4,,3.4
2241,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL (310044),2022,Acute Care,Voluntary non-profit - Private,179.0,,,NJ,5.5,7.8,,4.0
2242,ENGLEWOOD HOSPITAL AND MEDICAL CENTER (310045),2022,Acute Care,Voluntary non-profit - Private,302.0,40.902855,-73.967993,NJ,3.7,31.2,41.0,5.2
2243,SHORE MEDICAL CENTER (310047),2022,Acute Care,Voluntary non-profit - Private,252.0,39.314673,-74.592772,NJ,2.9,18.9,,
2244,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET (310048),2022,Acute Care,Voluntary non-profit - Private,279.0,40.568854,-74.595695,NJ,7.1,10.8,,4.4
2245,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS (310050),2022,Acute Care,Proprietary,362.0,40.894376,-74.464479,NJ,8.7,26.2,,2.3
2246,OVERLOOK MEDICAL CENTER (310051),2022,Acute Care,Voluntary non-profit - Other,484.0,40.71241,-74.354023,NJ,4.1,29.4,45.5,5.3
2247,OCEAN MEDICAL CENTER (310052),2022,Acute Care,Voluntary non-profit - Other,302.0,40.078327,-74.129748,NJ,6.6,18.7,,
2248,HACKENSACKUMC MOUNTAINSIDE (310054),2022,Acute Care,Voluntary non-profit - Private,229.0,,,NJ,2.8,27.1,,5.8
2249,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY (310057),2022,Acute Care,Voluntary non-profit - Private,334.0,39.985698,-74.795832,NJ,2.2,12.9,,
2250,ST LUKE'S WARREN HOSPITAL (310060),2022,Acute Care,Voluntary non-profit - Other,110.0,40.701628,-75.179608,NJ,3.3,9.5,,4.2
2251,VIRTUA WILLINGBORO HOSPITAL (310061),2022,Acute Care,Voluntary non-profit - Private,147.0,40.048632,-74.881982,NJ,2.3,7.0,,3.4
2252,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS (310064),2022,Acute Care,Voluntary non-profit - Other,537.0,39.357791,-74.433942,NJ,1.1,3.6,,8.3
2253,INSPIRA MEDICAL CENTER ELMER (310069),2022,Acute Care,Voluntary non-profit - Private,133.0,39.588142,-75.179457,NJ,2.0,16.5,,6.1
2254,SAINT PETER'S UNIVERSITY HOSPITAL (310070),2022,Acute Care,Voluntary non-profit - Church,359.0,40.501846,-74.45913,NJ,0.6,12.8,,5.5
2255,JERSEY SHORE UNIVERSITY MEDICAL CENTER (310073),2022,Acute Care,Voluntary non-profit - Private,577.0,,,NJ,3.4,,,3.9
2256,JERSEY CITY MEDICAL CENTER (310074),2022,Acute Care,Voluntary non-profit - Private,311.0,40.716666,-74.049952,NJ,4.1,10.9,,6.7
2257,MONMOUTH MEDICAL CENTER (310075),2022,Acute Care,Voluntary non-profit - Private,329.0,40.295448,-73.983598,NJ,5.6,14.2,47.6,3.0
2258,SAINT BARNABAS MEDICAL CENTER (310076),2022,Acute Care,Voluntary non-profit - Other,571.0,40.764045,-74.302334,NJ,6.3,,,5.2
2259,EAST ORANGE GENERAL HOSPITAL (310083),2022,Acute Care,Voluntary non-profit - Private,196.0,40.753707,-74.213333,NJ,1.3,9.6,,
2260,MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS (310084),2022,Acute Care,Voluntary non-profit - Private,237.0,40.074178,-74.21735,NJ,3.2,18.8,,
2261,JEFFERSON STRATFORD HOSPITAL (310086),2022,Acute Care,Voluntary non-profit - Private,520.0,39.828853,-75.008799,NJ,3.2,8.2,45.2,8.3
2262,SALEM MEDICAL CENTER (310091),2022,Acute Care,Voluntary non-profit - Private,119.0,39.593404,-75.445855,NJ,7.3,10.8,,
2263,CAPITAL HEALTH REGIONAL MEDICAL CENTER (310092),2022,Acute Care,Voluntary non-profit - Private,185.0,40.235987,-74.752776,NJ,3.8,9.5,,4.9
2264,SAINT MICHAEL'S MEDICAL CENTER (310096),2022,Acute Care,Voluntary non-profit - Private,152.0,40.743034,-74.174503,NJ,2.3,6.6,,3.8
2265,JFK MEDICAL CENTER (310108),2022,Acute Care,Voluntary non-profit - Private,446.0,40.55787,-74.349499,NJ,2.0,10.5,35.5,4.4
2266,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON (310110),2022,Acute Care,Voluntary non-profit - Private,184.0,,,NJ,3.1,9.9,,
2267,CENTRASTATE MEDICAL CENTER (310111),2022,Acute Care,Voluntary non-profit - Private,259.0,40.23566,-74.312025,NJ,3.5,17.3,,9.3
2268,BAYSHORE MEDICAL CENTER (310112),2022,Acute Care,Proprietary,161.0,40.404203,-74.193354,NJ,5.1,14.8,,7.5
2269,SOUTHERN OCEAN MEDICAL CENTER (310113),2022,Acute Care,Voluntary non-profit - Private,156.0,39.721499,-74.287136,NJ,3.0,,,4.2
2270,HACKETTSTOWN MEDICAL CENTER (310115),2022,Acute Care,Voluntary non-profit - Church,83.0,40.861646,-74.81378,NJ,4.5,28.2,,4.2
2271,HUDSON REGIONAL HOSPITAL (310118),2022,Acute Care,Proprietary,116.0,40.791805,-74.072099,NJ,11.1,,,
2272,THE UNIVERSITY HOSPITAL (310119),2022,Acute Care,Government - State,372.0,40.74095,-74.19213,NJ,16.6,4.9,,
2273,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL (310130),2022,Acute Care,Proprietary,78.0,40.983658,-74.014195,NJ,6.9,25.0,,
2274,UNM HOSPITAL (320001),2022,Acute Care,Voluntary non-profit - Other,557.0,35.087483,-106.618148,NM,7.3,9.2,51.9,1.2
2275,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER (320002),2022,Acute Care,Voluntary non-profit - Private,201.0,35.657789,-105.946946,NM,3.5,,,3.3
2276,ALTA VISTA REGIONAL HOSPITAL (320003),2022,Acute Care,Government - Hospital District or Authority,46.0,35.62215,-105.209851,NM,8.0,5.2,,5.1
2277,GERALD CHAMPION REGIONAL MEDICAL CENTER (320004),2022,Acute Care,Voluntary non-profit - Private,106.0,32.926862,-105.933917,NM,4.8,,,3.6
2278,SAN JUAN REGIONAL MEDICAL CENTER INC (320005),2022,Acute Care,Voluntary non-profit - Private,188.0,36.724323,-108.215501,NM,2.6,4.1,46.7,3.0
2279,EASTERN NEW MEXICO MEDICAL CENTER (320006),2022,Acute Care,Proprietary,162.0,33.4233,-104.527405,NM,7.1,11.8,,4.6
2280,LOVELACE MEDICAL CENTER (320009),2022,Acute Care,Voluntary non-profit - Private,287.0,35.085622,-106.639765,NM,3.6,,,2.8
2281,PRESBYTERIAN ESPANOLA HOSPITAL (320011),2022,Acute Care,Voluntary non-profit - Private,60.0,35.997101,-106.086683,NM,7.6,3.7,,
2282,LOVELACE WOMEN'S HOSPITAL (320017),2022,Acute Care,Government - State,164.0,35.131005,-106.591037,NM,5.4,7.4,,0.0
2283,MEMORIAL MEDICAL CENTER (320018),2022,Acute Care,Proprietary,235.0,32.291993,-106.735018,NM,21.5,9.2,,
2284,PRESBYTERIAN HOSPITAL (320021),2022,Acute Care,Government - Hospital District or Authority,777.0,35.082295,-106.63453,NM,8.2,,45.5,4.2
2285,PLAINS REGIONAL MEDICAL CENTER (320022),2022,Acute Care,Government - Federal,106.0,34.42049,-103.231763,NM,6.1,2.8,,3.4
2286,ARTESIA GENERAL HOSPITAL (320030),2022,Acute Care,Government - Hospital District or Authority,45.0,32.848603,-104.412752,NM,9.8,16.9,59.4,
2287,LOS ALAMOS MEDICAL CENTER (320033),2022,Acute Care,Proprietary,44.0,35.882165,-106.319765,NM,11.2,6.4,,1.8
2288,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES (320038),2022,Acute Care,Voluntary non-profit - Private,56.0,35.5075,-108.727248,NM,5.2,3.1,47.1,0.0
2289,CARLSBAD MEDICAL CENTER (320063),2022,Acute Care,Proprietary,102.0,32.44184,-104.258642,NM,9.6,7.9,,4.3
2290,COVENANT HEALTH HOBBS HOSPITAL (320065),2022,Acute Care,Proprietary,133.0,32.765988,-103.186034,NM,3.5,3.4,,
2291,GUADALUPE COUNTY HOSPITAL (320067),2022,Acute Care,Government - Local,10.0,34.929504,-104.694224,NM,7.4,,,
2292,LOVELACE WESTSIDE HOSPITAL (320074),2022,Acute Care,Government - Federal,74.0,35.207508,-106.675974,NM,4.2,7.2,,
2293,ROOSEVELT GENERAL HOSPITAL (320084),2022,Acute Care,Government - State,22.0,34.165665,-103.368199,NM,16.1,,,
2294,MOUNTAIN VIEW REGIONAL MEDICAL CENTER (320085),2022,Acute Care,Proprietary,162.0,32.322639,-106.728297,NM,9.8,9.9,39.1,1.6
2295,LOVELACE REGIONAL HOSPITAL - ROSWELL (320086),2022,Acute Care,Proprietary,26.0,33.415976,-104.521754,NM,14.6,,,
2296,UNM SANDOVAL REGIONAL MEDICAL CENTER (320089),2022,Acute Care,Voluntary non-profit - Private,66.0,35.307351,-106.677003,NM,8.0,10.3,51.4,
2297,PRESBYTERIAN SANTA FE MEDICAL CENTER (320090),2022,Acute Care,Voluntary non-profit - Private,36.0,,,NM,7.3,,,
2298,SIERRA VISTA HOSPITAL (321300),2022,Critical Access,Proprietary,15.0,33.139104,-107.241975,NM,10.0,4.1,,
2299,SOCORRO GENERAL HOSPITAL (321301),2022,Critical Access,Proprietary,24.0,34.038721,-106.912014,NM,7.6,,,
2300,DR DAN C TRIGG MEMORIAL HOSPITAL (321302),2022,Critical Access,Voluntary non-profit - Private,25.0,35.156231,-103.723446,NM,8.4,4.9,,
2301,NOR-LEA HOSPITAL DISTRICT (321305),2022,Critical Access,Government - Hospital District or Authority,25.0,32.96479,-103.348637,NM,14.0,6.1,,6.4
2302,LINCOLN COUNTY MEDICAL CENTER (321306),2022,Critical Access,Voluntary non-profit - Private,25.0,33.323052,-105.631136,NM,15.3,0.9,,
2303,MINERS' COLFAX MEDICAL CENTER (321307),2022,Critical Access,Government - State,66.0,36.863548,-104.443184,NM,8.4,,,
2304,MIMBRES MEMORIAL HOSPITAL (321309),2022,Critical Access,Proprietary,25.0,,,NM,10.0,5.6,,
2305,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS (321310),2022,Critical Access,Voluntary non-profit - Private,25.0,36.367397,-105.577458,NM,2.1,7.5,,1.6
2306,GILA REGIONAL MEDICAL CENTER (321311),2022,Critical Access,Government - Local,25.0,,,NM,9.2,11.0,,3.2
2307,KALEIDA HEALTH (330005),2022,Acute Care,Voluntary non-profit - Private,1089.0,42.900329,-78.864937,NY,7.5,6.4,,1.9
2308,ST JOSEPH'S MEDICAL CENTER (330006),2022,Acute Care,Voluntary non-profit - Private,411.0,40.929614,-73.897003,NY,4.6,16.7,,
2309,WYOMING COUNTY COMMUNITY HOSPITAL (330008),2022,Acute Care,Government - Local,214.0,42.753447,-78.132533,NY,16.6,15.4,,
2310,BRONX HEALTH SYSTEM (330009),2022,Acute Care,Proprietary,570.0,40.83175,-73.903756,NY,8.9,18.2,,
2311,OUR LADY OF LOURDES MEMORIAL HOSPITAL (330011),2022,Acute Care,Voluntary non-profit - Private,158.0,42.09264,-75.935558,NY,10.1,31.0,47.3,2.4
2312,ALBANY MEDICAL CENTER HOSPITAL (330013),2022,Acute Care,Voluntary non-profit - Private,736.0,42.653254,-73.77386,NY,10.9,20.8,,2.2
2313,JAMAICA HOSPITAL MEDICAL CENTER (330014),2022,Acute Care,Voluntary non-profit - Private,608.0,40.701412,-73.816302,NY,2.5,5.8,,3.3
2314,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC. (330019)",2022,Acute Care,Voluntary non-profit - Private,134.0,40.613783,-73.948321,NY,0.5,,,
2315,VASSAR BROTHERS MEDICAL CENTER (330023),2022,Acute Care,Voluntary non-profit - Private,361.0,41.694567,-73.935723,NY,5.5,28.6,45.2,4.2
2316,MOUNT SINAI HOSPITAL (330024),2022,Acute Care,Voluntary non-profit - Private,1166.0,,,NY,3.5,33.6,,6.1
2317,NASSAU UNIVERSITY MEDICAL CENTER (330027),2022,Acute Care,Government - Local,710.0,40.725298,-73.554413,NY,6.5,21.9,,
2318,RICHMOND UNIVERSITY MEDICAL CENTER (330028),2022,Acute Care,Voluntary non-profit - Private,315.0,40.63551,-74.106693,NY,1.3,,,
2319,NEWARK-WAYNE COMMUNITY HOSPITAL (330030),2022,Acute Care,Voluntary non-profit - Private,300.0,43.059959,-77.100736,NY,13.7,6.4,,
2320,CHENANGO MEMORIAL HOSPITAL (330033),2022,Acute Care,Voluntary non-profit - Private,138.0,42.542038,-75.524724,NY,6.7,9.9,,
2321,NS/LIJ HS SOUTHSIDE HOSPITAL (330043),2022,Acute Care,Voluntary non-profit - Private,294.0,40.724858,-73.240889,NY,0.8,,,8.1
2322,FAXTON-ST LUKE'S HEALTHCARE (330044),2022,Acute Care,Voluntary non-profit - Private,271.0,,,NY,3.5,14.9,,
2323,NS/LIJ HS HUNTINGTON HOSPITAL (330045),2022,Acute Care,Voluntary non-profit - Private,287.0,40.879201,-73.417488,NY,0.9,,,
2324,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL (330046),2022,Acute Care,Voluntary non-profit - Private,814.0,40.770129,-73.987846,NY,7.6,19.7,,3.4
2325,ST MARY'S HEALTHCARE (330047),2022,Acute Care,Voluntary non-profit - Private,290.0,42.953648,-74.216041,NY,8.8,9.2,,
2326,NORTHERN DUTCHESS HOSPITAL (330049),2022,Acute Care,Voluntary non-profit - Private,76.0,,,NY,5.0,25.8,,3.0
2327,NEW YORK-PRESBYTERIAN/QUEENS (330055),2022,Acute Care,Voluntary non-profit - Private,484.0,,,NY,2.6,53.6,,5.6
2328,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS (330056),2022,Acute Care,Voluntary non-profit - Private,292.0,40.689785,-73.9774,NY,9.9,41.0,,
2329,ST PETER'S HOSPITAL (330057),2022,Acute Care,Voluntary non-profit - Private,474.0,42.660176,-73.802382,NY,6.0,24.1,,4.7
2330,FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL (330058),2022,Acute Care,Voluntary non-profit - Private,473.0,,,NY,9.7,12.1,,3.3
2331,MONTEFIORE MEDICAL CENTER (330059),2022,Acute Care,Voluntary non-profit - Private,1501.0,40.879777,-73.879975,NY,6.4,6.0,35.3,7.1
2332,NIAGARA FALLS MEMORIAL MEDICAL CENTER (330065),2022,Acute Care,Voluntary non-profit - Other,134.0,43.093433,-79.050429,NY,11.1,2.5,,1.5
2333,UNITED MEMORIAL MEDICAL CENTER (330073),2022,Acute Care,Voluntary non-profit - Private,131.0,43.003997,-78.177592,NY,12.2,7.9,,
2334,F F THOMPSON HOSPITAL (330074),2022,Acute Care,Voluntary non-profit - Private,277.0,42.875591,-77.288198,NY,8.9,12.7,,0.0
2335,SISTERS OF CHARITY HOSPITAL (330078),2022,Acute Care,Voluntary non-profit - Private,462.0,42.92917,-78.849916,NY,2.3,11.6,,
2336,ADIRONDACK MEDICAL CENTER - SARANAC LAKE (330079),2022,Acute Care,Voluntary non-profit - Other,152.0,44.344548,-74.144597,NY,3.8,17.2,43.2,6.6
2337,LINCOLN MEDICAL & MENTAL HEALTH CENTER (330080),2022,Acute Care,Government - Local,344.0,40.817681,-73.924072,NY,8.1,0.9,,
2338,ALICE HYDE MEDICAL CENTER (330084),2022,Acute Care,Voluntary non-profit - Other,198.0,44.856658,-74.29193,NY,3.8,7.4,44.4,4.1
2339,AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085),2022,Acute Care,Voluntary non-profit - Other,198.0,,,NY,4.1,4.9,45.3,3.2
2340,MONTEFIORE MOUNT VERNON HOSPITAL (330086),2022,Acute Care,Voluntary non-profit - Private,94.0,40.912754,-73.840011,NY,2.8,1.9,,
2341,ARNOT OGDEN MEDICAL CENTER (330090),2022,Acute Care,Voluntary non-profit - Private,256.0,42.099256,-76.826668,NY,8.6,6.9,50.0,4.4
2342,COLUMBIA MEMORIAL HOSPITAL (330094),2022,Acute Care,Voluntary non-profit - Private,194.0,42.246254,-73.776128,NY,6.3,16.2,48.7,3.5
2343,JONES MEMORIAL HOSPITAL (330096),2022,Acute Care,Voluntary non-profit - Private,60.0,42.122878,-77.949784,NY,13.9,,,
2344,NEW YORK-PRESBYTERIAN HOSPITAL (330101),2022,Acute Care,Voluntary non-profit - Private,2546.0,40.76415,-73.954335,NY,13.5,18.8,46.8,6.7
2345,KENMORE MERCY HOSPITAL (330102),2022,Acute Care,Voluntary non-profit - Church,344.0,42.9779,-78.878678,NY,2.0,12.9,,
2346,OLEAN GENERAL HOSPITAL (330103),2022,Acute Care,Proprietary,260.0,42.089448,-78.426977,NY,8.0,17.6,39.8,3.4
2347,NYACK HOSPITAL (330104),2022,Acute Care,Voluntary non-profit - Other,249.0,41.095251,-73.925253,NY,1.5,29.8,,3.7
2348,NORTH SHORE UNIVERSITY HOSPITAL (330106),2022,Acute Care,Voluntary non-profit - Private,984.0,40.779269,-73.703029,NY,3.9,61.6,44.1,5.9
2349,PECONIC BAY MEDICAL CENTER (330107),2022,Acute Care,Voluntary non-profit - Private,181.0,40.933577,-72.674317,NY,2.3,,,
2350,BERTRAND CHAFFEE HOSPITAL (330111),2022,Acute Care,Voluntary non-profit - Private,103.0,42.508484,-78.659235,NY,10.3,2.2,,
2351,ONEIDA HEALTH HOSPITAL (330115),2022,Acute Care,Voluntary non-profit - Other,261.0,43.078755,-75.654264,NY,7.6,13.4,,
2352,LENOX HILL HOSPITAL (330119),2022,Acute Care,Voluntary non-profit - Private,457.0,40.773964,-73.960611,NY,3.2,62.4,44.4,8.7
2353,ROCHESTER GENERAL HOSPITAL (330125),2022,Acute Care,Voluntary non-profit - Private,517.0,43.192542,-77.584424,NY,5.5,8.8,,2.8
2354,GARNET HEALTH MEDICAL CENTER (330126),2022,Acute Care,Voluntary non-profit - Private,382.0,41.439962,-74.369415,NY,3.4,43.3,,2.6
2355,JACOBI MEDICAL CENTER (330127),2022,Acute Care,Government - Local,477.0,40.857455,-73.84721,NY,9.6,7.3,,
2356,ELMHURST HOSPITAL CENTER (330128),2022,Acute Care,Government - Local,528.0,40.74434,-73.88598,NY,9.9,33.3,,
2357,BON SECOURS COMMUNITY HOSPITAL (330135),2022,Acute Care,Voluntary non-profit - Church,181.0,41.367766,-74.682593,NY,7.0,24.9,,
2358,BASSETT HEALTHCARE (330136),2022,Acute Care,Voluntary non-profit - Private,180.0,,,NY,6.8,4.8,41.9,3.6
2359,ST JOSEPH'S HOSPITAL HEALTH CENTER (330140),2022,Acute Care,Voluntary non-profit - Private,437.0,43.055589,-76.149176,NY,0.4,,,
2360,LONG ISLAND COMMUNITY HOSPITAL (330141),2022,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,2.9,40.2,,
2361,IRA DAVENPORT MEMORIAL HOSPITAL (330144),2022,Acute Care,Voluntary non-profit - Other,139.0,42.37297,-77.278553,NY,5.2,3.8,,
2362,ST JAMES MERCY HOSPITAL (330151),2022,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,8.5,12.0,,
2363,ELLIS HOSPITAL (330153),2022,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,3.3,15.4,,0.0
2364,SAMARITAN MEDICAL CENTER (330157),2022,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,11.0,4.6,,
2365,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2022,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,4.7,50.6,,3.9
2366,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2022,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,4.0,18.1,40.0,4.7
2367,NORTHERN WESTCHESTER HOSPITAL (330162),2022,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,3.3,62.4,,5.3
