,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
2183,MONMOUTH MEDICAL CENTER (310075),2014,Acute Care,Voluntary non-profit - Private,329.0,40.295448,-73.983598,NJ,7.8,32.4,5.7,7.2,4.4,0.3
2184,SAINT BARNABAS MEDICAL CENTER (310076),2014,Acute Care,Voluntary non-profit - Other,571.0,40.764045,-74.302334,NJ,6.1,,,6.3,4.4,6.7
2185,INSPIRA MEDICAL CENTER WOODBURY (310081),2014,Acute Care,Voluntary non-profit - Private,256.0,39.843556,-75.149023,NJ,,,14.3,5.6,2.3,5.0
2186,EAST ORANGE GENERAL HOSPITAL (310083),2014,Acute Care,Voluntary non-profit - Private,196.0,40.753707,-74.213333,NJ,7.4,,6.1,,,0.0
2187,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS (310084),2014,Acute Care,Voluntary non-profit - Private,237.0,40.074178,-74.21735,NJ,8.2,,6.3,,2.6,0.0
2188,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV (310086),2014,Acute Care,Voluntary non-profit - Private,520.0,39.828853,-75.008799,NJ,4.2,33.3,12.4,4.1,4.7,2.0
2189,MEMORIAL HOSPITAL OF SALEM COUNTY (310091),2014,Acute Care,Voluntary non-profit - Private,119.0,39.593404,-75.445855,NJ,9.4,38.8,11.4,,5.3,0.5
2190,CAPITAL HEALTH SYSTEM-FULD CAMPUS (310092),2014,Acute Care,Voluntary non-profit - Private,185.0,40.235987,-74.752776,NJ,4.5,,8.2,3.4,5.4,2.5
2191,"SAINT MICHAEL'S MEDICAL CENTER, INC (310096)",2014,Acute Care,Voluntary non-profit - Private,152.0,40.743034,-74.174503,NJ,8.5,,7.4,6.0,4.3,8.1
2192,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY (310108),2014,Acute Care,Voluntary non-profit - Private,446.0,40.55787,-74.349499,NJ,15.5,30.6,9.6,5.1,0.7,0.3
2193,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON (310110),2014,Acute Care,Voluntary non-profit - Private,184.0,,,NJ,2.8,,7.2,7.5,1.8,0.2
2194,CENTRASTATE MEDICAL CENTER (310111),2014,Acute Care,Voluntary non-profit - Private,259.0,40.23566,-74.312025,NJ,3.5,,12.0,4.4,1.7,0.2
2195,BAYSHORE COMMUNITY HOSPITAL (310112),2014,Acute Care,Proprietary,161.0,40.404203,-74.193354,NJ,6.3,36.9,10.9,4.5,2.3,0.3
2196,SOUTHERN OCEAN MEDICAL CENTER (310113),2014,Acute Care,Voluntary non-profit - Private,156.0,39.721499,-74.287136,NJ,4.2,,11.0,0.7,2.5,4.3
2197,HACKETTSTOWN REGIONAL MEDICAL CENTER (310115),2014,Acute Care,Voluntary non-profit - Church,83.0,40.861646,-74.81378,NJ,11.4,,11.0,8.8,5.0,4.0
2198,MEADOWLANDS HOSPITAL MEDICAL CENTER (310118),2014,Acute Care,Proprietary,116.0,40.791805,-74.072099,NJ,2.3,,14.3,,,1.6
2199,UNIVERSITY HOSPITAL (310119),2014,Acute Care,Government - State,372.0,40.74095,-74.19213,NJ,40.5,,4.5,3.9,2.1,1.2
2200,UNM HOSPITAL (320001),2014,Acute Care,Voluntary non-profit - Other,557.0,35.087483,-106.618148,NM,11.8,29.4,8.8,3.4,1.2,0.6
2201,ST VINCENT HOSPITAL (320002),2014,Acute Care,Voluntary non-profit - Private,201.0,35.657789,-105.946946,NM,4.6,35.7,,4.8,0.8,0.0
2202,ALTA VISTA REGIONAL HOSPITAL (320003),2014,Acute Care,Government - Hospital District or Authority,46.0,35.62215,-105.209851,NM,11.8,,15.1,4.9,,5.1
2203,GERALD CHAMPION REGIONAL MEDICAL CENTER (320004),2014,Acute Care,Voluntary non-profit - Private,106.0,32.926862,-105.933917,NM,3.7,44.0,,5.5,4.1,3.4
2204,SAN JUAN REGIONAL MEDICAL CENTER (320005),2014,Acute Care,Voluntary non-profit - Private,188.0,36.724323,-108.215501,NM,3.4,38.5,7.3,3.3,1.4,0.0
2205,EASTERN NEW MEXICO MEDICAL CENTER (320006),2014,Acute Care,Proprietary,162.0,33.4233,-104.527405,NM,15.9,30.9,8.6,,2.7,18.4
2206,LOVELACE MEDICAL CENTER (320009),2014,Acute Care,Voluntary non-profit - Private,287.0,35.085622,-106.639765,NM,4.9,,,3.1,1.7,0.9
2207,PRESBYTERIAN ESPANOLA HOSPITAL (320011),2014,Acute Care,Voluntary non-profit - Private,60.0,35.997101,-106.086683,NM,5.9,39.6,8.5,,,4.0
2208,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS (320013),2014,Acute Care,Voluntary non-profit - Private,38.0,,,NM,3.2,,11.2,3.7,,0.0
2209,GILA REGIONAL MEDICAL CENTER (320016),2014,Acute Care,Government - Hospital District or Authority,58.0,32.795524,-108.260908,NM,7.5,32.4,8.5,,0.9,0.8
2210,LOVELACE WOMEN'S HOSPITAL (320017),2014,Acute Care,Government - State,164.0,35.131005,-106.591037,NM,3.2,,5.4,2.1,,
2211,MEMORIAL MEDICAL CENTER INC (320018),2014,Acute Care,Proprietary,235.0,32.291993,-106.735018,NM,40.8,,7.7,3.8,2.1,8.2
2212,PRESBYTERIAN HOSPITAL (320021),2014,Acute Care,Government - Hospital District or Authority,777.0,35.082295,-106.63453,NM,8.2,34.1,,3.1,2.9,9.9
2213,PLAINS REGIONAL MEDICAL CENTER (320022),2014,Acute Care,Government - Federal,106.0,34.42049,-103.231763,NM,8.8,,9.0,,1.5,7.3
2214,ARTESIA GENERAL HOSPITAL (320030),2014,Acute Care,Government - Hospital District or Authority,45.0,32.848603,-104.412752,NM,6.7,,7.1,6.3,,2.2
2215,LOS ALAMOS MEDICAL CENTER (320033),2014,Acute Care,Proprietary,44.0,35.882165,-106.319765,NM,11.2,,7.2,,1.1,0.9
2216,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES (320038),2014,Acute Care,Voluntary non-profit - Private,56.0,35.5075,-108.727248,NM,6.6,38.1,6.5,,6.1,3.9
2217,CARLSBAD MEDICAL CENTER (320063),2014,Acute Care,Proprietary,102.0,32.44184,-104.258642,NM,4.3,,13.6,4.1,1.6,1.3
2218,LEA REGIONAL MEDICAL CENTER (320065),2014,Acute Care,Proprietary,133.0,32.765988,-103.186034,NM,5.0,,5.9,5.4,4.3,9.7
2219,LOVELACE WESTSIDE HOSPITAL (320074),2014,Acute Care,Government - Federal,74.0,35.207508,-106.675974,NM,5.1,,7.1,,,
2220,ROOSEVELT GENERAL HOSPITAL (320084),2014,Acute Care,Government - State,22.0,34.165665,-103.368199,NM,1.8,58.5,6.9,,,
2221,MOUNTAIN VIEW REGIONAL MEDICAL CENTER (320085),2014,Acute Care,Proprietary,162.0,32.322639,-106.728297,NM,8.4,26.7,5.6,2.2,,7.6
2222,LOVELACE REGIONAL HOSPITAL - ROSWELL (320086),2014,Acute Care,Proprietary,26.0,33.415976,-104.521754,NM,5.2,,,,,0.5
2223,NOR-LEA HOSPITAL DISTRICT (321305),2014,Critical Access,Government - Hospital District or Authority,25.0,32.96479,-103.348637,NM,30.4,59.6,9.0,6.8,,23.7
2224,MINERS' COLFAX MEDICAL CENTER (321307),2014,Critical Access,Government - State,66.0,36.863548,-104.443184,NM,13.4,,,,,8.6
2225,MIMBRES MEMORIAL HOSPITAL (321309),2014,Critical Access,Proprietary,25.0,,,NM,2.5,,17.3,6.3,,2.3
2226,ALBANY MEMORIAL HOSPITAL (330003),2014,Acute Care,Voluntary non-profit - Private,110.0,42.674685,-73.748861,NY,3.8,32.1,8.2,,,1.5
2227,HEALTH ALLIANCE HOSPITAL BROADWAY CAMPUS (330004),2014,Acute Care,Voluntary non-profit - Private,146.0,41.92635,-73.995402,NY,0.2,50.0,,7.3,5.2,0.0
2228,KALEIDA HEALTH (330005),2014,Acute Care,Voluntary non-profit - Private,1089.0,42.900329,-78.864937,NY,8.3,35.0,10.9,4.8,3.6,6.2
2229,ST JOSEPH'S MEDICAL CENTER (330006),2014,Acute Care,Voluntary non-profit - Private,411.0,40.929614,-73.897003,NY,13.5,,15.4,4.7,1.7,0.8
2230,WYOMING COUNTY COMMUNITY HOSPITAL (330008),2014,Acute Care,Government - Local,214.0,42.753447,-78.132533,NY,17.9,,24.0,,,
2231,BRONX-LEBANON HOSPITAL CENTER (330009),2014,Acute Care,Proprietary,570.0,40.83175,-73.903756,NY,6.7,,6.2,,,4.7
2232,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC (330011)",2014,Acute Care,Voluntary non-profit - Private,158.0,42.09264,-75.935558,NY,15.6,32.8,10.6,,4.5,10.8
2233,ALBANY MEDICAL CENTER HOSPITAL (330013),2014,Acute Care,Voluntary non-profit - Private,736.0,42.653254,-73.77386,NY,8.9,36.2,12.3,6.7,,1.0
2234,JAMAICA HOSPITAL MEDICAL CENTER (330014),2014,Acute Care,Voluntary non-profit - Private,608.0,40.701412,-73.816302,NY,12.3,,9.1,12.3,5.6,0.8
2235,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC. (330019)",2014,Acute Care,Voluntary non-profit - Private,134.0,40.613783,-73.948321,NY,0.8,,,,7.4,
2236,VASSAR BROTHERS MEDICAL CENTER (330023),2014,Acute Care,Voluntary non-profit - Private,361.0,41.694567,-73.935723,NY,3.7,,17.5,3.1,2.5,2.7
2237,MOUNT SINAI HOSPITAL (330024),2014,Acute Care,Voluntary non-profit - Private,1166.0,,,NY,11.5,,18.0,8.4,4.4,7.8
2238,NASSAU UNIVERSITY MEDICAL CENTER (330027),2014,Acute Care,Government - Local,710.0,40.725298,-73.554413,NY,5.5,,11.2,,17.0,1.7
2239,RICHMOND UNIVERSITY MEDICAL CENTER (330028),2014,Acute Care,Voluntary non-profit - Private,315.0,40.63551,-74.106693,NY,1.4,,30.2,8.6,4.5,0.0
2240,NEWARK-WAYNE COMMUNITY HOSPITAL (330030),2014,Acute Care,Voluntary non-profit - Private,300.0,43.059959,-77.100736,NY,29.0,,2.3,,,5.0
2241,"CHENANGO MEMORIAL HOSPITAL, INC (330033)",2014,Acute Care,Voluntary non-profit - Private,138.0,42.542038,-75.524724,NY,4.2,40.4,16.6,3.7,,0.0
2242,SOUTHSIDE HOSPITAL (330043),2014,Acute Care,Voluntary non-profit - Private,294.0,40.724858,-73.240889,NY,0.4,,,6.0,6.4,0.0
2243,FAXTON-ST LUKE'S HEALTHCARE (330044),2014,Acute Care,Voluntary non-profit - Private,271.0,,,NY,16.7,,15.1,1.6,,9.0
2244,HUNTINGTON HOSPITAL (330045),2014,Acute Care,Voluntary non-profit - Private,287.0,40.879201,-73.417488,NY,3.0,,41.1,2.1,4.8,0.3
2245,ST LUKE'S ROOSEVELT HOSPITAL (330046),2014,Acute Care,Voluntary non-profit - Private,814.0,40.770129,-73.987846,NY,7.7,,17.9,3.8,,0.7
2246,ST MARY'S HOSPITAL AT AMSTERDAM (330047),2014,Acute Care,Voluntary non-profit - Private,290.0,42.953648,-74.216041,NY,6.0,37.5,10.8,,4.4,0.3
2247,NORTHERN DUTCHESS HOSPITAL (330049),2014,Acute Care,Voluntary non-profit - Private,76.0,,,NY,9.3,,10.3,4.2,,1.3
2248,MEDINA MEMORIAL HOSPITAL (330053),2014,Acute Care,Voluntary non-profit - Private,96.0,,,NY,10.9,,8.0,4.6,,
2249,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS (330055),2014,Acute Care,Voluntary non-profit - Private,484.0,,,NY,7.0,,14.3,10.4,5.3,0.0
2250,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS (330056),2014,Acute Care,Voluntary non-profit - Private,292.0,40.689785,-73.9774,NY,18.7,,11.3,3.2,,3.1
2251,ST PETER'S HOSPITAL (330057),2014,Acute Care,Voluntary non-profit - Private,474.0,42.660176,-73.802382,NY,8.0,40.7,7.3,3.4,1.7,5.1
2252,GENEVA GENERAL HOSPITAL (330058),2014,Acute Care,Voluntary non-profit - Private,473.0,,,NY,7.8,,14.7,5.1,,0.7
2253,MONTEFIORE MEDICAL CENTER (330059),2014,Acute Care,Voluntary non-profit - Private,1501.0,40.879777,-73.879975,NY,5.2,21.4,4.9,8.2,1.0,1.8
2254,LAWRENCE HOSPITAL CENTER (330061),2014,Acute Care,Voluntary non-profit - Private,265.0,,,NY,20.7,36.8,22.8,5.4,,7.2
2255,NIAGARA FALLS MEMORIAL MEDICAL CENTER (330065),2014,Acute Care,Voluntary non-profit - Other,134.0,43.093433,-79.050429,NY,3.3,38.5,6.4,6.7,,7.1
2256,ST FRANCIS HOSPITAL (330067),2014,Acute Care,Voluntary non-profit - Private,288.0,,,NY,8.4,,16.9,4.1,5.0,11.6
2257,UNITED MEMORIAL MEDICAL CENTER (330073),2014,Acute Care,Voluntary non-profit - Private,131.0,43.003997,-78.177592,NY,3.2,,5.0,,,0.9
2258,F F THOMPSON HOSPITAL (330074),2014,Acute Care,Voluntary non-profit - Private,277.0,42.875591,-77.288198,NY,7.0,38.8,4.5,2.2,,0.0
2259,SISTERS OF CHARITY HOSPITAL (330078),2014,Acute Care,Voluntary non-profit - Private,462.0,42.92917,-78.849916,NY,3.3,,10.0,13.4,1.7,0.4
2260,ADIRONDACK MEDICAL CENTER (330079),2014,Acute Care,Voluntary non-profit - Other,152.0,44.344548,-74.144597,NY,6.3,,26.2,5.1,,4.5
2261,LINCOLN MEDICAL & MENTAL HEALTH CENTER (330080),2014,Acute Care,Government - Local,344.0,40.817681,-73.924072,NY,4.0,,,,7.8,0.8
2262,ALICE HYDE MEDICAL CENTER (330084),2014,Acute Care,Voluntary non-profit - Other,198.0,44.856658,-74.29193,NY,4.8,33.3,10.7,8.4,1.7,0.0
2263,AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085),2014,Acute Care,Voluntary non-profit - Other,198.0,,,NY,7.7,30.0,3.0,3.5,5.2,0.0
2264,MONTEFIORE MOUNT VERNON HOSPITAL (330086),2014,Acute Care,Voluntary non-profit - Private,94.0,40.912754,-73.840011,NY,3.0,,7.3,,,0.0
2265,EASTERN LONG ISLAND HOSPITAL (330088),2014,Acute Care,Voluntary non-profit - Private,90.0,41.110951,-72.361459,NY,15.5,36.5,18.8,,,0.5
2266,ARNOT OGDEN MEDICAL CENTER (330090),2014,Acute Care,Voluntary non-profit - Private,256.0,42.099256,-76.826668,NY,6.6,30.4,5.2,4.1,2.7,0.1
2267,COLUMBIA MEMORIAL HOSPITAL (330094),2014,Acute Care,Voluntary non-profit - Private,194.0,42.246254,-73.776128,NY,18.0,34.8,8.2,6.1,2.7,5.2
2268,JONES MEMORIAL HOSPITAL (330096),2014,Acute Care,Voluntary non-profit - Private,60.0,42.122878,-77.949784,NY,14.2,,8.2,2.0,,11.6
2269,NEW YORK-PRESBYTERIAN HOSPITAL (330101),2014,Acute Care,Voluntary non-profit - Private,2546.0,40.76415,-73.954335,NY,18.3,33.3,6.8,6.3,2.5,1.5
2270,KENMORE MERCY HOSPITAL (330102),2014,Acute Care,Voluntary non-profit - Church,344.0,42.9779,-78.878678,NY,3.1,,7.7,8.7,5.0,1.2
2271,OLEAN GENERAL HOSPITAL (330103),2014,Acute Care,Proprietary,260.0,42.089448,-78.426977,NY,7.8,,9.4,6.8,3.9,2.9
2272,NYACK HOSPITAL (330104),2014,Acute Care,Voluntary non-profit - Other,249.0,41.095251,-73.925253,NY,14.7,,14.4,,4.9,8.8
2273,NORTH SHORE UNIVERSITY HOSPITAL (330106),2014,Acute Care,Voluntary non-profit - Private,984.0,40.779269,-73.703029,NY,11.3,30.9,12.8,7.4,3.9,0.4
2274,PECONIC BAY MEDICAL CENTER (330107),2014,Acute Care,Voluntary non-profit - Private,181.0,40.933577,-72.674317,NY,2.8,36.2,16.2,,3.1,0.7
2275,"ST JOSEPH'S HOSPITAL, INC (330108)",2014,Acute Care,Voluntary non-profit - Private,193.0,,,NY,4.2,40.7,7.5,,7.5,0.8
2276,BERTRAND CHAFFEE HOSPITAL (330111),2014,Acute Care,Voluntary non-profit - Private,103.0,42.508484,-78.659235,NY,6.3,,9.4,,,
2277,ONEIDA HEALTHCARE CENTER (330115),2014,Acute Care,Voluntary non-profit - Other,261.0,43.078755,-75.654264,NY,10.5,,3.5,5.3,,1.3
2278,LENOX HILL HOSPITAL (330119),2014,Acute Care,Voluntary non-profit - Private,457.0,40.773964,-73.960611,NY,11.5,,54.4,8.5,1.7,4.1
2279,ROCHESTER GENERAL HOSPITAL (330125),2014,Acute Care,Voluntary non-profit - Private,517.0,43.192542,-77.584424,NY,8.2,47.0,5.4,6.0,2.8,6.4
2280,ORANGE REGIONAL MEDICAL CENTER (330126),2014,Acute Care,Voluntary non-profit - Private,382.0,41.439962,-74.369415,NY,4.5,28.9,13.1,6.0,2.5,0.7
2281,JACOBI MEDICAL CENTER (330127),2014,Acute Care,Government - Local,477.0,40.857455,-73.84721,NY,27.3,,3.4,,0.6,17.5
2282,ELMHURST HOSPITAL CENTER (330128),2014,Acute Care,Government - Local,528.0,40.74434,-73.88598,NY,6.0,,14.0,,,0.0
2283,TLC HEALTH NETWORK (330132),2014,Acute Care,Voluntary non-profit - Private,178.0,,,NY,8.2,,5.4,0.8,,3.3
2284,BON SECOURS COMMUNITY HOSPITAL (330135),2014,Acute Care,Voluntary non-profit - Church,181.0,41.367766,-74.682593,NY,12.2,29.3,3.2,8.9,,4.7
2285,MARY IMOGENE BASSETT HOSPITAL (330136),2014,Acute Care,Voluntary non-profit - Private,180.0,,,NY,8.5,40.2,8.9,3.3,,1.3
2286,ST JOSEPH'S HOSPITAL HEALTH CENTER (330140),2014,Acute Care,Voluntary non-profit - Private,437.0,43.055589,-76.149176,NY,0.7,,14.2,2.7,2.7,0.0
2287,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER (330141),2014,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,6.4,,15.4,,5.3,4.6
2288,"IRA DAVENPORT MEMORIAL HOSPITAL, INC (330144)",2014,Acute Care,Voluntary non-profit - Other,139.0,42.37297,-77.278553,NY,9.5,,6.5,,,3.8
2289,ST JAMES MERCY HOSPITAL (330151),2014,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,21.5,,8.5,3.1,,0.7
2290,ELLIS HOSPITAL (330153),2014,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,1.3,29.9,8.1,,4.1,2.8
2291,SAMARITAN MEDICAL CENTER (330157),2014,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,33.3,31.7,5.0,,5.0,0.2
2292,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2014,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,4.6,,30.0,5.5,4.4,0.5
2293,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2014,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,5.4,32.5,8.4,8.0,2.3,2.8
2294,NORTHERN WESTCHESTER HOSPITAL (330162),2014,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,7.2,,32.8,6.2,,1.4
2295,EASTERN NIAGARA HOSPITAL (330163),2014,Acute Care,Voluntary non-profit - Private,132.0,43.17638,-78.671075,NY,1.6,,4.3,5.3,,1.1
2296,HIGHLAND HOSPITAL (330164),2014,Acute Care,Voluntary non-profit - Private,243.0,43.135955,-77.607556,NY,12.1,,10.1,4.3,4.6,1.2
2297,"WESTFIELD MEMORIAL HOSPITAL, INC (330166)",2014,Acute Care,Voluntary non-profit - Private,5.0,42.327901,-79.569397,NY,8.6,,6.2,,,
2298,WINTHROP-UNIVERSITY HOSPITAL (330167),2014,Acute Care,Voluntary non-profit - Private,510.0,40.741648,-73.643532,NY,1.9,,29.6,,3.9,0.4
2299,BETH ISRAEL MEDICAL CENTER (330169),2014,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,11.2,36.9,9.7,7.8,5.1,4.4
2300,"CORTLAND REGIONAL MEDICAL CENTER, INC (330175)",2014,Acute Care,Voluntary non-profit - Private,195.0,42.608997,-76.186117,NY,6.4,,4.5,5.3,5.0,3.5
2301,SAMARITAN HOSPITAL (330180),2014,Acute Care,Voluntary non-profit - Private,248.0,42.733395,-73.671434,NY,4.6,,12.6,6.7,,0.0
2302,GLEN COVE HOSPITAL (330181),2014,Acute Care,Voluntary non-profit - Private,152.0,,,NY,8.5,29.7,13.0,,6.1,0.3
2303,"ST FRANCIS HOSPITAL, ROSLYN (330182)",2014,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,3.9,,45.9,6.2,1.6,1.3
2304,MONTEFIORE NEW ROCHELLE HOSPITAL (330184),2014,Acute Care,Voluntary non-profit - Private,320.0,40.912968,-73.786997,NY,1.4,,21.5,5.5,,0.0
2305,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON (330185),2014,Acute Care,Voluntary non-profit - Private,248.0,40.938249,-73.052951,NY,2.4,,50.0,4.9,4.2,0.6
2306,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER (330188),2014,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,5.6,45.8,11.1,4.7,5.7,0.3
2307,GLENS FALLS HOSPITAL (330191),2014,Acute Care,Voluntary non-profit - Private,392.0,43.308335,-73.644551,NY,4.2,,10.1,3.2,2.6,0.1
2308,FLUSHING HOSPITAL MEDICAL CENTER (330193),2014,Acute Care,Voluntary non-profit - Private,288.0,40.755636,-73.815645,NY,5.8,,13.9,,7.1,3.7
2309,MAIMONIDES MEDICAL CENTER (330194),2014,Acute Care,Voluntary non-profit - Private,711.0,40.63908,-73.998668,NY,1.7,,15.1,,5.9,1.3
2310,LONG ISLAND JEWISH MEDICAL CENTER (330195),2014,Acute Care,Voluntary non-profit - Private,1233.0,,,NY,1.2,,,5.1,3.5,0.8
2311,CONEY ISLAND HOSPITAL (330196),2014,Acute Care,Government - Local,354.0,40.58494,-73.966285,NY,9.6,,,,9.3,
2312,CANTON-POTSDAM HOSPITAL (330197),2014,Acute Care,Voluntary non-profit - Private,94.0,44.676085,-74.981451,NY,17.7,28.9,3.3,6.3,1.3,1.9
2313,SOUTH NASSAU COMMUNITIES HOSPITAL (330198),2014,Acute Care,Voluntary non-profit - Private,385.0,,,NY,8.0,,60.6,5.7,3.9,0.0
2314,KINGSBROOK JEWISH MEDICAL CENTER (330201),2014,Acute Care,Voluntary non-profit - Private,970.0,40.658929,-73.934072,NY,5.6,,9.7,,,2.4
2315,KINGS COUNTY HOSPITAL CENTER (330202),2014,Acute Care,Government - Local,633.0,40.655773,-73.944039,NY,0.9,,,,4.9,2.7
2316,CROUSE HOSPITAL (330203),2014,Acute Care,Voluntary non-profit - Private,498.0,43.041666,-76.137853,NY,2.5,,5.2,3.4,3.4,2.0
2317,BELLEVUE HOSPITAL CENTER (330204),2014,Acute Care,Government - Local,904.0,40.740079,-73.97625,NY,5.6,,7.2,,,3.4
2318,ST ANTHONY COMMUNITY HOSPITAL (330205),2014,Acute Care,Voluntary non-profit - Church,64.0,41.261094,-74.356945,NY,1.6,,9.5,,,0.0
2319,ST JOHN'S RIVERSIDE HOSPITAL (330208),2014,Acute Care,Voluntary non-profit - Private,346.0,40.96784,-73.885107,NY,10.1,36.8,18.9,6.7,3.2,0.7
2320,CLAXTON-HEPBURN MEDICAL CENTER (330211),2014,Acute Care,Voluntary non-profit - Private,110.0,44.692091,-75.499934,NY,0.6,39.0,13.9,4.3,,0.3
2321,LEWIS COUNTY GENERAL HOSPITAL (330213),2014,Acute Care,Government - Local,214.0,,,NY,19.0,,8.7,5.9,,8.6
2322,NYU HOSPITALS CENTER (330214),2014,Acute Care,Voluntary non-profit - Private,1085.0,40.74226,-73.974661,NY,9.7,23.6,16.1,8.3,4.0,0.3
2323,"ROME MEMORIAL HOSPITAL, INC (330215)",2014,Acute Care,Voluntary non-profit - Private,176.0,43.228954,-75.444248,NY,9.2,30.9,1.9,3.4,,3.0
2324,OSWEGO HOSPITAL (330218),2014,Acute Care,Voluntary non-profit - Private,164.0,43.454141,-76.516001,NY,2.2,32.9,5.4,4.0,5.1,2.0
2325,ERIE COUNTY MEDICAL CENTER (330219),2014,Acute Care,Voluntary non-profit - Private,931.0,42.927236,-78.829151,NY,9.1,,5.3,2.7,7.3,0.0
2326,WYCKOFF HEIGHTS MEDICAL CENTER (330221),2014,Acute Care,Voluntary non-profit - Private,260.0,40.704699,-73.917648,NY,4.0,,6.5,9.1,4.3,0.0
2327,SARATOGA HOSPITAL (330222),2014,Acute Care,Voluntary non-profit - Private,189.0,43.084794,-73.796223,NY,1.9,34.1,5.1,2.7,3.0,0.9
2328,MASSENA MEMORIAL HOSPITAL (330223),2014,Acute Care,Government - Local,42.0,44.936344,-74.907828,NY,1.4,,7.3,3.9,6.2,0.0
2329,HEALTH ALLIANCE HOSPITAL MARY'S AVENUE CAMPUS (330224),2014,Acute Care,Voluntary non-profit - Church,120.0,41.922453,-73.999335,NY,7.1,,6.4,6.1,,0.0
2330,UNITY HOSPITAL OF ROCHESTER (330226),2014,Acute Care,Voluntary non-profit - Private,470.0,43.191544,-77.701464,NY,1.6,,,4.3,,
2331,BROOKS MEMORIAL HOSPITAL (330229),2014,Acute Care,Voluntary non-profit - Private,65.0,42.480106,-79.333617,NY,18.2,52.5,5.3,,,15.3
2332,QUEENS HOSPITAL CENTER (330231),2014,Acute Care,Government - Local,262.0,40.71698,-73.803431,NY,2.4,,14.5,,,0.0
2333,ST MARY'S HOSPITAL ( TROY ) (330232),2014,Acute Care,Voluntary non-profit - Private,130.0,42.743977,-73.676415,NY,4.9,,7.8,2.9,0.8,0.0
2334,BROOKDALE HOSPITAL MEDICAL CENTER (330233),2014,Acute Care,Voluntary non-profit - Private,863.0,40.6545,-73.91275,NY,12.0,,5.2,9.7,,0.0
2335,WESTCHESTER MEDICAL CENTER (330234),2014,Acute Care,Government - Hospital District or Authority,830.0,41.08768,-73.803897,NY,27.5,,22.5,10.6,0.4,0.9
2336,AUBURN COMMUNITY HOSPITAL (330235),2014,Acute Care,Voluntary non-profit - Private,179.0,42.940761,-76.564607,NY,10.8,,8.0,2.0,,4.3
2337,NEW YORK METHODIST HOSPITAL (330236),2014,Acute Care,Voluntary non-profit - Private,586.0,40.668263,-73.979141,NY,5.9,,6.0,3.5,4.5,2.7
2338,NICHOLAS H NOYES MEMORIAL HOSPITAL (330238),2014,Acute Care,Voluntary non-profit - Private,68.0,42.55213,-77.700356,NY,23.2,,20.4,,,9.0
2339,WOMAN'S CHRISTIAN ASSOCIATION (330239),2014,Acute Care,Voluntary non-profit - Private,217.0,42.091237,-79.23295,NY,10.6,29.9,4.4,4.1,1.5,1.0
2340,HARLEM HOSPITAL CENTER (330240),2014,Acute Care,Government - Local,280.0,40.814482,-73.940495,NY,14.7,,15.9,,,
2341,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER (330241),2014,Acute Care,Government - State,734.0,43.042677,-76.139323,NY,12.4,,15.0,5.1,3.1,1.0
2342,ST ELIZABETH MEDICAL CENTER (330245),2014,Acute Care,Voluntary non-profit - Private,201.0,43.083646,-75.267158,NY,9.1,,6.3,8.0,2.4,2.3
2343,ST CHARLES HOSPITAL (330246),2014,Acute Care,Voluntary non-profit - Church,239.0,40.947392,-73.059832,NY,4.5,,28.9,6.5,,1.4
