,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
4561,ST JOSEPH'S HOSPITAL HEALTH CENTER (330140),2018,Acute Care,Voluntary non-profit - Private,437.0,43.055589,-76.149176,NY,0.3,,,1.9,0.6,0.0
4562,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER (330141),2018,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,4.9,,26.5,,4.2,6.8
4563,LONG ISLAND COMMUNITY HOSPITAL (330141),2018,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,4.9,,26.5,,4.2,6.8
4564,"IRA DAVENPORT MEMORIAL HOSPITAL, INC (330144)",2018,Acute Care,Voluntary non-profit - Other,139.0,42.37297,-77.278553,NY,6.4,,5.3,,0.5,0.0
4565,"IRA DAVENPORT MEMORIAL HOSPITAL, INC (330144)",2018,Acute Care,Voluntary non-profit - Other,139.0,42.37297,-77.278553,NY,6.4,,5.3,,0.5,0.0
4566,ST JAMES MERCY HOSPITAL (330151),2018,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,8.8,,15.5,,,0.0
4567,ST JAMES MERCY HOSPITAL (330151),2018,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,8.8,,15.5,,,0.0
4568,ELLIS HOSPITAL (330153),2018,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,1.2,,12.8,,1.0,0.2
4569,ELLIS HOSPITAL (330153),2018,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,1.2,,12.8,,1.0,0.2
4570,SAMARITAN MEDICAL CENTER (330157),2018,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,31.0,32.7,4.6,,1.3,0.0
4571,SAMARITAN MEDICAL CENTER (330157),2018,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,31.0,32.7,4.6,,1.3,0.0
4572,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2018,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,4.2,,48.6,6.2,1.0,2.4
4573,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2018,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,4.2,,48.6,6.2,1.0,2.4
4574,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2018,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,4.1,,8.2,6.9,1.6,0.6
4575,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2018,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,4.1,,8.2,6.9,1.6,0.6
4576,NORTHERN WESTCHESTER HOSPITAL (330162),2018,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,7.2,,50.9,6.3,0.8,0.4
4577,NORTHERN WESTCHESTER HOSPITAL (330162),2018,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,7.2,,50.9,6.3,0.8,0.4
4578,EASTERN NIAGARA HOSPITAL (330163),2018,Acute Care,Voluntary non-profit - Private,132.0,43.17638,-78.671075,NY,1.3,,5.0,2.3,,0.0
4579,EASTERN NIAGARA HOSPITAL (330163),2018,Acute Care,Voluntary non-profit - Private,132.0,43.17638,-78.671075,NY,1.3,,5.0,2.3,,0.0
4580,HIGHLAND HOSPITAL (330164),2018,Acute Care,Voluntary non-profit - Private,243.0,43.135955,-77.607556,NY,7.4,,13.0,3.0,0.6,0.0
4581,HIGHLAND HOSPITAL (330164),2018,Acute Care,Voluntary non-profit - Private,243.0,43.135955,-77.607556,NY,7.4,,13.0,3.0,0.6,0.0
4582,"WESTFIELD MEMORIAL HOSPITAL, INC (330166)",2018,Acute Care,Voluntary non-profit - Private,5.0,42.327901,-79.569397,NY,12.4,,1.3,,0.7,
4583,"WESTFIELD MEMORIAL HOSPITAL, INC (330166)",2018,Acute Care,Voluntary non-profit - Private,5.0,42.327901,-79.569397,NY,12.4,,1.3,,0.7,
4584,NYU WINTHROP HOSPITAL (330167),2018,Acute Care,Voluntary non-profit - Private,510.0,40.741648,-73.643532,NY,2.4,,47.2,3.8,0.9,0.0
4585,NYU WINTHROP HOSPITAL (330167),2018,Acute Care,Voluntary non-profit - Private,510.0,40.741648,-73.643532,NY,2.4,,47.2,3.8,0.9,0.0
4586,MOUNT SINAI BETH ISRAEL (330169),2018,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,9.3,,13.4,9.7,1.7,0.3
4587,MOUNT SINAI BETH ISRAEL (330169),2018,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,9.3,,13.4,9.7,1.7,0.3
4588,"CORTLAND REGIONAL MEDICAL CENTER, INC (330175)",2018,Acute Care,Voluntary non-profit - Private,195.0,42.608997,-76.186117,NY,2.6,,8.2,6.4,1.2,2.3
4589,"CORTLAND REGIONAL MEDICAL CENTER, INC (330175)",2018,Acute Care,Voluntary non-profit - Private,195.0,42.608997,-76.186117,NY,2.6,,8.2,6.4,1.2,2.3
4590,SAMARITAN HOSPITAL (330180),2018,Acute Care,Voluntary non-profit - Private,248.0,42.733395,-73.671434,NY,5.2,,12.2,4.7,1.7,0.0
4591,SAMARITAN HOSPITAL (330180),2018,Acute Care,Voluntary non-profit - Private,248.0,42.733395,-73.671434,NY,5.2,,12.2,4.7,1.7,0.0
4592,GLEN COVE HOSPITAL (330181),2018,Acute Care,Voluntary non-profit - Private,152.0,,,NY,11.3,42.4,30.4,,1.2,0.2
4593,GLEN COVE HOSPITAL (330181),2018,Acute Care,Voluntary non-profit - Private,152.0,,,NY,11.3,42.4,30.4,,1.2,0.2
4594,"ST FRANCIS HOSPITAL, ROSLYN (330182)",2018,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,2.0,,65.4,4.5,1.0,0.5
4595,"ST FRANCIS HOSPITAL, ROSLYN (330182)",2018,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,2.0,,65.4,4.5,1.0,0.5
4596,MONTEFIORE NEW ROCHELLE HOSPITAL (330184),2018,Acute Care,Voluntary non-profit - Private,320.0,40.912968,-73.786997,NY,0.9,,13.9,,0.9,0.0
4597,MONTEFIORE NEW ROCHELLE HOSPITAL (330184),2018,Acute Care,Voluntary non-profit - Private,320.0,40.912968,-73.786997,NY,0.9,,13.9,,0.9,0.0
4598,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON (330185),2018,Acute Care,Voluntary non-profit - Private,248.0,40.938249,-73.052951,NY,2.7,,57.7,11.4,2.8,0.0
4599,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON (330185),2018,Acute Care,Voluntary non-profit - Private,248.0,40.938249,-73.052951,NY,2.7,,57.7,11.4,2.8,0.0
4600,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER (330188),2018,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,5.3,,14.5,4.5,,0.0
4601,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER (330188),2018,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,5.3,,14.5,4.5,,0.0
4602,GLENS FALLS HOSPITAL (330191),2018,Acute Care,Voluntary non-profit - Private,392.0,43.308335,-73.644551,NY,3.7,,15.3,5.3,1.0,0.1
4603,GLENS FALLS HOSPITAL (330191),2018,Acute Care,Voluntary non-profit - Private,392.0,43.308335,-73.644551,NY,3.7,,15.3,5.3,1.0,0.1
4604,FLUSHING HOSPITAL MEDICAL CENTER (330193),2018,Acute Care,Voluntary non-profit - Private,288.0,40.755636,-73.815645,NY,3.1,,20.0,,,0.0
4605,FLUSHING HOSPITAL MEDICAL CENTER (330193),2018,Acute Care,Voluntary non-profit - Private,288.0,40.755636,-73.815645,NY,3.1,,20.0,,,0.0
4606,MAIMONIDES MEDICAL CENTER (330194),2018,Acute Care,Voluntary non-profit - Private,711.0,40.63908,-73.998668,NY,2.5,,24.1,4.5,3.1,1.4
4607,MAIMONIDES MEDICAL CENTER (330194),2018,Acute Care,Voluntary non-profit - Private,711.0,40.63908,-73.998668,NY,2.5,,24.1,4.5,3.1,1.4
4608,LONG ISLAND JEWISH MEDICAL CENTER (330195),2018,Acute Care,Voluntary non-profit - Private,1233.0,,,NY,1.1,,,7.3,1.6,0.0
4609,LONG ISLAND JEWISH MEDICAL CENTER (330195),2018,Acute Care,Voluntary non-profit - Private,1233.0,,,NY,1.1,,,7.3,1.6,0.0
4610,CONEY ISLAND HOSPITAL (330196),2018,Acute Care,Government - Local,354.0,40.58494,-73.966285,NY,17.0,,,,,1.4
4611,CONEY ISLAND HOSPITAL (330196),2018,Acute Care,Government - Local,354.0,40.58494,-73.966285,NY,17.0,,,,,1.4
4612,CANTON-POTSDAM HOSPITAL (330197),2018,Acute Care,Voluntary non-profit - Private,94.0,44.676085,-74.981451,NY,3.7,38.8,7.6,4.5,1.6,1.5
4613,CANTON-POTSDAM HOSPITAL (330197),2018,Acute Care,Voluntary non-profit - Private,94.0,44.676085,-74.981451,NY,3.7,38.8,7.6,4.5,1.6,1.5
4614,SOUTH NASSAU COMMUNITIES HOSPITAL (330198),2018,Acute Care,Voluntary non-profit - Private,385.0,,,NY,0.6,,67.1,7.1,0.1,0.6
4615,SOUTH NASSAU COMMUNITIES HOSPITAL (330198),2018,Acute Care,Voluntary non-profit - Private,385.0,,,NY,0.6,,67.1,7.1,0.1,0.6
4616,KINGSBROOK JEWISH MEDICAL CENTER (330201),2018,Acute Care,Voluntary non-profit - Private,970.0,40.658929,-73.934072,NY,7.2,,10.8,,,5.1
4617,KINGSBROOK JEWISH MEDICAL CENTER (330201),2018,Acute Care,Voluntary non-profit - Private,970.0,40.658929,-73.934072,NY,7.2,,10.8,,,5.1
4618,KINGS COUNTY HOSPITAL CENTER (330202),2018,Acute Care,Government - Local,633.0,40.655773,-73.944039,NY,0.0,,,,,0.0
4619,KINGS COUNTY HOSPITAL CENTER (330202),2018,Acute Care,Government - Local,633.0,40.655773,-73.944039,NY,0.0,,,,,0.0
4620,CROUSE HOSPITAL (330203),2018,Acute Care,Voluntary non-profit - Private,498.0,43.041666,-76.137853,NY,2.8,,11.0,4.6,1.4,0.0
4621,CROUSE HOSPITAL (330203),2018,Acute Care,Voluntary non-profit - Private,498.0,43.041666,-76.137853,NY,2.8,,11.0,4.6,1.4,0.0
4622,BELLEVUE HOSPITAL CENTER (330204),2018,Acute Care,Government - Local,904.0,40.740079,-73.97625,NY,2.8,,6.9,,,0.0
4623,BELLEVUE HOSPITAL CENTER (330204),2018,Acute Care,Government - Local,904.0,40.740079,-73.97625,NY,2.8,,6.9,,,0.0
4624,ST ANTHONY COMMUNITY HOSPITAL (330205),2018,Acute Care,Voluntary non-profit - Church,64.0,41.261094,-74.356945,NY,3.3,,9.3,,,0.0
4625,ST ANTHONY COMMUNITY HOSPITAL (330205),2018,Acute Care,Voluntary non-profit - Church,64.0,41.261094,-74.356945,NY,3.3,,9.3,,,0.0
4626,ST JOHN'S RIVERSIDE HOSPITAL (330208),2018,Acute Care,Voluntary non-profit - Private,346.0,40.96784,-73.885107,NY,13.9,38.5,33.6,4.7,2.0,2.5
4627,ST JOHN'S RIVERSIDE HOSPITAL (330208),2018,Acute Care,Voluntary non-profit - Private,346.0,40.96784,-73.885107,NY,13.9,38.5,33.6,4.7,2.0,2.5
4628,CLAXTON-HEPBURN MEDICAL CENTER (330211),2018,Acute Care,Voluntary non-profit - Private,110.0,44.692091,-75.499934,NY,2.6,,8.7,5.1,,0.0
4629,CLAXTON-HEPBURN MEDICAL CENTER (330211),2018,Acute Care,Voluntary non-profit - Private,110.0,44.692091,-75.499934,NY,2.6,,8.7,5.1,,0.0
4630,NYU LANGONE HOSPITALS (330214),2018,Acute Care,Voluntary non-profit - Private,1085.0,40.74226,-73.974661,NY,2.2,32.5,24.2,7.1,1.8,0.1
4631,NYU LANGONE HOSPITALS (330214),2018,Acute Care,Voluntary non-profit - Private,1085.0,40.74226,-73.974661,NY,2.2,32.5,24.2,7.1,1.8,0.1
4632,"ROME MEMORIAL HOSPITAL, INC (330215)",2018,Acute Care,Voluntary non-profit - Private,176.0,43.228954,-75.444248,NY,5.0,,20.2,7.8,0.5,3.7
4633,"ROME MEMORIAL HOSPITAL, INC (330215)",2018,Acute Care,Voluntary non-profit - Private,176.0,43.228954,-75.444248,NY,5.0,,20.2,7.8,0.5,3.7
4634,OSWEGO HOSPITAL (330218),2018,Acute Care,Voluntary non-profit - Private,164.0,43.454141,-76.516001,NY,5.3,,6.3,1.5,1.5,0.2
4635,OSWEGO HOSPITAL (330218),2018,Acute Care,Voluntary non-profit - Private,164.0,43.454141,-76.516001,NY,5.3,,6.3,1.5,1.5,0.2
4636,ERIE COUNTY MEDICAL CENTER (330219),2018,Acute Care,Voluntary non-profit - Private,931.0,42.927236,-78.829151,NY,6.7,,,1.3,5.4,0.0
4637,ERIE COUNTY MEDICAL CENTER (330219),2018,Acute Care,Voluntary non-profit - Private,931.0,42.927236,-78.829151,NY,6.7,,,1.3,5.4,0.0
4638,WYCKOFF HEIGHTS MEDICAL CENTER (330221),2018,Acute Care,Voluntary non-profit - Private,260.0,40.704699,-73.917648,NY,8.8,,15.1,,,6.0
4639,WYCKOFF HEIGHTS MEDICAL CENTER (330221),2018,Acute Care,Voluntary non-profit - Private,260.0,40.704699,-73.917648,NY,8.8,,15.1,,,6.0
4640,SARATOGA HOSPITAL (330222),2018,Acute Care,Voluntary non-profit - Private,189.0,43.084794,-73.796223,NY,2.9,37.3,12.2,1.4,1.9,0.7
4641,SARATOGA HOSPITAL (330222),2018,Acute Care,Voluntary non-profit - Private,189.0,43.084794,-73.796223,NY,2.9,37.3,12.2,1.4,1.9,0.7
4642,MASSENA MEMORIAL HOSPITAL (330223),2018,Acute Care,Government - Local,42.0,44.936344,-74.907828,NY,2.6,,9.9,1.9,0.7,0.4
4643,MASSENA MEMORIAL HOSPITAL (330223),2018,Acute Care,Government - Local,42.0,44.936344,-74.907828,NY,2.6,,9.9,1.9,0.7,0.4
4644,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS (330224),2018,Acute Care,Voluntary non-profit - Church,120.0,41.922453,-73.999335,NY,,,13.2,,,
4645,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS (330224),2018,Acute Care,Voluntary non-profit - Church,120.0,41.922453,-73.999335,NY,,,13.2,,,
4646,UNITY HOSPITAL OF ROCHESTER (330226),2018,Acute Care,Voluntary non-profit - Private,470.0,43.191544,-77.701464,NY,0.5,,,3.6,1.4,0.0
4647,UNITY HOSPITAL OF ROCHESTER (330226),2018,Acute Care,Voluntary non-profit - Private,470.0,43.191544,-77.701464,NY,0.5,,,3.6,1.4,0.0
4648,BROOKS MEMORIAL HOSPITAL (330229),2018,Acute Care,Voluntary non-profit - Private,65.0,42.480106,-79.333617,NY,22.1,,5.3,,,16.0
4649,BROOKS MEMORIAL HOSPITAL (330229),2018,Acute Care,Voluntary non-profit - Private,65.0,42.480106,-79.333617,NY,22.1,,5.3,,,16.0
4650,QUEENS HOSPITAL CENTER (330231),2018,Acute Care,Government - Local,262.0,40.71698,-73.803431,NY,6.0,,,,0.7,1.7
4651,QUEENS HOSPITAL CENTER (330231),2018,Acute Care,Government - Local,262.0,40.71698,-73.803431,NY,6.0,,,,0.7,1.7
4652,ST MARY'S HOSPITAL ( TROY ) (330232),2018,Acute Care,Voluntary non-profit - Private,130.0,42.743977,-73.676415,NY,6.5,,16.2,,,0.4
4653,ST MARY'S HOSPITAL ( TROY ) (330232),2018,Acute Care,Voluntary non-profit - Private,130.0,42.743977,-73.676415,NY,6.5,,16.2,,,0.4
4654,BROOKDALE HOSPITAL MEDICAL CENTER (330233),2018,Acute Care,Voluntary non-profit - Private,863.0,40.6545,-73.91275,NY,6.5,,13.0,2.0,5.2,2.4
4655,BROOKDALE HOSPITAL MEDICAL CENTER (330233),2018,Acute Care,Voluntary non-profit - Private,863.0,40.6545,-73.91275,NY,6.5,,13.0,2.0,5.2,2.4
4656,WESTCHESTER MEDICAL CENTER (330234),2018,Acute Care,Government - Hospital District or Authority,830.0,41.08768,-73.803897,NY,15.8,,26.8,3.9,1.4,2.2
4657,WESTCHESTER MEDICAL CENTER (330234),2018,Acute Care,Government - Hospital District or Authority,830.0,41.08768,-73.803897,NY,15.8,,26.8,3.9,1.4,2.2
4658,AUBURN  COMMUNITY  HOSPITAL (330235),2018,Acute Care,Voluntary non-profit - Private,179.0,42.940761,-76.564607,NY,14.5,,11.5,,0.7,1.5
4659,AUBURN  COMMUNITY  HOSPITAL (330235),2018,Acute Care,Voluntary non-profit - Private,179.0,42.940761,-76.564607,NY,14.5,,11.5,,0.7,1.5
4660,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL (330236),2018,Acute Care,Voluntary non-profit - Private,586.0,40.668263,-73.979141,NY,8.8,37.5,8.8,5.8,1.7,0.8
4661,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL (330236),2018,Acute Care,Voluntary non-profit - Private,586.0,40.668263,-73.979141,NY,8.8,37.5,8.8,5.8,1.7,0.8
4662,NICHOLAS H NOYES MEMORIAL HOSPITAL (330238),2018,Acute Care,Voluntary non-profit - Private,68.0,42.55213,-77.700356,NY,16.4,,16.2,,1.1,10.2
4663,NICHOLAS H NOYES MEMORIAL HOSPITAL (330238),2018,Acute Care,Voluntary non-profit - Private,68.0,42.55213,-77.700356,NY,16.4,,16.2,,1.1,10.2
4664,UPMC CHAUTAUQUA WCA (330239),2018,Acute Care,Voluntary non-profit - Private,217.0,42.091237,-79.23295,NY,17.2,41.3,8.8,5.2,0.5,0.2
4665,UPMC CHAUTAUQUA WCA (330239),2018,Acute Care,Voluntary non-profit - Private,217.0,42.091237,-79.23295,NY,17.2,41.3,8.8,5.2,0.5,0.2
4666,HARLEM HOSPITAL CENTER (330240),2018,Acute Care,Government - Local,280.0,40.814482,-73.940495,NY,,,,,11.1,
4667,HARLEM HOSPITAL CENTER (330240),2018,Acute Care,Government - Local,280.0,40.814482,-73.940495,NY,,,,,11.1,
4668,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER (330241),2018,Acute Care,Government - State,734.0,43.042677,-76.139323,NY,13.2,,17.2,4.3,1.0,0.2
4669,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER (330241),2018,Acute Care,Government - State,734.0,43.042677,-76.139323,NY,13.2,,17.2,4.3,1.0,0.2
4670,ST ELIZABETH MEDICAL CENTER (330245),2018,Acute Care,Voluntary non-profit - Private,201.0,43.083646,-75.267158,NY,3.8,,5.1,6.6,1.1,0.0
4671,ST ELIZABETH MEDICAL CENTER (330245),2018,Acute Care,Voluntary non-profit - Private,201.0,43.083646,-75.267158,NY,3.8,,5.1,6.6,1.1,0.0
4672,ST CHARLES HOSPITAL (330246),2018,Acute Care,Voluntary non-profit - Church,239.0,40.947392,-73.059832,NY,3.9,,37.9,7.5,,0.0
4673,ST CHARLES HOSPITAL (330246),2018,Acute Care,Voluntary non-profit - Church,239.0,40.947392,-73.059832,NY,3.9,,37.9,7.5,,0.0
4674,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR (330250),2018,Acute Care,Voluntary non-profit - Private,375.0,44.700122,-73.466647,NY,4.0,47.5,6.0,3.8,1.8,0.0
4675,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR (330250),2018,Acute Care,Voluntary non-profit - Private,375.0,44.700122,-73.466647,NY,4.0,47.5,6.0,3.8,1.8,0.0
4676,MERCY MEDICAL CENTER (330259),2018,Acute Care,Voluntary non-profit - Private,375.0,40.688191,-73.633236,NY,1.5,,52.6,,0.9,0.3
4677,MERCY MEDICAL CENTER (330259),2018,Acute Care,Voluntary non-profit - Private,375.0,40.688191,-73.633236,NY,1.5,,52.6,,0.9,0.3
4678,PHELPS MEMORIAL HOSPITAL ASSN (330261),2018,Acute Care,Voluntary non-profit - Other,205.0,41.107555,-73.859639,NY,7.5,35.5,38.5,5.3,0.6,0.4
4679,PHELPS MEMORIAL HOSPITAL ASSN (330261),2018,Acute Care,Voluntary non-profit - Other,205.0,41.107555,-73.859639,NY,7.5,35.5,38.5,5.3,0.6,0.4
4680,ST LUKE'S CORNWALL HOSPITAL (330264),2018,Acute Care,Voluntary non-profit - Other,192.0,41.503744,-74.015176,NY,3.0,,,7.7,1.3,0.7
4681,ST LUKE'S CORNWALL HOSPITAL (330264),2018,Acute Care,Voluntary non-profit - Other,192.0,41.503744,-74.015176,NY,3.0,,,7.7,1.3,0.7
4682,CLIFTON SPRINGS HOSPITAL AND CLINIC (330265),2018,Acute Care,Voluntary non-profit - Private,208.0,42.960473,-77.139252,NY,29.4,,7.5,,,0.6
4683,CLIFTON SPRINGS HOSPITAL AND CLINIC (330265),2018,Acute Care,Voluntary non-profit - Private,208.0,42.960473,-77.139252,NY,29.4,,7.5,,,0.6
4684,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL (330267),2018,Acute Care,Voluntary non-profit - Private,127.0,41.291457,-73.893601,NY,6.6,41.7,35.4,3.1,0.4,0.3
4685,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL (330267),2018,Acute Care,Voluntary non-profit - Private,127.0,41.291457,-73.893601,NY,6.6,41.7,35.4,3.1,0.4,0.3
4686,COBLESKILL REGIONAL HOSPITAL (330268),2018,Acute Care,Voluntary non-profit - Private,40.0,,,NY,4.1,,6.6,,0.7,0.0
4687,COBLESKILL REGIONAL HOSPITAL (330268),2018,Acute Care,Voluntary non-profit - Private,40.0,,,NY,4.1,,6.6,,0.7,0.0
4688,HOSPITAL FOR SPECIAL SURGERY (330270),2018,Acute Care,Voluntary non-profit - Private,202.0,40.764866,-73.953128,NY,,41.0,,,,0.0
4689,HOSPITAL FOR SPECIAL SURGERY (330270),2018,Acute Care,Voluntary non-profit - Private,202.0,40.764866,-73.953128,NY,,41.0,,,,0.0
4690,PUTNAM HOSPITAL CENTER (330273),2018,Acute Care,Voluntary non-profit - Private,144.0,41.384844,-73.664475,NY,4.7,,35.0,,0.9,1.0
4691,PUTNAM HOSPITAL CENTER (330273),2018,Acute Care,Voluntary non-profit - Private,144.0,41.384844,-73.664475,NY,4.7,,35.0,,0.9,1.0
4692,NATHAN LITTAUER HOSPITAL (330276),2018,Acute Care,Voluntary non-profit - Private,149.0,43.068029,-74.330817,NY,6.7,,9.3,,,2.7
4693,NATHAN LITTAUER HOSPITAL (330276),2018,Acute Care,Voluntary non-profit - Private,149.0,43.068029,-74.330817,NY,6.7,,9.3,,,2.7
4694,CORNING HOSPITAL (330277),2018,Acute Care,Voluntary non-profit - Private,72.0,42.136107,-76.969841,NY,6.8,38.6,7.6,5.5,0.8,0.4
4695,CORNING HOSPITAL (330277),2018,Acute Care,Voluntary non-profit - Private,72.0,42.136107,-76.969841,NY,6.8,38.6,7.6,5.5,0.8,0.4
4696,MERCY HOSPITAL OF BUFFALO (330279),2018,Acute Care,Voluntary non-profit - Private,470.0,42.847875,-78.811876,NY,2.1,,14.5,3.8,1.1,0.0
4697,MERCY HOSPITAL OF BUFFALO (330279),2018,Acute Care,Voluntary non-profit - Private,470.0,42.847875,-78.811876,NY,2.1,,14.5,3.8,1.1,0.0
4698,STRONG MEMORIAL HOSPITAL (330285),2018,Acute Care,Voluntary non-profit - Private,822.0,43.124394,-77.623692,NY,15.4,,10.2,4.0,1.5,0.0
4699,STRONG MEMORIAL HOSPITAL (330285),2018,Acute Care,Voluntary non-profit - Private,822.0,43.124394,-77.623692,NY,15.4,,10.2,4.0,1.5,0.0
4700,GOOD SAMARITAN HOSPITAL MEDICAL CENTER (330286),2018,Acute Care,Voluntary non-profit - Church,437.0,40.696807,-73.286321,NY,1.0,,26.7,,3.1,0.2
4701,GOOD SAMARITAN HOSPITAL MEDICAL CENTER (330286),2018,Acute Care,Voluntary non-profit - Church,437.0,40.696807,-73.286321,NY,1.0,,26.7,,3.1,0.2
4702,WHITE PLAINS HOSPITAL CENTER (330304),2018,Acute Care,Voluntary non-profit - Private,292.0,,,NY,7.5,38.3,70.9,10.9,1.1,1.9
4703,WHITE PLAINS HOSPITAL CENTER (330304),2018,Acute Care,Voluntary non-profit - Private,292.0,,,NY,7.5,38.3,70.9,10.9,1.1,1.9
4704,CAYUGA MEDICAL CENTER AT ITHACA (330307),2018,Acute Care,Voluntary non-profit - Private,174.0,42.467096,-76.538808,NY,2.0,38.2,7.1,2.0,2.4,0.1
4705,CAYUGA MEDICAL CENTER AT ITHACA (330307),2018,Acute Care,Voluntary non-profit - Private,174.0,42.467096,-76.538808,NY,2.0,38.2,7.1,2.0,2.4,0.1
4706,PLAINVIEW HOSPITAL (330331),2018,Acute Care,Voluntary non-profit - Private,169.0,40.774456,-73.478063,NY,0.4,,,,1.7,1.9
4707,PLAINVIEW HOSPITAL (330331),2018,Acute Care,Voluntary non-profit - Private,169.0,40.774456,-73.478063,NY,0.4,,,,1.7,1.9
4708,ST JOSEPH HOSPITAL (330332),2018,Acute Care,Voluntary non-profit - Private,201.0,40.725795,-73.478755,NY,1.0,,,,0.5,0.5
4709,ST JOSEPH HOSPITAL (330332),2018,Acute Care,Voluntary non-profit - Private,201.0,40.725795,-73.478755,NY,1.0,,,,0.5,0.5
4710,UNIVERSITY HOSPITAL -  STONY BROOK SOUTHAMPTON (330340),2018,Acute Care,Voluntary non-profit - Private,94.0,,,NY,20.9,38.7,24.2,,0.4,0.2
4711,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ) (330350),2018,Acute Care,Government - State,450.0,40.654457,-73.94516,NY,12.4,,17.7,4.2,,0.8
4712,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ) (330350),2018,Acute Care,Government - State,450.0,40.654457,-73.94516,NY,12.4,,17.7,4.2,,0.8
4713,NORTH CENTRAL BRONX HOSPITAL (330385),2018,Acute Care,Government - Local,205.0,,,NY,,,,,0.0,
4714,NORTH CENTRAL BRONX HOSPITAL (330385),2018,Acute Care,Government - Local,205.0,,,NY,,,,,0.0,
4715,CATSKILL REGIONAL MEDICAL CENTER (330386),2018,Acute Care,Voluntary non-profit - Private,167.0,41.70642,-74.736752,NY,2.7,,17.3,4.3,1.5,0.5
4716,CATSKILL REGIONAL MEDICAL CENTER (330386),2018,Acute Care,Voluntary non-profit - Private,167.0,41.70642,-74.736752,NY,2.7,,17.3,4.3,1.5,0.5
4717,UNIVERSITY HOSPITAL AT STONY BROOK (330393),2018,Acute Care,Government - State,662.0,,,NY,5.7,42.6,17.9,5.6,2.8,0.3
4718,UNIVERSITY HOSPITAL AT STONY BROOK (330393),2018,Acute Care,Government - State,662.0,,,NY,5.7,42.6,17.9,5.6,2.8,0.3
4719,"UNITED HEALTH SERVICES HOSPITALS, INC (330394)",2018,Acute Care,Voluntary non-profit - Private,485.0,42.088097,-75.914166,NY,4.8,,15.9,4.5,0.8,0.1
4720,"UNITED HEALTH SERVICES HOSPITALS, INC (330394)",2018,Acute Care,Voluntary non-profit - Private,485.0,42.088097,-75.914166,NY,4.8,,15.9,4.5,0.8,0.1
4721,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE (330395),2018,Acute Care,Voluntary non-profit - Private,268.0,40.598675,-73.75268,NY,13.3,,24.1,,,1.1
