,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
2005,BOZEMAN DEACONESS HOSPITAL (270057),2015,Acute Care,Voluntary non-profit - Private,89.0,45.670278,-111.017239,MT,5.5,43.2,,3.5,1.5,1.0
2006,GREAT FALLS CLINIC MEDICAL CENTER (270086),2015,Acute Care,Proprietary,20.0,47.487737,-111.254561,MT,15.6,52.5,8.1,3.6,,0.0
2007,THE HEALTHCENTER (270087),2015,Acute Care,Proprietary,30.0,48.216208,-114.324047,MT,18.9,42.1,7.4,,1.1,1.0
2008,BARRETT MEMORIAL HOSPITAL (271318),2015,Critical Access,Government - Hospital District or Authority,20.0,45.200654,-112.646003,MT,7.4,,12.8,,,1.4
2009,ST LUKE COMMUNITY HOSPITAL (271325),2015,Critical Access,Voluntary non-profit - Private,100.0,47.528835,-114.106242,MT,35.3,,14.2,,,28.2
2010,NORTH VALLEY HOSPITAL (271336),2015,Critical Access,Voluntary non-profit - Private,25.0,48.381032,-114.331326,MT,8.7,,10.8,6.7,0.4,0.0
2011,PROVIDENCE ST JOSEPH MEDICAL CENTER (271343),2015,Critical Access,Voluntary non-profit - Private,22.0,47.683344,-114.163327,MT,3.4,,4.7,,0.0,0.0
2012,SIDNEY HEALTH CENTER (271344),2015,Critical Access,Voluntary non-profit - Private,115.0,47.715839,-104.174171,MT,9.0,,14.1,,,5.8
2013,CENTRAL MONTANA MEDICAL CENTER (271345),2015,Critical Access,Voluntary non-profit - Private,60.0,47.058464,-109.442243,MT,39.8,,3.7,,,0.0
2014,HOLY ROSARY HEALTHCARE (271347),2015,Critical Access,Voluntary non-profit - Church,109.0,46.397355,-105.827837,MT,5.3,,7.6,,,0.0
2015,BRYAN MEDICAL CENTER (280003),2015,Acute Care,Voluntary non-profit - Private,569.0,40.796598,-96.653661,NE,4.9,44.2,7.4,5.4,3.8,3.1
2016,CHI HEALTH GOOD SAMARITAN (280009),2015,Acute Care,Voluntary non-profit - Church,250.0,,,NE,8.2,30.0,5.5,6.0,2.2,1.0
2017,THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE (280013),2015,Acute Care,Voluntary non-profit - Private,542.0,,,NE,1.8,41.3,6.6,5.0,2.7,0.5
2018,CHI HEALTH ST ELIZABETH (280020),2015,Acute Care,Voluntary non-profit - Private,244.0,40.807609,-96.625179,NE,6.8,41.0,11.6,5.6,3.4,0.0
2019,CHI HEALTH ST FRANCIS (280023),2015,Acute Care,Voluntary non-profit - Church,184.0,40.924267,-98.370887,NE,1.0,,8.1,,,1.1
2020,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER (280030),2015,Acute Care,Voluntary non-profit - Other,213.0,,,NE,2.4,,11.7,8.0,,0.0
2021,MARY LANNING HEALTHCARE (280032),2015,Acute Care,Voluntary non-profit - Other,138.0,40.592416,-98.387474,NE,5.0,39.7,9.5,4.2,1.5,2.1
2022,THE NEBRASKA METHODIST HOSPITAL (280040),2015,Acute Care,Voluntary non-profit - Private,369.0,41.259682,-96.041771,NE,2.2,40.9,7.8,6.1,1.7,0.2
2023,CHI HEALTH BERGAN MERCY (280060),2015,Acute Care,Voluntary non-profit - Private,358.0,41.237904,-96.028717,NE,3.3,42.7,8.7,5.6,,0.1
2024,REGIONAL WEST MEDICAL CENTER (280061),2015,Acute Care,Voluntary non-profit - Private,164.0,41.885055,-103.665837,NE,11.9,40.3,7.0,6.3,5.5,0.3
2025,GREAT PLAINS HEALTH (280065),2015,Acute Care,Voluntary non-profit - Private,105.0,41.120746,-100.770199,NE,3.8,41.0,11.4,6.6,1.8,0.0
2026,FREMONT HEALTH MEDICAL CENTER (280077),2015,Acute Care,Government - Local,187.0,41.451464,-96.492473,NE,28.4,40.6,4.1,8.6,1.4,0.0
2027,CHI HEALTH IMMANUEL (280081),2015,Acute Care,Voluntary non-profit - Private,308.0,41.321839,-96.023788,NE,2.9,45.8,8.8,4.7,,0.3
2028,CHI HEALTH MIDLANDS (280105),2015,Acute Care,Voluntary non-profit - Church,46.0,41.136866,-96.042825,NE,7.1,49.2,5.7,3.9,,1.4
2029,COLUMBUS COMMUNITY HOSPITAL (280111),2015,Acute Care,Voluntary non-profit - Other,51.0,41.453273,-97.3849,NE,5.9,35.5,3.6,2.7,0.7,0.0
2030,FAITH REGIONAL HEALTH SERVICES (280125),2015,Acute Care,Voluntary non-profit - Private,127.0,42.032526,-97.450942,NE,54.7,,6.7,5.3,,2.2
2031,CHI HEALTH NEBRASKA HEART (280128),2015,Acute Care,Voluntary non-profit - Private,54.0,40.735476,-96.594607,NE,1.7,,,3.4,,1.7
2032,CHI HEALTH LAKESIDE (280130),2015,Acute Care,Voluntary non-profit - Church,121.0,41.23904,-96.180532,NE,3.8,,8.6,2.9,2.3,0.2
2033,BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL (280132),2015,Acute Care,Proprietary,62.0,41.13639,-95.94586,NE,3.1,45.5,11.9,5.2,2.0,0.4
2034,PAWNEE COUNTY MEMORIAL HOSPITAL (281302),2015,Critical Access,Government - Local,17.0,,,NE,,,7.8,,0.0,
2035,THAYER COUNTY HEALTH SERVICES (281304),2015,Critical Access,Government - Local,19.0,40.160123,-97.593267,NE,6.2,,10.3,1.7,0.0,4.4
2036,KEARNEY COUNTY HEALTH SERVICES HOSPITAL (281306),2015,Critical Access,Government - Local,35.0,40.495778,-98.943203,NE,,,5.6,,,
2037,SAUNDERS MEDICAL CENTER (281307),2015,Critical Access,Government - Local,76.0,41.191555,-96.635312,NE,2.6,,8.9,,,0.0
2038,HENDERSON HEALTH CARE SERVICES (281308),2015,Critical Access,Voluntary non-profit - Private,54.0,40.782888,-97.807361,NE,,,8.0,,0.0,
2039,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER (281314),2015,Critical Access,Government - Local,16.0,,,NE,,,9.6,,,
2040,BRODSTONE MEMORIAL HOSP (281315),2015,Critical Access,Voluntary non-profit - Private,25.0,,,NE,5.7,,5.9,,,1.1
2041,WEBSTER COUNTY COMMUNITY HOSPITAL (281316),2015,Critical Access,Government - Local,14.0,,,NE,,,8.0,,0.0,
2042,JEFFERSON COMMUNITY HEALTH CENTER (281319),2015,Critical Access,Voluntary non-profit - Private,60.0,,,NE,2.0,,11.0,,,0.0
2043,MEMORIAL HOSPITAL (281320),2015,Critical Access,Voluntary non-profit - Private,62.0,40.871812,-98.009531,NE,14.7,,12.2,6.2,,1.4
2044,OAKLAND MERCY HOSPITAL (281321),2015,Critical Access,Voluntary non-profit - Private,17.0,41.834571,-96.459197,NE,,,,,0.0,
2045,ST FRANCIS MEMORIAL HOSPITAL (281322),2015,Critical Access,Voluntary non-profit - Private,25.0,41.842945,-96.706763,NE,8.0,,3.7,,,0.0
2046,CHI HEALTH SCHUYLER (281323),2015,Critical Access,Voluntary non-profit - Private,25.0,41.454579,-97.059725,NE,2.0,,3.6,,,
2047,NEMAHA COUNTY HOSPITAL (281324),2015,Critical Access,Government - Local,17.0,40.392033,-95.85302,NE,,,9.9,,,0.0
2048,BROWN COUNTY HOSPITAL (281325),2015,Critical Access,Government - Local,23.0,42.544934,-99.850045,NE,,,2.5,,,
2049,LITZENBERG MEMORIAL COUNTY HOSPITAL (281328),2015,Critical Access,Government - Local,47.0,41.10661,-98.002652,NE,11.8,,9.0,,,
2050,AVERA ST ANTHONY'S HOSPITAL (281329),2015,Critical Access,Voluntary non-profit - Church,25.0,42.460338,-98.651118,NE,12.7,,6.8,1.5,0.0,14.7
2051,AVERA CREIGHTON HOSPITAL (281331),2015,Critical Access,Voluntary non-profit - Private,66.0,,,NE,0.0,,8.1,,,
2052,BUTLER COUNTY HEALTH CARE CENTER (281332),2015,Critical Access,Government - Local,20.0,41.246471,-97.123038,NE,2.0,,2.5,,0.0,
2053,BOONE COUNTY HEALTH CENTER (281334),2015,Critical Access,Government - Local,25.0,,,NE,6.3,,3.0,,,3.3
2054,CALLAWAY DISTRICT HOSPITAL (281335),2015,Critical Access,Government - Hospital District or Authority,12.0,,,NE,,,7.7,,,
2055,HOWARD COUNTY MEDICAL CENTER (281338),2015,Critical Access,Voluntary non-profit - Other,18.0,,,NE,17.7,,5.6,2.0,7.5,5.2
2056,DUNDY COUNTY HOSPITAL (281340),2015,Critical Access,Government - Local,14.0,,,NE,,,,,0.0,2.0
2057,CHI HEALTH ST MARY'S (281342),2015,Critical Access,Voluntary non-profit - Church,18.0,40.658152,-95.862109,NE,5.8,,11.6,7.7,0.0,0.0
2058,WEST HOLT MEMORIAL HOSPITAL (281343),2015,Critical Access,Voluntary non-profit - Private,17.0,42.52853,-98.98236,NE,,,3.3,,11.6,
2059,PROVIDENCE MEDICAL CENTER (281345),2015,Critical Access,Voluntary non-profit - Private,23.0,42.241705,-97.008061,NE,7.9,,5.7,,,0.0
2060,TRI VALLEY HEALTH SYSTEM (281348),2015,Critical Access,Voluntary non-profit - Private,51.0,40.279904,-100.179667,NE,25.4,,5.3,,,2.0
2061,PENDER COMMUNITY HOSPITAL (281349),2015,Critical Access,Government - Hospital District or Authority,21.0,,,NE,,,5.8,,,
2062,JOHNSON COUNTY HOSPITAL (281350),2015,Critical Access,Government - Local,18.0,40.379192,-96.197342,NE,,,9.3,,,
2063,OGALLALA COMMUNITY HOSPITAL (281355),2015,Critical Access,Government - Hospital District or Authority,18.0,41.150177,-101.720447,NE,8.1,,13.0,,,0.0
2064,MEMORIAL COMMUNITY HOSPITAL (281359),2015,Critical Access,Voluntary non-profit - Private,23.0,41.551152,-96.145519,NE,2.8,,9.7,,,0.8
2065,LEXINGTON REGIONAL HEALTH CENTER (281361),2015,Critical Access,Government - Hospital District or Authority,25.0,,,NE,4.2,,10.3,,0.0,1.3
2066,PHELPS MEMORIAL HEALTH CENTER (281362),2015,Critical Access,Voluntary non-profit - Private,25.0,40.447655,-99.382005,NE,4.9,42.3,2.8,9.5,,1.2
2067,COMMUNITY HOSPITAL (281363),2015,Critical Access,Voluntary non-profit - Other,25.0,,,NE,8.9,,8.5,8.9,,2.9
2068,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC (281364)",2015,Critical Access,Voluntary non-profit - Private,25.0,,,NE,6.1,,15.9,5.7,0.3,3.2
2069,JENNIE M MELHAM MEMORIAL MEDICAL CENTER (281365),2015,Critical Access,Voluntary non-profit - Private,52.0,41.409054,-99.632262,NE,2.6,,14.3,3.2,0.7,0.0
2070,RENOWN REGIONAL MEDICAL CENTER (290001),2015,Acute Care,Voluntary non-profit - Other,604.0,39.524747,-119.796721,NV,3.9,36.5,,3.2,3.3,0.1
2071,SUNRISE HOSPITAL AND MEDICAL CENTER (290003),2015,Acute Care,Proprietary,645.0,36.134586,-115.136883,NV,3.1,,10.9,4.2,3.2,7.1
2072,NORTH VISTA HOSPITAL (290005),2015,Acute Care,Voluntary non-profit - Private,178.0,36.195739,-115.122986,NV,4.4,,,0.0,,
2073,BANNER CHURCHILL COMMUNITY HOSPITAL (290006),2015,Acute Care,Voluntary non-profit - Private,37.0,,,NV,4.9,,5.4,,,3.3
2074,UNIVERSITY MEDICAL CENTER (290007),2015,Acute Care,Government - Local,502.0,36.158941,-115.165945,NV,9.0,,,3.0,,26.2
2075,NORTHEASTERN NEVADA REGIONAL HOSPITAL (290008),2015,Acute Care,Voluntary non-profit - Private,65.0,40.822508,-115.729026,NV,17.0,58.5,7.9,,,1.6
2076,SAINT MARY'S REGIONAL MEDICAL CENTER (290009),2015,Acute Care,Voluntary non-profit - Private,282.0,39.531619,-119.818243,NV,6.5,39.6,7.8,2.6,4.9,0.2
2077,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS (290012),2015,Acute Care,Voluntary non-profit - Church,86.0,36.038829,-114.983192,NV,1.8,,10.5,3.8,,0.0
2078,CARSON TAHOE REGIONAL MEDICAL CENTER (290019),2015,Acute Care,Voluntary non-profit - Private,202.0,39.201899,-119.781729,NV,10.6,47.4,8.8,3.9,2.3,3.6
2079,VALLEY HOSPITAL MEDICAL CENTER (290021),2015,Acute Care,Proprietary,286.0,36.163914,-115.165463,NV,1.0,,,3.1,2.2,
2080,DESERT SPRINGS HOSPITAL (290022),2015,Acute Care,Proprietary,271.0,36.114561,-115.125548,NV,1.2,,,5.6,1.9,
2081,NORTHERN NEVADA MEDICAL CENTER (290032),2015,Acute Care,Proprietary,113.0,39.542488,-119.697974,NV,3.3,,4.7,4.5,,0.9
2082,MOUNTAINVIEW HOSPITAL (290039),2015,Acute Care,Proprietary,346.0,36.2156,-115.250795,NV,3.0,,8.7,,2.2,0.9
2083,SUMMERLIN HOSPITAL MEDICAL CENTER (290041),2015,Acute Care,Proprietary,432.0,36.179638,-115.315776,NV,2.9,,12.2,4.7,1.5,10.2
2084,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS (290045),2015,Acute Care,Voluntary non-profit - Private,283.0,,,NV,4.0,,4.6,4.0,4.0,0.0
2085,SPRING VALLEY HOSPITAL MEDICAL CENTER (290046),2015,Acute Care,Proprietary,287.0,36.089714,-115.242882,NV,3.3,,,7.9,2.5,
2086,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER (290047),2015,Acute Care,Voluntary non-profit - Private,182.0,36.070256,-115.295512,NV,2.7,,,3.5,,1.1
2087,RENOWN SOUTH MEADOWS MEDICAL CENTER (290049),2015,Acute Care,Voluntary non-profit - Private,138.0,39.435894,-119.758393,NV,7.0,42.7,,3.5,,0.0
2088,SIERRA SURGERY HOSPITAL (290051),2015,Acute Care,Proprietary,15.0,,,NV,22.1,35.8,8.7,,,0.8
2089,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS (290053),2015,Acute Care,Voluntary non-profit - Church,140.0,36.055545,-115.271323,NV,2.5,,,6.0,,0.0
2090,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER (290054),2015,Acute Care,Proprietary,228.0,36.286014,-115.28773,NV,0.9,,8.3,4.0,2.2,6.0
2091,WILLIAM BEE RIRIE HOSPITAL (291302),2015,Critical Access,Government - Hospital District or Authority,25.0,39.256065,-114.860086,NV,0.8,,0.0,,,0.0
2092,CARSON VALLEY MEDICAL CENTER (291306),2015,Critical Access,Voluntary non-profit - Private,23.0,,,NV,10.6,,6.6,3.4,,8.1
2093,MESA VIEW REGIONAL HOSPITAL (291307),2015,Critical Access,Voluntary non-profit - Private,25.0,36.808859,-114.114456,NV,9.5,,6.7,,,8.3
2094,DESERT VIEW REGIONAL MEDICAL CENTER (291311),2015,Critical Access,Proprietary,25.0,36.214376,-116.023381,NV,20.9,,8.6,,,16.8
2095,CONCORD HOSPITAL (300001),2015,Acute Care,Voluntary non-profit - Private,212.0,43.196329,-71.562366,NH,4.5,,7.4,3.7,2.6,0.7
2096,MARY HITCHCOCK MEMORIAL HOSPITAL (300003),2015,Acute Care,Voluntary non-profit - Other,405.0,43.67797,-72.273746,NH,2.1,42.3,7.8,4.5,0.8,0.2
2097,LAKES REGION GENERAL HOSPITAL (300005),2015,Acute Care,Voluntary non-profit - Private,94.0,43.528103,-71.460771,NH,4.9,39.3,8.7,4.4,2.7,0.0
2098,ST JOSEPH HOSPITAL (300011),2015,Acute Care,Voluntary non-profit - Other,208.0,42.750441,-71.479886,NH,4.4,31.8,7.6,4.2,1.4,0.0
2099,ELLIOT HOSPITAL (300012),2015,Acute Care,Voluntary non-profit - Private,243.0,42.982795,-71.435739,NH,3.0,31.5,10.3,4.7,3.3,0.1
2100,FRISBIE MEMORIAL HOSPITAL (300014),2015,Acute Care,Voluntary non-profit - Private,77.0,43.298189,-70.961194,NH,5.0,53.1,,8.1,1.6,0.2
2101,PARKLAND MEDICAL CENTER (300017),2015,Acute Care,Proprietary,159.0,42.875825,-71.317578,NH,5.9,,6.1,5.4,1.8,0.8
2102,WENTWORTH-DOUGLASS HOSPITAL (300018),2015,Acute Care,Voluntary non-profit - Private,116.0,43.212442,-70.875139,NH,4.7,38.4,,5.2,3.2,0.1
2103,CHESHIRE MEDICAL CENTER (300019),2015,Acute Care,Voluntary non-profit - Private,124.0,42.949854,-72.290725,NH,1.2,43.4,4.5,6.7,2.7,0.1
2104,SOUTHERN NH MEDICAL CENTER (300020),2015,Acute Care,Voluntary non-profit - Private,163.0,42.756061,-71.461229,NH,6.3,47.5,8.0,4.8,2.5,0.3
2105,EXETER HOSPITAL INC (300023),2015,Acute Care,Voluntary non-profit - Private,98.0,42.983066,-70.934319,NH,9.3,35.6,5.8,6.8,2.7,1.6
2106,PORTSMOUTH REGIONAL HOSPITAL (300029),2015,Acute Care,Proprietary,168.0,43.064093,-70.787774,NH,9.0,41.7,10.5,4.2,0.8,0.0
2107,CATHOLIC MEDICAL CENTER (300034),2015,Acute Care,Voluntary non-profit - Private,246.0,42.991211,-71.47379,NH,3.2,50.0,10.9,7.0,2.4,0.0
2108,UPPER CONNECTICUT VALLEY HOSPITAL (301300),2015,Critical Access,Voluntary non-profit - Private,16.0,44.904412,-71.481489,NH,2.5,,6.0,,,3.9
2109,WEEKS MEDICAL CENTER (301303),2015,Critical Access,Voluntary non-profit - Private,27.0,44.48699,-71.554156,NH,7.0,,7.2,4.8,0.6,0.0
2110,NEW LONDON HOSPITAL (301304),2015,Critical Access,Voluntary non-profit - Private,59.0,43.420929,-72.001493,NH,5.1,54.2,11.5,0.0,,0.0
2111,FRANKLIN REGIONAL HOSPITAL (301306),2015,Critical Access,Voluntary non-profit - Private,33.0,43.448071,-71.643684,NH,2.6,,9.2,,1.2,0.0
2112,VALLEY REGIONAL HOSPITAL (301308),2015,Critical Access,Voluntary non-profit - Private,25.0,43.385143,-72.342465,NH,2.9,,10.8,,0.8,2.4
2113,MONADNOCK COMMUNITY HOSPITAL (301309),2015,Critical Access,Voluntary non-profit - Private,25.0,42.893461,-71.937471,NH,7.2,51.7,11.0,5.6,,0.0
2114,SPEARE MEMORIAL HOSPITAL (301311),2015,Critical Access,Voluntary non-profit - Private,25.0,43.757886,-71.694837,NH,4.1,,11.4,2.7,1.1,0.0
2115,HUGGINS HOSPITAL (301312),2015,Critical Access,Voluntary non-profit - Private,27.0,43.580944,-71.201575,NH,2.7,,5.9,4.1,5.0,5.3
2116,HACKENSACK UNIVERSITY MEDICAL CENTER (310001),2015,Acute Care,Voluntary non-profit - Private,710.0,40.884032,-74.057954,NJ,3.4,38.1,13.3,5.6,3.1,0.2
2117,NEWARK BETH ISRAEL MEDICAL CENTER (310002),2015,Acute Care,Voluntary non-profit - Private,486.0,40.710054,-74.213787,NJ,11.0,,8.3,7.4,,3.0
2118,PALISADES MEDICAL CENTER (310003),2015,Acute Care,Voluntary non-profit - Private,192.0,40.794166,-73.995765,NJ,5.1,,9.8,4.8,3.1,1.2
2119,HUNTERDON MEDICAL CENTER (310005),2015,Acute Care,Voluntary non-profit - Private,184.0,40.532524,-74.86041,NJ,3.9,,9.5,7.8,1.8,2.8
2120,ST MARY'S GENERAL HOSPITAL (310006),2015,Acute Care,Proprietary,185.0,40.85828,-74.13721,NJ,3.9,,13.9,,,1.0
2121,HOLY NAME MEDICAL CENTER (310008),2015,Acute Care,Voluntary non-profit - Private,309.0,40.882377,-74.008629,NJ,8.5,35.1,52.2,5.2,1.4,5.0
2122,CLARA MAASS MEDICAL CENTER (310009),2015,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,3.8,,10.2,9.4,4.3,5.1
2123,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO (310010),2015,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,3.3,,9.3,11.0,1.2,0.4
2124,CAPE REGIONAL MEDICAL CENTER INC (310011),2015,Acute Care,Voluntary non-profit - Private,157.0,,,NJ,28.9,,,5.2,0.4,1.4
2125,VALLEY HOSPITAL (310012),2015,Acute Care,Voluntary non-profit - Private,387.0,40.983204,-74.101761,NJ,6.3,33.3,7.6,6.8,1.5,5.2
2126,COOPER UNIVERSITY HOSPITAL (310014),2015,Acute Care,Voluntary non-profit - Private,545.0,39.940802,-75.115757,NJ,2.9,50.5,13.6,0.0,0.6,0.2
2127,MORRISTOWN MEDICAL CENTER (310015),2015,Acute Care,Voluntary non-profit - Private,700.0,40.787896,-74.464855,NJ,5.1,47.8,15.4,5.0,3.2,0.1
2128,CAREPOINT HEALTH-CHRIST HOSPITAL (310016),2015,Acute Care,Voluntary non-profit - Church,186.0,40.734876,-74.050142,NJ,6.2,,13.9,4.3,6.0,4.5
2129,CHILTON MEDICAL CENTER (310017),2015,Acute Care,Voluntary non-profit - Private,207.0,40.959237,-74.308102,NJ,20.0,33.3,19.4,6.9,4.7,14.2
2130,ST JOSEPH'S REGIONAL MEDICAL CENTER (310019),2015,Acute Care,Voluntary non-profit - Church,705.0,40.902456,-74.166751,NJ,13.6,40.6,6.8,6.2,3.9,4.9
2131,ST FRANCIS MEDICAL CENTER (310021),2015,Acute Care,Voluntary non-profit - Private,157.0,40.217126,-74.742576,NJ,6.8,,9.4,,,8.6
2132,VIRTUA WEST JERSEY HOSPITALS BERLIN (310022),2015,Acute Care,Voluntary non-profit - Private,611.0,39.842327,-74.927892,NJ,1.2,,15.8,7.8,3.1,0.0
2133,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY (310024),2015,Acute Care,Voluntary non-profit - Private,144.0,40.612237,-74.291688,NJ,5.0,,5.8,5.0,4.1,2.9
2134,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER (310025),2015,Acute Care,Voluntary non-profit - Private,189.0,40.667531,-74.112371,NJ,7.0,44.1,7.6,5.2,4.1,3.0
2135,TRINITAS REGIONAL MEDICAL CENTER (310027),2015,Acute Care,Voluntary non-profit - Private,442.0,40.65892,-74.214355,NJ,2.1,,4.7,8.2,4.7,0.2
2136,NEWTON MEDICAL CENTER (310028),2015,Acute Care,Voluntary non-profit - Private,1620.0,41.055649,-74.76494,NJ,2.3,,12.5,7.7,3.6,1.1
2137,OUR LADY OF LOURDES MEDICAL CENTER (310029),2015,Acute Care,Voluntary non-profit - Private,328.0,39.927033,-75.095704,NJ,11.5,41.7,10.5,5.2,1.9,11.1
2138,DEBORAH HEART AND LUNG CENTER (310031),2015,Acute Care,Voluntary non-profit - Private,85.0,39.977274,-74.58621,NJ,0.0,,,3.2,0.0,0.2
2139,INSPIRA MEDICAL CENTER VINELAND (310032),2015,Acute Care,Voluntary non-profit - Private,332.0,39.447444,-75.057329,NJ,6.8,28.7,10.8,4.0,2.0,0.6
2140,RIVERVIEW MEDICAL CENTER (310034),2015,Acute Care,Proprietary,289.0,,,NJ,6.9,50.0,16.3,6.4,1.2,0.5
2141,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL (310038),2015,Acute Care,Voluntary non-profit - Private,617.0,,,NJ,0.0,,,6.6,4.6,0.0
2142,RARITAN BAY MEDICAL CENTER (310039),2015,Acute Care,Voluntary non-profit - Private,292.0,40.518346,-74.28075,NJ,4.5,,5.6,6.6,2.5,0.3
2143,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER (310040),2015,Acute Care,Voluntary non-profit - Church,190.0,40.741213,-74.033559,NJ,4.5,,7.4,,0.7,5.5
2144,COMMUNITY MEDICAL CENTER (310041),2015,Acute Care,Voluntary non-profit - Private,462.0,39.965083,-74.21449,NJ,3.6,,12.4,5.1,4.2,2.6
2145,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL (310044),2015,Acute Care,Voluntary non-profit - Private,179.0,,,NJ,11.0,,8.4,5.9,6.0,3.0
2146,ENGLEWOOD HOSPITAL AND MEDICAL CENTER (310045),2015,Acute Care,Voluntary non-profit - Private,302.0,40.902855,-73.967993,NJ,6.9,35.8,21.1,5.1,3.2,0.3
2147,SHORE MEDICAL CENTER (310047),2015,Acute Care,Voluntary non-profit - Private,252.0,39.314673,-74.592772,NJ,7.2,,9.0,,3.3,2.8
2148,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET (310048),2015,Acute Care,Voluntary non-profit - Private,279.0,40.568854,-74.595695,NJ,12.0,41.9,10.0,5.6,2.6,0.8
2149,SAINT CLARE'S HOSPITAL (310050),2015,Acute Care,Proprietary,362.0,40.894376,-74.464479,NJ,7.0,,13.1,3.8,3.9,2.0
2150,OVERLOOK MEDICAL CENTER (310051),2015,Acute Care,Voluntary non-profit - Other,484.0,40.71241,-74.354023,NJ,3.7,,16.7,4.6,3.5,0.1
2151,OCEAN MEDICAL CENTER (310052),2015,Acute Care,Voluntary non-profit - Other,302.0,40.078327,-74.129748,NJ,7.9,,21.9,6.6,2.3,1.4
2152,HACKENSACK-UMC MOUNTAINSIDE (310054),2015,Acute Care,Voluntary non-profit - Private,229.0,,,NJ,6.9,,11.7,8.4,3.1,2.9
2153,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY (310057),2015,Acute Care,Voluntary non-profit - Private,334.0,39.985698,-74.795832,NJ,0.7,,9.7,5.8,1.0,0.0
2154,BERGEN REGIONAL MEDICAL CENTER (310058),2015,Acute Care,Government - Local,1004.0,40.958602,-74.062151,NJ,0.0,,,,,1.8
2155,ST LUKE'S WARREN HOSPITAL (310060),2015,Acute Care,Voluntary non-profit - Other,110.0,40.701628,-75.179608,NJ,1.1,,6.5,7.8,4.5,0.3
2156,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY (310061),2015,Acute Care,Voluntary non-profit - Private,147.0,40.048632,-74.881982,NJ,2.3,,11.0,7.4,2.5,1.4
2157,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV (310064),2015,Acute Care,Voluntary non-profit - Other,537.0,39.357791,-74.433942,NJ,3.0,,13.2,4.8,3.7,0.3
2158,INSPIRA MEDICAL CENTER ELMER (310069),2015,Acute Care,Voluntary non-profit - Private,133.0,39.588142,-75.179457,NJ,6.6,,9.2,4.7,4.7,0.8
2159,SAINT PETER'S UNIVERSITY HOSPITAL (310070),2015,Acute Care,Voluntary non-profit - Church,359.0,40.501846,-74.45913,NJ,0.8,,10.1,4.2,4.8,0.0
2160,JERSEY SHORE UNIVERSITY MEDICAL CENTER (310073),2015,Acute Care,Voluntary non-profit - Private,577.0,,,NJ,6.3,,,5.9,4.7,0.6
2161,JERSEY CITY MEDICAL CENTER (310074),2015,Acute Care,Voluntary non-profit - Private,311.0,40.716666,-74.049952,NJ,2.7,,7.6,1.3,4.0,3.6
2162,MONMOUTH MEDICAL CENTER (310075),2015,Acute Care,Voluntary non-profit - Private,329.0,40.295448,-73.983598,NJ,7.3,50.0,6.0,6.5,,0.8
2163,SAINT BARNABAS MEDICAL CENTER (310076),2015,Acute Care,Voluntary non-profit - Other,571.0,40.764045,-74.302334,NJ,8.2,,,6.6,4.7,7.2
2164,INSPIRA MEDICAL CENTER WOODBURY (310081),2015,Acute Care,Voluntary non-profit - Private,256.0,39.843556,-75.149023,NJ,2.4,,13.9,5.3,1.7,7.2
2165,EAST ORANGE GENERAL HOSPITAL (310083),2015,Acute Care,Voluntary non-profit - Private,196.0,40.753707,-74.213333,NJ,0.0,,7.5,,0.9,0.0
2166,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS (310084),2015,Acute Care,Voluntary non-profit - Private,237.0,40.074178,-74.21735,NJ,10.0,,13.8,,3.6,0.0
2167,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV (310086),2015,Acute Care,Voluntary non-profit - Private,520.0,39.828853,-75.008799,NJ,2.6,36.4,11.9,8.1,5.2,0.7
