,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
1563,WAYNE GENERAL HOSPITAL (250077),2015,Acute Care,Government - Local,61.0,31.673601,-88.633312,MS,,,,,,0.9827,18.4,90.0,15.0,18.1,1.0858,21.1,149.0,39.0,23.0,,,,,,1.1418,14.6,176.0,37.0,16.7
1564,FORREST GENERAL HOSPITAL (250078),2015,Acute Care,Government - Local,458.0,,,MS,0.9958,14.9,539.0,80.0,14.9,1.1384,20.5,875.0,214.0,23.3,1.1272,22.8,977.0,258.0,25.7,1.0772,4.6,620.0,32.0,4.9,1.0855,17.3,733.0,143.0,18.8
1565,ANDERSON RMC SOUTH (250081),2015,Acute Care,Proprietary,75.0,32.36779,-88.699315,MS,,,,,,0.9835,20.4,,,20.1,1.0694,22.0,64.0,19.0,23.5,,,,,,0.9769,17.2,,,16.8
1566,DELTA REGIONAL MEDICAL CENTER (250082),2015,Acute Care,Government - Local,200.0,33.409907,-91.035243,MS,1.0336,17.3,158.0,30.0,17.9,1.0627,17.2,162.0,34.0,18.3,1.0249,20.9,545.0,118.0,21.4,0.9168,5.6,,,5.1,1.0013,15.2,203.0,31.0,15.2
1567,NATCHEZ REGIONAL MEDICAL CENTER (250084),2015,Acute Care,Proprietary,179.0,,,MS,1.0447,16.4,,,17.1,0.9986,16.5,104.0,17.0,16.4,0.9852,19.5,187.0,35.0,19.2,1.0198,5.2,,,5.3,0.9928,15.0,217.0,32.0,14.9
1568,MARION GENERAL HOSPITAL (250085),2015,Acute Care,Voluntary non-profit - Other,47.0,31.256354,-89.806273,MS,,,,,,0.9776,19.4,93.0,16.0,19.0,1.1019,21.9,105.0,31.0,24.1,,,,,,1.0138,15.8,139.0,23.0,16.0
1569,BOLIVAR MEDICAL CENTER (250093),2015,Acute Care,Proprietary,199.0,33.747471,-90.708128,MS,,,,,,1.0477,18.8,176.0,38.0,19.7,1.2377,21.5,249.0,79.0,26.6,,,,,,1.0839,16.8,155.0,33.0,18.2
1570,WESLEY MEDICAL CENTER (250094),2015,Acute Care,Voluntary non-profit - Private,187.0,31.323058,-89.3669,MS,0.9604,15.9,151.0,21.0,15.3,1.0649,19.1,390.0,84.0,20.4,1.0535,22.4,355.0,87.0,23.6,1.1468,4.8,553.0,33.0,5.5,0.9235,16.7,270.0,37.0,15.4
1571,SOUTH SUNFLOWER COUNTY HOSPITAL (250095),2015,Acute Care,Government - Local,48.0,33.457234,-90.65024,MS,,,,,,0.9228,18.7,,,17.2,1.0698,21.4,105.0,28.0,22.9,,,,,,1.0609,16.1,85.0,18.0,17.1
1572,MERIT HEALTH RANKIN (250096),2015,Acute Care,Proprietary,122.0,32.286214,-90.03596,MS,,,,,,0.9801,18.9,245.0,44.0,18.5,0.9969,22.0,174.0,38.0,21.9,1.2104,4.9,,,5.9,0.9288,15.5,189.0,23.0,14.4
1573,SOUTHWEST MS REGIONAL MEDICAL CENTER (250097),2015,Acute Care,Government - Local,148.0,,,MS,1.0666,14.5,179.0,31.0,15.5,1.0382,18.6,297.0,60.0,19.3,1.0772,21.1,342.0,82.0,22.7,1.3966,6.3,76.0,13.0,8.9,1.1387,16.3,298.0,63.0,18.5
1574,GREENWOOD LEFLORE HOSPITAL (250099),2015,Acute Care,Government - Local,207.0,33.518254,-90.200189,MS,1.044,21.0,126.0,30.0,21.9,0.9802,21.0,269.0,54.0,20.6,1.06,21.9,330.0,80.0,23.2,0.9508,4.6,,,4.4,0.9722,16.8,182.0,28.0,16.3
1575,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC (250100),2015,Acute Care,Voluntary non-profit - Private,272.0,33.526488,-88.429071,MS,0.9519,15.6,145.0,19.0,14.9,1.0267,19.3,238.0,49.0,19.8,0.971,19.9,267.0,50.0,19.3,0.8995,4.4,373.0,13.0,4.0,0.9539,15.4,339.0,47.0,14.7
1576,MISSISSIPPI BAPTIST MEDICAL CENTER (250102),2015,Acute Care,Voluntary non-profit - Private,527.0,32.314278,-90.178228,MS,1.035,15.8,344.0,58.0,16.3,0.9907,20.1,688.0,136.0,19.9,1.013,21.3,835.0,181.0,21.6,0.9494,5.1,1588.0,76.0,4.8,1.1115,16.3,925.0,174.0,18.1
1577,ANDERSON REGIONAL MEDICAL CTR (250104),2015,Acute Care,Voluntary non-profit - Private,261.0,32.370775,-88.699858,MS,0.8588,16.2,302.0,34.0,13.9,1.1091,18.0,624.0,132.0,20.0,1.0151,21.9,599.0,134.0,22.2,0.9554,5.8,231.0,12.0,5.5,0.9228,16.3,730.0,105.0,15.0
1578,HIGHLAND COMMUNITY  HOSPITAL (250117),2015,Acute Care,Government - Hospital District or Authority,54.0,30.552471,-89.665422,MS,0.9474,15.9,,,15.1,0.947,17.4,235.0,35.0,16.5,1.1718,22.0,146.0,47.0,25.7,,,,,,1.0413,16.0,213.0,38.0,16.7
1579,NATCHEZ COMMUNITY HOSPITAL (250122),2015,Acute Care,Proprietary,101.0,,,MS,1.0424,16.9,50.0,11.0,17.6,1.0576,16.7,187.0,37.0,17.7,1.0251,19.7,251.0,52.0,20.2,1.0841,5.3,,,5.8,1.1388,14.8,228.0,46.0,16.8
1580,GARDEN PARK MEDICAL CENTER (250123),2015,Acute Care,Proprietary,129.0,30.44201,-89.092766,MS,,,,,,1.0548,19.5,209.0,47.0,20.6,1.0706,22.2,164.0,43.0,23.8,1.026,4.9,310.0,16.0,5.0,1.1307,17.0,117.0,30.0,19.3
1581,MAGEE GENERAL HOSPITAL (250124),2015,Acute Care,Voluntary non-profit - Private,50.0,31.870585,-89.728389,MS,,,,,,1.0387,16.1,50.0,11.0,16.7,1.0127,20.0,159.0,33.0,20.3,,,,,,0.9701,13.7,328.0,42.0,13.3
1582,NORTH OAK REGIONAL MEDICAL CENTER (250126),2015,Acute Care,Proprietary,41.0,,,MS,,,,,,1.035,20.3,145.0,33.0,21.0,1.0864,23.1,52.0,18.0,25.1,,,,,,1.0064,17.6,105.0,19.0,17.7
1583,TRI LAKES MEDICAL CENTER (250128),2015,Acute Care,Proprietary,98.0,34.306319,-89.916488,MS,,,,,,0.9474,20.4,93.0,14.0,19.4,1.0821,22.2,114.0,32.0,24.0,,,,,,0.9911,16.8,147.0,24.0,16.7
1584,WHITFIELD MEDICAL SURGICAL HOSPITAL (250134),2015,Acute Care,Government - State,32.0,,,MS,,,,,,,,,,,,,,,,,,,,,0.9638,13.6,,,13.1
1585,MERIT HEALTH RIVER OAKS (250138),2015,Acute Care,Proprietary,158.0,32.32614,-90.106447,MS,,,,,,1.0231,17.3,115.0,22.0,17.7,1.1212,21.2,98.0,30.0,23.8,1.255,4.6,539.0,35.0,5.7,0.9066,15.3,120.0,11.0,13.9
1586,BAPTIST MEMORIAL HOSPITAL DESOTO (250141),2015,Acute Care,Voluntary non-profit - Private,336.0,34.968348,-89.995535,MS,1.1711,16.1,558.0,114.0,18.9,0.9694,19.9,612.0,116.0,19.3,1.1004,22.2,917.0,230.0,24.5,1.0496,4.6,230.0,12.0,4.8,1.1737,17.4,662.0,145.0,20.4
1587,HANCOCK MEDICAL CENTER (250162),2015,Acute Care,Government - Local,68.0,30.31304,-89.355657,MS,,,,,,1.0157,20.4,67.0,15.0,20.7,1.0224,23.3,108.0,27.0,23.8,,,,,,1.0065,16.7,164.0,28.0,16.8
1588,MERCY HOSPITAL JOPLIN (260001),2015,Acute Care,Voluntary non-profit - Church,222.0,37.034697,-94.511799,MO,1.0449,15.6,219.0,38.0,16.3,0.8716,20.4,360.0,54.0,17.8,0.9818,22.8,336.0,74.0,22.3,1.2294,6.0,179.0,17.0,7.4,1.0807,18.2,454.0,94.0,19.6
1589,COOPER COUNTY MEMORIAL HOSPITAL (260004),2015,Acute Care,Voluntary non-profit - Other,65.0,38.943533,-92.742075,MO,,,,,,0.9332,17.0,,,15.9,0.9596,19.9,,,19.0,,,,,,0.9395,14.3,,,13.4
1590,SSM ST JOSEPH HEALTH CENTER (260005),2015,Acute Care,Voluntary non-profit - Private,394.0,38.780377,-90.484508,MO,1.034,16.3,215.0,38.0,16.9,1.1447,19.6,267.0,70.0,22.4,1.0464,22.0,384.0,91.0,23.0,1.0111,5.3,,,5.3,1.0277,17.4,343.0,63.0,17.9
1591,HEARTLAND REGIONAL MEDICAL CENTER (260006),2015,Acute Care,Voluntary non-profit - Private,352.0,39.770201,-94.770247,MO,1.0016,16.2,475.0,77.0,16.2,0.971,21.1,1165.0,237.0,20.5,1.0326,22.3,836.0,194.0,23.0,0.7098,5.5,722.0,22.0,3.9,0.9806,17.7,923.0,159.0,17.4
1592,BOTHWELL REGIONAL HEALTH CENTER (260009),2015,Acute Care,Government - Local,127.0,38.699051,-93.222089,MO,0.9216,20.9,,,19.2,1.0096,18.7,596.0,113.0,18.8,1.0353,21.0,331.0,74.0,21.8,0.9939,6.0,252.0,15.0,6.0,0.8677,15.5,469.0,55.0,13.5
1593,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY (260011),2015,Acute Care,Proprietary,167.0,38.560142,-92.220285,MO,1.049,15.7,118.0,22.0,16.5,1.0208,18.9,537.0,105.0,19.3,1.0231,21.1,425.0,93.0,21.6,1.3429,5.1,319.0,27.0,6.8,1.0822,16.2,441.0,82.0,17.5
1594,TWIN RIVERS REGIONAL MEDICAL CENTER (260015),2015,Acute Care,Proprietary,116.0,,,MO,,,,,,1.0485,21.2,150.0,37.0,22.3,0.9345,23.1,111.0,20.0,21.6,1.1095,5.6,,,6.2,1.101,18.6,245.0,56.0,20.4
1595,PHELPS COUNTY REGIONAL MEDICAL CENTER (260017),2015,Acute Care,Government - Local,242.0,37.951442,-91.784993,MO,0.9505,20.5,81.0,13.0,19.5,0.8731,22.0,349.0,57.0,19.2,0.994,24.8,330.0,81.0,24.7,0.8507,6.4,,,5.5,0.8457,18.5,389.0,51.0,15.7
1596,MERCY HOSPITAL ST LOUIS (260020),2015,Acute Care,Voluntary non-profit - Private,902.0,,,MO,0.995,17.6,322.0,56.0,17.5,1.0158,22.0,443.0,100.0,22.3,1.0251,22.9,954.0,225.0,23.4,1.2027,5.0,774.0,50.0,6.0,1.1115,18.4,771.0,164.0,20.4
1597,NORTHEAST REGIONAL MEDICAL CENTER (260022),2015,Acute Care,Proprietary,83.0,40.192523,-92.590849,MO,,,,,,1.0187,19.2,157.0,32.0,19.5,1.021,21.3,128.0,29.0,21.7,0.9852,6.2,,,6.1,0.9111,16.2,145.0,16.0,14.8
1598,MERCY HOSPITAL JEFFERSON (260023),2015,Acute Care,Voluntary non-profit - Private,303.0,38.195962,-90.395423,MO,0.986,17.0,350.0,58.0,16.8,1.1589,20.4,418.0,110.0,23.6,1.105,24.5,657.0,184.0,27.1,1.5019,6.1,178.0,24.0,9.2,1.0388,17.5,555.0,103.0,18.1
1599,TEXAS COUNTY MEMORIAL HOSPITAL (260024),2015,Acute Care,Voluntary non-profit - Other,47.0,37.315756,-91.959559,MO,,,,,,0.9452,18.0,135.0,19.0,17.0,1.1024,21.0,88.0,26.0,23.1,,,,,,0.9444,15.7,218.0,29.0,14.8
1600,HANNIBAL REGIONAL HOSPITAL (260025),2015,Acute Care,Voluntary non-profit - Private,98.0,39.710595,-91.443967,MO,0.9664,16.2,152.0,22.0,15.7,1.0552,19.8,350.0,77.0,20.9,0.9225,22.2,370.0,71.0,20.4,0.7182,5.2,640.0,18.0,3.7,0.9916,17.9,403.0,71.0,17.7
1601,RESEARCH MEDICAL CENTER (260027),2015,Acute Care,Proprietary,430.0,39.007169,-94.558731,MO,0.9871,16.1,143.0,22.0,15.9,1.0582,21.9,193.0,49.0,23.1,0.943,21.6,287.0,55.0,20.3,1.1079,4.4,,,4.9,1.0778,18.5,182.0,41.0,20.0
1602,BARNES JEWISH HOSPITAL (260032),2015,Acute Care,Voluntary non-profit - Other,1334.0,,,MO,1.057,19.1,655.0,135.0,20.1,1.1132,23.4,532.0,147.0,26.0,1.098,24.0,1232.0,331.0,26.4,0.9566,5.3,826.0,41.0,5.1,1.1256,20.6,568.0,139.0,23.1
1603,BATES COUNTY MEMORIAL HOSPITAL (260034),2015,Acute Care,Government - Local,45.0,38.249611,-94.343391,MO,,,,,,1.0069,20.0,72.0,15.0,20.1,0.974,22.8,88.0,18.0,22.2,0.9703,6.9,,,6.7,1.0146,18.7,169.0,33.0,19.0
1604,COX MEDICAL CENTER (260040),2015,Acute Care,Voluntary non-profit - Private,713.0,37.144966,-93.27808,MO,0.9723,16.3,588.0,92.0,15.9,0.9572,20.5,649.0,124.0,19.6,0.8759,21.9,816.0,149.0,19.2,1.021,4.8,795.0,39.0,4.9,0.9258,17.3,1171.0,183.0,16.0
1605,CAPITAL REGION MEDICAL CENTER (260047),2015,Acute Care,Voluntary non-profit - Private,114.0,38.567018,-92.181588,MO,0.9722,15.6,181.0,26.0,15.2,1.0073,19.7,396.0,79.0,19.8,1.0614,22.2,423.0,103.0,23.5,0.9079,5.3,,,4.8,0.9434,16.3,425.0,62.0,15.4
1606,TRUMAN MEDICAL CENTER HOSPITAL HILL (260048),2015,Acute Care,Voluntary non-profit - Private,241.0,39.084815,-94.575799,MO,,,,,,1.0267,22.5,104.0,26.0,23.1,1.0246,24.0,104.0,27.0,24.5,,,,,,1.0012,17.2,,,17.2
1607,ST FRANCIS HOSPITAL & HEALTH SERVICES (260050),2015,Acute Care,Voluntary non-profit - Church,55.0,40.326053,-94.874038,MO,,,,,,0.9403,19.9,,,18.7,0.9196,21.3,,,19.6,1.0476,4.8,,,5.0,0.8368,15.6,,,13.1
1608,MERCY HOSPITAL WASHINGTON (260052),2015,Acute Care,Voluntary non-profit - Private,160.0,38.5522,-91.002023,MO,0.9527,15.9,96.0,12.0,15.1,1.072,21.1,176.0,45.0,22.6,1.0216,21.5,267.0,60.0,22.0,0.7826,4.9,,,3.9,1.1102,16.6,270.0,56.0,18.4
1609,CAMERON REGIONAL MEDICAL CENTER (260057),2015,Acute Care,Voluntary non-profit - Private,54.0,39.731504,-94.218308,MO,,,,,,1.0321,19.8,165.0,36.0,20.4,1.0283,23.2,127.0,32.0,23.9,0.9694,5.2,,,5.1,0.9765,17.6,241.0,40.0,17.2
1610,MERCY HOSPITAL LEBANON (260059),2015,Acute Care,Voluntary non-profit - Church,49.0,37.681437,-92.635875,MO,,,,,,0.945,18.1,193.0,29.0,17.1,1.0057,21.3,134.0,29.0,21.4,0.9403,5.2,,,4.9,1.0961,16.4,170.0,36.0,18.0
1611,NEVADA REGIONAL MEDICAL CENTER (260061),2015,Acute Care,Government - Local,70.0,37.830534,-94.359703,MO,,,,,,1.0258,19.4,61.0,14.0,19.9,1.0395,22.3,85.0,22.0,23.2,,,,,,0.9276,15.8,,,14.6
1612,SAINT LUKES NORTHLAND HOSPITAL (260062),2015,Acute Care,Voluntary non-profit - Private,133.0,39.246883,-94.647898,MO,0.9362,15.2,,,14.3,0.9794,17.8,192.0,32.0,17.4,0.9491,21.2,249.0,47.0,20.1,1.0748,4.7,,,5.0,1.0821,15.6,186.0,36.0,16.9
1613,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN (260064),2015,Acute Care,Voluntary non-profit - Private,56.0,39.172921,-91.877238,MO,0.9999,17.0,,,17.0,0.9546,19.7,199.0,34.0,18.8,0.7935,22.4,304.0,41.0,17.8,0.9457,5.9,,,5.6,0.966,17.6,312.0,51.0,17.0
1614,MERCY HOSPITAL SPRINGFIELD (260065),2015,Acute Care,Voluntary non-profit - Church,690.0,37.177969,-93.275276,MO,1.031,14.8,619.0,96.0,15.3,0.9288,19.8,709.0,125.0,18.4,0.8683,21.5,1020.0,182.0,18.6,1.0308,5.2,1173.0,63.0,5.3,0.9613,16.5,822.0,128.0,15.9
1615,BOONE HOSPITAL CENTER (260068),2015,Acute Care,Voluntary non-profit - Other,328.0,38.950669,-92.317039,MO,0.9926,16.0,620.0,98.0,15.9,1.0036,20.0,471.0,95.0,20.1,0.87,21.8,989.0,180.0,19.0,0.9894,5.3,1601.0,84.0,5.3,0.9783,16.4,655.0,104.0,16.1
1616,PEMISCOT COUNTY MEMORIAL HOSPITAL (260070),2015,Acute Care,Government - Hospital District or Authority,198.0,36.236855,-89.739975,MO,,,,,,1.1684,18.8,262.0,69.0,22.0,1.11,22.5,127.0,38.0,25.0,,,,,,1.0437,16.3,,,17.0
1617,MOBERLY REGIONAL MEDICAL CENTER (260074),2015,Acute Care,Proprietary,75.0,39.423879,-92.414216,MO,1.0034,18.9,73.0,14.0,18.9,0.9788,20.1,186.0,35.0,19.7,0.9783,22.3,157.0,33.0,21.8,1.226,6.3,95.0,11.0,7.7,0.9349,17.4,166.0,23.0,16.3
1618,ST ANTHONY'S MEDICAL CENTER (260077),2015,Acute Care,Voluntary non-profit - Private,746.0,38.509739,-90.37775,MO,1.0752,15.9,440.0,79.0,17.1,1.1456,21.0,752.0,191.0,24.0,1.1191,22.6,1179.0,305.0,25.3,0.8808,5.1,860.0,36.0,4.4,1.2053,17.9,1107.0,250.0,21.5
1619,OZARKS MEDICAL CENTER (260078),2015,Acute Care,Voluntary non-profit - Other,104.0,36.737992,-91.875552,MO,0.9412,16.8,172.0,24.0,15.8,0.8709,20.8,287.0,42.0,18.1,0.9061,22.2,252.0,45.0,20.1,1.1776,6.0,,,7.1,1.017,16.9,366.0,64.0,17.2
1620,SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY (260080),2015,Acute Care,Voluntary non-profit - Private,22.0,,,MO,,,,,,0.993,20.5,,,20.3,1.0369,23.0,,,23.8,,,,,,0.9761,18.1,99.0,16.0,17.6
1621,SSM ST CLARE HEALTH CENTER (260081),2015,Acute Care,Voluntary non-profit - Private,180.0,38.529043,-90.473625,MO,0.9926,17.0,269.0,45.0,16.9,0.9478,20.9,272.0,50.0,19.8,0.943,22.0,483.0,97.0,20.8,0.947,5.1,308.0,14.0,4.9,1.0509,16.9,333.0,62.0,17.7
1622,ST JOSEPH MEDICAL CENTER (260085),2015,Acute Care,Voluntary non-profit - Private,183.0,38.934471,-94.605342,MO,1.031,16.0,305.0,52.0,16.5,0.9963,19.8,406.0,80.0,19.8,0.9167,21.4,526.0,98.0,19.6,1.2068,5.4,272.0,21.0,6.5,0.945,16.7,662.0,101.0,15.8
1623,SSM ST MARYS HEALTH CENTER (260091),2015,Acute Care,Voluntary non-profit - Private,609.0,38.633943,-90.310138,MO,0.9989,16.3,185.0,30.0,16.2,0.9779,20.6,252.0,49.0,20.1,1.1352,22.0,579.0,152.0,24.9,1.0043,5.0,219.0,11.0,5.0,1.0919,17.0,300.0,61.0,18.5
1624,COX MEDICAL CENTER BRANSON (260094),2015,Acute Care,Voluntary non-profit - Private,139.0,36.650541,-93.220376,MO,0.9742,15.2,192.0,27.0,14.8,0.9346,22.7,340.0,67.0,21.2,1.0307,23.5,389.0,96.0,24.2,0.7408,5.9,,,4.4,0.9322,20.1,264.0,45.0,18.7
1625,CENTERPOINT MEDICAL CENTER (260095),2015,Acute Care,Voluntary non-profit - Private,246.0,39.047771,-94.349313,MO,1.1009,15.3,255.0,48.0,16.8,1.0794,19.2,397.0,88.0,20.8,0.8561,21.6,474.0,79.0,18.5,1.016,5.2,355.0,19.0,5.3,1.0979,16.6,397.0,78.0,18.2
1626,NORTH KANSAS CITY HOSPITAL (260096),2015,Acute Care,Government - Local,417.0,39.15081,-94.551852,MO,1.0334,15.3,355.0,58.0,15.9,0.9665,18.4,628.0,109.0,17.7,0.989,21.7,1008.0,216.0,21.5,0.8992,5.1,1010.0,44.0,4.5,0.9824,16.8,843.0,138.0,16.5
1627,WESTERN MISSOURI MEDICAL CENTER (260097),2015,Acute Care,Government - Hospital District or Authority,64.0,38.766474,-93.723701,MO,,,,,,0.9359,19.9,155.0,24.0,18.6,1.0286,20.4,126.0,28.0,21.0,1.5189,5.3,141.0,19.0,8.1,0.9272,15.3,193.0,23.0,14.2
1628,TRUMAN MEDICAL CENTER LAKEWOOD (260102),2015,Acute Care,Voluntary non-profit - Private,305.0,38.973583,-94.390407,MO,,,,,,0.9424,19.3,,,18.2,1.0041,22.9,,,23.0,0.9134,4.6,,,4.2,1.0155,18.1,,,18.4
1629,SSM DEPAUL HEALTH CENTER (260104),2015,Acute Care,Voluntary non-profit - Private,490.0,38.748965,-90.432379,MO,1.0527,17.4,219.0,43.0,18.4,0.9357,19.6,358.0,61.0,18.4,1.1391,22.6,644.0,174.0,25.8,0.8974,4.7,1151.0,47.0,4.2,1.0038,17.1,261.0,45.0,17.2
1630,ST LOUIS UNIVERSITY HOSPITAL (260105),2015,Acute Care,Proprietary,316.0,38.622459,-90.239052,MO,1.0453,19.5,76.0,18.0,20.4,1.0681,24.0,222.0,62.0,25.6,0.9887,24.3,194.0,46.0,24.1,1.0812,6.0,,,6.5,1.0305,19.2,152.0,32.0,19.8
1631,MISSOURI BAPTIST MEDICAL CENTER (260108),2015,Acute Care,Voluntary non-profit - Private,433.0,38.635532,-90.443636,MO,1.0423,17.7,725.0,136.0,18.4,0.9596,20.7,599.0,116.0,19.9,1.0164,22.5,1310.0,300.0,22.8,0.9772,5.0,1239.0,60.0,4.9,0.9773,17.6,1049.0,179.0,17.2
1632,SOUTHEAST MISSOURI HOSPITAL (260110),2015,Acute Care,Voluntary non-profit - Private,224.0,37.311273,-89.540936,MO,1.0188,15.3,256.0,41.0,15.6,0.9983,19.7,418.0,82.0,19.6,1.0156,22.0,435.0,98.0,22.3,0.9684,5.1,236.0,11.0,4.9,1.0979,17.8,509.0,105.0,19.5
1633,MISSOURI DELTA MEDICAL CENTER (260113),2015,Acute Care,Voluntary non-profit - Other,147.0,36.889048,-89.584346,MO,0.9842,23.1,,,22.7,0.9972,21.0,283.0,59.0,20.9,1.0864,23.7,299.0,82.0,25.7,1.0497,6.0,,,6.2,1.0436,17.8,380.0,73.0,18.5
1634,MINERAL AREA REGIONAL MEDICAL CENTER (260116),2015,Acute Care,Proprietary,96.0,,,MO,,,,,,1.0286,20.3,215.0,47.0,20.9,1.0665,23.5,120.0,34.0,25.1,1.2045,6.1,,,7.4,0.9815,18.3,190.0,33.0,18.0
1635,POPLAR BLUFF REGIONAL MEDICAL CENTER (260119),2015,Acute Care,Proprietary,287.0,36.788987,-90.443287,MO,1.0962,16.3,168.0,35.0,17.9,1.108,20.7,577.0,140.0,22.9,1.1127,22.8,547.0,145.0,25.3,1.0523,6.3,,,6.7,0.9373,17.9,481.0,77.0,16.8
1636,FREEMAN HEALTH SYSTEM - FREEMAN WEST (260137),2015,Acute Care,Voluntary non-profit - Other,393.0,37.054408,-94.526884,MO,0.8912,15.7,537.0,69.0,14.0,0.9423,22.3,549.0,111.0,21.0,0.8986,23.1,450.0,87.0,20.7,0.7248,5.3,689.0,21.0,3.9,0.9034,18.7,628.0,100.0,16.9
1637,ST LUKES HOSPITAL OF KANSAS CITY (260138),2015,Acute Care,Government - Hospital District or Authority,470.0,39.046134,-94.59015,MO,1.0635,16.6,434.0,80.0,17.7,1.1214,20.7,285.0,75.0,23.3,0.9683,23.2,846.0,188.0,22.4,1.0058,6.0,,,6.0,1.1011,17.7,448.0,93.0,19.4
1638,UNIVERSITY OF MISSOURI HEALTH CARE (260141),2015,Acute Care,Government - State,529.0,,,MO,0.9976,16.7,217.0,36.0,16.6,1.0429,21.2,225.0,53.0,22.1,0.9512,23.1,268.0,56.0,22.0,0.9496,5.7,537.0,28.0,5.4,0.9012,18.2,252.0,35.0,16.4
1639,FITZGIBBON HOSPITAL (260142),2015,Acute Care,Voluntary non-profit - Private,51.0,,,MO,,,,,,1.0775,19.4,132.0,33.0,20.9,1.0897,21.5,141.0,38.0,23.4,0.9869,5.0,,,4.9,0.9924,15.4,219.0,33.0,15.3
1640,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY (260160),2015,Acute Care,Proprietary,47.0,36.807432,-89.969973,MO,,,,,,1.0369,20.6,165.0,38.0,21.4,0.9826,22.0,167.0,35.0,21.6,,,,,,1.0175,17.4,226.0,41.0,17.7
1641,BARNES-JEWISH WEST COUNTY HOSPITAL (260162),2015,Acute Care,Voluntary non-profit - Private,75.0,38.676997,-90.466227,MO,,,,,,0.9962,18.2,,,18.2,0.9038,21.7,101.0,14.0,19.6,0.7353,4.8,688.0,19.0,3.5,0.9932,17.4,95.0,16.0,17.3
1642,PARKLAND HEALTH CENTER (260163),2015,Acute Care,Voluntary non-profit - Private,105.0,37.780624,-90.438195,MO,0.895,20.5,,,18.3,0.9851,21.6,367.0,77.0,21.3,0.9946,25.4,274.0,69.0,25.3,0.8959,7.0,,,6.3,0.9829,18.1,327.0,57.0,17.8
1643,GOLDEN VALLEY MEMORIAL HOSPITAL (260175),2015,Acute Care,Government - Hospital District or Authority,49.0,38.391389,-93.770506,MO,,,,,,0.9981,18.4,170.0,31.0,18.3,1.0452,21.0,221.0,51.0,21.9,1.1238,5.5,,,6.2,0.9946,16.0,241.0,38.0,15.9
1644,DES PERES HOSPITAL (260176),2015,Acute Care,Proprietary,109.0,38.581081,-90.450408,MO,1.0397,17.5,148.0,29.0,18.2,0.9653,21.5,172.0,33.0,20.7,0.9224,22.6,200.0,37.0,20.8,1.1929,5.0,552.0,36.0,6.0,1.1706,17.2,300.0,70.0,20.1
1645,LIBERTY HOSPITAL (260177),2015,Acute Care,Government - Hospital District or Authority,215.0,39.276757,-94.424343,MO,1.012,16.2,228.0,38.0,16.4,1.0657,19.7,639.0,139.0,21.0,0.9826,22.4,523.0,114.0,22.0,1.3301,4.9,492.0,37.0,6.5,0.9707,16.2,598.0,92.0,15.7
1646,ST LUKES HOSPITAL (260179),2015,Acute Care,Voluntary non-profit - Private,538.0,38.653066,-90.50592,MO,0.9694,17.3,452.0,74.0,16.7,0.9543,20.9,374.0,71.0,19.9,0.886,22.0,945.0,177.0,19.5,1.093,5.2,891.0,52.0,5.7,0.9617,17.4,982.0,162.0,16.7
1647,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST (260180),2015,Acute Care,Voluntary non-profit - Private,385.0,38.775759,-90.239054,MO,1.077,19.4,344.0,76.0,20.9,1.0638,22.5,503.0,125.0,23.9,0.9805,24.8,814.0,197.0,24.3,1.0466,5.6,,,5.9,1.1398,19.5,368.0,90.0,22.2
1648,SAINT FRANCIS MEDICAL CENTER (260183),2015,Acute Care,Voluntary non-profit - Church,290.0,,,MO,1.0012,16.3,257.0,42.0,16.3,1.048,20.2,503.0,110.0,21.2,0.9229,22.6,622.0,125.0,20.8,0.8375,4.9,684.0,25.0,4.1,0.9906,16.8,754.0,125.0,16.7
