,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
1949,OLEAN GENERAL HOSPITAL (330103),2014,Acute Care,Proprietary,260.0,42.089448,-78.426977,NY,1.0039,23.4,93.0,22.0,23.4,1.0599,23.0,302.0,77.0,24.4,1.0141,18.5,283.0,54.0,18.8
1950,NYACK HOSPITAL (330104),2014,Acute Care,Voluntary non-profit - Other,249.0,41.095251,-73.925253,NY,1.0891,21.3,85.0,24.0,23.2,1.094,23.5,512.0,137.0,25.8,1.1193,17.8,530.0,112.0,19.9
1951,NORTH SHORE UNIVERSITY HOSPITAL (330106),2014,Acute Care,Voluntary non-profit - Private,984.0,40.779269,-73.703029,NY,1.2514,18.0,835.0,199.0,22.5,1.1066,22.2,1557.0,389.0,24.6,1.0266,16.9,1162.0,203.0,17.3
1952,PECONIC BAY MEDICAL CENTER (330107),2014,Acute Care,Voluntary non-profit - Private,181.0,40.933577,-72.674317,NY,1.046,21.4,66.0,17.0,22.4,0.8671,23.8,391.0,73.0,20.7,1.1031,18.8,242.0,56.0,20.8
1953,"ST JOSEPH'S HOSPITAL, INC (330108)",2014,Acute Care,Voluntary non-profit - Private,193.0,,,NY,1.0139,22.1,46.0,11.0,22.4,0.9623,23.1,140.0,29.0,22.2,1.0483,18.8,382.0,78.0,19.7
1954,BERTRAND CHAFFEE HOSPITAL (330111),2014,Acute Care,Voluntary non-profit - Private,103.0,42.508484,-78.659235,NY,,,,,,0.9587,24.4,70.0,14.0,23.4,1.1749,16.8,121.0,33.0,19.7
1955,ONEIDA HEALTHCARE CENTER (330115),2014,Acute Care,Voluntary non-profit - Other,261.0,43.078755,-75.654264,NY,,,,,,1.0619,21.2,101.0,26.0,22.5,1.019,16.7,147.0,26.0,17.0
1956,LENOX HILL HOSPITAL (330119),2014,Acute Care,Voluntary non-profit - Private,457.0,40.773964,-73.960611,NY,0.9536,18.4,406.0,69.0,17.5,1.0748,22.9,667.0,168.0,24.6,1.171,17.4,543.0,120.0,20.4
1957,ROCHESTER GENERAL HOSPITAL (330125),2014,Acute Care,Voluntary non-profit - Private,517.0,43.192542,-77.584424,NY,1.0461,18.1,479.0,93.0,19.0,1.0572,22.6,800.0,194.0,23.9,1.0587,17.2,295.0,57.0,18.2
1958,ORANGE REGIONAL MEDICAL CENTER (330126),2014,Acute Care,Voluntary non-profit - Private,382.0,41.439962,-74.369415,NY,1.1461,19.7,315.0,78.0,22.6,1.1555,24.6,823.0,242.0,28.4,1.2766,19.6,833.0,223.0,25.0
1959,JACOBI MEDICAL CENTER (330127),2014,Acute Care,Government - Local,477.0,40.857455,-73.84721,NY,1.1335,17.5,46.0,15.0,19.8,1.1491,22.7,173.0,53.0,26.1,1.1293,16.2,83.0,22.0,18.3
1960,ELMHURST HOSPITAL CENTER (330128),2014,Acute Care,Government - Local,528.0,40.74434,-73.88598,NY,1.0985,16.9,116.0,26.0,18.6,1.076,21.0,212.0,52.0,22.6,1.0816,15.1,225.0,41.0,16.3
1961,TLC HEALTH NETWORK (330132),2014,Acute Care,Voluntary non-profit - Private,178.0,,,NY,,,,,,0.9674,21.6,90.0,17.0,20.9,0.9853,18.9,101.0,18.0,18.7
1962,BON SECOURS COMMUNITY HOSPITAL (330135),2014,Acute Care,Voluntary non-profit - Church,181.0,41.367766,-74.682593,NY,1.0462,22.2,42.0,12.0,23.2,0.9351,23.2,206.0,41.0,21.7,0.9661,19.0,147.0,25.0,18.3
1963,MARY IMOGENE BASSETT HOSPITAL (330136),2014,Acute Care,Voluntary non-profit - Private,180.0,,,NY,0.9876,17.5,247.0,42.0,17.2,0.9474,22.5,394.0,81.0,21.3,0.9034,17.9,301.0,43.0,16.2
1964,ST JOSEPH'S HOSPITAL HEALTH CENTER (330140),2014,Acute Care,Voluntary non-profit - Private,437.0,43.055589,-76.149176,NY,1.094,17.6,996.0,196.0,19.3,1.0928,23.3,1198.0,310.0,25.5,1.1077,18.4,1339.0,279.0,20.4
1965,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER (330141),2014,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,1.0741,24.6,220.0,62.0,26.5,1.25,25.2,665.0,223.0,31.5,1.1751,20.1,733.0,183.0,23.6
1966,"IRA DAVENPORT MEMORIAL HOSPITAL, INC (330144)",2014,Acute Care,Voluntary non-profit - Other,139.0,42.37297,-77.278553,NY,,,,,,0.9974,22.7,67.0,15.0,22.6,1.0613,16.3,102.0,21.0,17.3
1967,ST JAMES MERCY HOSPITAL (330151),2014,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,1.0304,22.4,41.0,11.0,23.1,0.8877,22.3,73.0,,19.8,1.0583,17.4,178.0,36.0,18.4
1968,ELLIS HOSPITAL (330153),2014,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,0.9252,17.8,549.0,87.0,16.5,0.9656,21.3,884.0,180.0,20.6,0.9952,16.8,521.0,87.0,16.8
1969,SAMARITAN MEDICAL CENTER (330157),2014,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,0.937,21.3,51.0,,19.9,0.9262,23.4,366.0,75.0,21.6,0.9435,18.3,286.0,46.0,17.2
1970,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2014,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,1.1258,17.9,518.0,110.0,20.1,1.0411,23.6,545.0,136.0,24.5,1.0457,18.1,340.0,67.0,19.0
1971,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2014,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,0.9656,19.2,446.0,81.0,18.5,0.9368,22.9,661.0,138.0,21.4,1.0321,18.6,475.0,93.0,19.2
1972,NORTHERN WESTCHESTER HOSPITAL (330162),2014,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,1.0882,19.6,51.0,15.0,21.4,1.0703,20.5,398.0,91.0,21.9,1.1874,16.1,383.0,83.0,19.1
1973,EASTERN NIAGARA HOSPITAL (330163),2014,Acute Care,Voluntary non-profit - Private,132.0,43.17638,-78.671075,NY,1.1809,21.5,109.0,36.0,25.4,1.0881,21.8,246.0,63.0,23.7,1.1231,16.7,301.0,63.0,18.8
1974,HIGHLAND HOSPITAL (330164),2014,Acute Care,Voluntary non-profit - Private,243.0,43.135955,-77.607556,NY,1.002,20.1,59.0,12.0,20.2,0.8992,22.4,311.0,57.0,20.2,1.0266,16.9,279.0,50.0,17.4
1975,WINTHROP-UNIVERSITY HOSPITAL (330167),2014,Acute Care,Voluntary non-profit - Private,510.0,40.741648,-73.643532,NY,1.0747,17.9,524.0,104.0,19.2,0.9579,21.9,1161.0,241.0,21.0,0.9992,17.2,758.0,130.0,17.2
1976,BETH ISRAEL MEDICAL CENTER (330169),2014,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,1.1164,19.8,488.0,113.0,22.0,1.1406,22.8,1339.0,355.0,26.0,1.2141,16.8,1086.0,233.0,20.4
1977,"CORTLAND REGIONAL MEDICAL CENTER, INC (330175)",2014,Acute Care,Voluntary non-profit - Private,195.0,42.608997,-76.186117,NY,,,,,,1.1146,24.5,252.0,75.0,27.3,1.0148,18.8,405.0,78.0,19.1
1978,SAMARITAN HOSPITAL (330180),2014,Acute Care,Voluntary non-profit - Private,248.0,42.733395,-73.671434,NY,1.0385,21.9,62.0,16.0,22.8,1.0477,22.9,202.0,51.0,24.0,1.0183,17.7,255.0,47.0,18.0
1979,GLEN COVE HOSPITAL (330181),2014,Acute Care,Voluntary non-profit - Private,152.0,,,NY,1.0589,24.1,106.0,30.0,25.5,1.1038,23.3,472.0,127.0,25.7,0.9756,17.8,324.0,55.0,17.4
1980,"ST FRANCIS HOSPITAL, ROSLYN (330182)",2014,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,0.967,18.9,1068.0,194.0,18.3,0.975,23.1,1686.0,379.0,22.6,0.7939,18.7,465.0,56.0,14.8
1981,MONTEFIORE NEW ROCHELLE HOSPITAL (330184),2014,Acute Care,Voluntary non-profit - Private,320.0,40.912968,-73.786997,NY,0.9931,23.4,105.0,24.0,23.2,1.158,22.8,400.0,114.0,26.4,1.1097,17.1,232.0,50.0,19.0
1982,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON (330185),2014,Acute Care,Voluntary non-profit - Private,248.0,40.938249,-73.052951,NY,0.9635,23.6,197.0,43.0,22.8,0.9992,24.2,704.0,170.0,24.2,0.9571,18.5,499.0,86.0,17.7
1983,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER (330188),2014,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,0.8184,22.4,91.0,,18.3,0.9339,24.4,276.0,59.0,22.8,0.9472,17.6,186.0,28.0,16.7
1984,GLENS FALLS HOSPITAL (330191),2014,Acute Care,Voluntary non-profit - Private,392.0,43.308335,-73.644551,NY,1.0047,20.1,246.0,50.0,20.2,1.0734,23.6,576.0,150.0,25.3,0.8999,18.7,458.0,71.0,16.8
1985,FLUSHING HOSPITAL MEDICAL CENTER (330193),2014,Acute Care,Voluntary non-profit - Private,288.0,40.755636,-73.815645,NY,1.0908,24.4,107.0,33.0,26.6,1.1557,24.3,305.0,94.0,28.0,1.1356,18.6,306.0,72.0,21.1
1986,MAIMONIDES MEDICAL CENTER (330194),2014,Acute Care,Voluntary non-profit - Private,711.0,40.63908,-73.998668,NY,1.0609,21.1,822.0,187.0,22.4,1.067,23.8,1724.0,441.0,25.4,0.9757,18.9,817.0,149.0,18.4
1987,LONG ISLAND JEWISH MEDICAL CENTER (330195),2014,Acute Care,Voluntary non-profit - Private,1233.0,,,NY,1.0209,17.6,328.0,60.0,18.0,1.0319,22.0,928.0,212.0,22.7,1.0491,16.6,387.0,70.0,17.4
1988,CONEY ISLAND HOSPITAL (330196),2014,Acute Care,Government - Local,354.0,40.58494,-73.966285,NY,1.139,22.5,107.0,34.0,25.6,1.2405,23.9,616.0,195.0,29.6,1.1433,18.4,239.0,58.0,21.0
1989,CANTON-POTSDAM HOSPITAL (330197),2014,Acute Care,Voluntary non-profit - Private,94.0,44.676085,-74.981451,NY,,,,,,1.0317,23.0,178.0,44.0,23.7,0.9646,17.2,241.0,38.0,16.6
1990,SOUTH NASSAU COMMUNITIES HOSPITAL (330198),2014,Acute Care,Voluntary non-profit - Private,385.0,,,NY,1.0961,19.0,339.0,75.0,20.8,1.1177,22.6,892.0,232.0,25.3,1.1176,17.7,483.0,102.0,19.8
1991,METROPOLITAN HOSPITAL CENTER (330199),2014,Acute Care,Government - Local,342.0,40.78472,-73.943636,NY,,,,,,1.1111,24.7,47.0,19.0,27.4,1.0409,14.4,32.0,,15.0
1992,KINGSBROOK JEWISH MEDICAL CENTER (330201),2014,Acute Care,Voluntary non-profit - Private,970.0,40.658929,-73.934072,NY,1.0484,21.9,29.0,,22.9,1.126,25.9,240.0,77.0,29.2,1.1049,21.2,230.0,60.0,23.4
1993,KINGS COUNTY HOSPITAL CENTER (330202),2014,Acute Care,Government - Local,633.0,40.655773,-73.944039,NY,,,,,,1.07,20.4,157.0,38.0,21.9,1.0798,16.4,83.0,19.0,17.7
1994,CROUSE HOSPITAL (330203),2014,Acute Care,Voluntary non-profit - Private,498.0,43.041666,-76.137853,NY,0.9842,18.1,189.0,33.0,17.9,1.11,22.2,700.0,178.0,24.6,1.0874,17.5,490.0,98.0,19.0
1995,BELLEVUE HOSPITAL CENTER (330204),2014,Acute Care,Government - Local,904.0,40.740079,-73.97625,NY,1.1068,18.4,148.0,35.0,20.3,1.1036,21.5,179.0,48.0,23.8,1.0311,15.0,93.0,16.0,15.4
1996,ST ANTHONY COMMUNITY HOSPITAL (330205),2014,Acute Care,Voluntary non-profit - Church,64.0,41.261094,-74.356945,NY,0.999,19.6,41.0,,19.6,1.0317,24.1,186.0,48.0,24.9,1.0405,19.9,172.0,38.0,20.7
1997,ST JOHN'S RIVERSIDE HOSPITAL (330208),2014,Acute Care,Voluntary non-profit - Private,346.0,40.96784,-73.885107,NY,1.079,22.6,58.0,18.0,24.4,1.1306,23.5,611.0,169.0,26.5,1.1516,17.2,398.0,87.0,19.8
1998,CLAXTON-HEPBURN MEDICAL CENTER (330211),2014,Acute Care,Voluntary non-profit - Private,110.0,44.692091,-75.499934,NY,1.0244,22.0,48.0,12.0,22.5,1.0061,22.9,107.0,25.0,23.1,1.0152,17.6,180.0,33.0,17.9
1999,LEWIS COUNTY GENERAL HOSPITAL (330213),2014,Acute Care,Government - Local,214.0,,,NY,,,,,,0.9131,21.3,66.0,,19.5,0.9325,17.1,112.0,14.0,15.9
2000,NYU HOSPITALS CENTER (330214),2014,Acute Care,Voluntary non-profit - Private,1085.0,40.74226,-73.974661,NY,1.0214,19.2,341.0,68.0,19.6,0.9121,23.8,1070.0,227.0,21.7,0.8905,18.4,596.0,91.0,16.4
2001,"ROME MEMORIAL HOSPITAL, INC (330215)",2014,Acute Care,Voluntary non-profit - Private,176.0,43.228954,-75.444248,NY,1.062,20.8,41.0,12.0,22.1,1.0027,22.1,306.0,68.0,22.2,1.1065,17.8,214.0,48.0,19.7
2002,OSWEGO HOSPITAL (330218),2014,Acute Care,Voluntary non-profit - Private,164.0,43.454141,-76.516001,NY,1.0631,21.7,95.0,25.0,23.1,1.1394,22.3,227.0,65.0,25.4,1.0894,17.2,338.0,68.0,18.7
2003,ERIE COUNTY MEDICAL CENTER (330219),2014,Acute Care,Voluntary non-profit - Private,931.0,42.927236,-78.829151,NY,0.9914,16.7,105.0,17.0,16.6,1.0299,23.2,173.0,43.0,23.9,0.9952,20.2,76.0,15.0,20.1
2004,WYCKOFF HEIGHTS MEDICAL CENTER (330221),2014,Acute Care,Voluntary non-profit - Private,260.0,40.704699,-73.917648,NY,1.0932,22.1,85.0,25.0,24.1,1.18,23.4,252.0,79.0,27.6,1.1898,17.9,202.0,53.0,21.2
2005,SARATOGA HOSPITAL (330222),2014,Acute Care,Voluntary non-profit - Private,189.0,43.084794,-73.796223,NY,0.9952,22.0,97.0,21.0,21.9,1.1213,24.6,403.0,118.0,27.6,0.9008,17.7,375.0,54.0,16.0
2006,MASSENA MEMORIAL HOSPITAL (330223),2014,Acute Care,Government - Local,42.0,44.936344,-74.907828,NY,,,,,,0.9694,22.2,212.0,44.0,21.6,1.1218,17.2,179.0,41.0,19.3
2007,HEALTH ALLIANCE HOSPITAL MARY'S AVENUE CAMPUS (330224),2014,Acute Care,Voluntary non-profit - Church,120.0,41.922453,-73.999335,NY,,,,,,1.0775,21.7,158.0,41.0,23.4,1.0169,16.6,113.0,20.0,16.9
2008,UNITY HOSPITAL OF ROCHESTER (330226),2014,Acute Care,Voluntary non-profit - Private,470.0,43.191544,-77.701464,NY,1.0897,18.4,119.0,28.0,20.1,0.989,22.4,341.0,75.0,22.2,1.0261,18.6,217.0,43.0,19.1
2009,BROOKS MEMORIAL HOSPITAL (330229),2014,Acute Care,Voluntary non-profit - Private,65.0,42.480106,-79.333617,NY,,,,,,1.0653,22.3,82.0,23.0,23.8,0.8919,17.4,112.0,11.0,15.5
2010,QUEENS HOSPITAL CENTER (330231),2014,Acute Care,Government - Local,262.0,40.71698,-73.803431,NY,,,,,,1.1992,20.9,131.0,43.0,25.1,1.1257,17.1,79.0,22.0,19.3
2011,ST MARY'S HOSPITAL ( TROY ) (330232),2014,Acute Care,Voluntary non-profit - Private,130.0,42.743977,-73.676415,NY,0.9791,22.6,50.0,,22.1,1.0081,23.0,244.0,57.0,23.2,1.0452,17.0,161.0,31.0,17.7
2012,BROOKDALE HOSPITAL MEDICAL CENTER (330233),2014,Acute Care,Voluntary non-profit - Private,863.0,40.6545,-73.91275,NY,0.933,21.3,103.0,17.0,19.8,1.0539,24.7,322.0,87.0,26.1,1.0574,20.1,102.0,25.0,21.2
2013,WESTCHESTER MEDICAL CENTER (330234),2014,Acute Care,Government - Hospital District or Authority,830.0,41.08768,-73.803897,NY,1.1496,17.0,529.0,110.0,19.5,1.0084,22.3,353.0,80.0,22.5,1.0025,17.7,112.0,20.0,17.7
2014,AUBURN COMMUNITY HOSPITAL (330235),2014,Acute Care,Voluntary non-profit - Private,179.0,42.940761,-76.564607,NY,1.0366,22.9,140.0,35.0,23.7,0.9345,21.8,450.0,88.0,20.4,0.9794,16.7,404.0,65.0,16.4
2015,NEW YORK METHODIST HOSPITAL (330236),2014,Acute Care,Voluntary non-profit - Private,586.0,40.668263,-73.979141,NY,1.1623,19.9,240.0,63.0,23.1,1.2125,24.0,910.0,276.0,29.1,1.2635,18.1,507.0,130.0,22.9
2016,NICHOLAS H NOYES MEMORIAL HOSPITAL (330238),2014,Acute Care,Voluntary non-profit - Private,68.0,42.55213,-77.700356,NY,,,,,,1.0355,23.3,141.0,36.0,24.1,1.0041,16.7,142.0,24.0,16.7
2017,WOMAN'S CHRISTIAN ASSOCIATION (330239),2014,Acute Care,Voluntary non-profit - Private,217.0,42.091237,-79.23295,NY,1.0161,20.9,114.0,25.0,21.2,0.9997,22.6,368.0,83.0,22.6,0.9701,16.2,271.0,41.0,15.7
2018,HARLEM HOSPITAL CENTER (330240),2014,Acute Care,Government - Local,280.0,40.814482,-73.940495,NY,,,,,,1.1216,21.6,77.0,25.0,24.2,1.1113,16.4,55.0,16.0,18.3
2019,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER (330241),2014,Acute Care,Government - State,734.0,43.042677,-76.139323,NY,0.8992,18.3,206.0,29.0,16.5,1.064,23.1,388.0,99.0,24.6,1.1104,17.7,321.0,69.0,19.6
2020,ST ELIZABETH MEDICAL CENTER (330245),2014,Acute Care,Voluntary non-profit - Private,201.0,43.083646,-75.267158,NY,1.0742,17.5,259.0,52.0,18.8,1.0517,23.2,870.0,215.0,24.4,1.0616,19.4,513.0,109.0,20.6
2021,ST CHARLES HOSPITAL (330246),2014,Acute Care,Voluntary non-profit - Church,239.0,40.947392,-73.059832,NY,,,,,,1.1335,24.1,149.0,48.0,27.4,1.0262,17.4,160.0,30.0,17.8
2022,"COMMUNITY MEMORIAL HOSPITAL, INC (330249)",2014,Acute Care,Voluntary non-profit - Private,76.0,,,NY,,,,,,0.9696,22.0,83.0,16.0,21.3,0.9741,16.5,140.0,21.0,16.0
2023,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR (330250),2014,Acute Care,Voluntary non-profit - Private,375.0,44.700122,-73.466647,NY,1.1403,19.2,404.0,95.0,21.9,1.033,23.1,583.0,141.0,23.9,0.999,17.6,587.0,103.0,17.6
2024,MERCY MEDICAL CENTER (330259),2014,Acute Care,Voluntary non-profit - Private,375.0,40.688191,-73.633236,NY,1.1137,22.8,65.0,22.0,25.4,1.1569,23.7,272.0,83.0,27.4,0.9755,18.4,236.0,41.0,18.0
2025,PHELPS MEMORIAL HOSPITAL ASSN (330261),2014,Acute Care,Voluntary non-profit - Other,205.0,41.107555,-73.859639,NY,1.0367,19.8,79.0,18.0,20.6,0.9452,21.9,358.0,71.0,20.7,0.8652,17.6,250.0,30.0,15.2
2026,"CARTHAGE AREA HOSPITAL, INC (330263)",2014,Acute Care,Voluntary non-profit - Private,68.0,,,NY,,,,,,1.0148,22.0,104.0,24.0,22.3,0.9977,17.7,97.0,17.0,17.7
2027,ST LUKE'S CORNWALL HOSPITAL (330264),2014,Acute Care,Voluntary non-profit - Other,192.0,41.503744,-74.015176,NY,1.056,21.1,297.0,69.0,22.3,1.1041,23.8,633.0,172.0,26.3,1.0769,18.8,468.0,99.0,20.2
2028,CLIFTON SPRINGS HOSPITAL AND CLINIC (330265),2014,Acute Care,Voluntary non-profit - Private,208.0,42.960473,-77.139252,NY,,,,,,0.9986,24.0,117.0,28.0,24.0,1.0134,18.6,166.0,32.0,18.8
2029,HUDSON VALLEY HOSPITAL CENTER (330267),2014,Acute Care,Voluntary non-profit - Private,127.0,41.291457,-73.893601,NY,1.1288,22.3,174.0,50.0,25.2,1.0351,23.3,490.0,120.0,24.1,1.0654,18.1,345.0,70.0,19.2
2030,COBLESKILL REGIONAL HOSPITAL (330268),2014,Acute Care,Voluntary non-profit - Private,40.0,,,NY,,,,,,1.0084,22.1,92.0,21.0,22.3,0.9952,16.3,125.0,20.0,16.2
2031,HOSPITAL FOR SPECIAL SURGERY (330270),2014,Acute Care,Voluntary non-profit - Private,202.0,40.764866,-73.953128,NY,,,0.0,,,,,0.0,,,,,0.0,,
2032,PUTNAM HOSPITAL CENTER (330273),2014,Acute Care,Voluntary non-profit - Private,144.0,41.384844,-73.664475,NY,1.1582,21.1,60.0,22.0,24.4,1.1421,23.1,419.0,118.0,26.4,0.9444,17.7,277.0,43.0,16.7
2033,NATHAN LITTAUER HOSPITAL (330276),2014,Acute Care,Voluntary non-profit - Private,149.0,43.068029,-74.330817,NY,1.0733,24.3,59.0,19.0,26.0,0.9281,21.3,157.0,27.0,19.7,1.0481,18.1,202.0,41.0,19.0
2034,CORNING HOSPITAL (330277),2014,Acute Care,Voluntary non-profit - Private,72.0,42.136107,-76.969841,NY,0.9954,24.2,30.0,,24.1,1.0348,21.8,306.0,71.0,22.6,1.0656,16.7,227.0,44.0,17.8
2035,MERCY HOSPITAL (330279),2014,Acute Care,Voluntary non-profit - Private,470.0,42.847875,-78.811876,NY,0.9795,17.9,371.0,64.0,17.5,0.9613,22.1,453.0,94.0,21.2,0.9795,16.7,191.0,30.0,16.3
2036,STRONG MEMORIAL HOSPITAL (330285),2014,Acute Care,Voluntary non-profit - Private,822.0,43.124394,-77.623692,NY,0.99,17.2,291.0,49.0,17.0,1.0448,23.3,508.0,126.0,24.3,1.0307,17.9,186.0,36.0,18.4
2037,GOOD SAMARITAN HOSPITAL MEDICAL CENTER (330286),2014,Acute Care,Voluntary non-profit - Church,437.0,40.696807,-73.286321,NY,1.0499,18.9,255.0,53.0,19.9,1.0483,22.4,925.0,220.0,23.5,1.0465,17.2,747.0,137.0,18.0
2038,WHITE PLAINS HOSPITAL CENTER (330304),2014,Acute Care,Voluntary non-profit - Private,292.0,,,NY,1.0473,19.2,168.0,36.0,20.1,1.0835,21.4,563.0,135.0,23.2,1.1615,15.9,715.0,140.0,18.4
2039,LUTHERAN MEDICAL CENTER (330306),2014,Acute Care,Voluntary non-profit - Private,390.0,,,NY,1.0049,20.7,215.0,45.0,20.8,1.2217,25.9,512.0,174.0,31.6,1.0683,17.9,283.0,58.0,19.1
2040,CAYUGA MEDICAL CENTER AT ITHACA (330307),2014,Acute Care,Voluntary non-profit - Private,174.0,42.467096,-76.538808,NY,0.9212,16.4,124.0,15.0,15.1,0.8589,20.7,230.0,33.0,17.8,0.8438,16.8,305.0,34.0,14.2
2041,PLAINVIEW HOSPITAL (330331),2014,Acute Care,Voluntary non-profit - Private,169.0,40.774456,-73.478063,NY,1.0511,23.1,146.0,38.0,24.3,1.0006,22.6,653.0,148.0,22.7,0.997,17.0,462.0,78.0,16.9
2042,ST JOSEPH HOSPITAL (330332),2014,Acute Care,Voluntary non-profit - Private,201.0,40.725795,-73.478755,NY,1.0948,21.0,98.0,27.0,23.0,0.9734,22.4,524.0,113.0,21.8,0.9542,18.0,295.0,48.0,17.2
2043,SOUTHAMPTON HOSPITAL (330340),2014,Acute Care,Voluntary non-profit - Private,94.0,,,NY,1.0055,23.3,33.0,,23.4,1.0588,22.9,238.0,61.0,24.3,1.0208,18.1,395.0,74.0,18.4
2044,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ) (330350),2014,Acute Care,Government - State,450.0,40.654457,-73.94516,NY,1.1463,19.8,186.0,49.0,22.7,1.2745,23.2,504.0,163.0,29.5,1.0833,16.6,180.0,37.0,18.0
2045,FOREST HILLS HOSPITAL (330353),2014,Acute Care,Voluntary non-profit - Other,228.0,,,NY,1.1151,22.9,111.0,34.0,25.6,1.1204,24.4,342.0,100.0,27.3,1.1699,19.3,699.0,167.0,22.6
2046,FRANKLIN HOSPITAL (330372),2014,Acute Care,Voluntary non-profit - Private,349.0,,,NY,1.0231,22.0,66.0,16.0,22.5,1.0311,22.0,363.0,84.0,22.7,1.0473,17.2,263.0,50.0,18.0
2047,NORTH CENTRAL BRONX HOSPITAL (330385),2014,Acute Care,Government - Local,205.0,,,NY,,,,,,1.0724,21.7,35.0,12.0,23.2,1.0839,15.9,32.0,,17.2
2048,CATSKILL REGIONAL MEDICAL CENTER (330386),2014,Acute Care,Voluntary non-profit - Private,167.0,41.70642,-74.736752,NY,1.0023,20.2,44.0,,20.2,0.9766,23.5,206.0,46.0,23.0,1.0802,19.1,255.0,57.0,20.6
2049,UNIVERSITY HOSPITAL ( STONY BROOK ) (330393),2014,Acute Care,Government - State,662.0,,,NY,1.1781,18.4,1099.0,246.0,21.7,1.0279,24.1,793.0,198.0,24.8,1.2102,18.6,457.0,114.0,22.5
2050,"UNITED HEALTH SERVICES HOSPITALS, INC (330394)",2014,Acute Care,Voluntary non-profit - Private,485.0,42.088097,-75.914166,NY,0.906,17.5,590.0,89.0,15.9,0.977,22.5,693.0,151.0,22.0,0.9831,17.6,643.0,110.0,17.3
2051,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE (330395),2014,Acute Care,Voluntary non-profit - Private,268.0,40.598675,-73.75268,NY,1.0428,25.0,53.0,16.0,26.1,1.1938,24.7,206.0,71.0,29.4,1.1235,21.0,161.0,45.0,23.6
2052,WOODHULL MEDICAL AND MENTAL HEALTH CENTER (330396),2014,Acute Care,Government - Local,371.0,40.700512,-73.941557,NY,,,,,,1.1445,23.0,142.0,45.0,26.3,1.094,15.3,72.0,17.0,16.8
2053,INTERFAITH MEDICAL CENTER (330397),2014,Acute Care,Voluntary non-profit - Private,256.0,40.677866,-73.937154,NY,,,,,,1.1839,24.1,106.0,40.0,28.5,1.117,18.6,46.0,16.0,20.8
2054,ST BARNABAS HOSPITAL (330399),2014,Acute Care,Voluntary non-profit - Private,445.0,40.85277,-73.892168,NY,1.0395,20.7,33.0,,21.5,1.0615,22.8,98.0,27.0,24.2,1.0513,18.8,127.0,28.0,19.7
2055,ST CATHERINE OF SIENA HOSPITAL (330401),2014,Acute Care,Voluntary non-profit - Private,548.0,40.867592,-73.220142,NY,0.9271,20.6,224.0,39.0,19.1,1.2111,23.1,672.0,199.0,28.0,1.1922,18.1,518.0,122.0,21.6
2056,MONROE COMMUNITY HOSPITAL (330403),2014,Acute Care,Government - State,571.0,43.111856,-77.616078,NY,,,0.0,,,,,0.0,,,,,0.0,,
2057,WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL (330404),2014,Acute Care,Voluntary non-profit - Private,150.0,,,NY,,,0.0,,,,,0.0,,,,,0.0,,
2058,HELEN HAYES HOSPITAL (330405),2014,Acute Care,Government - Local,155.0,41.212779,-73.985768,NY,,,0.0,,,,,0.0,,,,,0.0,,
2059,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER (330406),2014,Acute Care,Voluntary non-profit - Private,115.0,42.822229,-73.91386,NY,,,0.0,,,,,0.0,,,,,0.0,,
