,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
2159,TRINITY HOSPITALS (350006),2013,Acute Care,Voluntary non-profit - Private,490.0,48.232479,-101.288452,ND,0.9665,17.5,309.0,51.0,16.9,0.8873,23.8,464.0,91.0,21.1,1.0037,18.3,495.0,91.0,18.3
2160,SANFORD HEALTH SYSTEM (350011),2013,Acute Care,Voluntary non-profit - Private,485.0,46.88468,-96.78773,ND,0.7545,17.3,581.0,65.0,13.1,0.9009,24.0,663.0,137.0,21.6,0.9209,18.6,382.0,61.0,17.1
2161,MEDCENTER ONE (350015),2013,Acute Care,Voluntary non-profit - Private,223.0,46.807457,-100.781563,ND,0.8672,18.5,179.0,23.0,16.0,1.0798,24.5,304.0,85.0,26.4,1.0658,18.2,230.0,48.0,19.4
2162,ALTRU HOSPITAL (350019),2013,Acute Care,Government - Local,282.0,,,ND,0.9731,18.5,318.0,56.0,18.0,0.9853,23.6,395.0,91.0,23.3,1.019,17.9,416.0,77.0,18.3
2163,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK (350063),2013,Acute Care,Government - Federal,27.0,,,ND,,,0.0,,,,,7.0,,,1.044,20.1,46.0,12.0,20.9
2164,STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL (350064),2013,Acute Care,Government - Federal,12.0,,,ND,,,0.0,,,,,0.0,,,,,1.0,,
2165,ESSENTIA HEALTH (350070),2013,Acute Care,Voluntary non-profit - Private,126.0,46.8325,-96.828106,ND,1.0206,16.8,205.0,36.0,17.2,0.9451,24.1,349.0,76.0,22.7,1.0587,17.9,200.0,41.0,19.0
2166,MERCY HOSPITAL ANDERSON (360001),2013,Acute Care,Voluntary non-profit - Private,231.0,39.084376,-84.349243,OH,0.9592,17.6,229.0,37.0,16.9,1.0077,24.1,430.0,105.0,24.3,0.9736,18.0,509.0,88.0,17.6
2167,SAMARITAN HOSPITAL - PEOPLES HOSPITAL (360002),2013,Acute Care,Voluntary non-profit - Other,43.0,40.858702,-82.310413,OH,0.9417,20.8,33.0,4.0,19.6,0.8979,24.6,169.0,31.0,22.1,0.8719,18.9,220.0,29.0,16.5
2168,"UNIVERSITY HOSPITAL, INC (360003)",2013,Acute Care,Voluntary non-profit - Private,528.0,39.136728,-84.502562,OH,1.2144,20.4,140.0,43.0,24.8,1.0688,26.7,266.0,80.0,28.5,1.118,20.8,183.0,49.0,23.3
2169,RIVERSIDE METHODIST HOSPITAL (360006),2013,Acute Care,Voluntary non-profit - Private,743.0,40.031962,-83.031294,OH,0.9521,17.8,777.0,130.0,17.0,0.9774,24.0,1280.0,299.0,23.5,1.0879,18.0,798.0,161.0,19.6
2170,SOUTHERN OHIO MEDICAL CENTER (360008),2013,Acute Care,Voluntary non-profit - Other,222.0,38.753913,-82.977832,OH,0.9376,19.3,224.0,38.0,18.1,1.0482,25.3,754.0,203.0,26.5,0.8964,20.1,593.0,101.0,18.0
2171,LIMA MEMORIAL HEALTH SYSTEM (360009),2013,Acute Care,Voluntary non-profit - Other,173.0,40.735602,-84.087713,OH,0.976,18.0,279.0,48.0,17.6,0.9013,24.4,383.0,78.0,22.0,1.0588,19.0,392.0,82.0,20.1
2172,UNION HOSPITAL (360010),2013,Acute Care,Voluntary non-profit - Other,132.0,40.513879,-81.456583,OH,0.9176,24.1,80.0,14.0,22.1,1.1048,26.1,461.0,139.0,28.8,1.0791,20.2,490.0,111.0,21.8
2173,MARION GENERAL HOSPITAL (360011),2013,Acute Care,Voluntary non-profit - Private,190.0,40.571602,-83.128048,OH,0.9562,18.5,185.0,31.0,17.7,0.91,25.9,524.0,118.0,23.6,1.0376,19.9,354.0,75.0,20.6
2174,MOUNT CARMEL ST ANN'S HOSPITAL (360012),2013,Acute Care,Voluntary non-profit - Church,269.0,40.114374,-82.948909,OH,1.1291,20.3,78.0,23.0,22.9,0.9955,24.0,436.0,104.0,23.9,0.9631,17.7,387.0,64.0,17.1
2175,WILSON MEMORIAL HOSPITAL (360013),2013,Acute Care,Voluntary non-profit - Other,70.0,40.287932,-84.169035,OH,,,9.0,,,1.0379,22.8,147.0,37.0,23.7,0.9017,18.1,266.0,38.0,16.3
2176,O'BLENESS MEMORIAL HOSPITAL (360014),2013,Acute Care,Voluntary non-profit - Other,63.0,39.327741,-82.114189,OH,,,18.0,,,0.9926,24.8,152.0,37.0,24.6,1.0826,18.9,155.0,36.0,20.5
2177,"JEWISH HOSPITAL, LLC (360016)",2013,Acute Care,Voluntary non-profit - Private,189.0,39.20677,-84.380372,OH,1.1268,20.9,233.0,60.0,23.6,1.1276,24.5,593.0,171.0,27.6,1.1631,19.2,530.0,127.0,22.4
2178,GRANT MEDICAL CENTER (360017),2013,Acute Care,Voluntary non-profit - Church,402.0,39.960866,-82.990621,OH,0.8377,17.8,247.0,30.0,14.9,1.0447,25.8,521.0,143.0,26.9,1.1234,19.8,268.0,66.0,22.2
2179,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL (360019),2013,Acute Care,Proprietary,197.0,,,OH,1.0463,20.4,94.0,22.0,21.4,1.1555,25.1,420.0,131.0,29.0,1.1093,18.7,277.0,63.0,20.7
2180,SUMMA HEALTH SYSTEMS HOSPITALS (360020),2013,Acute Care,Voluntary non-profit - Private,617.0,41.078335,-81.500069,OH,1.0999,18.4,435.0,92.0,20.3,1.011,25.1,982.0,250.0,25.4,1.0458,19.0,713.0,144.0,19.9
2181,FIRELANDS REGIONAL MEDICAL CENTER (360025),2013,Acute Care,Voluntary non-profit - Private,211.0,41.446222,-82.708764,OH,0.9621,18.3,168.0,28.0,17.6,1.0335,25.2,495.0,131.0,26.1,0.8782,20.4,498.0,82.0,17.9
2182,GREENE MEMORIAL HOSPITAL (360026),2013,Acute Care,Voluntary non-profit - Private,47.0,39.700288,-83.928781,OH,,,24.0,,,0.9944,24.7,213.0,52.0,24.6,0.9017,18.9,279.0,42.0,17.0
2183,AKRON GENERAL MEDICAL CENTER (360027),2013,Acute Care,Voluntary non-profit - Private,435.0,41.077859,-81.532787,OH,1.0548,19.7,355.0,76.0,20.8,0.9957,25.4,992.0,251.0,25.3,0.9124,19.6,751.0,129.0,17.8
2184,WOOD COUNTY HOSPITAL (360029),2013,Acute Care,Voluntary non-profit - Private,98.0,41.373887,-83.665634,OH,,,17.0,,,0.978,24.7,171.0,40.0,24.2,0.9869,19.1,147.0,27.0,18.9
2185,GRAND LAKE HEALTH SYSTEM (360032),2013,Acute Care,Voluntary non-profit - Private,62.0,40.545139,-84.369836,OH,0.9932,22.6,37.0,8.0,22.4,0.9775,24.5,235.0,55.0,24.0,0.9118,18.7,175.0,25.0,17.1
2186,MOUNT CARMEL HEALTH (360035),2013,Acute Care,Voluntary non-profit - Other,664.0,39.957782,-83.020824,OH,0.917,17.8,610.0,96.0,16.3,0.9496,24.8,1306.0,304.0,23.5,1.1223,19.1,901.0,199.0,21.4
2187,WOOSTER COMMUNITY HOSPITAL (360036),2013,Acute Care,Government - Local,136.0,40.820713,-81.934247,OH,0.969,23.2,46.0,9.0,22.5,0.8947,25.2,176.0,33.0,22.5,0.8723,18.4,281.0,38.0,16.1
2188,ST VINCENT CHARITY MEDICAL CENTER (360037),2013,Acute Care,Voluntary non-profit - Private,201.0,41.495695,-81.674275,OH,1.0005,25.4,63.0,16.0,25.4,1.0679,27.4,276.0,85.0,29.3,0.9005,20.2,108.0,14.0,18.2
2189,GENESIS HEALTHCARE SYSTEM (360039),2013,Acute Care,Voluntary non-profit - Private,297.0,39.975731,-82.014245,OH,1.1467,17.6,428.0,92.0,20.2,0.9337,25.9,825.0,195.0,24.1,1.0114,19.6,719.0,143.0,19.8
2190,KNOX COMMUNITY HOSPITAL (360040),2013,Acute Care,Voluntary non-profit - Other,67.0,40.402482,-82.447579,OH,0.9733,18.3,124.0,21.0,17.8,0.9123,23.6,257.0,50.0,21.5,0.8934,18.0,291.0,41.0,16.1
2191,PARMA COMMUNITY GENERAL HOSPITAL (360041),2013,Acute Care,Voluntary non-profit - Private,269.0,41.382762,-81.731476,OH,0.8877,19.5,329.0,52.0,17.3,1.0382,24.0,918.0,231.0,24.9,1.0221,19.2,631.0,125.0,19.6
2192,WAYNE HOSPITAL (360044),2013,Acute Care,Voluntary non-profit - Private,57.0,40.088508,-84.635099,OH,,,12.0,,,1.0079,24.8,262.0,66.0,25.0,0.9761,18.8,225.0,40.0,18.4
2193,MCCULLOUGH-HYDE MEMORIAL HOSPITAL (360046),2013,Acute Care,Voluntary non-profit - Private,46.0,39.51218,-84.740815,OH,,,22.0,,,0.9558,23.1,198.0,41.0,22.0,1.0228,17.7,198.0,37.0,18.1
2194,UNIVERSITY OF TOLEDO MEDICAL CENTER (360048),2013,Acute Care,Government - State,247.0,41.621215,-83.615382,OH,1.0484,20.5,191.0,43.0,21.5,0.917,26.2,272.0,60.0,24.0,0.9929,20.7,177.0,36.0,20.6
2195,MIAMI VALLEY HOSPITAL (360051),2013,Acute Care,Voluntary non-profit - Private,862.0,,,OH,0.942,18.2,434.0,72.0,17.1,1.0143,25.1,850.0,217.0,25.4,0.9799,19.7,715.0,137.0,19.3
2196,GOOD SAMARITAN HOSPITAL (360052),2013,Acute Care,Voluntary non-profit - Church,334.0,,,OH,1.0893,18.0,473.0,96.0,19.6,1.0374,25.5,918.0,245.0,26.4,1.0543,19.7,507.0,108.0,20.7
2197,HOLZER MEDICAL CENTER (360054),2013,Acute Care,Voluntary non-profit - Private,251.0,38.84441,-82.236802,OH,1.1017,19.5,163.0,39.0,21.5,1.1541,23.9,505.0,148.0,27.6,1.2198,18.7,447.0,113.0,22.8
2198,TRUMBULL MEMORIAL HOSPITAL (360055),2013,Acute Care,Proprietary,261.0,41.236461,-80.798765,OH,1.0727,18.8,169.0,37.0,20.2,1.0672,25.2,616.0,170.0,26.9,0.9726,18.8,419.0,75.0,18.3
2199,MERCY HOSPITAL FAIRFIELD (360056),2013,Acute Care,Voluntary non-profit - Private,210.0,39.310902,-84.519501,OH,1.0129,17.7,281.0,51.0,18.0,0.95,23.9,598.0,133.0,22.8,1.0296,18.2,483.0,92.0,18.7
2200,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL (360058),2013,Acute Care,Government - Hospital District or Authority,42.0,40.479782,-84.638243,OH,,,18.0,,,1.0271,21.9,113.0,27.0,22.5,0.8863,15.7,173.0,18.0,13.9
2201,METRO HEALTH MEDICAL CENTER (360059),2013,Acute Care,Voluntary non-profit - Other,638.0,41.462239,-81.697928,OH,0.9864,21.0,133.0,27.0,20.7,1.1137,26.6,395.0,124.0,29.7,1.0615,19.9,212.0,48.0,21.1
2202,ST ELIZABETH HEALTH CENTER (360064),2013,Acute Care,Voluntary non-profit - Church,389.0,41.114321,-80.65571,OH,1.1635,17.8,366.0,82.0,20.7,1.016,25.9,734.0,194.0,26.3,0.9993,21.8,313.0,68.0,21.7
2203,FISHER-TITUS HOSPITAL (360065),2013,Acute Care,Voluntary non-profit - Private,147.0,41.226034,-82.602008,OH,,,19.0,,,0.9511,24.9,182.0,40.0,23.6,1.0062,18.2,321.0,59.0,18.3
2204,ST RITA'S MEDICAL CENTER (360066),2013,Acute Care,Voluntary non-profit - Private,367.0,40.739998,-84.11745,OH,0.9632,19.1,351.0,63.0,18.4,0.9942,24.3,660.0,159.0,24.1,0.9566,19.0,650.0,116.0,18.2
2205,THE TOLEDO HOSPITAL (360068),2013,Acute Care,Voluntary non-profit - Private,773.0,41.670821,-83.594834,OH,0.8371,18.1,574.0,80.0,15.2,0.9848,25.2,823.0,203.0,24.8,0.8837,20.1,369.0,59.0,17.8
2206,MERCY MEDICAL CENTER (360070),2013,Acute Care,Voluntary non-profit - Private,317.0,40.812321,-81.397069,OH,0.9658,18.6,336.0,59.0,18.0,0.954,25.5,570.0,136.0,24.4,1.0,19.8,420.0,83.0,19.8
2207,VAN WERT COUNTY HOSPITAL (360071),2013,Acute Care,Voluntary non-profit - Private,50.0,40.850314,-84.581367,OH,1.0013,22.7,35.0,8.0,22.7,0.9324,25.2,103.0,20.0,23.5,0.9268,18.5,146.0,21.0,17.1
2208,FAIRFIELD MEDICAL CENTER (360072),2013,Acute Care,Voluntary non-profit - Other,207.0,39.717197,-82.576653,OH,1.1183,19.7,237.0,57.0,22.1,0.9285,25.9,596.0,139.0,24.1,1.0458,19.9,671.0,142.0,20.8
2209,FLOWER HOSPITAL (360074),2013,Acute Care,Voluntary non-profit - Private,373.0,,,OH,1.0575,21.1,97.0,24.0,22.3,0.9521,25.0,366.0,84.0,23.8,0.9689,19.7,282.0,52.0,19.0
2210,UHHS RICHMOND HEIGHTS HOSPITAL (360075),2013,Acute Care,Proprietary,102.0,41.581043,-81.490272,OH,0.972,23.7,40.0,8.0,23.0,1.1647,25.9,213.0,74.0,30.2,1.0833,18.5,113.0,27.0,20.0
2211,ATRIUM MEDICAL CENTER (360076),2013,Acute Care,Voluntary non-profit - Private,274.0,,,OH,0.9328,19.7,239.0,41.0,18.3,0.9963,25.0,518.0,129.0,24.9,1.0778,19.6,392.0,87.0,21.1
2212,FAIRVIEW HOSPITAL (360077),2013,Acute Care,Voluntary non-profit - Private,434.0,41.450069,-81.820996,OH,1.0911,19.1,261.0,58.0,20.8,1.028,25.1,998.0,259.0,25.8,0.9922,19.3,441.0,84.0,19.1
2213,ROBINSON MEMORIAL HOSPITAL (360078),2013,Acute Care,Voluntary non-profit - Private,223.0,41.176723,-81.245887,OH,1.039,21.6,91.0,22.0,22.4,1.0309,25.2,397.0,105.0,26.0,1.0634,19.3,320.0,69.0,20.5
2214,KETTERING MEDICAL CENTER (360079),2013,Acute Care,Voluntary non-profit - Church,391.0,39.695603,-84.190993,OH,0.9236,18.2,393.0,63.0,16.8,0.9041,24.5,651.0,138.0,22.1,1.004,19.0,303.0,58.0,19.1
2215,EAST OHIO REGIONAL HOSPITAL (360080),2013,Acute Care,Voluntary non-profit - Other,125.0,40.098644,-80.720889,OH,,,20.0,,,1.0243,25.6,219.0,59.0,26.3,1.0826,17.5,152.0,33.0,19.0
2216,MERCY ST CHARLES HOSPITAL (360081),2013,Acute Care,Voluntary non-profit - Church,236.0,41.636669,-83.486589,OH,0.9932,22.5,55.0,12.0,22.3,0.9151,25.6,416.0,92.0,23.4,1.0931,20.1,328.0,77.0,22.0
2217,EUCLID HOSPITAL (360082),2013,Acute Care,Voluntary non-profit - Other,200.0,41.596734,-81.547421,OH,0.9006,21.2,33.0,2.0,19.1,1.0798,24.6,363.0,101.0,26.5,1.0213,19.6,199.0,41.0,20.0
2218,AULTMAN HOSPITAL (360084),2013,Acute Care,Voluntary non-profit - Other,525.0,40.796852,-81.403575,OH,0.9871,17.6,493.0,85.0,17.3,0.904,24.1,733.0,154.0,21.8,0.9623,18.5,569.0,99.0,17.8
2219,OHIO STATE UNIVERSITY STATE HEALTH SYSTEM (360085),2013,Acute Care,Government - State,1037.0,39.994884,-83.017686,OH,1.1487,20.0,554.0,133.0,23.0,1.0162,26.6,785.0,213.0,27.0,1.1261,20.6,419.0,104.0,23.2
2220,SPRINGFIELD REGIONAL MEDICAL CENTER (360086),2013,Acute Care,Voluntary non-profit - Private,254.0,39.927624,-83.81574,OH,1.0215,19.8,267.0,55.0,20.3,1.053,24.4,486.0,128.0,25.7,1.0972,18.4,446.0,95.0,20.2
2221,LUTHERAN HOSPITAL (360087),2013,Acute Care,Voluntary non-profit - Private,202.0,41.487243,-81.705834,OH,0.9951,20.9,25.0,5.0,20.8,0.9719,26.1,153.0,37.0,25.3,1.0624,19.2,141.0,32.0,20.4
2222,MERCY TIFFIN HOSPITAL (360089),2013,Acute Care,Voluntary non-profit - Church,46.0,41.105138,-83.217094,OH,,,20.0,,,0.9708,23.8,181.0,40.0,23.1,0.8444,18.2,240.0,28.0,15.3
2223,ST. LUKE'S HOSPITAL (360090),2013,Acute Care,Voluntary non-profit - Other,174.0,41.558756,-83.681608,OH,1.0439,18.1,229.0,45.0,18.9,0.9577,25.1,601.0,142.0,24.1,0.9766,19.1,356.0,65.0,18.6
2224,MEDINA HOSPITAL (360091),2013,Acute Care,Voluntary non-profit - Private,145.0,41.138885,-81.836933,OH,0.9374,24.3,43.0,7.0,22.8,1.0021,25.4,388.0,99.0,25.5,1.0453,18.7,376.0,76.0,19.6
2225,MEMORIAL HOSPITAL OF UNION COUNTY (360092),2013,Acute Care,Government - Local,57.0,40.231291,-83.368841,OH,,,11.0,,,0.9148,23.7,84.0,13.0,21.7,0.9433,18.9,79.0,11.0,17.9
2226,BLANCHARD VALLEY REGIONAL HEALTH CENTER (360095),2013,Acute Care,Voluntary non-profit - Other,151.0,41.017241,-83.650339,OH,0.9106,17.0,146.0,19.0,15.5,0.8926,22.9,208.0,36.0,20.5,0.8063,17.6,310.0,33.0,14.2
2227,EAST LIVERPOOL CITY HOSPITAL (360096),2013,Acute Care,Voluntary non-profit - Private,129.0,40.621409,-80.586218,OH,,,23.0,,,1.0675,26.2,429.0,124.0,28.0,1.1301,19.5,315.0,76.0,22.0
2228,LAKE HEALTH (360098),2013,Acute Care,Voluntary non-profit - Private,324.0,41.664251,-81.24466,OH,1.0003,19.4,288.0,56.0,19.4,1.0462,25.3,935.0,250.0,26.4,1.1417,19.2,724.0,166.0,21.9
2229,BELLEVUE HOSPITAL (360107),2013,Acute Care,Voluntary non-profit - Other,50.0,41.28508,-82.882559,OH,,,17.0,,,1.0201,24.0,85.0,22.0,24.5,1.0202,17.8,176.0,33.0,18.1
2230,COSHOCTON COUNTY MEMORIAL HOSPITAL (360109),2013,Acute Care,Voluntary non-profit - Private,56.0,40.270442,-81.847577,OH,,,12.0,,,1.0239,23.5,169.0,42.0,24.0,0.9984,18.1,172.0,31.0,18.1
2231,MERCY ST VINCENT MEDICAL CENTER (360112),2013,Acute Care,Voluntary non-profit - Church,364.0,41.668493,-83.541725,OH,1.0275,19.0,589.0,116.0,19.5,1.0217,25.8,575.0,153.0,26.4,0.9059,20.3,268.0,44.0,18.4
2232,BROWN COUNTY GENERAL HOSPITAL (360116),2013,Acute Care,Proprietary,47.0,,,OH,,,14.0,,,0.919,25.6,98.0,18.0,23.6,1.0015,18.5,118.0,22.0,18.6
2233,MEDCENTRAL HEALTH SYSTEM (360118),2013,Acute Care,Voluntary non-profit - Private,247.0,40.753365,-82.529517,OH,1.0223,19.4,509.0,102.0,19.9,1.0657,24.2,651.0,172.0,25.8,1.0553,19.9,821.0,175.0,21.0
2234,COMMUNITY HOSPITALS AND WELLNESS CENTERS (360121),2013,Acute Care,Voluntary non-profit - Other,75.0,41.47461,-84.556824,OH,0.9429,16.9,96.0,13.0,15.9,0.9772,22.7,209.0,45.0,22.2,0.9518,17.2,181.0,27.0,16.3
2235,ST JOHN MEDICAL CENTER (360123),2013,Acute Care,Voluntary non-profit - Private,155.0,41.435854,-81.940704,OH,0.9897,21.7,239.0,51.0,21.5,1.0072,26.8,535.0,145.0,27.0,0.9182,19.9,502.0,87.0,18.3
2236,ASHTABULA COUNTY MEDICAL CENTER (360125),2013,Acute Care,Voluntary non-profit - Private,131.0,41.880148,-80.795674,OH,0.9551,25.1,71.0,15.0,24.0,0.9873,25.6,324.0,81.0,25.2,0.9354,20.7,241.0,43.0,19.4
2237,ALLIANCE COMMUNITY HOSPITAL (360131),2013,Acute Care,Voluntary non-profit - Other,167.0,40.901679,-81.102736,OH,0.9606,24.3,46.0,9.0,23.4,0.9505,26.1,226.0,53.0,24.8,0.9345,20.5,260.0,46.0,19.1
2238,FORT HAMILTON HUGHES MEMORIAL HOSPITAL (360132),2013,Acute Care,Voluntary non-profit - Private,168.0,39.415153,-84.573822,OH,0.9366,20.7,81.0,13.0,19.4,1.0415,25.5,344.0,94.0,26.6,1.0203,19.8,356.0,73.0,20.2
2239,GRANDVIEW AND SOUTHVIEW HOSPITALS (360133),2013,Acute Care,Voluntary non-profit - Other,288.0,39.768985,-84.202998,OH,1.0478,19.4,118.0,26.0,20.4,0.8938,26.4,398.0,87.0,23.6,1.1194,20.6,263.0,67.0,23.1
2240,GOOD SAMARITAN HOSPITAL (360134),2013,Acute Care,Voluntary non-profit - Church,456.0,39.140612,-84.52227,OH,1.1143,18.5,270.0,60.0,20.6,0.9829,24.0,576.0,135.0,23.6,1.0727,18.6,361.0,76.0,20.0
2241,UNIVERSITY HOSPITALS OF CLEVELAND (360137),2013,Acute Care,Voluntary non-profit - Private,679.0,41.507309,-81.607239,OH,1.0506,20.3,379.0,83.0,21.4,0.9779,26.0,754.0,190.0,25.4,0.9768,19.5,379.0,71.0,19.1
2242,NORTHSIDE MEDICAL CENTER (360141),2013,Acute Care,Proprietary,154.0,,,OH,0.9812,17.8,142.0,24.0,17.4,1.047,24.8,366.0,98.0,26.0,1.1809,20.0,218.0,61.0,23.7
2243,MARYMOUNT HOSPITAL (360143),2013,Acute Care,Voluntary non-profit - Private,283.0,41.422416,-81.598271,OH,1.2169,22.9,105.0,38.0,27.9,1.0955,26.2,730.0,215.0,28.7,1.1968,20.9,534.0,144.0,25.0
2244,SOUTH POINTE HOSPITAL (360144),2013,Acute Care,Voluntary non-profit - Other,164.0,41.449865,-81.537829,OH,0.9902,28.2,59.0,16.0,27.9,1.1864,26.0,418.0,140.0,30.9,0.9963,20.9,251.0,52.0,20.8
2245,ELYRIA MEDICAL CENTER (360145),2013,Acute Care,Voluntary non-profit - Private,237.0,41.366935,-82.097791,OH,0.9099,18.1,327.0,50.0,16.4,1.052,25.7,640.0,176.0,27.0,1.0946,18.3,620.0,129.0,20.0
2246,MARIETTA MEMORIAL HOSPITAL (360147),2013,Acute Care,Voluntary non-profit - Other,186.0,39.431621,-81.464717,OH,1.0003,19.6,158.0,31.0,19.6,1.0438,25.7,509.0,139.0,26.8,1.0443,19.9,402.0,86.0,20.8
2247,POMERENE HOSPITAL (360148),2013,Acute Care,Government - Local,41.0,40.56432,-81.920492,OH,,,14.0,,,1.0208,23.8,102.0,26.0,24.3,0.9402,18.8,126.0,19.0,17.7
2248,SUMMA WESTERN RESERVE HOSPITAL (360150),2013,Acute Care,Voluntary non-profit - Other,87.0,41.132948,-81.509907,OH,,,13.0,,,0.9693,23.0,134.0,28.0,22.3,1.0851,18.6,181.0,41.0,20.2
2249,AFFINITY MEDICAL CENTER (360151),2013,Acute Care,Proprietary,143.0,,,OH,1.0532,19.5,82.0,19.0,20.5,1.0243,24.9,198.0,52.0,25.5,0.9032,18.6,240.0,35.0,16.8
2250,DOCTORS HOSPITAL (360152),2013,Acute Care,Voluntary non-profit - Church,172.0,39.951968,-83.136709,OH,0.9373,19.6,123.0,20.0,18.4,0.9887,26.5,201.0,52.0,26.2,1.0399,20.2,237.0,52.0,21.0
2251,BELMONT COMMUNITY HOSPITAL (360153),2013,Acute Care,Voluntary non-profit - Private,43.0,,,OH,,,19.0,,,1.0132,22.9,44.0,11.0,23.2,0.9694,18.5,65.0,10.0,17.9
2252,SOUTHWEST GENERAL HEALTH CENTER (360155),2013,Acute Care,Voluntary non-profit - Private,278.0,41.37208,-81.83291,OH,1.0448,21.0,448.0,100.0,21.9,1.074,26.6,860.0,250.0,28.5,0.919,20.5,593.0,107.0,18.8
2253,MEMORIAL HOSPITAL (360156),2013,Acute Care,Voluntary non-profit - Other,80.0,41.339982,-83.135219,OH,,,21.0,,,0.9855,22.1,123.0,26.0,21.8,0.9221,16.5,139.0,17.0,15.2
2254,ADENA REGIONAL MEDICAL CENTER (360159),2013,Acute Care,Voluntary non-profit - Private,191.0,39.394593,-82.969781,OH,1.0709,20.3,420.0,94.0,21.7,1.0369,25.7,569.0,154.0,26.7,1.1247,19.8,515.0,121.0,22.2
2255,ST JOSEPH HEALTH CENTER (360161),2013,Acute Care,Voluntary non-profit - Church,133.0,41.230955,-80.778347,OH,1.0165,24.7,33.0,9.0,25.1,1.0458,26.4,460.0,130.0,27.7,0.9202,20.3,319.0,55.0,18.7
2256,CHRIST HOSPITAL (360163),2013,Acute Care,Voluntary non-profit - Private,484.0,39.121167,-84.508502,OH,0.9469,18.6,501.0,86.0,17.6,0.9504,24.9,1076.0,252.0,23.7,1.0674,20.0,586.0,129.0,21.4
2257,BERGER HOSPITAL (360170),2013,Acute Care,Government - Local,82.0,39.610281,-82.937747,OH,,,12.0,,,1.0368,27.1,138.0,41.0,28.1,1.0522,20.2,156.0,36.0,21.3
2258,MERCY REGIONAL MEDICAL CENTER (360172),2013,Acute Care,Voluntary non-profit - Private,241.0,41.436002,-82.235212,OH,0.9667,19.0,301.0,54.0,18.4,1.128,25.5,661.0,198.0,28.8,1.0917,19.5,597.0,132.0,21.3
2259,UPPER VALLEY MEDICAL CENTER (360174),2013,Acute Care,Voluntary non-profit - Private,162.0,40.087789,-84.223537,OH,1.0422,21.4,113.0,27.0,22.4,0.956,24.7,413.0,95.0,23.7,1.025,18.7,520.0,101.0,19.2
2260,CLINTON MEMORIAL HOSPITAL (360175),2013,Acute Care,Government - Local,79.0,39.445542,-83.839406,OH,1.111,24.2,42.0,16.0,26.9,1.0352,25.7,289.0,79.0,26.6,1.076,19.0,240.0,53.0,20.4
2261,BETHESDA NORTH (360179),2013,Acute Care,Voluntary non-profit - Church,369.0,39.251968,-84.343986,OH,0.9314,18.6,456.0,76.0,17.3,1.0389,23.7,1096.0,272.0,24.6,1.1801,18.8,877.0,204.0,22.2
2262,CLEVELAND CLINIC (360180),2013,Acute Care,Voluntary non-profit - Private,1296.0,41.503438,-81.621528,OH,1.1445,19.8,663.0,156.0,22.7,1.1047,27.0,1032.0,314.0,29.8,1.1807,21.2,305.0,86.0,25.1
2263,SALEM COMMUNITY HOSPITAL (360185),2013,Acute Care,Voluntary non-profit - Private,147.0,40.900945,-80.832361,OH,0.9656,22.1,63.0,12.0,21.4,0.8858,26.0,283.0,58.0,23.1,0.8581,20.0,293.0,42.0,17.1
2264,MADISON COUNTY HOSPITAL (360189),2013,Acute Care,Voluntary non-profit - Private,45.0,39.892001,-83.455175,OH,,,4.0,,,0.935,23.9,49.0,7.0,22.4,0.989,18.7,68.0,12.0,18.5
2265,UH GEAUGA MEDICAL CENTER (360192),2013,Acute Care,Voluntary non-profit - Private,133.0,41.508925,-81.19362,OH,0.9641,21.9,102.0,20.0,21.1,0.9623,25.1,270.0,63.0,24.2,1.0325,19.1,235.0,48.0,19.7
2266,SUMMA WADSWORTH-RITTMAN HOSPITAL (360195),2013,Acute Care,Voluntary non-profit - Private,56.0,,,OH,,,15.0,,,0.9895,24.3,169.0,40.0,24.0,0.9717,18.3,250.0,43.0,17.8
2267,MARY RUTAN HOSPITAL (360197),2013,Acute Care,Voluntary non-profit - Private,44.0,40.368954,-83.756703,OH,0.976,21.5,81.0,16.0,21.0,0.8812,24.1,143.0,23.0,21.2,0.8356,17.3,202.0,20.0,14.5
2268,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER (360203),2013,Acute Care,Voluntary non-profit - Private,91.0,40.040272,-81.576734,OH,0.9948,21.5,29.0,6.0,21.4,0.9951,24.3,220.0,53.0,24.2,1.092,17.9,473.0,97.0,19.5
