,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,30-Day HF Readmission Rate (READM-30 HF) (Denominator),30-Day HF Readmission Rate (READM-30 HF),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE) (Denominator),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE),30-Day Pneumonia Readmission Rate (READM-30 PN) (Denominator),30-Day Pneumonia Readmission Rate (READM-30 PN),30-Day Readmission Rate (READM-30 COPD) (Denominator),30-Day Readmission Rate (READM-30 COPD),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE) (Denominator),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE),AMI 30-Day Readmission Rate (READM-30 AMI) (Denominator),AMI 30-Day Readmission Rate (READM-30 AMI),CABG 30-Day Readmission Rate (READM-30 CABG) (Denominator),CABG 30-Day Readmission Rate (READM-30 CABG),ED visit rate for patients receiving outpatient chemo (OP-35 ED) (Denominator),ED visit rate for patients receiving outpatient chemo (OP-35 ED),Hospital return days for AMI patients (EDAC-30 AMI) (Denominator),Hospital return days for AMI patients (EDAC-30 AMI),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients Returned),Hospital return days for HF patients (EDAC-30 HF) (Denominator),Hospital return days for HF patients (EDAC-30 HF),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients Returned),Hospital return days for PN patients (EDAC-30 PN) (Denominator),Hospital return days for PN patients (EDAC-30 PN),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients Returned),Inpatient admit rate for patients receiving outpatient chemo (OP-35 ADM),Rate of unplanned visits after colonoscopy (per 1K) (OP-32) (Denominator),Rate of unplanned visits after colonoscopy (per 1K) (OP-32),Ratio of unplanned visits after outpatient surgery (OP-36) (Denominator),Ratio of unplanned visits after outpatient surgery (OP-36)
2146,NEVADA REGIONAL MEDICAL CENTER (260061),2021,Acute Care,Government - Local,70.0,37.830534,-94.359703,MO,50.0,20.8,76.0,14.6,88.0,16.4,52.0,18.9,,,,,,,,,,,,,50.0,-18.3,45.0,12.0,88.0,-23.3,82.0,23.0,,287.0,17.4,44.0,0.9
2147,SAINT LUKES NORTH HOSPITAL (260062),2021,Acute Care,Voluntary non-profit - Private,133.0,39.246883,-94.647898,MO,276.0,22.4,609.0,14.8,263.0,15.6,147.0,20.9,138.0,3.9,113.0,16.1,,,,,113.0,27.8,112.0,26.0,276.0,-6.5,235.0,82.0,263.0,21.7,243.0,52.0,,550.0,19.1,247.0,1.1
2148,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN (260064),2021,Acute Care,Voluntary non-profit - Private,56.0,39.172921,-91.877238,MO,117.0,20.1,118.0,15.0,147.0,16.5,65.0,19.1,34.0,4.5,39.0,15.5,,,27.0,7.1,39.0,-21.9,39.0,11.0,117.0,-34.9,100.0,37.0,147.0,-21.1,129.0,32.0,10.8,355.0,18.1,56.0,1.0
2149,MERCY HOSPITAL SPRINGFIELD (260065),2021,Acute Care,Voluntary non-profit - Church,690.0,37.177969,-93.275276,MO,1069.0,20.9,2563.0,15.1,1017.0,15.9,449.0,19.6,1282.0,3.3,464.0,14.6,196.0,11.8,400.0,6.0,464.0,-15.8,450.0,102.0,1069.0,-2.1,872.0,277.0,1017.0,-5.5,897.0,239.0,15.4,5089.0,13.2,1901.0,0.8
2150,BOONE HOSPITAL CENTER (260068),2021,Acute Care,Voluntary non-profit - Other,328.0,38.950669,-92.317039,MO,619.0,18.7,1954.0,14.3,630.0,17.0,195.0,20.4,998.0,3.6,332.0,16.2,160.0,11.9,49.0,6.6,332.0,-4.4,327.0,95.0,619.0,-29.4,522.0,162.0,630.0,17.2,567.0,168.0,11.4,1005.0,18.2,1035.0,0.7
2151,PEMISCOT COUNTY MEMORIAL HOSPITAL (260070),2021,Acute Care,Government - Hospital District or Authority,198.0,36.236855,-89.739975,MO,45.0,23.0,98.0,15.8,61.0,16.5,129.0,19.4,,,,,,,,,,,,,45.0,64.2,36.0,19.0,61.0,-4.1,58.0,18.0,,,,81.0,0.9
2152,MOBERLY REGIONAL MEDICAL CENTER (260074),2021,Acute Care,Proprietary,75.0,39.423879,-92.414216,MO,63.0,22.7,148.0,15.5,109.0,16.4,91.0,20.2,42.0,3.9,,,,,,,,,,,63.0,24.0,55.0,22.0,109.0,-14.8,96.0,29.0,,196.0,16.5,102.0,1.1
2153,MERCY HOSPITAL SOUTH (260077),2021,Acute Care,Voluntary non-profit - Private,746.0,38.509739,-90.37775,MO,1100.0,20.4,2390.0,14.9,805.0,20.0,447.0,21.9,486.0,5.6,244.0,14.9,90.0,12.3,85.0,5.9,244.0,3.9,240.0,56.0,1100.0,7.3,872.0,268.0,805.0,33.2,703.0,217.0,11.8,1456.0,16.6,678.0,1.0
2154,OZARKS HEALTHCARE (260078),2021,Acute Care,Voluntary non-profit - Other,104.0,36.737992,-91.875552,MO,231.0,21.7,562.0,14.9,333.0,15.7,211.0,18.8,94.0,4.0,116.0,16.6,,,185.0,5.7,116.0,-22.2,116.0,29.0,231.0,-9.8,184.0,73.0,333.0,-6.3,298.0,90.0,13.2,517.0,19.3,220.0,0.8
2155,POPLAR BLUFF VA MEDICAL CENTER (26007F),2021,Acute Care (VA),Government - Federal,,,,,65.0,20.6,116.0,16.1,167.0,16.4,77.0,19.7,,,,,,,,,,,,,65.0,-36.7,57.0,10.0,167.0,-30.4,144.0,27.0,,,,,
2156,SSM ST CLARE HEALTH CENTER (260081),2021,Acute Care,Voluntary non-profit - Private,180.0,38.529043,-90.473625,MO,468.0,21.5,779.0,14.9,334.0,15.0,182.0,19.2,283.0,4.6,173.0,15.4,28.0,11.7,,,173.0,2.2,170.0,54.0,468.0,16.7,370.0,125.0,334.0,-11.2,309.0,65.0,,706.0,16.0,373.0,0.8
2157,ST JOSEPH MEDICAL CENTER (260085),2021,Acute Care,Voluntary non-profit - Private,183.0,38.934471,-94.605342,MO,208.0,21.8,706.0,15.3,517.0,17.2,89.0,20.4,165.0,4.0,124.0,15.7,29.0,11.0,,,124.0,12.9,116.0,35.0,208.0,8.0,185.0,54.0,517.0,-4.2,454.0,124.0,,586.0,15.4,127.0,1.4
2158,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS (260091),2021,Acute Care,Voluntary non-profit - Private,609.0,38.633943,-90.310138,MO,403.0,19.4,684.0,14.6,295.0,16.8,120.0,19.9,139.0,3.9,98.0,14.8,,,159.0,6.1,98.0,-21.3,94.0,23.0,403.0,-12.1,327.0,99.0,295.0,17.2,271.0,70.0,11.2,1201.0,15.2,251.0,1.1
2159,COX MEDICAL CENTER BRANSON (260094),2021,Acute Care,Voluntary non-profit - Private,139.0,36.650541,-93.220376,MO,346.0,21.8,643.0,15.1,388.0,16.7,183.0,18.2,72.0,3.7,184.0,15.1,,,86.0,6.0,184.0,-4.6,183.0,51.0,346.0,-4.0,278.0,103.0,388.0,-9.4,345.0,108.0,11.0,791.0,15.7,239.0,0.9
2160,CENTERPOINT MEDICAL CENTER (260095),2021,Acute Care,Voluntary non-profit - Private,246.0,39.047771,-94.349313,MO,296.0,21.8,1272.0,16.5,490.0,18.8,248.0,18.4,298.0,4.2,112.0,16.9,36.0,13.0,92.0,4.7,112.0,37.0,107.0,33.0,296.0,26.7,248.0,76.0,490.0,25.9,439.0,143.0,14.0,180.0,18.9,178.0,1.2
2161,NORTH KANSAS CITY HOSPITAL (260096),2021,Acute Care,Government - Local,417.0,39.15081,-94.551852,MO,854.0,18.6,2136.0,16.3,1064.0,16.5,386.0,19.2,809.0,4.6,239.0,16.1,98.0,12.6,,,239.0,-9.0,235.0,63.0,854.0,-19.2,685.0,202.0,1064.0,10.4,914.0,242.0,,1707.0,18.0,901.0,1.0
2162,WESTERN MISSOURI MEDICAL CENTER (260097),2021,Acute Care,Government - Hospital District or Authority,64.0,38.766474,-93.723701,MO,109.0,21.5,226.0,15.3,216.0,16.3,64.0,19.3,108.0,4.1,,,,,31.0,6.9,,,,,109.0,10.7,92.0,28.0,216.0,-14.3,191.0,49.0,11.3,623.0,16.0,179.0,0.9
2163,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER (26009F),2021,Acute Care (VA),Government - Federal,,,,,671.0,22.9,1373.0,16.1,248.0,15.4,233.0,18.6,88.0,4.0,135.0,17.1,,,,,135.0,19.2,131.0,49.0,671.0,-11.6,470.0,184.0,248.0,-16.1,231.0,57.0,,,,,
2164,TRUMAN MEDICAL CENTER LAKEWOOD (260102),2021,Acute Care,Voluntary non-profit - Private,305.0,38.973583,-94.390407,MO,28.0,22.5,115.0,15.7,41.0,16.8,,,145.0,4.5,,,,,,,,,,,28.0,-23.2,24.0,9.0,41.0,-10.7,35.0,9.0,,112.0,15.9,66.0,0.9
2165,SSM HEALTH DEPAUL HOSPITAL ST LOUIS (260104),2021,Acute Care,Voluntary non-profit - Private,490.0,38.748965,-90.432379,MO,563.0,21.8,1273.0,16.0,386.0,17.6,227.0,21.2,797.0,3.9,168.0,16.5,,,267.0,4.6,168.0,8.3,156.0,57.0,563.0,26.3,453.0,164.0,386.0,49.4,347.0,88.0,12.9,896.0,18.1,560.0,1.0
2166,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL (260105),2021,Acute Care,Proprietary,316.0,38.622459,-90.239052,MO,162.0,21.1,766.0,15.9,150.0,19.1,58.0,20.7,,,105.0,17.6,25.0,13.5,120.0,6.2,105.0,51.6,103.0,38.0,162.0,47.3,128.0,39.0,150.0,36.9,144.0,59.0,11.7,308.0,17.3,272.0,0.9
2167,MISSOURI BAPTIST MEDICAL CENTER (260108),2021,Acute Care,Voluntary non-profit - Private,433.0,38.635532,-90.443636,MO,1001.0,22.9,2510.0,15.3,874.0,16.8,272.0,18.1,413.0,4.2,317.0,15.5,158.0,11.6,314.0,5.8,317.0,23.4,308.0,77.0,1001.0,13.2,811.0,293.0,874.0,7.0,783.0,202.0,13.2,1801.0,15.5,753.0,1.0
2168,SOUTHEASTHEALTH (260110),2021,Acute Care,Voluntary non-profit - Private,224.0,37.311273,-89.540936,MO,223.0,19.9,959.0,15.6,553.0,18.3,182.0,20.6,98.0,4.1,162.0,16.1,103.0,12.6,273.0,5.9,162.0,12.9,160.0,44.0,223.0,-5.6,194.0,68.0,553.0,24.8,480.0,151.0,12.5,821.0,16.5,534.0,0.8
2169,MISSOURI DELTA MEDICAL CENTER (260113),2021,Acute Care,Voluntary non-profit - Other,147.0,36.889048,-89.584346,MO,272.0,23.3,376.0,15.3,191.0,15.1,174.0,19.0,40.0,4.1,,,,,31.0,5.6,,,,,272.0,-0.4,195.0,89.0,191.0,-40.1,178.0,46.0,11.4,541.0,18.3,150.0,1.2
2170,POPLAR BLUFF REGIONAL MEDICAL CENTER (260119),2021,Acute Care,Proprietary,287.0,36.788987,-90.443287,MO,378.0,23.1,764.0,14.9,635.0,19.6,379.0,20.9,88.0,4.1,183.0,15.6,,,115.0,9.0,183.0,29.6,177.0,56.0,378.0,-1.7,304.0,129.0,635.0,32.5,546.0,197.0,11.2,763.0,15.1,256.0,1.1
2171,FREEMAN HEALTH SYSTEM - FREEMAN WEST (260137),2021,Acute Care,Voluntary non-profit - Other,393.0,37.054408,-94.526884,MO,508.0,20.3,1607.0,14.5,496.0,15.0,354.0,19.2,701.0,3.4,337.0,15.9,88.0,11.8,381.0,6.9,337.0,37.8,325.0,110.0,508.0,15.2,407.0,139.0,496.0,-14.8,463.0,118.0,9.8,609.0,17.9,757.0,1.0
2172,ST LUKES HOSPITAL OF KANSAS CITY (260138),2021,Acute Care,Government - Hospital District or Authority,470.0,39.046134,-94.59015,MO,665.0,21.9,2100.0,15.6,393.0,18.4,190.0,21.8,110.0,3.7,292.0,16.3,204.0,12.4,480.0,6.1,292.0,6.6,288.0,87.0,665.0,22.2,538.0,195.0,393.0,48.9,360.0,109.0,13.3,800.0,18.6,854.0,0.9
2173,UNIVERSITY OF MISSOURI HEALTH CARE (260141),2021,Acute Care,Government - State,529.0,,,MO,362.0,25.5,1649.0,15.7,390.0,17.0,220.0,19.6,406.0,3.8,204.0,15.9,43.0,12.5,275.0,7.4,204.0,10.7,200.0,58.0,362.0,33.8,300.0,130.0,390.0,26.3,358.0,104.0,11.1,1177.0,13.6,1124.0,0.8
2174,FITZGIBBON HOSPITAL (260142),2021,Acute Care,Voluntary non-profit - Private,51.0,,,MO,83.0,22.9,141.0,16.3,117.0,17.1,91.0,20.0,,,,,,,26.0,5.8,,,,,83.0,-27.0,67.0,29.0,117.0,7.8,108.0,27.0,11.7,383.0,16.1,103.0,1.1
2175,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY (260160),2021,Acute Care,Proprietary,47.0,36.807432,-89.969973,MO,65.0,22.5,112.0,15.3,154.0,18.2,104.0,20.0,,,,,,,38.0,6.7,,,,,65.0,-12.2,61.0,29.0,154.0,8.0,134.0,41.0,12.0,51.0,16.5,,
2176,BARNES-JEWISH WEST COUNTY HOSPITAL (260162),2021,Acute Care,Voluntary non-profit - Private,75.0,38.676997,-90.466227,MO,29.0,23.0,232.0,15.2,34.0,17.3,,,377.0,3.4,,,,,,,,,,,29.0,88.0,26.0,12.0,34.0,-1.3,34.0,9.0,,1653.0,19.0,384.0,0.8
2177,PARKLAND HEALTH CENTER (260163),2021,Acute Care,Voluntary non-profit - Private,105.0,37.780624,-90.438195,MO,232.0,23.7,318.0,14.3,318.0,16.1,167.0,20.3,68.0,3.9,,,,,47.0,7.7,,,,,232.0,22.0,199.0,85.0,318.0,-0.9,290.0,73.0,10.4,620.0,16.6,71.0,0.9
2178,GOLDEN VALLEY MEMORIAL HOSPITAL (260175),2021,Acute Care,Government - Hospital District or Authority,49.0,38.391389,-93.770506,MO,121.0,20.8,261.0,14.8,186.0,17.4,98.0,20.1,112.0,5.1,,,,,66.0,5.8,,,,,121.0,1.8,108.0,29.0,186.0,-9.9,162.0,46.0,12.1,732.0,16.1,211.0,0.8
2179,ST LUKE'S DES PERES HOSPITAL (260176),2021,Acute Care,Proprietary,109.0,38.581081,-90.450408,MO,83.0,24.0,295.0,15.5,61.0,16.7,29.0,19.6,399.0,4.4,64.0,16.2,,,,,64.0,-31.5,62.0,26.0,83.0,13.6,72.0,30.0,61.0,1.0,57.0,17.0,,197.0,17.4,250.0,0.9
2180,NEW LIBERTY HOSPITAL DISTRICT (260177),2021,Acute Care,Government - Hospital District or Authority,215.0,39.276757,-94.424343,MO,298.0,22.2,855.0,15.2,363.0,17.6,327.0,19.9,250.0,4.0,137.0,15.1,117.0,13.5,,,137.0,-6.2,133.0,37.0,298.0,15.7,241.0,87.0,363.0,24.0,337.0,93.0,,270.0,18.0,452.0,0.9
2181,ST LUKES HOSPITAL (260179),2021,Acute Care,Voluntary non-profit - Private,538.0,38.653066,-90.50592,MO,810.0,20.2,2140.0,14.4,949.0,17.8,318.0,20.9,973.0,3.2,311.0,15.8,174.0,10.1,184.0,5.9,311.0,7.2,295.0,87.0,810.0,10.1,656.0,221.0,949.0,26.5,818.0,207.0,14.8,2521.0,19.3,1075.0,0.8
2182,CHRISTIAN HOSPITAL NORTHEAST (260180),2021,Acute Care,Voluntary non-profit - Private,385.0,38.775759,-90.239054,MO,589.0,22.0,963.0,15.0,307.0,17.3,287.0,20.4,71.0,4.8,164.0,15.4,76.0,12.6,,,164.0,4.9,160.0,47.0,589.0,9.3,440.0,171.0,307.0,20.2,275.0,81.0,,464.0,23.0,254.0,0.8
2183,SAINT FRANCIS MEDICAL CENTER (260183),2021,Acute Care,Voluntary non-profit - Church,290.0,,,MO,532.0,19.9,1250.0,14.6,429.0,15.3,342.0,18.8,359.0,4.2,149.0,15.9,96.0,10.9,230.0,6.7,149.0,23.9,148.0,40.0,532.0,-25.6,439.0,139.0,429.0,-23.8,392.0,102.0,11.0,2130.0,14.1,603.0,1.0
2184,LAKE REGIONAL HEALTH SYSTEM (260186),2021,Acute Care,Voluntary non-profit - Other,116.0,38.118486,-92.681085,MO,245.0,22.2,623.0,14.4,350.0,16.2,176.0,19.1,115.0,4.2,194.0,16.2,42.0,13.0,141.0,7.0,194.0,-8.0,182.0,46.0,245.0,-3.5,192.0,86.0,350.0,-18.7,317.0,86.0,12.2,1524.0,18.9,477.0,1.0
2185,LEE'S SUMMIT MEDICAL CENTER (260190),2021,Acute Care,Proprietary,71.0,38.902285,-94.332151,MO,121.0,22.1,463.0,16.2,134.0,17.8,78.0,19.5,262.0,4.6,43.0,16.0,,,27.0,6.0,43.0,-11.8,42.0,17.0,121.0,4.2,98.0,39.0,134.0,-6.8,122.0,34.0,11.5,667.0,15.7,132.0,1.3
2186,BARNES-JEWISH ST PETERS HOSPITAL (260191),2021,Acute Care,Voluntary non-profit - Other,115.0,38.792719,-90.579377,MO,267.0,22.0,654.0,15.5,369.0,18.1,159.0,19.5,246.0,4.1,59.0,16.6,,,,,59.0,-12.3,58.0,21.0,267.0,25.7,220.0,78.0,369.0,43.0,325.0,100.0,,765.0,17.4,303.0,0.8
2187,ST MARYS MEDICAL CENTER (260193),2021,Acute Care,Voluntary non-profit - Church,98.0,39.023528,-94.266042,MO,132.0,22.4,492.0,16.0,519.0,20.2,61.0,19.8,176.0,4.2,79.0,17.2,,,,,79.0,-1.6,77.0,31.0,132.0,-13.3,111.0,36.0,519.0,27.6,424.0,142.0,,,,66.0,1.3
2188,CITIZENS MEMORIAL HOSPITAL (260195),2021,Acute Care,Government - Hospital District or Authority,70.0,37.625971,-93.420915,MO,96.0,21.2,280.0,15.5,189.0,18.5,75.0,18.4,155.0,3.4,67.0,15.6,,,,,67.0,-26.3,63.0,21.0,96.0,-11.2,85.0,30.0,189.0,-7.6,169.0,56.0,,659.0,16.6,153.0,1.0
2189,SSM ST JOSEPH HOSPITAL WEST (260200),2021,Acute Care,Voluntary non-profit - Church,157.0,38.803742,-90.774423,MO,511.0,20.8,942.0,15.3,439.0,17.3,203.0,19.6,56.0,4.0,142.0,16.0,,,,,142.0,17.4,136.0,47.0,511.0,-9.4,403.0,142.0,439.0,22.7,391.0,106.0,,944.0,20.0,305.0,1.1
2190,ST ALEXIUS HOSPITAL (260210),2021,Acute Care,Proprietary,172.0,38.583359,-90.227557,MO,,,59.0,15.5,44.0,17.8,,,,,,,,,,,,,,,,,,,44.0,84.9,42.0,16.0,,51.0,16.3,,
2191,BELTON REGIONAL MEDICAL CENTER (260214),2021,Acute Care,Voluntary non-profit - Private,71.0,,,MO,77.0,25.0,388.0,15.9,150.0,18.4,104.0,21.2,159.0,4.6,,,,,33.0,5.7,,,,,77.0,59.8,64.0,30.0,150.0,26.0,133.0,47.0,11.9,383.0,16.6,109.0,1.2
2192,SAINT LUKE'S EAST  HOSPITAL (260216),2021,Acute Care,Voluntary non-profit - Private,168.0,38.940551,-94.378443,MO,811.0,22.2,1569.0,15.0,588.0,16.4,298.0,19.9,450.0,4.8,188.0,15.0,,,,,188.0,-18.1,181.0,45.0,811.0,-1.4,619.0,210.0,588.0,-14.9,525.0,139.0,,506.0,15.1,406.0,1.0
2193,PROGRESS WEST HOSPITAL (260219),2021,Acute Care,Voluntary non-profit - Private,71.0,38.715097,-90.696597,MO,88.0,24.2,242.0,14.8,130.0,16.1,78.0,19.0,163.0,4.5,,,,,,,,,,,88.0,49.7,74.0,36.0,130.0,5.5,119.0,32.0,,412.0,15.7,117.0,0.7
2194,COLUMBIA MO VA MEDICAL CENTER (26023F),2021,Acute Care (VA),Government - Federal,,,,,428.0,24.1,1244.0,18.2,329.0,17.2,385.0,20.1,258.0,4.0,231.0,17.3,,,,,231.0,-1.6,221.0,76.0,428.0,16.1,337.0,136.0,329.0,21.2,288.0,84.0,,,,,
2195,PUTNAM COUNTY MEMORIAL HOSPITAL (261305),2021,Critical Access,Voluntary non-profit - Other,18.0,40.482025,-93.005987,MO,,,,,38.0,17.0,29.0,20.4,,,,,,,,,,,,,,,,,38.0,1.4,34.0,12.0,,,,,
2196,SULLIVAN COUNTY MEMORIAL HOSPITAL (261306),2021,Critical Access,Government - Local,24.0,40.202174,-93.131136,MO,,,,,25.0,17.4,,,,,,,,,,,,,,,,,,,25.0,65.0,22.0,7.0,,,,,
2197,WASHINGTON COUNTY MEMORIAL HOSPITAL (261308),2021,Critical Access,Government - Local,25.0,37.92599,-90.773133,MO,35.0,22.8,91.0,15.9,82.0,16.2,57.0,19.5,,,,,,,,,,,,,35.0,68.7,27.0,8.0,82.0,-30.8,73.0,18.0,,,,,
2198,WRIGHT MEMORIAL HOSPITAL (261309),2021,Critical Access,Voluntary non-profit - Private,21.0,40.068275,-93.579936,MO,36.0,20.5,65.0,15.1,43.0,16.5,,,,,,,,,,,,,,,36.0,-30.2,33.0,6.0,43.0,-22.4,39.0,13.0,,88.0,17.3,,
2199,SCOTLAND COUNTY  HOSPITAL (261310),2021,Critical Access,Government - Hospital District or Authority,25.0,40.466023,-92.168171,MO,,,75.0,15.7,48.0,16.8,43.0,19.3,,,,,,,,,,,,,,,,,48.0,-5.9,41.0,9.0,,,,,
2200,PERRY COUNTY MEMORIAL HOSPITAL (261311),2021,Critical Access,Government - Local,25.0,37.73162,-89.864801,MO,75.0,22.1,163.0,14.6,195.0,17.5,85.0,19.7,83.0,3.9,,,,,36.0,6.4,,,,,75.0,-6.5,60.0,22.0,195.0,5.4,150.0,51.0,10.7,480.0,18.3,77.0,1.0
2201,HARRISON COUNTY COMMUNITY HOSPITAL (261312),2021,Critical Access,Government - Hospital District or Authority,15.0,40.265292,-94.026145,MO,,,55.0,15.9,97.0,16.2,38.0,19.9,,,,,,,,,,,,,,,,,97.0,-10.4,80.0,21.0,,37.0,16.6,,
2202,MACON COUNTY SAMARITAN MEMORIAL HOSPITAL (261313),2021,Critical Access,Government - Local,25.0,39.747885,-92.468031,MO,28.0,22.4,121.0,15.3,102.0,15.5,49.0,20.9,,,,,,,,,,,,,28.0,29.0,27.0,9.0,102.0,-5.1,96.0,21.0,,160.0,16.0,34.0,1.0
2203,MERCY HOSPITAL - AURORA (261316),2021,Critical Access,Voluntary non-profit - Church,24.0,36.97051,-93.710962,MO,,,25.0,15.3,37.0,16.8,25.0,20.3,,,,,,,,,,,,,,,,,37.0,-4.6,33.0,10.0,,40.0,16.6,,
2204,MERCY HOSPITAL - CASSVILLE (261317),2021,Critical Access,Voluntary non-profit - Church,20.0,36.674077,-93.871886,MO,,,,,38.0,16.4,28.0,20.2,,,,,,,,,,,,,,,,,38.0,25.5,37.0,10.0,,87.0,15.7,,
2205,MERCY HOSPITAL LINCOLN (261319),2021,Critical Access,Government - Local,25.0,38.983989,-90.964767,MO,25.0,22.2,51.0,15.2,61.0,16.8,29.0,20.1,,,,,,,,,,,,,25.0,13.1,22.0,6.0,61.0,-9.8,57.0,15.0,,177.0,15.9,46.0,1.0
2206,LAFAYETTE REGIONAL HEALTH CENTER (261320),2021,Critical Access,Proprietary,25.0,39.189146,-93.877065,MO,41.0,22.8,81.0,15.9,59.0,15.4,45.0,19.5,,,,,,,,,,,,,41.0,7.2,35.0,14.0,59.0,-43.2,46.0,12.0,,161.0,17.0,,
2207,HEDRICK MEDICAL CENTER (261321),2021,Critical Access,Voluntary non-profit - Private,24.0,39.816125,-93.552781,MO,88.0,22.4,140.0,15.5,123.0,18.1,78.0,18.8,,,,,,,,,,,,,88.0,-4.9,71.0,26.0,123.0,-6.0,110.0,33.0,,40.0,16.6,,
2208,EXCELSIOR SPRINGS HOSPITAL (261322),2021,Critical Access,Government - Local,70.0,39.362217,-94.236519,MO,,,,,,,,,,,,,,,,,,,,,,,,,33.0,-27.2,29.0,10.0,,76.0,16.3,35.0,1.1
2209,CEDAR COUNTY MEMORIAL HOSPITAL (261323),2021,Critical Access,Government - Local,25.0,37.860674,-94.018505,MO,,,47.0,15.8,37.0,17.4,,,,,,,,,,,,,,,,,,,37.0,19.5,33.0,14.0,,,,,
2210,CASS REGIONAL MEDICAL CENTER (261324),2021,Critical Access,Government - Local,35.0,38.663345,-94.375321,MO,30.0,22.3,72.0,15.5,89.0,16.9,35.0,21.3,56.0,3.8,,,,,28.0,5.7,,,,,30.0,10.4,24.0,11.0,89.0,-28.1,79.0,24.0,12.1,382.0,18.0,44.0,1.0
2211,COX BARTON COUNTY HOSPITAL (261325),2021,Critical Access,Government - Local,25.0,37.505282,-94.299482,MO,,,61.0,15.7,45.0,16.4,35.0,19.5,34.0,3.8,,,,,,,,,,,,,,,45.0,-14.7,41.0,7.0,,75.0,17.4,,
2212,MOSAIC MEDICAL CENTER ALBANY (261328),2021,Critical Access,Voluntary non-profit - Private,25.0,40.252124,-94.325476,MO,,,78.0,15.5,73.0,16.6,35.0,20.8,,,,,,,,,,,,,,,,,73.0,10.2,61.0,13.0,,87.0,16.2,,
2213,COX MONETT HOSPITAL (261329),2021,Critical Access,Voluntary non-profit - Private,23.0,36.926633,-93.93125,MO,36.0,22.5,52.0,15.5,55.0,16.6,36.0,20.2,,,,,,,,,,,,,36.0,6.2,33.0,11.0,55.0,-25.6,47.0,14.0,,302.0,18.0,,
2214,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL (261330),2021,Critical Access,Government - Hospital District or Authority,25.0,37.968347,-90.053968,MO,82.0,19.3,93.0,15.3,82.0,15.8,48.0,18.6,45.0,3.9,,,,,31.0,5.7,,,,,82.0,-33.6,66.0,14.0,82.0,-4.0,71.0,16.0,11.9,357.0,16.6,114.0,1.1
2215,FREEMAN NEOSHO HOSPITAL (261331),2021,Critical Access,Voluntary non-profit - Private,25.0,36.867614,-94.368787,MO,50.0,21.6,66.0,15.4,60.0,15.9,54.0,20.0,,,,,,,,,,,,,50.0,-7.3,42.0,12.0,60.0,-6.8,59.0,12.0,,230.0,17.8,,
2216,CARROLL COUNTY MEMORIAL HOSPITAL (261332),2021,Critical Access,Voluntary non-profit - Private,22.0,39.376161,-93.494218,MO,,,45.0,15.9,45.0,16.5,26.0,19.6,,,,,,,,,,,,,,,,,45.0,15.2,42.0,12.0,,151.0,16.3,31.0,1.1
2217,PIKE COUNTY MEMORIAL HOSPITAL (261333),2021,Critical Access,Government - Local,25.0,39.441679,-91.065383,MO,37.0,21.4,45.0,15.4,54.0,16.9,27.0,19.7,,,,,,,,,,,,,37.0,9.2,31.0,9.0,54.0,-6.9,50.0,16.0,,59.0,16.4,,
2218,MERCY ST FRANCIS HOSPITAL (261335),2021,Critical Access,Voluntary non-profit - Private,24.0,,,MO,,,,,42.0,16.9,,,,,,,,,,,,,,,,,,,42.0,-28.0,40.0,14.0,,95.0,16.7,,
2219,MISSOURI BAPTIST SULLIVAN HOSPITAL (261337),2021,Critical Access,Voluntary non-profit - Private,35.0,38.195574,-91.169288,MO,92.0,22.4,95.0,15.1,76.0,15.9,54.0,19.0,,,,,,,,,,,,,92.0,1.2,68.0,25.0,76.0,-25.9,73.0,21.0,,211.0,18.1,,
2220,MERCY HOSPITAL CARTHAGE (261338),2021,Critical Access,Government - Local,25.0,37.1367,-94.320872,MO,27.0,21.5,61.0,15.6,49.0,16.1,27.0,19.0,,,,,,,,,,,,,27.0,-18.8,23.0,6.0,49.0,-18.4,46.0,9.0,,412.0,18.1,,
2221,ST PETERS HOSPITAL (270003),2021,Acute Care,Voluntary non-profit - Private,125.0,,,MT,202.0,18.9,706.0,14.8,291.0,16.7,168.0,20.3,276.0,3.4,86.0,15.3,,,181.0,5.3,86.0,-24.3,84.0,21.0,202.0,-38.7,174.0,48.0,291.0,-6.3,264.0,68.0,14.8,1506.0,15.3,246.0,0.8
