,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,30-Day HF Readmission Rate (READM-30 HF) (Denominator),30-Day HF Readmission Rate (READM-30 HF),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE) (Denominator),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE),30-Day Pneumonia Readmission Rate (READM-30 PN) (Denominator),30-Day Pneumonia Readmission Rate (READM-30 PN),30-Day Readmission Rate (READM-30 COPD) (Denominator),30-Day Readmission Rate (READM-30 COPD),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE) (Denominator),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE),AMI 30-Day Readmission Rate (READM-30 AMI) (Denominator),AMI 30-Day Readmission Rate (READM-30 AMI),CABG 30-Day Readmission Rate (READM-30 CABG) (Denominator),CABG 30-Day Readmission Rate (READM-30 CABG),Hospital return days for AMI patients (EDAC-30 AMI) (Denominator),Hospital return days for AMI patients (EDAC-30 AMI),Hospital return days for HF patients (EDAC-30 HF) (Denominator),Hospital return days for HF patients (EDAC-30 HF),Hospital return days for PN patients (EDAC-30 PN) (Denominator),Hospital return days for PN patients (EDAC-30 PN),Rate of unplanned visits after colonoscopy (per 1K) (OP-32) (Denominator),Rate of unplanned visits after colonoscopy (per 1K) (OP-32)
2613,LONG ISLAND COMMUNITY HOSPITAL (330141),2019,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,677.0,20.0,3795.0,16.2,908.0,18.7,574.0,18.4,66.0,4.4,283.0,14.3,,,283.0,0.0,677.0,15.9,908.0,50.6,79.0,14.3
2614,"IRA DAVENPORT MEMORIAL HOSPITAL, INC (330144)",2019,Acute Care,Voluntary non-profit - Other,139.0,42.37297,-77.278553,NY,,,77.0,15.0,62.0,15.0,46.0,20.0,,,,,,,,,,,62.0,-22.5,31.0,14.6
2615,ST JAMES MERCY HOSPITAL (330151),2019,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,46.0,21.0,273.0,14.7,120.0,15.3,48.0,18.3,,,,,,,,,46.0,-40.7,120.0,-24.6,61.0,14.9
2616,ELLIS HOSPITAL (330153),2019,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,662.0,19.3,2911.0,14.5,610.0,16.8,383.0,19.3,267.0,3.2,358.0,16.8,118.0,13.4,358.0,15.0,662.0,-20.0,610.0,29.5,249.0,14.5
2617,SAMARITAN MEDICAL CENTER (330157),2019,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,364.0,21.8,1581.0,15.8,365.0,16.5,262.0,20.5,251.0,3.2,,,,,,,364.0,33.0,365.0,37.0,546.0,14.0
2618,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2019,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,749.0,24.5,3777.0,15.7,972.0,18.6,405.0,20.2,317.0,3.5,413.0,14.3,85.0,13.5,413.0,-1.0,749.0,41.9,972.0,60.7,157.0,14.6
2619,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2019,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,1006.0,23.4,5845.0,16.7,1037.0,17.8,635.0,21.3,239.0,4.3,290.0,15.7,111.0,11.6,290.0,35.4,1006.0,39.8,1037.0,44.5,205.0,13.5
2620,NORTHERN WESTCHESTER HOSPITAL (330162),2019,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,381.0,23.0,2555.0,16.3,525.0,19.5,224.0,22.1,535.0,4.8,47.0,15.6,,,47.0,51.2,381.0,34.0,525.0,21.8,353.0,13.4
2621,EASTERN NIAGARA HOSPITAL (330163),2019,Acute Care,Voluntary non-profit - Private,132.0,43.17638,-78.671075,NY,198.0,23.3,639.0,16.7,115.0,17.2,256.0,20.7,,,59.0,17.0,,,59.0,92.8,198.0,37.1,115.0,38.0,97.0,15.5
2622,HIGHLAND HOSPITAL (330164),2019,Acute Care,Voluntary non-profit - Private,243.0,43.135955,-77.607556,NY,367.0,19.6,1889.0,15.5,447.0,15.0,195.0,19.1,404.0,3.7,34.0,15.6,,,34.0,-29.1,367.0,45.2,447.0,17.7,279.0,14.6
2623,"WESTFIELD MEMORIAL HOSPITAL, INC (330166)",2019,Acute Care,Voluntary non-profit - Private,5.0,42.327901,-79.569397,NY,,,,,,,,,,,,,,,,,,,,,42.0,14.5
2624,NYU WINTHROP HOSPITAL (330167),2019,Acute Care,Voluntary non-profit - Private,510.0,40.741648,-73.643532,NY,1245.0,20.8,7785.0,15.6,961.0,16.9,527.0,21.4,695.0,3.9,546.0,16.6,221.0,13.2,546.0,31.3,1245.0,26.4,961.0,34.5,278.0,13.7
2625,MOUNT SINAI BETH ISRAEL (330169),2019,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,969.0,22.2,5232.0,16.7,1058.0,18.8,543.0,19.4,345.0,3.6,310.0,15.8,59.0,13.0,310.0,36.3,970.0,37.9,1058.0,60.5,375.0,12.9
2626,BRONX VA MEDICAL CENTER (33016F),2019,Acute Care (VA),Government - Federal,,,,,285.0,23.3,,,180.0,20.2,,,,,26.0,16.0,,,,,,,,,,
2627,"CORTLAND REGIONAL MEDICAL CENTER, INC (330175)",2019,Acute Care,Voluntary non-profit - Private,195.0,42.608997,-76.186117,NY,229.0,20.4,970.0,16.3,418.0,17.8,178.0,19.0,26.0,4.0,,,,,,,229.0,-7.6,418.0,4.6,249.0,14.2
2628,SAMARITAN HOSPITAL (330180),2019,Acute Care,Voluntary non-profit - Private,248.0,42.733395,-73.671434,NY,324.0,21.4,1519.0,15.2,354.0,15.2,269.0,18.9,62.0,3.9,129.0,15.9,,,129.0,20.4,325.0,27.6,354.0,13.8,400.0,14.7
2629,GLEN COVE HOSPITAL (330181),2019,Acute Care,Voluntary non-profit - Private,152.0,,,NY,288.0,25.0,1297.0,14.5,436.0,18.1,147.0,17.9,,,90.0,15.0,,,90.0,29.7,288.0,41.5,436.0,44.7,109.0,14.9
2630,"ST FRANCIS HOSPITAL, ROSLYN (330182)",2019,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,1827.0,21.5,8225.0,15.2,967.0,16.5,404.0,19.9,1270.0,3.5,800.0,14.3,579.0,15.2,800.0,26.0,1827.0,20.4,967.0,22.9,281.0,14.4
2631,MONTEFIORE NEW ROCHELLE HOSPITAL (330184),2019,Acute Care,Voluntary non-profit - Private,320.0,40.912968,-73.786997,NY,334.0,23.6,1705.0,15.3,300.0,16.7,145.0,20.9,433.0,3.3,52.0,16.3,,,52.0,7.0,334.0,40.9,300.0,47.1,282.0,13.9
2632,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON (330185),2019,Acute Care,Voluntary non-profit - Private,248.0,40.938249,-73.052951,NY,778.0,23.2,4507.0,17.2,1052.0,19.7,607.0,21.6,278.0,4.6,85.0,16.0,,,85.0,73.2,778.0,54.5,1052.0,42.4,136.0,14.1
2633,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER (330188),2019,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,204.0,22.2,774.0,15.2,205.0,16.7,158.0,20.7,91.0,3.9,25.0,15.8,,,25.0,19.5,204.0,-12.7,205.0,18.0,126.0,14.7
2634,GLENS FALLS HOSPITAL (330191),2019,Acute Care,Voluntary non-profit - Private,392.0,43.308335,-73.644551,NY,480.0,22.7,2293.0,15.1,632.0,16.0,435.0,20.6,242.0,3.2,144.0,14.2,,,144.0,2.7,481.0,19.7,632.0,28.5,413.0,13.6
2635,FLUSHING HOSPITAL MEDICAL CENTER (330193),2019,Acute Care,Voluntary non-profit - Private,288.0,40.755636,-73.815645,NY,198.0,23.6,1396.0,16.2,442.0,18.6,147.0,19.8,32.0,4.2,53.0,18.2,,,53.0,150.4,198.0,120.7,442.0,86.8,,
2636,MAIMONIDES MEDICAL CENTER (330194),2019,Acute Care,Voluntary non-profit - Private,711.0,40.63908,-73.998668,NY,1656.0,21.8,6979.0,17.0,1571.0,20.1,476.0,19.0,171.0,3.8,884.0,15.0,132.0,10.6,884.0,10.0,1657.0,45.3,1571.0,70.9,203.0,13.7
2637,LONG ISLAND JEWISH MEDICAL CENTER (330195),2019,Acute Care,Voluntary non-profit - Private,1233.0,,,NY,1451.0,26.0,9996.0,16.5,1685.0,20.0,668.0,21.2,670.0,4.1,291.0,15.6,,,291.0,27.1,1451.0,67.1,1685.0,62.5,255.0,15.0
2638,CONEY ISLAND HOSPITAL (330196),2019,Acute Care,Government - Local,354.0,40.58494,-73.966285,NY,594.0,23.5,2386.0,17.5,569.0,22.1,238.0,21.5,,,89.0,15.7,,,89.0,127.8,594.0,67.8,569.0,125.2,41.0,14.5
2639,CANTON-POTSDAM HOSPITAL (330197),2019,Acute Care,Voluntary non-profit - Private,94.0,44.676085,-74.981451,NY,224.0,20.7,1172.0,15.3,333.0,14.9,236.0,19.4,164.0,3.9,80.0,16.3,,,80.0,3.4,224.0,2.1,333.0,-8.9,254.0,13.2
2640,SOUTH NASSAU COMMUNITIES HOSPITAL (330198),2019,Acute Care,Voluntary non-profit - Private,385.0,,,NY,882.0,22.8,5474.0,16.3,1493.0,18.1,888.0,21.0,489.0,3.5,296.0,15.4,,,296.0,18.8,882.0,40.7,1493.0,73.5,354.0,15.0
2641,METROPOLITAN HOSPITAL CENTER (330199),2019,Acute Care,Government - Local,342.0,40.78472,-73.943636,NY,,,186.0,15.3,36.0,18.0,,,,,,,,,,,,,36.0,11.4,,
2642,NORTHPORT VA MEDICAL CENTER (33019F),2019,Acute Care (VA),Government - Federal,,,,,222.0,22.0,,,230.0,18.0,,,,,43.0,15.8,,,,,,,,,,
2643,KINGSBROOK JEWISH MEDICAL CENTER (330201),2019,Acute Care,Voluntary non-profit - Private,970.0,40.658929,-73.934072,NY,214.0,26.0,947.0,16.8,222.0,18.1,140.0,21.8,,,53.0,15.3,,,53.0,13.9,214.0,127.9,222.0,79.1,,
2644,KINGS COUNTY HOSPITAL CENTER (330202),2019,Acute Care,Government - Local,633.0,40.655773,-73.944039,NY,149.0,25.4,892.0,17.2,90.0,16.9,43.0,19.7,,,42.0,16.2,,,42.0,31.6,149.0,86.7,90.0,41.6,,
2645,CROUSE HOSPITAL (330203),2019,Acute Care,Voluntary non-profit - Private,498.0,43.041666,-76.137853,NY,554.0,23.5,3586.0,16.2,621.0,16.5,340.0,18.3,675.0,4.6,157.0,16.5,,,157.0,56.4,554.0,43.5,622.0,31.5,33.0,14.9
2646,BELLEVUE HOSPITAL CENTER (330204),2019,Acute Care,Government - Local,904.0,40.740079,-73.97625,NY,75.0,20.8,923.0,15.5,73.0,16.6,73.0,19.9,,,105.0,15.9,,,105.0,27.7,75.0,20.6,73.0,24.2,,
2647,ST ANTHONY COMMUNITY HOSPITAL (330205),2019,Acute Care,Voluntary non-profit - Church,64.0,41.261094,-74.356945,NY,159.0,23.6,742.0,15.6,251.0,18.6,143.0,22.3,227.0,3.8,33.0,16.2,,,33.0,-6.2,159.0,97.1,252.0,37.7,235.0,14.4
2648,ST JOHN'S RIVERSIDE HOSPITAL (330208),2019,Acute Care,Voluntary non-profit - Private,346.0,40.96784,-73.885107,NY,553.0,24.8,2303.0,15.3,537.0,17.8,333.0,20.9,177.0,5.1,58.0,15.3,,,58.0,5.9,553.0,72.5,537.0,39.6,274.0,14.3
2649,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN (33020F),2019,Acute Care (VA),VA,,,,,268.0,27.1,,,132.0,18.9,,,,,48.0,17.4,,,,,,,,,,
2650,CLAXTON-HEPBURN MEDICAL CENTER (330211),2019,Acute Care,Voluntary non-profit - Private,110.0,44.692091,-75.499934,NY,85.0,20.4,539.0,14.4,225.0,16.3,144.0,18.8,57.0,3.9,,,,,,,85.0,-22.1,225.0,14.5,366.0,14.3
2651,NYU LANGONE HOSPITALS (330214),2019,Acute Care,Voluntary non-profit - Private,1085.0,40.74226,-73.974661,NY,1493.0,20.4,11646.0,14.7,1581.0,17.4,608.0,19.9,2986.0,3.5,462.0,15.0,147.0,12.0,462.0,6.7,1493.0,13.1,1581.0,40.0,1649.0,12.7
2652,"ROME MEMORIAL HOSPITAL, INC (330215)",2019,Acute Care,Voluntary non-profit - Private,176.0,43.228954,-75.444248,NY,210.0,24.0,695.0,16.0,194.0,18.9,236.0,20.4,,,,,,,,,210.0,34.9,194.0,54.1,290.0,14.3
2653,OSWEGO HOSPITAL (330218),2019,Acute Care,Voluntary non-profit - Private,164.0,43.454141,-76.516001,NY,239.0,22.7,815.0,15.2,371.0,17.4,180.0,19.1,34.0,3.9,73.0,14.9,,,73.0,-15.7,239.0,31.7,371.0,32.6,275.0,13.8
2654,ERIE COUNTY MEDICAL CENTER (330219),2019,Acute Care,Voluntary non-profit - Private,931.0,42.927236,-78.829151,NY,182.0,21.0,1448.0,15.0,125.0,17.0,100.0,19.5,323.0,3.4,,,,,,,182.0,10.8,125.0,66.1,40.0,14.4
2655,WYCKOFF HEIGHTS MEDICAL CENTER (330221),2019,Acute Care,Voluntary non-profit - Private,260.0,40.704699,-73.917648,NY,220.0,26.0,1007.0,17.7,210.0,19.1,121.0,18.5,,,70.0,16.4,,,70.0,50.3,221.0,58.4,210.0,50.9,35.0,14.5
2656,SARATOGA HOSPITAL (330222),2019,Acute Care,Voluntary non-profit - Private,189.0,43.084794,-73.796223,NY,332.0,21.1,2275.0,14.7,532.0,17.0,388.0,19.7,531.0,3.4,92.0,14.8,,,92.0,-5.2,332.0,19.3,532.0,35.8,311.0,14.9
2657,MASSENA MEMORIAL HOSPITAL (330223),2019,Acute Care,Government - Local,42.0,44.936344,-74.907828,NY,246.0,25.3,562.0,16.2,230.0,18.6,126.0,20.0,,,28.0,15.0,,,28.0,-25.2,246.0,12.6,230.0,30.8,142.0,15.3
2658,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS (330224),2019,Acute Care,Voluntary non-profit - Church,120.0,41.922453,-73.999335,NY,,,198.0,15.7,,,,,302.0,4.0,,,,,,,,,,,,
2659,UNITY HOSPITAL OF ROCHESTER (330226),2019,Acute Care,Voluntary non-profit - Private,470.0,43.191544,-77.701464,NY,424.0,23.0,1928.0,16.8,386.0,17.7,198.0,20.5,435.0,3.8,84.0,15.5,,,84.0,30.8,424.0,65.6,386.0,22.3,192.0,15.7
2660,BROOKS MEMORIAL HOSPITAL (330229),2019,Acute Care,Voluntary non-profit - Private,65.0,42.480106,-79.333617,NY,72.0,22.9,420.0,15.0,127.0,15.7,96.0,19.6,163.0,4.0,,,,,,,72.0,39.6,127.0,13.9,108.0,14.6
2661,QUEENS HOSPITAL CENTER (330231),2019,Acute Care,Government - Local,262.0,40.71698,-73.803431,NY,126.0,22.6,602.0,17.2,182.0,19.7,75.0,20.3,,,,,,,,,126.0,58.4,182.0,69.2,,
2662,SAMARITAN HOSPITAL-ST MARY'S CAMPUS (330232),2019,Acute Care,Voluntary non-profit - Private,130.0,42.743977,-73.676415,NY,49.0,21.4,,,82.0,16.5,81.0,19.6,,,,,,,,,49.0,22.4,82.0,0.2,339.0,17.0
2663,BROOKDALE HOSPITAL MEDICAL CENTER (330233),2019,Acute Care,Voluntary non-profit - Private,863.0,40.6545,-73.91275,NY,154.0,22.9,827.0,16.2,110.0,16.7,110.0,18.3,,,74.0,16.9,,,74.0,37.9,154.0,34.5,110.0,64.2,65.0,15.2
2664,WESTCHESTER MEDICAL CENTER (330234),2019,Acute Care,Government - Hospital District or Authority,830.0,41.08768,-73.803897,NY,373.0,21.9,3607.0,16.8,396.0,17.3,216.0,19.5,305.0,4.7,442.0,15.3,174.0,14.8,442.0,30.2,374.0,54.6,396.0,52.9,160.0,14.9
2665,AUBURN  COMMUNITY  HOSPITAL (330235),2019,Acute Care,Voluntary non-profit - Private,179.0,42.940761,-76.564607,NY,449.0,27.2,1510.0,17.6,484.0,18.9,334.0,23.2,73.0,4.4,46.0,16.2,,,46.0,15.2,449.0,54.7,484.0,18.2,455.0,14.3
2666,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL (330236),2019,Acute Care,Voluntary non-profit - Private,586.0,40.668263,-73.979141,NY,1064.0,23.1,4919.0,16.1,946.0,19.7,390.0,21.1,270.0,4.4,278.0,16.4,58.0,12.0,278.0,26.2,1065.0,39.2,946.0,71.9,315.0,13.2
2667,NICHOLAS H NOYES MEMORIAL HOSPITAL (330238),2019,Acute Care,Voluntary non-profit - Private,68.0,42.55213,-77.700356,NY,106.0,21.4,489.0,16.4,185.0,18.2,111.0,19.7,71.0,4.1,,,,,,,106.0,-1.4,185.0,23.2,172.0,15.4
2668,UPMC CHAUTAUQUA WCA (330239),2019,Acute Care,Voluntary non-profit - Private,217.0,42.091237,-79.23295,NY,321.0,20.7,1179.0,14.7,347.0,18.6,227.0,21.3,,,47.0,15.4,,,47.0,-13.6,321.0,6.6,347.0,42.2,531.0,13.5
2669,HARLEM HOSPITAL CENTER (330240),2019,Acute Care,Government - Local,280.0,40.814482,-73.940495,NY,54.0,24.8,478.0,17.0,68.0,18.2,48.0,20.5,,,,,,,,,54.0,54.5,68.0,83.9,,
2670,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER (330241),2019,Acute Care,Government - State,734.0,43.042677,-76.139323,NY,512.0,23.3,4455.0,16.6,616.0,15.7,374.0,20.9,357.0,4.1,166.0,17.1,39.0,14.0,166.0,21.3,512.0,28.5,616.0,0.5,69.0,15.5
2671,ST ELIZABETH MEDICAL CENTER (330245),2019,Acute Care,Voluntary non-profit - Private,201.0,43.083646,-75.267158,NY,677.0,21.4,2612.0,15.2,525.0,16.9,407.0,19.3,697.0,3.0,365.0,14.8,145.0,15.3,365.0,31.0,677.0,35.4,525.0,23.2,,
2672,ST CHARLES HOSPITAL (330246),2019,Acute Care,Voluntary non-profit - Church,239.0,40.947392,-73.059832,NY,129.0,23.9,1523.0,15.8,242.0,17.7,187.0,20.9,701.0,4.1,28.0,16.1,,,28.0,23.8,129.0,122.6,242.0,66.3,48.0,14.8
2673,SYRACUSE VA MEDICAL CENTER (33024F),2019,Acute Care (VA),Government - Federal,,,,,438.0,26.5,,,540.0,20.3,,,,,102.0,19.1,,,,,,,,,,
2674,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR (330250),2019,Acute Care,Voluntary non-profit - Private,375.0,44.700122,-73.466647,NY,568.0,20.1,2642.0,15.3,585.0,17.3,515.0,20.0,267.0,4.1,407.0,16.1,,,407.0,7.0,568.0,24.4,585.0,34.7,692.0,13.5
2675,MERCY MEDICAL CENTER (330259),2019,Acute Care,Voluntary non-profit - Private,375.0,40.688191,-73.633236,NY,286.0,25.8,2124.0,17.0,416.0,18.4,281.0,22.2,99.0,3.8,80.0,16.0,,,80.0,86.6,286.0,56.2,416.0,58.0,259.0,14.1
2676,PHELPS MEMORIAL HOSPITAL ASSN (330261),2019,Acute Care,Voluntary non-profit - Other,205.0,41.107555,-73.859639,NY,285.0,19.5,2069.0,15.1,391.0,18.1,177.0,20.5,515.0,3.6,45.0,16.0,,,45.0,13.3,285.0,-5.5,391.0,32.7,512.0,14.8
2677,ST LUKE'S CORNWALL HOSPITAL (330264),2019,Acute Care,Voluntary non-profit - Other,192.0,41.503744,-74.015176,NY,450.0,21.3,2789.0,14.9,814.0,18.7,411.0,18.8,314.0,4.6,201.0,15.7,,,201.0,10.6,450.0,41.0,814.0,54.1,129.0,14.4
2678,CLIFTON SPRINGS HOSPITAL AND CLINIC (330265),2019,Acute Care,Voluntary non-profit - Private,208.0,42.960473,-77.139252,NY,60.0,22.0,356.0,14.7,99.0,16.9,48.0,20.0,,,,,,,,,60.0,10.3,99.0,40.7,110.0,14.4
2679,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL (330267),2019,Acute Care,Voluntary non-profit - Private,127.0,41.291457,-73.893601,NY,642.0,25.7,2624.0,16.3,737.0,17.8,364.0,23.5,284.0,3.8,132.0,16.6,,,132.0,20.7,642.0,64.4,737.0,26.0,39.0,14.8
2680,HOSPITAL FOR SPECIAL SURGERY (330270),2019,Acute Care,Voluntary non-profit - Private,202.0,40.764866,-73.953128,NY,,,5989.0,10.2,,,,,9356.0,2.6,,,,,,,,,,,,
2681,PUTNAM HOSPITAL CENTER (330273),2019,Acute Care,Voluntary non-profit - Private,144.0,41.384844,-73.664475,NY,386.0,22.1,2183.0,15.7,420.0,16.6,365.0,21.4,626.0,3.8,77.0,15.8,,,77.0,4.1,386.0,-4.1,420.0,17.2,45.0,14.8
2682,NATHAN LITTAUER HOSPITAL (330276),2019,Acute Care,Voluntary non-profit - Private,149.0,43.068029,-74.330817,NY,91.0,21.4,471.0,15.5,103.0,15.6,141.0,18.2,47.0,4.1,,,,,,,91.0,4.6,104.0,-40.2,189.0,14.4
2683,CORNING HOSPITAL (330277),2019,Acute Care,Voluntary non-profit - Private,72.0,42.136107,-76.969841,NY,373.0,22.6,1234.0,16.4,342.0,17.8,240.0,19.0,227.0,4.1,40.0,16.0,,,40.0,-16.0,373.0,29.0,342.0,4.0,393.0,17.2
2684,MERCY HOSPITAL OF BUFFALO (330279),2019,Acute Care,Voluntary non-profit - Private,470.0,42.847875,-78.811876,NY,388.0,22.4,2383.0,14.5,325.0,16.8,267.0,18.0,74.0,3.8,393.0,14.1,111.0,12.2,393.0,7.4,390.0,24.6,326.0,8.9,59.0,14.4
2685,STRONG MEMORIAL HOSPITAL (330285),2019,Acute Care,Voluntary non-profit - Private,822.0,43.124394,-77.623692,NY,562.0,23.7,3973.0,16.6,414.0,18.9,266.0,21.2,,,325.0,17.6,90.0,12.8,325.0,22.6,562.0,84.6,414.0,52.0,372.0,13.5
2686,GOOD SAMARITAN HOSPITAL MEDICAL CENTER (330286),2019,Acute Care,Voluntary non-profit - Church,437.0,40.696807,-73.286321,NY,809.0,23.7,5363.0,17.2,1212.0,20.1,805.0,21.6,214.0,4.9,389.0,16.1,203.0,14.2,389.0,45.3,810.0,55.1,1212.0,76.4,89.0,15.9
2687,WHITE PLAINS HOSPITAL CENTER (330304),2019,Acute Care,Voluntary non-profit - Private,292.0,,,NY,628.0,23.5,5174.0,15.9,1231.0,18.1,448.0,20.2,270.0,4.1,251.0,15.5,,,251.0,-16.7,628.0,69.9,1231.0,51.6,542.0,14.6
2688,CAYUGA MEDICAL CENTER AT ITHACA (330307),2019,Acute Care,Voluntary non-profit - Private,174.0,42.467096,-76.538808,NY,246.0,22.1,1638.0,14.4,308.0,15.5,163.0,20.6,317.0,3.3,120.0,15.7,,,120.0,-4.0,246.0,3.9,308.0,-4.4,340.0,13.5
2689,PLAINVIEW HOSPITAL (330331),2019,Acute Care,Voluntary non-profit - Private,169.0,40.774456,-73.478063,NY,546.0,22.8,2784.0,14.9,776.0,16.3,275.0,20.2,239.0,4.0,90.0,15.7,,,90.0,24.6,546.0,37.8,776.0,13.0,275.0,14.9
2690,ST JOSEPH HOSPITAL (330332),2019,Acute Care,Voluntary non-profit - Private,201.0,40.725795,-73.478755,NY,474.0,21.7,2262.0,15.4,519.0,18.4,405.0,19.8,84.0,4.5,45.0,16.5,,,45.0,151.9,475.0,45.9,519.0,49.0,46.0,14.3
2691,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ) (330350),2019,Acute Care,Government - State,450.0,40.654457,-73.94516,NY,239.0,24.2,957.0,17.0,117.0,16.7,109.0,21.2,,,119.0,18.2,,,119.0,50.9,239.0,73.6,117.0,27.5,48.0,14.4
2692,NORTH CENTRAL BRONX HOSPITAL (330385),2019,Acute Care,Government - Local,205.0,,,NY,,,219.0,15.2,,,,,,,,,,,,,,,,,,
2693,CATSKILL REGIONAL MEDICAL CENTER (330386),2019,Acute Care,Voluntary non-profit - Private,167.0,41.70642,-74.736752,NY,235.0,23.2,1071.0,16.5,353.0,19.0,175.0,19.3,,,84.0,16.5,,,84.0,-7.6,235.0,42.3,353.0,59.2,254.0,14.6
2694,UNIVERSITY HOSPITAL AT STONY BROOK (330393),2019,Acute Care,Government - State,662.0,,,NY,1549.0,22.0,10000.0,15.5,1250.0,17.6,478.0,20.2,628.0,3.5,860.0,16.0,172.0,14.4,860.0,23.3,1550.0,36.7,1250.0,38.2,690.0,18.6
2695,"UNITED HEALTH SERVICES HOSPITALS, INC (330394)",2019,Acute Care,Voluntary non-profit - Private,485.0,42.088097,-75.914166,NY,554.0,20.0,3340.0,15.5,587.0,15.2,364.0,18.0,438.0,3.8,477.0,15.7,99.0,13.2,477.0,6.4,554.0,22.6,587.0,1.8,636.0,14.2
2696,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE (330395),2019,Acute Care,Voluntary non-profit - Private,268.0,40.598675,-73.75268,NY,139.0,22.8,1222.0,18.2,345.0,19.9,183.0,19.6,,,,,,,,,139.0,26.7,345.0,108.5,50.0,14.7
2697,WOODHULL MEDICAL AND MENTAL HEALTH CENTER (330396),2019,Acute Care,Government - Local,371.0,40.700512,-73.941557,NY,85.0,24.4,346.0,15.9,48.0,17.0,58.0,20.3,,,,,,,,,85.0,34.6,49.0,7.4,,
2698,INTERFAITH MEDICAL CENTER (330397),2019,Acute Care,Voluntary non-profit - Private,256.0,40.677866,-73.937154,NY,54.0,20.4,276.0,15.3,61.0,17.6,30.0,19.1,,,,,,,,,54.0,6.2,61.0,110.7,,
2699,ST BARNABAS HOSPITAL (330399),2019,Acute Care,Voluntary non-profit - Private,445.0,40.85277,-73.892168,NY,71.0,21.6,572.0,16.7,83.0,16.7,60.0,20.1,,,,,,,,,72.0,12.9,83.0,3.2,34.0,15.0
2700,ST CATHERINE OF SIENA HOSPITAL (330401),2019,Acute Care,Voluntary non-profit - Private,548.0,40.867592,-73.220142,NY,513.0,20.2,3526.0,16.5,435.0,15.8,370.0,18.2,139.0,4.1,206.0,16.1,,,206.0,8.6,513.0,35.8,435.0,36.6,306.0,14.4
2701,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER (330406),2019,Acute Care,Voluntary non-profit - Private,115.0,42.822229,-73.91386,NY,,,240.0,13.8,,,,,,,,,,,,,,,,,,
2702,CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE (331303),2019,Critical Access,Government - Federal,15.0,,,NY,,,28.0,15.4,,,,,,,,,,,,,,,,,,
2703,MARGARETVILLE MEMORIAL HOSPITAL (331304),2019,Critical Access,Voluntary non-profit - Private,97.0,42.147654,-74.642629,NY,,,55.0,15.2,40.0,16.7,,,,,,,,,,,,,40.0,-20.5,32.0,14.5
2704,O'CONNOR HOSPITAL (331305),2019,Critical Access,Voluntary non-profit - Private,16.0,42.26687,-74.91685,NY,,,61.0,15.5,38.0,15.9,27.0,18.7,,,,,,,,,,,38.0,-17.7,53.0,14.5
2705,"RIVER HOSPITAL, INC (331309)",2019,Critical Access,Voluntary non-profit - Private,24.0,44.337217,-75.920022,NY,,,50.0,15.3,36.0,16.3,,,,,,,,,,,,,36.0,-3.9,,
2706,ELLENVILLE REGIONAL HOSPITAL (331310),2019,Critical Access,Voluntary non-profit - Private,18.0,41.732351,-74.380624,NY,31.0,21.2,98.0,15.9,56.0,18.1,35.0,20.0,,,,,,,,,31.0,18.2,56.0,49.0,32.0,14.5
2707,LITTLE FALLS HOSPITAL (331311),2019,Critical Access,Voluntary non-profit - Private,25.0,43.043946,-74.847733,NY,44.0,23.3,252.0,16.0,118.0,16.8,54.0,19.1,,,,,,,,,44.0,32.3,118.0,14.7,41.0,14.5
