,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,30-Day HF Readmission Rate (READM-30 HF) (Denominator),30-Day HF Readmission Rate (READM-30 HF),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE) (Denominator),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE),30-Day Pneumonia Readmission Rate (READM-30 PN) (Denominator),30-Day Pneumonia Readmission Rate (READM-30 PN),30-Day Readmission Rate (READM-30 COPD) (Denominator),30-Day Readmission Rate (READM-30 COPD),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE) (Denominator),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE),AMI 30-Day Readmission Rate (READM-30 AMI) (Denominator),AMI 30-Day Readmission Rate (READM-30 AMI),CABG 30-Day Readmission Rate (READM-30 CABG) (Denominator),CABG 30-Day Readmission Rate (READM-30 CABG),ED visit rate for patients receiving outpatient chemo (OP-35 ED) (Denominator),ED visit rate for patients receiving outpatient chemo (OP-35 ED),Hospital return days for AMI patients (EDAC-30 AMI) (Denominator),Hospital return days for AMI patients (EDAC-30 AMI),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients Returned),Hospital return days for HF patients (EDAC-30 HF) (Denominator),Hospital return days for HF patients (EDAC-30 HF),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients Returned),Hospital return days for PN patients (EDAC-30 PN) (Denominator),Hospital return days for PN patients (EDAC-30 PN),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients Returned),Inpatient admit rate for patients receiving outpatient chemo (OP-35 ADM),Rate of unplanned visits after colonoscopy (per 1K) (OP-32) (Denominator),Rate of unplanned visits after colonoscopy (per 1K) (OP-32),Ratio of unplanned visits after outpatient surgery (OP-36) (Denominator),Ratio of unplanned visits after outpatient surgery (OP-36)
2550,JACOBI MEDICAL CENTER (330127),2023,Acute Care,Government - Local,477.0,40.857455,-73.84721,NY,124.0,20.4,1248.0,15.2,119.0,18.1,38.0,19.2,,,,,,,,,,,,,124.0,13.5,110.0,34.0,119.0,68.0,112.0,33.0,,,,,
2551,ELMHURST HOSPITAL CENTER (330128),2023,Acute Care,Government - Local,528.0,40.74434,-73.88598,NY,117.0,19.6,844.0,14.2,70.0,16.1,40.0,18.9,,,51.0,14.1,,,,,51.0,22.3,50.0,11.0,117.0,23.9,103.0,26.0,70.0,3.8,68.0,11.0,,71.0,14.2,,
2552,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM) (33012F),2023,Acute Care (VA),Government - Federal,,,,,419.0,21.1,2470.0,15.4,261.0,16.5,234.0,18.3,197.0,4.0,106.0,14.5,,,,,106.0,21.2,99.0,35.0,419.0,3.6,333.0,128.0,261.0,4.7,241.0,72.0,,,,,
2553,BON SECOURS COMMUNITY HOSPITAL (330135),2023,Acute Care,Voluntary non-profit - Church,181.0,41.367766,-74.682593,NY,114.0,22.0,458.0,15.2,85.0,17.2,66.0,20.0,,,,,,,,,,,,,114.0,45.5,100.0,39.0,85.0,20.6,82.0,25.0,,306.0,13.9,53.0,1.1
2554,BASSETT HEALTHCARE (330136),2023,Acute Care,Voluntary non-profit - Private,180.0,,,NY,252.0,18.6,1905.0,14.8,180.0,18.1,71.0,17.5,114.0,3.8,184.0,14.3,43.0,11.0,317.0,7.7,184.0,14.6,176.0,48.0,252.0,3.7,221.0,65.0,180.0,33.0,172.0,52.0,11.1,2213.0,15.5,685.0,0.9
2555,ST JOSEPH'S HOSPITAL HEALTH CENTER (330140),2023,Acute Care,Voluntary non-profit - Private,437.0,43.055589,-76.149176,NY,680.0,23.9,3700.0,16.2,557.0,19.3,235.0,20.6,438.0,4.1,494.0,15.7,289.0,11.3,28.0,5.4,494.0,8.3,475.0,124.0,680.0,42.5,578.0,218.0,557.0,48.0,514.0,139.0,11.7,667.0,13.8,845.0,0.8
2556,LONG ISLAND COMMUNITY HOSPITAL (330141),2023,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,328.0,21.1,2127.0,15.0,597.0,17.4,211.0,19.4,70.0,4.1,122.0,13.4,,,,,122.0,11.0,120.0,26.0,328.0,46.8,285.0,101.0,597.0,41.0,522.0,162.0,,266.0,14.2,234.0,0.8
2557,IRA DAVENPORT MEMORIAL HOSPITAL (330144),2023,Acute Care,Voluntary non-profit - Other,139.0,42.37297,-77.278553,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,14.7,,
2558,ST JAMES MERCY HOSPITAL (330151),2023,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,40.0,19.9,198.0,15.0,69.0,16.7,40.0,19.2,,,,,,,,,,,,,40.0,-28.8,37.0,15.0,69.0,-7.4,66.0,20.0,,163.0,16.2,58.0,1.1
2559,ELLIS HOSPITAL (330153),2023,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,429.0,21.8,1867.0,15.3,279.0,17.1,128.0,20.2,42.0,4.3,206.0,15.6,58.0,10.2,25.0,5.6,206.0,40.0,204.0,59.0,429.0,30.7,358.0,114.0,279.0,22.6,262.0,74.0,8.9,207.0,14.7,220.0,1.0
2560,SAMARITAN MEDICAL CENTER (330157),2023,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,226.0,20.5,1110.0,14.4,182.0,17.7,73.0,18.7,87.0,4.1,,,,,172.0,5.0,,,,,226.0,24.5,193.0,70.0,182.0,38.0,164.0,45.0,10.6,1148.0,13.7,365.0,0.9
2561,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2023,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,483.0,18.5,3228.0,14.7,532.0,19.9,159.0,21.9,307.0,3.6,246.0,15.3,61.0,9.9,88.0,4.5,246.0,24.2,240.0,74.0,483.0,12.7,416.0,121.0,532.0,61.4,476.0,143.0,11.2,352.0,15.6,523.0,1.2
2562,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2023,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,845.0,19.9,5108.0,16.8,523.0,19.4,237.0,19.6,115.0,5.1,193.0,13.6,83.0,10.6,232.0,4.6,193.0,15.5,191.0,46.0,845.0,2.2,660.0,210.0,523.0,48.1,483.0,147.0,11.2,561.0,13.8,618.0,0.9
2563,NORTHERN WESTCHESTER HOSPITAL (330162),2023,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,255.0,18.9,1997.0,14.7,189.0,16.2,51.0,19.4,98.0,4.2,118.0,14.6,,,73.0,7.3,118.0,0.0,113.0,35.0,255.0,-23.0,227.0,58.0,189.0,0.5,177.0,37.0,8.3,831.0,12.7,601.0,1.3
2564,EASTERN NIAGARA HOSPITAL - LOCKPORT DIVISION (330163),2023,Acute Care,Voluntary non-profit - Private,132.0,43.17638,-78.671075,NY,43.0,23.0,79.0,14.9,34.0,16.8,30.0,19.3,,,,,,,,,,,,,43.0,58.0,36.0,20.0,34.0,39.2,33.0,6.0,,196.0,13.3,,
2565,HIGHLAND HOSPITAL (330164),2023,Acute Care,Voluntary non-profit - Private,243.0,43.135955,-77.607556,NY,267.0,21.2,1501.0,14.9,191.0,17.9,81.0,18.9,164.0,5.5,,,,,31.0,5.0,,,,,267.0,53.6,231.0,75.0,191.0,43.1,183.0,49.0,9.4,850.0,14.3,299.0,1.0
2566,"WESTFIELD MEMORIAL HOSPITAL, INC (330166)",2023,Acute Care,Voluntary non-profit - Private,5.0,42.327901,-79.569397,NY,,,50.0,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,14.0,,
2567,MOUNT SINAI BETH ISRAEL (330169),2023,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,552.0,19.4,3020.0,15.0,361.0,18.7,144.0,19.8,,,150.0,14.0,,,332.0,4.6,150.0,58.2,148.0,30.0,552.0,22.6,473.0,137.0,361.0,48.4,340.0,100.0,11.7,719.0,14.2,663.0,1.0
2568,BRONX VA MEDICAL CENTER (33016F),2023,Acute Care (VA),Government - Federal,,,,,200.0,23.3,1105.0,14.3,79.0,17.0,71.0,19.1,30.0,4.2,,,,,,,,,,,200.0,40.0,153.0,65.0,79.0,25.1,76.0,19.0,,,,,
2569,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER (330175),2023,Acute Care,Voluntary non-profit - Private,195.0,42.608997,-76.186117,NY,140.0,22.5,580.0,14.8,170.0,16.4,54.0,19.0,,,,,,,44.0,5.9,,,,,140.0,42.3,115.0,44.0,170.0,-14.2,145.0,43.0,10.0,505.0,14.0,87.0,0.9
2570,"SAMARITAN HOSPITAL OF TROY, NEW YORK (330180)",2023,Acute Care,Voluntary non-profit - Private,248.0,42.733395,-73.671434,NY,312.0,19.0,1318.0,14.3,260.0,15.5,114.0,17.2,,,113.0,14.4,,,63.0,4.5,113.0,-8.5,112.0,32.0,312.0,9.0,252.0,66.0,260.0,1.7,229.0,69.0,11.3,1729.0,11.7,261.0,1.0
2571,NORTHWELL HOSPITAL GLEN COVE (330181),2023,Acute Care,Voluntary non-profit - Private,152.0,,,NY,142.0,19.9,1032.0,13.7,126.0,15.5,43.0,19.2,,,30.0,14.1,,,,,,,,,142.0,16.2,122.0,35.0,126.0,17.8,122.0,22.0,,268.0,13.5,155.0,0.9
2572,ST FRANCIS HOSPITAL - THE HEART CENTER (330182),2023,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,1624.0,20.6,8268.0,14.5,724.0,18.1,189.0,19.0,891.0,4.0,555.0,14.7,415.0,12.2,201.0,4.2,555.0,33.9,542.0,135.0,1624.0,18.0,1377.0,422.0,724.0,28.6,659.0,164.0,12.2,644.0,14.6,976.0,1.1
2573,MONTEFIORE NEW ROCHELLE HOSPITAL (330184),2023,Acute Care,Voluntary non-profit - Private,320.0,40.912968,-73.786997,NY,165.0,21.3,1182.0,15.1,166.0,16.8,68.0,20.5,334.0,3.6,,,,,,,,,,,165.0,19.0,135.0,46.0,166.0,36.4,159.0,38.0,,709.0,11.4,82.0,1.1
2574,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON (330185),2023,Acute Care,Voluntary non-profit - Private,248.0,40.938249,-73.052951,NY,421.0,20.7,2955.0,15.3,544.0,17.7,201.0,18.5,131.0,4.4,67.0,14.8,,,,,67.0,13.3,67.0,22.0,421.0,22.9,342.0,115.0,544.0,28.7,486.0,148.0,,637.0,14.0,428.0,1.1
2575,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER (330188),2023,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,107.0,20.3,481.0,14.4,83.0,18.6,50.0,20.5,27.0,4.0,,,,,,,,,,,107.0,8.9,89.0,31.0,83.0,22.2,77.0,32.0,,148.0,13.7,140.0,0.7
2576,GLENS FALLS HOSPITAL (330191),2023,Acute Care,Voluntary non-profit - Private,392.0,43.308335,-73.644551,NY,339.0,20.0,1655.0,14.6,297.0,18.2,149.0,20.9,,,102.0,14.0,,,266.0,5.3,102.0,44.3,100.0,19.0,339.0,2.0,295.0,100.0,297.0,18.3,268.0,77.0,11.7,776.0,12.6,597.0,0.9
2577,FLUSHING HOSPITAL MEDICAL CENTER (330193),2023,Acute Care,Voluntary non-profit - Private,288.0,40.755636,-73.815645,NY,118.0,19.3,853.0,14.8,247.0,18.1,34.0,20.1,,,,,,,,,,,,,118.0,-10.0,107.0,30.0,247.0,87.5,224.0,72.0,,,,51.0,0.9
2578,MAIMONIDES MEDICAL CENTER (330194),2023,Acute Care,Voluntary non-profit - Private,711.0,40.63908,-73.998668,NY,1082.0,22.1,4917.0,18.4,686.0,19.7,179.0,21.1,139.0,4.5,422.0,15.0,91.0,11.9,321.0,5.1,422.0,42.8,407.0,98.0,1082.0,53.9,877.0,273.0,686.0,73.4,623.0,184.0,11.7,475.0,13.4,644.0,0.6
2579,LONG ISLAND JEWISH MEDICAL CENTER (330195),2023,Acute Care,Voluntary non-profit - Private,1233.0,,,NY,943.0,21.2,7419.0,15.4,869.0,18.3,309.0,18.9,364.0,5.2,136.0,15.4,,,1090.0,3.7,136.0,38.1,136.0,34.0,943.0,40.7,815.0,227.0,869.0,33.4,814.0,217.0,12.5,764.0,13.9,920.0,1.2
2580,NYC HEALTH + HOSPITALS/CONEY ISLAND (330196),2023,Acute Care,Government - Local,354.0,40.58494,-73.966285,NY,345.0,21.6,1775.0,16.1,321.0,19.3,107.0,20.1,,,51.0,14.6,,,,,51.0,40.9,51.0,15.0,345.0,57.7,282.0,92.0,321.0,100.3,298.0,86.0,,104.0,14.4,33.0,1.0
2581,CANTON-POTSDAM HOSPITAL (330197),2023,Acute Care,Voluntary non-profit - Private,94.0,44.676085,-74.981451,NY,141.0,21.5,766.0,14.9,184.0,17.4,111.0,19.6,33.0,4.4,,,,,66.0,6.0,,,,,141.0,45.2,120.0,47.0,184.0,2.7,168.0,50.0,9.7,903.0,15.1,298.0,1.0
2582,MOUNT SINAI SOUTH NASSAU (330198),2023,Acute Care,Voluntary non-profit - Private,385.0,,,NY,616.0,19.3,3871.0,15.0,926.0,20.0,237.0,18.5,112.0,3.5,200.0,13.9,,,179.0,4.9,200.0,21.9,200.0,48.0,616.0,33.7,517.0,152.0,926.0,71.9,848.0,256.0,14.2,874.0,14.7,547.0,0.9
2583,METROPOLITAN HOSPITAL CENTER (330199),2023,Acute Care,Government - Local,342.0,40.78472,-73.943636,NY,29.0,20.5,176.0,15.9,,,,,,,,,,,,,,,,,29.0,34.8,24.0,9.0,,,,,,64.0,13.8,,
2584,NORTHPORT VA MEDICAL CENTER (33019F),2023,Acute Care (VA),Government - Federal,,,,,147.0,20.1,960.0,14.8,98.0,16.1,96.0,19.1,36.0,5.2,,,,,,,,,,,147.0,-4.1,121.0,43.0,98.0,-3.0,91.0,24.0,,,,,
2585,KINGS COUNTY HOSPITAL CENTER (330202),2023,Acute Care,Government - Local,633.0,40.655773,-73.944039,NY,101.0,21.4,686.0,13.8,65.0,17.3,28.0,19.7,,,,,,,,,,,,,101.0,22.8,87.0,29.0,65.0,39.4,64.0,19.0,,,,,
2586,CROUSE HOSPITAL (330203),2023,Acute Care,Voluntary non-profit - Private,498.0,43.041666,-76.137853,NY,439.0,21.6,2736.0,15.6,388.0,18.8,118.0,21.8,198.0,4.1,113.0,12.7,,,,,113.0,-15.9,109.0,29.0,439.0,28.8,377.0,108.0,388.0,55.3,363.0,99.0,,74.0,14.5,472.0,0.7
2587,BELLEVUE HOSPITAL CENTER (330204),2023,Acute Care,Government - Local,904.0,40.740079,-73.97625,NY,76.0,21.2,957.0,16.0,46.0,16.0,,,,,76.0,14.7,,,30.0,6.5,76.0,38.7,75.0,22.0,76.0,14.7,71.0,27.0,46.0,-23.4,44.0,4.0,10.1,,,,
2588,ST ANTHONY COMMUNITY HOSPITAL (330205),2023,Acute Care,Voluntary non-profit - Church,64.0,41.261094,-74.356945,NY,101.0,18.4,427.0,14.5,104.0,16.3,30.0,19.0,62.0,3.8,,,,,,,,,,,101.0,-23.0,82.0,21.0,104.0,-13.6,90.0,26.0,,359.0,12.9,83.0,0.9
2589,ST JOHN'S RIVERSIDE HOSPITAL (330208),2023,Acute Care,Voluntary non-profit - Private,346.0,40.96784,-73.885107,NY,335.0,24.2,1489.0,15.9,220.0,17.3,99.0,18.7,114.0,3.9,,,,,38.0,5.5,,,,,335.0,86.5,272.0,97.0,220.0,86.0,201.0,51.0,11.1,572.0,13.8,198.0,0.9
2590,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN (33020F),2023,Acute Care (VA),VA,,,,,206.0,23.2,1244.0,17.5,125.0,17.9,101.0,19.2,35.0,4.6,,,,,,,,,,,206.0,67.0,164.0,70.0,125.0,40.1,114.0,45.0,,,,,
2591,CLAXTON-HEPBURN MEDICAL CENTER (330211),2023,Acute Care,Voluntary non-profit - Private,110.0,44.692091,-75.499934,NY,65.0,20.1,384.0,14.9,105.0,17.9,47.0,18.9,,,,,,,115.0,5.3,,,,,65.0,-11.2,54.0,19.0,105.0,12.7,93.0,31.0,10.7,536.0,13.2,56.0,1.2
2592,NYU Langone Hospitals (330214),2023,Acute Care,Voluntary non-profit - Private,1085.0,40.74226,-73.974661,NY,2475.0,18.1,18551.0,13.3,2056.0,16.6,410.0,19.3,1861.0,4.0,635.0,13.6,256.0,11.0,2181.0,3.0,635.0,5.2,623.0,153.0,2475.0,-7.1,2058.0,581.0,2056.0,21.6,1857.0,473.0,12.4,6511.0,9.6,4737.0,0.8
2593,"ROME MEMORIAL HOSPITAL, INC (330215)",2023,Acute Care,Voluntary non-profit - Private,176.0,43.228954,-75.444248,NY,104.0,22.6,437.0,16.0,99.0,18.0,74.0,18.6,,,,,,,,,,,,,104.0,45.0,90.0,39.0,99.0,36.5,94.0,27.0,,208.0,14.8,99.0,1.1
2594,OSWEGO HOSPITAL (330218),2023,Acute Care,Voluntary non-profit - Private,164.0,43.454141,-76.516001,NY,159.0,18.8,563.0,14.9,156.0,17.5,65.0,19.4,,,,,,,,,,,,,159.0,-14.3,127.0,41.0,156.0,4.4,140.0,48.0,,442.0,15.4,121.0,1.0
2595,ERIE COUNTY MEDICAL CENTER (330219),2023,Acute Care,Voluntary non-profit - Private,931.0,42.927236,-78.829151,NY,97.0,19.7,1034.0,13.2,92.0,16.0,66.0,20.0,127.0,3.5,,,,,41.0,5.5,,,,,97.0,12.9,91.0,27.0,92.0,63.7,81.0,24.0,10.1,97.0,13.9,178.0,0.9
2596,WYCKOFF HEIGHTS MEDICAL CENTER (330221),2023,Acute Care,Voluntary non-profit - Private,260.0,40.704699,-73.917648,NY,87.0,21.0,660.0,16.7,113.0,16.9,52.0,19.7,,,35.0,13.7,,,,,,,,,87.0,34.9,68.0,27.0,113.0,12.7,110.0,28.0,,59.0,14.7,,
2597,SARATOGA HOSPITAL (330222),2023,Acute Care,Voluntary non-profit - Private,189.0,43.084794,-73.796223,NY,302.0,18.2,1707.0,13.7,265.0,15.6,128.0,22.3,218.0,3.8,58.0,15.1,,,237.0,4.1,58.0,6.3,56.0,16.0,302.0,-1.4,263.0,79.0,265.0,-0.3,232.0,58.0,11.5,618.0,15.4,559.0,1.1
2598,MASSENA HOSPITAL INC (330223),2023,Acute Care,Government - Local,42.0,44.936344,-74.907828,NY,62.0,20.1,286.0,15.3,91.0,19.0,50.0,19.0,,,,,,,,,,,,,62.0,-0.8,55.0,20.0,91.0,39.4,79.0,35.0,,268.0,14.0,,
2599,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS (330224),2023,Acute Care,Voluntary non-profit - Church,120.0,41.922453,-73.999335,NY,193.0,20.9,1440.0,14.7,155.0,17.4,62.0,19.4,42.0,4.5,,,,,94.0,4.6,,,,,193.0,-6.1,164.0,56.0,155.0,43.3,150.0,40.0,9.0,,,209.0,1.0
2600,UNITY HOSPITAL (330226),2023,Acute Care,Voluntary non-profit - Private,470.0,43.191544,-77.701464,NY,283.0,20.1,1333.0,14.9,177.0,18.9,96.0,20.1,221.0,4.1,62.0,13.2,,,46.0,5.7,62.0,-28.1,61.0,15.0,283.0,20.6,235.0,67.0,177.0,91.1,161.0,53.0,10.6,416.0,13.4,291.0,0.8
2601,"BROOKS-TLC HOSPITAL SYSTEM, INC (330229)",2023,Acute Care,Voluntary non-profit - Private,65.0,42.480106,-79.333617,NY,46.0,22.6,227.0,13.7,70.0,17.0,49.0,17.9,28.0,4.3,,,,,,,,,,,46.0,59.7,39.0,24.0,70.0,9.7,61.0,19.0,,306.0,14.4,41.0,0.9
2602,QUEENS HOSPITAL CENTER (330231),2023,Acute Care,Government - Local,262.0,40.71698,-73.803431,NY,86.0,19.0,492.0,15.9,101.0,19.4,47.0,19.8,,,,,,,,,,,,,86.0,31.5,67.0,17.0,101.0,113.3,98.0,39.0,,,,,
2603,BROOKDALE HOSPITAL MEDICAL CENTER (330233),2023,Acute Care,Voluntary non-profit - Private,863.0,40.6545,-73.91275,NY,165.0,20.7,1128.0,14.8,122.0,17.3,83.0,20.9,,,36.0,14.4,,,,,,,,,165.0,26.9,141.0,47.0,122.0,73.2,120.0,35.0,,130.0,15.7,68.0,1.0
2604,WESTCHESTER MEDICAL CENTER (330234),2023,Acute Care,Government - Hospital District or Authority,830.0,41.08768,-73.803897,NY,291.0,20.1,3404.0,14.2,273.0,17.6,74.0,19.9,186.0,4.6,228.0,15.0,124.0,11.1,167.0,4.8,228.0,36.0,223.0,63.0,291.0,47.6,259.0,80.0,273.0,44.5,252.0,71.0,10.3,436.0,13.0,561.0,1.0
2605,AUBURN  COMMUNITY  HOSPITAL (330235),2023,Acute Care,Voluntary non-profit - Private,179.0,42.940761,-76.564607,NY,232.0,22.0,895.0,15.1,222.0,16.7,131.0,19.7,42.0,4.2,,,,,,,,,,,232.0,31.8,180.0,66.0,222.0,-4.7,200.0,58.0,,733.0,13.0,159.0,0.8
2606,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL (330236),2023,Acute Care,Voluntary non-profit - Private,586.0,40.668263,-73.979141,NY,607.0,21.6,3376.0,15.2,381.0,16.9,160.0,19.6,132.0,4.6,113.0,14.6,,,134.0,4.3,113.0,31.2,108.0,25.0,607.0,33.9,492.0,149.0,381.0,43.4,342.0,93.0,11.3,915.0,14.3,413.0,0.9
2607,NICHOLAS H NOYES MEMORIAL HOSPITAL (330238),2023,Acute Care,Voluntary non-profit - Private,68.0,42.55213,-77.700356,NY,44.0,19.9,302.0,14.6,121.0,17.2,44.0,19.4,50.0,4.0,,,,,,,,,,,44.0,-10.6,35.0,12.0,121.0,21.9,101.0,34.0,,441.0,13.4,76.0,1.1
2608,UPMC CHAUTAUQUA AT WCA (330239),2023,Acute Care,Voluntary non-profit - Private,217.0,42.091237,-79.23295,NY,172.0,18.5,721.0,14.0,172.0,16.9,43.0,19.7,92.0,3.9,29.0,13.3,,,68.0,6.2,,,,,172.0,0.5,149.0,46.0,172.0,-1.0,153.0,45.0,9.2,1219.0,11.9,231.0,0.8
2609,HARLEM HOSPITAL CENTER (330240),2023,Acute Care,Government - Local,280.0,40.814482,-73.940495,NY,43.0,21.4,386.0,14.8,66.0,17.0,32.0,18.5,,,,,,,,,,,,,43.0,76.5,41.0,13.0,66.0,128.4,63.0,14.0,,57.0,14.4,,
2610,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER (330241),2023,Acute Care,Government - State,734.0,43.042677,-76.139323,NY,409.0,19.3,3439.0,16.0,328.0,18.1,179.0,20.3,215.0,3.9,123.0,14.0,63.0,11.3,534.0,5.6,123.0,5.2,122.0,27.0,409.0,1.0,353.0,98.0,328.0,31.3,306.0,89.0,13.4,153.0,14.4,471.0,0.8
2611,ST ELIZABETH MEDICAL CENTER (330245),2023,Acute Care,Voluntary non-profit - Private,201.0,43.083646,-75.267158,NY,429.0,20.7,1746.0,14.0,267.0,14.5,104.0,20.9,134.0,4.4,286.0,13.6,63.0,10.4,,,286.0,12.0,280.0,71.0,429.0,45.7,383.0,116.0,267.0,-32.5,245.0,56.0,,,,264.0,0.9
2612,ST CHARLES HOSPITAL (330246),2023,Acute Care,Voluntary non-profit - Church,239.0,40.947392,-73.059832,NY,119.0,21.1,1136.0,15.1,125.0,15.7,103.0,19.2,294.0,4.1,,,,,,,,,,,119.0,31.4,109.0,40.0,125.0,1.5,116.0,24.0,,223.0,14.8,391.0,1.0
2613,SYRACUSE VA MEDICAL CENTER (33024F),2023,Acute Care (VA),Government - Federal,,,,,322.0,23.5,2382.0,19.3,303.0,18.3,288.0,25.2,116.0,5.1,61.0,14.3,,,,,61.0,29.0,59.0,13.0,322.0,38.5,252.0,92.0,303.0,17.3,255.0,81.0,,,,,
2614,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR (330250),2023,Acute Care,Voluntary non-profit - Private,375.0,44.700122,-73.466647,NY,412.0,20.5,1778.0,14.5,272.0,15.6,186.0,19.3,61.0,4.2,194.0,14.4,,,233.0,5.7,194.0,-2.9,184.0,51.0,412.0,43.1,327.0,119.0,272.0,-10.8,253.0,67.0,9.2,1517.0,12.7,673.0,1.2
2615,MERCY MEDICAL CENTER (330259),2023,Acute Care,Voluntary non-profit - Private,375.0,40.688191,-73.633236,NY,198.0,19.9,1477.0,15.0,215.0,17.5,115.0,19.0,31.0,3.9,37.0,13.4,,,44.0,5.0,,,,,198.0,16.1,172.0,46.0,215.0,60.6,208.0,54.0,10.6,624.0,13.9,199.0,1.1
2616,PHELPS MEMORIAL HOSPITAL CENTER (330261),2023,Acute Care,Voluntary non-profit - Other,205.0,41.107555,-73.859639,NY,221.0,19.7,1653.0,14.1,211.0,17.1,65.0,19.1,235.0,4.0,,,,,148.0,4.4,,,,,221.0,25.5,182.0,61.0,211.0,18.7,199.0,53.0,14.7,1273.0,16.7,389.0,0.8
2617,ST LUKE'S CORNWALL HOSPITAL (330264),2023,Acute Care,Voluntary non-profit - Other,192.0,41.503744,-74.015176,NY,368.0,21.8,1853.0,16.4,302.0,18.2,112.0,20.9,93.0,4.4,111.0,14.5,,,26.0,5.4,111.0,51.9,107.0,25.0,368.0,15.9,301.0,92.0,302.0,13.4,270.0,73.0,10.4,221.0,13.5,348.0,0.8
2618,CLIFTON SPRINGS HOSPITAL AND CLINIC (330265),2023,Acute Care,Voluntary non-profit - Private,208.0,42.960473,-77.139252,NY,52.0,21.1,234.0,14.4,30.0,17.2,,,,,,,,,47.0,4.7,,,,,52.0,42.4,47.0,18.0,30.0,-20.0,27.0,13.0,10.1,328.0,16.0,99.0,1.1
2619,HUDSON VALLEY HOSPITAL CENTER (330267),2023,Acute Care,Voluntary non-profit - Private,127.0,41.291457,-73.893601,NY,357.0,17.7,1727.0,12.3,304.0,15.1,115.0,18.6,196.0,4.2,26.0,13.3,,,87.0,4.5,,,,,357.0,-6.0,302.0,84.0,304.0,11.8,280.0,67.0,12.0,860.0,13.4,210.0,0.8
2620,HOSPITAL FOR SPECIAL SURGERY (330270),2023,Acute Care,Voluntary non-profit - Private,202.0,40.764866,-73.953128,NY,,,3556.0,11.2,,,,,4994.0,2.8,,,,,,,,,,,,,,,,,,,,,,793.0,0.6
2621,PUTNAM HOSPITAL CENTER (330273),2023,Acute Care,Voluntary non-profit - Private,144.0,41.384844,-73.664475,NY,228.0,21.1,948.0,14.9,185.0,18.0,82.0,20.4,114.0,4.8,,,,,,,,,,,228.0,14.4,191.0,60.0,185.0,9.5,166.0,54.0,,98.0,14.7,390.0,1.1
2622,NATHAN LITTAUER HOSPITAL (330276),2023,Acute Care,Voluntary non-profit - Private,149.0,43.068029,-74.330817,NY,43.0,19.3,280.0,14.1,84.0,15.6,51.0,19.4,,,,,,,,,,,,,43.0,-8.9,39.0,6.0,84.0,-36.5,77.0,21.0,,288.0,14.0,88.0,1.0
2623,CORNING HOSPITAL (330277),2023,Acute Care,Voluntary non-profit - Private,72.0,42.136107,-76.969841,NY,171.0,21.5,678.0,14.4,154.0,16.9,51.0,18.0,70.0,4.3,,,,,134.0,5.9,,,,,171.0,23.6,156.0,58.0,154.0,22.6,144.0,46.0,10.6,960.0,13.8,312.0,0.9
2624,MERCY HOSPITAL OF BUFFALO (330279),2023,Acute Care,Voluntary non-profit - Private,470.0,42.847875,-78.811876,NY,257.0,22.0,1685.0,14.8,196.0,17.5,83.0,17.9,,,226.0,13.9,87.0,9.8,,,226.0,25.9,217.0,52.0,257.0,41.6,226.0,80.0,196.0,46.1,181.0,45.0,,82.0,14.6,256.0,0.9
